"plh0186","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Selten","2013","Realschule","Westdeutschland","348","0.0805426781654625","0.0729455841146071","0.0881397722163179"
"Selten","2013","Realschule","Ostdeutschland","221","","",""
"Selten","2013","(Fach-)Abitur","Westdeutschland","176","","",""
"Selten","2013","(Fach-)Abitur","Ostdeutschland","23","","",""
"Selten","2013","AkademikerIn","Westdeutschland","238","","",""
"Selten","2013","AkademikerIn","Ostdeutschland","110","","",""
"Manchmal","2013","(noch) kein Abschluss","Westdeutschland","188","","",""
"Manchmal","2013","(noch) kein Abschluss","Ostdeutschland","24","","",""
"Manchmal","2013","Hauptschule","Westdeutschland","2195","","",""
"Manchmal","2013","Hauptschule","Ostdeutschland","508","0.419241460862481","0.391963596405114","0.446519325319848"
"Manchmal","2013","Realschule","Westdeutschland","1323","","",""
"Manchmal","2013","Realschule","Ostdeutschland","717","0.328427351157156","0.309229847263023","0.347624855051289"
"Manchmal","2013","(Fach-)Abitur","Westdeutschland","773","0.295904258268286","0.279009555608495","0.312798960928078"
"Manchmal","2013","(Fach-)Abitur","Ostdeutschland","141","","",""
"Manchmal","2013","AkademikerIn","Westdeutschland","1246","","",""
"Manchmal","2013","AkademikerIn","Ostdeutschland","466","0.34407388627405","0.319646972410854","0.368500800137245"
"Oft","2013","(noch) kein Abschluss","Westdeutschland","358","0.452031168994005","0.415576454705108","0.488485883282901"
"Oft","2013","(noch) kein Abschluss","Ostdeutschland","50","0.482529641877573","0.388721706119673","0.576337577635473"
"Oft","2013","Hauptschule","Westdeutschland","2938","","",""
"Oft","2013","Hauptschule","Ostdeutschland","467","0.344911078252177","0.318633571786802","0.371188584717552"
"Oft","2013","Realschule","Westdeutschland","2680","","",""
"Oft","2013","Realschule","Ostdeutschland","1141","","",""
"Oft","2013","(Fach-)Abitur","Westdeutschland","1525","","",""
"Oft","2013","(Fach-)Abitur","Ostdeutschland","256","","",""
"Oft","2013","AkademikerIn","Westdeutschland","2444","","",""
"Oft","2013","AkademikerIn","Ostdeutschland","740","0.471114832374474","0.445448762844005","0.496780901904944"
"Sehr oft","2013","(noch) kein Abschluss","Westdeutschland","96","0.112450582607054","0.0893102974513196","0.135590867762789"
"Sehr oft","2013","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Sehr oft","2013","Hauptschule","Westdeutschland","549","0.0728740302696404","0.0665535886369134","0.0791944719023674"
"Sehr oft","2013","Hauptschule","Ostdeutschland","87","0.0742645723772284","0.0597696886248439","0.088759456129613"
"Sehr oft","2013","Realschule","Westdeutschland","506","0.0939633955607353","0.0858178363471976","0.102108954774273"
"Sehr oft","2013","Realschule","Ostdeutschland","165","","",""
"Sehr oft","2013","(Fach-)Abitur","Westdeutschland","287","","",""
"Sehr oft","2013","(Fach-)Abitur","Ostdeutschland","66","0.128923941275495","0.0993124441647788","0.15853543838621"
"Sehr oft","2013","AkademikerIn","Westdeutschland","412","0.0861541378844019","0.0778510655933815","0.0944572101754223"
"Sehr oft","2013","AkademikerIn","Ostdeutschland","114","","",""
"Sehr selten","2014","(noch) kein Abschluss","Westdeutschland","26","","",""
"Sehr selten","2014","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Sehr selten","2014","Hauptschule","Westdeutschland","159","","",""
"Sehr selten","2014","Hauptschule","Ostdeutschland","35","0.030893668013688","0.0213092360284982","0.0404780999988777"
"Sehr selten","2014","Realschule","Westdeutschland","63","0.0148573641628631","0.0114208396819718","0.0182938886437544"
"Sehr selten","2014","Realschule","Ostdeutschland","34","0.0187121134720466","0.0129234049652027","0.0245008219788906"
"Sehr selten","2014","(Fach-)Abitur","Westdeutschland","53","0.0191469597027784","0.0145466563235988","0.023747263081958"
"Sehr selten","2014","(Fach-)Abitur","Ostdeutschland","6","0.0171770344404756","0.00602020045961849","0.0283338684213328"
"Sehr selten","2014","AkademikerIn","Westdeutschland","62","0.0146941055766017","0.0112812451982528","0.0181069659549506"
"Sehr selten","2014","AkademikerIn","Ostdeutschland","25","","",""
"Selten","2014","(noch) kein Abschluss","Westdeutschland","79","0.105207011749999","0.0850154500749361","0.125398573425061"
"Selten","2014","(noch) kein Abschluss","Ostdeutschland","8","0.201991751337857","0.127966587569863","0.276016915105851"
"Selten","2014","Hauptschule","Westdeutschland","655","0.105165869902941","0.0979375876100501","0.112394152195833"
"Selten","2014","Hauptschule","Ostdeutschland","122","","",""
"Selten","2014","Realschule","Westdeutschland","308","0.0716859016976113","0.0643582747768","0.0790135286184226"
"Selten","2014","Realschule","Ostdeutschland","154","","",""
"Selten","2014","(Fach-)Abitur","Westdeutschland","208","","",""
"Selten","2014","(Fach-)Abitur","Ostdeutschland","15","","",""
"Selten","2014","AkademikerIn","Westdeutschland","276","","",""
"Selten","2014","AkademikerIn","Ostdeutschland","95","0.0845640145151358","0.0701984437158654","0.0989295853144063"
"Manchmal","2014","(noch) kein Abschluss","Westdeutschland","254","","",""
"Manchmal","2014","(noch) kein Abschluss","Ostdeutschland","33","0.252233733439199","0.172159389709496","0.332308077168902"
"Manchmal","2014","Hauptschule","Westdeutschland","2242","","",""
"Manchmal","2014","Hauptschule","Ostdeutschland","491","0.41200035527681","0.384736751991274","0.439263958562346"
"Manchmal","2014","Realschule","Westdeutschland","1283","","",""
"Manchmal","2014","Realschule","Ostdeutschland","658","0.334213303630172","0.31406207807941","0.354364529180935"
"Manchmal","2014","(Fach-)Abitur","Westdeutschland","867","0.270959621087641","0.256039832472558","0.285879409702724"
"Manchmal","2014","(Fach-)Abitur","Ostdeutschland","131","","",""
"Manchmal","2014","AkademikerIn","Westdeutschland","1331","","",""
"Manchmal","2014","AkademikerIn","Ostdeutschland","431","0.321807245385025","0.297686507882767","0.345927982887283"
"Oft","2014","(noch) kein Abschluss","Westdeutschland","399","0.40749307332959","0.375156565809793","0.439829580849388"
"Oft","2014","(noch) kein Abschluss","Ostdeutschland","53","0.454452636958345","0.362646986159402","0.546258287757287"
"Oft","2014","Hauptschule","Westdeutschland","3194","0.434538675085014","0.422858695145759","0.446218655024269"
"Oft","2014","Hauptschule","Ostdeutschland","506","0.388236512395394","0.36124135328269","0.415231671508099"
"Oft","2014","Realschule","Westdeutschland","2574","","",""
"Oft","2014","Realschule","Ostdeutschland","1067","","",""
"Oft","2014","(Fach-)Abitur","Westdeutschland","1875","","",""
"Oft","2014","(Fach-)Abitur","Ostdeutschland","302","0.553895491363413","0.511211851134939","0.596579131591887"
"Oft","2014","AkademikerIn","Westdeutschland","2611","","",""
"Oft","2014","AkademikerIn","Ostdeutschland","738","0.484565732801768","0.458762204513914","0.510369261089621"
"Sehr oft","2014","(noch) kein Abschluss","Westdeutschland","129","","",""
"Sehr oft","2014","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Sehr oft","2014","Hauptschule","Westdeutschland","669","0.0848718382112109","0.0783051077559295","0.0914385686664923"
"Sehr oft","2014","Hauptschule","Ostdeutschland","98","0.0713247969368784","0.0570687826069288","0.0855808112668279"
"Sehr oft","2014","Realschule","Westdeutschland","533","0.107944110909236","0.0991296753027017","0.11675854651577"
"Sehr oft","2014","Realschule","Ostdeutschland","192","","",""
"Sehr oft","2014","(Fach-)Abitur","Westdeutschland","406","0.116722264141859","0.10594372051601","0.127500807767708"
"Sehr oft","2014","(Fach-)Abitur","Ostdeutschland","67","0.121729273452511","0.0936529040293103","0.149805642875712"
"Sehr oft","2014","AkademikerIn","Westdeutschland","495","0.113618332554922","0.104617224167154","0.122619440942689"
"Sehr oft","2014","AkademikerIn","Ostdeutschland","152","","",""
"Sehr selten","2015","(noch) kein Abschluss","Westdeutschland","19","","",""
"Sehr selten","2015","(noch) kein Abschluss","Ostdeutschland","4","0.0329481612038311","-0.000409240662379268","0.0663055630700414"
"Sehr selten","2015","Hauptschule","Westdeutschland","152","","",""
"Sehr selten","2015","Hauptschule","Ostdeutschland","32","0.0241244507099677","0.0152947693430584","0.0329541320768771"
"Sehr selten","2015","Realschule","Westdeutschland","74","0.021399954768471","0.0171666227458167","0.0256332867911252"
"Sehr selten","2015","Realschule","Ostdeutschland","36","0.0214538117858272","0.0150990107672915","0.0278086128043628"
"Sehr selten","2015","(Fach-)Abitur","Westdeutschland","45","0.0187192208233475","0.0139974841449692","0.0234409575017259"
"Sehr selten","2015","(Fach-)Abitur","Ostdeutschland","5","0.0166146554021666","0.00519157883597532","0.0280377319683579"
"Sehr selten","2015","AkademikerIn","Westdeutschland","67","0.0180516743963942","0.0141617165348566","0.0219416322579318"
"Sehr selten","2015","AkademikerIn","Ostdeutschland","19","","",""
"Selten","2015","(noch) kein Abschluss","Westdeutschland","58","0.0799975486637423","0.0599719105169654","0.100023186810519"
"Selten","2015","(noch) kein Abschluss","Ostdeutschland","9","0.0715515957710825","0.0233856272499413","0.119717564292224"
"Selten","2015","Hauptschule","Westdeutschland","616","0.108389129709289","0.100639800116798","0.11613845930178"
"Selten","2015","Hauptschule","Ostdeutschland","130","","",""
"Selten","2015","Realschule","Westdeutschland","284","","",""
"Selten","2015","Realschule","Ostdeutschland","159","","",""
"Selten","2015","(Fach-)Abitur","Westdeutschland","184","","",""
"Selten","2015","(Fach-)Abitur","Ostdeutschland","23","","",""
"Selten","2015","AkademikerIn","Westdeutschland","223","","",""
"Selten","2015","AkademikerIn","Ostdeutschland","96","0.0820369918633908","0.0674683986524259","0.0966055850743557"
"Manchmal","2015","(noch) kein Abschluss","Westdeutschland","195","","",""
"Manchmal","2015","(noch) kein Abschluss","Ostdeutschland","30","0.21708887787966","0.140047016563125","0.294130739196195"
"Manchmal","2015","Hauptschule","Westdeutschland","2043","","",""
"Manchmal","2015","Hauptschule","Ostdeutschland","471","0.440854737963695","0.412283492172654","0.469425983754736"
"Manchmal","2015","Realschule","Westdeutschland","1189","","",""
"Manchmal","2015","Realschule","Ostdeutschland","626","0.341461309715109","0.320663363187843","0.362259256242375"
"Manchmal","2015","(Fach-)Abitur","Westdeutschland","851","0.302488833937461","0.286486199296045","0.318491468578877"
"Manchmal","2015","(Fach-)Abitur","Ostdeutschland","119","","",""
"Manchmal","2015","AkademikerIn","Westdeutschland","1253","","",""
"Manchmal","2015","AkademikerIn","Ostdeutschland","427","0.330146589552375","0.305180906241745","0.355112272863005"
"Oft","2015","(noch) kein Abschluss","Westdeutschland","344","0.466719629819253","0.42989322142294","0.503546038215566"
"Oft","2015","(noch) kein Abschluss","Ostdeutschland","54","0.547984249726772","0.454977906273309","0.640990593180236"
"Oft","2015","Hauptschule","Westdeutschland","2798","","",""
"Oft","2015","Hauptschule","Ostdeutschland","457","0.357630671370642","0.330048473253026","0.385212869488258"
"Oft","2015","Realschule","Westdeutschland","2484","","",""
"Oft","2015","Realschule","Ostdeutschland","1015","","",""
"Oft","2015","(Fach-)Abitur","Westdeutschland","1696","","",""
"Oft","2015","(Fach-)Abitur","Ostdeutschland","277","","",""
"Oft","2015","AkademikerIn","Westdeutschland","2473","","",""
"Oft","2015","AkademikerIn","Ostdeutschland","705","0.509144197633006","0.482604404887434","0.535683990378578"
"Sehr oft","2015","(noch) kein Abschluss","Westdeutschland","89","0.107605784158778","0.0847313840030822","0.130480184314475"
"Sehr oft","2015","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Sehr oft","2015","Hauptschule","Westdeutschland","573","0.0871960471792404","0.0801633689784631","0.0942287253800177"
"Sehr oft","2015","Hauptschule","Ostdeutschland","70","0.0434862207463509","0.0317496682726142","0.0552227732200877"
"Sehr oft","2015","Realschule","Westdeutschland","458","0.091714243323157","0.0832711238663821","0.100157362779932"
"Sehr oft","2015","Realschule","Ostdeutschland","161","","",""
"Sehr oft","2015","(Fach-)Abitur","Westdeutschland","389","0.123892468627466","0.11241456975549","0.135370367499443"
"Sehr oft","2015","(Fach-)Abitur","Ostdeutschland","57","0.113995010218446","0.0855938188836422","0.14239620155325"
"Sehr oft","2015","AkademikerIn","Westdeutschland","484","0.109167061017823","0.100055647092101","0.118278474943545"
"Sehr oft","2015","AkademikerIn","Ostdeutschland","116","","",""
"Sehr selten","2016","(noch) kein Abschluss","Westdeutschland","20","","",""
"Sehr selten","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr selten","2016","Hauptschule","Westdeutschland","156","","",""
"Sehr selten","2016","Hauptschule","Ostdeutschland","38","0.0483648328601432","0.0354801606587557","0.0612495050615308"
"Sehr selten","2016","Realschule","Westdeutschland","71","0.0196832399759965","0.0154395669377683","0.0239269130142247"
"Sehr selten","2016","Realschule","Ostdeutschland","38","0.0222026461230425","0.0155669742726859","0.0288383179733991"
"Sehr selten","2016","(Fach-)Abitur","Westdeutschland","48","0.0146941031122993","0.0105087383964166","0.0188794678281819"
"Sehr selten","2016","(Fach-)Abitur","Ostdeutschland","6","0.0252451172957193","0.0113979468663374","0.0390922877251012"
"Sehr selten","2016","AkademikerIn","Westdeutschland","68","0.0167389936906229","0.0130030693611988","0.0204749180200469"
"Sehr selten","2016","AkademikerIn","Ostdeutschland","19","","",""
"Selten","2016","(noch) kein Abschluss","Westdeutschland","72","0.112600473093937","0.0894143205306638","0.13578662565721"
"Selten","2016","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Selten","2016","Hauptschule","Westdeutschland","538","0.102373013608697","0.094624167153702","0.110121860063693"
"Selten","2016","Hauptschule","Ostdeutschland","116","","",""
"Selten","2016","Realschule","Westdeutschland","262","","",""
"Selten","2016","Realschule","Ostdeutschland","167","","",""
"Selten","2016","(Fach-)Abitur","Westdeutschland","193","","",""
"Selten","2016","(Fach-)Abitur","Ostdeutschland","31","0.0781520361941273","0.0544587974494277","0.101845274938827"
"Selten","2016","AkademikerIn","Westdeutschland","242","","",""
"Selten","2016","AkademikerIn","Ostdeutschland","110","","",""
"Manchmal","2016","(noch) kein Abschluss","Westdeutschland","191","","",""
"Manchmal","2016","(noch) kein Abschluss","Ostdeutschland","31","0.328470043611016","0.234027675588652","0.42291241163338"
"Manchmal","2016","Hauptschule","Westdeutschland","1912","","",""
"Manchmal","2016","Hauptschule","Ostdeutschland","403","0.38954510029351","0.360257826170013","0.418832374417007"
"Manchmal","2016","Realschule","Westdeutschland","1110","","",""
"Manchmal","2016","Realschule","Ostdeutschland","569","0.303495995269497","0.28278998643327","0.324202004105725"
"Manchmal","2016","(Fach-)Abitur","Westdeutschland","864","0.284668999218119","0.268972607193897","0.300365391242342"
"Manchmal","2016","(Fach-)Abitur","Ostdeutschland","121","","",""
"Manchmal","2016","AkademikerIn","Westdeutschland","1275","","",""
"Manchmal","2016","AkademikerIn","Ostdeutschland","406","0.293636139372115","0.26919681673786","0.31807546200637"
"Oft","2016","(noch) kein Abschluss","Westdeutschland","341","0.447376206664243","0.410904992947615","0.483847420380871"
"Oft","2016","(noch) kein Abschluss","Ostdeutschland","43","0.522504375839961","0.422062236950811","0.622946514729111"
"Oft","2016","Hauptschule","Westdeutschland","2760","","",""
"Oft","2016","Hauptschule","Ostdeutschland","425","0.377707386503347","0.348590271005698","0.406824502000996"
"Oft","2016","Realschule","Westdeutschland","2284","","",""
"Oft","2016","Realschule","Ostdeutschland","958","0.498772948192083","0.476255104496053","0.521290791888113"
"Oft","2016","(Fach-)Abitur","Westdeutschland","1678","","",""
"Oft","2016","(Fach-)Abitur","Ostdeutschland","264","","",""
"Oft","2016","AkademikerIn","Westdeutschland","2492","","",""
"Oft","2016","AkademikerIn","Ostdeutschland","693","0.49622681304571","0.469396371852368","0.523057254239052"
"Sehr oft","2016","(noch) kein Abschluss","Westdeutschland","90","0.11274305150477","0.0895440879646117","0.135942015044928"
"Sehr oft","2016","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Sehr oft","2016","Hauptschule","Westdeutschland","513","0.0806830503997861","0.0737212727357149","0.0876448280638572"
"Sehr oft","2016","Hauptschule","Ostdeutschland","83","0.0686468645009074","0.053460954200397","0.0838327748014178"
"Sehr oft","2016","Realschule","Westdeutschland","389","0.0895291064422609","0.080806915973249","0.0982512969112729"
"Sehr oft","2016","Realschule","Ostdeutschland","162","","",""
"Sehr oft","2016","(Fach-)Abitur","Westdeutschland","392","0.112479587113676","0.101489471573315","0.123469702654037"
"Sehr oft","2016","(Fach-)Abitur","Ostdeutschland","71","0.142715818668438","0.111839672158381","0.173591965178495"
"Sehr oft","2016","AkademikerIn","Westdeutschland","453","0.0963029609954562","0.0877122276292643","0.104893694361648"
"Sehr oft","2016","AkademikerIn","Ostdeutschland","106","","",""
"Sehr selten","2017","(noch) kein Abschluss","Westdeutschland","17","","",""
"Sehr selten","2017","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr selten","2017","Hauptschule","Westdeutschland","138","","",""
"Sehr selten","2017","Hauptschule","Ostdeutschland","29","","",""
"Sehr selten","2017","Realschule","Westdeutschland","61","0.0171030339413062","0.0134010372506586","0.0208050306319538"
"Sehr selten","2017","Realschule","Ostdeutschland","32","0.0137846299054397","0.00890360240306222","0.0186656574078171"
"Sehr selten","2017","(Fach-)Abitur","Westdeutschland","46","0.0140143306623653","0.0101316063063714","0.0178970550183593"
"Sehr selten","2017","(Fach-)Abitur","Ostdeutschland","5","0.0203878933045961","0.00899411936392184","0.0317816672452704"
"Sehr selten","2017","AkademikerIn","Westdeutschland","62","0.0135951733080627","0.0104041077996676","0.0167862388164577"
"Sehr selten","2017","AkademikerIn","Ostdeutschland","15","","",""
"Selten","2017","(noch) kein Abschluss","Westdeutschland","61","0.0870010512048081","0.0673104891203964","0.10669161328922"
"Selten","2017","(noch) kein Abschluss","Ostdeutschland","8","0.0426787533490398","0.00710153740346618","0.0782559692946134"
"Selten","2017","Hauptschule","Westdeutschland","522","0.0907238580109676","0.083474524369585","0.0979731916523502"
"Selten","2017","Hauptschule","Ostdeutschland","117","","",""
"Selten","2017","Realschule","Westdeutschland","287","","",""
"Selten","2017","Realschule","Ostdeutschland","171","","",""
"Selten","2017","(Fach-)Abitur","Westdeutschland","170","","",""
"Selten","2017","(Fach-)Abitur","Ostdeutschland","31","0.0713465863701836","0.0505942126545411","0.0920989600858261"
"Selten","2017","AkademikerIn","Westdeutschland","217","","",""
"Selten","2017","AkademikerIn","Ostdeutschland","113","","",""
"Manchmal","2017","(noch) kein Abschluss","Westdeutschland","226","","",""
"Manchmal","2017","(noch) kein Abschluss","Ostdeutschland","29","","",""
"Manchmal","2017","Hauptschule","Westdeutschland","1915","","",""
"Manchmal","2017","Hauptschule","Ostdeutschland","409","0.402949033343873","0.37392381206969","0.431974254618056"
"Manchmal","2017","Realschule","Westdeutschland","1181","","",""
"Manchmal","2017","Realschule","Ostdeutschland","650","0.320591170582276","0.301053661720401","0.340128679444151"
"Manchmal","2017","(Fach-)Abitur","Westdeutschland","922","0.288560755243612","0.273594862769421","0.303526647717802"
"Manchmal","2017","(Fach-)Abitur","Ostdeutschland","137","","",""
"Manchmal","2017","AkademikerIn","Westdeutschland","1318","","",""
"Manchmal","2017","AkademikerIn","Ostdeutschland","409","0.300310498025496","0.276552053253075","0.324068942797918"
"Oft","2017","(noch) kein Abschluss","Westdeutschland","377","0.48823565369692","0.453312738986326","0.523158568407514"
"Oft","2017","(noch) kein Abschluss","Ostdeutschland","61","0.505897846724638","0.417898988521798","0.593896704927479"
"Oft","2017","Hauptschule","Westdeutschland","2929","","",""
"Oft","2017","Hauptschule","Ostdeutschland","461","0.395850000047958","0.366911068549053","0.424788931546863"
"Oft","2017","Realschule","Westdeutschland","2682","","",""
"Oft","2017","Realschule","Ostdeutschland","1151","","",""
"Oft","2017","(Fach-)Abitur","Westdeutschland","1957","","",""
"Oft","2017","(Fach-)Abitur","Ostdeutschland","344","0.547048171963616","0.506915955643738","0.587180388283495"
"Oft","2017","AkademikerIn","Westdeutschland","2887","","",""
"Oft","2017","AkademikerIn","Ostdeutschland","769","0.514654079340279","0.488750279601931","0.540557879078627"
"Sehr oft","2017","(noch) kein Abschluss","Westdeutschland","106","","",""
"Sehr oft","2017","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Sehr oft","2017","Hauptschule","Westdeutschland","526","0.0811731841164101","0.0742801162129273","0.088066252019893"
"Sehr oft","2017","Hauptschule","Ostdeutschland","81","0.0576869616122307","0.0438900713515849","0.0714838518728765"
"Sehr oft","2017","Realschule","Westdeutschland","501","0.0991295796294364","0.0905970413359903","0.107662117922882"
"Sehr oft","2017","Realschule","Ostdeutschland","188","","",""
"Sehr oft","2017","(Fach-)Abitur","Westdeutschland","426","0.101026331076461","0.0910721427102157","0.110980519442706"
"Sehr oft","2017","(Fach-)Abitur","Ostdeutschland","74","0.116375301778823","0.0905218411617334","0.142228762395913"
"Sehr oft","2017","AkademikerIn","Westdeutschland","575","0.118417127911195","0.109513754566742","0.127320501255648"
"Sehr oft","2017","AkademikerIn","Ostdeutschland","124","","",""
"Sehr selten","2018","(noch) kein Abschluss","Westdeutschland","30","0.0439557896706509","0.0293041509290803","0.0586074284122215"
"Sehr selten","2018","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Sehr selten","2018","Hauptschule","Westdeutschland","124","","",""
"Sehr selten","2018","Hauptschule","Ostdeutschland","33","0.0239364099097388","0.0147261089787466","0.0331467108407309"
"Sehr selten","2018","Realschule","Westdeutschland","69","0.02068871422253","0.0165192363452345","0.0248581920998256"
"Sehr selten","2018","Realschule","Ostdeutschland","38","0.0158995938569048","0.0106317658641113","0.0211674218496984"
"Sehr selten","2018","(Fach-)Abitur","Westdeutschland","47","0.0151225080157637","0.0110401206884196","0.0192048953431078"
"Sehr selten","2018","(Fach-)Abitur","Ostdeutschland","5","0.0101473829648503","0.00203980126482619","0.0182549646648743"
"Sehr selten","2018","AkademikerIn","Westdeutschland","53","0.00777567701161748","0.00532677864707561","0.0102245753761593"
"Sehr selten","2018","AkademikerIn","Ostdeutschland","13","","",""
"Selten","2018","(noch) kein Abschluss","Westdeutschland","61","0.0826819748298001","0.062998373741361","0.102365575918239"
"Selten","2018","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Selten","2018","Hauptschule","Westdeutschland","521","0.104538187784211","0.0966044654405487","0.112471910127874"
"Selten","2018","Hauptschule","Ostdeutschland","144","","",""
"Selten","2018","Realschule","Westdeutschland","270","","",""
"Selten","2018","Realschule","Ostdeutschland","145","","",""
"Selten","2018","(Fach-)Abitur","Westdeutschland","202","","",""
"Selten","2018","(Fach-)Abitur","Ostdeutschland","21","","",""
"Selten","2018","AkademikerIn","Westdeutschland","236","","",""
"Selten","2018","AkademikerIn","Ostdeutschland","94","0.0733836475418089","0.0596800639478917","0.087087231135726"
"Manchmal","2018","(noch) kein Abschluss","Westdeutschland","195","","",""
"Manchmal","2018","(noch) kein Abschluss","Ostdeutschland","32","0.255879517989712","0.179989331180916","0.331769704798508"
"Manchmal","2018","Hauptschule","Westdeutschland","1890","","",""
"Manchmal","2018","Hauptschule","Ostdeutschland","378","0.375414643212056","0.346236559868765","0.404592726555347"
"Manchmal","2018","Realschule","Westdeutschland","1131","","",""
"Manchmal","2018","Realschule","Ostdeutschland","695","0.315177281424561","0.295612031624416","0.334742531224705"
"Manchmal","2018","(Fach-)Abitur","Westdeutschland","902","0.288947387077221","0.273784865098151","0.304109909056292"
"Manchmal","2018","(Fach-)Abitur","Ostdeutschland","136","","",""
"Manchmal","2018","AkademikerIn","Westdeutschland","1324","","",""
"Manchmal","2018","AkademikerIn","Ostdeutschland","438","0.323622919617731","0.299036312401401","0.348209526834061"
"Oft","2018","(noch) kein Abschluss","Westdeutschland","346","0.437241583322289","0.40178793769834","0.472695228946238"
"Oft","2018","(noch) kein Abschluss","Ostdeutschland","61","0.586724361075922","0.501083072356009","0.672365649795834"
"Oft","2018","Hauptschule","Westdeutschland","2689","","",""
"Oft","2018","Hauptschule","Ostdeutschland","417","0.395759367082546","0.366293052445469","0.425225681719622"
"Oft","2018","Realschule","Westdeutschland","2499","","",""
"Oft","2018","Realschule","Ostdeutschland","1139","","",""
"Oft","2018","(Fach-)Abitur","Westdeutschland","1842","","",""
"Oft","2018","(Fach-)Abitur","Ostdeutschland","347","0.558708612928156","0.51854022069255","0.598877005163762"
"Oft","2018","AkademikerIn","Westdeutschland","2796","","",""
"Oft","2018","AkademikerIn","Ostdeutschland","729","0.49022073787681","0.463950049802019","0.516491425951601"
"Sehr oft","2018","(noch) kein Abschluss","Westdeutschland","120","","",""
"Sehr oft","2018","(noch) kein Abschluss","Ostdeutschland","20","","",""
"Sehr oft","2018","Hauptschule","Westdeutschland","489","0.0766926389854908","0.069792370821229","0.0835929071497526"
"Sehr oft","2018","Hauptschule","Ostdeutschland","86","0.0607253403789789","0.0463344873124576","0.0751161934455003"
"Sehr oft","2018","Realschule","Westdeutschland","508","0.103291231260352","0.0943764235638051","0.112206038956899"
"Sehr oft","2018","Realschule","Ostdeutschland","149","","",""
"Sehr oft","2018","(Fach-)Abitur","Westdeutschland","440","0.107984676882621","0.0976027393064557","0.118366614458786"
"Sehr oft","2018","(Fach-)Abitur","Ostdeutschland","78","0.121526154103269","0.095094256966331","0.147958051240206"
"Sehr oft","2018","AkademikerIn","Westdeutschland","533","0.100521203166889","0.0921377870211195","0.108904619312659"
"Sehr oft","2018","AkademikerIn","Ostdeutschland","117","","",""
"Sehr selten","2019","(noch) kein Abschluss","Westdeutschland","20","","",""
"Sehr selten","2019","(noch) kein Abschluss","Ostdeutschland","4","0.0845345430443799","0.0310695509456082","0.137999535143152"
"Sehr selten","2019","Hauptschule","Westdeutschland","141","","",""
"Sehr selten","2019","Hauptschule","Ostdeutschland","20","","",""
"Sehr selten","2019","Realschule","Westdeutschland","64","0.0193150343203426","0.015326943474964","0.0233031251657213"
"Sehr selten","2019","Realschule","Ostdeutschland","29","","",""
"Sehr selten","2019","(Fach-)Abitur","Westdeutschland","59","0.0173964481071351","0.0130895369046439","0.0217033593096264"
"Sehr selten","2019","(Fach-)Abitur","Ostdeutschland","4","0.0212754979874864","0.0097579632044127","0.0327930327705602"
"Sehr selten","2019","AkademikerIn","Westdeutschland","58","0.0116234800557306","0.00876813647020015","0.0144788236412611"
"Sehr selten","2019","AkademikerIn","Ostdeutschland","19","","",""
"Selten","2019","(noch) kein Abschluss","Westdeutschland","53","0.0961790231778895","0.0739038059374223","0.118454240418357"
"Selten","2019","(noch) kein Abschluss","Ostdeutschland","8","0.034436112295642","-0.000609123499948017","0.0694813480912319"
"Selten","2019","Hauptschule","Westdeutschland","468","0.100292705522909","0.0921771790200872","0.10840823202573"
"Selten","2019","Hauptschule","Ostdeutschland","108","","",""
"Selten","2019","Realschule","Westdeutschland","256","","",""
"Selten","2019","Realschule","Ostdeutschland","167","","",""
"Selten","2019","(Fach-)Abitur","Westdeutschland","196","","",""
"Selten","2019","(Fach-)Abitur","Ostdeutschland","21","","",""
"Selten","2019","AkademikerIn","Westdeutschland","246","","",""
"Selten","2019","AkademikerIn","Ostdeutschland","98","0.076350816917093","0.0633019329144782","0.0893997009197077"
"Manchmal","2019","(noch) kein Abschluss","Westdeutschland","163","","",""
"Manchmal","2019","(noch) kein Abschluss","Ostdeutschland","24","","",""
"Manchmal","2019","Hauptschule","Westdeutschland","1681","","",""
"Manchmal","2019","Hauptschule","Ostdeutschland","357","0.428831989213921","0.397143333148012","0.46052064527983"
"Manchmal","2019","Realschule","Westdeutschland","1181","","",""
"Manchmal","2019","Realschule","Ostdeutschland","658","0.322752421398464","0.303013067252627","0.3424917755443"
"Manchmal","2019","(Fach-)Abitur","Westdeutschland","927","0.28560547069194","0.270725612885318","0.300485328498561"
"Manchmal","2019","(Fach-)Abitur","Ostdeutschland","139","","",""
"Manchmal","2019","AkademikerIn","Westdeutschland","1377","","",""
"Manchmal","2019","AkademikerIn","Ostdeutschland","454","0.310328117580129","0.287595741887936","0.333060493272322"
