year,sex,plh0186,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,male,Sometimes,0.30754,3499,12261,0.29937,0.31571
2019,male,Often,0.51008,6598,12261,0.50123,0.51893
2019,male,Very often,0.09026,1238,12261,0.08519,0.09533
2019,female,Very seldom,0.01989,220,13418,0.01753,0.02225
2019,female,Seldom,0.07975,945,13418,0.07517,0.08433
2019,female,Sometimes,0.29145,3639,13418,0.28376,0.29914
2019,female,Often,0.49918,7008,13418,0.49072,0.50764
2019,female,Very often,0.10973,1606,13418,0.10444,0.11502
2020,male,Very seldom,0.02195,215,12251,0.01935,0.02454
2020,male,Seldom,0.07355,824,12251,0.06893,0.07818
2020,male,Sometimes,0.30713,3596,12251,0.29897,0.31530
2020,male,Often,0.51669,6391,12251,0.50784,0.52554
2020,male,Very often,0.08068,1225,12251,0.07586,0.08550
2020,female,Very seldom,0.02113,245,13358,0.01869,0.02357
2020,female,Seldom,0.09201,1032,13358,0.08711,0.09691
2020,female,Sometimes,0.29698,3716,13358,0.28923,0.30473
2020,female,Often,0.48893,6816,13358,0.48045,0.49741
2020,female,Very often,0.10095,1549,13358,0.09584,0.10605
2021,male,Very seldom,0.01745,130,8075,0.01460,0.02031
2021,male,Seldom,0.07772,595,8075,0.07188,0.08356
2021,male,Sometimes,0.28113,2117,8075,0.27133,0.29094
2021,male,Often,0.53171,4333,8075,0.52082,0.54259
2021,male,Very often,0.09198,900,8075,0.08568,0.09829
2021,female,Very seldom,0.01628,130,9101,0.01368,0.01888
2021,female,Seldom,0.08825,714,9101,0.08242,0.09408
2021,female,Sometimes,0.26134,2263,9101,0.25231,0.27037
2021,female,Often,0.51324,4876,9101,0.50297,0.52351
2021,female,Very often,0.12089,1118,9101,0.11420,0.12759
2022,male,Very seldom,0.02011,247,12539,0.01765,0.02256
2022,male,Seldom,0.08178,913,12539,0.07698,0.08658
2022,male,Sometimes,0.29014,3536,12539,0.28220,0.29809
2022,male,Often,0.51503,6546,12539,0.50628,0.52378
2022,male,Very often,0.09294,1297,12539,0.08786,0.09802
2022,female,Very seldom,0.02347,243,13526,0.02092,0.02602
2022,female,Seldom,0.09194,1018,13526,0.08707,0.09681
2022,female,Sometimes,0.27646,3538,13526,0.26892,0.28400
2022,female,Often,0.49819,7053,13526,0.48976,0.50661
2022,female,Very often,0.10995,1674,13526,0.10468,0.11522
