"plh0186","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Manchmal","2007","(Fach-)Abitur","Ländlicher Raum","177","0.313778669729158","0.276144227582254","0.351413111876061"
"Manchmal","2007","(Fach-)Abitur","Städtischer Raum","517","0.29964767436747","0.278294093996882","0.321001254738058"
"Manchmal","2007","(noch) kein Abschluss","Ländlicher Raum","46","0.292589848257318","0.223794555843624","0.361385140671011"
"Manchmal","2007","(noch) kein Abschluss","Städtischer Raum","125","0.384161738619082","0.335639053383528","0.432684423854636"
"Manchmal","2007","AkademikerIn","Ländlicher Raum","429","0.357005688431617","0.330829889195939","0.383181487667295"
"Manchmal","2007","AkademikerIn","Städtischer Raum","1037","0.333639579218415","0.317025307241658","0.350253851195172"
"Manchmal","2007","Hauptschule","Ländlicher Raum","1038","0.402077364853182","0.38339152757439","0.420763202131975"
"Manchmal","2007","Hauptschule","Städtischer Raum","1807","0.384967903933511","0.37099726450082","0.398938543366202"
"Manchmal","2007","Realschule","Ländlicher Raum","756","0.344647276534366","0.324992496181582","0.36430205688715"
"Manchmal","2007","Realschule","Städtischer Raum","1001","0.328339988835805","0.311922280493899","0.344757697177711"
"Oft","2007","(Fach-)Abitur","Ländlicher Raum","304","0.500956820264214","0.460404951138949","0.541508689389478"
"Oft","2007","(Fach-)Abitur","Städtischer Raum","898","0.485427778095483","0.462131183507025","0.50872437268394"
"Oft","2007","(noch) kein Abschluss","Ländlicher Raum","80","0.454455474134763","0.379162540155727","0.5297484081138"
"Oft","2007","(noch) kein Abschluss","Städtischer Raum","177","0.376904803166932","0.328560258250063","0.425249348083801"
"Oft","2007","AkademikerIn","Ländlicher Raum","659","0.482629172024693","0.45532892538315","0.509929418666236"
"Oft","2007","AkademikerIn","Städtischer Raum","1519","0.461659008438138","0.444092828843761","0.479225188032514"
"Oft","2007","Hauptschule","Ländlicher Raum","1020","0.373465583375797","0.355031013370167","0.391900153381426"
"Oft","2007","Hauptschule","Städtischer Raum","1778","0.365067060221142","0.35124396224612","0.378890158196164"
"Oft","2007","Realschule","Ländlicher Raum","1064","0.457077726190988","0.436475835725216","0.47767961665676"
"Oft","2007","Realschule","Städtischer Raum","1548","0.468343701501312","0.450898591021788","0.485788811980836"
"Sehr oft","2007","(Fach-)Abitur","Ländlicher Raum","52","0.0722264425532501","0.0512316892911839","0.0932211958153163"
"Sehr oft","2007","(Fach-)Abitur","Städtischer Raum","194","0.10874216045435","0.0942308170121318","0.123253503896567"
"Sehr oft","2007","(noch) kein Abschluss","Ländlicher Raum","28","","",""
"Sehr oft","2007","(noch) kein Abschluss","Städtischer Raum","40","0.0786552567530142","0.0517999945887162","0.105510518917312"
"Sehr oft","2007","AkademikerIn","Ländlicher Raum","83","0.0733443960008722","0.0591013963366088","0.0875873956651355"
"Sehr oft","2007","AkademikerIn","Städtischer Raum","269","0.0869379060996817","0.0770103424321105","0.0968654697672529"
"Sehr oft","2007","Hauptschule","Ländlicher Raum","159","0.0632605180907819","0.0539834437303089","0.0725375924512548"
"Sehr oft","2007","Hauptschule","Städtischer Raum","310","0.0690718676181465","0.0617913239759789","0.0763524112603141"
"Sehr oft","2007","Realschule","Ländlicher Raum","209","0.0914964087136745","0.079572776730087","0.103420040697262"
"Sehr oft","2007","Realschule","Städtischer Raum","267","0.0870157946866573","0.0771619303673462","0.0968696590059683"
"Sehr selten","2007","(Fach-)Abitur","Ländlicher Raum","12","","",""
"Sehr selten","2007","(Fach-)Abitur","Städtischer Raum","34","0.0233906254047859","0.0163455065865379","0.0304357442230338"
"Sehr selten","2007","(noch) kein Abschluss","Ländlicher Raum","1","","",""
"Sehr selten","2007","(noch) kein Abschluss","Städtischer Raum","8","","",""
"Sehr selten","2007","AkademikerIn","Ländlicher Raum","16","","",""
"Sehr selten","2007","AkademikerIn","Städtischer Raum","57","0.0288951026105559","0.0229926415721523","0.0347975636489594"
"Sehr selten","2007","Hauptschule","Ländlicher Raum","84","0.028102516384873","0.021804292616776","0.03440074015297"
"Sehr selten","2007","Hauptschule","Städtischer Raum","190","0.044650564778783","0.0387206324601171","0.050580497097449"
"Sehr selten","2007","Realschule","Ländlicher Raum","39","0.0204637053833515","0.0146084530124433","0.0263189577542597"
"Sehr selten","2007","Realschule","Städtischer Raum","67","0.0250812955223817","0.019614471620961","0.0305481194238025"
"Selten","2007","(Fach-)Abitur","Ländlicher Raum","39","0.0794116433251195","0.0574827609521813","0.101340525698058"
"Selten","2007","(Fach-)Abitur","Städtischer Raum","125","0.0827917616779121","0.0699467502193188","0.0956367731365053"
