"plh0186","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Manchmal","2007","(Fach-)Abitur","694","0.302873149225256","0.284302985864863","0.32144331258565"
"Manchmal","2007","(noch) kein Abschluss","171","0.357568249714936","0.317657840457618","0.397478658972255"
"Manchmal","2007","AkademikerIn","1466","0.339728501216997","0.325703957793023","0.353753044640972"
"Manchmal","2007","Hauptschule","2845","0.390813320225859","0.379624150567955","0.402002489883762"
"Manchmal","2007","Realschule","1757","0.334765199735213","0.322165748446709","0.347364651023718"
"Oft","2007","(Fach-)Abitur","1202","0.488972364573555","0.468770391731394","0.509174337415717"
"Oft","2007","(noch) kein Abschluss","257","0.39942637501332","0.358641916003202","0.440210834023439"
"Oft","2007","AkademikerIn","2178","0.467123576339066","0.452349830918856","0.481897321759275"
"Oft","2007","Hauptschule","2798","0.367936400424809","0.356877683316327","0.378995117533291"
"Oft","2007","Realschule","2612","0.463904810822836","0.450590171931686","0.477219449713987"
"Sehr oft","2007","(Fach-)Abitur","246","0.100407253606715","0.0882612068424523","0.112553300370979"
"Sehr oft","2007","(noch) kein Abschluss","68","0.099763154008596","0.0748082050310428","0.124718102986149"
"Sehr oft","2007","AkademikerIn","352","0.0833956037881","0.0752086184798317","0.0915825890963684"
"Sehr oft","2007","Hauptschule","469","0.067086430591973","0.0613495471195882","0.0728233140643578"
"Sehr oft","2007","Realschule","476","0.0887811949552117","0.0811872782504375","0.0963751116599859"
"Sehr selten","2007","(Fach-)Abitur","46","0.0257270009103244","0.0193287046313426","0.0321252971893062"
"Sehr selten","2007","(noch) kein Abschluss","","","",""
"Sehr selten","2007","AkademikerIn","73","0.0255198694335636","0.0208501887663432","0.030189550100784"
"Sehr selten","2007","Hauptschule","274","0.0389969540576466","0.0345576416735526","0.0434362664417405"
"Sehr selten","2007","Realschule","106","0.02326192549355","0.0192374814978471","0.027286369489253"
"Selten","2007","(Fach-)Abitur","164","0.0820202316841486","0.0709308716688707","0.0931095916994265"
"Selten","2007","(noch) kein Abschluss","49","0.119597564288872","0.0925769639526203","0.146618164625124"
"Selten","2007","AkademikerIn","312","0.084232449222273","0.0760082465513158","0.0924566518932303"
"Selten","2007","Hauptschule","919","0.135166894699713","0.127326475165494","0.143007314233932"
"Selten","2007","Realschule","438","0.0892868689931883","0.0816734699112714","0.0969002680751051"
"Manchmal","2008","(Fach-)Abitur","676","0.322454609737277","0.302770201775786","0.342139017698767"
"Manchmal","2008","(noch) kein Abschluss","168","0.36516332509925","0.324628992344187","0.405697657854312"
"Manchmal","2008","AkademikerIn","1431","0.360946020252245","0.346391628531088","0.375500411973401"
"Manchmal","2008","Hauptschule","2574","0.379588833454357","0.36803585866132","0.391141808247394"
"Manchmal","2008","Realschule","1701","0.341435041241956","0.32841959868838","0.354450483795532"
"Oft","2008","(Fach-)Abitur","1078","0.479873214851589","0.458833651162867","0.500912778540312"
"Oft","2008","(noch) kein Abschluss","248","0.411225223660087","0.36980018536558","0.452650261954593"
"Oft","2008","AkademikerIn","2092","0.469414022728264","0.454290252443648","0.48453779301288"
"Oft","2008","Hauptschule","2696","0.382155429987917","0.370587465592403","0.393723394383431"
"Oft","2008","Realschule","2419","0.452466255798411","0.438804575194629","0.466127936402194"
"Sehr oft","2008","(Fach-)Abitur","219","0.0901442918899351","0.0780835439075284","0.102205039872342"
"Sehr oft","2008","(noch) kein Abschluss","74","0.119431109167653","0.0921294619980029","0.146732756337304"
"Sehr oft","2008","AkademikerIn","296","0.0683436813040318","0.0606968552760879","0.0759905073319758"
"Sehr oft","2008","Hauptschule","451","0.0665985041718722","0.0606629155661463","0.0725340927775981"
"Sehr oft","2008","Realschule","448","0.0852952921201705","0.0776285902994204","0.0929619939409205"
"Sehr selten","2008","(Fach-)Abitur","45","0.0243949827983155","0.0178980834962669","0.0308918821003641"
"Sehr selten","2008","(noch) kein Abschluss","","","",""
"Sehr selten","2008","AkademikerIn","70","0.0208269934424739","0.0164993929142503","0.0251545939706974"
"Sehr selten","2008","Hauptschule","244","0.0388193585031896","0.0342207758830007","0.0434179411233785"
"Sehr selten","2008","Realschule","103","0.0303564739310459","0.0256473805953657","0.0350655672667262"
"Selten","2008","(Fach-)Abitur","148","0.0831329007228833","0.0715061455771243","0.0947596558686423"
"Selten","2008","(noch) kein Abschluss","40","0.0820489573841939","0.058944554933169","0.105153359835219"
"Selten","2008","AkademikerIn","294","0.0804692822729857","0.0722259587743055","0.088712605771666"
"Selten","2008","Hauptschule","813","0.132837873882664","0.124757928641849","0.140917819123479"
"Selten","2008","Realschule","428","0.0904469369084163","0.0825743667945119","0.0983195070223208"
"Manchmal","2009","(Fach-)Abitur","613","0.314890191860952","0.294529086406477","0.335251297315428"
"Manchmal","2009","(noch) kein Abschluss","137","0.319379010600819","0.277756293571584","0.361001727630055"
"Manchmal","2009","AkademikerIn","1303","0.331560302234354","0.317011091364417","0.34610951310429"
"Manchmal","2009","Hauptschule","2430","0.386692398626311","0.374537024733623","0.398847772518998"
"Manchmal","2009","Realschule","1615","0.341409869640754","0.327975806387823","0.354843932893685"
