"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"1987","1-Pers.- Haushalt","Laendlicher Raum","1.67","1.5","170","1.6","1.74"
"1987","1-Pers.- Haushalt","Staedtischer Raum","1.8","1.5","907","1.77","1.83"
"1987","Alleinerziehende","Laendlicher Raum","1.52","1.5","167","1.44","1.6"
"1987","Alleinerziehende","Staedtischer Raum","1.67","1.5","538","1.63","1.71"
"1987","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","1831","1.32","1.36"
"1987","Paar mit Kind(ern)","Staedtischer Raum","1.5","1","6696","1.49","1.51"
"1987","Sonstige","Laendlicher Raum","1.21","1","277","1.15","1.27"
"1987","Sonstige","Staedtischer Raum","1.5","1.5","666","1.46","1.54"
"1988","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.44","1","470","1.39","1.49"
"1988","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.6","1.5","1866","1.58","1.62"
"1988","1-Pers.- Haushalt","Laendlicher Raum","1.66","1.5","170","1.59","1.73"
"1988","1-Pers.- Haushalt","Staedtischer Raum","1.79","1.5","867","1.76","1.82"
"1988","Alleinerziehende","Laendlicher Raum","1.53","1.5","162","1.45","1.61"
"1988","Alleinerziehende","Staedtischer Raum","1.66","1.5","540","1.62","1.7"
"1988","Paar mit Kind(ern)","Laendlicher Raum","1.35","1","1720","1.33","1.37"
"1988","Paar mit Kind(ern)","Staedtischer Raum","1.49","1","6390","1.48","1.5"
"1988","Sonstige","Laendlicher Raum","1.27","1","235","1.21","1.33"
"1988","Sonstige","Staedtischer Raum","1.55","1.5","591","1.51","1.59"
"1989","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.43","1","476","1.38","1.48"
"1989","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.6","1.5","1840","1.58","1.62"
"1989","1-Pers.- Haushalt","Laendlicher Raum","1.66","1.5","166","1.59","1.73"
"1989","1-Pers.- Haushalt","Staedtischer Raum","1.79","1.5","874","1.76","1.82"
"1989","Alleinerziehende","Laendlicher Raum","1.51","1.5","140","1.43","1.59"
"1989","Alleinerziehende","Staedtischer Raum","1.61","1.5","518","1.57","1.65"
"1989","Paar mit Kind(ern)","Laendlicher Raum","1.35","1","1614","1.33","1.37"
"1989","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","6122","1.47","1.49"
"1989","Sonstige","Laendlicher Raum","1.21","1","217","1.15","1.27"
"1989","Sonstige","Staedtischer Raum","1.53","1.5","618","1.49","1.57"
"1990","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.5","1","1130","1.47","1.53"
"1990","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.62","1.5","2180","1.6","1.64"
"1990","1-Pers.- Haushalt","Laendlicher Raum","1.7","1.5","367","1.65","1.75"
"1990","1-Pers.- Haushalt","Staedtischer Raum","1.8","1.5","950","1.78","1.82"
"1990","Alleinerziehende","Laendlicher Raum","1.6","1.5","269","1.54","1.66"
"1990","Alleinerziehende","Staedtischer Raum","1.69","1.5","672","1.66","1.72"
"1990","Paar mit Kind(ern)","Laendlicher Raum","1.44","1","4280","1.43","1.45"
"1990","Paar mit Kind(ern)","Staedtischer Raum","1.53","1.5","7241","1.52","1.54"
"1990","Sonstige","Laendlicher Raum","1.26","1","489","1.22","1.3"
"1990","Sonstige","Staedtischer Raum","1.5","1","806","1.47","1.53"
"1991","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.48","1","1090","1.45","1.51"
"1991","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.62","1.5","2202","1.6","1.64"
"1991","1-Pers.- Haushalt","Laendlicher Raum","1.72","1.5","344","1.67","1.77"
"1991","1-Pers.- Haushalt","Staedtischer Raum","1.8","1.5","941","1.78","1.82"
"1991","Alleinerziehende","Laendlicher Raum","1.62","1.5","286","1.56","1.68"
"1991","Alleinerziehende","Staedtischer Raum","1.66","1.5","641","1.63","1.69"
"1991","Paar mit Kind(ern)","Laendlicher Raum","1.44","1","4167","1.42","1.46"
"1991","Paar mit Kind(ern)","Staedtischer Raum","1.52","1.5","7074","1.51","1.53"
"1991","Sonstige","Laendlicher Raum","1.32","1","493","1.28","1.36"
"1991","Sonstige","Staedtischer Raum","1.51","1.5","768","1.48","1.54"
"1992","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.49","1","1046","1.46","1.52"
"1992","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.59","1.5","2320","1.57","1.61"
"1992","1-Pers.- Haushalt","Laendlicher Raum","1.72","1.5","351","1.67","1.77"
"1992","1-Pers.- Haushalt","Staedtischer Raum","1.8","1.5","942","1.78","1.82"
"1992","Alleinerziehende","Laendlicher Raum","1.61","1.5","294","1.56","1.66"
"1992","Alleinerziehende","Staedtischer Raum","1.69","1.5","659","1.66","1.72"
"1992","Paar mit Kind(ern)","Laendlicher Raum","1.44","1","3967","1.42","1.46"
"1992","Paar mit Kind(ern)","Staedtischer Raum","1.51","1.5","6864","1.5","1.52"
"1992","Sonstige","Laendlicher Raum","1.32","1","483","1.28","1.36"
"1992","Sonstige","Staedtischer Raum","1.51","1.5","737","1.48","1.54"
"1993","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.49","1","1084","1.46","1.52"
"1993","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.58","1.5","2364","1.56","1.6"
"1993","1-Pers.- Haushalt","Laendlicher Raum","1.72","1.5","393","1.68","1.76"
"1993","1-Pers.- Haushalt","Staedtischer Raum","1.79","1.5","968","1.77","1.81"
"1993","Alleinerziehende","Laendlicher Raum","1.65","1.5","305","1.6","1.7"
"1993","Alleinerziehende","Staedtischer Raum","1.71","1.5","613","1.68","1.74"
"1993","Paar mit Kind(ern)","Laendlicher Raum","1.43","1","3845","1.41","1.45"
"1993","Paar mit Kind(ern)","Staedtischer Raum","1.5","1.5","6720","1.49","1.51"
"1993","Sonstige","Laendlicher Raum","1.34","1","492","1.3","1.38"
"1993","Sonstige","Staedtischer Raum","1.47","1","743","1.43","1.51"
"1994","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.49","1","1138","1.46","1.52"
"1994","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.59","1.5","2400","1.57","1.61"
"1994","1-Pers.- Haushalt","Laendlicher Raum","1.7","1.5","396","1.66","1.74"
"1994","1-Pers.- Haushalt","Staedtischer Raum","1.78","1.5","964","1.76","1.8"
"1994","Alleinerziehende","Laendlicher Raum","1.66","1.5","283","1.61","1.71"
"1994","Alleinerziehende","Staedtischer Raum","1.72","1.5","599","1.69","1.75"
"1994","Paar mit Kind(ern)","Laendlicher Raum","1.4","1","3709","1.38","1.42"
"1994","Paar mit Kind(ern)","Staedtischer Raum","1.49","1","6454","1.48","1.5"
"1994","Sonstige","Laendlicher Raum","1.34","1","471","1.3","1.38"
"1994","Sonstige","Staedtischer Raum","1.53","1.5","719","1.49","1.57"
"1995","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.48","1","1172","1.45","1.51"
"1995","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.59","1.5","2482","1.57","1.61"
"1995","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","403","1.65","1.73"
"1995","1-Pers.- Haushalt","Staedtischer Raum","1.77","1.5","1001","1.75","1.79"
"1995","Alleinerziehende","Laendlicher Raum","1.65","1.5","314","1.6","1.7"
"1995","Alleinerziehende","Staedtischer Raum","1.69","1.5","628","1.66","1.72"
"1995","Paar mit Kind(ern)","Laendlicher Raum","1.42","1","3886","1.4","1.44"
"1995","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","6637","1.47","1.49"
"1995","Sonstige","Laendlicher Raum","1.36","1","429","1.31","1.41"
"1995","Sonstige","Staedtischer Raum","1.53","1.5","760","1.49","1.57"
"1996","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.48","1","1220","1.45","1.51"
"1996","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.57","1.5","2462","1.55","1.59"
"1996","1-Pers.- Haushalt","Laendlicher Raum","1.7","1.5","424","1.66","1.74"
"1996","1-Pers.- Haushalt","Staedtischer Raum","1.78","1.5","1009","1.76","1.8"
"1996","Alleinerziehende","Laendlicher Raum","1.59","1.5","313","1.54","1.64"
"1996","Alleinerziehende","Staedtischer Raum","1.72","1.5","646","1.69","1.75"
"1996","Paar mit Kind(ern)","Laendlicher Raum","1.38","1","3699","1.36","1.4"
"1996","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","6458","1.47","1.49"
"1996","Sonstige","Laendlicher Raum","1.32","1","418","1.27","1.37"
"1996","Sonstige","Staedtischer Raum","1.49","1","690","1.45","1.53"
"1997","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.45","1","1252","1.42","1.48"
"1997","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.57","1.5","2506","1.55","1.59"
"1997","1-Pers.- Haushalt","Laendlicher Raum","1.7","1.5","414","1.66","1.74"
"1997","1-Pers.- Haushalt","Staedtischer Raum","1.78","1.5","987","1.76","1.8"
"1997","Alleinerziehende","Laendlicher Raum","1.63","1.5","337","1.58","1.68"
"1997","Alleinerziehende","Staedtischer Raum","1.73","1.5","630","1.7","1.76"
"1997","Paar mit Kind(ern)","Laendlicher Raum","1.37","1","3578","1.35","1.39"
"1997","Paar mit Kind(ern)","Staedtischer Raum","1.46","1","6228","1.45","1.47"
"1997","Sonstige","Laendlicher Raum","1.33","1","392","1.28","1.38"
"1997","Sonstige","Staedtischer Raum","1.5","1","682","1.46","1.54"
"1998","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.43","1","1474","1.4","1.46"
"1998","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.56","1.5","2884","1.54","1.58"
"1998","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","490","1.65","1.73"
"1998","1-Pers.- Haushalt","Staedtischer Raum","1.77","1.5","1216","1.75","1.79"
"1998","Alleinerziehende","Laendlicher Raum","1.65","1.5","361","1.6","1.7"
"1998","Alleinerziehende","Staedtischer Raum","1.75","1.5","744","1.72","1.78"
"1998","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","3937","1.32","1.36"
"1998","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","6645","1.47","1.49"
"1998","Sonstige","Laendlicher Raum","1.33","1","357","1.28","1.38"
"1998","Sonstige","Staedtischer Raum","1.52","1.5","648","1.48","1.56"
"1999","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.46","1","1482","1.43","1.49"
"1999","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.54","1.5","2830","1.52","1.56"
"1999","1-Pers.- Haushalt","Laendlicher Raum","1.67","1.5","482","1.63","1.71"
"1999","1-Pers.- Haushalt","Staedtischer Raum","1.77","1.5","1156","1.75","1.79"
"1999","Alleinerziehende","Laendlicher Raum","1.66","1.5","411","1.62","1.7"
"1999","Alleinerziehende","Staedtischer Raum","1.77","1.5","704","1.74","1.8"
"1999","Paar mit Kind(ern)","Laendlicher Raum","1.32","1","3750","1.3","1.34"
"1999","Paar mit Kind(ern)","Staedtischer Raum","1.47","1","6507","1.46","1.48"
"1999","Sonstige","Laendlicher Raum","1.2","1","246","1.14","1.26"
"1999","Sonstige","Staedtischer Raum","1.56","1.5","420","1.51","1.61"
"2000","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.43","1","2662","1.41","1.45"
"2000","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.52","1.5","5274","1.51","1.53"
"2000","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","987","1.66","1.72"
"2000","1-Pers.- Haushalt","Staedtischer Raum","1.76","1.5","2273","1.74","1.78"
"2000","Alleinerziehende","Laendlicher Raum","1.69","1.5","649","1.65","1.73"
"2000","Alleinerziehende","Staedtischer Raum","1.79","1.5","1262","1.77","1.81"
"2000","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","6390","1.33","1.35"
"2000","Paar mit Kind(ern)","Staedtischer Raum","1.49","1","11112","1.48","1.5"
"2000","Sonstige","Laendlicher Raum","1.2","1","461","1.16","1.24"
"2000","Sonstige","Staedtischer Raum","1.47","1","737","1.43","1.51"
"2001","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.4","1","2436","1.38","1.42"
"2001","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.52","1.5","4742","1.51","1.53"
"2001","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","870","1.66","1.72"
"2001","1-Pers.- Haushalt","Staedtischer Raum","1.76","1.5","2056","1.74","1.78"
"2001","Alleinerziehende","Laendlicher Raum","1.63","1.5","613","1.59","1.67"
"2001","Alleinerziehende","Staedtischer Raum","1.79","1.5","1148","1.77","1.81"
"2001","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","5700","1.33","1.35"
"2001","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","10098","1.47","1.49"
"2001","Sonstige","Laendlicher Raum","1.12","1","357","1.08","1.16"
"2001","Sonstige","Staedtischer Raum","1.44","1","708","1.4","1.48"
"2002","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.42","1","2536","1.4","1.44"
"2002","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.5","1.5","5268","1.49","1.51"
"2002","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","864","1.66","1.72"
"2002","1-Pers.- Haushalt","Staedtischer Raum","1.75","1.5","2074","1.73","1.77"
"2002","Alleinerziehende","Laendlicher Raum","1.61","1.5","644","1.57","1.65"
"2002","Alleinerziehende","Staedtischer Raum","1.81","1.5","1126","1.79","1.83"
"2002","Paar mit Kind(ern)","Laendlicher Raum","1.33","1","5726","1.32","1.34"
"2002","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","10860","1.47","1.49"
"2002","Sonstige","Laendlicher Raum","1.16","1","353","1.12","1.2"
"2002","Sonstige","Staedtischer Raum","1.42","1","665","1.38","1.46"
"2003","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.41","1","2532","1.39","1.43"
"2003","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.51","1.5","5104","1.5","1.52"
"2003","1-Pers.- Haushalt","Laendlicher Raum","1.69","1.5","854","1.66","1.72"
"2003","1-Pers.- Haushalt","Staedtischer Raum","1.75","1.5","2065","1.73","1.77"
"2003","Alleinerziehende","Laendlicher Raum","1.67","1.5","603","1.63","1.71"
"2003","Alleinerziehende","Staedtischer Raum","1.82","1.5","1139","1.8","1.84"
"2003","Paar mit Kind(ern)","Laendlicher Raum","1.31","1","5348","1.3","1.32"
"2003","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","10278","1.47","1.49"
"2003","Sonstige","Laendlicher Raum","1.28","1","303","1.23","1.33"
"2003","Sonstige","Staedtischer Raum","1.48","1","566","1.44","1.52"
"2004","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.43","1","2500","1.41","1.45"
"2004","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.52","1.5","5138","1.51","1.53"
"2004","1-Pers.- Haushalt","Laendlicher Raum","1.67","1.5","857","1.64","1.7"
"2004","1-Pers.- Haushalt","Staedtischer Raum","1.74","1.5","2004","1.72","1.76"
"2004","Alleinerziehende","Laendlicher Raum","1.66","1.5","568","1.62","1.7"
"2004","Alleinerziehende","Staedtischer Raum","1.83","1.5","1118","1.81","1.85"
"2004","Paar mit Kind(ern)","Laendlicher Raum","1.31","1","5158","1.3","1.32"
"2004","Paar mit Kind(ern)","Staedtischer Raum","1.48","1","9789","1.47","1.49"
"2004","Sonstige","Laendlicher Raum","1.29","1","283","1.24","1.34"
"2004","Sonstige","Staedtischer Raum","1.46","1","516","1.42","1.5"
"2005","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.41","1","2422","1.39","1.43"
"2005","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.52","1.5","4962","1.51","1.53"
"2005","1-Pers.- Haushalt","Laendlicher Raum","1.68","1.5","870","1.65","1.71"
"2005","1-Pers.- Haushalt","Staedtischer Raum","1.75","1.5","2042","1.73","1.77"
"2005","Alleinerziehende","Laendlicher Raum","1.68","1.5","601","1.64","1.72"
"2005","Alleinerziehende","Staedtischer Raum","1.84","1.5","1135","1.82","1.86"
"2005","Paar mit Kind(ern)","Laendlicher Raum","1.3","1","4782","1.29","1.31"
"2005","Paar mit Kind(ern)","Staedtischer Raum","1.49","1","9142","1.48","1.5"
"2005","Sonstige","Laendlicher Raum","1.2","1","279","1.16","1.24"
"2005","Sonstige","Staedtischer Raum","1.48","1","470","1.43","1.53"
"2006","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.4","1","2762","1.38","1.42"
"2006","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.52","1.5","5554","1.51","1.53"
"2006","1-Pers.- Haushalt","Laendlicher Raum","1.67","1.5","1037","1.64","1.7"
"2006","1-Pers.- Haushalt","Staedtischer Raum","1.74","1.5","2262","1.72","1.76"
"2006","Alleinerziehende","Laendlicher Raum","1.69","1.5","702","1.65","1.73"
"2006","Alleinerziehende","Staedtischer Raum","1.83","1.5","1222","1.81","1.85"
"2006","Paar mit Kind(ern)","Laendlicher Raum","1.32","1","5045","1.31","1.33"
"2006","Paar mit Kind(ern)","Staedtischer Raum","1.5","1","9340","1.49","1.51"
"2006","Sonstige","Laendlicher Raum","1.17","1","304","1.13","1.21"
"2006","Sonstige","Staedtischer Raum","1.52","1.5","436","1.47","1.57"
"2007","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.39","1","2624","1.37","1.41"
"2007","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.51","1.5","5128","1.5","1.52"
"2007","1-Pers.- Haushalt","Laendlicher Raum","1.68","1.5","994","1.65","1.71"
"2007","1-Pers.- Haushalt","Staedtischer Raum","1.73","1.5","2127","1.71","1.75"
"2007","Alleinerziehende","Laendlicher Raum","1.63","1.5","653","1.59","1.67"
"2007","Alleinerziehende","Staedtischer Raum","1.84","1.5","1121","1.82","1.86"
"2007","Paar mit Kind(ern)","Laendlicher Raum","1.33","1","4639","1.32","1.34"
"2007","Paar mit Kind(ern)","Staedtischer Raum","1.47","1","8708","1.46","1.48"
"2007","Sonstige","Laendlicher Raum","1.23","1","253","1.18","1.28"
"2007","Sonstige","Staedtischer Raum","1.54","1.5","371","1.49","1.59"
"2008","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.38","1","2542","1.36","1.4"
"2008","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.5","1.5","4926","1.49","1.51"
"2008","1-Pers.- Haushalt","Laendlicher Raum","1.66","1.5","943","1.63","1.69"
"2008","1-Pers.- Haushalt","Staedtischer Raum","1.72","1.5","2054","1.7","1.74"
"2008","Alleinerziehende","Laendlicher Raum","1.65","1.5","642","1.61","1.69"
"2008","Alleinerziehende","Staedtischer Raum","1.82","1.5","1072","1.79","1.85"
"2008","Paar mit Kind(ern)","Laendlicher Raum","1.3","1","4190","1.29","1.31"
"2008","Paar mit Kind(ern)","Staedtischer Raum","1.46","1","7971","1.45","1.47"
"2008","Sonstige","Laendlicher Raum","1.3","1","246","1.24","1.36"
"2008","Sonstige","Staedtischer Raum","1.45","1","291","1.39","1.51"
"2009","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.38","1","2488","1.36","1.4"
"2009","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.49","1","4612","1.48","1.5"
"2009","1-Pers.- Haushalt","Laendlicher Raum","1.66","1.5","889","1.63","1.69"
"2009","1-Pers.- Haushalt","Staedtischer Raum","1.71","1.5","1971","1.69","1.73"
"2009","Alleinerziehende","Laendlicher Raum","1.66","1.5","618","1.62","1.7"
"2009","Alleinerziehende","Staedtischer Raum","1.81","1.5","971","1.78","1.84"
"2009","Paar mit Kind(ern)","Laendlicher Raum","1.29","1","3990","1.28","1.3"
"2009","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","7238","1.42","1.44"
"2009","Sonstige","Laendlicher Raum","1.35","1","197","1.29","1.41"
"2009","Sonstige","Staedtischer Raum","1.39","1","247","1.33","1.45"
"2010","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.37","1","2322","1.35","1.39"
"2010","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.48","1","4422","1.47","1.49"
"2010","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","852","1.61","1.67"
"2010","1-Pers.- Haushalt","Staedtischer Raum","1.7","1.5","1859","1.68","1.72"
"2010","Alleinerziehende","Laendlicher Raum","1.64","1.5","1676","1.62","1.66"
"2010","Alleinerziehende","Staedtischer Raum","1.8","1.5","3071","1.79","1.81"
"2010","Paar mit Kind(ern)","Laendlicher Raum","1.31","1","8023","1.3","1.32"
"2010","Paar mit Kind(ern)","Staedtischer Raum","1.42","1","14644","1.41","1.43"
"2010","Sonstige","Laendlicher Raum","1.17","1","269","1.12","1.22"
"2010","Sonstige","Staedtischer Raum","1.35","1","330","1.3","1.4"
"2011","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.36","1","3218","1.34","1.38"
"2011","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.47","1","5530","1.46","1.48"
"2011","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1140","1.61","1.67"
"2011","1-Pers.- Haushalt","Staedtischer Raum","1.71","1.5","2411","1.69","1.73"
"2011","Alleinerziehende","Laendlicher Raum","1.66","1.5","2060","1.64","1.68"
"2011","Alleinerziehende","Staedtischer Raum","1.78","1.5","3806","1.77","1.79"
"2011","Paar mit Kind(ern)","Laendlicher Raum","1.33","1","9063","1.32","1.34"
"2011","Paar mit Kind(ern)","Staedtischer Raum","1.41","1","15991","1.4","1.42"
"2011","Sonstige","Laendlicher Raum","1.26","1","340","1.21","1.31"
"2011","Sonstige","Staedtischer Raum","1.47","1","442","1.42","1.52"
"2012","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.37","1","3360","1.35","1.39"
"2012","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.47","1","5540","1.46","1.48"
"2012","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1219","1.61","1.67"
"2012","1-Pers.- Haushalt","Staedtischer Raum","1.71","1.5","2464","1.69","1.73"
"2012","Alleinerziehende","Laendlicher Raum","1.65","1.5","2020","1.63","1.67"
"2012","Alleinerziehende","Staedtischer Raum","1.78","1.5","3573","1.77","1.79"
"2012","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","8493","1.33","1.35"
"2012","Paar mit Kind(ern)","Staedtischer Raum","1.41","1","14971","1.4","1.42"
"2012","Sonstige","Laendlicher Raum","1.28","1","363","1.23","1.33"
"2012","Sonstige","Staedtischer Raum","1.48","1","403","1.43","1.53"
"2013","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.36","1","3354","1.34","1.38"
"2013","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.46","1","5924","1.45","1.47"
"2013","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1220","1.61","1.67"
"2013","1-Pers.- Haushalt","Staedtischer Raum","1.7","1.5","2624","1.68","1.72"
"2013","Alleinerziehende","Laendlicher Raum","1.64","1.5","1970","1.62","1.66"
"2013","Alleinerziehende","Staedtischer Raum","1.78","1.5","3832","1.77","1.79"
"2013","Paar mit Kind(ern)","Laendlicher Raum","1.35","1","8993","1.34","1.36"
"2013","Paar mit Kind(ern)","Staedtischer Raum","1.43","1","17928","1.42","1.44"
"2013","Sonstige","Laendlicher Raum","1.39","1","615","1.35","1.43"
"2013","Sonstige","Staedtischer Raum","1.6","1.5","1205","1.57","1.63"
"2014","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.37","1","3240","1.35","1.39"
"2014","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.45","1","5486","1.44","1.46"
"2014","1-Pers.- Haushalt","Laendlicher Raum","1.65","1.5","1144","1.62","1.68"
"2014","1-Pers.- Haushalt","Staedtischer Raum","1.7","1.5","2422","1.68","1.72"
"2014","Alleinerziehende","Laendlicher Raum","1.64","1.5","1647","1.62","1.66"
"2014","Alleinerziehende","Staedtischer Raum","1.79","1.5","3041","1.78","1.8"
"2014","Paar mit Kind(ern)","Laendlicher Raum","1.34","1","7847","1.33","1.35"
"2014","Paar mit Kind(ern)","Staedtischer Raum","1.42","1","15259","1.41","1.43"
"2014","Sonstige","Laendlicher Raum","1.36","1","486","1.32","1.4"
"2014","Sonstige","Staedtischer Raum","1.56","1.5","935","1.53","1.59"
"2015","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","1.37","1","3198","1.35","1.39"
"2015","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","1.45","1","5554","1.44","1.46"
"2015","1-Pers.- Haushalt","Laendlicher Raum","1.64","1.5","1174","1.61","1.67"
"2015","1-Pers.- Haushalt","Staedtischer Raum","1.7","1.5","2453","1.68","1.72"
"2015","Alleinerziehende","Laendlicher Raum","1.65","1.5","1532","1.63","1.67"
"2015","Alleinerziehende","Staedtischer Raum","1.78","1.5","2896","1.77","1.79"
"2015","Paar mit Kind(ern)","Laendlicher Raum","1.36","1","7753","1.35","1.37"
"2015","Paar mit Kind(ern)","Staedtischer Raum","1.41","1","15030","1.4","1.42"
"2015","Sonstige","Laendlicher Raum","1.34","1","467","1.29","1.39"
"2015","Sonstige","Staedtischer Raum","1.61","1.5","995","1.58","1.64"
