year,bula_h,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,At least once per week,0.24166,83,252,0.18870,0.29462
1990,Schleswig-Holstein,At least once per month,0.32847,108,252,0.27037,0.38658
1990,Schleswig-Holstein,Seldom,0.17344,61,252,0.12660,0.22029
1990,Hamburg,At least once per week,0.30428,61,147,0.22965,0.37891
1990,Hamburg,At least once per month,0.25782,41,147,0.18686,0.32877
1990,Hamburg,Seldom,0.25243,45,147,0.18197,0.32290
1990,Lower Saxony,Daily,0.05264,61,973,0.03860,0.06668
1990,Lower Saxony,At least once per week,0.27475,332,973,0.24669,0.30281
1990,Lower Saxony,At least once per month,0.29054,325,973,0.26200,0.31908
1990,Lower Saxony,Seldom,0.21056,222,973,0.18493,0.23619
1990,Lower Saxony,Never,0.02093,33,973,0.01193,0.02993
1990,Bremen,At least once per month,0.28534,33,33,0.12888,0.44180
1990,North Rhine-Westphalia,Daily,0.04969,165,2548,0.04125,0.05813
1990,North Rhine-Westphalia,At least once per week,0.31806,1006,2548,0.29997,0.33615
1990,North Rhine-Westphalia,At least once per month,0.25988,739,2548,0.24285,0.27692
1990,North Rhine-Westphalia,Seldom,0.17185,525,2548,0.15720,0.18650
1990,North Rhine-Westphalia,Never,0.02046,113,2548,0.01496,0.02596
1990,Hesse,Daily,0.05924,86,982,0.04447,0.07402
1990,Hesse,At least once per week,0.28105,336,982,0.25292,0.30918
1990,Hesse,At least once per month,0.25730,269,982,0.22994,0.28466
1990,Hesse,Seldom,0.21189,238,982,0.18632,0.23746
1990,Hesse,Never,0.03218,53,982,0.02114,0.04322
1990,"Rhineland-Palatinate, Saarland",Daily,0.09724,74,656,0.07455,0.11993
1990,"Rhineland-Palatinate, Saarland",At least once per week,0.33551,277,656,0.29935,0.37168
1990,"Rhineland-Palatinate, Saarland",At least once per month,0.22498,170,656,0.19301,0.25696
1990,"Rhineland-Palatinate, Saarland",Seldom,0.17877,135,656,0.14943,0.20811
1990,Baden-Wuerttemberg,Daily,0.07167,169,1783,0.05969,0.08365
1990,Baden-Wuerttemberg,At least once per week,0.30246,720,1783,0.28113,0.32378
1990,Baden-Wuerttemberg,At least once per month,0.23789,458,1783,0.21812,0.25766
1990,Baden-Wuerttemberg,Seldom,0.17963,369,1783,0.16180,0.19745
1990,Baden-Wuerttemberg,Never,0.01815,67,1783,0.01195,0.02434
1990,Bavaria,Daily,0.04754,91,1588,0.03707,0.05801
1990,Bavaria,At least once per week,0.28303,569,1588,0.26087,0.30519
1990,Bavaria,At least once per month,0.26344,490,1588,0.24176,0.28511
1990,Bavaria,Seldom,0.21104,381,1588,0.19096,0.23112
1990,Bavaria,Never,0.02446,57,1588,0.01686,0.03206
1990,Berlin,Daily,0.02698,32,309,0.00888,0.04507
1990,Berlin,At least once per week,0.17142,107,309,0.12933,0.21351
1990,Berlin,At least once per month,0.17142,93,309,0.12933,0.21351
1990,Berlin,Seldom,0.13237,77,309,0.09452,0.17021
1995,Schleswig-Holstein,At least once per week,0.30198,106,256,0.24563,0.35833
1995,Schleswig-Holstein,At least once per month,0.26214,92,256,0.20816,0.31612
1995,Schleswig-Holstein,Seldom,0.15666,58,256,0.11204,0.20127
1995,Hamburg,At least once per week,0.28279,51,119,0.20153,0.36405
1995,Hamburg,At least once per month,0.18554,31,119,0.11540,0.25568
1995,Hamburg,Seldom,0.33388,37,119,0.24879,0.41898
1995,Lower Saxony,Daily,0.05160,77,1041,0.03816,0.06504
1995,Lower Saxony,At least once per week,0.27905,399,1041,0.25179,0.30631
1995,Lower Saxony,At least once per month,0.25963,306,1041,0.23298,0.28628
1995,Lower Saxony,Seldom,0.19517,228,1041,0.17109,0.21926
1995,Lower Saxony,Never,0.02118,31,1041,0.01243,0.02993
1995,Bremen,At least once per week,0.34924,39,39,0.19766,0.50082
1995,North Rhine-Westphalia,Daily,0.05935,223,2563,0.05020,0.06850
1995,North Rhine-Westphalia,At least once per week,0.30662,1022,2563,0.28876,0.32447
1995,North Rhine-Westphalia,At least once per month,0.25830,762,2563,0.24135,0.27525
1995,North Rhine-Westphalia,Seldom,0.16359,459,2563,0.14927,0.17791
1995,North Rhine-Westphalia,Never,0.02370,97,2563,0.01781,0.02959
1995,Hesse,Daily,0.07677,82,940,0.05974,0.09380
1995,Hesse,At least once per week,0.33360,393,940,0.30344,0.36375
1995,Hesse,At least once per month,0.22594,232,940,0.19919,0.25268
1995,Hesse,Seldom,0.17104,187,940,0.14695,0.19512
1995,Hesse,Never,0.03581,46,940,0.02393,0.04770
1995,"Rhineland-Palatinate, Saarland",Daily,0.07989,81,710,0.05994,0.09985
1995,"Rhineland-Palatinate, Saarland",At least once per week,0.30939,289,710,0.27536,0.34341
1995,"Rhineland-Palatinate, Saarland",At least once per month,0.19854,165,710,0.16918,0.22790
1995,"Rhineland-Palatinate, Saarland",Seldom,0.16278,140,710,0.13560,0.18995
1995,"Rhineland-Palatinate, Saarland",Never,0.04954,35,710,0.03357,0.06551
1995,Baden-Wuerttemberg,Daily,0.09183,229,1785,0.07843,0.10523
1995,Baden-Wuerttemberg,At least once per week,0.29952,743,1785,0.27826,0.32077
1995,Baden-Wuerttemberg,At least once per month,0.23480,456,1785,0.21513,0.25447
1995,Baden-Wuerttemberg,Seldom,0.16652,312,1785,0.14923,0.18381
1995,Baden-Wuerttemberg,Never,0.01349,45,1785,0.00814,0.01885
1995,Bavaria,Daily,0.04705,88,1675,0.03691,0.05720
1995,Bavaria,At least once per week,0.31115,682,1675,0.28897,0.33333
1995,Bavaria,At least once per month,0.23749,487,1675,0.21711,0.25788
1995,Bavaria,Seldom,0.20320,377,1675,0.18393,0.22248
1995,Bavaria,Never,0.01646,41,1675,0.01036,0.02255
1995,Berlin,At least once per week,0.31602,228,507,0.27551,0.35653
1995,Berlin,At least once per month,0.23418,163,507,0.19728,0.27108
1995,Berlin,Seldom,0.19084,116,507,0.15660,0.22508
1995,Brandenburg,Daily,0.07822,45,571,0.05618,0.10027
1995,Brandenburg,At least once per week,0.32167,224,571,0.28332,0.36001
1995,Brandenburg,At least once per month,0.24327,179,571,0.20805,0.27850
1995,Brandenburg,Seldom,0.16676,123,571,0.13615,0.19736
1995,Mecklenburg-Western Pomerania,Daily,0.07962,39,413,0.05348,0.10576
1995,Mecklenburg-Western Pomerania,At least once per week,0.32663,165,413,0.28134,0.37191
1995,Mecklenburg-Western Pomerania,At least once per month,0.28206,142,413,0.23861,0.32552
1995,Mecklenburg-Western Pomerania,Seldom,0.12121,67,413,0.08969,0.15272
1995,Saxony,Daily,0.05027,58,1078,0.03722,0.06332
1995,Saxony,At least once per week,0.32716,410,1078,0.29914,0.35519
1995,Saxony,At least once per month,0.28026,404,1078,0.25344,0.30708
1995,Saxony,Seldom,0.14727,206,1078,0.12610,0.16843
1995,Saxony-Anhalt,Daily,0.07806,64,673,0.05778,0.09835
1995,Saxony-Anhalt,At least once per week,0.40341,311,673,0.36632,0.44050
