year,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Daily,0.07715,198,1880,0.06508,0.08921
1990,1st Quintile,At least once per week,0.27676,715,1880,0.25653,0.29699
1990,1st Quintile,At least once per month,0.20654,446,1880,0.18824,0.22485
1990,1st Quintile,Seldom,0.17583,404,1880,0.15862,0.19305
1990,1st Quintile,Never,0.03840,117,1880,0.02971,0.04709
1990,2nd Quintile,Daily,0.05606,145,1884,0.04567,0.06645
1990,2nd Quintile,At least once per week,0.30603,776,1884,0.28522,0.32685
1990,2nd Quintile,At least once per month,0.24166,535,1884,0.22232,0.26099
1990,2nd Quintile,Seldom,0.15691,359,1884,0.14048,0.17334
1990,2nd Quintile,Never,0.01619,69,1884,0.01049,0.02189
1990,3rd Quintile,Daily,0.06038,147,1901,0.04967,0.07109
1990,3rd Quintile,At least once per week,0.30056,723,1901,0.27994,0.32118
1990,3rd Quintile,At least once per month,0.26394,548,1901,0.24412,0.28376
1990,3rd Quintile,Seldom,0.17074,389,1901,0.15382,0.18766
1990,3rd Quintile,Never,0.02100,94,1901,0.01455,0.02745
1990,4th Quintile,Daily,0.05084,118,1927,0.04103,0.06065
1990,4th Quintile,At least once per week,0.31155,717,1927,0.29087,0.33223
1990,4th Quintile,At least once per month,0.29307,604,1927,0.27275,0.31340
1990,4th Quintile,Seldom,0.20538,425,1927,0.18734,0.22343
1990,4th Quintile,Never,0.02369,63,1927,0.01690,0.03049
1990,5th Quintile,Daily,0.03862,105,1824,0.02977,0.04746
1990,5th Quintile,At least once per week,0.29190,590,1824,0.27103,0.31277
1990,5th Quintile,At least once per month,0.30125,592,1824,0.28019,0.32231
1990,5th Quintile,Seldom,0.25036,502,1824,0.23047,0.27024
1990,5th Quintile,Never,0.01707,35,1824,0.01113,0.02302
1995,1st Quintile,Daily,0.07985,276,2525,0.06928,0.09043
1995,1st Quintile,At least once per week,0.28423,1050,2525,0.26663,0.30182
1995,1st Quintile,At least once per month,0.18676,627,2525,0.17155,0.20196
1995,1st Quintile,Seldom,0.15449,452,2525,0.14039,0.16859
1995,1st Quintile,Never,0.03653,120,2525,0.02921,0.04385
1995,2nd Quintile,Daily,0.07067,273,2852,0.06127,0.08008
1995,2nd Quintile,At least once per week,0.32581,1220,2852,0.30861,0.34302
1995,2nd Quintile,At least once per month,0.21106,747,2852,0.19608,0.22604
1995,2nd Quintile,Seldom,0.14935,505,2852,0.13627,0.16244
1995,2nd Quintile,Never,0.02746,107,2852,0.02146,0.03346
1995,3rd Quintile,Daily,0.05814,192,2695,0.04930,0.06697
1995,3rd Quintile,At least once per week,0.29987,1075,2695,0.28256,0.31717
1995,3rd Quintile,At least once per month,0.24460,819,2695,0.22837,0.26083
1995,3rd Quintile,Seldom,0.17229,535,2695,0.15803,0.18655
1995,3rd Quintile,Never,0.02668,74,2695,0.02059,0.03276
1995,4th Quintile,Daily,0.06521,230,2666,0.05584,0.07458
1995,4th Quintile,At least once per week,0.33562,1084,2666,0.31769,0.35355
1995,4th Quintile,At least once per month,0.27116,804,2666,0.25428,0.28804
1995,4th Quintile,Seldom,0.17043,493,2666,0.15616,0.18471
1995,4th Quintile,Never,0.01712,55,2666,0.01219,0.02204
1995,5th Quintile,Daily,0.03679,112,2469,0.02936,0.04422
1995,5th Quintile,At least once per week,0.31817,900,2469,0.29979,0.33654
1995,5th Quintile,At least once per month,0.30079,834,2469,0.28270,0.31888
1995,5th Quintile,Seldom,0.22393,582,2469,0.20748,0.24037
1995,5th Quintile,Never,0.01243,41,2469,0.00806,0.01680
1998,1st Quintile,Daily,0.08021,298,2318,0.06915,0.09127
1998,1st Quintile,At least once per week,0.33323,1048,2318,0.31404,0.35243
1998,1st Quintile,At least once per month,0.16910,507,2318,0.15384,0.18436
1998,1st Quintile,Seldom,0.14152,404,2318,0.12733,0.15571
1998,1st Quintile,Never,0.02519,61,2318,0.01881,0.03158
1998,2nd Quintile,Daily,0.07885,283,2553,0.06839,0.08930
1998,2nd Quintile,At least once per week,0.30782,1058,2553,0.28991,0.32573
1998,2nd Quintile,At least once per month,0.22289,715,2553,0.20674,0.23903
1998,2nd Quintile,Seldom,0.14660,455,2553,0.13287,0.16032
1998,2nd Quintile,Never,0.01554,42,2553,0.01074,0.02034
1998,3rd Quintile,Daily,0.07476,225,2525,0.06450,0.08502
1998,3rd Quintile,At least once per week,0.31903,1036,2525,0.30085,0.33721
1998,3rd Quintile,At least once per month,0.25333,786,2525,0.23637,0.27030
1998,3rd Quintile,Seldom,0.15464,434,2525,0.14053,0.16874
1998,3rd Quintile,Never,0.01534,44,2525,0.01055,0.02014
1998,4th Quintile,Daily,0.05001,180,2587,0.04160,0.05841
1998,4th Quintile,At least once per week,0.33123,1042,2587,0.31309,0.34937
1998,4th Quintile,At least once per month,0.27686,828,2587,0.25961,0.29410
1998,4th Quintile,Seldom,0.18806,489,2587,0.17300,0.20312
1998,4th Quintile,Never,0.02002,48,2587,0.01462,0.02542
1998,5th Quintile,Daily,0.04239,114,2250,0.03406,0.05071
1998,5th Quintile,At least once per week,0.30351,816,2250,0.28450,0.32251
1998,5th Quintile,At least once per month,0.31246,812,2250,0.29330,0.33162
1998,5th Quintile,Seldom,0.21465,508,2250,0.19768,0.23162
2003,1st Quintile,Daily,0.06875,338,3375,0.06021,0.07729
2003,1st Quintile,At least once per week,0.30246,1313,3375,0.28696,0.31796
2003,1st Quintile,At least once per month,0.20211,901,3375,0.18856,0.21566
2003,1st Quintile,Seldom,0.15903,647,3375,0.14669,0.17137
2003,1st Quintile,Never,0.05151,176,3375,0.04405,0.05897
2003,2nd Quintile,Daily,0.06939,348,3853,0.06136,0.07741
2003,2nd Quintile,At least once per week,0.32940,1676,3853,0.31456,0.34424
2003,2nd Quintile,At least once per month,0.22245,1075,3853,0.20932,0.23558
2003,2nd Quintile,Seldom,0.14945,670,3853,0.13819,0.16071
2003,2nd Quintile,Never,0.02166,84,3853,0.01706,0.02626
2003,3rd Quintile,Daily,0.06177,312,4107,0.05441,0.06914
2003,3rd Quintile,At least once per week,0.31376,1666,4107,0.29957,0.32795
2003,3rd Quintile,At least once per month,0.25087,1260,4107,0.23761,0.26413
2003,3rd Quintile,Seldom,0.16519,784,4107,0.15383,0.17655
2003,3rd Quintile,Never,0.02394,85,4107,0.01926,0.02862
2003,4th Quintile,Daily,0.05517,278,4392,0.04841,0.06192
2003,4th Quintile,At least once per week,0.35224,1808,4392,0.33811,0.36637
2003,4th Quintile,At least once per month,0.26152,1397,4392,0.24852,0.27452
2003,4th Quintile,Seldom,0.16301,814,4392,0.15209,0.17394
2003,4th Quintile,Never,0.02002,95,4392,0.01587,0.02416
2003,5th Quintile,Daily,0.04413,316,6307,0.03906,0.04920
2003,5th Quintile,At least once per week,0.32559,2250,6307,0.31403,0.33716
2003,5th Quintile,At least once per month,0.29419,2173,6307,0.28294,0.30543
2003,5th Quintile,Seldom,0.21147,1475,6307,0.20139,0.22154
2003,5th Quintile,Never,0.01732,93,6307,0.01410,0.02054
2008,1st Quintile,Daily,0.09052,352,3002,0.08025,0.10079
2008,1st Quintile,At least once per week,0.31034,1195,3002,0.29379,0.32689
2008,1st Quintile,At least once per month,0.18393,727,3002,0.17007,0.19779
2008,1st Quintile,Seldom,0.17504,607,3002,0.16144,0.18863
2008,1st Quintile,Never,0.03713,121,3002,0.03037,0.04390
2008,2nd Quintile,Daily,0.06271,286,3344,0.05449,0.07093
2008,2nd Quintile,At least once per week,0.31449,1366,3344,0.29875,0.33023
2008,2nd Quintile,At least once per month,0.22551,942,3344,0.21134,0.23968
2008,2nd Quintile,Seldom,0.17932,664,3344,0.16632,0.19233
2008,2nd Quintile,Never,0.02668,86,3344,0.02122,0.03214
2008,3rd Quintile,Daily,0.06197,318,3756,0.05426,0.06969
2008,3rd Quintile,At least once per week,0.32517,1477,3756,0.31019,0.34016
2008,3rd Quintile,At least once per month,0.25502,1162,3756,0.24108,0.26897
2008,3rd Quintile,Seldom,0.16663,740,3756,0.15472,0.17855
2008,3rd Quintile,Never,0.01896,59,3756,0.01460,0.02332
2008,4th Quintile,Daily,0.06335,302,3916,0.05572,0.07098
2008,4th Quintile,At least once per week,0.33172,1568,3916,0.31697,0.34647
2008,4th Quintile,At least once per month,0.26607,1215,3916,0.25223,0.27991
2008,4th Quintile,Seldom,0.17249,759,3916,0.16066,0.18433
2008,4th Quintile,Never,0.02029,72,3916,0.01587,0.02470
2008,5th Quintile,Daily,0.04633,296,5214,0.04063,0.05204
2008,5th Quintile,At least once per week,0.29021,1716,5214,0.27789,0.30253
2008,5th Quintile,At least once per month,0.30853,1837,5214,0.29599,0.32107
2008,5th Quintile,Seldom,0.22778,1284,5214,0.21639,0.23916
2008,5th Quintile,Never,0.01896,81,5214,0.01526,0.02266
2013,1st Quintile,Daily,0.07335,505,5122,0.06621,0.08050
2013,1st Quintile,At least once per week,0.29105,1974,5122,0.27861,0.30349
2013,1st Quintile,At least once per month,0.19098,1223,5122,0.18022,0.20175
2013,1st Quintile,Seldom,0.19477,1149,5122,0.18392,0.20561
2013,1st Quintile,Never,0.05083,271,5122,0.04482,0.05685
2013,2nd Quintile,Daily,0.06725,446,5142,0.06040,0.07409
2013,2nd Quintile,At least once per week,0.31230,2068,5142,0.29964,0.32497
2013,2nd Quintile,At least once per month,0.22743,1478,5142,0.21597,0.23889
