year,age_gr,bula_h,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Saxony,At least once per week,0.36421,111,245,0.30383,0.42459
1990,17-29 y.,Lower Saxony,At least once per month,0.30382,75,245,0.24611,0.36153
1990,17-29 y.,Lower Saxony,Seldom,0.21954,59,245,0.16761,0.27148
1990,17-29 y.,North Rhine-Westphalia,Daily,0.08282,66,733,0.06285,0.10278
1990,17-29 y.,North Rhine-Westphalia,At least once per week,0.40992,314,733,0.37429,0.44554
1990,17-29 y.,North Rhine-Westphalia,At least once per month,0.29374,186,733,0.26075,0.32674
1990,17-29 y.,North Rhine-Westphalia,Seldom,0.18096,134,733,0.15307,0.20885
1990,17-29 y.,North Rhine-Westphalia,Never,0.02746,33,733,0.01562,0.03929
1990,17-29 y.,Hesse,Daily,0.08044,31,249,0.04659,0.11429
1990,17-29 y.,Hesse,At least once per week,0.33151,101,249,0.27292,0.39010
1990,17-29 y.,Hesse,At least once per month,0.29846,65,249,0.24151,0.35541
1990,17-29 y.,Hesse,Seldom,0.23655,52,249,0.18366,0.28944
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.35381,74,169,0.28151,0.42612
1990,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.32220,52,169,0.25154,0.39287
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.20602,43,169,0.14486,0.26718
1990,17-29 y.,Baden-Wuerttemberg,Daily,0.08200,61,518,0.05835,0.10565
1990,17-29 y.,Baden-Wuerttemberg,At least once per week,0.35607,220,518,0.31480,0.39735
1990,17-29 y.,Baden-Wuerttemberg,At least once per month,0.28726,125,518,0.24826,0.32627
1990,17-29 y.,Baden-Wuerttemberg,Seldom,0.24685,112,518,0.20968,0.28402
1990,17-29 y.,Bavaria,At least once per week,0.38931,195,425,0.34290,0.43572
1990,17-29 y.,Bavaria,At least once per month,0.30109,134,425,0.25742,0.34475
1990,17-29 y.,Bavaria,Seldom,0.22405,96,425,0.18436,0.26374
1990,17-29 y.,Berlin,At least once per week,0.23446,32,32,0.08532,0.38360
1990,30-45 y.,Schleswig-Holstein,At least once per month,0.52919,37,37,0.36614,0.69225
1990,30-45 y.,Lower Saxony,At least once per week,0.38800,92,224,0.32404,0.45196
1990,30-45 y.,Lower Saxony,At least once per month,0.28293,73,224,0.22381,0.34205
1990,30-45 y.,Lower Saxony,Seldom,0.28475,59,224,0.22552,0.34399
1990,30-45 y.,North Rhine-Westphalia,At least once per week,0.41033,336,796,0.37613,0.44452
1990,30-45 y.,North Rhine-Westphalia,At least once per month,0.33101,253,796,0.29830,0.36372
1990,30-45 y.,North Rhine-Westphalia,Seldom,0.21115,170,796,0.18278,0.23952
1990,30-45 y.,North Rhine-Westphalia,Never,0.02069,37,796,0.01079,0.03058
1990,30-45 y.,Hesse,At least once per week,0.33362,95,263,0.27652,0.39071
1990,30-45 y.,Hesse,At least once per month,0.33434,90,263,0.27722,0.39147
1990,30-45 y.,Hesse,Seldom,0.24363,78,263,0.19165,0.29561
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.43670,77,124,0.34905,0.52435
1990,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.27674,47,124,0.19768,0.35581
1990,30-45 y.,Baden-Wuerttemberg,Daily,0.05037,31,521,0.03157,0.06916
1990,30-45 y.,Baden-Wuerttemberg,At least once per week,0.40056,226,521,0.35844,0.44268
1990,30-45 y.,Baden-Wuerttemberg,At least once per month,0.28837,148,521,0.24943,0.32731
1990,30-45 y.,Baden-Wuerttemberg,Seldom,0.23912,116,521,0.20246,0.27578
1990,30-45 y.,Bavaria,At least once per week,0.33662,163,420,0.29137,0.38187
1990,30-45 y.,Bavaria,At least once per month,0.32293,145,420,0.27816,0.36770
1990,30-45 y.,Bavaria,Seldom,0.25422,112,420,0.21253,0.29592
1990,30-45 y.,Berlin,At least once per month,0.33017,43,43,0.18794,0.47240
1990,46-65 y.,Schleswig-Holstein,At least once per month,0.41058,36,36,0.24760,0.57356
1990,46-65 y.,Lower Saxony,At least once per week,0.26784,95,304,0.21797,0.31770
1990,46-65 y.,Lower Saxony,At least once per month,0.38092,130,304,0.32624,0.43560
1990,46-65 y.,Lower Saxony,Seldom,0.25308,79,304,0.20413,0.30204
1990,46-65 y.,North Rhine-Westphalia,Daily,0.05927,52,757,0.04244,0.07610
1990,46-65 y.,North Rhine-Westphalia,At least once per week,0.33537,257,757,0.30171,0.36902
1990,46-65 y.,North Rhine-Westphalia,At least once per month,0.34368,234,757,0.30983,0.37754
1990,46-65 y.,North Rhine-Westphalia,Seldom,0.23338,176,757,0.20322,0.26353
1990,46-65 y.,North Rhine-Westphalia,Never,0.02664,38,757,0.01516,0.03812
1990,46-65 y.,Hesse,At least once per week,0.33505,104,265,0.27812,0.39199
1990,46-65 y.,Hesse,At least once per month,0.28906,80,265,0.23438,0.34375
1990,46-65 y.,Hesse,Seldom,0.25861,81,265,0.20579,0.31143
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Daily,0.14100,32,219,0.09480,0.18720
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.37322,88,219,0.30901,0.43742
1990,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.23234,50,219,0.17628,0.28840
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.22981,49,219,0.17396,0.28566
1990,46-65 y.,Baden-Wuerttemberg,Daily,0.06921,50,520,0.04738,0.09105
1990,46-65 y.,Baden-Wuerttemberg,At least once per week,0.39004,221,520,0.34808,0.43201
1990,46-65 y.,Baden-Wuerttemberg,At least once per month,0.29895,136,520,0.25956,0.33834
1990,46-65 y.,Baden-Wuerttemberg,Seldom,0.21714,113,520,0.18167,0.25261
1990,46-65 y.,Bavaria,At least once per week,0.30468,145,426,0.26092,0.34844
1990,46-65 y.,Bavaria,At least once per month,0.34361,155,426,0.29846,0.38876
1990,46-65 y.,Bavaria,Seldom,0.28304,126,426,0.24021,0.32587
1990,46-65 y.,Berlin,At least once per week,0.22757,37,68,0.12718,0.32796
1990,46-65 y.,Berlin,Seldom,0.20160,31,68,0.10553,0.29767
1990,66 and older,Lower Saxony,At least once per week,0.28875,34,81,0.18944,0.38805
1990,66 and older,Lower Saxony,At least once per month,0.38238,47,81,0.27589,0.48888
1990,66 and older,North Rhine-Westphalia,At least once per week,0.40934,99,210,0.34268,0.47601
1990,66 and older,North Rhine-Westphalia,At least once per month,0.26487,66,210,0.20505,0.32470
1990,66 and older,North Rhine-Westphalia,Seldom,0.20038,45,210,0.14611,0.25465
1990,66 and older,Hesse,At least once per week,0.33089,36,70,0.21987,0.44192
1990,66 and older,Hesse,At least once per month,0.30145,34,70,0.19317,0.40973
1990,66 and older,"Rhineland-Palatinate, Saarland",At least once per week,0.41852,38,38,0.25956,0.57748
1990,66 and older,Baden-Wuerttemberg,At least once per week,0.30702,53,102,0.21706,0.39697
1990,66 and older,Baden-Wuerttemberg,At least once per month,0.29354,49,102,0.20472,0.38235
1990,66 and older,Bavaria,At least once per week,0.33186,66,169,0.26065,0.40307
1990,66 and older,Bavaria,At least once per month,0.27924,56,169,0.21140,0.34708
1990,66 and older,Bavaria,Seldom,0.23890,47,169,0.17442,0.30338
1995,17-29 y.,Lower Saxony,At least once per week,0.38000,113,230,0.31713,0.44287
1995,17-29 y.,Lower Saxony,At least once per month,0.27571,70,230,0.21784,0.33359
1995,17-29 y.,Lower Saxony,Seldom,0.19756,47,230,0.14599,0.24913
1995,17-29 y.,North Rhine-Westphalia,Daily,0.07146,63,638,0.05145,0.09146
1995,17-29 y.,North Rhine-Westphalia,At least once per week,0.33899,257,638,0.30223,0.37575
1995,17-29 y.,North Rhine-Westphalia,At least once per month,0.32542,188,638,0.28903,0.36180
1995,17-29 y.,North Rhine-Westphalia,Seldom,0.22779,130,638,0.19522,0.26036
1995,17-29 y.,Hesse,At least once per week,0.40080,111,203,0.33321,0.46838
1995,17-29 y.,Hesse,At least once per month,0.20568,48,203,0.14994,0.26142
1995,17-29 y.,Hesse,Seldom,0.23388,44,203,0.17551,0.29226
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.36008,65,134,0.27850,0.44166
1995,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.23312,32,134,0.16126,0.30498
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.19792,37,134,0.13020,0.26563
