year,age_gr,pgisced97,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,At least once per week,0.18128,39,137,0.11654,0.24603
1990,17-29 y.,Pre-primary Level,At least once per month,0.35421,55,137,0.27383,0.43459
1990,17-29 y.,Pre-primary Level,Seldom,0.28597,43,137,0.21002,0.36192
1990,17-29 y.,Primary Level,At least once per week,0.27248,41,41,0.13450,0.41046
1990,17-29 y.,Lower Secondary Level,Daily,0.08666,83,793,0.06707,0.10626
1990,17-29 y.,Lower Secondary Level,At least once per week,0.28618,305,793,0.25470,0.31766
1990,17-29 y.,Lower Secondary Level,At least once per month,0.24873,186,793,0.21863,0.27884
1990,17-29 y.,Lower Secondary Level,Seldom,0.20964,177,793,0.18129,0.23799
1990,17-29 y.,Lower Secondary Level,Never,0.02871,42,793,0.01708,0.04034
1990,17-29 y.,Upper Secondary Level,Daily,0.05368,116,1263,0.04124,0.06612
1990,17-29 y.,Upper Secondary Level,At least once per week,0.31465,554,1263,0.28903,0.34027
1990,17-29 y.,Upper Secondary Level,At least once per month,0.21564,326,1263,0.19295,0.23833
1990,17-29 y.,Upper Secondary Level,Seldom,0.14742,230,1263,0.12786,0.16698
1990,17-29 y.,Upper Secondary Level,Never,0.01831,37,1263,0.01091,0.02571
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.27362,44,90,0.18100,0.36624
1990,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.38524,46,90,0.28413,0.48635
1990,17-29 y.,First Stage of Tertiary Education,At least once per week,0.45306,42,42,0.30069,0.60544
1990,30-45 y.,Primary Level,At least once per week,0.43060,87,161,0.35388,0.50733
1990,30-45 y.,Primary Level,At least once per month,0.17444,38,161,0.11563,0.23324
1990,30-45 y.,Primary Level,Seldom,0.20296,36,161,0.14064,0.26528
1990,30-45 y.,Lower Secondary Level,Daily,0.07207,43,487,0.04908,0.09506
1990,30-45 y.,Lower Secondary Level,At least once per week,0.35786,194,487,0.31524,0.40048
1990,30-45 y.,Lower Secondary Level,At least once per month,0.25247,118,487,0.21385,0.29110
1990,30-45 y.,Lower Secondary Level,Seldom,0.21116,93,487,0.17488,0.24745
1990,30-45 y.,Lower Secondary Level,Never,0.04498,39,487,0.02655,0.06341
1990,30-45 y.,Upper Secondary Level,Daily,0.03452,61,1421,0.02502,0.04402
1990,30-45 y.,Upper Secondary Level,At least once per week,0.31451,566,1421,0.29036,0.33866
1990,30-45 y.,Upper Secondary Level,At least once per month,0.26287,457,1421,0.23998,0.28577
1990,30-45 y.,Upper Secondary Level,Seldom,0.17460,305,1421,0.15485,0.19434
1990,30-45 y.,Upper Secondary Level,Never,0.01132,32,1421,0.00582,0.01682
1990,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.40026,43,43,0.25209,0.54844
1990,30-45 y.,First Stage of Tertiary Education,At least once per week,0.26969,61,193,0.20692,0.33247
1990,30-45 y.,First Stage of Tertiary Education,At least once per month,0.31507,80,193,0.24936,0.38078
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.22522,52,193,0.16613,0.28430
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.21894,107,323,0.17377,0.26411
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.24250,121,323,0.19568,0.28931
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.17281,95,323,0.13152,0.21411
1990,46-65 y.,Primary Level,Daily,0.14180,43,266,0.09980,0.18380
1990,46-65 y.,Primary Level,At least once per week,0.35532,126,266,0.29770,0.41295
1990,46-65 y.,Primary Level,At least once per month,0.17416,52,266,0.12850,0.21982
1990,46-65 y.,Primary Level,Seldom,0.13974,45,266,0.09799,0.18149
1990,46-65 y.,Lower Secondary Level,Daily,0.07135,69,796,0.05345,0.08924
1990,46-65 y.,Lower Secondary Level,At least once per week,0.34392,310,796,0.31090,0.37694
