year,migback,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Daily,0.04320,431,6612,0.03830,0.04810
1990,No migration background,At least once per week,0.23320,2362,6612,0.22301,0.24339
1990,No migration background,At least once per month,0.21341,2180,6612,0.20353,0.22328
1990,No migration background,Seldom,0.15101,1510,6612,0.14238,0.15964
1990,No migration background,Never,0.01408,129,6612,0.01124,0.01692
1990,Direct migration background,Daily,0.07373,254,2516,0.06351,0.08394
1990,Direct migration background,At least once per week,0.32953,1032,2516,0.31116,0.34790
1990,Direct migration background,At least once per month,0.20425,487,2516,0.18850,0.22001
1990,Direct migration background,Seldom,0.20965,513,2516,0.19374,0.22555
1990,Direct migration background,Never,0.06630,230,2516,0.05658,0.07602
1990,Indirect migration background,At least once per week,0.06668,127,244,0.03532,0.09805
1990,Indirect migration background,At least once per month,0.05503,59,244,0.02636,0.08370
1990,Indirect migration background,Seldom,0.03840,58,244,0.01424,0.06256
1995,No migration background,Daily,0.05822,704,9942,0.05362,0.06282
1995,No migration background,At least once per week,0.31439,3828,9942,0.30526,0.32351
1995,No migration background,At least once per month,0.25662,3173,9942,0.24803,0.26520
1995,No migration background,Seldom,0.17792,2046,9942,0.17040,0.18543
1995,No migration background,Never,0.01857,191,9942,0.01591,0.02122
1995,Direct migration background,Daily,0.10003,320,2768,0.08885,0.11121
1995,Direct migration background,At least once per week,0.37923,1282,2768,0.36115,0.39731
1995,Direct migration background,At least once per month,0.21234,554,2768,0.19710,0.22758
1995,Direct migration background,Seldom,0.18339,439,2768,0.16897,0.19781
1995,Direct migration background,Never,0.06029,173,2768,0.05142,0.06916
1995,Indirect migration background,Daily,0.03061,59,501,0.01551,0.04571
1995,Indirect migration background,At least once per week,0.10723,221,501,0.08011,0.13435
1995,Indirect migration background,At least once per month,0.07291,104,501,0.05012,0.09570
1995,Indirect migration background,Seldom,0.08117,84,501,0.05724,0.10511
1995,Indirect migration background,Never,0.02575,33,501,0.01187,0.03963
1998,No migration background,Daily,0.06289,841,11175,0.05839,0.06739
1998,No migration background,At least once per week,0.32382,4429,11175,0.31514,0.33250
1998,No migration background,At least once per month,0.26035,3601,11175,0.25221,0.26848
1998,No migration background,Seldom,0.16942,2151,11175,0.16246,0.17638
1998,No migration background,Never,0.01504,153,11175,0.01279,0.01730
1998,Direct migration background,Daily,0.10135,321,2384,0.08923,0.11346
1998,Direct migration background,At least once per week,0.42257,1162,2384,0.40274,0.44240
1998,Direct migration background,At least once per month,0.19602,445,2384,0.18008,0.21196
1998,Direct migration background,Seldom,0.18477,377,2384,0.16919,0.20036
1998,Direct migration background,Never,0.03511,79,2384,0.02772,0.04250
1998,Indirect migration background,Daily,0.06326,112,580,0.04343,0.08309
1998,Indirect migration background,At least once per week,0.14128,240,580,0.11291,0.16965
1998,Indirect migration background,At least once per month,0.08293,119,580,0.06047,0.10539
1998,Indirect migration background,Seldom,0.09280,109,580,0.06917,0.11644
2003,No migration background,Daily,0.06091,1279,18665,0.05748,0.06434
2003,No migration background,At least once per week,0.32448,7131,18665,0.31776,0.33120
2003,No migration background,At least once per month,0.26362,6077,18665,0.25729,0.26994
2003,No migration background,Seldom,0.17374,3789,18665,0.16830,0.17917
2003,No migration background,Never,0.02329,389,18665,0.02112,0.02545
2003,Direct migration background,Daily,0.06685,238,2601,0.05725,0.07646
2003,Direct migration background,At least once per week,0.41002,1202,2601,0.39111,0.42892
2003,Direct migration background,At least once per month,0.21350,573,2601,0.19775,0.22926
2003,Direct migration background,Seldom,0.19396,464,2601,0.17876,0.20916
2003,Direct migration background,Never,0.05725,124,2601,0.04832,0.06618
2003,Indirect migration background,Daily,0.03405,76,752,0.02108,0.04702
2003,Indirect migration background,At least once per week,0.17903,382,752,0.15161,0.20645
2003,Indirect migration background,At least once per month,0.08201,157,752,0.06239,0.10164
2003,Indirect migration background,Seldom,0.07386,137,752,0.05516,0.09257
2008,No migration background,Daily,0.06497,1294,16578,0.06122,0.06872
2008,No migration background,At least once per week,0.30940,6124,16578,0.30236,0.31643
2008,No migration background,At least once per month,0.26155,5249,16578,0.25486,0.26824
2008,No migration background,Seldom,0.19283,3581,16578,0.18683,0.19884
2008,No migration background,Never,0.02235,330,16578,0.02010,0.02460
2008,Direct migration background,Daily,0.08183,196,1899,0.06950,0.09416
2008,Direct migration background,At least once per week,0.42600,851,1899,0.40376,0.44825
2008,Direct migration background,At least once per month,0.23272,446,1899,0.21371,0.25173
2008,Direct migration background,Seldom,0.18479,333,1899,0.16733,0.20226
2008,Direct migration background,Never,0.04924,73,1899,0.03951,0.05897
2008,Indirect migration background,Daily,0.04175,65,741,0.02734,0.05616
2008,Indirect migration background,At least once per week,0.21024,347,741,0.18088,0.23960
2008,Indirect migration background,At least once per month,0.12884,189,741,0.10470,0.15298
2008,Indirect migration background,Seldom,0.09478,140,741,0.07368,0.11589
2013,No migration background,Daily,0.06481,1707,21544,0.06152,0.06810
2013,No migration background,At least once per week,0.30015,8061,21544,0.29403,0.30627
2013,No migration background,At least once per month,0.26076,6727,21544,0.25490,0.26663
2013,No migration background,Seldom,0.19309,4532,21544,0.18781,0.19836
2013,No migration background,Never,0.02522,517,21544,0.02312,0.02731
2013,Direct migration background,Daily,0.04396,225,2754,0.03630,0.05162
2013,Direct migration background,At least once per week,0.21644,1150,2754,0.20105,0.23182
2013,Direct migration background,At least once per month,0.14008,674,2754,0.12712,0.15304
2013,Direct migration background,Seldom,0.11160,578,2754,0.09984,0.12336
2013,Direct migration background,Never,0.03490,127,2754,0.02804,0.04175
2013,Indirect migration background,Daily,0.02153,104,1097,0.01294,0.03012
2013,Indirect migration background,At least once per week,0.09673,453,1097,0.07923,0.11423
2013,Indirect migration background,At least once per month,0.08696,320,1097,0.07027,0.10364
2013,Indirect migration background,Seldom,0.05819,220,1097,0.04433,0.07205
2019,No migration background,Daily,0.05605,1347,20119,0.05287,0.05922
2019,No migration background,At least once per week,0.30390,7392,20119,0.29754,0.31025
2019,No migration background,At least once per month,0.27082,6475,20119,0.26468,0.27696
2019,No migration background,Seldom,0.19714,4327,20119,0.19164,0.20264
2019,No migration background,Never,0.02794,578,20119,0.02566,0.03021
2019,Direct migration background,Daily,0.07459,317,3959,0.06640,0.08277
2019,Direct migration background,At least once per week,0.32302,1409,3959,0.30845,0.33759
2019,Direct migration background,At least once per month,0.20870,938,3959,0.19604,0.22136
2019,Direct migration background,Seldom,0.23414,1032,3959,0.22095,0.24734
2019,Direct migration background,Never,0.05626,263,3959,0.04908,0.06344
2019,Indirect migration background,Daily,0.03494,116,1574,0.02586,0.04401
2019,Indirect migration background,At least once per week,0.21323,634,1574,0.19299,0.23347
2019,Indirect migration background,At least once per month,0.13608,445,1574,0.11913,0.15302
2019,Indirect migration background,Seldom,0.10800,324,1574,0.09266,0.12334
2019,Indirect migration background,Never,0.01822,55,1574,0.01161,0.02483
2021,No migration background,Daily,0.07497,1055,13207,0.07048,0.07946
2021,No migration background,At least once per week,0.34566,5477,13207,0.33755,0.35378
2021,No migration background,At least once per month,0.24558,3798,13207,0.23823,0.25292
2021,No migration background,Seldom,0.16589,2526,13207,0.15955,0.17223
2021,No migration background,Never,0.02456,351,13207,0.02192,0.02720
2021,Direct migration background,Daily,0.07388,206,3037,0.06458,0.08319
2021,Direct migration background,At least once per week,0.29307,952,3037,0.27688,0.30926
2021,Direct migration background,At least once per month,0.22032,678,3037,0.20558,0.23506
2021,Direct migration background,Seldom,0.24643,972,3037,0.23110,0.26176
2021,Direct migration background,Never,0.03655,229,3037,0.02988,0.04323
2021,Indirect migration background,Daily,0.03212,64,910,0.02066,0.04358
2021,Indirect migration background,At least once per week,0.20268,383,910,0.17655,0.22881
2021,Indirect migration background,At least once per month,0.13455,260,910,0.11237,0.15674
2021,Indirect migration background,Seldom,0.09169,203,910,0.07293,0.11046
