year,age_gr,quintil_oecd,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,30-45 y.,1st Quintile,Yes,0.05129,39,1632,0.04059,0.06200
2021,30-45 y.,1st Quintile,No,0.94025,1593,1632,0.92875,0.95176
2021,30-45 y.,2nd Quintile,Yes,0.04955,44,1020,0.03623,0.06288
2021,30-45 y.,2nd Quintile,No,0.92700,976,1020,0.91103,0.94298
2021,30-45 y.,3rd Quintile,Yes,0.03483,44,837,0.02240,0.04726
2021,30-45 y.,3rd Quintile,No,0.95873,793,837,0.94525,0.97221
2021,30-45 y.,4th Quintile,Yes,0.08453,36,792,0.06514,0.10392
2021,30-45 y.,4th Quintile,No,0.89685,756,792,0.87565,0.91804
2021,30-45 y.,5th Quintile,Yes,0.05335,46,808,0.03784,0.06885
2021,30-45 y.,5th Quintile,No,0.93383,762,808,0.91668,0.95098
2021,46-65 y.,1st Quintile,Yes,0.08294,76,1242,0.06760,0.09828
2021,46-65 y.,1st Quintile,No,0.90737,1166,1242,0.89124,0.92350
2021,46-65 y.,2nd Quintile,Yes,0.06550,79,1127,0.05105,0.07995
2021,46-65 y.,2nd Quintile,No,0.92593,1048,1127,0.91064,0.94123
2021,46-65 y.,3rd Quintile,Yes,0.07416,82,1104,0.05870,0.08963
2021,46-65 y.,3rd Quintile,No,0.91651,1022,1104,0.90018,0.93283
2021,46-65 y.,4th Quintile,Yes,0.08323,92,1370,0.06859,0.09786
2021,46-65 y.,4th Quintile,No,0.91313,1278,1370,0.89821,0.92805
2021,46-65 y.,5th Quintile,Yes,0.08172,149,2303,0.07053,0.09291
2021,46-65 y.,5th Quintile,No,0.90803,2154,2303,0.89623,0.91984
2021,66 and older,1st Quintile,No,0.96155,611,611,0.94629,0.97681
2021,66 and older,2nd Quintile,No,0.98090,806,806,0.97145,0.99036
2021,66 and older,3rd Quintile,No,0.95799,608,608,0.94204,0.97395
2021,66 and older,4th Quintile,No,0.96131,603,603,0.94590,0.97672
2021,66 and older,5th Quintile,No,0.96656,826,826,0.95429,0.97883
