year,age_gr,quintil_oecd,ple0187,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,17-29 y.,1st Quintile,No,0.88434,1197,1197,0.86622,0.90247
2017,17-29 y.,2nd Quintile,No,0.90658,783,783,0.88618,0.92697
2017,17-29 y.,3rd Quintile,No,0.90901,670,670,0.88722,0.93080
2017,17-29 y.,4th Quintile,No,0.93153,589,589,0.91112,0.95195
2017,17-29 y.,5th Quintile,No,0.94622,411,411,0.92438,0.96805
2017,30-45 y.,1st Quintile,Yes,0.04126,56,1451,0.03102,0.05150
2017,30-45 y.,1st Quintile,No,0.92863,1395,1451,0.91538,0.94188
2017,30-45 y.,2nd Quintile,Yes,0.03473,50,1483,0.02541,0.04406
2017,30-45 y.,2nd Quintile,No,0.96333,1433,1483,0.95376,0.97290
2017,30-45 y.,3rd Quintile,Yes,0.01696,31,1232,0.00974,0.02417
2017,30-45 y.,3rd Quintile,No,0.98284,1201,1232,0.97558,0.99009
2017,30-45 y.,4th Quintile,Yes,0.03740,33,1146,0.02641,0.04840
2017,30-45 y.,4th Quintile,No,0.96258,1113,1146,0.95159,0.97358
2017,30-45 y.,5th Quintile,No,0.98145,968,968,0.97294,0.98995
2017,46-65 y.,1st Quintile,Yes,0.05226,65,1339,0.04033,0.06418
2017,46-65 y.,1st Quintile,No,0.93970,1274,1339,0.92694,0.95245
2017,46-65 y.,2nd Quintile,Yes,0.05124,62,1418,0.03976,0.06272
2017,46-65 y.,2nd Quintile,No,0.94843,1356,1418,0.93691,0.95994
2017,46-65 y.,3rd Quintile,Yes,0.03425,67,1479,0.02498,0.04352
2017,46-65 y.,3rd Quintile,No,0.96571,1412,1479,0.95644,0.97499
2017,46-65 y.,4th Quintile,Yes,0.05548,98,1776,0.04483,0.06613
2017,46-65 y.,4th Quintile,No,0.94452,1678,1776,0.93387,0.95517
2017,46-65 y.,5th Quintile,Yes,0.04128,102,2239,0.03304,0.04953
2017,46-65 y.,5th Quintile,No,0.95872,2137,2239,0.95047,0.96696
2017,66 and older,1st Quintile,No,0.99066,674,674,0.98339,0.99793
2017,66 and older,2nd Quintile,No,0.99035,1151,1151,0.98470,0.99600
2017,66 and older,3rd Quintile,No,0.99660,1021,1021,0.99303,1.00017
2017,66 and older,4th Quintile,No,0.99230,815,815,0.98630,0.99831
2017,66 and older,5th Quintile,No,0.98127,892,892,0.97237,0.99017
2019,17-29 y.,1st Quintile,No,0.86963,1099,1099,0.84972,0.88955
2019,17-29 y.,2nd Quintile,No,0.89846,843,843,0.87806,0.91886
2019,17-29 y.,3rd Quintile,No,0.90850,699,699,0.88711,0.92989
2019,17-29 y.,4th Quintile,No,0.92364,560,560,0.90162,0.94565
2019,17-29 y.,5th Quintile,No,0.93384,428,428,0.91026,0.95741
2019,30-45 y.,1st Quintile,Yes,0.03010,44,1224,0.02052,0.03967
2019,30-45 y.,1st Quintile,No,0.90669,1180,1224,0.89039,0.92300
2019,30-45 y.,2nd Quintile,Yes,0.02524,43,1243,0.01652,0.03397
2019,30-45 y.,2nd Quintile,No,0.97106,1200,1243,0.96173,0.98038
2019,30-45 y.,3rd Quintile,Yes,0.03503,43,1228,0.02475,0.04532
2019,30-45 y.,3rd Quintile,No,0.96459,1185,1228,0.95425,0.97493
2019,30-45 y.,4th Quintile,Yes,0.05034,34,1035,0.03701,0.06366
2019,30-45 y.,4th Quintile,No,0.94964,1001,1035,0.93631,0.96297
2019,30-45 y.,5th Quintile,Yes,0.02968,31,932,0.01878,0.04058
2019,30-45 y.,5th Quintile,No,0.97022,901,932,0.95930,0.98114
2019,46-65 y.,1st Quintile,Yes,0.04593,55,1326,0.03466,0.05720
2019,46-65 y.,1st Quintile,No,0.93883,1271,1326,0.92593,0.95174
2019,46-65 y.,2nd Quintile,Yes,0.06964,89,1464,0.05659,0.08268
2019,46-65 y.,2nd Quintile,No,0.92904,1375,1464,0.91588,0.94220
2019,46-65 y.,3rd Quintile,Yes,0.06040,92,1617,0.04878,0.07201
2019,46-65 y.,3rd Quintile,No,0.93959,1525,1617,0.92797,0.95121
2019,46-65 y.,4th Quintile,Yes,0.05993,101,1831,0.04905,0.07080
2019,46-65 y.,4th Quintile,No,0.94005,1730,1831,0.92917,0.95093
2019,46-65 y.,5th Quintile,Yes,0.05990,137,2479,0.05056,0.06924
2019,46-65 y.,5th Quintile,No,0.94010,2342,2479,0.93076,0.94944
2019,66 and older,1st Quintile,No,0.97917,727,727,0.96878,0.98956
2019,66 and older,2nd Quintile,No,0.98868,1192,1192,0.98267,0.99469
2019,66 and older,3rd Quintile,No,0.97946,940,940,0.97039,0.98853
2019,66 and older,4th Quintile,No,0.97960,823,823,0.96994,0.98926
2019,66 and older,5th Quintile,No,0.98879,928,928,0.98201,0.99556
2021,17-29 y.,1st Quintile,No,0.92436,1200,1200,0.90939,0.93933
2021,17-29 y.,2nd Quintile,No,0.88160,600,600,0.85573,0.90748
2021,17-29 y.,3rd Quintile,No,0.90609,457,457,0.87932,0.93287
2021,17-29 y.,4th Quintile,No,0.94564,454,454,0.92476,0.96652
2021,17-29 y.,5th Quintile,No,0.90798,315,315,0.87601,0.93995
