year,age_gr,bula_h,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Lower Saxony,No,0.92988,303,303,0.90108,0.95868
1986,17-29 y.,North Rhine-Westphalia,Yes,0.06241,60,815,0.04580,0.07903
1986,17-29 y.,North Rhine-Westphalia,No,0.92267,755,815,0.90432,0.94102
1986,17-29 y.,Hesse,No,0.94771,284,284,0.92177,0.97364
1986,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.92486,216,216,0.88963,0.96010
1986,17-29 y.,Baden-Wuerttemberg,No,0.94216,576,576,0.92308,0.96124
1986,17-29 y.,Bavaria,Yes,0.07487,32,485,0.05142,0.09831
1986,17-29 y.,Bavaria,No,0.91670,453,485,0.89208,0.94132
1986,17-29 y.,Berlin,No,0.97190,83,83,0.93613,1.00767
1986,30-45 y.,Schleswig-Holstein,No,0.87485,103,103,0.81063,0.93906
1986,30-45 y.,Hamburg,No,0.95052,85,85,0.90414,0.99690
1986,30-45 y.,Lower Saxony,No,0.93551,304,304,0.90785,0.96317
1986,30-45 y.,North Rhine-Westphalia,Yes,0.06915,60,921,0.05276,0.08555
1986,30-45 y.,North Rhine-Westphalia,No,0.91535,861,921,0.89737,0.93334
1986,30-45 y.,Hesse,No,0.92835,300,300,0.89911,0.95758
1986,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.90341,164,164,0.85807,0.94876
1986,30-45 y.,Baden-Wuerttemberg,No,0.93955,566,566,0.91990,0.95920
1986,30-45 y.,Bavaria,No,0.93054,527,527,0.90881,0.95227
1986,30-45 y.,Berlin,No,0.97549,102,102,0.94534,1.00565
1986,46-65 y.,Schleswig-Holstein,No,0.94209,85,85,0.89214,0.99204
1986,46-65 y.,Hamburg,No,0.96418,62,62,0.91754,1.01082
1986,46-65 y.,Lower Saxony,No,0.92522,313,313,0.89603,0.95441
1986,46-65 y.,North Rhine-Westphalia,Yes,0.04999,46,842,0.03526,0.06472
1986,46-65 y.,North Rhine-Westphalia,No,0.93931,796,842,0.92318,0.95545
1986,46-65 y.,Hesse,No,0.93484,307,307,0.90719,0.96250
1986,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.95874,245,245,0.93378,0.98370
1986,46-65 y.,Baden-Wuerttemberg,No,0.97370,580,580,0.96066,0.98673
1986,46-65 y.,Bavaria,No,0.93555,493,493,0.91385,0.95725
1986,46-65 y.,Berlin,No,0.94246,108,108,0.89833,0.98658
1986,66 and older,North Rhine-Westphalia,No,0.98422,230,230,0.96808,1.00036
1986,66 and older,"Rhineland-Palatinate, Saarland",No,0.95420,92,92,0.91125,0.99715
1986,66 and older,Baden-Wuerttemberg,No,0.98892,157,157,0.97250,1.00535
1986,66 and older,Bavaria,No,0.96508,180,180,0.93819,0.99197
1987,17-29 y.,Schleswig-Holstein,No,0.86837,72,72,0.78973,0.94701
1987,17-29 y.,Hamburg,No,0.93317,38,38,0.85270,1.01364
1987,17-29 y.,Lower Saxony,No,0.93055,301,301,0.90179,0.95932
1987,17-29 y.,North Rhine-Westphalia,Yes,0.05401,49,806,0.03840,0.06963
1987,17-29 y.,North Rhine-Westphalia,No,0.93385,757,806,0.91668,0.95102
1987,17-29 y.,Hesse,No,0.95024,286,286,0.92500,0.97549
1987,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90099,207,207,0.86020,0.94178
1987,17-29 y.,Baden-Wuerttemberg,No,0.96037,567,567,0.94430,0.97644
1987,17-29 y.,Bavaria,No,0.94907,469,469,0.92915,0.96899
1987,17-29 y.,Berlin,No,0.94268,87,87,0.89355,0.99181
1987,30-45 y.,Schleswig-Holstein,No,0.90461,102,102,0.84732,0.96190
1987,30-45 y.,Hamburg,No,0.95039,75,75,0.90092,0.99986
1987,30-45 y.,Lower Saxony,No,0.95759,289,289,0.93432,0.98087
1987,30-45 y.,North Rhine-Westphalia,Yes,0.04787,43,923,0.03409,0.06165
1987,30-45 y.,North Rhine-Westphalia,No,0.95047,880,923,0.93646,0.96447
1987,30-45 y.,Hesse,No,0.97663,308,308,0.95973,0.99353
1987,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95575,167,167,0.92446,0.98703
1987,30-45 y.,Baden-Wuerttemberg,No,0.97209,574,574,0.95860,0.98558
1987,30-45 y.,Bavaria,No,0.93995,501,501,0.91913,0.96078
1987,30-45 y.,Berlin,No,0.94340,102,102,0.89834,0.98847
1987,46-65 y.,Schleswig-Holstein,No,0.88304,83,83,0.81348,0.95260
1987,46-65 y.,Hamburg,No,0.95857,63,63,0.90897,1.00818
1987,46-65 y.,Lower Saxony,No,0.94281,328,328,0.91765,0.96798
1987,46-65 y.,North Rhine-Westphalia,Yes,0.05601,55,837,0.04042,0.07160
1987,46-65 y.,North Rhine-Westphalia,No,0.93587,782,837,0.91927,0.95248
1987,46-65 y.,Hesse,No,0.93863,300,300,0.91142,0.96583
1987,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.92700,245,245,0.89435,0.95964
1987,46-65 y.,Baden-Wuerttemberg,No,0.95959,581,581,0.94356,0.97561
1987,46-65 y.,Bavaria,No,0.93826,475,475,0.91659,0.95993
1987,46-65 y.,Berlin,No,0.96094,110,110,0.92456,0.99731
1987,66 and older,Schleswig-Holstein,No,0.96503,31,31,0.89930,1.03077
1987,66 and older,Hamburg,No,0.96457,36,36,0.90332,1.02582
1987,66 and older,Lower Saxony,No,0.97402,124,124,0.94591,1.00213
1987,66 and older,Bremen,No,0.97072,32,32,0.91138,1.03007
1987,66 and older,North Rhine-Westphalia,No,0.99404,242,242,0.98431,1.00376
1987,66 and older,Hesse,No,0.98043,106,106,0.95393,1.00692
1987,66 and older,Baden-Wuerttemberg,No,0.96146,155,155,0.93106,0.99187
1987,66 and older,Bavaria,No,0.97692,185,185,0.95522,0.99862
1988,17-29 y.,Schleswig-Holstein,No,0.83287,68,68,0.74354,0.92221
1988,17-29 y.,Hamburg,No,0.96573,35,35,0.90457,1.02688
1988,17-29 y.,Lower Saxony,No,0.91261,282,282,0.87959,0.94563
1988,17-29 y.,North Rhine-Westphalia,Yes,0.04091,38,778,0.02698,0.05484
1988,17-29 y.,North Rhine-Westphalia,No,0.95249,740,778,0.93753,0.96745
1988,17-29 y.,Hesse,No,0.95614,252,252,0.93081,0.98148
1988,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.91141,197,197,0.87163,0.95119
1988,17-29 y.,Baden-Wuerttemberg,No,0.95058,548,548,0.93241,0.96874
1988,17-29 y.,Bavaria,No,0.94884,437,437,0.92816,0.96952
1988,17-29 y.,Berlin,No,0.90686,81,81,0.84318,0.97055
1988,30-45 y.,Schleswig-Holstein,No,0.90257,102,102,0.84473,0.96040
1988,30-45 y.,Hamburg,No,0.97585,64,64,0.93794,1.01376
1988,30-45 y.,Lower Saxony,No,0.91219,249,249,0.87696,0.94741
1988,30-45 y.,North Rhine-Westphalia,Yes,0.05846,40,844,0.04262,0.07430
1988,30-45 y.,North Rhine-Westphalia,No,0.93409,804,844,0.91735,0.95084
1988,30-45 y.,Hesse,No,0.95854,288,288,0.93548,0.98161
1988,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.93278,154,154,0.89310,0.97246
1988,30-45 y.,Baden-Wuerttemberg,No,0.97973,539,539,0.96782,0.99164
1988,30-45 y.,Bavaria,No,0.92622,473,473,0.90264,0.94980
1988,30-45 y.,Berlin,No,0.94754,88,88,0.90070,0.99439
1988,46-65 y.,Schleswig-Holstein,No,0.90100,86,86,0.83750,0.96449
1988,46-65 y.,Hamburg,No,0.93087,53,53,0.86192,0.99982
1988,46-65 y.,Lower Saxony,No,0.91758,317,317,0.88725,0.94790
1988,46-65 y.,North Rhine-Westphalia,Yes,0.06021,57,785,0.04356,0.07687
1988,46-65 y.,North Rhine-Westphalia,No,0.92020,728,785,0.90123,0.93917
1988,46-65 y.,Hesse,No,0.93679,290,290,0.90873,0.96484
1988,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.93181,237,237,0.89965,0.96397
1988,46-65 y.,Baden-Wuerttemberg,No,0.96301,561,561,0.94737,0.97864
1988,46-65 y.,Bavaria,No,0.96770,471,471,0.95172,0.98368
1988,46-65 y.,Berlin,No,0.93651,101,101,0.88872,0.98430
1988,66 and older,Lower Saxony,No,0.98815,121,121,0.96880,1.00751
1988,66 and older,North Rhine-Westphalia,No,0.98562,228,228,0.97013,1.00111
1988,66 and older,Hesse,No,0.97590,103,103,0.94614,1.00566
1988,66 and older,"Rhineland-Palatinate, Saarland",No,0.98954,97,97,0.96919,1.00989
1988,66 and older,Bavaria,No,0.98971,181,181,0.97496,1.00445
1989,17-29 y.,Schleswig-Holstein,No,0.89012,65,65,0.81350,0.96674
1989,17-29 y.,Hamburg,No,0.96553,40,40,0.90827,1.02279
1989,17-29 y.,Lower Saxony,No,0.88808,245,245,0.84853,0.92764
1989,17-29 y.,North Rhine-Westphalia,No,0.89618,637,637,0.87247,0.91989
1989,17-29 y.,Hesse,No,0.91897,231,231,0.88371,0.95424
1989,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.89571,179,179,0.85081,0.94061
1989,17-29 y.,Baden-Wuerttemberg,No,0.92825,495,495,0.90549,0.95101
1989,17-29 y.,Bavaria,No,0.91962,420,420,0.89359,0.94565
1989,17-29 y.,Berlin,No,0.91470,76,76,0.85148,0.97792
1989,30-45 y.,Schleswig-Holstein,No,0.93637,90,90,0.88565,0.98708
1989,30-45 y.,Hamburg,No,0.95207,58,58,0.89662,1.00753
1989,30-45 y.,Lower Saxony,No,0.94881,231,231,0.92032,0.97729
1989,30-45 y.,North Rhine-Westphalia,Yes,0.04670,32,761,0.03170,0.06170
1989,30-45 y.,North Rhine-Westphalia,No,0.91696,729,761,0.89734,0.93658
1989,30-45 y.,Hesse,No,0.92339,245,245,0.89002,0.95677
1989,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95685,147,147,0.92389,0.98981
1989,30-45 y.,Baden-Wuerttemberg,No,0.94566,497,497,0.92571,0.96561
1989,30-45 y.,Bavaria,No,0.91227,421,421,0.88521,0.93932
1989,30-45 y.,Berlin,No,0.96684,89,89,0.92943,1.00425
1989,46-65 y.,Schleswig-Holstein,No,0.91496,84,84,0.85495,0.97497
1989,46-65 y.,Hamburg,No,0.90739,44,44,0.82075,0.99404
1989,46-65 y.,Lower Saxony,No,0.91942,297,297,0.88841,0.95042
1989,46-65 y.,North Rhine-Westphalia,Yes,0.05362,43,686,0.03675,0.07049
1989,46-65 y.,North Rhine-Westphalia,No,0.89936,643,686,0.87683,0.92189
1989,46-65 y.,Hesse,No,0.91875,272,272,0.88623,0.95128
1989,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.88029,206,206,0.83585,0.92473
1989,46-65 y.,Baden-Wuerttemberg,No,0.93818,507,507,0.91719,0.95916
1989,46-65 y.,Bavaria,No,0.92389,411,411,0.89822,0.94956
1989,46-65 y.,Berlin,No,0.86268,86,86,0.78951,0.93585
1989,66 and older,Lower Saxony,No,0.95851,117,117,0.92222,0.99480
1989,66 and older,North Rhine-Westphalia,No,0.93416,217,217,0.90108,0.96723
1989,66 and older,Hesse,No,0.95011,99,99,0.90701,0.99322
1989,66 and older,"Rhineland-Palatinate, Saarland",No,0.89559,78,78,0.82729,0.96389
1989,66 and older,Baden-Wuerttemberg,No,0.98957,161,161,0.97384,1.00531
1989,66 and older,Bavaria,No,0.88559,164,164,0.83672,0.93445
1990,17-29 y.,Schleswig-Holstein,No,0.92231,73,73,0.86048,0.98414
1990,17-29 y.,Lower Saxony,No,0.88481,248,248,0.84499,0.92462
1990,17-29 y.,North Rhine-Westphalia,Yes,0.03695,32,701,0.02298,0.05093
1990,17-29 y.,North Rhine-Westphalia,No,0.91391,669,701,0.89313,0.93469
1990,17-29 y.,Hesse,No,0.93139,249,249,0.89993,0.96285
1990,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.88560,169,169,0.83747,0.93373
1990,17-29 y.,Baden-Wuerttemberg,No,0.95954,515,515,0.94250,0.97657
1990,17-29 y.,Bavaria,No,0.94615,449,449,0.92524,0.96705
1990,17-29 y.,Berlin,No,0.49129,78,78,0.37962,0.60295
1990,30-45 y.,Schleswig-Holstein,No,0.91729,71,71,0.85277,0.98182
1990,30-45 y.,Hamburg,No,0.87073,50,50,0.77679,0.96467
1990,30-45 y.,Lower Saxony,No,0.91851,225,225,0.88268,0.95434
1990,30-45 y.,North Rhine-Westphalia,No,0.93836,772,772,0.92138,0.95533
1990,30-45 y.,Hesse,No,0.94206,273,273,0.91429,0.96982
1990,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96433,162,162,0.93568,0.99298
1990,30-45 y.,Baden-Wuerttemberg,No,0.97523,526,526,0.96193,0.98852
1990,30-45 y.,Bavaria,No,0.94241,433,433,0.92044,0.96438
1990,30-45 y.,Berlin,No,0.53258,86,86,0.42651,0.63865
1990,46-65 y.,Schleswig-Holstein,No,0.81510,83,83,0.73108,0.89913
1990,46-65 y.,Hamburg,No,0.81628,34,34,0.68415,0.94841
1990,46-65 y.,Lower Saxony,No,0.88466,300,300,0.84846,0.92087
1990,46-65 y.,North Rhine-Westphalia,Yes,0.04737,46,722,0.03186,0.06288
1990,46-65 y.,North Rhine-Westphalia,No,0.91111,676,722,0.89034,0.93188
1990,46-65 y.,Hesse,No,0.94563,291,291,0.91953,0.97173
1990,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.89689,206,206,0.85527,0.93852
1990,46-65 y.,Baden-Wuerttemberg,No,0.96607,517,517,0.95045,0.98169
1990,46-65 y.,Bavaria,No,0.96637,445,445,0.94961,0.98314
1990,46-65 y.,Berlin,No,0.53389,81,81,0.42457,0.64321
1990,66 and older,Lower Saxony,No,0.91447,109,109,0.86173,0.96722
1990,66 and older,North Rhine-Westphalia,No,0.96937,228,228,0.94696,0.99179
1990,66 and older,Hesse,No,0.91223,101,101,0.85677,0.96769
1990,66 and older,"Rhineland-Palatinate, Saarland",No,0.93993,85,85,0.88911,0.99074
1990,66 and older,Baden-Wuerttemberg,No,0.98919,161,161,0.97317,1.00521
1990,66 and older,Bavaria,No,0.98637,195,195,0.97005,1.00268
1990,66 and older,Berlin,No,0.78413,34,34,0.64375,0.92450
1991,17-29 y.,Schleswig-Holstein,No,0.92697,75,75,0.86769,0.98625
1991,17-29 y.,Hamburg,No,0.97306,34,34,0.91782,1.02830
1991,17-29 y.,Lower Saxony,No,0.95051,270,270,0.92460,0.97643
1991,17-29 y.,North Rhine-Westphalia,No,0.95699,696,696,0.94191,0.97208
1991,17-29 y.,Hesse,No,0.96460,240,240,0.94117,0.98802
1991,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.95081,178,178,0.91895,0.98267
1991,17-29 y.,Baden-Wuerttemberg,No,0.97225,522,522,0.95815,0.98636
1991,17-29 y.,Bavaria,No,0.95764,447,447,0.93894,0.97633
1991,17-29 y.,Berlin,No,0.92794,146,146,0.88586,0.97003
1991,17-29 y.,Brandenburg,No,0.92243,138,138,0.87763,0.96722
1991,17-29 y.,Mecklenburg-Western Pomerania,No,0.84863,103,103,0.77907,0.91818
1991,17-29 y.,Saxony,No,0.86372,247,247,0.82085,0.90660
1991,17-29 y.,Saxony-Anhalt,No,0.85905,164,164,0.80562,0.91247
1991,17-29 y.,Thuringa,No,0.81977,153,153,0.75867,0.88088
1991,30-45 y.,Schleswig-Holstein,No,0.91473,78,78,0.85234,0.97711
1991,30-45 y.,Hamburg,No,0.96235,42,42,0.90408,1.02062
1991,30-45 y.,Lower Saxony,No,0.95622,235,235,0.93001,0.98244
1991,30-45 y.,North Rhine-Westphalia,Yes,0.04419,34,819,0.03010,0.05827
1991,30-45 y.,North Rhine-Westphalia,No,0.94691,785,819,0.93155,0.96228
1991,30-45 y.,Hesse,No,0.96301,280,280,0.94086,0.98515
1991,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.91557,170,170,0.87366,0.95749
1991,30-45 y.,Baden-Wuerttemberg,No,0.94568,513,513,0.92605,0.96531
1991,30-45 y.,Bavaria,No,0.95824,453,453,0.93980,0.97668
1991,30-45 y.,Berlin,No,0.93186,182,182,0.89515,0.96857
1991,30-45 y.,Brandenburg,Yes,0.11251,31,261,0.07410,0.15092
1991,30-45 y.,Brandenburg,No,0.88749,230,261,0.84908,0.92590
1991,30-45 y.,Mecklenburg-Western Pomerania,No,0.87150,144,144,0.81665,0.92635
1991,30-45 y.,Saxony,Yes,0.09736,40,437,0.06953,0.12519
1991,30-45 y.,Saxony,No,0.90264,397,437,0.87481,0.93047
1991,30-45 y.,Saxony-Anhalt,No,0.91685,256,256,0.88296,0.95074
1991,30-45 y.,Thuringa,No,0.89288,214,214,0.85134,0.93441
1991,46-65 y.,Schleswig-Holstein,No,0.91869,91,91,0.86223,0.97516
1991,46-65 y.,Hamburg,No,0.87736,42,42,0.77695,0.97777
1991,46-65 y.,Lower Saxony,No,0.92040,296,296,0.88951,0.95129
1991,46-65 y.,North Rhine-Westphalia,Yes,0.03773,36,707,0.02367,0.05178
1991,46-65 y.,North Rhine-Westphalia,No,0.94175,671,707,0.92448,0.95903
1991,46-65 y.,Hesse,No,0.96664,295,295,0.94611,0.98717
1991,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.91573,193,193,0.87644,0.95502
1991,46-65 y.,Baden-Wuerttemberg,No,0.96681,515,515,0.95132,0.98229
1991,46-65 y.,Bavaria,No,0.95260,428,428,0.93244,0.97275
1991,46-65 y.,Berlin,No,0.93358,178,178,0.89690,0.97027
1991,46-65 y.,Brandenburg,No,0.83760,176,176,0.78296,0.89225
1991,46-65 y.,Mecklenburg-Western Pomerania,No,0.86568,136,136,0.80816,0.92320
1991,46-65 y.,Saxony,Yes,0.10065,38,385,0.07056,0.13074
1991,46-65 y.,Saxony,No,0.88652,347,385,0.85480,0.91825
1991,46-65 y.,Saxony-Anhalt,No,0.88853,202,202,0.84502,0.93204
1991,46-65 y.,Thuringa,No,0.87932,183,183,0.83200,0.92665
1991,66 and older,Lower Saxony,No,0.96481,111,111,0.93037,0.99924
1991,66 and older,North Rhine-Westphalia,No,0.96323,235,235,0.93912,0.98734
1991,66 and older,Hesse,No,0.93184,102,102,0.88268,0.98099
1991,66 and older,"Rhineland-Palatinate, Saarland",No,0.90583,83,83,0.84262,0.96905
1991,66 and older,Baden-Wuerttemberg,No,0.97759,159,159,0.95451,1.00067
1991,66 and older,Bavaria,No,0.97454,198,198,0.95255,0.99654
1991,66 and older,Berlin,No,0.97314,45,45,0.92536,1.02091
1991,66 and older,Saxony,No,0.98756,122,122,0.96781,1.00731
1991,66 and older,Saxony-Anhalt,No,0.99215,88,88,0.97360,1.01070
1991,66 and older,Thuringa,No,0.96065,65,65,0.91301,1.00828
1992,17-29 y.,Schleswig-Holstein,No,0.94801,63,63,0.89275,1.00327
1992,17-29 y.,Lower Saxony,No,0.94824,257,257,0.92110,0.97538
1992,17-29 y.,North Rhine-Westphalia,Yes,0.05009,34,699,0.03390,0.06627
1992,17-29 y.,North Rhine-Westphalia,No,0.92470,665,699,0.90512,0.94427
1992,17-29 y.,Hesse,No,0.95515,247,247,0.92929,0.98102
1992,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.94479,166,166,0.90994,0.97964
1992,17-29 y.,Baden-Wuerttemberg,No,0.96587,522,522,0.95028,0.98146
1992,17-29 y.,Bavaria,No,0.98255,468,468,0.97067,0.99443
1992,17-29 y.,Berlin,No,0.87933,142,142,0.82556,0.93310
1992,17-29 y.,Brandenburg,No,0.83137,128,128,0.76625,0.89649
1992,17-29 y.,Mecklenburg-Western Pomerania,No,0.80824,84,84,0.72354,0.89294
1992,17-29 y.,Saxony,Yes,0.16566,36,242,0.11872,0.21260
1992,17-29 y.,Saxony,No,0.82180,206,242,0.77348,0.87011
1992,17-29 y.,Saxony-Anhalt,No,0.87193,158,158,0.81966,0.92420
1992,17-29 y.,Thuringa,Yes,0.25322,36,173,0.18823,0.31821
1992,17-29 y.,Thuringa,No,0.73227,137,173,0.66610,0.79844
1992,30-45 y.,Schleswig-Holstein,No,0.97506,77,77,0.94000,1.01012
1992,30-45 y.,Hamburg,No,0.98062,48,48,0.94121,1.02003
1992,30-45 y.,Lower Saxony,No,0.94556,238,238,0.91668,0.97445
1992,30-45 y.,North Rhine-Westphalia,No,0.95328,798,798,0.93863,0.96793
1992,30-45 y.,Hesse,No,0.96639,274,274,0.94501,0.98777
1992,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.95452,187,187,0.92458,0.98446
1992,30-45 y.,Baden-Wuerttemberg,No,0.95467,500,500,0.93642,0.97292
1992,30-45 y.,Bavaria,No,0.96830,470,470,0.95244,0.98415
1992,30-45 y.,Berlin,No,0.84517,174,174,0.79127,0.89908
1992,30-45 y.,Brandenburg,Yes,0.15997,42,248,0.11426,0.20569
1992,30-45 y.,Brandenburg,No,0.84003,206,248,0.79431,0.88574
1992,30-45 y.,Mecklenburg-Western Pomerania,No,0.75827,116,116,0.68002,0.83652
1992,30-45 y.,Saxony,Yes,0.16763,64,408,0.13134,0.20392
1992,30-45 y.,Saxony,No,0.81637,344,408,0.77875,0.85399
1992,30-45 y.,Saxony-Anhalt,Yes,0.15337,39,269,0.11022,0.19651
1992,30-45 y.,Saxony-Anhalt,No,0.82059,230,269,0.77465,0.86653
1992,30-45 y.,Thuringa,Yes,0.19458,43,234,0.14375,0.24542
1992,30-45 y.,Thuringa,No,0.80103,191,234,0.74977,0.85229
1992,46-65 y.,Schleswig-Holstein,No,0.91961,85,85,0.86146,0.97775
1992,46-65 y.,Hamburg,No,0.84630,38,38,0.73009,0.96252
1992,46-65 y.,Lower Saxony,No,0.93552,305,305,0.90791,0.96313
1992,46-65 y.,North Rhine-Westphalia,Yes,0.05556,45,705,0.03864,0.07248
1992,46-65 y.,North Rhine-Westphalia,No,0.91864,660,705,0.89845,0.93884
1992,46-65 y.,Hesse,No,0.93509,272,272,0.90576,0.96442
1992,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.89186,171,171,0.84517,0.93854
1992,46-65 y.,Baden-Wuerttemberg,Yes,0.03608,31,498,0.01968,0.05247
1992,46-65 y.,Baden-Wuerttemberg,No,0.89862,467,498,0.87208,0.92515
1992,46-65 y.,Bavaria,No,0.92894,435,435,0.90476,0.95311
1992,46-65 y.,Berlin,No,0.90253,174,174,0.85834,0.94673
1992,46-65 y.,Brandenburg,No,0.87043,177,177,0.82082,0.92005
1992,46-65 y.,Mecklenburg-Western Pomerania,No,0.80515,116,116,0.73276,0.87755
1992,46-65 y.,Saxony,Yes,0.19018,70,372,0.15024,0.23011
1992,46-65 y.,Saxony,No,0.80010,302,372,0.75940,0.84079
1992,46-65 y.,Saxony-Anhalt,Yes,0.18157,39,219,0.13040,0.23274
1992,46-65 y.,Saxony-Anhalt,No,0.79216,180,219,0.73829,0.84602
1992,46-65 y.,Thuringa,No,0.84245,166,166,0.78686,0.89804
1992,66 and older,Lower Saxony,No,0.93410,104,104,0.88618,0.98202
1992,66 and older,North Rhine-Westphalia,No,0.95899,237,237,0.93369,0.98430
1992,66 and older,Hesse,No,0.92530,105,105,0.87477,0.97583
1992,66 and older,"Rhineland-Palatinate, Saarland",No,0.98051,95,95,0.95257,1.00846
1992,66 and older,Baden-Wuerttemberg,No,0.88798,146,146,0.83665,0.93932
1992,66 and older,Bavaria,No,0.93079,188,188,0.89442,0.96717
1992,66 and older,Berlin,No,0.92883,39,39,0.84709,1.01058
1992,66 and older,Saxony,No,0.95939,119,119,0.92377,0.99500
1992,66 and older,Saxony-Anhalt,No,0.97034,85,85,0.93406,1.00662
1992,66 and older,Thuringa,No,0.96397,69,69,0.91967,1.00826
1993,17-29 y.,Schleswig-Holstein,No,0.89390,63,63,0.81725,0.97056
1993,17-29 y.,Lower Saxony,No,0.90718,255,255,0.87150,0.94287
1993,17-29 y.,North Rhine-Westphalia,Yes,0.06021,46,677,0.04228,0.07814
1993,17-29 y.,North Rhine-Westphalia,No,0.93092,631,677,0.91180,0.95004
1993,17-29 y.,Hesse,No,0.95952,242,242,0.93464,0.98440
1993,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.94494,147,147,0.90794,0.98194
