year,bula_h,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Schleswig-Holstein,No,0.74601,259,259,0.69289,0.79913
1992,Hamburg,No,0.83462,145,145,0.77394,0.89530
1992,Lower Saxony,Yes,0.02317,37,941,0.01355,0.03279
1992,Lower Saxony,No,0.78499,904,941,0.75873,0.81126
1992,Bremen,No,0.82319,86,86,0.74208,0.90429
1992,North Rhine-Westphalia,Yes,0.03203,105,2465,0.02508,0.03899
1992,North Rhine-Westphalia,No,0.76837,2360,2465,0.75171,0.78503
1992,Hesse,Yes,0.02741,37,935,0.01694,0.03789
1992,Hesse,No,0.80437,898,935,0.77893,0.82982
1992,"Rhineland-Palatinate, Saarland",No,0.78769,619,619,0.75545,0.81994
1992,Baden-Wuerttemberg,Yes,0.01755,62,1697,0.01130,0.02380
1992,Baden-Wuerttemberg,No,0.75067,1635,1697,0.73008,0.77126
1992,Bavaria,Yes,0.01995,50,1611,0.01312,0.02678
1992,Bavaria,No,0.78583,1561,1611,0.76580,0.80587
1992,Berlin,Yes,0.08142,63,592,0.05937,0.10347
1992,Berlin,No,0.74758,529,592,0.71255,0.78260
1992,Brandenburg,Yes,0.10328,86,659,0.08003,0.12653
1992,Brandenburg,No,0.71103,573,659,0.67640,0.74567
1992,Mecklenburg-Western Pomerania,Yes,0.13742,68,408,0.10398,0.17087
1992,Mecklenburg-Western Pomerania,No,0.63844,340,408,0.59176,0.68512
1992,Saxony,Yes,0.12020,171,1142,0.10133,0.13906
1992,Saxony,No,0.68302,971,1142,0.65602,0.71002
1992,Saxony-Anhalt,Yes,0.10689,103,756,0.08485,0.12893
1992,Saxony-Anhalt,No,0.71614,653,756,0.68398,0.74830
1992,Thuringa,Yes,0.12168,106,669,0.09689,0.14647
1992,Thuringa,No,0.65490,563,669,0.61885,0.69095
1993,Schleswig-Holstein,No,0.75129,266,266,0.69925,0.80334
1993,Hamburg,No,0.86118,135,135,0.80263,0.91972
1993,Lower Saxony,Yes,0.03541,50,967,0.02376,0.04707
1993,Lower Saxony,No,0.78250,917,967,0.75648,0.80851
1993,Bremen,No,0.80683,84,84,0.72190,0.89176
1993,North Rhine-Westphalia,Yes,0.03229,118,2452,0.02529,0.03929
1993,North Rhine-Westphalia,No,0.76965,2334,2452,0.75298,0.78632
1993,Hesse,Yes,0.03561,39,914,0.02359,0.04763
1993,Hesse,No,0.79329,875,914,0.76702,0.81956
1993,"Rhineland-Palatinate, Saarland",Yes,0.04189,35,635,0.02630,0.05749
1993,"Rhineland-Palatinate, Saarland",No,0.78790,600,635,0.75608,0.81972
1993,Baden-Wuerttemberg,Yes,0.02128,74,1758,0.01454,0.02803
1993,Baden-Wuerttemberg,No,0.78099,1684,1758,0.76165,0.80033
1993,Bavaria,Yes,0.02154,54,1596,0.01441,0.02866
1993,Bavaria,No,0.80189,1542,1596,0.78233,0.82145
1993,Berlin,Yes,0.06413,54,556,0.04375,0.08452
1993,Berlin,No,0.74084,502,556,0.70438,0.77729
1993,Brandenburg,Yes,0.09958,80,626,0.07611,0.12306
1993,Brandenburg,No,0.72134,546,626,0.68619,0.75649
1993,Mecklenburg-Western Pomerania,Yes,0.14181,68,405,0.10779,0.17583
1993,Mecklenburg-Western Pomerania,No,0.64273,337,405,0.59601,0.68946
1993,Saxony,Yes,0.13142,173,1106,0.11150,0.15134
1993,Saxony,No,0.67897,933,1106,0.65144,0.70650
1993,Saxony-Anhalt,Yes,0.12636,115,730,0.10224,0.15048
1993,Saxony-Anhalt,No,0.69523,615,730,0.66181,0.72864
1993,Thuringa,Yes,0.11600,92,655,0.09146,0.14054
1993,Thuringa,No,0.67674,563,655,0.64089,0.71259
1994,Schleswig-Holstein,No,0.74740,263,263,0.69478,0.80001
1994,Hamburg,No,0.83441,138,138,0.77216,0.89665
1994,Lower Saxony,Yes,0.04364,56,959,0.03070,0.05657
1994,Lower Saxony,No,0.77631,903,959,0.74992,0.80269
1994,Bremen,No,0.78872,79,79,0.69813,0.87931
1994,North Rhine-Westphalia,Yes,0.03800,156,2423,0.03039,0.04562
1994,North Rhine-Westphalia,No,0.76674,2267,2423,0.74990,0.78359
1994,Hesse,Yes,0.03635,47,915,0.02421,0.04848
1994,Hesse,No,0.81548,868,915,0.79033,0.84063
1994,"Rhineland-Palatinate, Saarland",Yes,0.03686,35,630,0.02214,0.05159
1994,"Rhineland-Palatinate, Saarland",No,0.78299,595,630,0.75077,0.81520
1994,Baden-Wuerttemberg,Yes,0.03044,98,1720,0.02232,0.03856
1994,Baden-Wuerttemberg,No,0.77195,1622,1720,0.75212,0.79179
1994,Bavaria,Yes,0.04589,91,1578,0.03556,0.05622
1994,Bavaria,No,0.77089,1487,1578,0.75014,0.79163
1994,Berlin,Yes,0.06662,51,550,0.04576,0.08748
1994,Berlin,No,0.75529,499,550,0.71933,0.79125
1994,Brandenburg,Yes,0.09980,85,601,0.07582,0.12379
1994,Brandenburg,No,0.71951,516,601,0.68356,0.75545
1994,Mecklenburg-Western Pomerania,Yes,0.14527,72,409,0.11108,0.17946
1994,Mecklenburg-Western Pomerania,No,0.63604,337,409,0.58935,0.68273
1994,Saxony,Yes,0.12871,175,1117,0.10906,0.14836
1994,Saxony,No,0.68193,942,1117,0.65461,0.70926
1994,Saxony-Anhalt,Yes,0.14227,104,695,0.11628,0.16826
1994,Saxony-Anhalt,No,0.68718,591,695,0.65269,0.72168
1994,Thuringa,Yes,0.11548,96,658,0.09104,0.13992
1994,Thuringa,No,0.68238,562,658,0.64678,0.71798
1995,Schleswig-Holstein,No,0.71118,259,259,0.65588,0.76648
1995,Hamburg,No,0.82338,125,125,0.75626,0.89050
1995,Lower Saxony,Yes,0.04967,73,1030,0.03639,0.06294
1995,Lower Saxony,No,0.74338,957,1030,0.71670,0.77007
1995,Bremen,No,0.82287,83,83,0.74024,0.90551
1995,North Rhine-Westphalia,Yes,0.04247,171,2557,0.03465,0.05029
1995,North Rhine-Westphalia,No,0.76865,2386,2557,0.75230,0.78499
1995,Hesse,Yes,0.03775,49,927,0.02547,0.05002
1995,Hesse,No,0.78333,878,927,0.75679,0.80986
1995,"Rhineland-Palatinate, Saarland",Yes,0.05424,50,706,0.03752,0.07096
1995,"Rhineland-Palatinate, Saarland",No,0.74585,656,706,0.71371,0.77799
1995,Baden-Wuerttemberg,Yes,0.03437,105,1773,0.02588,0.04285
1995,Baden-Wuerttemberg,No,0.76348,1668,1773,0.74369,0.78327
1995,Bavaria,Yes,0.04306,96,1674,0.03334,0.05279
1995,Bavaria,No,0.77280,1578,1674,0.75272,0.79288
1995,Berlin,Yes,0.06842,53,561,0.04751,0.08933
1995,Berlin,No,0.74912,508,561,0.71321,0.78502
1995,Brandenburg,Yes,0.07570,57,584,0.05423,0.09718
1995,Brandenburg,No,0.74742,527,584,0.71215,0.78269
1995,Mecklenburg-Western Pomerania,Yes,0.12022,53,409,0.08867,0.15178
1995,Mecklenburg-Western Pomerania,No,0.68017,356,409,0.63492,0.72543
1995,Saxony,Yes,0.10434,136,1076,0.08606,0.12261
1995,Saxony,No,0.70279,940,1076,0.67547,0.73011
1995,Saxony-Anhalt,Yes,0.11599,101,677,0.09185,0.14013
1995,Saxony-Anhalt,No,0.71933,576,677,0.68546,0.75320
1995,Thuringa,Yes,0.10405,85,646,0.08048,0.12761
1995,Thuringa,No,0.69643,561,646,0.66094,0.73191
1996,Schleswig-Holstein,No,0.74510,265,265,0.69253,0.79767
1996,Hamburg,No,0.80509,120,120,0.73392,0.87627
1996,Lower Saxony,Yes,0.05418,75,1019,0.04028,0.06809
1996,Lower Saxony,No,0.74469,944,1019,0.71790,0.77147
1996,Bremen,No,0.84847,86,86,0.77224,0.92470
1996,North Rhine-Westphalia,Yes,0.04437,152,2496,0.03629,0.05245
1996,North Rhine-Westphalia,No,0.75595,2344,2496,0.73910,0.77280
1996,Hesse,Yes,0.04089,48,891,0.02788,0.05391
1996,Hesse,No,0.77943,843,891,0.75219,0.80667
1996,"Rhineland-Palatinate, Saarland",Yes,0.04567,46,683,0.03000,0.06134
1996,"Rhineland-Palatinate, Saarland",No,0.74573,637,683,0.71305,0.77841
1996,Baden-Wuerttemberg,Yes,0.03509,100,1681,0.02629,0.04389
1996,Baden-Wuerttemberg,No,0.75956,1581,1681,0.73912,0.77999
1996,Bavaria,Yes,0.05016,111,1621,0.03953,0.06079
1996,Bavaria,No,0.75606,1510,1621,0.73515,0.77697
1996,Berlin,Yes,0.06711,48,519,0.04557,0.08866
1996,Berlin,No,0.72387,471,519,0.68537,0.76237
1996,Brandenburg,Yes,0.09587,74,579,0.07187,0.11987
1996,Brandenburg,No,0.71399,505,579,0.67715,0.75083
1996,Mecklenburg-Western Pomerania,Yes,0.12130,56,384,0.08860,0.15400
1996,Mecklenburg-Western Pomerania,No,0.66766,328,384,0.62049,0.71484
1996,Saxony,Yes,0.10299,134,1070,0.08477,0.12121
1996,Saxony,No,0.69103,936,1070,0.66333,0.71873
1996,Saxony-Anhalt,Yes,0.10478,90,663,0.08145,0.12811
1996,Saxony-Anhalt,No,0.72957,573,663,0.69573,0.76341
1996,Thuringa,Yes,0.10422,87,643,0.08058,0.12785
1996,Thuringa,No,0.68851,556,643,0.65269,0.72434
1997,Schleswig-Holstein,No,0.72782,254,254,0.67297,0.78266
1997,Hamburg,No,0.81663,116,116,0.74591,0.88736
1997,Lower Saxony,Yes,0.05107,74,1037,0.03766,0.06447
1997,Lower Saxony,No,0.76515,963,1037,0.73933,0.79096
1997,Bremen,No,0.85922,87,87,0.78571,0.93273
1997,North Rhine-Westphalia,Yes,0.04913,170,2506,0.04067,0.05760
1997,North Rhine-Westphalia,No,0.77538,2336,2506,0.75903,0.79172
1997,Hesse,Yes,0.05567,49,847,0.04022,0.07112
1997,Hesse,No,0.78412,798,847,0.75640,0.81185
1997,"Rhineland-Palatinate, Saarland",Yes,0.05813,53,711,0.04092,0.07534
1997,"Rhineland-Palatinate, Saarland",No,0.75868,658,711,0.72720,0.79015
1997,Baden-Wuerttemberg,Yes,0.03692,124,1706,0.02797,0.04587
1997,Baden-Wuerttemberg,No,0.76608,1582,1706,0.74598,0.78617
1997,Bavaria,Yes,0.04193,96,1623,0.03217,0.05168
1997,Bavaria,No,0.77895,1527,1623,0.75876,0.79914
1997,Berlin,Yes,0.09183,60,510,0.06674,0.11692
1997,Berlin,No,0.73369,450,510,0.69529,0.77210
1997,Brandenburg,Yes,0.08855,66,595,0.06570,0.11139
1997,Brandenburg,No,0.75624,529,595,0.72171,0.79077
1997,Mecklenburg-Western Pomerania,Yes,0.13207,53,390,0.09843,0.16572
1997,Mecklenburg-Western Pomerania,No,0.71210,337,390,0.66710,0.75709
1997,Saxony,Yes,0.09824,125,1087,0.08053,0.11594
1997,Saxony,No,0.73689,962,1087,0.71070,0.76308
1997,Saxony-Anhalt,Yes,0.13755,102,666,0.11137,0.16373
1997,Saxony-Anhalt,No,0.72735,564,666,0.69350,0.76120
1997,Thuringa,Yes,0.09817,82,661,0.07547,0.12087
1997,Thuringa,No,0.70395,579,661,0.66912,0.73878
1998,Schleswig-Holstein,No,0.76777,332,332,0.72228,0.81326
1998,Hamburg,No,0.82517,146,146,0.76335,0.88699
1998,Lower Saxony,Yes,0.05370,78,1182,0.04084,0.06656
1998,Lower Saxony,No,0.74913,1104,1182,0.72441,0.77386
1998,Bremen,No,0.85936,93,93,0.78832,0.93040
1998,North Rhine-Westphalia,Yes,0.04834,181,2824,0.04043,0.05625
1998,North Rhine-Westphalia,No,0.77094,2643,2824,0.75544,0.78644
1998,Hesse,Yes,0.04297,48,943,0.03002,0.05592
1998,Hesse,No,0.78387,895,943,0.75758,0.81015
1998,"Rhineland-Palatinate, Saarland",Yes,0.03359,33,800,0.02110,0.04609
1998,"Rhineland-Palatinate, Saarland",No,0.78544,767,800,0.75698,0.81391
1998,Baden-Wuerttemberg,Yes,0.03722,119,1795,0.02846,0.04598
1998,Baden-Wuerttemberg,No,0.76899,1676,1795,0.74949,0.78850
1998,Bavaria,Yes,0.03916,102,1855,0.03033,0.04799
1998,Bavaria,No,0.78118,1753,1855,0.76236,0.80000
1998,Berlin,Yes,0.07371,48,523,0.05129,0.09612
1998,Berlin,No,0.74652,475,523,0.70921,0.78384
1998,Brandenburg,Yes,0.10523,88,610,0.08086,0.12961
1998,Brandenburg,No,0.72648,522,610,0.69108,0.76189
1998,Mecklenburg-Western Pomerania,Yes,0.12669,62,406,0.09430,0.15909
1998,Mecklenburg-Western Pomerania,No,0.69552,344,406,0.65070,0.74034
1998,Saxony,Yes,0.09594,146,1169,0.07905,0.11283
1998,Saxony,No,0.73112,1023,1169,0.70569,0.75654
1998,Saxony-Anhalt,Yes,0.14998,111,683,0.12318,0.17677
1998,Saxony-Anhalt,No,0.70714,572,683,0.67299,0.74130
1998,Thuringa,Yes,0.11933,106,724,0.09570,0.14296
1998,Thuringa,No,0.68645,618,724,0.65263,0.72027
1999,Schleswig-Holstein,No,0.76198,309,309,0.71442,0.80954
1999,Hamburg,No,0.83106,132,132,0.76689,0.89522
1999,Lower Saxony,Yes,0.04373,59,1161,0.03196,0.05550
1999,Lower Saxony,No,0.77100,1102,1161,0.74681,0.79518
1999,Bremen,No,0.86616,83,83,0.79247,0.93986
1999,North Rhine-Westphalia,Yes,0.04084,154,2691,0.03336,0.04832
1999,North Rhine-Westphalia,No,0.78118,2537,2691,0.76555,0.79680
1999,Hesse,Yes,0.03420,32,891,0.02226,0.04614
1999,Hesse,No,0.79622,859,891,0.76976,0.82269
1999,"Rhineland-Palatinate, Saarland",Yes,0.03920,38,769,0.02547,0.05292
1999,"Rhineland-Palatinate, Saarland",No,0.78633,731,769,0.75734,0.81532
1999,Baden-Wuerttemberg,Yes,0.04143,98,1724,0.03202,0.05084
1999,Baden-Wuerttemberg,No,0.76914,1626,1724,0.74924,0.78904
1999,Bavaria,Yes,0.02801,71,1791,0.02037,0.03566
1999,Bavaria,No,0.80175,1720,1791,0.78328,0.82022
1999,Berlin,Yes,0.07338,51,512,0.05077,0.09599
1999,Berlin,No,0.74388,461,512,0.70604,0.78173
1999,Brandenburg,Yes,0.08694,65,587,0.06412,0.10975
1999,Brandenburg,No,0.74386,522,587,0.70851,0.77920
1999,Mecklenburg-Western Pomerania,Yes,0.08635,36,395,0.05862,0.11409
1999,Mecklenburg-Western Pomerania,No,0.73954,359,395,0.69621,0.78288
1999,Saxony,Yes,0.10346,152,1144,0.08580,0.12112
1999,Saxony,No,0.73722,992,1144,0.71171,0.76274
1999,Saxony-Anhalt,Yes,0.10451,90,689,0.08165,0.12737
1999,Saxony-Anhalt,No,0.77434,599,689,0.74310,0.80557
1999,Thuringa,Yes,0.10165,80,711,0.07942,0.12387
1999,Thuringa,No,0.71049,631,711,0.67713,0.74385
2000,Schleswig-Holstein,No,0.80724,688,688,0.77774,0.83674
2000,Hamburg,No,0.82635,284,284,0.78222,0.87049
2000,Lower Saxony,Yes,0.02965,80,2026,0.02227,0.03704
2000,Lower Saxony,No,0.78068,1946,2026,0.76266,0.79870
2000,Bremen,No,0.80328,174,174,0.74404,0.86252
2000,North Rhine-Westphalia,Yes,0.03471,253,5141,0.02970,0.03971
2000,North Rhine-Westphalia,No,0.79647,4888,5141,0.78546,0.80747
2000,Hesse,Yes,0.03366,71,1671,0.02501,0.04231
2000,Hesse,No,0.78780,1600,1671,0.76819,0.80741
2000,"Rhineland-Palatinate, Saarland",Yes,0.02959,60,1462,0.02090,0.03828
2000,"Rhineland-Palatinate, Saarland",No,0.77459,1402,1462,0.75317,0.79602
2000,Baden-Wuerttemberg,Yes,0.02392,108,2957,0.01841,0.02943
2000,Baden-Wuerttemberg,No,0.78018,2849,2957,0.76525,0.79510
2000,Bavaria,Yes,0.02773,127,3373,0.02219,0.03327
2000,Bavaria,No,0.80944,3246,3373,0.79618,0.82269
2000,Berlin,Yes,0.07155,72,811,0.05380,0.08930
2000,Berlin,No,0.74118,739,811,0.71102,0.77135
2000,Brandenburg,Yes,0.09873,128,1017,0.08039,0.11708
2000,Brandenburg,No,0.76169,889,1017,0.73549,0.78788
2000,Mecklenburg-Western Pomerania,Yes,0.07649,56,566,0.05458,0.09841
2000,Mecklenburg-Western Pomerania,No,0.77187,510,566,0.73727,0.80647
2000,Saxony,Yes,0.10055,229,1776,0.08656,0.11454
2000,Saxony,No,0.73766,1547,1776,0.71719,0.75812
2000,Saxony-Anhalt,Yes,0.12237,152,1060,0.10263,0.14211
2000,Saxony-Anhalt,No,0.75167,908,1060,0.72565,0.77769
2000,Thuringa,Yes,0.09622,116,1052,0.07839,0.11405
2000,Thuringa,No,0.75208,936,1052,0.72597,0.77818
2001,Schleswig-Holstein,Yes,0.04823,34,647,0.03171,0.06475
2001,Schleswig-Holstein,No,0.77906,613,647,0.74707,0.81106
2001,Hamburg,No,0.83216,264,264,0.78699,0.87733
2001,Lower Saxony,Yes,0.04105,99,1853,0.03201,0.05008
2001,Lower Saxony,No,0.77109,1754,1853,0.75196,0.79023
2001,Bremen,No,0.76189,140,140,0.69109,0.83270
2001,North Rhine-Westphalia,Yes,0.03829,212,4647,0.03277,0.04380
2001,North Rhine-Westphalia,No,0.79142,4435,4647,0.77973,0.80310
2001,Hesse,Yes,0.04181,69,1482,0.03161,0.05200
2001,Hesse,No,0.77926,1413,1482,0.75814,0.80039
2001,"Rhineland-Palatinate, Saarland",Yes,0.03486,60,1353,0.02508,0.04464
2001,"Rhineland-Palatinate, Saarland",No,0.76160,1293,1353,0.73889,0.78432
2001,Baden-Wuerttemberg,Yes,0.02155,85,2600,0.01597,0.02713
2001,Baden-Wuerttemberg,No,0.78205,2515,2600,0.76617,0.79792
2001,Bavaria,Yes,0.02986,110,3039,0.02381,0.03591
2001,Bavaria,No,0.81220,2929,3039,0.79832,0.82609
2001,Berlin,Yes,0.07060,75,790,0.05273,0.08847
2001,Berlin,No,0.74465,715,790,0.71422,0.77508
2001,Brandenburg,Yes,0.09523,108,956,0.07662,0.11385
2001,Brandenburg,No,0.76897,848,956,0.74224,0.79570
2001,Mecklenburg-Western Pomerania,Yes,0.10120,59,512,0.07505,0.12735
2001,Mecklenburg-Western Pomerania,No,0.75154,453,512,0.71407,0.78901
2001,Saxony,Yes,0.09317,200,1642,0.07910,0.10723
2001,Saxony,No,0.75772,1442,1642,0.73698,0.77845
2001,Saxony-Anhalt,Yes,0.12910,146,1002,0.10833,0.14987
2001,Saxony-Anhalt,No,0.74738,856,1002,0.72046,0.77430
2001,Thuringa,Yes,0.10745,118,967,0.08792,0.12698
2001,Thuringa,No,0.75914,849,967,0.73218,0.78611
2002,Schleswig-Holstein,No,0.79131,689,689,0.76094,0.82168
2002,Hamburg,No,0.85000,317,317,0.81062,0.88937
2002,Lower Saxony,Yes,0.04923,106,1978,0.03969,0.05876
2002,Lower Saxony,No,0.76637,1872,1978,0.74772,0.78503
2002,Bremen,No,0.78501,157,157,0.72054,0.84947
2002,North Rhine-Westphalia,Yes,0.04823,236,4869,0.04221,0.05425
2002,North Rhine-Westphalia,No,0.78695,4633,4869,0.77544,0.79845
2002,Hesse,Yes,0.03549,59,1639,0.02653,0.04445
2002,Hesse,No,0.77636,1580,1639,0.75618,0.79654
2002,"Rhineland-Palatinate, Saarland",Yes,0.04167,65,1376,0.03111,0.05224
2002,"Rhineland-Palatinate, Saarland",No,0.75796,1311,1376,0.73532,0.78060
2002,Baden-Wuerttemberg,Yes,0.02958,101,2800,0.02330,0.03585
