year,age_gr,quintil_oecd,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,66 and older,1st Quintile,No,0.98078,306,306,0.96537,0.99619
1987,66 and older,2nd Quintile,No,0.96799,222,222,0.94478,0.99120
1987,66 and older,3rd Quintile,No,0.98890,209,209,0.97467,1.00314
1987,66 and older,4th Quintile,No,0.97929,163,163,0.95736,1.00122
1987,66 and older,5th Quintile,No,0.99074,150,150,0.97535,1.00612
1988,17-29 y.,1st Quintile,Yes,0.08766,62,622,0.06542,0.10991
1988,17-29 y.,1st Quintile,No,0.89774,560,622,0.87391,0.92157
1988,17-29 y.,2nd Quintile,No,0.93424,528,528,0.91308,0.95540
1988,17-29 y.,3rd Quintile,Yes,0.05989,36,603,0.04093,0.07884
1988,17-29 y.,3rd Quintile,No,0.93627,567,603,0.91676,0.95579
1988,17-29 y.,4th Quintile,Yes,0.05110,37,616,0.03370,0.06851
1988,17-29 y.,4th Quintile,No,0.94206,579,616,0.92359,0.96052
1988,17-29 y.,5th Quintile,No,0.97621,423,423,0.96167,0.99075
1988,30-45 y.,1st Quintile,Yes,0.14990,64,525,0.11934,0.18047
1988,30-45 y.,1st Quintile,No,0.82713,461,525,0.79476,0.85951
1988,30-45 y.,2nd Quintile,No,0.94816,614,614,0.93060,0.96571
1988,30-45 y.,3rd Quintile,No,0.95787,570,570,0.94137,0.97438
1988,30-45 y.,4th Quintile,No,0.94933,535,535,0.93073,0.96793
1988,30-45 y.,5th Quintile,No,0.97408,596,596,0.96131,0.98685
1988,46-65 y.,1st Quintile,Yes,0.12024,67,497,0.09162,0.14887
1988,46-65 y.,1st Quintile,No,0.86623,430,497,0.83628,0.89619
1988,46-65 y.,2nd Quintile,Yes,0.04268,32,503,0.02500,0.06036
1988,46-65 y.,2nd Quintile,No,0.94385,471,503,0.92371,0.96398
1988,46-65 y.,3rd Quintile,Yes,0.05210,38,614,0.03451,0.06970
1988,46-65 y.,3rd Quintile,No,0.93126,576,614,0.91123,0.95129
1988,46-65 y.,4th Quintile,Yes,0.03955,37,719,0.02529,0.05380
1988,46-65 y.,4th Quintile,No,0.94599,682,719,0.92946,0.96253
1988,46-65 y.,5th Quintile,No,0.97061,709,709,0.95817,0.98305
1988,66 and older,1st Quintile,No,0.99150,277,277,0.98067,1.00233
1988,66 and older,2nd Quintile,No,0.98791,260,260,0.97459,1.00122
1988,66 and older,3rd Quintile,No,0.97341,173,173,0.94937,0.99745
1988,66 and older,4th Quintile,No,0.98321,156,156,0.96298,1.00344
1988,66 and older,5th Quintile,No,0.97805,154,154,0.95484,1.00127
1989,17-29 y.,1st Quintile,Yes,0.08799,53,528,0.06380,0.11217
1989,17-29 y.,1st Quintile,No,0.81923,475,528,0.78637,0.85209
1989,17-29 y.,2nd Quintile,No,0.89603,494,494,0.86909,0.92297
1989,17-29 y.,3rd Quintile,No,0.91970,467,467,0.89503,0.94438
1989,17-29 y.,4th Quintile,No,0.94236,574,574,0.92327,0.96144
1989,17-29 y.,5th Quintile,No,0.95427,397,397,0.93370,0.97485
1989,30-45 y.,1st Quintile,No,0.83894,402,402,0.80296,0.87492
1989,30-45 y.,2nd Quintile,No,0.90752,527,527,0.88276,0.93228
1989,30-45 y.,3rd Quintile,No,0.93833,536,536,0.91794,0.95871
1989,30-45 y.,4th Quintile,No,0.94693,496,496,0.92718,0.96668
1989,30-45 y.,5th Quintile,No,0.97182,562,562,0.95813,0.98552
1989,46-65 y.,1st Quintile,Yes,0.11576,53,405,0.08457,0.14696
1989,46-65 y.,1st Quintile,No,0.81731,352,405,0.77963,0.85499
1989,46-65 y.,2nd Quintile,Yes,0.04931,36,472,0.02976,0.06887
1989,46-65 y.,2nd Quintile,No,0.89358,436,472,0.86572,0.92143
1989,46-65 y.,3rd Quintile,No,0.92756,520,520,0.90526,0.94986
1989,46-65 y.,4th Quintile,No,0.92895,647,647,0.90914,0.94876
1989,46-65 y.,5th Quintile,No,0.94415,615,615,0.92599,0.96231
1989,66 and older,1st Quintile,No,0.94998,270,270,0.92393,0.97603
1989,66 and older,2nd Quintile,No,0.95269,205,205,0.92355,0.98182
1989,66 and older,3rd Quintile,No,0.92039,171,171,0.87970,0.96108
1989,66 and older,4th Quintile,No,0.92575,150,150,0.88366,0.96785
1989,66 and older,5th Quintile,No,0.90253,152,152,0.85522,0.94984
1990,17-29 y.,1st Quintile,Yes,0.08471,45,547,0.06135,0.10806
1990,17-29 y.,1st Quintile,No,0.87198,502,547,0.84396,0.90001
1990,17-29 y.,2nd Quintile,No,0.90430,519,519,0.87896,0.92963
1990,17-29 y.,3rd Quintile,No,0.94294,526,526,0.92310,0.96278
1990,17-29 y.,4th Quintile,No,0.93790,572,572,0.91810,0.95769
1990,17-29 y.,5th Quintile,No,0.92028,375,375,0.89283,0.94773
1990,30-45 y.,1st Quintile,Yes,0.06554,31,492,0.04365,0.08743
1990,30-45 y.,1st Quintile,No,0.89857,461,492,0.87186,0.92527
1990,30-45 y.,2nd Quintile,No,0.92879,580,580,0.90785,0.94974
1990,30-45 y.,3rd Quintile,No,0.95040,555,555,0.93232,0.96848
1990,30-45 y.,4th Quintile,No,0.93488,449,449,0.91203,0.95772
1990,30-45 y.,5th Quintile,No,0.97104,573,573,0.95730,0.98478
1990,46-65 y.,1st Quintile,Yes,0.11676,68,488,0.08824,0.14529
1990,46-65 y.,1st Quintile,No,0.85262,420,488,0.82113,0.88410
1990,46-65 y.,2nd Quintile,No,0.92696,440,440,0.90262,0.95130
1990,46-65 y.,3rd Quintile,No,0.91567,534,534,0.89208,0.93926
1990,46-65 y.,4th Quintile,No,0.93081,629,629,0.91097,0.95066
1990,46-65 y.,5th Quintile,No,0.94165,634,634,0.92339,0.95991
1990,66 and older,1st Quintile,No,0.93479,266,266,0.90506,0.96451
1990,66 and older,2nd Quintile,No,0.98085,218,218,0.96261,0.99908
1990,66 and older,3rd Quintile,No,0.95183,189,189,0.92122,0.98244
1990,66 and older,4th Quintile,No,0.96961,168,168,0.94357,0.99565
1990,66 and older,5th Quintile,No,0.97775,157,157,0.95460,1.00090
1991,17-29 y.,1st Quintile,Yes,0.07461,45,594,0.05346,0.09576
1991,17-29 y.,1st Quintile,No,0.90880,549,594,0.88563,0.93197
1991,17-29 y.,2nd Quintile,No,0.95793,517,517,0.94061,0.97525
1991,17-29 y.,3rd Quintile,No,0.97544,530,530,0.96225,0.98863
1991,17-29 y.,4th Quintile,No,0.97358,545,545,0.96010,0.98705
1991,17-29 y.,5th Quintile,No,0.96550,402,402,0.94764,0.98336
1991,30-45 y.,1st Quintile,Yes,0.09237,44,441,0.06531,0.11942
1991,30-45 y.,1st Quintile,No,0.88004,397,441,0.84968,0.91040
1991,30-45 y.,2nd Quintile,No,0.93869,591,591,0.91934,0.95805
1991,30-45 y.,3rd Quintile,No,0.95138,572,572,0.93374,0.96902
1991,30-45 y.,4th Quintile,No,0.96212,498,498,0.94534,0.97890
1991,30-45 y.,5th Quintile,No,0.97830,601,601,0.96664,0.98996
1991,46-65 y.,1st Quintile,Yes,0.10218,56,453,0.07425,0.13010
1991,46-65 y.,1st Quintile,No,0.86610,397,453,0.83471,0.89750
1991,46-65 y.,2nd Quintile,No,0.91674,433,433,0.89069,0.94279
1991,46-65 y.,3rd Quintile,No,0.95112,527,527,0.93269,0.96955
1991,46-65 y.,4th Quintile,No,0.97176,656,656,0.95908,0.98445
1991,46-65 y.,5th Quintile,No,0.96956,636,636,0.95620,0.98293
1991,66 and older,1st Quintile,No,0.94742,289,289,0.92164,0.97319
1991,66 and older,2nd Quintile,No,0.95714,231,231,0.93096,0.98331
1991,66 and older,3rd Quintile,No,0.98868,184,184,0.97335,1.00401
1991,66 and older,4th Quintile,No,0.96651,167,167,0.93913,0.99388
1991,66 and older,5th Quintile,No,0.96471,139,139,0.93393,0.99550
1992,17-29 y.,1st Quintile,Yes,0.14909,101,687,0.12243,0.17574
1992,17-29 y.,1st Quintile,No,0.83247,586,687,0.80452,0.86042
1992,17-29 y.,2nd Quintile,Yes,0.09066,74,797,0.07071,0.11061
1992,17-29 y.,2nd Quintile,No,0.89150,723,797,0.86989,0.91310
1992,17-29 y.,3rd Quintile,No,0.94606,725,725,0.92960,0.96251
1992,17-29 y.,4th Quintile,No,0.96310,710,710,0.94922,0.97697
1992,17-29 y.,5th Quintile,No,0.97207,541,541,0.95818,0.98597
1992,30-45 y.,1st Quintile,Yes,0.19543,165,815,0.16819,0.22267
1992,30-45 y.,1st Quintile,No,0.79273,650,815,0.76488,0.82057
1992,30-45 y.,2nd Quintile,Yes,0.05993,78,1009,0.04527,0.07458
1992,30-45 y.,2nd Quintile,No,0.92576,931,1009,0.90957,0.94194
1992,30-45 y.,3rd Quintile,Yes,0.04233,46,887,0.02908,0.05559
1992,30-45 y.,3rd Quintile,No,0.94570,841,887,0.93077,0.96062
1992,30-45 y.,4th Quintile,No,0.96471,741,741,0.95142,0.97800
1992,30-45 y.,5th Quintile,No,0.96584,712,712,0.95249,0.97920
1992,46-65 y.,1st Quintile,Yes,0.15579,122,717,0.12922,0.18235
1992,46-65 y.,1st Quintile,No,0.79312,595,717,0.76345,0.82279
1992,46-65 y.,2nd Quintile,Yes,0.09396,75,711,0.07250,0.11542
1992,46-65 y.,2nd Quintile,No,0.88902,636,711,0.86592,0.91213
1992,46-65 y.,3rd Quintile,Yes,0.07170,75,746,0.05318,0.09023
1992,46-65 y.,3rd Quintile,No,0.88010,671,746,0.85677,0.90342
1992,46-65 y.,4th Quintile,Yes,0.04704,50,881,0.03305,0.06103
1992,46-65 y.,4th Quintile,No,0.92856,831,881,0.91154,0.94558
1992,46-65 y.,5th Quintile,Yes,0.03061,32,864,0.01912,0.04210
1992,46-65 y.,5th Quintile,No,0.94928,832,864,0.93464,0.96392
1992,66 and older,1st Quintile,No,0.94810,481,481,0.92826,0.96795
1992,66 and older,2nd Quintile,No,0.92712,276,276,0.89640,0.95784
1992,66 and older,3rd Quintile,No,0.93535,216,216,0.90248,0.96822
1992,66 and older,4th Quintile,No,0.94487,209,209,0.91385,0.97589
1992,66 and older,5th Quintile,No,0.96685,186,186,0.94104,0.99265
1993,17-29 y.,1st Quintile,Yes,0.16027,116,711,0.13328,0.18725
1993,17-29 y.,1st Quintile,No,0.82024,595,711,0.79200,0.84849
1993,17-29 y.,2nd Quintile,Yes,0.07402,63,735,0.05508,0.09296
1993,17-29 y.,2nd Quintile,No,0.91273,672,735,0.89232,0.93315
1993,17-29 y.,3rd Quintile,Yes,0.05969,46,742,0.04263,0.07675
1993,17-29 y.,3rd Quintile,No,0.93392,696,742,0.91603,0.95180
1993,17-29 y.,4th Quintile,No,0.95086,657,657,0.93432,0.96741
1993,17-29 y.,5th Quintile,No,0.95536,528,528,0.93773,0.97299
1993,30-45 y.,1st Quintile,Yes,0.20177,145,740,0.17284,0.23071
1993,30-45 y.,1st Quintile,No,0.79163,595,740,0.76235,0.82091
1993,30-45 y.,2nd Quintile,Yes,0.07537,81,971,0.05876,0.09198
1993,30-45 y.,2nd Quintile,No,0.91253,890,971,0.89475,0.93031
1993,30-45 y.,3rd Quintile,Yes,0.05073,63,914,0.03649,0.06496
1993,30-45 y.,3rd Quintile,No,0.94039,851,914,0.92503,0.95574
1993,30-45 y.,4th Quintile,No,0.97021,755,755,0.95807,0.98234
1993,30-45 y.,5th Quintile,No,0.98132,729,729,0.97149,0.99116
1993,46-65 y.,1st Quintile,Yes,0.17211,127,701,0.14415,0.20007
1993,46-65 y.,1st Quintile,No,0.81429,574,701,0.78548,0.84310
1993,46-65 y.,2nd Quintile,Yes,0.10860,91,692,0.08540,0.13180
1993,46-65 y.,2nd Quintile,No,0.86999,601,692,0.84491,0.89507
1993,46-65 y.,3rd Quintile,Yes,0.06859,54,720,0.05012,0.08707
1993,46-65 y.,3rd Quintile,No,0.92275,666,720,0.90323,0.94226
1993,46-65 y.,4th Quintile,Yes,0.06783,62,893,0.05133,0.08433
1993,46-65 y.,4th Quintile,No,0.92355,831,893,0.90611,0.94099
1993,46-65 y.,5th Quintile,Yes,0.03676,44,892,0.02441,0.04912
1993,46-65 y.,5th Quintile,No,0.95825,848,892,0.94511,0.97138
1993,66 and older,1st Quintile,No,0.97192,423,423,0.95616,0.98768
1993,66 and older,2nd Quintile,No,0.96577,365,365,0.94710,0.98445
1993,66 and older,3rd Quintile,No,0.98780,261,261,0.97446,1.00114
1993,66 and older,4th Quintile,No,0.98767,219,219,0.97302,1.00232
1993,66 and older,5th Quintile,No,0.98715,175,175,0.97041,1.00388
1994,17-29 y.,1st Quintile,Yes,0.17416,114,678,0.14559,0.20273
1994,17-29 y.,1st Quintile,No,0.81390,564,678,0.78459,0.84322
1994,17-29 y.,2nd Quintile,Yes,0.08920,65,692,0.06794,0.11045
1994,17-29 y.,2nd Quintile,No,0.89499,627,692,0.87214,0.91785
1994,17-29 y.,3rd Quintile,Yes,0.07301,53,713,0.05390,0.09212
1994,17-29 y.,3rd Quintile,No,0.92303,660,713,0.90345,0.94260
1994,17-29 y.,4th Quintile,Yes,0.05083,38,714,0.03471,0.06695
1994,17-29 y.,4th Quintile,No,0.94125,676,714,0.92399,0.95851
1994,17-29 y.,5th Quintile,No,0.96140,493,493,0.94438,0.97842
1994,30-45 y.,1st Quintile,Yes,0.20812,166,720,0.17845,0.23779
1994,30-45 y.,1st Quintile,No,0.79013,554,720,0.76037,0.81990
1994,30-45 y.,2nd Quintile,Yes,0.08935,97,936,0.07107,0.10763
1994,30-45 y.,2nd Quintile,No,0.90430,839,936,0.88544,0.92316
1994,30-45 y.,3rd Quintile,Yes,0.04376,56,937,0.03065,0.05686
1994,30-45 y.,3rd Quintile,No,0.95094,881,937,0.93710,0.96478
1994,30-45 y.,4th Quintile,Yes,0.03238,34,768,0.01985,0.04491
1994,30-45 y.,4th Quintile,No,0.96424,734,768,0.95109,0.97738
1994,30-45 y.,5th Quintile,Yes,0.03235,31,766,0.01981,0.04489
1994,30-45 y.,5th Quintile,No,0.96413,735,766,0.95095,0.97731
1994,46-65 y.,1st Quintile,Yes,0.18537,131,689,0.15633,0.21441
1994,46-65 y.,1st Quintile,No,0.79614,558,689,0.76604,0.82625
1994,46-65 y.,2nd Quintile,Yes,0.10086,80,664,0.07794,0.12378
1994,46-65 y.,2nd Quintile,No,0.88998,584,664,0.86616,0.91380
1994,46-65 y.,3rd Quintile,Yes,0.10718,86,766,0.08526,0.12910
1994,46-65 y.,3rd Quintile,No,0.88762,680,766,0.86524,0.91000
1994,46-65 y.,4th Quintile,Yes,0.06894,62,830,0.05169,0.08619
1994,46-65 y.,4th Quintile,No,0.92760,768,830,0.90996,0.94524
1994,46-65 y.,5th Quintile,Yes,0.05684,63,906,0.04175,0.07192
1994,46-65 y.,5th Quintile,No,0.93556,843,906,0.91957,0.95156
1994,66 and older,1st Quintile,No,0.97255,390,390,0.95632,0.98879
1994,66 and older,2nd Quintile,No,0.98452,380,380,0.97209,0.99695
1994,66 and older,3rd Quintile,No,0.99024,274,274,0.97858,1.00190
1994,66 and older,4th Quintile,No,0.99393,218,218,0.98360,1.00426
1994,66 and older,5th Quintile,No,0.98256,204,204,0.96455,1.00057
1995,17-29 y.,1st Quintile,Yes,0.13491,105,749,0.11042,0.15939
1995,17-29 y.,1st Quintile,No,0.85248,644,749,0.82707,0.87790
1995,17-29 y.,2nd Quintile,Yes,0.10291,62,710,0.08054,0.12528
1995,17-29 y.,2nd Quintile,No,0.88598,648,710,0.86258,0.90937
1995,17-29 y.,3rd Quintile,Yes,0.05252,37,686,0.03582,0.06923
1995,17-29 y.,3rd Quintile,No,0.93873,649,686,0.92077,0.95669
1995,17-29 y.,4th Quintile,Yes,0.04488,36,679,0.02929,0.06046
1995,17-29 y.,4th Quintile,No,0.94066,643,679,0.92288,0.95844
1995,17-29 y.,5th Quintile,No,0.96335,474,474,0.94641,0.98028
1995,30-45 y.,1st Quintile,Yes,0.19256,174,835,0.16580,0.21932
1995,30-45 y.,1st Quintile,No,0.80316,661,835,0.77618,0.83015
1995,30-45 y.,2nd Quintile,Yes,0.08748,92,1012,0.07006,0.10489
1995,30-45 y.,2nd Quintile,No,0.90487,920,1012,0.88679,0.92296
1995,30-45 y.,3rd Quintile,Yes,0.04846,47,952,0.03481,0.06211
1995,30-45 y.,3rd Quintile,No,0.94885,905,952,0.93485,0.96286
1995,30-45 y.,4th Quintile,Yes,0.04129,38,827,0.02772,0.05485
1995,30-45 y.,4th Quintile,No,0.95129,789,827,0.93661,0.96597
1995,30-45 y.,5th Quintile,No,0.96879,768,768,0.95648,0.98110
1995,46-65 y.,1st Quintile,Yes,0.20792,134,635,0.17633,0.23951
1995,46-65 y.,1st Quintile,No,0.77551,501,635,0.74303,0.80799
1995,46-65 y.,2nd Quintile,Yes,0.12042,91,706,0.09640,0.14445
1995,46-65 y.,2nd Quintile,No,0.85259,615,706,0.82642,0.87876
1995,46-65 y.,3rd Quintile,Yes,0.10690,77,735,0.08455,0.12926
1995,46-65 y.,3rd Quintile,No,0.88004,658,735,0.85654,0.90355
1995,46-65 y.,4th Quintile,Yes,0.06310,63,873,0.04696,0.07924
1995,46-65 y.,4th Quintile,No,0.92348,810,873,0.90584,0.94113
1995,46-65 y.,5th Quintile,Yes,0.05807,70,966,0.04331,0.07283
1995,46-65 y.,5th Quintile,No,0.93856,896,966,0.92341,0.95371
1995,66 and older,1st Quintile,No,0.95340,286,286,0.92893,0.97787
1995,66 and older,2nd Quintile,No,0.97831,397,397,0.96396,0.99266
1995,66 and older,3rd Quintile,No,0.95846,316,316,0.93642,0.98049
1995,66 and older,4th Quintile,No,0.98113,264,264,0.96469,0.99758
1995,66 and older,5th Quintile,No,0.96434,211,211,0.93926,0.98942
1996,17-29 y.,1st Quintile,Yes,0.13983,103,736,0.11476,0.16491
1996,17-29 y.,1st Quintile,No,0.82498,633,736,0.79751,0.85245
1996,17-29 y.,2nd Quintile,Yes,0.08116,57,668,0.06044,0.10189
1996,17-29 y.,2nd Quintile,No,0.88817,611,668,0.86425,0.91208
1996,17-29 y.,3rd Quintile,Yes,0.07824,45,588,0.05651,0.09996
1996,17-29 y.,3rd Quintile,No,0.90183,543,588,0.87776,0.92590
1996,17-29 y.,4th Quintile,Yes,0.04582,38,651,0.02974,0.06189
1996,17-29 y.,4th Quintile,No,0.93085,613,651,0.91135,0.95036
1996,17-29 y.,5th Quintile,No,0.95100,431,431,0.93060,0.97141
1996,30-45 y.,1st Quintile,Yes,0.18136,145,810,0.15481,0.20791
1996,30-45 y.,1st Quintile,No,0.80552,665,810,0.77824,0.83279
1996,30-45 y.,2nd Quintile,Yes,0.08168,99,990,0.06461,0.09875
1996,30-45 y.,2nd Quintile,No,0.89580,891,990,0.87676,0.91484
1996,30-45 y.,3rd Quintile,Yes,0.04800,46,913,0.03413,0.06188
1996,30-45 y.,3rd Quintile,No,0.93352,867,913,0.91735,0.94969
1996,30-45 y.,4th Quintile,Yes,0.03535,35,874,0.02310,0.04760
1996,30-45 y.,4th Quintile,No,0.94857,839,874,0.93392,0.96322
1996,30-45 y.,5th Quintile,No,0.96881,744,744,0.95630,0.98131
1996,46-65 y.,1st Quintile,Yes,0.21377,142,610,0.18121,0.24633
1996,46-65 y.,1st Quintile,No,0.75840,468,610,0.72441,0.79240
1996,46-65 y.,2nd Quintile,Yes,0.09461,69,631,0.07175,0.11746
1996,46-65 y.,2nd Quintile,No,0.87634,562,631,0.85063,0.90204
1996,46-65 y.,3rd Quintile,Yes,0.10784,88,770,0.08591,0.12976
1996,46-65 y.,3rd Quintile,No,0.87114,682,770,0.84746,0.89482
1996,46-65 y.,4th Quintile,Yes,0.09159,80,848,0.07217,0.11102
1996,46-65 y.,4th Quintile,No,0.87263,768,848,0.85017,0.89508
1996,46-65 y.,5th Quintile,Yes,0.05607,66,949,0.04143,0.07072
1996,46-65 y.,5th Quintile,No,0.92419,883,949,0.90734,0.94104
1996,66 and older,1st Quintile,No,0.95885,322,322,0.93712,0.98058
1996,66 and older,2nd Quintile,No,0.98248,379,379,0.96925,0.99571
1996,66 and older,3rd Quintile,No,0.95403,317,317,0.93094,0.97712
1996,66 and older,4th Quintile,No,0.97724,280,280,0.95975,0.99474
1996,66 and older,5th Quintile,No,0.95927,196,196,0.93153,0.98701
1997,17-29 y.,1st Quintile,Yes,0.14964,97,683,0.12286,0.17641
1997,17-29 y.,1st Quintile,No,0.84574,586,683,0.81863,0.87285
1997,17-29 y.,2nd Quintile,Yes,0.07535,58,679,0.05548,0.09522
1997,17-29 y.,2nd Quintile,No,0.92465,621,679,0.90478,0.94452
1997,17-29 y.,3rd Quintile,Yes,0.08468,53,584,0.06208,0.10728
1997,17-29 y.,3rd Quintile,No,0.91532,531,584,0.89272,0.93792
1997,17-29 y.,4th Quintile,Yes,0.05487,33,639,0.03720,0.07255
1997,17-29 y.,4th Quintile,No,0.94513,606,639,0.92745,0.96280
1997,17-29 y.,5th Quintile,No,0.96701,432,432,0.95015,0.98387
1997,30-45 y.,1st Quintile,Yes,0.20262,152,774,0.17428,0.23095
1997,30-45 y.,1st Quintile,No,0.79738,622,774,0.76905,0.82572
1997,30-45 y.,2nd Quintile,Yes,0.09009,86,995,0.07229,0.10789
1997,30-45 y.,2nd Quintile,No,0.90991,909,995,0.89211,0.92771
1997,30-45 y.,3rd Quintile,Yes,0.05765,58,919,0.04257,0.07273
1997,30-45 y.,3rd Quintile,No,0.94235,861,919,0.92727,0.95743
1997,30-45 y.,4th Quintile,Yes,0.05165,43,872,0.03695,0.06634
1997,30-45 y.,4th Quintile,No,0.94835,829,872,0.93366,0.96305
1997,30-45 y.,5th Quintile,No,0.98098,783,783,0.97141,0.99055
1997,46-65 y.,1st Quintile,Yes,0.24223,134,586,0.20751,0.27695
1997,46-65 y.,1st Quintile,No,0.75702,452,586,0.72226,0.79177
1997,46-65 y.,2nd Quintile,Yes,0.12420,104,677,0.09933,0.14906
1997,46-65 y.,2nd Quintile,No,0.87580,573,677,0.85094,0.90067
1997,46-65 y.,3rd Quintile,Yes,0.11125,88,720,0.08826,0.13423
