"hlf0633","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"4","2020","Staedtischer Raum","West","937","0.0865322102656839","0.0815198495960961","0.0915445709352716"
"4","2020","Staedtischer Raum","Ost","160","0.0994390271478957","0.0860501055589568","0.112827948736834"
"4","2020","Laendlicher Raum","West","263","0.0760888811098405","0.0671962877621785","0.0849814744575025"
"4","2020","Laendlicher Raum","Ost","178","0.087873820149717","0.076038187942844","0.0997094523565899"
"5","2020","Staedtischer Raum","West","2258","0.171279333485199","0.164562518854697","0.177996148115702"
"5","2020","Staedtischer Raum","Ost","360","0.188405498061744","0.17090997472384","0.205901021399648"
"5","2020","Laendlicher Raum","West","601","0.194130949530737","0.180865182537298","0.207396716524177"
"5","2020","Laendlicher Raum","Ost","365","0.161277046323023","0.145901527055514","0.176652565590532"
"6","2020","Staedtischer Raum","West","956","0.0779473174668659","0.0731677868195495","0.0827268481141824"
"6","2020","Staedtischer Raum","Ost","168","0.0743770588302959","0.0626376248204558","0.086116492840136"
"6","2020","Laendlicher Raum","West","238","0.0767330558984349","0.0678060128811146","0.0856600989157552"
"6","2020","Laendlicher Raum","Ost","176","0.0735628603284735","0.0626491724491751","0.0844765482077719"
"7","2020","Staedtischer Raum","West","1110","0.0719209279342686","0.0673148961885131","0.076526959680024"
"7","2020","Staedtischer Raum","Ost","150","0.0691941773861992","0.0578394967256224","0.0805488580467759"
"7","2020","Laendlicher Raum","West","300","0.093813836703625","0.0840348265033158","0.103592846903934"
"7","2020","Laendlicher Raum","Ost","137","0.0565237617598203","0.0468695847139943","0.0661779388056463"
"8","2020","Staedtischer Raum","West","872","0.0560485985508711","0.0519478419484679","0.0601493551532743"
"8","2020","Staedtischer Raum","Ost","96","0.0585366935754169","0.0480333784260211","0.0690400087248127"
"8","2020","Laendlicher Raum","West","211","0.0488166835242825","0.0415895016372835","0.0560438654112815"
"8","2020","Laendlicher Raum","Ost","140","0.0700417687401114","0.0593722576123807","0.0807112798678422"
"9","2020","Staedtischer Raum","West","274","0.0192412233191417","0.0167921361795923","0.0216903104586911"
"9","2020","Staedtischer Raum","Ost","","","",""
"9","2020","Laendlicher Raum","West","69","0.0191658499555247","0.014567367137099","0.0237643327739505"
"9","2020","Laendlicher Raum","Ost","34","0.0113027475400237","0.00688340235917669","0.0157220927208707"
"10","2020","Staedtischer Raum","West","318","0.0248877102665726","0.0221103860419674","0.0276650344911779"
"10","2020","Staedtischer Raum","Ost","33","0.0163722771353057","0.0106944714203793","0.022050082850232"
"10","2020","Laendlicher Raum","West","119","0.0185053401402282","0.0139852692761272","0.0230254110043292"
"10","2020","Laendlicher Raum","Ost","72","0.0298277221206706","0.0227160991901185","0.0369393450512227"
