"hlf0633","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"0","2017","Staedtischer Raum","West","2465","0.239005753014038","0.231272105848229","0.246739400179847"
"0","2017","Staedtischer Raum","Ost","373","0.212322108407187","0.194254216610523","0.230390000203851"
"0","2017","Laendlicher Raum","West","776","0.232015077583164","0.217943821967293","0.246086333199036"
"0","2017","Laendlicher Raum","Ost","383","0.169939517848244","0.154913478209385","0.184965557487104"
"1","2017","Staedtischer Raum","West","804","0.0739531541012945","0.0692076285162246","0.0786986796863645"
"1","2017","Staedtischer Raum","Ost","172","0.110697164173939","0.096835076853653","0.124559251494226"
"1","2017","Laendlicher Raum","West","282","0.0848946654134666","0.0756034154244419","0.0941859154024913"
"1","2017","Laendlicher Raum","Ost","160","0.090380153213471","0.0789089500752648","0.101851356351677"
"2","2017","Staedtischer Raum","West","1146","0.0990001000243745","0.0935842119802443","0.104415988068505"
"2","2017","Staedtischer Raum","Ost","205","0.114138180545554","0.100089549444861","0.128186811646248"
"2","2017","Laendlicher Raum","West","352","0.125515252463227","0.114471344650795","0.136559160275659"
"2","2017","Laendlicher Raum","Ost","192","0.0875487296938351","0.0762410828912191","0.0988563764964511"
"3","2017","Staedtischer Raum","West","1048","0.0873476888300872","0.08222771338464","0.0924676642755344"
"3","2017","Staedtischer Raum","Ost","169","0.073510507406148","0.0619804756518752","0.0850405391604209"
"3","2017","Laendlicher Raum","West","342","0.0964331286965108","0.0865932061576906","0.106273051235331"
"3","2017","Laendlicher Raum","Ost","229","0.101754079425363","0.0896587970532425","0.113849361797484"
"4","2017","Staedtischer Raum","West","778","0.0715990935052561","0.0669237768573747","0.0762744101531374"
"4","2017","Staedtischer Raum","Ost","146","0.0654800122137033","0.0545509168079175","0.076409107619489"
"4","2017","Laendlicher Raum","West","195","0.0522356646209127","0.0448185986015128","0.0596527306403126"
"4","2017","Laendlicher Raum","Ost","198","0.0941078526667266","0.0824264861777003","0.105789219155753"
"5","2017","Staedtischer Raum","West","2044","0.17407267229813","0.167196833182263","0.180948511413997"
"5","2017","Staedtischer Raum","Ost","405","0.206841226537958","0.18894612518609","0.224736327889826"
"5","2017","Laendlicher Raum","West","660","0.189129515447296","0.176075209030255","0.202183821864337"
"5","2017","Laendlicher Raum","Ost","518","0.186292265052995","0.170715613536336","0.201868916569654"
"6","2017","Staedtischer Raum","West","828","0.0684515705551776","0.0638724305975854","0.0730307105127697"
"6","2017","Staedtischer Raum","Ost","148","0.0760190734302563","0.0643098435305207","0.0877283033299919"
"6","2017","Laendlicher Raum","West","245","0.0688542039406192","0.0604136203457228","0.0772947875355155"
"6","2017","Laendlicher Raum","Ost","206","0.070427258448023","0.0601906863024256","0.0806638305936205"
"7","2017","Staedtischer Raum","West","1012","0.0705040340727384","0.0658618727568373","0.0751461953886396"
"7","2017","Staedtischer Raum","Ost","138","0.0578860471641749","0.0475685535455747","0.068203540782775"
"7","2017","Laendlicher Raum","West","281","0.0743947622568285","0.0656472918257698","0.0831422326878873"
"7","2017","Laendlicher Raum","Ost","220","0.0923931807935218","0.0808077735452996","0.103978588041744"
"8","2017","Staedtischer Raum","West","861","0.057518686174248","0.0532965684059855","0.0617408039425104"
"8","2017","Staedtischer Raum","Ost","138","0.0627285395490604","0.0520157930348661","0.0734412860632548"
"8","2017","Laendlicher Raum","West","162","0.0279066501333256","0.0224162216221635","0.0333970786444878"
"8","2017","Laendlicher Raum","Ost","151","0.0645358376310672","0.0547057696113573","0.0743659056507771"
"9","2017","Staedtischer Raum","West","283","0.0251108657336303","0.0222736134908033","0.0279481179764574"
"9","2017","Staedtischer Raum","Ost","","","",""
"9","2017","Laendlicher Raum","West","73","0.0181183387651019","0.0136721575099037","0.0225645200203"
"9","2017","Laendlicher Raum","Ost","32","0.00945807295337804","0.00558567277596975","0.0133304731307863"
"10","2017","Staedtischer Raum","West","413","0.0334363816910253","0.0301764060927875","0.036696357289263"
"10","2017","Staedtischer Raum","Ost","49","0.011509473107458","0.00679699309662523","0.0162219531182908"
"10","2017","Laendlicher Raum","West","89","0.0305027406795481","0.0247702794599018","0.0362352018991944"
"10","2017","Laendlicher Raum","Ost","111","0.0331630522733748","0.02599920469146","0.0403268998552897"
"0","2018","Staedtischer Raum","West","4281","0.22239899663889","0.216101057380702","0.228696935897077"
"0","2018","Staedtischer Raum","Ost","572","0.214011395424114","0.197279052260087","0.230743738588141"
"0","2018","Laendlicher Raum","West","1304","0.236482581413472","0.224150763363789","0.248814399463156"
"0","2018","Laendlicher Raum","Ost","550","0.18860348827798","0.173700870975662","0.203506105580298"
"1","2018","Staedtischer Raum","West","920","0.0720041981224237","0.0680894343144461","0.0759189619304013"
"1","2018","Staedtischer Raum","Ost","125","0.0744903323479904","0.0637783308540715","0.0852023338419094"
"1","2018","Laendlicher Raum","West","266","0.0800041339611038","0.0721306452884674","0.0878776226337402"
"1","2018","Laendlicher Raum","Ost","145","0.0596142850914919","0.0505944353656701","0.0686341348173137"
"2","2018","Staedtischer Raum","West","1175","0.0843749617736754","0.0801655707136997","0.0885843528336511"
"2","2018","Staedtischer Raum","Ost","167","0.0776606139116266","0.0667417871461198","0.0885794406771334"
"2","2018","Laendlicher Raum","West","335","0.0942364360792895","0.0857576260532853","0.102715246105294"
"2","2018","Laendlicher Raum","Ost","258","0.0952274658792205","0.084045402789312","0.106409528969129"
"3","2018","Staedtischer Raum","West","1285","0.110585714672383","0.105836134591906","0.115335294752859"
"3","2018","Staedtischer Raum","Ost","169","0.0891548507327567","0.0775289943874138","0.1007807070781"
"3","2018","Laendlicher Raum","West","376","0.104902111102195","0.0960091696019486","0.113795052602441"
"3","2018","Laendlicher Raum","Ost","274","0.119266901919576","0.106920135042039","0.131613668797113"
"4","2018","Staedtischer Raum","West","1097","0.0773545648952187","0.0733086751627865","0.0814004546276509"
"4","2018","Staedtischer Raum","Ost","180","0.0648513919158791","0.0548045364257131","0.0748982474060452"
"4","2018","Laendlicher Raum","West","353","0.0823806580386682","0.0744014100491413","0.0903599060281951"
"4","2018","Laendlicher Raum","Ost","218","0.079143732019734","0.0688594185075908","0.0894280455318771"
"5","2018","Staedtischer Raum","West","2890","0.173037865688789","0.167309021156337","0.178766710221242"
"5","2018","Staedtischer Raum","Ost","432","0.187745242237369","0.171813590994349","0.203676893480389"
"5","2018","Laendlicher Raum","West","711","0.17394473104041","0.162943830283472","0.184945631797347"
"5","2018","Laendlicher Raum","Ost","493","0.207008056023994","0.191573322655886","0.222442789392102"
"6","2018","Staedtischer Raum","West","1099","0.0621974212462948","0.0585398267898809","0.0658550157027087"
"6","2018","Staedtischer Raum","Ost","177","0.0885557168176474","0.0769651799473584","0.100146253687936"
"6","2018","Laendlicher Raum","West","318","0.0636687894767533","0.0565828718200217","0.0707547071334849"
"6","2018","Laendlicher Raum","Ost","180","0.0629859477577275","0.0537311697333257","0.0722407257821292"
"7","2018","Staedtischer Raum","West","1444","0.0808132086411291","0.0766856171123056","0.0849408001699527"
"7","2018","Staedtischer Raum","Ost","198","0.0989849709103811","0.086801224917253","0.111168716903509"
"7","2018","Laendlicher Raum","West","332","0.0700928878955324","0.0626836282124309","0.077502147578634"
"7","2018","Laendlicher Raum","Ost","189","0.0858861880036956","0.0752120473909665","0.0965603286164247"
"8","2018","Staedtischer Raum","West","1300","0.0672405142410873","0.0634477661365478","0.0710332623456269"
"8","2018","Staedtischer Raum","Ost","136","0.0605313909452091","0.0508025377010169","0.0702602441894013"
"8","2018","Laendlicher Raum","West","341","0.0631727776151625","0.0561126460820848","0.0702329091482401"
"8","2018","Laendlicher Raum","Ost","193","0.0710191928105622","0.0612341584040133","0.0808042272171111"
"9","2018","Staedtischer Raum","West","439","0.0176074033000708","0.0156156119307714","0.0195991946693703"
"9","2018","Staedtischer Raum","Ost","35","0.023172124487921","0.0170341915722405","0.0293100574036016"
"9","2018","Laendlicher Raum","West","105","0.0134166253946823","0.0100777008994387","0.016755549889926"
"9","2018","Laendlicher Raum","Ost","77","0.0155371322404234","0.0108256645045844","0.0202485999762624"
"10","2018","Staedtischer Raum","West","819","0.0323851507800384","0.0297042677002701","0.0350660338598066"
"10","2018","Staedtischer Raum","Ost","117","0.0208419702691056","0.0150138840271551","0.026670056511056"
"10","2018","Laendlicher Raum","West","120","0.0176982679827316","0.0138717311925845","0.0215248047728787"
"10","2018","Laendlicher Raum","Ost","70","0.0157076099755953","0.0109707751766419","0.0204444447745486"
"0","2019","Staedtischer Raum","West","","","",""
"0","2019","Staedtischer Raum","Ost","","","",""
"0","2019","Laendlicher Raum","West","","","",""
"0","2019","Laendlicher Raum","Ost","","","",""
"1","2019","Staedtischer Raum","West","","","",""
"1","2019","Staedtischer Raum","Ost","","","",""
"1","2019","Laendlicher Raum","West","","","",""
"1","2019","Laendlicher Raum","Ost","","","",""
"2","2019","Staedtischer Raum","West","","","",""
"2","2019","Staedtischer Raum","Ost","","","",""
"2","2019","Laendlicher Raum","West","","","",""
"2","2019","Laendlicher Raum","Ost","","","",""
"3","2019","Staedtischer Raum","West","","","",""
"3","2019","Staedtischer Raum","Ost","","","",""
"3","2019","Laendlicher Raum","West","","","",""
"3","2019","Laendlicher Raum","Ost","","","",""
"4","2019","Staedtischer Raum","West","","","",""
"4","2019","Staedtischer Raum","Ost","","","",""
"4","2019","Laendlicher Raum","West","","","",""
"4","2019","Laendlicher Raum","Ost","","","",""
"5","2019","Staedtischer Raum","West","","","",""
"5","2019","Staedtischer Raum","Ost","","","",""
"5","2019","Laendlicher Raum","West","","","",""
"5","2019","Laendlicher Raum","Ost","","","",""
"6","2019","Staedtischer Raum","West","","","",""
"6","2019","Staedtischer Raum","Ost","","","",""
"6","2019","Laendlicher Raum","West","","","",""
"6","2019","Laendlicher Raum","Ost","","","",""
"7","2019","Staedtischer Raum","West","","","",""
"7","2019","Staedtischer Raum","Ost","","","",""
"7","2019","Laendlicher Raum","West","","","",""
"7","2019","Laendlicher Raum","Ost","","","",""
"8","2019","Staedtischer Raum","West","","","",""
"8","2019","Staedtischer Raum","Ost","","","",""
"8","2019","Laendlicher Raum","West","","","",""
"8","2019","Laendlicher Raum","Ost","","","",""
"9","2019","Staedtischer Raum","West","","","",""
"9","2019","Staedtischer Raum","Ost","","","",""
"9","2019","Laendlicher Raum","West","","","",""
"9","2019","Laendlicher Raum","Ost","","","",""
"10","2019","Staedtischer Raum","West","","","",""
"10","2019","Staedtischer Raum","Ost","","","",""
"10","2019","Laendlicher Raum","West","","","",""
"10","2019","Laendlicher Raum","Ost","","","",""
"0","2020","Staedtischer Raum","West","2151","0.196052143814001","0.188974209390621","0.203130078237382"
"0","2020","Staedtischer Raum","Ost","407","0.206903291437768","0.188779152734039","0.225027430141497"
"0","2020","Laendlicher Raum","West","700","0.213260420250683","0.199522424836024","0.226998415665342"
"0","2020","Laendlicher Raum","Ost","465","0.234338490228257","0.216630288184424","0.252046692272089"
"1","2020","Staedtischer Raum","West","846","0.0783829460407113","0.0735912105270517","0.0831746815543709"
"1","2020","Staedtischer Raum","Ost","125","0.076941172120527","0.0650176464034104","0.0888646978376437"
"1","2020","Laendlicher Raum","West","258","0.0753457035191595","0.0664930864400098","0.0841983205983093"
"1","2020","Laendlicher Raum","Ost","152","0.0712209592481746","0.0604688328904619","0.0819730856058873"
"2","2020","Staedtischer Raum","West","1188","0.110320053653147","0.104734696758165","0.115905410548128"
"2","2020","Staedtischer Raum","Ost","204","0.108285042646212","0.0943820636928148","0.12218802159961"
"2","2020","Laendlicher Raum","West","312","0.0835578966455773","0.0742768062349537","0.0928389870562009"
"2","2020","Laendlicher Raum","Ost","260","0.110262130617606","0.0971679455470859","0.123356315688126"
"3","2020","Staedtischer Raum","West","1176","0.107387535203537","0.1018678386002","0.112907231806874"
"3","2020","Staedtischer Raum","Ost","190","0.0868862671767909","0.0742840020939796","0.0994885322596021"
"3","2020","Laendlicher Raum","West","344","0.100581382721907","0.0904936753792812","0.110669090064533"
"3","2020","Laendlicher Raum","Ost","219","0.0937686929441231","0.081582088669883","0.105955297218363"
