"hlf0633","year","hhtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","2017","1-Pers.- Haushalt","Westdeutschland","543","0.288262851790898","0.268091386977667","0.308434316604128"
"0","2017","1-Pers.- Haushalt","Ostdeutschland","165","0.213654220455041","0.18447484404572","0.242833596864362"
"0","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","374","0.268908847469261","0.246047465640813","0.29177022929771"
"0","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","114","0.193378648296596","0.160898871192283","0.225858425400909"
"0","2017","Alleinerziehende","Westdeutschland","134","0.180215165665905","0.154253195119937","0.206177136211872"
"0","2017","Alleinerziehende","Ostdeutschland","36","0.170296545158924","0.125124303725964","0.215468786591884"
"0","2017","Paar mit Kind(ern)","Westdeutschland","386","0.203199740360391","0.184991499828422","0.221407980892361"
"0","2017","Paar mit Kind(ern)","Ostdeutschland","69","0.173183952003733","0.137165633480642","0.209202270526824"
"0","2017","Sonstige","Westdeutschland","40","0.205526903343418","0.145657765549526","0.265396041137309"
"0","2017","Sonstige","Ostdeutschland","3","","",""
"1","2017","1-Pers.- Haushalt","Westdeutschland","143","0.0770285389036218","0.0651543693228472","0.0889027084843963"
"1","2017","1-Pers.- Haushalt","Ostdeutschland","64","0.100024421690502","0.0786653745103019","0.121383468870701"
"1","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","147","0.0825427283522682","0.0683539011079517","0.0967315555965847"
"1","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","49","0.114596889369343","0.0884011380163483","0.140792640722338"
"1","2017","Alleinerziehende","Westdeutschland","38","0.0471891382905855","0.0328667178537362","0.0615115587274348"
"1","2017","Alleinerziehende","Ostdeutschland","11","","",""
"1","2017","Paar mit Kind(ern)","Westdeutschland","135","0.0827313599455828","0.0702657070847683","0.0951970128063973"
"1","2017","Paar mit Kind(ern)","Ostdeutschland","32","0.077471404798435","0.052025037204418","0.102917772392452"
"1","2017","Sonstige","Westdeutschland","12","","",""
"1","2017","Sonstige","Ostdeutschland","3","","",""
"2","2017","1-Pers.- Haushalt","Westdeutschland","207","0.0978860344388172","0.0846525457319856","0.111119523145649"
"2","2017","1-Pers.- Haushalt","Ostdeutschland","81","0.0944602974751612","0.0736397621894704","0.115280832760852"
"2","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","166","0.13596333861646","0.118291116448374","0.153635560784547"
"2","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","66","0.135221927071103","0.107099693032058","0.163344161110148"
"2","2017","Alleinerziehende","Westdeutschland","72","0.0704954440952532","0.0532053111725087","0.0877855770179977"
"2","2017","Alleinerziehende","Ostdeutschland","12","","",""
"2","2017","Paar mit Kind(ern)","Westdeutschland","193","0.110694308556187","0.0964965477312209","0.124892069381152"
"2","2017","Paar mit Kind(ern)","Ostdeutschland","37","0.0927675939832846","0.0651540221522699","0.120381165814299"
"2","2017","Sonstige","Westdeutschland","16","","",""
"2","2017","Sonstige","Ostdeutschland","2","","",""
"3","2017","1-Pers.- Haushalt","Westdeutschland","188","0.0932655207508012","0.0803150991946584","0.106215942306944"
"3","2017","1-Pers.- Haushalt","Ostdeutschland","70","0.0861286471855344","0.0661562666106361","0.106101027760433"
"3","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","161","0.104142277591485","0.0883934864286871","0.119891068754283"
"3","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","53","0.077485845877464","0.0554985595763556","0.0994731321785724"
"3","2017","Alleinerziehende","Westdeutschland","51","0.0533147994915328","0.0381401478715543","0.0684894511115112"
"3","2017","Alleinerziehende","Ostdeutschland","17","","",""
"3","2017","Paar mit Kind(ern)","Westdeutschland","181","0.093826173360145","0.0806314760087122","0.107020870711578"
"3","2017","Paar mit Kind(ern)","Ostdeutschland","45","0.119002058454949","0.0881822563033061","0.149821860606592"
"3","2017","Sonstige","Westdeutschland","16","","",""
"3","2017","Sonstige","Ostdeutschland","3","","",""
"4","2017","1-Pers.- Haushalt","Westdeutschland","120","0.0644732689054373","0.0535361929951687","0.0754103448157059"
"4","2017","1-Pers.- Haushalt","Ostdeutschland","57","0.0802523763239936","0.0609114720283768","0.0995932806196103"
"4","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","105","0.0741015979576984","0.0605961304794158","0.087607065435981"
"4","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","51","0.0860855976398159","0.0630185542098379","0.109152641069794"
"4","2017","Alleinerziehende","Westdeutschland","59","0.0706309384940381","0.053325458918373","0.0879364180697032"
"4","2017","Alleinerziehende","Ostdeutschland","21","","",""
"4","2017","Paar mit Kind(ern)","Westdeutschland","125","0.0734151858909855","0.0616128705412993","0.0852175012406717"
"4","2017","Paar mit Kind(ern)","Ostdeutschland","30","0.0891118376561848","0.061993354650238","0.116230320662132"
"4","2017","Sonstige","Westdeutschland","6","","",""
"4","2017","Sonstige","Ostdeutschland","3","","",""
"5","2017","1-Pers.- Haushalt","Westdeutschland","312","0.166626961446954","0.150032023186064","0.183221899707844"
"5","2017","1-Pers.- Haushalt","Ostdeutschland","146","0.206783969666232","0.177952441399538","0.235615497932927"
"5","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","225","0.1490695740945","0.13070606395602","0.16743308423298"
"5","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","107","0.16487993942654","0.134363610258796","0.195396268594283"
"5","2017","Alleinerziehende","Westdeutschland","165","0.202259437037709","0.175127719942967","0.229391154132451"
"5","2017","Alleinerziehende","Ostdeutschland","58","0.183357790817887","0.136855658434456","0.229859923201318"
"5","2017","Paar mit Kind(ern)","Westdeutschland","334","0.187475561439702","0.169814279580343","0.205136843299062"
"5","2017","Paar mit Kind(ern)","Ostdeutschland","101","0.223843958701296","0.184169375526558","0.263518541876034"
"5","2017","Sonstige","Westdeutschland","34","0.214319426466697","0.153522329359823","0.275116523573571"
"5","2017","Sonstige","Ostdeutschland","5","","",""
"6","2017","1-Pers.- Haushalt","Westdeutschland","128","0.0606549565407963","0.0500250608555441","0.0712848522260484"
"6","2017","1-Pers.- Haushalt","Ostdeutschland","46","0.0615216381315","0.0444159887678346","0.0786272874951654"
"6","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","100","0.0762625128612223","0.0625775378930062","0.0899474878294385"
"6","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","49","0.0899847150144804","0.0664514254050243","0.113518004623936"
"6","2017","Alleinerziehende","Westdeutschland","72","0.092503134081764","0.0729330435005529","0.112073224662975"
"6","2017","Alleinerziehende","Ostdeutschland","26","","",""
"6","2017","Paar mit Kind(ern)","Westdeutschland","126","0.0613650600349507","0.050504790248782","0.0722253298211195"
"6","2017","Paar mit Kind(ern)","Ostdeutschland","34","0.0680627075390654","0.0440902190465786","0.0920351960315523"
"6","2017","Sonstige","Westdeutschland","9","","",""
"6","2017","Sonstige","Ostdeutschland","1","","",""
"7","2017","1-Pers.- Haushalt","Westdeutschland","125","0.0598929581618755","0.0493257608808085","0.0704601554429425"
"7","2017","1-Pers.- Haushalt","Ostdeutschland","59","0.0764055319737034","0.0574944424032974","0.0953166215441093"
"7","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","94","0.0650752211983935","0.0523574698645386","0.0777929725322484"
"7","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","34","0.0609687625502761","0.0412913662117285","0.0806461588888238"
"7","2017","Alleinerziehende","Westdeutschland","81","0.0796359471615605","0.0613496217433252","0.0979222725797959"
"7","2017","Alleinerziehende","Ostdeutschland","31","0.0890064369139577","0.0547867812778621","0.123226092550053"
"7","2017","Paar mit Kind(ern)","Westdeutschland","169","0.0773430505320141","0.0652548278625088","0.0894312732015194"
"7","2017","Paar mit Kind(ern)","Ostdeutschland","33","0.0792742323320623","0.0535586517360289","0.104989812928096"
"7","2017","Sonstige","Westdeutschland","18","","",""
"7","2017","Sonstige","Ostdeutschland","3","","",""
"8","2017","1-Pers.- Haushalt","Westdeutschland","85","0.0403935900428211","0.0316258820443739","0.0491612980412683"
"8","2017","1-Pers.- Haushalt","Ostdeutschland","32","0.0517922852201018","0.0360162536271659","0.0675683168130377"
"8","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","37","0.0193995582254119","0.0122881414837685","0.0265109749670553"
"8","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","34","0.0567287539506054","0.0377051041174598","0.0757524037837509"
"8","2017","Alleinerziehende","Westdeutschland","84","0.0846241593201712","0.0658249773416149","0.103423341298727"
"8","2017","Alleinerziehende","Ostdeutschland","23","","",""
"8","2017","Paar mit Kind(ern)","Westdeutschland","141","0.0654575921616371","0.0542655021633925","0.0766496821598817"
"8","2017","Paar mit Kind(ern)","Ostdeutschland","29","","",""
"8","2017","Sonstige","Westdeutschland","11","","",""
"8","2017","Sonstige","Ostdeutschland","3","","",""
"9","2017","1-Pers.- Haushalt","Westdeutschland","40","0.0219158913713616","0.0153958409896702","0.0284359417530529"
"9","2017","1-Pers.- Haushalt","Ostdeutschland","12","","",""
"9","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","21","","",""
"9","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","5","","",""
"9","2017","Alleinerziehende","Westdeutschland","36","0.0510459593714739","0.0361799185786022","0.0659120001643455"
"9","2017","Alleinerziehende","Ostdeutschland","8","","",""
"9","2017","Paar mit Kind(ern)","Westdeutschland","31","0.0154291269043273","0.00985180332803047","0.0210064504806242"
"9","2017","Paar mit Kind(ern)","Ostdeutschland","2","","",""
"9","2017","Sonstige","Westdeutschland","7","","",""
"9","2017","Sonstige","Ostdeutschland","2","","",""
"10","2017","1-Pers.- Haushalt","Westdeutschland","46","0.0295994276466169","0.0220519739149341","0.0371468813782997"
"10","2017","1-Pers.- Haushalt","Ostdeutschland","26","","",""
"10","2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","15","","",""
"10","2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","6","","",""
"10","2017","Alleinerziehende","Westdeutschland","50","0.0680858769900073","0.0510717954469873","0.0850999585330273"
"10","2017","Alleinerziehende","Ostdeutschland","23","","",""
