"hlf0633","year","hhtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"10","2019","Sonstige","Westdeutschland","","","",""
"10","2019","Sonstige","Ostdeutschland","","","",""
"0","2020","1-Pers.- Haushalt","Westdeutschland","559","0.238830783337755","0.22251399404337","0.255147572632139"
"0","2020","1-Pers.- Haushalt","Ostdeutschland","190","0.236323398966279","0.207210896161205","0.265435901771354"
"0","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","383","0.218940371588295","0.199543531205357","0.238337211971233"
"0","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","118","0.205937776546313","0.172681838637469","0.239193714455156"
"0","2020","Alleinerziehende","Westdeutschland","114","0.129919135156881","0.105360840148803","0.154477430164958"
"0","2020","Alleinerziehende","Ostdeutschland","42","0.245582002171522","0.189588265493173","0.301575738849871"
"0","2020","Paar mit Kind(ern)","Westdeutschland","295","0.189908934708805","0.171615621874009","0.208202247543601"
"0","2020","Paar mit Kind(ern)","Ostdeutschland","85","0.215654225712521","0.174518871091524","0.256789580333519"
"0","2020","Sonstige","Westdeutschland","39","0.149553875293831","0.101659939449923","0.19744781113774"
"0","2020","Sonstige","Ostdeutschland","8","","",""
"1","2020","1-Pers.- Haushalt","Westdeutschland","175","0.0655611704713678","0.0560890386511537","0.0750333022915819"
"1","2020","1-Pers.- Haushalt","Ostdeutschland","63","0.0706605738074385","0.0530996564087399","0.088221491206137"
"1","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","161","0.0976695297683459","0.0837447501259083","0.111594309410784"
"1","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","37","0.0786319694690361","0.0564964321038195","0.100767506834253"
"1","2020","Alleinerziehende","Westdeutschland","34","0.0457968847762319","0.0305275461525391","0.0610662233999248"
"1","2020","Alleinerziehende","Ostdeutschland","18","","",""
"1","2020","Paar mit Kind(ern)","Westdeutschland","123","0.0838665989073004","0.0709387396431734","0.0967944581714274"
"1","2020","Paar mit Kind(ern)","Ostdeutschland","23","","",""
"1","2020","Sonstige","Westdeutschland","15","","",""
"1","2020","Sonstige","Ostdeutschland","2","","",""
"2","2020","1-Pers.- Haushalt","Westdeutschland","275","0.117631331317268","0.105302114465754","0.129960548168782"
"2","2020","1-Pers.- Haushalt","Ostdeutschland","85","0.0975575003674085","0.0772240284064993","0.117890972328318"
"2","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","196","0.11529014377185","0.100309775344898","0.130270512198803"
"2","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","83","0.144840721872777","0.115897773530113","0.173783670215442"
"2","2020","Alleinerziehende","Westdeutschland","52","0.0746747069242971","0.0554740617080797","0.0938753521405145"
"2","2020","Alleinerziehende","Ostdeutschland","21","","",""
"2","2020","Paar mit Kind(ern)","Westdeutschland","165","0.0901415679527079","0.0767847745805362","0.10349836132488"
"2","2020","Paar mit Kind(ern)","Ostdeutschland","42","0.101400289723874","0.0712087533419149","0.131591826105833"
"2","2020","Sonstige","Westdeutschland","20","","",""
"2","2020","Sonstige","Ostdeutschland","","","",""
"3","2020","1-Pers.- Haushalt","Westdeutschland","258","0.103647918704212","0.0919833535254668","0.115312483882957"
"3","2020","1-Pers.- Haushalt","Ostdeutschland","77","0.0863489009239216","0.067100704729317","0.105597097118526"
"3","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","215","0.120075308831278","0.104828618497556","0.135321999164999"
"3","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","63","0.0825478276102835","0.0599160605680119","0.105179594652555"
"3","2020","Alleinerziehende","Westdeutschland","45","0.0639270670214286","0.0460589381414391","0.0817951959014181"
"3","2020","Alleinerziehende","Ostdeutschland","15","","",""
"3","2020","Paar mit Kind(ern)","Westdeutschland","181","0.123355507066142","0.108018388771694","0.13869262536059"
"3","2020","Paar mit Kind(ern)","Ostdeutschland","40","0.109065107573146","0.0778870985201689","0.140243116626123"
"3","2020","Sonstige","Westdeutschland","17","","",""
"3","2020","Sonstige","Ostdeutschland","4","","",""
"4","2020","1-Pers.- Haushalt","Westdeutschland","188","0.0646779050119172","0.0552653502767349","0.0740904597470994"
"4","2020","1-Pers.- Haushalt","Ostdeutschland","64","0.0708522301566835","0.0532693265195651","0.0884351337938019"
"4","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","147","0.0910574983401782","0.0775631463485049","0.104551850331851"
"4","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","54","0.132831899496388","0.104920811785613","0.160742987207163"
"4","2020","Alleinerziehende","Westdeutschland","43","0.0791194139404793","0.0594031314371171","0.0988356964438415"
"4","2020","Alleinerziehende","Ostdeutschland","16","","",""
"4","2020","Paar mit Kind(ern)","Westdeutschland","149","0.0954992221831093","0.0817917576479839","0.109206686718235"
"4","2020","Paar mit Kind(ern)","Ostdeutschland","33","0.107958436904741","0.0769197515926864","0.138997122216795"
"4","2020","Sonstige","Westdeutschland","13","","",""
"4","2020","Sonstige","Ostdeutschland","2","","",""
"5","2020","1-Pers.- Haushalt","Westdeutschland","464","0.171486740564826","0.157061802728986","0.185911678400666"
"5","2020","1-Pers.- Haushalt","Ostdeutschland","135","0.170765264331949","0.14497772226227","0.196552806401628"
"5","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","273","0.156622088329371","0.139574474939546","0.173669701719195"
"5","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","109","0.199820691323743","0.166936451239958","0.232704931407528"
"5","2020","Alleinerziehende","Westdeutschland","139","0.216545379383003","0.186459464218632","0.246631294547374"
"5","2020","Alleinerziehende","Ostdeutschland","42","0.138916092643255","0.0939242087294918","0.183907976557018"
"5","2020","Paar mit Kind(ern)","Westdeutschland","339","0.174823075228432","0.157108707471564","0.192537442985299"
"5","2020","Paar mit Kind(ern)","Ostdeutschland","65","0.147697273585031","0.112210570161637","0.183183977008424"
"5","2020","Sonstige","Westdeutschland","45","0.186863985037889","0.134515671978121","0.239212298097658"
"5","2020","Sonstige","Ostdeutschland","8","","",""
"6","2020","1-Pers.- Haushalt","Westdeutschland","214","0.0726923156106433","0.0627564633131281","0.0826281679081585"
"6","2020","1-Pers.- Haushalt","Ostdeutschland","67","0.100140191015393","0.0795688276983498","0.120711554332435"
"6","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","123","0.072595329415738","0.060424646415673","0.0847660124158031"
"6","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","41","0.0563038178261596","0.0373472833806858","0.0752603522716334"
"6","2020","Alleinerziehende","Westdeutschland","63","0.0868159807170665","0.0662494597816075","0.107382501652526"
"6","2020","Alleinerziehende","Ostdeutschland","18","","",""
"6","2020","Paar mit Kind(ern)","Westdeutschland","138","0.0824931265950019","0.0696619557753501","0.0953242974146536"
"6","2020","Paar mit Kind(ern)","Ostdeutschland","38","0.0646809899654348","0.0400801073545701","0.0892818725762996"
"6","2020","Sonstige","Westdeutschland","16","","",""
"6","2020","Sonstige","Ostdeutschland","2","","",""
"7","2020","1-Pers.- Haushalt","Westdeutschland","204","0.0674997480608599","0.0578985705198604","0.0771009256018593"
"7","2020","1-Pers.- Haushalt","Ostdeutschland","58","0.0803002144075577","0.0616770775746732","0.0989233512404422"
"7","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","125","0.0696793836095053","0.0577369057703215","0.0816218614486892"
"7","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","28","","",""
"7","2020","Alleinerziehende","Westdeutschland","88","0.100570709989568","0.0786021740991898","0.122539245879946"
"7","2020","Alleinerziehende","Ostdeutschland","19","","",""
"7","2020","Paar mit Kind(ern)","Westdeutschland","159","0.0696206982529105","0.0577506646404018","0.0814907318654192"
"7","2020","Paar mit Kind(ern)","Ostdeutschland","27","","",""
"7","2020","Sonstige","Westdeutschland","21","","",""
"7","2020","Sonstige","Ostdeutschland","3","","",""
"8","2020","1-Pers.- Haushalt","Westdeutschland","149","0.0532848095490375","0.0446895236388899","0.0618800954591851"
"8","2020","1-Pers.- Haushalt","Ostdeutschland","39","0.0325531678027216","0.0203918224636197","0.0447145131418235"
"8","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","77","0.0324983060820896","0.0241810092569797","0.0408156029071995"
"8","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","21","","",""
"8","2020","Alleinerziehende","Westdeutschland","80","0.12129773569333","0.0974509931762271","0.145144478210433"
"8","2020","Alleinerziehende","Ostdeutschland","20","","",""
"8","2020","Paar mit Kind(ern)","Westdeutschland","131","0.0504369375346464","0.0402301517035574","0.0606437233657353"
"8","2020","Paar mit Kind(ern)","Ostdeutschland","21","","",""
"8","2020","Sonstige","Westdeutschland","16","","",""
"8","2020","Sonstige","Ostdeutschland","5","","",""
"9","2020","1-Pers.- Haushalt","Westdeutschland","61","0.0235729402062694","0.0177669576552088","0.0293789227573301"
"9","2020","1-Pers.- Haushalt","Ostdeutschland","19","","",""
"9","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","23","","",""
"9","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","2","","",""
"9","2020","Alleinerziehende","Westdeutschland","26","","",""
"9","2020","Alleinerziehende","Ostdeutschland","5","","",""
"9","2020","Paar mit Kind(ern)","Westdeutschland","39","0.018776566979577","0.012445968160368","0.0251071657987861"
"9","2020","Paar mit Kind(ern)","Ostdeutschland","2","","",""
"9","2020","Sonstige","Westdeutschland","4","","",""
"9","2020","Sonstige","Ostdeutschland","3","","",""
"10","2020","1-Pers.- Haushalt","Westdeutschland","76","0.0211143371658441","0.0156125516487865","0.0266161226829017"
"10","2020","1-Pers.- Haushalt","Ostdeutschland","21","","",""
"10","2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","23","","",""
"10","2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","12","","",""
"10","2020","Alleinerziehende","Westdeutschland","36","0.0637570234108199","0.0459110539364214","0.0816029928852184"
"10","2020","Alleinerziehende","Ostdeutschland","11","","",""
"10","2020","Paar mit Kind(ern)","Westdeutschland","47","0.0210777645913679","0.0143783151666531","0.0277772140160827"
"10","2020","Paar mit Kind(ern)","Ostdeutschland","8","","",""
"10","2020","Sonstige","Westdeutschland","7","","",""
"10","2020","Sonstige","Ostdeutschland","","","",""
