"hlf0633","year","hhtyp","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","2017","1-Pers.- Haushalt","Staedtischer Raum","516","0.28401875933397","0.263612847365179","0.304424671302762"
"0","2017","1-Pers.- Haushalt","Laendlicher Raum","192","","",""
"0","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","656","0.24836037382712","0.232075262426681","0.264645485227558"
"0","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","320","0.26423172463356","0.240463575039359","0.287999874227761"
"0","2017","Alleinerziehende","Staedtischer Raum","289","","",""
"0","2017","Alleinerziehende","Laendlicher Raum","148","","",""
"0","2017","Paar mit Kind(ern)","Staedtischer Raum","1280","","",""
"0","2017","Paar mit Kind(ern)","Laendlicher Raum","459","0.158657547829146","0.144613956357604","0.172701139300688"
"0","2017","Sonstige","Staedtischer Raum","97","0.183784501936763","0.151087301493897","0.21648170237963"
"0","2017","Sonstige","Laendlicher Raum","40","0.238138375258136","0.174849670265093","0.301427080251178"
"1","2017","1-Pers.- Haushalt","Staedtischer Raum","144","","",""
"1","2017","1-Pers.- Haushalt","Laendlicher Raum","63","0.0898942266313275","0.070304969130578","0.109483484132077"
"1","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","272","","",""
"1","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","120","","",""
"1","2017","Alleinerziehende","Staedtischer Raum","82","0.0423019484507434","0.0333291760502031","0.0512747208512837"
"1","2017","Alleinerziehende","Laendlicher Raum","48","0.0960390841147007","0.0772233368373256","0.114854831392076"
"1","2017","Paar mit Kind(ern)","Staedtischer Raum","447","0.0783308839788433","0.0718475862371589","0.0848141817205278"
"1","2017","Paar mit Kind(ern)","Laendlicher Raum","198","","",""
"1","2017","Sonstige","Staedtischer Raum","31","0.0568788622093031","0.0373258848280302","0.076431839590576"
"1","2017","Sonstige","Laendlicher Raum","13","","",""
"2","2017","1-Pers.- Haushalt","Staedtischer Raum","190","","",""
"2","2017","1-Pers.- Haushalt","Laendlicher Raum","98","0.118943427640893","0.0967727859836676","0.141114069298118"
"2","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","330","0.143107473115423","0.129908532293136","0.15630641393771"
"2","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","134","","",""
"2","2017","Alleinerziehende","Staedtischer Raum","144","","",""
"2","2017","Alleinerziehende","Laendlicher Raum","63","0.0779484802312847","0.060828468430932","0.0950684920316373"
"2","2017","Paar mit Kind(ern)","Staedtischer Raum","648","0.0994908975113828","0.0922685619381001","0.106713233084665"
"2","2017","Paar mit Kind(ern)","Laendlicher Raum","233","","",""
"2","2017","Sonstige","Staedtischer Raum","39","0.0468541412716943","0.029013626458599","0.0646946560847895"
"2","2017","Sonstige","Laendlicher Raum","16","","",""
"3","2017","1-Pers.- Haushalt","Staedtischer Raum","187","","",""
"3","2017","1-Pers.- Haushalt","Laendlicher Raum","71","0.0782280513929625","0.0598373141230447","0.0966187886628802"
"3","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","272","","",""
"3","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","156","","",""
"3","2017","Alleinerziehende","Staedtischer Raum","117","","",""
"3","2017","Alleinerziehende","Laendlicher Raum","46","0.0557034436343378","0.0410574829220087","0.070349404346667"
"3","2017","Paar mit Kind(ern)","Staedtischer Raum","589","0.0821630011645959","0.0755368267558634","0.0887891755733284"
"3","2017","Paar mit Kind(ern)","Laendlicher Raum","289","","",""
"3","2017","Sonstige","Staedtischer Raum","52","0.0642688316523935","0.0435660139150685","0.0849716493897185"
"3","2017","Sonstige","Laendlicher Raum","9","0.0540921627164804","0.0204824305458637","0.0877018948870971"
"4","2017","1-Pers.- Haushalt","Staedtischer Raum","117","","",""
"4","2017","1-Pers.- Haushalt","Laendlicher Raum","60","0.0756515321952881","0.057540931005691","0.0937621333848852"
"4","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","204","","",""
"4","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","108","","",""
"4","2017","Alleinerziehende","Staedtischer Raum","142","","",""
"4","2017","Alleinerziehende","Laendlicher Raum","64","0.0525081676208069","0.0382644351331746","0.0667519001084393"
"4","2017","Paar mit Kind(ern)","Staedtischer Raum","431","0.0763070337434813","0.0699010174410089","0.0827130500459536"
"4","2017","Paar mit Kind(ern)","Laendlicher Raum","157","","",""
"4","2017","Sonstige","Staedtischer Raum","30","0.0519033563034793","0.033175945636091","0.0706307669708677"
"4","2017","Sonstige","Laendlicher Raum","4","0.00954803171144837","-0.00490127809830893","0.0239973415212057"
"5","2017","1-Pers.- Haushalt","Staedtischer Raum","311","0.170975499252186","0.153938923951406","0.188012074552967"
"5","2017","1-Pers.- Haushalt","Laendlicher Raum","147","","",""
"5","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","416","0.147916467507113","0.134535297243412","0.161297637770814"
"5","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","248","","",""
"5","2017","Alleinerziehende","Staedtischer Raum","376","0.2074575119332","0.189381275069846","0.225533748796554"
"5","2017","Alleinerziehende","Laendlicher Raum","210","","",""
"5","2017","Paar mit Kind(ern)","Staedtischer Raum","1244","","",""
"5","2017","Paar mit Kind(ern)","Laendlicher Raum","538","0.204871100551892","0.189357216671482","0.220384984432302"
"5","2017","Sonstige","Staedtischer Raum","102","","",""
"5","2017","Sonstige","Laendlicher Raum","35","0.195151970376314","0.136265316135054","0.254038624617573"
"6","2017","1-Pers.- Haushalt","Staedtischer Raum","121","","",""
"6","2017","1-Pers.- Haushalt","Laendlicher Raum","53","0.0665765891733523","0.0495037300973928","0.0836494482493118"
"6","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","220","","",""
"6","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","78","0.0564413113605894","0.0440014548679487","0.0688811678532301"
"6","2017","Alleinerziehende","Staedtischer Raum","155","","",""
"6","2017","Alleinerziehende","Laendlicher Raum","97","0.130762419609208","0.109232948516336","0.152291890702081"
"6","2017","Paar mit Kind(ern)","Staedtischer Raum","456","0.0648436455901997","0.0589018492524046","0.0707854419279948"
"6","2017","Paar mit Kind(ern)","Laendlicher Raum","218","","",""
"6","2017","Sonstige","Staedtischer Raum","24","","",""
"6","2017","Sonstige","Laendlicher Raum","5","0.0328135594889329","0.00634348043772166","0.0592836385401441"
"7","2017","1-Pers.- Haushalt","Staedtischer Raum","123","","",""
"7","2017","1-Pers.- Haushalt","Laendlicher Raum","61","0.0629284712330115","0.0462975578308403","0.0795593846351827"
"7","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","182","","",""
"7","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","74","0.063432526806131","0.0502936601631332","0.0765713934491287"
"7","2017","Alleinerziehende","Staedtischer Raum","194","","",""
"7","2017","Alleinerziehende","Laendlicher Raum","104","","",""
"7","2017","Paar mit Kind(ern)","Staedtischer Raum","597","0.0695993261052162","0.0634591693183785","0.0757394828920539"
"7","2017","Paar mit Kind(ern)","Laendlicher Raum","242","","",""
"7","2017","Sonstige","Staedtischer Raum","54","0.0657634800460722","0.0448380437416703","0.086688916350474"
"7","2017","Sonstige","Laendlicher Raum","20","","",""
"8","2017","1-Pers.- Haushalt","Staedtischer Raum","86","0.0437310680571156","0.0344773398559536","0.0529847962582775"
"8","2017","1-Pers.- Haushalt","Laendlicher Raum","31","0.0413937204177406","0.0277512347576868","0.0550362060777944"
"8","2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","88","0.02530864129507","0.0193887637874391","0.0312285188027009"
"8","2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","54","0.0324160699713011","0.0228692910086882","0.0419628489339141"
"8","2017","Alleinerziehende","Staedtischer Raum","206","","",""
"8","2017","Alleinerziehende","Laendlicher Raum","67","0.0816494380309415","0.06416291405662","0.0991359620052629"
"8","2017","Paar mit Kind(ern)","Staedtischer Raum","571","0.0796066904762403","0.0730753331175281","0.0861380478349525"
"8","2017","Paar mit Kind(ern)","Laendlicher Raum","154","","",""
"8","2017","Sonstige","Staedtischer Raum","48","0.0803276178781405","0.0573818431861696","0.103273392570111"
