"hlf0633","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","2017","1-Pers.- Haushalt","708","0.270674728948671","0.253900089566021","0.287449368331321"
"0","2017","(Ehe-)Paar ohne Kind(er)","488","0.252868193566488","0.233880512895844","0.271855874237133"
"0","2017","Alleinerziehende","170","0.178378191713625","0.155836574613436","0.200919808813815"
"0","2017","Paar mit Kind(ern)","455","0.198622921801868","0.182318052789586","0.214927790814151"
"0","2017","Sonstige","43","0.198991208436215","0.144339121994001","0.25364329487843"
"1","2017","1-Pers.- Haushalt","207","0.0824495525863469","0.072065238066361","0.0928338671063329"
"1","2017","(Ehe-)Paar ohne Kind(er)","196","0.089350200180103","0.0768892928363464","0.10181110752386"
"1","2017","Alleinerziehende","49","0.0558496804979317","0.0423286706368725","0.0693706903589909"
"1","2017","Paar mit Kind(ern)","167","0.0819293200308416","0.0707209642748363","0.0931376757868468"
"1","2017","Sonstige","15","","",""
"2","2017","1-Pers.- Haushalt","288","0.0970784565290884","0.085900687141433","0.108256225916744"
"2","2017","(Ehe-)Paar ohne Kind(er)","232","0.135805882047712","0.120840384956121","0.150771379139303"
"2","2017","Alleinerziehende","84","0.0659644998942566","0.0513489540550567","0.0805800457334565"
"2","2017","Paar mit Kind(ern)","230","0.107960836458913","0.0952782084553552","0.12064346446247"
"2","2017","Sonstige","18","","",""
"3","2017","1-Pers.- Haushalt","258","0.0915830852640773","0.0806933092429187","0.102472861285236"
"3","2017","(Ehe-)Paar ohne Kind(er)","214","0.0984811433684699","0.0854647653682644","0.111497521368675"
"3","2017","Alleinerziehende","68","0.0552431042436762","0.0417914008275173","0.068694807659835"
"3","2017","Paar mit Kind(ern)","226","0.0976650016714322","0.0855328577078128","0.109797145635052"
"3","2017","Sonstige","19","","",""
"4","2017","1-Pers.- Haushalt","177","0.0681930111745181","0.058675977151136","0.0777100451979002"
"4","2017","(Ehe-)Paar ohne Kind(er)","156","0.0766466884430597","0.0650253310588541","0.0882680458272653"
"4","2017","Alleinerziehende","80","0.0705742053452636","0.0554939543522075","0.0856544563383198"
"4","2017","Paar mit Kind(ern)","155","0.0758086171829443","0.064991179105808","0.0866260552600806"
"4","2017","Sonstige","9","","",""
"5","2017","1-Pers.- Haushalt","458","0.176093512178297","0.1617128347299","0.190474189626693"
"5","2017","(Ehe-)Paar ohne Kind(er)","332","0.152427285329815","0.136725608128956","0.168128962530674"
"5","2017","Alleinerziehende","223","0.198758765574719","0.175261192876529","0.222256338272909"
"5","2017","Paar mit Kind(ern)","435","0.19302102816384","0.176891651113386","0.209150405214294"
"5","2017","Sonstige","39","0.206717616361488","0.151283923683808","0.262151309039168"
"6","2017","1-Pers.- Haushalt","174","0.060859266712548","0.0518332236185021","0.069885309806594"
"6","2017","(Ehe-)Paar ohne Kind(er)","149","0.0791767524360593","0.067381338575102","0.0909721662970167"
"6","2017","Alleinerziehende","98","0.0896159933970761","0.0727976474210669","0.106434339373085"
"6","2017","Paar mit Kind(ern)","160","0.0623863198143388","0.0525021357504963","0.0722705038781813"
"6","2017","Sonstige","10","","",""
"7","2017","1-Pers.- Haushalt","184","0.063785606659023","0.0545595162023985","0.0730116971156475"
"7","2017","(Ehe-)Paar ohne Kind(er)","128","0.064203115965493","0.0534954440952386","0.0749107878357473"
"7","2017","Alleinerziehende","112","0.0813714047872594","0.0652729535032118","0.0974698560713071"
"7","2017","Paar mit Kind(ern)","202","0.0776375178502574","0.0667012079377644","0.0885738277627503"
"7","2017","Sonstige","21","","",""
"8","2017","1-Pers.- Haushalt","117","0.0430807007353711","0.0354150726898924","0.0507463287808499"
"8","2017","(Ehe-)Paar ohne Kind(er)","71","0.0273273105106649","0.0202052114431683","0.0344494095781615"
"8","2017","Alleinerziehende","107","0.0919182131653117","0.0749067574039048","0.108929668926718"
"8","2017","Paar mit Kind(ern)","170","0.0634620108260186","0.0534986975349759","0.0734253241170612"
"8","2017","Sonstige","14","","",""
"9","2017","1-Pers.- Haushalt","52","0.0189583483813777","0.0138094694598649","0.0241072273028906"
"9","2017","(Ehe-)Paar ohne Kind(er)","26","","",""
"9","2017","Alleinerziehende","44","0.0463956572421558","0.0340105153477095","0.0587807991366021"
"9","2017","Paar mit Kind(ern)","33","0.0136353708684197","0.00889582865761359","0.0183749130792259"
"9","2017","Sonstige","9","","",""
"10","2017","1-Pers.- Haushalt","72","0.0272437308306813","0.0210975686511705","0.0333898930101921"
"10","2017","(Ehe-)Paar ohne Kind(er)","21","","",""
"10","2017","Alleinerziehende","73","0.0659302841387241","0.0513182617018598","0.0805423065755884"
"10","2017","Paar mit Kind(ern)","67","0.0278710553311268","0.021144033813297","0.0345980768489565"
"10","2017","Sonstige","8","","",""
"0","2018","1-Pers.- Haushalt","797","0.255582664438255","0.240490999024047","0.270674329852462"
"0","2018","(Ehe-)Paar ohne Kind(er)","523","0.251971711009632","0.233255723080839","0.270687698938425"
"0","2018","Alleinerziehende","228","0.147378511436717","0.126710243207524","0.16804677966591"
"0","2018","Paar mit Kind(ern)","831","0.19144310298404","0.177993068604928","0.204893137363153"
"0","2018","Sonstige","100","0.208672994378959","0.167544427695457","0.249801561062461"
"1","2018","1-Pers.- Haushalt","207","0.066384577277081","0.0577710538707179","0.0749981006834442"
"1","2018","(Ehe-)Paar ohne Kind(er)","155","0.0765888383606324","0.0651242582371109","0.0880534184841539"
"1","2018","Alleinerziehende","56","0.0712785479194566","0.0562771742257151","0.086279921613198"
"1","2018","Paar mit Kind(ern)","179","0.0786467276897546","0.0694443159893743","0.0878491393901349"
"1","2018","Sonstige","15","","",""
"2","2018","1-Pers.- Haushalt","307","0.0901293531408655","0.0802213488308952","0.100037357450836"
"2","2018","(Ehe-)Paar ohne Kind(er)","224","0.105926922312766","0.0926600808753321","0.1191937637502"
"2","2018","Alleinerziehende","68","0.0581757555521976","0.0445278873960065","0.0718236237083886"
"2","2018","Paar mit Kind(ern)","232","0.0842873155187523","0.0747898228914691","0.0937848081460355"
"2","2018","Sonstige","20","","",""
"3","2018","1-Pers.- Haushalt","313","0.103280349104501","0.0927510266809121","0.11380967152809"
"3","2018","(Ehe-)Paar ohne Kind(er)","248","0.14500849930856","0.129829068723508","0.160187929893611"
"3","2018","Alleinerziehende","80","0.0837939730340904","0.0676387918617145","0.0999491542064664"
"3","2018","Paar mit Kind(ern)","249","0.0997987533011333","0.0895521339731026","0.110045372629164"
"3","2018","Sonstige","30","0.0923588947084066","0.0630547602329958","0.121663029183817"
"4","2018","1-Pers.- Haushalt","226","0.0740203393812212","0.0649621897152331","0.0830784890472092"
"4","2018","(Ehe-)Paar ohne Kind(er)","180","0.0842555002328485","0.0722808139944119","0.0962301864712852"
"4","2018","Alleinerziehende","86","0.06865767896609","0.0539139242495933","0.0834014336825867"
"4","2018","Paar mit Kind(ern)","227","0.081611266219761","0.0722521127085035","0.0909704197310185"
"4","2018","Sonstige","23","","",""
"5","2018","1-Pers.- Haushalt","538","0.173879737904058","0.160766517584586","0.186992958223529"
"5","2018","(Ehe-)Paar ohne Kind(er)","308","0.156724492405465","0.141052253909192","0.172396730901739"
"5","2018","Alleinerziehende","213","0.194719746384887","0.171631689072843","0.21780780369693"
"5","2018","Paar mit Kind(ern)","577","0.190118780296251","0.176704375338148","0.203533185254354"
"5","2018","Sonstige","74","0.211750466137497","0.17040037167904","0.253100560595955"
"6","2018","1-Pers.- Haushalt","224","0.0711252942368245","0.0622321806601324","0.0800184078135167"
"6","2018","(Ehe-)Paar ohne Kind(er)","137","0.0558635677199016","0.0459630121629829","0.0657641232768203"
"6","2018","Alleinerziehende","79","0.0692168195447268","0.0544175952382554","0.0840160438511982"
"6","2018","Paar mit Kind(ern)","225","0.0647085190488391","0.0562983938990348","0.0731186441986433"
"6","2018","Sonstige","26","","",""
"7","2018","1-Pers.- Haushalt","234","0.0720431255418813","0.0630972386618554","0.0809890124219072"
