year,bula_h,quintil_oecd_hh,hlc0080_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1984,Baden-Wuerttemberg,5th Quintile,No,1.00000,196,5445,1.00000,1.00000
1984,Bavaria,1st Quintile,No,1.00000,155,5445,1.00000,1.00000
1984,Bavaria,2nd Quintile,No,1.00000,206,5445,1.00000,1.00000
1984,Bavaria,3rd Quintile,No,1.00000,202,5445,1.00000,1.00000
1984,Bavaria,4th Quintile,No,1.00000,204,5445,1.00000,1.00000
1984,Bavaria,5th Quintile,No,1.00000,187,5445,1.00000,1.00000
1984,Berlin,3rd Quintile,No,1.00000,55,5445,1.00000,1.00000
1984,Berlin,4th Quintile,No,1.00000,47,5445,1.00000,1.00000
1984,Berlin,5th Quintile,No,1.00000,50,5445,1.00000,1.00000
1985,Schleswig-Holstein,2nd Quintile,No,1.00000,36,4885,1.00000,1.00000
1985,Schleswig-Holstein,3rd Quintile,No,1.00000,32,4885,1.00000,1.00000
1985,Schleswig-Holstein,4th Quintile,No,1.00000,36,4885,1.00000,1.00000
1985,Schleswig-Holstein,5th Quintile,No,1.00000,34,4885,1.00000,1.00000
1985,Hamburg,3rd Quintile,No,1.00000,32,4885,1.00000,1.00000
1985,Hamburg,5th Quintile,No,1.00000,38,4885,1.00000,1.00000
1985,Lower Saxony,1st Quintile,Yes,0.31619,31,4885,0.31506,0.31733
1985,Lower Saxony,1st Quintile,No,0.68381,83,4885,0.68267,0.68494
1985,Lower Saxony,2nd Quintile,No,1.00000,85,4885,1.00000,1.00000
1985,Lower Saxony,3rd Quintile,No,1.00000,107,4885,1.00000,1.00000
1985,Lower Saxony,4th Quintile,No,1.00000,95,4885,1.00000,1.00000
1985,Lower Saxony,5th Quintile,No,1.00000,99,4885,1.00000,1.00000
1985,North Rhine-Westphalia,1st Quintile,Yes,0.28233,74,4885,0.28161,0.28305
1985,North Rhine-Westphalia,1st Quintile,No,0.71767,244,4885,0.71695,0.71839
1985,North Rhine-Westphalia,2nd Quintile,No,1.00000,293,4885,1.00000,1.00000
1985,North Rhine-Westphalia,3rd Quintile,No,1.00000,246,4885,1.00000,1.00000
1985,North Rhine-Westphalia,4th Quintile,No,1.00000,280,4885,1.00000,1.00000
1985,North Rhine-Westphalia,5th Quintile,No,1.00000,244,4885,1.00000,1.00000
1985,Hesse,1st Quintile,No,1.00000,103,4885,1.00000,1.00000
1985,Hesse,2nd Quintile,No,1.00000,98,4885,1.00000,1.00000
1985,Hesse,3rd Quintile,No,1.00000,98,4885,1.00000,1.00000
1985,Hesse,4th Quintile,No,1.00000,106,4885,1.00000,1.00000
1985,Hesse,5th Quintile,No,1.00000,99,4885,1.00000,1.00000
1985,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,72,4885,1.00000,1.00000
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,65,4885,1.00000,1.00000
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,73,4885,1.00000,1.00000
1985,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,76,4885,1.00000,1.00000
1985,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,53,4885,1.00000,1.00000
1985,Baden-Wuerttemberg,1st Quintile,No,1.00000,149,4885,1.00000,1.00000
1985,Baden-Wuerttemberg,2nd Quintile,No,1.00000,182,4885,1.00000,1.00000
1985,Baden-Wuerttemberg,3rd Quintile,No,1.00000,220,4885,1.00000,1.00000
1985,Baden-Wuerttemberg,4th Quintile,No,1.00000,194,4885,1.00000,1.00000
1985,Baden-Wuerttemberg,5th Quintile,No,1.00000,155,4885,1.00000,1.00000
1985,Bavaria,1st Quintile,No,1.00000,124,4885,1.00000,1.00000
1985,Bavaria,2nd Quintile,No,1.00000,191,4885,1.00000,1.00000
1985,Bavaria,3rd Quintile,No,1.00000,174,4885,1.00000,1.00000
1985,Bavaria,4th Quintile,No,1.00000,177,4885,1.00000,1.00000
1985,Bavaria,5th Quintile,No,1.00000,192,4885,1.00000,1.00000
1985,Berlin,1st Quintile,No,1.00000,32,4885,1.00000,1.00000
1985,Berlin,2nd Quintile,No,1.00000,34,4885,1.00000,1.00000
1985,Berlin,3rd Quintile,No,1.00000,37,4885,1.00000,1.00000
1985,Berlin,4th Quintile,No,1.00000,43,4885,1.00000,1.00000
1985,Berlin,5th Quintile,No,1.00000,49,4885,1.00000,1.00000
1986,Schleswig-Holstein,2nd Quintile,No,1.00000,37,4571,1.00000,1.00000
1986,Schleswig-Holstein,3rd Quintile,No,1.00000,31,4571,1.00000,1.00000
1986,Schleswig-Holstein,4th Quintile,No,1.00000,34,4571,1.00000,1.00000
1986,Hamburg,5th Quintile,No,1.00000,34,4571,1.00000,1.00000
1986,Lower Saxony,1st Quintile,No,1.00000,81,4571,1.00000,1.00000
1986,Lower Saxony,2nd Quintile,No,1.00000,96,4571,1.00000,1.00000
1986,Lower Saxony,3rd Quintile,No,1.00000,105,4571,1.00000,1.00000
1986,Lower Saxony,4th Quintile,No,1.00000,100,4571,1.00000,1.00000
1986,Lower Saxony,5th Quintile,No,1.00000,94,4571,1.00000,1.00000
1986,North Rhine-Westphalia,1st Quintile,Yes,0.25284,62,4571,0.25215,0.25353
1986,North Rhine-Westphalia,1st Quintile,No,0.74716,234,4571,0.74647,0.74785
1986,North Rhine-Westphalia,2nd Quintile,No,1.00000,245,4571,1.00000,1.00000
1986,North Rhine-Westphalia,3rd Quintile,No,1.00000,263,4571,1.00000,1.00000
1986,North Rhine-Westphalia,4th Quintile,No,1.00000,273,4571,1.00000,1.00000
1986,North Rhine-Westphalia,5th Quintile,No,1.00000,244,4571,1.00000,1.00000
1986,Hesse,1st Quintile,No,1.00000,89,4571,1.00000,1.00000
1986,Hesse,2nd Quintile,No,1.00000,96,4571,1.00000,1.00000
1986,Hesse,3rd Quintile,No,1.00000,70,4571,1.00000,1.00000
1986,Hesse,4th Quintile,No,1.00000,106,4571,1.00000,1.00000
1986,Hesse,5th Quintile,No,1.00000,103,4571,1.00000,1.00000
1986,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,57,4571,1.00000,1.00000
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,85,4571,1.00000,1.00000
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,68,4571,1.00000,1.00000
1986,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,70,4571,1.00000,1.00000
1986,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,58,4571,1.00000,1.00000
1986,Baden-Wuerttemberg,1st Quintile,No,1.00000,137,4571,1.00000,1.00000
1986,Baden-Wuerttemberg,2nd Quintile,No,1.00000,185,4571,1.00000,1.00000
1986,Baden-Wuerttemberg,3rd Quintile,No,1.00000,207,4571,1.00000,1.00000
1986,Baden-Wuerttemberg,4th Quintile,No,1.00000,175,4571,1.00000,1.00000
1986,Baden-Wuerttemberg,5th Quintile,No,1.00000,164,4571,1.00000,1.00000
1986,Bavaria,1st Quintile,No,1.00000,119,4571,1.00000,1.00000
1986,Bavaria,2nd Quintile,No,1.00000,163,4571,1.00000,1.00000
1986,Bavaria,3rd Quintile,No,1.00000,182,4571,1.00000,1.00000
1986,Bavaria,4th Quintile,No,1.00000,169,4571,1.00000,1.00000
1986,Bavaria,5th Quintile,No,1.00000,173,4571,1.00000,1.00000
1986,Berlin,1st Quintile,No,1.00000,32,4571,1.00000,1.00000
1986,Berlin,3rd Quintile,No,1.00000,46,4571,1.00000,1.00000
1986,Berlin,4th Quintile,No,1.00000,44,4571,1.00000,1.00000
1986,Berlin,5th Quintile,No,1.00000,40,4571,1.00000,1.00000
1987,Schleswig-Holstein,3rd Quintile,No,1.00000,34,4480,1.00000,1.00000
1987,Hamburg,4th Quintile,No,1.00000,31,4480,1.00000,1.00000
1987,Hamburg,5th Quintile,No,1.00000,32,4480,1.00000,1.00000
1987,Lower Saxony,1st Quintile,Yes,0.39111,39,4480,0.38993,0.39229
1987,Lower Saxony,1st Quintile,No,0.60889,68,4480,0.60771,0.61007
1987,Lower Saxony,2nd Quintile,No,1.00000,92,4480,1.00000,1.00000
1987,Lower Saxony,3rd Quintile,No,1.00000,102,4480,1.00000,1.00000
1987,Lower Saxony,4th Quintile,No,1.00000,99,4480,1.00000,1.00000
1987,Lower Saxony,5th Quintile,No,1.00000,99,4480,1.00000,1.00000
1987,North Rhine-Westphalia,1st Quintile,Yes,0.25398,67,4480,0.25330,0.25466
1987,North Rhine-Westphalia,1st Quintile,No,0.74602,223,4480,0.74534,0.74670
1987,North Rhine-Westphalia,2nd Quintile,No,1.00000,263,4480,1.00000,1.00000
1987,North Rhine-Westphalia,3rd Quintile,No,1.00000,239,4480,1.00000,1.00000
1987,North Rhine-Westphalia,4th Quintile,No,1.00000,259,4480,1.00000,1.00000
1987,North Rhine-Westphalia,5th Quintile,No,1.00000,253,4480,1.00000,1.00000
1987,Hesse,1st Quintile,No,1.00000,74,4480,1.00000,1.00000
1987,Hesse,2nd Quintile,No,1.00000,74,4480,1.00000,1.00000
1987,Hesse,3rd Quintile,No,1.00000,96,4480,1.00000,1.00000
1987,Hesse,4th Quintile,No,1.00000,114,4480,1.00000,1.00000
1987,Hesse,5th Quintile,No,1.00000,96,4480,1.00000,1.00000
1987,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,59,4480,1.00000,1.00000
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,78,4480,1.00000,1.00000
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,74,4480,1.00000,1.00000
1987,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,66,4480,1.00000,1.00000
1987,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,58,4480,1.00000,1.00000
1987,Baden-Wuerttemberg,1st Quintile,No,1.00000,117,4480,1.00000,1.00000
1987,Baden-Wuerttemberg,2nd Quintile,No,1.00000,179,4480,1.00000,1.00000
1987,Baden-Wuerttemberg,3rd Quintile,No,1.00000,198,4480,1.00000,1.00000
1987,Baden-Wuerttemberg,4th Quintile,No,1.00000,201,4480,1.00000,1.00000
1987,Baden-Wuerttemberg,5th Quintile,No,1.00000,161,4480,1.00000,1.00000
1987,Bavaria,1st Quintile,No,1.00000,123,4480,1.00000,1.00000
1987,Bavaria,2nd Quintile,No,1.00000,165,4480,1.00000,1.00000
1987,Bavaria,3rd Quintile,No,1.00000,182,4480,1.00000,1.00000
1987,Bavaria,4th Quintile,No,1.00000,162,4480,1.00000,1.00000
1987,Bavaria,5th Quintile,No,1.00000,165,4480,1.00000,1.00000
1987,Berlin,3rd Quintile,No,1.00000,45,4480,1.00000,1.00000
1987,Berlin,4th Quintile,No,1.00000,47,4480,1.00000,1.00000
1987,Berlin,5th Quintile,No,1.00000,46,4480,1.00000,1.00000
1988,Schleswig-Holstein,2nd Quintile,No,1.00000,32,4318,1.00000,1.00000
1988,Schleswig-Holstein,3rd Quintile,No,1.00000,37,4318,1.00000,1.00000
1988,Schleswig-Holstein,5th Quintile,No,1.00000,31,4318,1.00000,1.00000
1988,Lower Saxony,1st Quintile,Yes,0.32641,31,4318,0.32524,0.32758
1988,Lower Saxony,1st Quintile,No,0.67359,67,4318,0.67242,0.67476
1988,Lower Saxony,2nd Quintile,No,1.00000,86,4318,1.00000,1.00000
1988,Lower Saxony,3rd Quintile,No,1.00000,89,4318,1.00000,1.00000
1988,Lower Saxony,4th Quintile,No,1.00000,106,4318,1.00000,1.00000
1988,Lower Saxony,5th Quintile,No,1.00000,93,4318,1.00000,1.00000
1988,North Rhine-Westphalia,1st Quintile,Yes,0.26558,77,4318,0.26491,0.26625
1988,North Rhine-Westphalia,1st Quintile,No,0.73442,221,4318,0.73375,0.73509
1988,North Rhine-Westphalia,2nd Quintile,Yes,0.14405,33,4318,0.14348,0.14461
1988,North Rhine-Westphalia,2nd Quintile,No,0.85595,230,4318,0.85539,0.85652
1988,North Rhine-Westphalia,3rd Quintile,No,1.00000,233,4318,1.00000,1.00000
1988,North Rhine-Westphalia,4th Quintile,No,1.00000,231,4318,1.00000,1.00000
1988,North Rhine-Westphalia,5th Quintile,No,1.00000,248,4318,1.00000,1.00000
1988,Hesse,1st Quintile,No,1.00000,71,4318,1.00000,1.00000
1988,Hesse,2nd Quintile,No,1.00000,96,4318,1.00000,1.00000
1988,Hesse,3rd Quintile,No,1.00000,79,4318,1.00000,1.00000
1988,Hesse,4th Quintile,No,1.00000,114,4318,1.00000,1.00000
1988,Hesse,5th Quintile,No,1.00000,79,4318,1.00000,1.00000
1988,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,59,4318,1.00000,1.00000
1988,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,60,4318,1.00000,1.00000
1988,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,77,4318,1.00000,1.00000
1988,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,70,4318,1.00000,1.00000
1988,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,51,4318,1.00000,1.00000
1988,Baden-Wuerttemberg,1st Quintile,No,1.00000,122,4318,1.00000,1.00000
1988,Baden-Wuerttemberg,2nd Quintile,No,1.00000,171,4318,1.00000,1.00000
1988,Baden-Wuerttemberg,3rd Quintile,No,1.00000,193,4318,1.00000,1.00000
1988,Baden-Wuerttemberg,4th Quintile,No,1.00000,191,4318,1.00000,1.00000
1988,Baden-Wuerttemberg,5th Quintile,No,1.00000,152,4318,1.00000,1.00000
1988,Bavaria,1st Quintile,No,1.00000,115,4318,1.00000,1.00000
1988,Bavaria,2nd Quintile,No,1.00000,157,4318,1.00000,1.00000
1988,Bavaria,3rd Quintile,No,1.00000,179,4318,1.00000,1.00000
1988,Bavaria,4th Quintile,No,1.00000,165,4318,1.00000,1.00000
1988,Bavaria,5th Quintile,No,1.00000,151,4318,1.00000,1.00000
1988,Berlin,3rd Quintile,No,1.00000,39,4318,1.00000,1.00000
1988,Berlin,4th Quintile,No,1.00000,36,4318,1.00000,1.00000
1988,Berlin,5th Quintile,No,1.00000,46,4318,1.00000,1.00000
1989,Schleswig-Holstein,2nd Quintile,No,1.00000,39,4193,1.00000,1.00000
1989,Schleswig-Holstein,3rd Quintile,No,1.00000,32,4193,1.00000,1.00000
1989,Lower Saxony,1st Quintile,Yes,0.35661,34,4193,0.35547,0.35775
1989,Lower Saxony,1st Quintile,No,0.64339,71,4193,0.64225,0.64453
1989,Lower Saxony,2nd Quintile,No,1.00000,78,4193,1.00000,1.00000
1989,Lower Saxony,3rd Quintile,No,1.00000,99,4193,1.00000,1.00000
1989,Lower Saxony,4th Quintile,No,1.00000,108,4193,1.00000,1.00000
1989,Lower Saxony,5th Quintile,No,1.00000,83,4193,1.00000,1.00000
1989,North Rhine-Westphalia,1st Quintile,Yes,0.24912,65,4193,0.24846,0.24978
1989,North Rhine-Westphalia,1st Quintile,No,0.75088,203,4193,0.75022,0.75154
1989,North Rhine-Westphalia,2nd Quintile,No,1.00000,232,4193,1.00000,1.00000
1989,North Rhine-Westphalia,3rd Quintile,No,1.00000,251,4193,1.00000,1.00000
1989,North Rhine-Westphalia,4th Quintile,No,1.00000,215,4193,1.00000,1.00000
1989,North Rhine-Westphalia,5th Quintile,No,1.00000,240,4193,1.00000,1.00000
1989,Hesse,1st Quintile,No,1.00000,87,4193,1.00000,1.00000
1989,Hesse,2nd Quintile,No,1.00000,87,4193,1.00000,1.00000
1989,Hesse,3rd Quintile,No,1.00000,94,4193,1.00000,1.00000
1989,Hesse,4th Quintile,No,1.00000,96,4193,1.00000,1.00000
1989,Hesse,5th Quintile,No,1.00000,86,4193,1.00000,1.00000
1989,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,62,4193,1.00000,1.00000
1989,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,71,4193,1.00000,1.00000
1989,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,68,4193,1.00000,1.00000
1989,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,58,4193,1.00000,1.00000
1989,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,44,4193,1.00000,1.00000
1989,Baden-Wuerttemberg,1st Quintile,No,1.00000,118,4193,1.00000,1.00000
1989,Baden-Wuerttemberg,2nd Quintile,No,1.00000,178,4193,1.00000,1.00000
1989,Baden-Wuerttemberg,3rd Quintile,No,1.00000,169,4193,1.00000,1.00000
1989,Baden-Wuerttemberg,4th Quintile,No,1.00000,194,4193,1.00000,1.00000
1989,Baden-Wuerttemberg,5th Quintile,No,1.00000,131,4193,1.00000,1.00000
1989,Bavaria,1st Quintile,No,1.00000,103,4193,1.00000,1.00000
1989,Bavaria,2nd Quintile,No,1.00000,162,4193,1.00000,1.00000
1989,Bavaria,3rd Quintile,No,1.00000,158,4193,1.00000,1.00000
1989,Bavaria,4th Quintile,No,1.00000,168,4193,1.00000,1.00000
1989,Bavaria,5th Quintile,No,1.00000,162,4193,1.00000,1.00000
1989,Berlin,2nd Quintile,No,1.00000,31,4193,1.00000,1.00000
1989,Berlin,3rd Quintile,No,1.00000,35,4193,1.00000,1.00000
1989,Berlin,4th Quintile,No,1.00000,47,4193,1.00000,1.00000
1989,Berlin,5th Quintile,No,1.00000,34,4193,1.00000,1.00000
1990,Schleswig-Holstein,3rd Quintile,No,1.00000,37,4175,1.00000,1.00000
1990,Schleswig-Holstein,4th Quintile,No,1.00000,36,4175,1.00000,1.00000
1990,Lower Saxony,2nd Quintile,Yes,0.27207,32,4175,0.27106,0.27308
1990,Lower Saxony,2nd Quintile,No,0.72793,88,4175,0.72692,0.72894
1990,Lower Saxony,3rd Quintile,No,1.00000,123,4175,1.00000,1.00000
1990,Lower Saxony,4th Quintile,No,1.00000,109,4175,1.00000,1.00000
1990,Lower Saxony,5th Quintile,No,1.00000,118,4175,1.00000,1.00000
1990,North Rhine-Westphalia,2nd Quintile,Yes,0.23609,74,4175,0.23550,0.23668
1990,North Rhine-Westphalia,2nd Quintile,No,0.76391,266,4175,0.76332,0.76450
1990,North Rhine-Westphalia,3rd Quintile,No,1.00000,316,4175,1.00000,1.00000
1990,North Rhine-Westphalia,4th Quintile,No,1.00000,258,4175,1.00000,1.00000
1990,North Rhine-Westphalia,5th Quintile,No,1.00000,278,4175,1.00000,1.00000
1990,Hesse,2nd Quintile,No,1.00000,100,4175,1.00000,1.00000
1990,Hesse,3rd Quintile,No,1.00000,96,4175,1.00000,1.00000
1990,Hesse,4th Quintile,No,1.00000,140,4175,1.00000,1.00000
1990,Hesse,5th Quintile,No,1.00000,104,4175,1.00000,1.00000
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,75,4175,1.00000,1.00000
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,85,4175,1.00000,1.00000
1990,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,84,4175,1.00000,1.00000
1990,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,49,4175,1.00000,1.00000
1990,Baden-Wuerttemberg,2nd Quintile,No,1.00000,177,4175,1.00000,1.00000
1990,Baden-Wuerttemberg,3rd Quintile,No,1.00000,208,4175,1.00000,1.00000
1990,Baden-Wuerttemberg,4th Quintile,No,1.00000,221,4175,1.00000,1.00000
1990,Baden-Wuerttemberg,5th Quintile,No,1.00000,182,4175,1.00000,1.00000
1990,Bavaria,2nd Quintile,No,1.00000,153,4175,1.00000,1.00000
1990,Bavaria,3rd Quintile,No,1.00000,190,4175,1.00000,1.00000
1990,Bavaria,4th Quintile,No,1.00000,188,4175,1.00000,1.00000
1990,Bavaria,5th Quintile,No,1.00000,225,4175,1.00000,1.00000
1990,Berlin,2nd Quintile,No,1.00000,33,4175,1.00000,1.00000
1990,Berlin,3rd Quintile,No,1.00000,39,4175,1.00000,1.00000
1990,Berlin,4th Quintile,No,1.00000,52,4175,1.00000,1.00000
1990,Berlin,5th Quintile,No,1.00000,39,4175,1.00000,1.00000
1991,Schleswig-Holstein,3rd Quintile,No,1.00000,42,4159,1.00000,1.00000
1991,Schleswig-Holstein,4th Quintile,No,1.00000,31,4159,1.00000,1.00000
1991,Lower Saxony,2nd Quintile,Yes,0.33366,39,4159,0.33268,0.33465
1991,Lower Saxony,2nd Quintile,No,0.66634,87,4159,0.66535,0.66732
1991,Lower Saxony,3rd Quintile,No,1.00000,112,4159,1.00000,1.00000
1991,Lower Saxony,4th Quintile,No,1.00000,112,4159,1.00000,1.00000
1991,Lower Saxony,5th Quintile,No,1.00000,114,4159,1.00000,1.00000
1991,North Rhine-Westphalia,2nd Quintile,Yes,0.22708,70,4159,0.22651,0.22765
1991,North Rhine-Westphalia,2nd Quintile,No,0.77292,268,4159,0.77235,0.77349
1991,North Rhine-Westphalia,3rd Quintile,No,1.00000,310,4159,1.00000,1.00000
1991,North Rhine-Westphalia,4th Quintile,No,1.00000,294,4159,1.00000,1.00000
1991,North Rhine-Westphalia,5th Quintile,No,1.00000,274,4159,1.00000,1.00000
1991,Hesse,2nd Quintile,No,1.00000,91,4159,1.00000,1.00000
1991,Hesse,3rd Quintile,No,1.00000,120,4159,1.00000,1.00000
1991,Hesse,4th Quintile,No,1.00000,110,4159,1.00000,1.00000
1991,Hesse,5th Quintile,No,1.00000,110,4159,1.00000,1.00000
1991,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,78,4159,1.00000,1.00000
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,75,4159,1.00000,1.00000
1991,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,93,4159,1.00000,1.00000
1991,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,57,4159,1.00000,1.00000
1991,Baden-Wuerttemberg,2nd Quintile,No,1.00000,155,4159,1.00000,1.00000
1991,Baden-Wuerttemberg,3rd Quintile,No,1.00000,214,4159,1.00000,1.00000
1991,Baden-Wuerttemberg,4th Quintile,No,1.00000,228,4159,1.00000,1.00000
1991,Baden-Wuerttemberg,5th Quintile,No,1.00000,187,4159,1.00000,1.00000
1991,Bavaria,2nd Quintile,No,1.00000,147,4159,1.00000,1.00000
1991,Bavaria,3rd Quintile,No,1.00000,197,4159,1.00000,1.00000
1991,Bavaria,4th Quintile,No,1.00000,217,4159,1.00000,1.00000
1991,Bavaria,5th Quintile,No,1.00000,198,4159,1.00000,1.00000
1991,Berlin,3rd Quintile,No,1.00000,32,4159,1.00000,1.00000
1991,Berlin,4th Quintile,No,1.00000,51,4159,1.00000,1.00000
1991,Berlin,5th Quintile,No,1.00000,46,4159,1.00000,1.00000
1992,Schleswig-Holstein,3rd Quintile,No,1.00000,31,5819,1.00000,1.00000
1992,Schleswig-Holstein,4th Quintile,No,1.00000,32,5819,1.00000,1.00000
1992,Lower Saxony,2nd Quintile,No,1.00000,71,5819,1.00000,1.00000
1992,Lower Saxony,3rd Quintile,No,1.00000,102,5819,1.00000,1.00000
1992,Lower Saxony,4th Quintile,No,1.00000,123,5819,1.00000,1.00000
1992,Lower Saxony,5th Quintile,No,1.00000,108,5819,1.00000,1.00000
1992,North Rhine-Westphalia,1st Quintile,Yes,0.21249,33,5819,0.21167,0.21331
1992,North Rhine-Westphalia,1st Quintile,No,0.78751,123,5819,0.78669,0.78833
1992,North Rhine-Westphalia,2nd Quintile,No,1.00000,240,5819,1.00000,1.00000
1992,North Rhine-Westphalia,3rd Quintile,No,1.00000,276,5819,1.00000,1.00000
1992,North Rhine-Westphalia,4th Quintile,No,1.00000,259,5819,1.00000,1.00000
1992,North Rhine-Westphalia,5th Quintile,No,1.00000,277,5819,1.00000,1.00000
1992,Hesse,1st Quintile,No,1.00000,47,5819,1.00000,1.00000
1992,Hesse,2nd Quintile,No,1.00000,71,5819,1.00000,1.00000
1992,Hesse,3rd Quintile,No,1.00000,102,5819,1.00000,1.00000
1992,Hesse,4th Quintile,No,1.00000,103,5819,1.00000,1.00000
1992,Hesse,5th Quintile,No,1.00000,113,5819,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.00000,35,5819,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.00000,59,5819,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.00000,81,5819,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.00000,80,5819,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.00000,57,5819,1.00000,1.00000
1992,Baden-Wuerttemberg,1st Quintile,No,1.00000,70,5819,1.00000,1.00000
1992,Baden-Wuerttemberg,2nd Quintile,No,1.00000,151,5819,1.00000,1.00000
1992,Baden-Wuerttemberg,3rd Quintile,No,1.00000,173,5819,1.00000,1.00000
