year,quintil_oecd_hh,sampreg,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,1st Quintile,West,No,0.98941,2249,2249,0.98517,0.99364
2016,1st Quintile,East,No,0.98658,808,808,0.97864,0.99452
2016,2nd Quintile,West,Yes,0.01194,40,2238,0.00743,0.01644
2016,2nd Quintile,West,No,0.98806,2198,2238,0.98356,0.99257
2016,2nd Quintile,East,No,0.97578,780,780,0.96499,0.98658
2016,3rd Quintile,West,Yes,0.01863,60,2070,0.01280,0.02445
2016,3rd Quintile,West,No,0.98137,2010,2070,0.97555,0.98720
2016,3rd Quintile,East,No,0.99088,658,658,0.98361,0.99815
2016,4th Quintile,West,Yes,0.01941,68,2199,0.01364,0.02518
2016,4th Quintile,West,No,0.98059,2131,2199,0.97482,0.98636
2016,4th Quintile,East,No,0.97937,445,445,0.96615,0.99259
2016,5th Quintile,West,Yes,0.03846,101,2425,0.03080,0.04612
2016,5th Quintile,West,No,0.96154,2324,2425,0.95388,0.96920
2016,5th Quintile,East,No,0.97147,314,314,0.95302,0.98991
2017,1st Quintile,West,Yes,0.01130,32,2320,0.00700,0.01561
2017,1st Quintile,West,No,0.98870,2288,2320,0.98439,0.99300
2017,1st Quintile,East,No,0.98356,863,863,0.97507,0.99205
2017,2nd Quintile,West,Yes,0.01508,44,2329,0.01013,0.02003
2017,2nd Quintile,West,No,0.98492,2285,2329,0.97997,0.98987
2017,2nd Quintile,East,No,0.98083,885,885,0.97179,0.98987
2017,3rd Quintile,West,Yes,0.01822,63,2364,0.01283,0.02361
2017,3rd Quintile,West,No,0.98178,2301,2364,0.97639,0.98717
2017,3rd Quintile,East,No,0.98951,710,710,0.98202,0.99701
2017,4th Quintile,West,Yes,0.02219,83,2513,0.01643,0.02795
2017,4th Quintile,West,No,0.97781,2430,2513,0.97205,0.98357
2017,4th Quintile,East,No,0.96496,504,504,0.94890,0.98103
2017,5th Quintile,West,Yes,0.03066,107,2710,0.02417,0.03715
2017,5th Quintile,West,No,0.96934,2603,2710,0.96285,0.97583
2017,5th Quintile,East,No,0.97474,367,367,0.95867,0.99082
2018,1st Quintile,West,Yes,0.01587,40,2365,0.01083,0.02091
2018,1st Quintile,West,No,0.98413,2325,2365,0.97909,0.98917
2018,1st Quintile,East,No,0.98681,927,927,0.97946,0.99416
2018,2nd Quintile,West,Yes,0.01019,42,2348,0.00613,0.01425
2018,2nd Quintile,West,No,0.98981,2306,2348,0.98575,0.99387
2018,2nd Quintile,East,No,0.98055,931,931,0.97168,0.98943
2018,3rd Quintile,West,Yes,0.02466,65,2262,0.01826,0.03105
2018,3rd Quintile,West,No,0.97534,2197,2262,0.96895,0.98174
2018,3rd Quintile,East,No,0.98308,659,659,0.97323,0.99294
2018,4th Quintile,West,Yes,0.02459,76,2381,0.01836,0.03081
2018,4th Quintile,West,No,0.97541,2305,2381,0.96919,0.98164
2018,4th Quintile,East,No,0.98216,483,483,0.97034,0.99398
2018,5th Quintile,West,Yes,0.02791,104,2648,0.02164,0.03419
2018,5th Quintile,West,No,0.97209,2544,2648,0.96581,0.97836
2018,5th Quintile,East,No,0.96378,347,347,0.94409,0.98346
2019,1st Quintile,West,Yes,0.01569,54,2097,0.01037,0.02101
2019,1st Quintile,West,No,0.98431,2043,2097,0.97899,0.98963
2019,1st Quintile,East,No,0.99256,817,817,0.98667,0.99846
2019,2nd Quintile,West,Yes,0.01907,54,2189,0.01334,0.02480
2019,2nd Quintile,West,No,0.98093,2135,2189,0.97520,0.98666
2019,2nd Quintile,East,No,0.98034,803,803,0.97073,0.98995
2019,3rd Quintile,West,Yes,0.02493,68,2176,0.01837,0.03148
2019,3rd Quintile,West,No,0.97507,2108,2176,0.96852,0.98163
2019,3rd Quintile,East,No,0.98170,671,671,0.97155,0.99185
2019,4th Quintile,West,Yes,0.02801,84,2369,0.02136,0.03465
2019,4th Quintile,West,No,0.97199,2285,2369,0.96535,0.97864
2019,4th Quintile,East,No,0.97504,526,526,0.96169,0.98838
2019,5th Quintile,West,Yes,0.02382,125,3636,0.01886,0.02878
2019,5th Quintile,West,No,0.97618,3511,3636,0.97122,0.98114
2019,5th Quintile,East,No,0.97428,677,677,0.96235,0.98621
2020,1st Quintile,West,Yes,0.02675,56,2620,0.02057,0.03293
2020,1st Quintile,West,No,0.97325,2564,2620,0.96707,0.97943
2020,1st Quintile,East,No,0.98812,805,805,0.98063,0.99561
2020,2nd Quintile,West,Yes,0.01357,47,2468,0.00901,0.01814
2020,2nd Quintile,West,No,0.98643,2421,2468,0.98186,0.99099
2020,2nd Quintile,East,No,0.98988,841,841,0.98311,0.99665
2020,3rd Quintile,West,Yes,0.02305,66,2220,0.01681,0.02930
2020,3rd Quintile,West,No,0.97695,2154,2220,0.97070,0.98319
2020,3rd Quintile,East,No,0.98318,639,639,0.97321,0.99316
2020,4th Quintile,West,Yes,0.02672,86,2342,0.02018,0.03325
2020,4th Quintile,West,No,0.97328,2256,2342,0.96675,0.97982
2020,4th Quintile,East,No,0.94860,501,501,0.92925,0.96796
2020,5th Quintile,West,Yes,0.03505,134,3159,0.02864,0.04147
2020,5th Quintile,West,No,0.96495,3025,3159,0.95853,0.97136
2020,5th Quintile,East,No,0.96888,563,563,0.95452,0.98323
2021,1st Quintile,West,Yes,0.02752,42,1507,0.01926,0.03578
2021,1st Quintile,West,No,0.97248,1465,1507,0.96422,0.98074
2021,1st Quintile,East,No,0.96860,523,523,0.95364,0.98356
2021,2nd Quintile,West,Yes,0.01827,43,1612,0.01173,0.02482
2021,2nd Quintile,West,No,0.98173,1569,1612,0.97518,0.98827
2021,2nd Quintile,East,No,0.97988,555,555,0.96818,0.99157
2021,3rd Quintile,West,Yes,0.02862,58,1558,0.02034,0.03690
2021,3rd Quintile,West,No,0.97138,1500,1558,0.96310,0.97966
2021,3rd Quintile,East,No,0.96800,459,459,0.95188,0.98412
2021,4th Quintile,West,Yes,0.01985,62,1693,0.01320,0.02650
2021,4th Quintile,West,No,0.98015,1631,1693,0.97350,0.98680
2021,4th Quintile,East,No,0.95797,376,376,0.93766,0.97828
2021,5th Quintile,West,Yes,0.02822,93,2293,0.02144,0.03500
2021,5th Quintile,West,No,0.97178,2200,2293,0.96500,0.97856
2021,5th Quintile,East,No,0.96161,402,402,0.94280,0.98041
2022,Not included in this version of the questionnaire,West,No,0.98752,150,150,0.96969,1.00535
2022,Not included in this version of the questionnaire,East,No,0.98762,45,45,0.95495,1.02029
2022,1st Quintile,West,Yes,0.02730,109,3352,0.02178,0.03282
2022,1st Quintile,West,No,0.97270,3243,3352,0.96718,0.97822
2022,1st Quintile,East,No,0.98888,1094,1094,0.98266,0.99510
2022,2nd Quintile,West,Yes,0.02179,81,2872,0.01645,0.02713
2022,2nd Quintile,West,No,0.97821,2791,2872,0.97287,0.98355
2022,2nd Quintile,East,No,0.97004,969,969,0.95930,0.98078
2022,3rd Quintile,West,Yes,0.02932,111,2570,0.02279,0.03584
2022,3rd Quintile,West,No,0.97068,2459,2570,0.96416,0.97721
2022,3rd Quintile,East,No,0.98826,798,798,0.98079,0.99574
2022,4th Quintile,West,Yes,0.03015,98,2776,0.02379,0.03651
2022,4th Quintile,West,No,0.96985,2678,2776,0.96349,0.97621
2022,4th Quintile,East,No,0.98193,619,619,0.97142,0.99243
2022,5th Quintile,West,Yes,0.03099,120,3245,0.02503,0.03696
2022,5th Quintile,West,No,0.96901,3125,3245,0.96304,0.97497
2022,5th Quintile,East,No,0.98482,564,564,0.97472,0.99492
