year,bula_h,rentown,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Hamburg,Tenant,No,0.97622,205,205,0.95531,0.99713
2017,Lower Saxony,Owner,No,0.97474,788,788,0.96377,0.98570
2017,Lower Saxony,Tenant,No,0.98575,715,715,0.97705,0.99444
2017,Bremen,Owner,No,0.98485,43,43,0.94791,1.02179
2017,Bremen,Tenant,No,0.98887,82,82,0.96603,1.01172
2017,North Rhine-Westphalia,Owner,Yes,0.01379,31,1399,0.00768,0.01991
2017,North Rhine-Westphalia,Owner,No,0.98621,1368,1399,0.98009,0.99232
2017,North Rhine-Westphalia,Tenant,No,0.98847,1761,1761,0.98349,0.99346
2017,Hesse,Owner,No,0.98077,459,459,0.96819,0.99335
2017,Hesse,Tenant,No,0.98114,566,566,0.96992,0.99235
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.98355,457,457,0.97188,0.99523
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.97524,405,405,0.96008,0.99039
2017,Baden-Wuerttemberg,Owner,Yes,0.01986,35,922,0.01085,0.02887
2017,Baden-Wuerttemberg,Owner,No,0.98014,887,922,0.97113,0.98915
2017,Baden-Wuerttemberg,Tenant,No,0.98506,781,781,0.97655,0.99358
2017,Bavaria,Owner,Yes,0.02298,43,1194,0.01448,0.03149
2017,Bavaria,Owner,No,0.97702,1151,1194,0.96851,0.98552
2017,Bavaria,Tenant,Yes,0.02880,43,1305,0.01972,0.03787
2017,Bavaria,Tenant,No,0.97120,1262,1305,0.96213,0.98028
2017,Berlin,Owner,No,0.97652,106,106,0.94756,1.00548
2017,Berlin,Tenant,No,0.95343,524,524,0.93537,0.97149
2017,Brandenburg,Owner,No,0.97763,270,270,0.95996,0.99530
2017,Brandenburg,Tenant,No,0.98951,332,332,0.97854,1.00049
2017,Mecklenburg-Western Pomerania,Owner,No,0.98437,124,124,0.96245,1.00629
2017,Mecklenburg-Western Pomerania,Tenant,No,0.99070,232,232,0.97832,1.00308
2017,Saxony,Owner,No,0.97487,349,349,0.95842,0.99131
2017,Saxony,Tenant,No,0.97872,608,608,0.96724,0.99020
2017,Saxony-Anhalt,Owner,No,0.98293,232,232,0.96622,0.99963
2017,Saxony-Anhalt,Tenant,No,0.98840,324,324,0.97672,1.00008
2017,Thuringa,Owner,No,0.98000,262,262,0.96301,0.99698
2017,Thuringa,Tenant,No,0.99563,319,319,0.98839,1.00288
2018,Schleswig-Holstein,Owner,No,0.99059,262,262,0.97887,1.00230
2018,Schleswig-Holstein,Tenant,No,0.98152,280,280,0.96572,0.99732
2018,Hamburg,Owner,No,0.96655,74,74,0.92530,1.00780
2018,Hamburg,Tenant,No,0.97576,241,241,0.95631,0.99522
2018,Lower Saxony,Owner,No,0.98065,743,743,0.97073,0.99056
2018,Lower Saxony,Tenant,No,0.98260,696,696,0.97288,0.99232
2018,Bremen,Tenant,No,0.99655,81,81,0.98371,1.00940
2018,North Rhine-Westphalia,Owner,No,0.98318,1315,1315,0.97622,0.99013
2018,North Rhine-Westphalia,Tenant,Yes,0.02232,48,1843,0.01557,0.02907
2018,North Rhine-Westphalia,Tenant,No,0.97768,1795,1843,0.97093,0.98443
2018,Hesse,Owner,No,0.95615,432,432,0.93681,0.97548
2018,Hesse,Tenant,No,0.97848,538,538,0.96621,0.99076
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.99396,440,440,0.98671,1.00121
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.96521,429,429,0.94785,0.98257
2018,Baden-Wuerttemberg,Owner,No,0.98285,845,845,0.97409,0.99161
2018,Baden-Wuerttemberg,Tenant,No,0.97899,729,729,0.96857,0.98941
2018,Bavaria,Owner,Yes,0.02162,37,1150,0.01321,0.03003
2018,Bavaria,Owner,No,0.97838,1113,1150,0.96997,0.98679
2018,Bavaria,Tenant,Yes,0.02037,38,1257,0.01256,0.02818
2018,Bavaria,Tenant,No,0.97963,1219,1257,0.97182,0.98744
2018,Berlin,Owner,No,0.95971,107,107,0.92227,0.99714
2018,Berlin,Tenant,No,0.97462,552,552,0.96149,0.98775
2018,Brandenburg,Owner,No,0.97457,262,262,0.95547,0.99367
2018,Brandenburg,Tenant,No,0.97459,368,368,0.95849,0.99069
2018,Mecklenburg-Western Pomerania,Owner,No,0.98610,121,121,0.96515,1.00705
2018,Mecklenburg-Western Pomerania,Tenant,No,0.99576,250,250,0.98769,1.00383
2018,Saxony,Owner,No,0.97173,337,337,0.95401,0.98945
2018,Saxony,Tenant,No,0.97764,620,620,0.96599,0.98929
2018,Saxony-Anhalt,Owner,No,0.97802,221,221,0.95864,0.99739
2018,Saxony-Anhalt,Tenant,No,0.99062,343,343,0.98041,1.00084
2018,Thuringa,Owner,No,0.97963,239,239,0.96168,0.99757
2018,Thuringa,Tenant,No,0.99326,325,325,0.98435,1.00217
2019,Schleswig-Holstein,Owner,No,0.97669,326,326,0.96028,0.99309
2019,Schleswig-Holstein,Tenant,No,0.98466,246,246,0.96927,1.00005
2019,Hamburg,Owner,No,0.97705,108,108,0.94868,1.00543
2019,Hamburg,Tenant,No,0.95336,239,239,0.92657,0.98015
2019,Lower Saxony,Owner,No,0.98501,806,806,0.97661,0.99340
2019,Lower Saxony,Tenant,No,0.96599,650,650,0.95204,0.97993
2019,Bremen,Owner,No,0.98640,47,47,0.95293,1.01987
2019,Bremen,Tenant,No,0.99131,78,78,0.97059,1.01204
2019,North Rhine-Westphalia,Owner,Yes,0.01358,44,1563,0.00784,0.01932
2019,North Rhine-Westphalia,Owner,No,0.98642,1519,1563,0.98068,0.99216
2019,North Rhine-Westphalia,Tenant,Yes,0.02103,47,1713,0.01424,0.02783
2019,North Rhine-Westphalia,Tenant,No,0.97897,1666,1713,0.97217,0.98576
2019,Hesse,Owner,No,0.97946,523,523,0.96729,0.99163
2019,Hesse,Tenant,No,0.97139,527,527,0.95715,0.98564
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.98423,489,489,0.97318,0.99529
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.97798,404,404,0.96366,0.99231
2019,Baden-Wuerttemberg,Owner,Yes,0.02885,41,967,0.01829,0.03940
2019,Baden-Wuerttemberg,Owner,No,0.97115,926,967,0.96060,0.98171
2019,Baden-Wuerttemberg,Tenant,No,0.97764,703,703,0.96671,0.98858
2019,Bavaria,Owner,Yes,0.01640,40,1321,0.00955,0.02325
2019,Bavaria,Owner,No,0.98360,1281,1321,0.97675,0.99045
2019,Bavaria,Tenant,Yes,0.02943,39,1205,0.01988,0.03898
2019,Bavaria,Tenant,No,0.97057,1166,1205,0.96102,0.98012
2019,Berlin,Owner,No,0.96239,146,146,0.93143,0.99336
2019,Berlin,Tenant,Yes,0.02896,31,581,0.01531,0.04260
2019,Berlin,Tenant,No,0.97104,550,581,0.95740,0.98469
2019,Brandenburg,Owner,No,0.98815,351,351,0.97682,0.99949
2019,Brandenburg,Tenant,No,0.98510,354,354,0.97247,0.99774
2019,Mecklenburg-Western Pomerania,Owner,No,0.98837,163,163,0.97186,1.00488
2019,Mecklenburg-Western Pomerania,Tenant,No,0.98470,231,231,0.96883,1.00056
2019,Saxony,Owner,No,0.99113,418,418,0.98212,1.00013
2019,Saxony,Tenant,No,0.97466,594,594,0.96201,0.98731
2019,Saxony-Anhalt,Owner,No,0.97664,256,256,0.95809,0.99518
2019,Saxony-Anhalt,Tenant,No,0.99116,301,301,0.98056,1.00175
2019,Thuringa,Owner,No,0.96897,274,274,0.94840,0.98954
2019,Thuringa,Tenant,No,0.98611,293,293,0.97268,0.99953
2020,Schleswig-Holstein,Owner,No,0.96364,282,282,0.94176,0.98553
2020,Schleswig-Holstein,Tenant,No,0.96262,248,248,0.93897,0.98628
2020,Hamburg,Owner,No,0.97251,94,94,0.93929,1.00574
2020,Hamburg,Tenant,No,0.91405,252,252,0.87937,0.94872
2020,Lower Saxony,Owner,No,0.98581,722,722,0.97717,0.99444
2020,Lower Saxony,Tenant,No,0.98416,731,731,0.97510,0.99322
2020,Bremen,Owner,No,0.96765,45,45,0.91538,1.01993
2020,Bremen,Tenant,No,0.97985,90,90,0.95066,1.00904
2020,North Rhine-Westphalia,Owner,Yes,0.01733,34,1354,0.01037,0.02428
2020,North Rhine-Westphalia,Owner,No,0.98267,1320,1354,0.97572,0.98963
2020,North Rhine-Westphalia,Tenant,Yes,0.02265,50,2041,0.01619,0.02911
2020,North Rhine-Westphalia,Tenant,No,0.97735,1991,2041,0.97089,0.98381
2020,Hesse,Owner,No,0.97401,454,454,0.95936,0.98866
2020,Hesse,Tenant,No,0.95986,615,615,0.94433,0.97538
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.99167,428,428,0.98304,1.00029
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.97090,419,419,0.95479,0.98702
2020,Baden-Wuerttemberg,Owner,Yes,0.02265,32,877,0.01279,0.03250
2020,Baden-Wuerttemberg,Owner,No,0.97735,845,877,0.96750,0.98721
2020,Baden-Wuerttemberg,Tenant,No,0.96491,841,841,0.95246,0.97735
2020,Bavaria,Owner,Yes,0.02454,50,1172,0.01568,0.03340
2020,Bavaria,Owner,No,0.97546,1122,1172,0.96660,0.98432
2020,Bavaria,Tenant,Yes,0.02642,45,1459,0.01818,0.03465
2020,Bavaria,Tenant,No,0.97358,1414,1459,0.96535,0.98182
2020,Berlin,Owner,No,0.96767,130,130,0.93715,0.99820
2020,Berlin,Tenant,No,0.97139,691,691,0.95895,0.98383
2020,Brandenburg,Owner,No,0.97332,321,321,0.95567,0.99098
2020,Brandenburg,Tenant,No,0.97059,343,343,0.95269,0.98850
2020,Mecklenburg-Western Pomerania,Owner,No,0.97529,118,118,0.94717,1.00342
2020,Mecklenburg-Western Pomerania,Tenant,No,0.99670,211,211,0.98895,1.00446
2020,Saxony,Owner,No,0.98581,365,365,0.97366,0.99796
2020,Saxony,Tenant,No,0.98292,599,599,0.97254,0.99331
2020,Saxony-Anhalt,Owner,No,0.97303,240,240,0.95249,0.99357
2020,Saxony-Anhalt,Tenant,No,0.99850,315,315,0.99423,1.00278
2020,Thuringa,Owner,No,0.94949,240,240,0.92173,0.97726
2020,Thuringa,Tenant,No,0.98500,309,309,0.97143,0.99858
2021,Schleswig-Holstein,Owner,No,0.95128,233,233,0.92357,0.97898
2021,Schleswig-Holstein,Tenant,No,0.99882,182,182,0.99381,1.00383
2021,Hamburg,Owner,No,0.98257,71,71,0.95191,1.01323
2021,Hamburg,Tenant,No,0.96781,185,185,0.94230,0.99331
2021,Lower Saxony,Owner,No,0.97420,545,545,0.96088,0.98752
2021,Lower Saxony,Tenant,No,0.98695,486,486,0.97686,0.99705
2021,Bremen,Tenant,No,0.98809,54,54,0.95888,1.01730
2021,North Rhine-Westphalia,Owner,No,0.98437,973,973,0.97657,0.99217
2021,North Rhine-Westphalia,Tenant,Yes,0.02505,43,1272,0.01646,0.03364
2021,North Rhine-Westphalia,Tenant,No,0.97495,1229,1272,0.96636,0.98354
2021,Hesse,Owner,No,0.98667,317,317,0.97402,0.99931
2021,Hesse,Tenant,No,0.97298,361,361,0.95623,0.98973
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.96787,290,290,0.94754,0.98821
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.91996,229,229,0.88474,0.95518
2021,Baden-Wuerttemberg,Owner,No,0.97584,626,626,0.96380,0.98787
2021,Baden-Wuerttemberg,Tenant,No,0.97790,548,548,0.96558,0.99022
2021,Bavaria,Owner,Yes,0.02024,37,860,0.01082,0.02965
2021,Bavaria,Owner,No,0.97976,823,860,0.97035,0.98918
2021,Bavaria,Tenant,Yes,0.03064,33,892,0.01932,0.04196
2021,Bavaria,Tenant,No,0.96936,859,892,0.95804,0.98068
2021,Berlin,Owner,No,0.95442,101,101,0.91354,0.99530
2021,Berlin,Tenant,No,0.95996,428,428,0.94137,0.97856
2021,Brandenburg,Owner,No,0.99683,224,224,0.98946,1.00421
2021,Brandenburg,Tenant,No,0.98096,212,212,0.96252,0.99940
2021,Mecklenburg-Western Pomerania,Owner,No,0.98280,100,100,0.95719,1.00841
2021,Mecklenburg-Western Pomerania,Tenant,No,0.95637,154,154,0.92400,0.98874
2021,Saxony,Owner,No,0.98544,260,260,0.97086,1.00003
2021,Saxony,Tenant,No,0.95842,451,451,0.93998,0.97686
2021,Saxony-Anhalt,Owner,No,0.97761,148,148,0.95369,1.00153
2021,Saxony-Anhalt,Tenant,No,0.95703,211,211,0.92960,0.98445
2021,Thuringa,Owner,No,0.98215,164,164,0.96182,1.00248
2021,Thuringa,Tenant,No,0.97780,207,207,0.95767,0.99792
2022,Schleswig-Holstein,Owner,No,0.98443,307,307,0.97056,0.99830
2022,Schleswig-Holstein,Tenant,No,0.98325,323,323,0.96923,0.99727
2022,Hamburg,Owner,No,0.99740,99,99,0.98732,1.00748
2022,Hamburg,Tenant,No,0.94421,321,321,0.91907,0.96936
2022,Lower Saxony,Owner,Yes,0.03358,34,841,0.02139,0.04576
2022,Lower Saxony,Owner,No,0.96642,807,841,0.95424,0.97861
2022,Lower Saxony,Tenant,No,0.98515,771,771,0.97660,0.99369
2022,Bremen,Owner,No,0.92395,40,40,0.84076,1.00715
2022,Bremen,Tenant,No,0.98230,97,97,0.95593,1.00868
2022,North Rhine-Westphalia,Owner,Yes,0.02125,48,1623,0.01423,0.02826
2022,North Rhine-Westphalia,Owner,No,0.97875,1575,1623,0.97174,0.98577
2022,North Rhine-Westphalia,Tenant,Yes,0.02855,68,2293,0.02173,0.03536
2022,North Rhine-Westphalia,Tenant,No,0.97145,2225,2293,0.96464,0.97827
2022,Hesse,Owner,No,0.95566,454,454,0.93670,0.97462
2022,Hesse,Tenant,No,0.96529,742,742,0.95211,0.97847
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.98474,405,405,0.97278,0.99669
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.96047,458,458,0.94260,0.97833
2022,Baden-Wuerttemberg,Owner,Yes,0.02590,35,1009,0.01610,0.03571
2022,Baden-Wuerttemberg,Owner,No,0.97410,974,1009,0.96429,0.98390
2022,Baden-Wuerttemberg,Tenant,Yes,0.02467,40,1268,0.01613,0.03321
2022,Baden-Wuerttemberg,Tenant,No,0.97533,1228,1268,0.96679,0.98387
2022,Bavaria,Owner,Yes,0.02457,56,1321,0.01622,0.03293
2022,Bavaria,Owner,No,0.97543,1265,1321,0.96707,0.98378
2022,Bavaria,Tenant,Yes,0.03817,73,1794,0.02931,0.04704
2022,Bavaria,Tenant,No,0.96183,1721,1794,0.95296,0.97069
2022,Berlin,Owner,No,0.95769,158,158,0.92620,0.98918
2022,Berlin,Tenant,Yes,0.02542,38,973,0.01552,0.03531
2022,Berlin,Tenant,No,0.97458,935,973,0.96469,0.98448
2022,Brandenburg,Owner,No,0.99040,322,322,0.97973,1.00107
2022,Brandenburg,Tenant,No,0.99057,403,403,0.98113,1.00002
2022,Mecklenburg-Western Pomerania,Owner,No,0.98790,128,128,0.96889,1.00692
2022,Mecklenburg-Western Pomerania,Tenant,No,0.96938,281,281,0.94920,0.98956
2022,Saxony,Owner,No,0.98235,455,455,0.97023,0.99446
2022,Saxony,Tenant,No,0.98816,800,800,0.98066,0.99566
2022,Saxony-Anhalt,Owner,No,0.99324,290,290,0.98378,1.00269
2022,Saxony-Anhalt,Tenant,No,0.96906,375,375,0.95152,0.98661
2022,Thuringa,Owner,No,0.97550,251,251,0.95634,0.99466
2022,Thuringa,Tenant,No,0.99226,311,311,0.98251,1.00202
