year,bula_h,ple0018,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Yes,0.24629,127,510,0.20886,0.28372
2009,Schleswig-Holstein,No,0.75371,383,510,0.71628,0.79114
2009,Hamburg,Yes,0.24265,58,267,0.19114,0.29417
2009,Hamburg,No,0.75735,209,267,0.70583,0.80886
2009,Lower Saxony,Yes,0.26141,416,1633,0.24009,0.28272
2009,Lower Saxony,No,0.73859,1217,1633,0.71728,0.75991
2009,Bremen,No,0.76310,94,94,0.67668,0.84951
2009,North Rhine-Westphalia,Yes,0.22109,802,3628,0.20758,0.23459
2009,North Rhine-Westphalia,No,0.77891,2826,3628,0.76541,0.79242
2009,Hesse,Yes,0.22989,272,1217,0.20624,0.25354
2009,Hesse,No,0.77011,945,1217,0.74646,0.79376
2009,"Rhineland-Palatinate, Saarland",Yes,0.22337,226,1024,0.19784,0.24889
2009,"Rhineland-Palatinate, Saarland",No,0.77663,798,1024,0.75111,0.80216
2009,Baden-Wuerttemberg,Yes,0.20407,392,2107,0.18685,0.22128
2009,Baden-Wuerttemberg,No,0.79593,1715,2107,0.77872,0.81315
2009,Bavaria,Yes,0.21943,560,2609,0.20355,0.23532
2009,Bavaria,No,0.78057,2049,2609,0.76468,0.79645
2009,Berlin,Yes,0.24347,170,683,0.21126,0.27568
2009,Berlin,No,0.75653,513,683,0.72432,0.78874
2009,Brandenburg,Yes,0.26494,221,789,0.23413,0.29576
2009,Brandenburg,No,0.73506,568,789,0.70424,0.76587
2009,Mecklenburg-Western Pomerania,Yes,0.30461,133,470,0.26296,0.34627
2009,Mecklenburg-Western Pomerania,No,0.69539,337,470,0.65373,0.73704
2009,Saxony,Yes,0.27008,382,1369,0.24655,0.29361
2009,Saxony,No,0.72992,987,1369,0.70639,0.75345
2009,Saxony-Anhalt,Yes,0.30988,230,769,0.27717,0.34258
2009,Saxony-Anhalt,No,0.69012,539,769,0.65742,0.72283
2009,Thuringa,Yes,0.23124,206,823,0.20241,0.26006
2009,Thuringa,No,0.76876,617,823,0.73994,0.79759
2011,Schleswig-Holstein,Yes,0.24465,157,651,0.21160,0.27770
2011,Schleswig-Holstein,No,0.75535,494,651,0.72230,0.78840
2011,Hamburg,Yes,0.19652,63,311,0.15228,0.24075
2011,Hamburg,No,0.80348,248,311,0.75925,0.84772
2011,Lower Saxony,Yes,0.28444,501,1908,0.26419,0.30469
2011,Lower Saxony,No,0.71556,1407,1908,0.69531,0.73581
2011,Bremen,No,0.86102,104,104,0.79422,0.92783
2011,North Rhine-Westphalia,Yes,0.25383,982,4131,0.24056,0.26710
2011,North Rhine-Westphalia,No,0.74617,3149,4131,0.73290,0.75944
2011,Hesse,Yes,0.25275,332,1409,0.23005,0.27545
2011,Hesse,No,0.74725,1077,1409,0.72455,0.76995
2011,"Rhineland-Palatinate, Saarland",Yes,0.24288,290,1206,0.21866,0.26709
2011,"Rhineland-Palatinate, Saarland",No,0.75712,916,1206,0.73291,0.78134
2011,Baden-Wuerttemberg,Yes,0.23009,518,2486,0.21354,0.24664
2011,Baden-Wuerttemberg,No,0.76991,1968,2486,0.75336,0.78646
2011,Bavaria,Yes,0.23068,732,3184,0.21604,0.24531
2011,Bavaria,No,0.76932,2452,3184,0.75469,0.78396
2011,Berlin,Yes,0.27052,199,781,0.23934,0.30170
2011,Berlin,No,0.72948,582,781,0.69830,0.76066
2011,Brandenburg,Yes,0.26273,253,882,0.23367,0.29180
2011,Brandenburg,No,0.73727,629,882,0.70820,0.76633
2011,Mecklenburg-Western Pomerania,Yes,0.37370,165,515,0.33187,0.41552
2011,Mecklenburg-Western Pomerania,No,0.62630,350,515,0.58448,0.66813
2011,Saxony,Yes,0.30369,419,1404,0.27962,0.32775
2011,Saxony,No,0.69631,985,1404,0.67225,0.72038
2011,Saxony-Anhalt,Yes,0.33683,280,867,0.30536,0.36831
2011,Saxony-Anhalt,No,0.66317,587,867,0.63169,0.69464
2011,Thuringa,Yes,0.28460,255,884,0.25484,0.31436
2011,Thuringa,No,0.71540,629,884,0.68564,0.74516
2013,Schleswig-Holstein,Yes,0.27423,171,593,0.23829,0.31017
2013,Schleswig-Holstein,No,0.72577,422,593,0.68983,0.76171
2013,Hamburg,Yes,0.22262,69,309,0.17616,0.26908
2013,Hamburg,No,0.77738,240,309,0.73092,0.82384
2013,Lower Saxony,Yes,0.31497,521,1775,0.29335,0.33658
2013,Lower Saxony,No,0.68503,1254,1775,0.66342,0.70665
2013,Bremen,No,0.82043,96,96,0.74324,0.89761
2013,North Rhine-Westphalia,Yes,0.29999,1006,3718,0.28525,0.31472
2013,North Rhine-Westphalia,No,0.70001,2712,3718,0.68528,0.71475
2013,Hesse,Yes,0.31932,373,1290,0.29387,0.34478
2013,Hesse,No,0.68068,917,1290,0.65522,0.70613
2013,"Rhineland-Palatinate, Saarland",Yes,0.29099,307,1098,0.26411,0.31787
2013,"Rhineland-Palatinate, Saarland",No,0.70901,791,1098,0.68213,0.73589
2013,Baden-Wuerttemberg,Yes,0.26250,500,2123,0.24378,0.28123
2013,Baden-Wuerttemberg,No,0.73750,1623,2123,0.71877,0.75622
2013,Bavaria,Yes,0.26320,763,2947,0.24730,0.27910
