year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02328,60,2392,0.01724,0.02933
2012,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.05009,128,2392,0.04135,0.05884
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.75808,457,497,0.72039,0.79577
2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.10686,40,497,0.07967,0.13405
2012,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.91537,287,287,0.88311,0.94763
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.83155,1008,1063,0.80904,0.85406
2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.06176,55,1063,0.04728,0.07624
2012,Hesse,Pre-primary Level,Germany,0.97995,82,82,0.94942,1.01048
2012,Hesse,Lower Secondary Level,Germany,0.68836,152,152,0.61449,0.76224
2012,Hesse,Upper Secondary Level,Germany,0.84217,702,738,0.81585,0.86849
2012,Hesse,Upper Secondary Level,Eastern Europe,0.02906,36,738,0.01693,0.04118
2012,Hesse,Post-secondary Non-tertiary Level,Germany,0.76141,124,124,0.68608,0.83673
2012,Hesse,First Stage of Tertiary Education,Germany,0.91682,91,91,0.85976,0.97387
2012,Hesse,Second Stage of Tertiary Education,Germany,0.81041,438,438,0.77366,0.84716
2012,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.91237,46,46,0.82976,0.99499
2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.70682,176,176,0.63937,0.77426
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.89378,717,717,0.87121,0.91635
2012,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.87658,92,92,0.80900,0.94416
2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.88513,93,93,0.81998,0.95029
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.85759,240,240,0.81329,0.90190
2012,Baden-Wuerttemberg,No answer / don't know,Germany,0.72887,42,42,0.59280,0.86495
2012,Baden-Wuerttemberg,Pre-primary Level,Germany,0.94753,117,117,0.90695,0.98810
2012,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.69381,302,354,0.64573,0.74189
2012,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.15176,52,354,0.11433,0.18919
2012,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.84701,1362,1478,0.82865,0.86537
2012,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04855,48,1478,0.03759,0.05952
2012,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03990,68,1478,0.02992,0.04988
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.68310,166,166,0.61211,0.75409
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.86134,210,210,0.81449,0.90820
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.82589,668,710,0.79798,0.85380
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.08265,42,710,0.06239,0.10292
2012,Bavaria,No answer / don't know,Germany,0.93348,51,51,0.86441,1.00255
2012,Bavaria,Pre-primary Level,Germany,0.92933,127,127,0.88458,0.97408
2012,Bavaria,Lower Secondary Level,Germany,0.75046,402,402,0.70811,0.79282
2012,Bavaria,Upper Secondary Level,Germany,0.88683,2098,2175,0.87351,0.90014
2012,Bavaria,Upper Secondary Level,Eastern Europe,0.03458,77,2175,0.02690,0.04226
2012,Bavaria,Post-secondary Non-tertiary Level,Germany,0.71098,181,217,0.65053,0.77143
2012,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.14702,36,217,0.09979,0.19425
2012,Bavaria,First Stage of Tertiary Education,Germany,0.87137,283,283,0.83229,0.91044
2012,Bavaria,Second Stage of Tertiary Education,Germany,0.81868,753,785,0.79171,0.84565
2012,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.04105,32,785,0.02717,0.05494
2012,Berlin,Lower Secondary Level,Germany,0.91159,64,64,0.84148,0.98169
2012,Berlin,Upper Secondary Level,Germany,0.96775,405,405,0.95053,0.98498
2012,Berlin,Post-secondary Non-tertiary Level,Germany,0.85023,48,48,0.74820,0.95225
2012,Berlin,First Stage of Tertiary Education,Germany,0.94397,64,64,0.88717,1.00076
2012,Berlin,Second Stage of Tertiary Education,Germany,0.90383,340,340,0.87244,0.93521
2012,Brandenburg,Lower Secondary Level,Germany,0.90702,72,72,0.83947,0.97457
2012,Brandenburg,Upper Secondary Level,Germany,0.98264,543,543,0.97164,0.99363
2012,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.93638,61,61,0.87462,0.99814
2012,Brandenburg,First Stage of Tertiary Education,Germany,0.99159,75,75,0.97078,1.01240
2012,Brandenburg,Second Stage of Tertiary Education,Germany,0.97821,274,274,0.96090,0.99553
2012,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.91893,36,36,0.82850,1.00935
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98896,336,336,0.97777,1.00015
2012,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.97503,61,61,0.93555,1.01451
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.99088,140,140,0.97507,1.00668
2012,Saxony,Pre-primary Level,Germany,0.96447,36,36,0.90314,1.02580
2012,Saxony,Lower Secondary Level,Germany,0.90652,92,92,0.84671,0.96633
2012,Saxony,Upper Secondary Level,Germany,0.97197,995,995,0.96171,0.98223
2012,Saxony,Post-secondary Non-tertiary Level,Germany,0.98484,81,81,0.95806,1.01162
2012,Saxony,First Stage of Tertiary Education,Germany,0.99502,147,147,0.98360,1.00644
2012,Saxony,Second Stage of Tertiary Education,Germany,0.96956,451,451,0.95369,0.98544
2012,Saxony-Anhalt,Lower Secondary Level,Germany,0.99525,71,71,0.97916,1.01135
2012,Saxony-Anhalt,Upper Secondary Level,Germany,0.98202,549,549,0.97089,0.99314
2012,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.98202,43,43,0.94184,1.02221
2012,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99141,83,83,0.97143,1.01138
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96739,230,230,0.94438,0.99039
2012,Thuringa,Lower Secondary Level,Germany,0.86544,60,60,0.77836,0.95252
2012,Thuringa,Upper Secondary Level,Germany,0.98530,645,645,0.97601,0.99460
2012,Thuringa,Second Stage of Tertiary Education,Germany,0.95171,212,212,0.92278,0.98064
2013,Schleswig-Holstein,Pre-primary Level,Germany,0.96233,36,36,0.89926,1.02541
2013,Schleswig-Holstein,Lower Secondary Level,Germany,0.78608,99,99,0.70489,0.86727
2013,Schleswig-Holstein,Upper Secondary Level,Germany,0.94686,457,457,0.92627,0.96745
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.89858,72,72,0.82836,0.96880
2013,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.98057,50,50,0.94193,1.01922
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.86291,136,136,0.80489,0.92093
2013,Hamburg,Lower Secondary Level,Germany,0.65915,31,31,0.48953,0.82877
2013,Hamburg,Upper Secondary Level,Germany,0.89260,162,162,0.84477,0.94043
2013,Hamburg,Second Stage of Tertiary Education,Germany,0.90186,124,124,0.84929,0.95444
2013,Lower Saxony,No answer / don't know,Germany,0.68854,33,33,0.52809,0.84899
2013,Lower Saxony,Pre-primary Level,Germany,0.95566,114,114,0.91770,0.99361
2013,Lower Saxony,Lower Secondary Level,Germany,0.83484,299,413,0.79899,0.87070
2013,Lower Saxony,Lower Secondary Level,Central Asia,0.03307,35,413,0.01581,0.05034
2013,Lower Saxony,Lower Secondary Level,Western Asia,0.04163,34,413,0.02235,0.06092
2013,Lower Saxony,Lower Secondary Level,Eastern Europe,0.06218,45,413,0.03887,0.08550
2013,Lower Saxony,Upper Secondary Level,Germany,0.90968,1180,1328,0.89425,0.92510
2013,Lower Saxony,Upper Secondary Level,Central Asia,0.02313,48,1328,0.01504,0.03122
2013,Lower Saxony,Upper Secondary Level,Eastern Europe,0.04052,100,1328,0.02991,0.05113
2013,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.80238,144,144,0.73711,0.86765
2013,Lower Saxony,First Stage of Tertiary Education,Germany,0.96570,129,129,0.93416,0.99723
2013,Lower Saxony,Second Stage of Tertiary Education,Germany,0.86093,448,515,0.83102,0.89085
2013,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.06708,67,515,0.04546,0.08871
2013,Bremen,Upper Secondary Level,Germany,0.85580,68,68,0.77169,0.93992
2013,Bremen,Second Stage of Tertiary Education,Germany,0.92422,48,48,0.84856,0.99988
2013,North Rhine-Westphalia,No answer / don't know,Germany,0.73436,108,108,0.65067,0.81805
2013,North Rhine-Westphalia,Pre-primary Level,Germany,0.92085,230,230,0.88589,0.95582
2013,North Rhine-Westphalia,Primary Level,Germany,0.42368,61,148,0.34380,0.50356
2013,North Rhine-Westphalia,Primary Level,Southern Europe,0.19560,48,148,0.13148,0.25973
2013,North Rhine-Westphalia,Primary Level,Western Asia,0.14660,39,148,0.08942,0.20378
2013,North Rhine-Westphalia,Lower Secondary Level,Germany,0.72956,555,915,0.70077,0.75836
2013,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.04929,90,915,0.03525,0.06332
2013,North Rhine-Westphalia,Lower Secondary Level,Central Asia,0.03454,62,915,0.02270,0.04638
2013,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.07161,104,915,0.05490,0.08833
2013,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.07843,104,915,0.06100,0.09586
2013,North Rhine-Westphalia,Upper Secondary Level,Germany,0.86068,2060,2581,0.84732,0.87405
2013,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01798,87,2581,0.01285,0.02311
2013,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.02306,107,2581,0.01727,0.02885
2013,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02522,92,2581,0.01917,0.03127
2013,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04659,235,2581,0.03845,0.05472
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.75066,462,632,0.71690,0.78441
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Southern Europe,0.04462,47,632,0.02851,0.06073
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Central Asia,0.02977,34,632,0.01651,0.04303
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.11967,89,632,0.09435,0.14500
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.95114,279,279,0.92580,0.97648
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.85036,1035,1207,0.83023,0.87049
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Southern Europe,0.01857,42,1207,0.01095,0.02619
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.05226,130,1207,0.03970,0.06483
2013,Hesse,Pre-primary Level,Germany,0.93582,77,77,0.88071,0.99092
2013,Hesse,Lower Secondary Level,Germany,0.67490,167,167,0.60364,0.74615
2013,Hesse,Upper Secondary Level,Germany,0.84061,691,839,0.81582,0.86539
2013,Hesse,Upper Secondary Level,Southern Europe,0.04750,51,839,0.03310,0.06190
2013,Hesse,Upper Secondary Level,Central Asia,0.01064,31,839,0.00370,0.01759
2013,Hesse,Upper Secondary Level,Eastern Europe,0.03730,66,839,0.02447,0.05013
2013,Hesse,Post-secondary Non-tertiary Level,Germany,0.75970,128,128,0.68539,0.83402
2013,Hesse,First Stage of Tertiary Education,Germany,0.95873,81,81,0.91514,1.00232
2013,Hesse,Second Stage of Tertiary Education,Germany,0.82671,444,499,0.79347,0.85996
2013,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.04922,55,499,0.03022,0.06822
2013,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.92186,44,44,0.84164,1.00208
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.72227,181,221,0.66309,0.78146
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Southern Europe,0.07921,40,221,0.04352,0.11490
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.88633,675,764,0.86381,0.90886
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Central Asia,0.02678,33,764,0.01533,0.03824
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.03445,56,764,0.02151,0.04739
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.78186,85,85,0.69354,0.87018
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.96428,89,89,0.92551,1.00306
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.82633,239,239,0.77820,0.87446
2013,Baden-Wuerttemberg,No answer / don't know,Germany,0.84640,49,49,0.74440,0.94840
2013,Baden-Wuerttemberg,Pre-primary Level,Germany,0.97752,107,107,0.94930,1.00574
2013,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.65929,312,495,0.61749,0.70108
2013,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.13877,89,495,0.10828,0.16925
2013,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.05338,38,495,0.03356,0.07321
2013,Baden-Wuerttemberg,Lower Secondary Level,Eastern Europe,0.08175,56,495,0.05759,0.10592
2013,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.83763,1319,1624,0.81969,0.85557
2013,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04425,94,1624,0.03425,0.05426
2013,Baden-Wuerttemberg,Upper Secondary Level,Central Asia,0.02029,50,1624,0.01343,0.02715
2013,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01817,39,1624,0.01167,0.02467
2013,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03838,122,1624,0.02903,0.04772
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.67644,169,222,0.61476,0.73813
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Eastern Europe,0.13827,53,222,0.09276,0.18377
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.86490,211,211,0.81867,0.91113
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.81645,655,784,0.78933,0.84356
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Southern Europe,0.02650,39,784,0.01525,0.03775
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.05079,90,784,0.03541,0.06617
2013,Bavaria,No answer / don't know,Germany,0.84662,67,67,0.75968,0.93356
2013,Bavaria,Pre-primary Level,Germany,0.95581,160,160,0.92386,0.98775
2013,Bavaria,Lower Secondary Level,Germany,0.75434,386,556,0.71853,0.79015
2013,Bavaria,Lower Secondary Level,Southern Europe,0.07748,51,556,0.05524,0.09973
2013,Bavaria,Lower Secondary Level,Central Asia,0.02756,32,556,0.01394,0.04119
2013,Bavaria,Lower Secondary Level,Western Asia,0.04994,32,556,0.03182,0.06806
2013,Bavaria,Lower Secondary Level,Eastern Europe,0.06408,55,556,0.04371,0.08446
2013,Bavaria,Upper Secondary Level,Germany,0.89533,2060,2395,0.88307,0.90760
2013,Bavaria,Upper Secondary Level,Southern Europe,0.01674,73,2395,0.01160,0.02188
2013,Bavaria,Upper Secondary Level,Central Asia,0.01151,63,2395,0.00724,0.01579
2013,Bavaria,Upper Secondary Level,Western Asia,0.01029,31,2395,0.00625,0.01434
2013,Bavaria,Upper Secondary Level,Eastern Europe,0.03979,168,2395,0.03196,0.04762
2013,Bavaria,Post-secondary Non-tertiary Level,Germany,0.66578,172,250,0.60719,0.72437
2013,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.16403,78,250,0.11804,0.21003
2013,Bavaria,First Stage of Tertiary Education,Germany,0.90224,272,272,0.86688,0.93760
2013,Bavaria,Second Stage of Tertiary Education,Germany,0.81113,745,885,0.78532,0.83693
2013,Bavaria,Second Stage of Tertiary Education,Southern Europe,0.03209,42,885,0.02047,0.04371
2013,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.06100,98,885,0.04523,0.07678
2013,Berlin,Pre-primary Level,Germany,0.96129,32,32,0.89339,1.02920
2013,Berlin,Lower Secondary Level,Germany,0.86568,73,73,0.78691,0.94444
2013,Berlin,Upper Secondary Level,Germany,0.94547,389,389,0.92288,0.96807
2013,Berlin,Post-secondary Non-tertiary Level,Germany,0.78062,48,48,0.66231,0.89893
2013,Berlin,First Stage of Tertiary Education,Germany,0.92134,58,58,0.85145,0.99123
2013,Berlin,Second Stage of Tertiary Education,Germany,0.89406,345,345,0.86153,0.92658
2013,Brandenburg,Lower Secondary Level,Germany,0.87526,70,70,0.79730,0.95323
2013,Brandenburg,Upper Secondary Level,Germany,0.97683,507,507,0.96372,0.98994
2013,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.73093,57,57,0.61477,0.84708
2013,Brandenburg,First Stage of Tertiary Education,Germany,0.98863,69,69,0.96343,1.01383
2013,Brandenburg,Second Stage of Tertiary Education,Germany,0.94525,252,252,0.91711,0.97340
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98932,312,312,0.97790,1.00075
2013,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.97768,53,53,0.93752,1.01783
2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.95735,141,141,0.92388,0.99082
2013,Saxony,Pre-primary Level,Germany,0.99070,32,32,0.95690,1.02449
2013,Saxony,Lower Secondary Level,Germany,0.92831,87,87,0.87379,0.98283
2013,Saxony,Upper Secondary Level,Germany,0.97269,917,917,0.96214,0.98325
2013,Saxony,Post-secondary Non-tertiary Level,Germany,0.98746,73,73,0.96176,1.01316
2013,Saxony,First Stage of Tertiary Education,Germany,0.99602,136,136,0.98540,1.00664
2013,Saxony,Second Stage of Tertiary Education,Germany,0.95879,448,448,0.94036,0.97722
2013,Saxony-Anhalt,Lower Secondary Level,Germany,0.94877,74,74,0.89820,0.99935
2013,Saxony-Anhalt,Upper Secondary Level,Germany,0.96927,532,532,0.95459,0.98395
2013,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.98838,39,39,0.95430,1.02246
2013,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.99078,73,73,0.96871,1.01286
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.95382,216,216,0.92577,0.98188
2013,Thuringa,Lower Secondary Level,Germany,0.86350,57,57,0.77358,0.95342
2013,Thuringa,Upper Secondary Level,Germany,0.98561,594,594,0.97602,0.99519
2013,Thuringa,Post-secondary Non-tertiary Level,Germany,0.93849,44,44,0.86667,1.01030
2013,Thuringa,Second Stage of Tertiary Education,Germany,0.92593,205,205,0.89000,0.96187
2014,Schleswig-Holstein,Pre-primary Level,Germany,0.98694,40,40,0.95130,1.02257
2014,Schleswig-Holstein,Lower Secondary Level,Germany,0.72859,79,79,0.62990,0.82728
2014,Schleswig-Holstein,Upper Secondary Level,Germany,0.94798,398,398,0.92614,0.96982
2014,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.88534,57,57,0.80189,0.96879
2014,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.97809,47,47,0.93579,1.02039
2014,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.85603,120,120,0.79295,0.91910
2014,Hamburg,Upper Secondary Level,Germany,0.89864,125,125,0.84552,0.95176
2014,Hamburg,Second Stage of Tertiary Education,Germany,0.89870,117,117,0.84379,0.95361
2014,Lower Saxony,No answer / don't know,Germany,0.71615,48,48,0.58725,0.84505
2014,Lower Saxony,Pre-primary Level,Germany,0.87715,88,88,0.80816,0.94613
2014,Lower Saxony,Lower Secondary Level,Germany,0.83980,271,271,0.79604,0.88355
2014,Lower Saxony,Upper Secondary Level,Germany,0.89701,1062,1199,0.87980,0.91422
2014,Lower Saxony,Upper Secondary Level,Central Asia,0.02632,42,1199,0.01725,0.03538
2014,Lower Saxony,Upper Secondary Level,Eastern Europe,0.04428,95,1199,0.03263,0.05593
2014,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.83165,139,139,0.76922,0.89408
2014,Lower Saxony,First Stage of Tertiary Education,Germany,0.96293,119,119,0.92883,0.99702
2014,Lower Saxony,Second Stage of Tertiary Education,Germany,0.87625,409,465,0.84629,0.90622
2014,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.06017,56,465,0.03853,0.08181
2014,Bremen,Upper Secondary Level,Germany,0.86970,63,63,0.78590,0.95349
2014,Bremen,Second Stage of Tertiary Education,Germany,0.88285,42,42,0.78441,0.98129
