year,bula_h,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Bremen,Germany,0.91456,79,79,0.85253,0.97660
1987,North Rhine-Westphalia,Germany,0.89099,2063,2676,0.87918,0.90280
1987,North Rhine-Westphalia,Southern Europe,0.02312,328,2676,0.01742,0.02881
1987,North Rhine-Westphalia,Western Asia,0.02860,285,2676,0.02228,0.03491
1987,Hesse,Germany,0.84758,662,971,0.82496,0.87020
1987,Hesse,Southern Europe,0.03691,176,971,0.02505,0.04878
1987,Hesse,Western Asia,0.03253,133,971,0.02137,0.04369
1987,"Rhineland-Palatinate, Saarland",Germany,0.93689,636,723,0.91915,0.95463
1987,"Rhineland-Palatinate, Saarland",Southern Europe,0.02733,87,723,0.01543,0.03922
1987,Baden-Wuerttemberg,Germany,0.84330,1203,1785,0.82643,0.86017
1987,Baden-Wuerttemberg,Southern Europe,0.04184,387,1785,0.03255,0.05114
1987,Baden-Wuerttemberg,Western Asia,0.02619,195,1785,0.01878,0.03360
1987,Bavaria,Germany,0.90619,1365,1658,0.89215,0.92023
1987,Bavaria,Southern Europe,0.02115,173,1658,0.01422,0.02808
1987,Bavaria,Western Asia,0.01518,87,1658,0.00929,0.02107
1987,Bavaria,Eastern Europe,0.02285,33,1658,0.01566,0.03005
1987,Berlin,Germany,0.88523,249,312,0.84981,0.92066
1987,Berlin,Western Asia,0.04039,63,312,0.01851,0.06226
1988,Schleswig-Holstein,Germany,0.95726,279,279,0.93349,0.98104
1988,Hamburg,Germany,0.92592,151,151,0.88401,0.96783
1988,Lower Saxony,Germany,0.93330,881,997,0.91781,0.94880
1988,Lower Saxony,Southern Europe,0.00778,60,997,0.00232,0.01324
1988,Lower Saxony,Western Asia,0.01274,56,997,0.00577,0.01970
1988,Bremen,Germany,0.91724,81,81,0.85687,0.97762
1988,North Rhine-Westphalia,Germany,0.89579,1998,2552,0.88394,0.90765
1988,North Rhine-Westphalia,Southern Europe,0.02025,282,2552,0.01478,0.02571
1988,North Rhine-Westphalia,Western Asia,0.02670,272,2552,0.02044,0.03295
1988,Hesse,Germany,0.84869,623,922,0.82555,0.87184
1988,Hesse,Southern Europe,0.03434,169,922,0.02258,0.04611
1988,Hesse,Western Asia,0.03027,130,922,0.01920,0.04134
1988,"Rhineland-Palatinate, Saarland",Germany,0.93828,609,693,0.92035,0.95621
1988,"Rhineland-Palatinate, Saarland",Southern Europe,0.02588,84,693,0.01405,0.03771
1988,Baden-Wuerttemberg,Germany,0.84659,1162,1715,0.82953,0.86366
1988,Baden-Wuerttemberg,Southern Europe,0.03869,365,1715,0.02956,0.04782
1988,Baden-Wuerttemberg,Western Asia,0.02437,188,1715,0.01707,0.03167
1988,Bavaria,Germany,0.90593,1287,1583,0.89154,0.92031
1988,Bavaria,Southern Europe,0.02022,172,1583,0.01328,0.02715
1988,Bavaria,Western Asia,0.01528,91,1583,0.00924,0.02133
1988,Bavaria,Eastern Europe,0.02364,33,1583,0.01616,0.03113
1988,Berlin,Germany,0.88538,232,288,0.84853,0.92224
1988,Berlin,Western Asia,0.03972,56,288,0.01713,0.06232
1989,Schleswig-Holstein,Germany,0.95173,263,263,0.92578,0.97768
1989,Hamburg,Germany,0.91672,146,146,0.87175,0.96169
1989,Lower Saxony,Germany,0.92729,836,949,0.91076,0.94382
1989,Lower Saxony,Southern Europe,0.01020,59,949,0.00380,0.01660
1989,Lower Saxony,Western Asia,0.01381,54,949,0.00638,0.02124
1989,Bremen,Germany,0.91240,87,87,0.85264,0.97215
1989,North Rhine-Westphalia,Germany,0.89112,1940,2483,0.87886,0.90337
1989,North Rhine-Westphalia,Southern Europe,0.02194,271,2483,0.01618,0.02770
1989,North Rhine-Westphalia,Western Asia,0.02848,272,2483,0.02194,0.03503
1989,Hesse,Germany,0.84201,635,919,0.81842,0.86561
1989,Hesse,Southern Europe,0.03542,160,919,0.02347,0.04738
1989,Hesse,Western Asia,0.03281,124,919,0.02129,0.04433
1989,"Rhineland-Palatinate, Saarland",Germany,0.93773,574,653,0.91918,0.95628
1989,"Rhineland-Palatinate, Saarland",Southern Europe,0.02733,79,653,0.01482,0.03985
1989,Baden-Wuerttemberg,Germany,0.83799,1114,1649,0.82020,0.85578
1989,Baden-Wuerttemberg,Southern Europe,0.04061,348,1649,0.03108,0.05014
1989,Baden-Wuerttemberg,Western Asia,0.02666,187,1649,0.01888,0.03444
1989,Bavaria,Germany,0.89585,1252,1553,0.88066,0.91105
1989,Bavaria,Southern Europe,0.02356,169,1553,0.01602,0.03111
1989,Bavaria,Western Asia,0.01833,99,1553,0.01166,0.02501
1989,Bavaria,Eastern Europe,0.02424,33,1553,0.01659,0.03189
1989,Berlin,Germany,0.88961,229,288,0.85336,0.92587
1989,Berlin,Western Asia,0.04449,59,288,0.02064,0.06834
1990,Schleswig-Holstein,Germany,0.95062,250,250,0.92371,0.97753
1990,Hamburg,Germany,0.90673,125,125,0.85554,0.95791
1990,Lower Saxony,Germany,0.92460,823,930,0.90762,0.94158
1990,Lower Saxony,Southern Europe,0.01060,57,930,0.00402,0.01719
1990,Lower Saxony,Western Asia,0.01469,50,930,0.00695,0.02242
1990,Bremen,Germany,0.90956,86,86,0.84858,0.97053
1990,North Rhine-Westphalia,Germany,0.88440,1886,2426,0.87168,0.89713
1990,North Rhine-Westphalia,Southern Europe,0.02472,265,2426,0.01854,0.03090
1990,North Rhine-Westphalia,Western Asia,0.03306,275,2426,0.02594,0.04018
1990,Hesse,Germany,0.83833,636,907,0.81436,0.86230
1990,Hesse,Southern Europe,0.03595,152,907,0.02383,0.04808
1990,Hesse,Western Asia,0.03337,119,907,0.02168,0.04507
1990,"Rhineland-Palatinate, Saarland",Germany,0.92582,553,629,0.90532,0.94632
1990,"Rhineland-Palatinate, Saarland",Southern Europe,0.02923,76,629,0.01606,0.04240
1990,Baden-Wuerttemberg,Germany,0.83026,1107,1628,0.81202,0.84850
1990,Baden-Wuerttemberg,Southern Europe,0.04404,337,1628,0.03407,0.05401
1990,Baden-Wuerttemberg,Western Asia,0.02714,184,1628,0.01925,0.03504
1990,Bavaria,Germany,0.89187,1239,1536,0.87634,0.90741
1990,Bavaria,Southern Europe,0.02579,174,1536,0.01786,0.03372
1990,Bavaria,Western Asia,0.01800,90,1536,0.01135,0.02466
1990,Bavaria,Eastern Europe,0.02509,33,1536,0.01727,0.03292
1990,Berlin,Germany,0.89586,510,561,0.87056,0.92116
1990,Berlin,Western Asia,0.02776,51,561,0.01415,0.04136
1990,Brandenburg,Germany,0.96685,709,709,0.95366,0.98003
1990,Mecklenburg-Western Pomerania,Germany,0.96955,494,494,0.95439,0.98472
1990,Saxony,Germany,0.97016,1299,1299,0.96090,0.97941
1990,Saxony-Anhalt,Germany,0.95343,781,781,0.93864,0.96822
1990,Thuringa,Germany,0.95599,718,718,0.94098,0.97101
1991,Schleswig-Holstein,Germany,0.94276,264,264,0.91469,0.97084
1991,Hamburg,Germany,0.89787,123,123,0.84414,0.95161
1991,Lower Saxony,Germany,0.92165,825,925,0.90433,0.93898
1991,Lower Saxony,Southern Europe,0.00958,48,925,0.00330,0.01586
1991,Lower Saxony,Western Asia,0.01621,52,925,0.00807,0.02435
1991,Bremen,Germany,0.90018,81,81,0.83450,0.96587
1991,North Rhine-Westphalia,Germany,0.88122,1895,2424,0.86833,0.89410
1991,North Rhine-Westphalia,Southern Europe,0.02594,256,2424,0.01961,0.03227
1991,North Rhine-Westphalia,Western Asia,0.03555,273,2424,0.02817,0.04292
1991,Hesse,Germany,0.83019,629,885,0.80544,0.85494
1991,Hesse,Southern Europe,0.03831,148,885,0.02566,0.05096
1991,Hesse,Western Asia,0.03544,108,885,0.02325,0.04762
1991,"Rhineland-Palatinate, Saarland",Germany,0.92771,555,627,0.90742,0.94799
1991,"Rhineland-Palatinate, Saarland",Southern Europe,0.02942,72,627,0.01618,0.04265
1991,Baden-Wuerttemberg,Germany,0.82155,1114,1662,0.80314,0.83997
1991,Baden-Wuerttemberg,Southern Europe,0.04806,326,1662,0.03778,0.05835
1991,Baden-Wuerttemberg,Western Asia,0.03151,190,1662,0.02311,0.03991
1991,Baden-Wuerttemberg,Eastern Europe,0.02228,32,1662,0.01518,0.02938
1991,Bavaria,Germany,0.88362,1244,1540,0.86760,0.89964
1991,Bavaria,Southern Europe,0.02705,170,1540,0.01894,0.03515
1991,Bavaria,Western Asia,0.02166,94,1540,0.01439,0.02894
1991,Bavaria,Eastern Europe,0.02435,32,1540,0.01665,0.03206
1991,Berlin,Germany,0.88678,492,544,0.86013,0.91343
1991,Berlin,Western Asia,0.03192,52,544,0.01714,0.04671
1991,Brandenburg,Germany,0.96465,659,659,0.95055,0.97876
1991,Mecklenburg-Western Pomerania,Germany,0.96552,460,460,0.94883,0.98221
1991,Saxony,Germany,0.96229,1189,1189,0.95146,0.97313
1991,Saxony-Anhalt,Germany,0.95329,764,764,0.93832,0.96827
1991,Thuringa,Germany,0.94761,670,670,0.93073,0.96450
1992,Schleswig-Holstein,Germany,0.94032,242,242,0.91041,0.97023
1992,Hamburg,Germany,0.88012,114,114,0.82023,0.94001
1992,Lower Saxony,Germany,0.92312,831,929,0.90598,0.94026
1992,Lower Saxony,Southern Europe,0.01234,45,929,0.00524,0.01944
1992,Lower Saxony,Western Asia,0.01885,53,929,0.01010,0.02759
1992,Bremen,Germany,0.92141,83,83,0.86316,0.97965
1992,North Rhine-Westphalia,Germany,0.87601,1888,2400,0.86282,0.88920
1992,North Rhine-Westphalia,Southern Europe,0.02830,244,2400,0.02166,0.03494
1992,North Rhine-Westphalia,Western Asia,0.03818,268,2400,0.03051,0.04585
1992,Hesse,Germany,0.83131,633,875,0.80648,0.85614
1992,Hesse,Southern Europe,0.03845,132,875,0.02570,0.05120
1992,Hesse,Western Asia,0.03692,110,875,0.02442,0.04942
1992,"Rhineland-Palatinate, Saarland",Germany,0.92680,548,619,0.90627,0.94734
1992,"Rhineland-Palatinate, Saarland",Southern Europe,0.03028,71,619,0.01677,0.04379
1992,Baden-Wuerttemberg,Germany,0.80843,1087,1628,0.78931,0.82755
1992,Baden-Wuerttemberg,Southern Europe,0.05497,318,1628,0.04389,0.06604
1992,Baden-Wuerttemberg,Western Asia,0.03425,190,1628,0.02541,0.04309
1992,Baden-Wuerttemberg,Eastern Europe,0.02279,33,1628,0.01554,0.03005
1992,Bavaria,Germany,0.87593,1280,1573,0.85964,0.89223
1992,Bavaria,Southern Europe,0.03136,170,1573,0.02274,0.03997
1992,Bavaria,Western Asia,0.02127,91,1573,0.01414,0.02841
1992,Bavaria,Eastern Europe,0.02409,32,1573,0.01651,0.03166
1992,Berlin,Germany,0.88772,495,541,0.86109,0.91435
1992,Berlin,Western Asia,0.03345,46,541,0.01829,0.04862
1992,Brandenburg,Germany,0.96485,641,641,0.95058,0.97912
1992,Mecklenburg-Western Pomerania,Germany,0.96043,404,404,0.94140,0.97947
1992,Saxony,Germany,0.95913,1121,1121,0.94754,0.97073
1992,Saxony-Anhalt,Germany,0.94645,740,740,0.93022,0.96268
1992,Thuringa,Germany,0.94715,658,658,0.93004,0.96426
1993,Schleswig-Holstein,Germany,0.93521,255,255,0.90494,0.96548
1993,Hamburg,Germany,0.89248,110,110,0.83433,0.95064
1993,Lower Saxony,Germany,0.91902,836,938,0.90155,0.93649
1993,Lower Saxony,Southern Europe,0.01162,46,938,0.00476,0.01849
1993,Lower Saxony,Western Asia,0.02185,56,938,0.01249,0.03121
1993,Bremen,Germany,0.88741,79,79,0.81726,0.95756
1993,North Rhine-Westphalia,Germany,0.86453,1876,2375,0.85076,0.87829
1993,North Rhine-Westphalia,Southern Europe,0.03081,237,2375,0.02386,0.03776
1993,North Rhine-Westphalia,Western Asia,0.04208,262,2375,0.03401,0.05016
1993,Hesse,Germany,0.81353,622,854,0.78739,0.83967
1993,Hesse,Southern Europe,0.04322,129,854,0.02957,0.05686
1993,Hesse,Western Asia,0.03769,103,854,0.02491,0.05047
1993,"Rhineland-Palatinate, Saarland",Germany,0.92274,541,606,0.90146,0.94401
1993,"Rhineland-Palatinate, Saarland",Southern Europe,0.03405,65,606,0.01960,0.04850
1993,Baden-Wuerttemberg,Germany,0.80576,1114,1660,0.78672,0.82480
1993,Baden-Wuerttemberg,Southern Europe,0.06033,323,1660,0.04888,0.07179
1993,Baden-Wuerttemberg,Western Asia,0.03628,190,1660,0.02728,0.04528
1993,Baden-Wuerttemberg,Eastern Europe,0.02118,33,1660,0.01425,0.02811
1993,Bavaria,Germany,0.87281,1277,1555,0.85625,0.88938
1993,Bavaria,Southern Europe,0.03273,163,1555,0.02389,0.04158
1993,Bavaria,Western Asia,0.02002,83,1555,0.01305,0.02698
1993,Bavaria,Eastern Europe,0.02626,32,1555,0.01831,0.03421
1993,Berlin,Germany,0.88721,483,521,0.86002,0.91440
1993,Berlin,Western Asia,0.03265,38,521,0.01738,0.04793
1993,Brandenburg,Germany,0.96561,611,611,0.95115,0.98007
1993,Mecklenburg-Western Pomerania,Germany,0.96534,394,394,0.94725,0.98342
1993,Saxony,Germany,0.96058,1080,1080,0.94897,0.97219
1993,Saxony-Anhalt,Germany,0.94393,708,708,0.92697,0.96088
1993,Thuringa,Germany,0.95455,640,640,0.93840,0.97070
1994,Schleswig-Holstein,Germany,0.94087,261,261,0.91220,0.96954
1994,Hamburg,Germany,0.87990,110,110,0.81887,0.94092
1994,Lower Saxony,Germany,0.91582,834,926,0.89792,0.93371
1994,Lower Saxony,Southern Europe,0.01133,39,926,0.00451,0.01815
1994,Lower Saxony,Western Asia,0.02142,53,926,0.01209,0.03074
1994,Bremen,Germany,0.86914,75,75,0.79229,0.94598
1994,North Rhine-Westphalia,Germany,0.86426,1871,2326,0.85034,0.87819
1994,North Rhine-Westphalia,Southern Europe,0.03142,216,2326,0.02433,0.03851
1994,North Rhine-Westphalia,Western Asia,0.04040,239,2326,0.03240,0.04841
1994,Hesse,Germany,0.81826,622,849,0.79230,0.84421
1994,Hesse,Southern Europe,0.04800,130,849,0.03362,0.06239
1994,Hesse,Western Asia,0.03977,97,849,0.02662,0.05293
1994,"Rhineland-Palatinate, Saarland",Germany,0.91335,533,595,0.89073,0.93597
1994,"Rhineland-Palatinate, Saarland",Southern Europe,0.03513,62,595,0.02033,0.04994
1994,Baden-Wuerttemberg,Germany,0.80044,1100,1621,0.78098,0.81990
1994,Baden-Wuerttemberg,Southern Europe,0.06660,315,1621,0.05446,0.07874
1994,Baden-Wuerttemberg,Western Asia,0.03540,175,1621,0.02640,0.04440
1994,Baden-Wuerttemberg,Eastern Europe,0.02122,31,1621,0.01420,0.02824
1994,Bavaria,Germany,0.86501,1259,1522,0.84783,0.88218
1994,Bavaria,Southern Europe,0.03441,156,1522,0.02525,0.04358
1994,Bavaria,Western Asia,0.02202,76,1522,0.01465,0.02940
1994,Bavaria,Eastern Europe,0.02608,31,1522,0.01807,0.03409
1994,Berlin,Germany,0.88485,465,500,0.85684,0.91286
1994,Berlin,Western Asia,0.03473,35,500,0.01867,0.05080
1994,Brandenburg,Germany,0.96524,588,588,0.95042,0.98006
1994,Mecklenburg-Western Pomerania,Germany,0.96662,400,400,0.94900,0.98425
1994,Saxony,Germany,0.95523,1087,1087,0.94293,0.96753
1994,Saxony-Anhalt,Germany,0.93537,671,671,0.91675,0.95399
1994,Thuringa,Germany,0.93847,640,640,0.91984,0.95711
1995,Schleswig-Holstein,Germany,0.92721,250,250,0.89494,0.95948
1995,Hamburg,Germany,0.91053,104,104,0.85541,0.96565
1995,Lower Saxony,Germany,0.87072,833,981,0.84971,0.89173
1995,Lower Saxony,Southern Europe,0.01862,42,981,0.01015,0.02708
1995,Lower Saxony,Western Asia,0.02038,58,981,0.01154,0.02923
1995,Lower Saxony,Eastern Europe,0.03330,48,981,0.02206,0.04453
1995,Bremen,Germany,0.81313,75,75,0.72431,0.90195
1995,North Rhine-Westphalia,Germany,0.84305,1894,2463,0.82868,0.85742
1995,North Rhine-Westphalia,Southern Europe,0.02750,212,2463,0.02104,0.03396
1995,North Rhine-Westphalia,Western Asia,0.03356,224,2463,0.02644,0.04067
1995,North Rhine-Westphalia,Eastern Europe,0.03997,133,2463,0.03223,0.04771
1995,Hesse,Germany,0.79375,626,883,0.76704,0.82045
1995,Hesse,Southern Europe,0.04361,121,883,0.03013,0.05709
1995,Hesse,Western Asia,0.03675,92,883,0.02433,0.04916
1995,Hesse,Eastern Europe,0.05246,44,883,0.03775,0.06717
1995,"Rhineland-Palatinate, Saarland",Germany,0.84926,532,648,0.82169,0.87683
1995,"Rhineland-Palatinate, Saarland",Southern Europe,0.03610,61,648,0.02173,0.05048
1995,"Rhineland-Palatinate, Saarland",Eastern Europe,0.04114,55,648,0.02583,0.05644
1995,Baden-Wuerttemberg,Germany,0.78852,1113,1685,0.76901,0.80802
1995,Baden-Wuerttemberg,Southern Europe,0.06868,325,1685,0.05660,0.08076
1995,Baden-Wuerttemberg,Western Asia,0.02928,172,1685,0.02123,0.03733
1995,Baden-Wuerttemberg,Eastern Europe,0.03616,75,1685,0.02724,0.04507
1995,Bavaria,Germany,0.84367,1294,1599,0.82587,0.86148
1995,Bavaria,Southern Europe,0.02844,150,1599,0.02029,0.03660
1995,Bavaria,Western Asia,0.02161,78,1599,0.01448,0.02874
1995,Bavaria,Eastern Europe,0.04399,77,1599,0.03393,0.05404
1995,Berlin,Germany,0.85478,471,503,0.82396,0.88560
1995,Berlin,Western Asia,0.03077,32,503,0.01566,0.04588
1995,Brandenburg,Germany,0.96519,571,571,0.95014,0.98024
1995,Mecklenburg-Western Pomerania,Germany,0.96689,403,403,0.94940,0.98438
1995,Saxony,Germany,0.95477,1057,1057,0.94223,0.96730
1995,Saxony-Anhalt,Germany,0.93296,655,655,0.91379,0.95213
1995,Thuringa,Germany,0.93574,627,627,0.91653,0.95495
1996,Schleswig-Holstein,Germany,0.92879,254,254,0.89710,0.96048
1996,Hamburg,Germany,0.91621,101,101,0.86190,0.97052
1996,Lower Saxony,Germany,0.87400,848,986,0.85327,0.89472
1996,Lower Saxony,Southern Europe,0.01855,39,986,0.01013,0.02698
1996,Lower Saxony,Western Asia,0.02140,53,986,0.01236,0.03044
1996,Lower Saxony,Eastern Europe,0.03233,46,986,0.02128,0.04337
1996,Bremen,Germany,0.76877,74,74,0.67205,0.86549
1996,North Rhine-Westphalia,Germany,0.84443,1897,2471,0.83014,0.85873
1996,North Rhine-Westphalia,Southern Europe,0.02936,204,2471,0.02270,0.03602
1996,North Rhine-Westphalia,Central Asia,0.00630,31,2471,0.00318,0.00942
1996,North Rhine-Westphalia,Western Asia,0.03226,210,2471,0.02529,0.03923
1996,North Rhine-Westphalia,Eastern Europe,0.03919,129,2471,0.03153,0.04684
1996,Hesse,Germany,0.79170,617,861,0.76456,0.81884
1996,Hesse,Southern Europe,0.04712,113,861,0.03295,0.06128
1996,Hesse,Western Asia,0.04037,92,861,0.02722,0.05353
1996,Hesse,Eastern Europe,0.04886,39,861,0.03445,0.06326
1996,"Rhineland-Palatinate, Saarland",Germany,0.85128,524,628,0.82342,0.87913
1996,"Rhineland-Palatinate, Saarland",Southern Europe,0.03304,50,628,0.01905,0.04703
1996,"Rhineland-Palatinate, Saarland",Eastern Europe,0.04262,54,628,0.02681,0.05843
1996,Baden-Wuerttemberg,Germany,0.79159,1083,1618,0.77179,0.81139
1996,Baden-Wuerttemberg,Southern Europe,0.07064,310,1618,0.05815,0.08313
1996,Baden-Wuerttemberg,Western Asia,0.02630,154,1618,0.01850,0.03410
1996,Baden-Wuerttemberg,Eastern Europe,0.03683,71,1618,0.02765,0.04601
1996,Bavaria,Germany,0.84651,1280,1577,0.82871,0.86430
1996,Bavaria,Southern Europe,0.03142,145,1577,0.02280,0.04003
1996,Bavaria,Western Asia,0.02361,80,1577,0.01611,0.03110
1996,Bavaria,Eastern Europe,0.04152,72,1577,0.03167,0.05137
1996,Berlin,Germany,0.86514,461,461,0.83393,0.89636
1996,Brandenburg,Germany,0.96474,581,581,0.94973,0.97975
1996,Mecklenburg-Western Pomerania,Germany,0.96915,388,388,0.95192,0.98638
1996,Saxony,Germany,0.95440,1068,1068,0.94189,0.96692
1996,Saxony-Anhalt,Germany,0.92824,640,640,0.90822,0.94825
1996,Thuringa,Germany,0.93474,634,634,0.91549,0.95398
1997,Schleswig-Holstein,Germany,0.93885,247,247,0.90891,0.96879
1997,Hamburg,Germany,0.91368,100,100,0.85836,0.96900
1997,Lower Saxony,Germany,0.87918,847,1015,0.85912,0.89925
1997,Lower Saxony,Southern Europe,0.01691,40,1015,0.00897,0.02484
1997,Lower Saxony,Central Asia,0.01588,34,1015,0.00819,0.02358
1997,Lower Saxony,Western Asia,0.02113,51,1015,0.01228,0.02998
1997,Lower Saxony,Eastern Europe,0.03169,43,1015,0.02091,0.04248
1997,Bremen,Germany,0.76589,73,73,0.66808,0.86370
1997,North Rhine-Westphalia,Germany,0.85195,1898,2432,0.83783,0.86607
1997,North Rhine-Westphalia,Southern Europe,0.02731,179,2432,0.02083,0.03378
1997,North Rhine-Westphalia,Central Asia,0.00696,33,2432,0.00365,0.01026
1997,North Rhine-Westphalia,Western Asia,0.02975,197,2432,0.02300,0.03651
1997,North Rhine-Westphalia,Eastern Europe,0.03917,125,2432,0.03146,0.04688
1997,Hesse,Germany,0.77796,574,802,0.74917,0.80674
1997,Hesse,Southern Europe,0.04986,102,802,0.03478,0.06493
1997,Hesse,Western Asia,0.04545,85,802,0.03103,0.05988
1997,Hesse,Eastern Europe,0.05551,41,802,0.03965,0.07136
1997,"Rhineland-Palatinate, Saarland",Germany,0.85015,539,649,0.82267,0.87763
1997,"Rhineland-Palatinate, Saarland",Southern Europe,0.03707,54,649,0.02253,0.05162
1997,"Rhineland-Palatinate, Saarland",Eastern Europe,0.04680,56,649,0.03054,0.06306
1997,Baden-Wuerttemberg,Germany,0.78477,1088,1624,0.76477,0.80476
1997,Baden-Wuerttemberg,Southern Europe,0.07442,303,1624,0.06165,0.08719
1997,Baden-Wuerttemberg,Western Asia,0.03063,157,1624,0.02224,0.03901
1997,Baden-Wuerttemberg,Eastern Europe,0.03954,76,1624,0.03006,0.04902
