year,bula_h,quintil_oecd,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Hamburg,4th Quintile,Germany,0.86227,32,32,0.74095,0.98358
1994,Lower Saxony,1st Quintile,Germany,0.86292,124,124,0.80214,0.92371
1994,Lower Saxony,2nd Quintile,Germany,0.91821,130,130,0.87092,0.96550
1994,Lower Saxony,3rd Quintile,Germany,0.91319,166,166,0.87023,0.95615
1994,Lower Saxony,4th Quintile,Germany,0.94829,208,208,0.91812,0.97846
1994,Lower Saxony,5th Quintile,Germany,0.92193,206,206,0.88520,0.95866
1994,North Rhine-Westphalia,1st Quintile,Germany,0.77555,279,436,0.73634,0.81476
1994,North Rhine-Westphalia,1st Quintile,Southern Europe,0.03432,37,436,0.01721,0.05143
1994,North Rhine-Westphalia,1st Quintile,Western Asia,0.11690,120,436,0.08671,0.14710
1994,North Rhine-Westphalia,2nd Quintile,Germany,0.84648,341,470,0.81385,0.87910
1994,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.05153,72,470,0.03152,0.07154
1994,North Rhine-Westphalia,2nd Quintile,Western Asia,0.05258,57,470,0.03238,0.07278
1994,North Rhine-Westphalia,3rd Quintile,Germany,0.89232,363,441,0.86336,0.92129
1994,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.03110,46,441,0.01488,0.04732
1994,North Rhine-Westphalia,3rd Quintile,Western Asia,0.03367,32,441,0.01681,0.05052
1994,North Rhine-Westphalia,4th Quintile,Germany,0.88930,422,455,0.86044,0.91816
1994,North Rhine-Westphalia,4th Quintile,Southern Europe,0.02891,33,455,0.01350,0.04432
1994,North Rhine-Westphalia,5th Quintile,Germany,0.89706,464,464,0.86938,0.92474
1994,Hesse,1st Quintile,Germany,0.69785,67,107,0.61043,0.78527
1994,Hesse,1st Quintile,Western Asia,0.12473,40,107,0.06183,0.18763
1994,Hesse,2nd Quintile,Germany,0.74705,88,88,0.65571,0.83840
1994,Hesse,3rd Quintile,Germany,0.75633,113,159,0.68939,0.82327
1994,Hesse,3rd Quintile,Southern Europe,0.07585,46,159,0.03456,0.11713
1994,Hesse,4th Quintile,Germany,0.90628,133,133,0.85656,0.95600
1994,Hesse,5th Quintile,Germany,0.89688,221,221,0.85670,0.93707
1994,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.87864,86,86,0.80922,0.94806
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.87385,98,98,0.80778,0.93993
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.96576,102,102,0.93030,1.00123
1994,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.92183,132,132,0.87586,0.96780
1994,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.93108,115,115,0.88457,0.97758
1994,Baden-Wuerttemberg,1st Quintile,Germany,0.71236,140,278,0.65906,0.76567
1994,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.11454,80,278,0.07703,0.15204
1994,Baden-Wuerttemberg,1st Quintile,Western Asia,0.08654,58,278,0.05343,0.11965
1994,Baden-Wuerttemberg,2nd Quintile,Germany,0.74304,165,264,0.69023,0.79585
1994,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.07482,50,264,0.04302,0.10662
1994,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.05862,49,264,0.03023,0.08701
1994,Baden-Wuerttemberg,3rd Quintile,Germany,0.79371,218,331,0.75006,0.83737
1994,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.06996,64,331,0.04244,0.09748
1994,Baden-Wuerttemberg,3rd Quintile,Western Asia,0.04919,49,331,0.02586,0.07252
1994,Baden-Wuerttemberg,4th Quintile,Germany,0.81046,257,329,0.76805,0.85288
1994,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.07649,72,329,0.04772,0.10525
1994,Baden-Wuerttemberg,5th Quintile,Germany,0.87779,320,369,0.84433,0.91125
1994,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02577,49,369,0.00958,0.04196
1994,Bavaria,1st Quintile,Germany,0.78141,118,187,0.72201,0.84080
1994,Bavaria,1st Quintile,Southern Europe,0.05429,33,187,0.02173,0.08686
1994,Bavaria,1st Quintile,Western Asia,0.08072,36,187,0.04157,0.11987
1994,Bavaria,2nd Quintile,Germany,0.83539,177,210,0.78512,0.88567
1994,Bavaria,2nd Quintile,Southern Europe,0.05373,33,210,0.02316,0.08430
1994,Bavaria,3rd Quintile,Germany,0.87829,263,299,0.84117,0.91542
1994,Bavaria,3rd Quintile,Southern Europe,0.02976,36,299,0.01047,0.04905
1994,Bavaria,4th Quintile,Germany,0.89055,319,354,0.85799,0.92312
1994,Bavaria,4th Quintile,Southern Europe,0.02957,35,354,0.01190,0.04724
1994,Bavaria,5th Quintile,Germany,0.88727,382,382,0.85551,0.91902
1994,Berlin,1st Quintile,Germany,0.80187,74,74,0.71043,0.89330
1994,Berlin,2nd Quintile,Germany,0.78328,67,67,0.68387,0.88268
1994,Berlin,3rd Quintile,Germany,0.95808,106,106,0.91975,0.99642
1994,Berlin,4th Quintile,Germany,0.88240,111,111,0.82220,0.94260
1994,Berlin,5th Quintile,Germany,0.94494,105,105,0.90110,0.98878
1994,Brandenburg,1st Quintile,Germany,0.94997,142,142,0.91399,0.98596
1994,Brandenburg,2nd Quintile,Germany,0.97720,159,159,0.95392,1.00047
1994,Brandenburg,3rd Quintile,Germany,0.97508,139,139,0.94908,1.00109
1994,Brandenburg,4th Quintile,Germany,0.98612,88,88,0.96153,1.01070
1994,Brandenburg,5th Quintile,Germany,0.91547,60,60,0.84448,0.98645
1994,Mecklenburg-Western Pomerania,1st Quintile,Germany,0.96113,97,97,0.92246,0.99979
1994,Mecklenburg-Western Pomerania,2nd Quintile,Germany,0.97209,132,132,0.94388,1.00029
1994,Mecklenburg-Western Pomerania,3rd Quintile,Germany,0.95454,91,91,0.91150,0.99758
1994,Saxony,1st Quintile,Germany,0.95024,288,288,0.92508,0.97540
1994,Saxony,2nd Quintile,Germany,0.96569,337,337,0.94623,0.98515
1994,Saxony,3rd Quintile,Germany,0.94656,246,246,0.91840,0.97472
1994,Saxony,4th Quintile,Germany,0.95570,154,154,0.92310,0.98830
1994,Saxony,5th Quintile,Germany,0.95765,62,62,0.90711,1.00819
1994,Saxony-Anhalt,1st Quintile,Germany,0.92127,162,162,0.87967,0.96287
1994,Saxony-Anhalt,2nd Quintile,Germany,0.92769,191,191,0.89086,0.96452
1994,Saxony-Anhalt,3rd Quintile,Germany,0.95569,171,171,0.92475,0.98662
1994,Saxony-Anhalt,4th Quintile,Germany,0.96441,90,90,0.92591,1.00290
1994,Saxony-Anhalt,5th Quintile,Germany,0.91113,57,57,0.83659,0.98566
1994,Thuringa,1st Quintile,Germany,0.89558,187,187,0.85163,0.93953
1994,Thuringa,2nd Quintile,Germany,0.93507,171,171,0.89803,0.97211
1994,Thuringa,3rd Quintile,Germany,0.97838,166,166,0.95619,1.00057
1994,Thuringa,4th Quintile,Germany,0.97532,84,84,0.94195,1.00870
1995,Schleswig-Holstein,1st Quintile,Germany,0.92014,38,38,0.83279,1.00749
1995,Schleswig-Holstein,2nd Quintile,Germany,0.92783,44,44,0.85048,1.00517
1995,Schleswig-Holstein,3rd Quintile,Germany,0.91639,54,54,0.84186,0.99091
1995,Schleswig-Holstein,4th Quintile,Germany,0.90270,56,56,0.82437,0.98102
1995,Schleswig-Holstein,5th Quintile,Germany,0.96487,58,58,0.91707,1.01267
1995,Hamburg,4th Quintile,Germany,0.92416,34,34,0.83383,1.01449
1995,Lower Saxony,1st Quintile,Germany,0.76139,116,116,0.68349,0.83930
1995,Lower Saxony,2nd Quintile,Germany,0.84177,141,141,0.78132,0.90223
1995,Lower Saxony,3rd Quintile,Germany,0.88107,174,174,0.83283,0.92931
1995,Lower Saxony,4th Quintile,Germany,0.89552,182,182,0.85096,0.94008
1995,Lower Saxony,5th Quintile,Germany,0.94845,220,220,0.91916,0.97773
1995,North Rhine-Westphalia,1st Quintile,Germany,0.73771,296,507,0.69939,0.77604
1995,North Rhine-Westphalia,1st Quintile,Southern Europe,0.03877,52,507,0.02195,0.05559
1995,North Rhine-Westphalia,1st Quintile,Western Asia,0.10219,118,507,0.07580,0.12859
1995,North Rhine-Westphalia,1st Quintile,Eastern Europe,0.06415,41,507,0.04280,0.08550
1995,North Rhine-Westphalia,2nd Quintile,Germany,0.81259,335,511,0.77872,0.84646
1995,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.05085,68,511,0.03178,0.06991
1995,North Rhine-Westphalia,2nd Quintile,Western Asia,0.04577,62,511,0.02764,0.06391
1995,North Rhine-Westphalia,2nd Quintile,Eastern Europe,0.06289,46,511,0.04182,0.08396
1995,North Rhine-Westphalia,3rd Quintile,Germany,0.81854,362,399,0.78067,0.85640
1995,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.02385,37,399,0.00886,0.03884
1995,North Rhine-Westphalia,4th Quintile,Germany,0.90642,406,438,0.87912,0.93373
1995,North Rhine-Westphalia,4th Quintile,Southern Europe,0.01983,32,438,0.00676,0.03290
1995,North Rhine-Westphalia,5th Quintile,Germany,0.90453,493,493,0.87856,0.93049
1995,Hesse,1st Quintile,Germany,0.54036,63,108,0.44593,0.63480
1995,Hesse,1st Quintile,Western Asia,0.10339,45,108,0.04570,0.16108
1995,Hesse,2nd Quintile,Germany,0.73184,102,102,0.64544,0.81824
1995,Hesse,3rd Quintile,Germany,0.80734,108,159,0.74584,0.86884
1995,Hesse,3rd Quintile,Southern Europe,0.07897,51,159,0.03692,0.12102
1995,Hesse,4th Quintile,Germany,0.88590,159,159,0.83632,0.93547
1995,Hesse,5th Quintile,Germany,0.89857,194,194,0.85598,0.94117
1995,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.69719,89,89,0.60119,0.79319
1995,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.81847,81,81,0.73400,0.90293
1995,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.91319,124,124,0.86344,0.96295
1995,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.86584,108,108,0.80126,0.93042
1995,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.96468,130,130,0.93283,0.99653
1995,Baden-Wuerttemberg,1st Quintile,Germany,0.63898,123,261,0.58060,0.69736
1995,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.11411,68,261,0.07547,0.15276
1995,Baden-Wuerttemberg,1st Quintile,Western Asia,0.09391,70,261,0.05846,0.12937
1995,Baden-Wuerttemberg,2nd Quintile,Germany,0.75867,217,359,0.71434,0.80299
1995,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.08930,85,359,0.05976,0.11884
1995,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.04747,57,359,0.02544,0.06950
1995,Baden-Wuerttemberg,3rd Quintile,Germany,0.77858,220,277,0.72960,0.82757
1995,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.09604,57,277,0.06128,0.13080
1995,Baden-Wuerttemberg,4th Quintile,Germany,0.83240,263,327,0.79185,0.87294
1995,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.05334,64,327,0.02895,0.07773
1995,Baden-Wuerttemberg,5th Quintile,Germany,0.86045,290,341,0.82362,0.89728
1995,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02233,51,341,0.00662,0.03803
1995,Bavaria,1st Quintile,Germany,0.78436,146,186,0.72510,0.84363
1995,Bavaria,1st Quintile,Western Asia,0.06569,40,186,0.02999,0.10139
1995,Bavaria,2nd Quintile,Germany,0.78677,187,227,0.73337,0.84017
1995,Bavaria,2nd Quintile,Southern Europe,0.05796,40,227,0.02749,0.08842
1995,Bavaria,3rd Quintile,Germany,0.81664,252,289,0.77195,0.86133
1995,Bavaria,3rd Quintile,Southern Europe,0.03484,37,289,0.01366,0.05602
1995,Bavaria,4th Quintile,Germany,0.90469,340,340,0.87343,0.93595
1995,Bavaria,5th Quintile,Germany,0.86841,368,368,0.83383,0.90300
1995,Berlin,1st Quintile,Germany,0.70435,70,70,0.59667,0.81202
1995,Berlin,2nd Quintile,Germany,0.76443,76,76,0.66840,0.86047
1995,Berlin,3rd Quintile,Germany,0.90605,86,86,0.84402,0.96807
1995,Berlin,4th Quintile,Germany,0.90311,123,123,0.85062,0.95560
1995,Berlin,5th Quintile,Germany,0.94524,116,116,0.90365,0.98682
1995,Brandenburg,1st Quintile,Germany,0.95300,109,109,0.91309,0.99292
1995,Brandenburg,2nd Quintile,Germany,0.96328,175,175,0.93534,0.99123
1995,Brandenburg,3rd Quintile,Germany,0.98943,121,121,0.97113,1.00773
1995,Brandenburg,4th Quintile,Germany,0.94568,96,96,0.90011,0.99126
1995,Brandenburg,5th Quintile,Germany,0.96974,70,70,0.92932,1.01016
1995,Mecklenburg-Western Pomerania,1st Quintile,Germany,0.96273,85,85,0.92221,1.00324
1995,Mecklenburg-Western Pomerania,2nd Quintile,Germany,0.97850,112,112,0.95151,1.00548
1995,Mecklenburg-Western Pomerania,3rd Quintile,Germany,0.98001,91,91,0.95109,1.00893
1995,Mecklenburg-Western Pomerania,4th Quintile,Germany,0.94890,75,75,0.89873,0.99907
1995,Mecklenburg-Western Pomerania,5th Quintile,Germany,0.94956,40,40,0.88087,1.01825
1995,Saxony,1st Quintile,Germany,0.95178,253,253,0.92533,0.97823
1995,Saxony,2nd Quintile,Germany,0.94190,318,318,0.91615,0.96765
1995,Saxony,3rd Quintile,Germany,0.96010,230,230,0.93475,0.98545
1995,Saxony,4th Quintile,Germany,0.97398,180,180,0.95066,0.99730
1995,Saxony,5th Quintile,Germany,0.96688,76,76,0.92637,1.00738
1995,Saxony-Anhalt,1st Quintile,Germany,0.90620,133,133,0.85646,0.95594
1995,Saxony-Anhalt,2nd Quintile,Germany,0.94884,166,166,0.91522,0.98246
1995,Saxony-Anhalt,3rd Quintile,Germany,0.91643,166,166,0.87420,0.95866
1995,Saxony-Anhalt,4th Quintile,Germany,0.97573,137,137,0.94987,1.00159
1995,Saxony-Anhalt,5th Quintile,Germany,0.88559,53,53,0.79907,0.97211
1995,Thuringa,1st Quintile,Germany,0.89326,138,138,0.84155,0.94497
1995,Thuringa,2nd Quintile,Germany,0.93846,182,182,0.90345,0.97347
1995,Thuringa,3rd Quintile,Germany,0.93731,169,169,0.90066,0.97397
1995,Thuringa,4th Quintile,Germany,0.98854,106,106,0.96819,1.00890
1995,Thuringa,5th Quintile,Germany,0.96737,32,32,0.90483,1.02991
1996,Schleswig-Holstein,1st Quintile,Germany,0.91703,50,50,0.83980,0.99426
1996,Schleswig-Holstein,2nd Quintile,Germany,0.91532,42,42,0.83010,1.00054
1996,Schleswig-Holstein,3rd Quintile,Germany,0.92747,58,58,0.86014,0.99480
1996,Schleswig-Holstein,4th Quintile,Germany,0.92202,53,53,0.84913,0.99490
1996,Schleswig-Holstein,5th Quintile,Germany,0.95866,50,50,0.90293,1.01440
1996,Lower Saxony,1st Quintile,Germany,0.76090,113,113,0.68190,0.83989
1996,Lower Saxony,2nd Quintile,Germany,0.85450,122,122,0.79167,0.91733
1996,Lower Saxony,3rd Quintile,Germany,0.90168,199,199,0.86021,0.94315
1996,Lower Saxony,4th Quintile,Germany,0.88923,202,202,0.84584,0.93262
1996,Lower Saxony,5th Quintile,Germany,0.92918,211,211,0.89448,0.96387
1996,North Rhine-Westphalia,1st Quintile,Germany,0.71229,300,532,0.67379,0.75080
1996,North Rhine-Westphalia,1st Quintile,Southern Europe,0.05815,71,532,0.03825,0.07806
1996,North Rhine-Westphalia,1st Quintile,Western Asia,0.10248,115,532,0.07668,0.12828
1996,North Rhine-Westphalia,1st Quintile,Eastern Europe,0.07045,46,532,0.04868,0.09222
1996,North Rhine-Westphalia,2nd Quintile,Germany,0.81478,355,495,0.78052,0.84903
1996,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.03317,51,495,0.01738,0.04896
1996,North Rhine-Westphalia,2nd Quintile,Western Asia,0.04617,49,495,0.02767,0.06468
1996,North Rhine-Westphalia,2nd Quintile,Eastern Europe,0.05285,40,495,0.03312,0.07258
1996,North Rhine-Westphalia,3rd Quintile,Germany,0.85758,349,384,0.82258,0.89258
1996,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.02752,35,384,0.01113,0.04390
1996,North Rhine-Westphalia,4th Quintile,Germany,0.90022,413,447,0.87240,0.92803
1996,North Rhine-Westphalia,4th Quintile,Southern Europe,0.02382,34,447,0.00967,0.03797
1996,North Rhine-Westphalia,5th Quintile,Germany,0.90731,480,480,0.88134,0.93328
1996,Hesse,1st Quintile,Germany,0.61375,100,153,0.53634,0.69115
1996,Hesse,1st Quintile,Western Asia,0.10727,53,153,0.05807,0.15646
1996,Hesse,2nd Quintile,Germany,0.70702,77,77,0.60469,0.80935
1996,Hesse,3rd Quintile,Germany,0.79089,101,137,0.72254,0.85924
1996,Hesse,3rd Quintile,Southern Europe,0.08354,36,137,0.03703,0.13004
1996,Hesse,4th Quintile,Germany,0.83773,139,139,0.77621,0.89924
1996,Hesse,5th Quintile,Germany,0.91566,200,200,0.87705,0.95427
1996,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.68830,76,76,0.58347,0.79313
1996,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.85471,89,89,0.78108,0.92834
1996,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.86456,92,92,0.79425,0.93487
1996,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.89621,137,137,0.84495,0.94747
1996,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.94335,129,129,0.90330,0.98340
1996,Baden-Wuerttemberg,1st Quintile,Germany,0.65180,136,289,0.59677,0.70682
1996,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.16544,85,289,0.12252,0.20835
1996,Baden-Wuerttemberg,1st Quintile,Western Asia,0.07853,68,289,0.04746,0.10959
1996,Baden-Wuerttemberg,2nd Quintile,Germany,0.74849,183,296,0.69898,0.79800
1996,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.07090,73,296,0.04161,0.10018
1996,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.04032,40,296,0.01787,0.06276
1996,Baden-Wuerttemberg,3rd Quintile,Germany,0.80902,219,268,0.76187,0.85617
1996,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.06797,49,268,0.03778,0.09816
1996,Baden-Wuerttemberg,4th Quintile,Germany,0.86671,285,345,0.83080,0.90263
1996,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.05419,60,345,0.03027,0.07812
1996,Baden-Wuerttemberg,5th Quintile,Germany,0.82320,260,303,0.78017,0.86623
1996,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.02973,43,303,0.01058,0.04889
1996,Bavaria,1st Quintile,Germany,0.77690,158,225,0.72238,0.83142
1996,Bavaria,1st Quintile,Southern Europe,0.04722,31,225,0.01945,0.07500
1996,Bavaria,1st Quintile,Western Asia,0.05810,36,225,0.02746,0.08874
1996,Bavaria,2nd Quintile,Germany,0.81465,172,243,0.76569,0.86361
1996,Bavaria,2nd Quintile,Southern Europe,0.04834,39,243,0.02131,0.07536
1996,Bavaria,2nd Quintile,Western Asia,0.06283,32,243,0.03226,0.09340
1996,Bavaria,3rd Quintile,Germany,0.84818,254,298,0.80737,0.88899
1996,Bavaria,3rd Quintile,Southern Europe,0.04962,44,298,0.02493,0.07432
1996,Bavaria,4th Quintile,Germany,0.86467,324,324,0.82737,0.90198
1996,Bavaria,5th Quintile,Germany,0.88669,372,372,0.85444,0.91895
1996,Berlin,1st Quintile,Germany,0.70529,64,64,0.59271,0.81787
1996,Berlin,2nd Quintile,Germany,0.82816,67,67,0.73715,0.91917
1996,Berlin,3rd Quintile,Germany,0.91696,89,89,0.85930,0.97461
1996,Berlin,4th Quintile,Germany,0.87443,118,118,0.81438,0.93447
1996,Berlin,5th Quintile,Germany,0.94242,121,121,0.90074,0.98410
1996,Brandenburg,1st Quintile,Germany,0.96419,115,115,0.93009,0.99830
1996,Brandenburg,2nd Quintile,Germany,0.96993,152,152,0.94269,0.99717
1996,Brandenburg,3rd Quintile,Germany,0.97945,132,132,0.95516,1.00375
1996,Brandenburg,4th Quintile,Germany,0.93156,97,97,0.88105,0.98207
1996,Brandenburg,5th Quintile,Germany,0.97388,85,85,0.93976,1.00799
1996,Mecklenburg-Western Pomerania,1st Quintile,Germany,0.94988,92,92,0.90504,0.99471
1996,Mecklenburg-Western Pomerania,2nd Quintile,Germany,0.96789,83,83,0.92973,1.00605
1996,Mecklenburg-Western Pomerania,3rd Quintile,Germany,0.98475,88,88,0.95899,1.01050
1996,Mecklenburg-Western Pomerania,4th Quintile,Germany,0.97337,69,69,0.93511,1.01164
1996,Mecklenburg-Western Pomerania,5th Quintile,Germany,0.97689,56,56,0.93719,1.01660
1996,Saxony,1st Quintile,Germany,0.94096,230,230,0.91043,0.97149
1996,Saxony,2nd Quintile,Germany,0.96202,295,295,0.94017,0.98387
1996,Saxony,3rd Quintile,Germany,0.93933,260,260,0.91025,0.96840
1996,Saxony,4th Quintile,Germany,0.97177,198,198,0.94864,0.99490
1996,Saxony,5th Quintile,Germany,0.98194,85,85,0.95347,1.01042
1996,Saxony-Anhalt,1st Quintile,Germany,0.93680,125,125,0.89397,0.97963
1996,Saxony-Anhalt,2nd Quintile,Germany,0.93443,167,167,0.89678,0.97209
1996,Saxony-Anhalt,3rd Quintile,Germany,0.91400,161,161,0.87056,0.95745
1996,Saxony-Anhalt,4th Quintile,Germany,0.92028,132,132,0.87390,0.96666
1996,Saxony-Anhalt,5th Quintile,Germany,0.95207,55,55,0.89510,1.00905
1996,Thuringa,1st Quintile,Germany,0.90510,143,143,0.85689,0.95330
1996,Thuringa,2nd Quintile,Germany,0.94402,164,164,0.90873,0.97931
1996,Thuringa,3rd Quintile,Germany,0.93315,184,184,0.89697,0.96934
1996,Thuringa,4th Quintile,Germany,0.96564,107,107,0.93097,1.00032
1996,Thuringa,5th Quintile,Germany,0.97010,36,36,0.91368,1.02652
1997,Schleswig-Holstein,1st Quintile,Germany,0.94556,35,35,0.86930,1.02182
1997,Schleswig-Holstein,2nd Quintile,Germany,0.91424,45,45,0.83151,0.99698
1997,Schleswig-Holstein,4th Quintile,Germany,0.90264,70,70,0.83269,0.97259
1997,Schleswig-Holstein,5th Quintile,Germany,0.96262,60,60,0.91422,1.01102
1997,Hamburg,4th Quintile,Germany,0.95782,34,34,0.88923,1.02640
1997,Lower Saxony,1st Quintile,Germany,0.76947,122,122,0.69443,0.84452
1997,Lower Saxony,2nd Quintile,Germany,0.83439,130,130,0.77024,0.89854
1997,Lower Saxony,3rd Quintile,Germany,0.88160,185,185,0.83492,0.92828
1997,Lower Saxony,4th Quintile,Germany,0.95270,190,190,0.92244,0.98296
1997,Lower Saxony,5th Quintile,Germany,0.93890,220,220,0.90717,0.97062
1997,North Rhine-Westphalia,1st Quintile,Germany,0.70592,275,484,0.66528,0.74655
1997,North Rhine-Westphalia,1st Quintile,Southern Europe,0.04982,53,484,0.03042,0.06923
1997,North Rhine-Westphalia,1st Quintile,Western Asia,0.09163,102,484,0.06590,0.11736
1997,North Rhine-Westphalia,1st Quintile,Eastern Europe,0.08796,54,484,0.06270,0.11322
1997,North Rhine-Westphalia,2nd Quintile,Germany,0.84195,385,489,0.80958,0.87431
1997,North Rhine-Westphalia,2nd Quintile,Southern Europe,0.03713,48,489,0.02035,0.05390
1997,North Rhine-Westphalia,2nd Quintile,Western Asia,0.04768,56,489,0.02877,0.06658
1997,North Rhine-Westphalia,3rd Quintile,Germany,0.87383,362,401,0.84129,0.90637
1997,North Rhine-Westphalia,3rd Quintile,Southern Europe,0.02806,39,401,0.01188,0.04425
1997,North Rhine-Westphalia,4th Quintile,Germany,0.89340,386,386,0.86257,0.92423
1997,North Rhine-Westphalia,5th Quintile,Germany,0.91328,490,490,0.88834,0.93823
1997,Hesse,1st Quintile,Germany,0.53895,63,106,0.44360,0.63430
1997,Hesse,1st Quintile,Western Asia,0.12656,43,106,0.06297,0.19016
1997,Hesse,2nd Quintile,Germany,0.74328,89,89,0.65201,0.83455
1997,Hesse,3rd Quintile,Germany,0.74782,106,141,0.67588,0.81975
1997,Hesse,3rd Quintile,Southern Europe,0.10252,35,141,0.05228,0.15277
1997,Hesse,4th Quintile,Germany,0.82443,125,125,0.75747,0.89140
1997,Hesse,5th Quintile,Germany,0.91610,191,191,0.87668,0.95552
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Germany,0.72250,81,81,0.62438,0.82062
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Germany,0.83086,93,93,0.75426,0.90746
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Germany,0.83537,110,110,0.76575,0.90499
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Germany,0.89985,133,133,0.84864,0.95106
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Germany,0.96465,122,122,0.93175,0.99756
1997,Baden-Wuerttemberg,1st Quintile,Germany,0.62373,127,300,0.56882,0.67864
1997,Baden-Wuerttemberg,1st Quintile,Southern Europe,0.13601,89,300,0.09715,0.17487
1997,Baden-Wuerttemberg,1st Quintile,Western Asia,0.10633,84,300,0.07139,0.14127
1997,Baden-Wuerttemberg,2nd Quintile,Germany,0.76952,186,292,0.72113,0.81791
1997,Baden-Wuerttemberg,2nd Quintile,Southern Europe,0.09267,66,292,0.05935,0.12599
1997,Baden-Wuerttemberg,2nd Quintile,Western Asia,0.03750,40,292,0.01567,0.05932
1997,Baden-Wuerttemberg,3rd Quintile,Germany,0.80328,237,293,0.75769,0.84888
1997,Baden-Wuerttemberg,3rd Quintile,Southern Europe,0.06188,56,293,0.03424,0.08951
1997,Baden-Wuerttemberg,4th Quintile,Germany,0.84329,285,338,0.80448,0.88210
1997,Baden-Wuerttemberg,4th Quintile,Southern Europe,0.05567,53,338,0.03119,0.08015
1997,Baden-Wuerttemberg,5th Quintile,Germany,0.84151,253,292,0.79955,0.88347
1997,Baden-Wuerttemberg,5th Quintile,Southern Europe,0.04597,39,292,0.02191,0.07003
1997,Bavaria,1st Quintile,Germany,0.78979,141,175,0.72925,0.85033
1997,Bavaria,1st Quintile,Western Asia,0.06087,34,175,0.02534,0.09640
1997,Bavaria,2nd Quintile,Germany,0.81352,213,260,0.76608,0.86096
1997,Bavaria,2nd Quintile,Southern Europe,0.05888,47,260,0.03021,0.08755
1997,Bavaria,3rd Quintile,Germany,0.85345,253,288,0.81254,0.89437
1997,Bavaria,3rd Quintile,Southern Europe,0.04629,35,288,0.02198,0.07060
1997,Bavaria,4th Quintile,Germany,0.85236,302,302,0.81229,0.89244
1997,Bavaria,5th Quintile,Germany,0.88125,365,365,0.84802,0.91449
1997,Berlin,1st Quintile,Germany,0.68271,65,65,0.56868,0.79674
1997,Berlin,2nd Quintile,Germany,0.86968,59,59,0.78304,0.95632
1997,Berlin,3rd Quintile,Germany,0.87590,96,96,0.80960,0.94220
1997,Berlin,4th Quintile,Germany,0.90315,103,103,0.84576,0.96055
1997,Berlin,5th Quintile,Germany,0.98099,117,117,0.95614,1.00584
1997,Brandenburg,1st Quintile,Germany,0.99204,107,107,0.97513,1.00896
1997,Brandenburg,2nd Quintile,Germany,0.93919,175,175,0.90368,0.97470
1997,Brandenburg,3rd Quintile,Germany,0.98048,128,128,0.95642,1.00454
1997,Brandenburg,4th Quintile,Germany,0.97721,94,94,0.94688,1.00754
1997,Brandenburg,5th Quintile,Germany,0.98479,77,77,0.95728,1.01231
1997,Mecklenburg-Western Pomerania,1st Quintile,Germany,0.96200,74,74,0.91815,1.00586
1997,Mecklenburg-Western Pomerania,2nd Quintile,Germany,0.92870,100,100,0.87801,0.97939
