,Unnamed: 0,year,bula_h,sampreg,region_origin,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
638,638,2004,Berlin,West,Germany,1.0,377,20953,0.93557,1.07578
639,639,2004,Berlin,East,Germany,1.0,367,20953,0.90972,1.08869
640,640,2004,Brandenburg,East,Germany,1.0,890,20953,0.94727,1.05839
641,641,2004,Mecklenburg-Western Pomerania,East,Germany,1.0,494,20953,0.93003,1.07252
642,642,2004,Saxony,East,Germany,1.0,1542,20953,0.96944,1.0405
643,643,2004,Saxony-Anhalt,East,Germany,1.0,900,20953,0.96076,1.0575
644,644,2004,Thuringa,East,Germany,1.0,929,20953,0.94857,1.05261
645,645,2005,Schleswig-Holstein,West,Germany,1.0,584,20059,0.94624,1.05946
646,646,2005,Hamburg,West,Germany,1.0,265,20059,0.91586,1.10475
647,647,2005,Lower Saxony,West,Germany,0.90786,1584,20059,0.87141,0.94769
648,648,2005,Lower Saxony,West,Southern Europe,0.01459,32,20059,0.00909,0.02039
649,649,2005,Lower Saxony,West,Central Asia,0.01171,31,20059,0.00815,0.01486
650,650,2005,Lower Saxony,West,Western Asia,0.03218,45,20059,0.02361,0.04133
651,651,2005,Lower Saxony,West,Eastern Europe,0.03366,62,20059,0.02525,0.04191
652,652,2005,Bremen,West,Germany,1.0,130,20059,0.86448,1.13237
653,653,2005,North Rhine-Westphalia,West,Germany,0.8664,3710,20059,0.845,0.89004
654,654,2005,North Rhine-Westphalia,West,Southern Europe,0.02414,118,20059,0.02104,0.02822
655,655,2005,North Rhine-Westphalia,West,Central Asia,0.02144,71,20059,0.01786,0.02553
656,656,2005,North Rhine-Westphalia,West,Western Asia,0.03858,175,20059,0.03471,0.0434
657,657,2005,North Rhine-Westphalia,West,Eastern Europe,0.04943,201,20059,0.04449,0.05547
658,658,2005,Hesse,West,Germany,0.85488,1150,20059,0.81298,0.89899
659,659,2005,Hesse,West,Southern Europe,0.04384,64,20059,0.03525,0.05102
660,660,2005,Hesse,West,Western Asia,0.04539,48,20059,0.03666,0.05497
661,661,2005,Hesse,West,Eastern Europe,0.05589,52,20059,0.0464,0.06583
662,662,2005,"Rhineland-Palatinate, Saarland",West,Germany,0.92005,1060,20059,0.88275,0.95709
663,663,2005,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03643,36,20059,0.02457,0.0482
664,664,2005,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04352,74,20059,0.03706,0.05132
665,665,2005,Baden-Wuerttemberg,West,Germany,0.83459,1984,20059,0.80408,0.86873
666,666,2005,Baden-Wuerttemberg,West,Southern Europe,0.08073,205,20059,0.06909,0.09312
667,667,2005,Baden-Wuerttemberg,West,Western Asia,0.02883,119,20059,0.02421,0.03304
668,668,2005,Baden-Wuerttemberg,West,Eastern Europe,0.05585,107,20059,0.04856,0.06366
669,669,2005,Bavaria,West,Germany,0.88224,2560,20059,0.85408,0.91481
670,670,2005,Bavaria,West,Southern Europe,0.03185,75,20059,0.02659,0.03657
671,671,2005,Bavaria,West,Western Asia,0.02182,68,20059,0.01773,0.02546
672,672,2005,Bavaria,West,Eastern Europe,0.04643,110,20059,0.04063,0.05242
673,673,2005,Bavaria,West,Western Europe,0.01767,35,20059,0.01359,0.02253
674,674,2005,Berlin,West,Germany,1.0,366,20059,0.9098,1.08549
675,675,2005,Berlin,East,Germany,1.0,337,20059,0.92407,1.08262
676,676,2005,Brandenburg,East,Germany,1.0,869,20059,0.95073,1.05367
677,677,2005,Mecklenburg-Western Pomerania,East,Germany,1.0,487,20059,0.9211,1.06897
678,678,2005,Saxony,East,Germany,1.0,1495,20059,0.96223,1.04153
679,679,2005,Saxony-Anhalt,East,Germany,1.0,874,20059,0.94691,1.05456
680,680,2005,Thuringa,East,Germany,1.0,876,20059,0.93411,1.05727
681,681,2006,Schleswig-Holstein,West,Germany,1.0,623,21495,0.94429,1.05521
682,682,2006,Hamburg,West,Germany,1.0,279,21495,0.9084,1.07874
683,683,2006,Lower Saxony,West,Germany,0.93337,1789,21495,0.90366,0.96405
684,684,2006,Lower Saxony,West,Western Asia,0.02949,39,21495,0.0213,0.03668
685,685,2006,Lower Saxony,West,Eastern Europe,0.03713,74,21495,0.03125,0.04406
686,686,2006,Bremen,West,Germany,1.0,134,21495,0.84954,1.14037
687,687,2006,North Rhine-Westphalia,West,Germany,0.8628,3951,21495,0.84361,0.88311
688,688,2006,North Rhine-Westphalia,West,Southern Europe,0.02633,120,21495,0.02322,0.02967
689,689,2006,North Rhine-Westphalia,West,Central Asia,0.02123,76,21495,0.01803,0.02469
690,690,2006,North Rhine-Westphalia,West,Western Asia,0.04008,164,21495,0.03461,0.04472
691,691,2006,North Rhine-Westphalia,West,Eastern Europe,0.04956,211,21495,0.04471,0.05427
692,692,2006,Hesse,West,Germany,0.85026,1285,21495,0.81141,0.88449
693,693,2006,Hesse,West,Southern Europe,0.04941,59,21495,0.0422,0.05812
694,694,2006,Hesse,West,Western Asia,0.04161,42,21495,0.03268,0.05052
695,695,2006,Hesse,West,Eastern Europe,0.05872,58,21495,0.04841,0.06902
696,696,2006,"Rhineland-Palatinate, Saarland",West,Germany,0.95475,1131,21495,0.91052,1.00412
697,697,2006,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04525,70,21495,0.03847,0.05276
698,698,2006,Baden-Wuerttemberg,West,Germany,0.84733,2230,21495,0.82057,0.87994
699,699,2006,Baden-Wuerttemberg,West,Southern Europe,0.07449,178,21495,0.06379,0.08483
700,700,2006,Baden-Wuerttemberg,West,Western Asia,0.03159,115,21495,0.02658,0.03767
701,701,2006,Baden-Wuerttemberg,West,Eastern Europe,0.04659,111,21495,0.0406,0.05243
702,702,2006,Bavaria,West,Germany,0.87777,2825,21495,0.85285,0.90644
703,703,2006,Bavaria,West,Southern Europe,0.0316,71,21495,0.02729,0.03705
704,704,2006,Bavaria,West,Western Asia,0.02378,63,21495,0.01941,0.02942
705,705,2006,Bavaria,West,Eastern Europe,0.04732,120,21495,0.04155,0.05305
706,706,2006,Bavaria,West,Western Europe,0.01952,38,21495,0.01552,0.02409
707,707,2006,Berlin,West,Germany,1.0,383,21495,0.92157,1.08277
708,708,2006,Berlin,East,Germany,1.0,348,21495,0.92874,1.07644
709,709,2006,Brandenburg,East,Germany,1.0,933,21495,0.95249,1.05381
710,710,2006,Mecklenburg-Western Pomerania,East,Germany,1.0,549,21495,0.94047,1.07134
711,711,2006,Saxony,East,Germany,1.0,1578,21495,0.96473,1.03998
712,712,2006,Saxony-Anhalt,East,Germany,1.0,899,21495,0.9573,1.05975
713,713,2006,Thuringa,East,Germany,1.0,949,21495,0.94814,1.06744
714,714,2007,Schleswig-Holstein,West,Germany,1.0,578,20149,0.93821,1.05257
715,715,2007,Hamburg,West,Germany,1.0,271,20149,0.9046,1.10727
716,716,2007,Lower Saxony,West,Germany,0.95886,1679,20149,0.9233,0.99765
717,717,2007,Lower Saxony,West,Eastern Europe,0.04114,69,20149,0.0345,0.04887
718,718,2007,Bremen,West,Germany,1.0,136,20149,0.85993,1.13238
719,719,2007,North Rhine-Westphalia,West,Germany,0.866,3701,20149,0.84468,0.89047
720,720,2007,North Rhine-Westphalia,West,Southern Europe,0.02756,106,20149,0.02341,0.0326
721,721,2007,North Rhine-Westphalia,West,Central Asia,0.02184,74,20149,0.01822,0.02556
722,722,2007,North Rhine-Westphalia,West,Western Asia,0.03764,142,20149,0.03282,0.0423
723,723,2007,North Rhine-Westphalia,West,Eastern Europe,0.04696,181,20149,0.0421,0.05281
724,724,2007,Hesse,West,Germany,0.85203,1216,20149,0.81453,0.88882
725,725,2007,Hesse,West,Southern Europe,0.05362,58,20149,0.04408,0.06226
726,726,2007,Hesse,West,Western Asia,0.03862,37,20149,0.03072,0.04703
727,727,2007,Hesse,West,Eastern Europe,0.05573,56,20149,0.04711,0.06598
728,728,2007,"Rhineland-Palatinate, Saarland",West,Germany,0.95751,1040,20149,0.91445,1.00525
729,729,2007,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04249,62,20149,0.03545,0.05058
730,730,2007,Baden-Wuerttemberg,West,Germany,0.83851,2061,20149,0.8091,0.87012
731,731,2007,Baden-Wuerttemberg,West,Southern Europe,0.08131,156,20149,0.07051,0.0946
732,732,2007,Baden-Wuerttemberg,West,Western Asia,0.03034,103,20149,0.02421,0.03591
733,733,2007,Baden-Wuerttemberg,West,Eastern Europe,0.04984,108,20149,0.04279,0.0559
734,734,2007,Bavaria,West,Germany,0.87387,2673,20149,0.84426,0.90059
735,735,2007,Bavaria,West,Southern Europe,0.03589,72,20149,0.03074,0.04044
736,736,2007,Bavaria,West,Western Asia,0.02383,60,20149,0.01926,0.02828
737,737,2007,Bavaria,West,Eastern Europe,0.04585,111,20149,0.04045,0.05309
738,738,2007,Bavaria,West,Western Europe,0.02056,37,20149,0.01625,0.02451
739,739,2007,Berlin,West,Germany,1.0,363,20149,0.92405,1.08768
740,740,2007,Berlin,East,Germany,1.0,341,20149,0.91988,1.09555
741,741,2007,Brandenburg,East,Germany,1.0,862,20149,0.93767,1.05886
742,742,2007,Mecklenburg-Western Pomerania,East,Germany,1.0,509,20149,0.92734,1.07047
743,743,2007,Saxony,East,Germany,1.0,1508,20149,0.96072,1.04087
744,744,2007,Saxony-Anhalt,East,Germany,1.0,869,20149,0.93868,1.05704
745,745,2007,Thuringa,East,Germany,1.0,910,20149,0.94652,1.05458
746,746,2008,Schleswig-Holstein,West,Germany,1.0,518,18928,0.94031,1.06172
747,747,2008,Hamburg,West,Germany,1.0,262,18928,0.91539,1.09453
748,748,2008,Lower Saxony,West,Germany,0.9659,1619,18928,0.92218,1.00393
749,749,2008,Lower Saxony,West,Eastern Europe,0.0341,55,18928,0.02618,0.04323
750,750,2008,Bremen,West,Germany,1.0,131,18928,0.86203,1.13013
751,751,2008,North Rhine-Westphalia,West,Germany,0.86617,3467,18928,0.84244,0.88648
752,752,2008,North Rhine-Westphalia,West,Southern Europe,0.02826,95,18928,0.02342,0.03239
753,753,2008,North Rhine-Westphalia,West,Central Asia,0.01749,62,18928,0.01435,0.02099
754,754,2008,North Rhine-Westphalia,West,Western Asia,0.03847,125,18928,0.03242,0.04465
755,755,2008,North Rhine-Westphalia,West,Eastern Europe,0.04961,163,18928,0.04365,0.05686
756,756,2008,Hesse,West,Germany,0.85837,1153,18928,0.8177,0.89832
757,757,2008,Hesse,West,Southern Europe,0.0568,54,18928,0.04626,0.0698
758,758,2008,Hesse,West,Western Asia,0.03576,31,18928,0.02869,0.04415
759,759,2008,Hesse,West,Eastern Europe,0.04907,50,18928,0.0385,0.05894
760,760,2008,"Rhineland-Palatinate, Saarland",West,Germany,0.95744,973,18928,0.9139,0.99892
761,761,2008,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04256,53,18928,0.03091,0.05116
762,762,2008,Baden-Wuerttemberg,West,Germany,0.84364,1954,18928,0.80984,0.8791
763,763,2008,Baden-Wuerttemberg,West,Southern Europe,0.08764,155,18928,0.0769,0.09958
764,764,2008,Baden-Wuerttemberg,West,Western Asia,0.02179,80,18928,0.01795,0.02646
765,765,2008,Baden-Wuerttemberg,West,Eastern Europe,0.04692,101,18928,0.04111,0.05475
766,766,2008,Bavaria,West,Germany,0.88093,2506,18928,0.84707,0.90628
767,767,2008,Bavaria,West,Southern Europe,0.03561,62,18928,0.03004,0.04113
768,768,2008,Bavaria,West,Western Asia,0.02161,50,18928,0.01618,0.02633
769,769,2008,Bavaria,West,Eastern Europe,0.04102,97,18928,0.03554,0.04688
770,770,2008,Bavaria,West,Western Europe,0.02082,34,18928,0.01624,0.02657
771,771,2008,Berlin,West,Germany,1.0,349,18928,0.91211,1.09193
772,772,2008,Berlin,East,Germany,1.0,328,18928,0.91857,1.06768
773,773,2008,Brandenburg,East,Germany,1.0,816,18928,0.9341,1.07039
774,774,2008,Mecklenburg-Western Pomerania,East,Germany,1.0,489,18928,0.92179,1.0698
775,775,2008,Saxony,East,Germany,1.0,1422,18928,0.94739,1.04188
776,776,2008,Saxony-Anhalt,East,Germany,1.0,809,18928,0.94576,1.06154
777,777,2008,Thuringa,East,Germany,1.0,865,18928,0.95184,1.06149
778,778,2009,Schleswig-Holstein,West,Germany,1.0,473,17663,0.9275,1.08084
779,779,2009,Hamburg,West,Germany,1.0,256,17663,0.87907,1.10532
780,780,2009,Lower Saxony,West,Germany,0.97194,1518,17663,0.92955,1.01437
781,781,2009,Lower Saxony,West,Eastern Europe,0.02806,46,17663,0.01916,0.03428
782,782,2009,Bremen,West,Germany,1.0,115,17663,0.85882,1.16287
783,783,2009,North Rhine-Westphalia,West,Germany,0.87329,3240,17663,0.84581,0.89735
784,784,2009,North Rhine-Westphalia,West,Southern Europe,0.02779,86,17663,0.02354,0.03253
785,785,2009,North Rhine-Westphalia,West,Central Asia,0.017,59,17663,0.01348,0.02098
786,786,2009,North Rhine-Westphalia,West,Western Asia,0.03552,108,17663,0.03085,0.04109
787,787,2009,North Rhine-Westphalia,West,Eastern Europe,0.0464,140,17663,0.03941,0.05358
788,788,2009,Hesse,West,Germany,0.89473,1072,17663,0.84192,0.94305
789,789,2009,Hesse,West,Southern Europe,0.06075,49,17663,0.04788,0.07226
790,790,2009,Hesse,West,Eastern Europe,0.04452,44,17663,0.03504,0.05662
791,791,2009,"Rhineland-Palatinate, Saarland",West,Germany,0.96359,915,17663,0.92071,1.01085
792,792,2009,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.03641,48,17663,0.02972,0.04429
793,793,2009,Baden-Wuerttemberg,West,Germany,0.85659,1788,17663,0.82036,0.89612
794,794,2009,Baden-Wuerttemberg,West,Southern Europe,0.082,127,17663,0.06725,0.09494
795,795,2009,Baden-Wuerttemberg,West,Western Asia,0.01722,56,17663,0.01397,0.02104
796,796,2009,Baden-Wuerttemberg,West,Eastern Europe,0.04419,90,17663,0.03586,0.0524
797,797,2009,Bavaria,West,Germany,0.8773,2389,17663,0.84558,0.91217
798,798,2009,Bavaria,West,Southern Europe,0.03355,56,17663,0.02795,0.04062
799,799,2009,Bavaria,West,Western Asia,0.02079,41,17663,0.01582,0.02701
800,800,2009,Bavaria,West,Eastern Europe,0.04782,95,17663,0.03957,0.05805
801,801,2009,Bavaria,West,Western Europe,0.02054,31,17663,0.01522,0.02615
802,802,2009,Berlin,West,Germany,1.0,326,17663,0.91104,1.10501
803,803,2009,Berlin,East,Germany,1.0,317,17663,0.91233,1.08943
804,804,2009,Brandenburg,East,Germany,1.0,783,17663,0.92387,1.07197
805,805,2009,Mecklenburg-Western Pomerania,East,Germany,1.0,468,17663,0.92657,1.08277
806,806,2009,Saxony,East,Germany,1.0,1351,17663,0.94293,1.05186
807,807,2009,Saxony-Anhalt,East,Germany,1.0,760,17663,0.93031,1.07551
808,808,2009,Thuringa,East,Germany,1.0,816,17663,0.93158,1.07206
809,809,2010,Schleswig-Holstein,West,Germany,0.97242,664,23535,0.88718,1.07042
810,810,2010,Schleswig-Holstein,West,Eastern Europe,0.02758,31,23535,0.01905,0.03726
811,811,2010,Hamburg,West,Germany,1.0,339,23535,0.87763,1.12753
812,812,2010,Lower Saxony,West,Germany,0.91945,2000,23535,0.87584,0.97147
813,813,2010,Lower Saxony,West,Southern Europe,0.01552,35,23535,0.00766,0.02879
814,814,2010,Lower Saxony,West,Central Asia,0.01049,42,23535,0.00786,0.01369
815,815,2010,Lower Saxony,West,Western Asia,0.01829,38,23535,0.01118,0.02996
816,816,2010,Lower Saxony,West,Eastern Europe,0.03625,77,23535,0.02869,0.04529
817,817,2010,Bremen,West,Germany,1.0,152,23535,0.80368,1.16497
818,818,2010,North Rhine-Westphalia,West,Germany,0.84656,4175,23535,0.81812,0.87381
819,819,2010,North Rhine-Westphalia,West,Southern Europe,0.03415,161,23535,0.02794,0.04066
820,820,2010,North Rhine-Westphalia,West,Central Asia,0.02152,107,23535,0.01687,0.02608
821,821,2010,North Rhine-Westphalia,West,Western Asia,0.03442,209,23535,0.029,0.04061
822,822,2010,North Rhine-Westphalia,West,Eastern Europe,0.05218,258,23535,0.04463,0.06231
823,823,2010,North Rhine-Westphalia,West,Western Europe,0.01117,40,23535,0.00772,0.01569
824,824,2010,Hesse,West,Germany,0.84585,1385,23535,0.78834,0.89643
825,825,2010,Hesse,West,Southern Europe,0.0641,60,23535,0.04807,0.0825
826,826,2010,Hesse,West,Central Asia,0.01275,39,23535,0.0078,0.0211
827,827,2010,Hesse,West,Western Asia,0.02848,52,23535,0.01953,0.04038
828,828,2010,Hesse,West,Eastern Europe,0.04883,81,23535,0.03659,0.06393
829,829,2010,"Rhineland-Palatinate, Saarland",West,Germany,0.88777,1167,23535,0.83609,0.94561
830,830,2010,"Rhineland-Palatinate, Saarland",West,Central Asia,0.034,32,23535,0.02053,0.05324
831,831,2010,"Rhineland-Palatinate, Saarland",West,Western Asia,0.03656,36,23535,0.02226,0.05025
832,832,2010,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04167,65,23535,0.03225,0.05462
833,833,2010,Baden-Wuerttemberg,West,Germany,0.83618,2448,23535,0.79359,0.87656
834,834,2010,Baden-Wuerttemberg,West,Southern Europe,0.08097,163,23535,0.06628,0.09488
835,835,2010,Baden-Wuerttemberg,West,Central Asia,0.0172,44,23535,0.00968,0.02594
836,836,2010,Baden-Wuerttemberg,West,Western Asia,0.01831,72,23535,0.01316,0.02246
837,837,2010,Baden-Wuerttemberg,West,Eastern Europe,0.04735,134,23535,0.03744,0.05994
838,838,2010,Bavaria,West,Germany,0.86126,3190,23535,0.82688,0.89706
839,839,2010,Bavaria,West,Southern Europe,0.03847,88,23535,0.0313,0.04754
840,840,2010,Bavaria,West,Central Asia,0.00669,38,23535,0.00356,0.0112
841,841,2010,Bavaria,West,Western Asia,0.02566,76,23535,0.01842,0.03429
842,842,2010,Bavaria,West,Eastern Europe,0.04405,144,23535,0.03617,0.05362
843,843,2010,Bavaria,West,Western Europe,0.02388,45,23535,0.01643,0.03167
844,844,2010,Berlin,West,Germany,1.0,460,23535,0.90539,1.10628
845,845,2010,Berlin,East,Germany,1.0,364,23535,0.90315,1.0886
846,846,2010,Brandenburg,East,Germany,1.0,943,23535,0.92454,1.08673
847,847,2010,Mecklenburg-Western Pomerania,East,Germany,1.0,587,23535,0.90533,1.08309
848,848,2010,Saxony,East,Germany,1.0,1656,23535,0.93531,1.05359
849,849,2010,Saxony-Anhalt,East,Germany,1.0,895,23535,0.92306,1.07673
850,850,2010,Thuringa,East,Germany,1.0,943,23535,0.92647,1.07984
851,851,2011,Schleswig-Holstein,West,Germany,0.97184,898,28044,0.90435,1.05778
852,852,2011,Schleswig-Holstein,West,Eastern Europe,0.02816,43,28044,0.02198,0.03456
853,853,2011,Hamburg,West,Germany,1.0,385,28044,0.90669,1.09656
854,854,2011,Lower Saxony,West,Germany,0.91091,2405,28044,0.87476,0.94657
855,855,2011,Lower Saxony,West,Southern Europe,0.01048,35,28044,0.00516,0.01827
856,856,2011,Lower Saxony,West,Central Asia,0.02008,64,28044,0.01499,0.02612
857,857,2011,Lower Saxony,West,Western Asia,0.01529,41,28044,0.01058,0.02134
858,858,2011,Lower Saxony,West,Eastern Europe,0.04325,108,28044,0.03593,0.05053
859,859,2011,Bremen,West,Germany,1.0,162,28044,0.83054,1.16629
860,860,2011,North Rhine-Westphalia,West,Germany,0.84257,4859,28044,0.81658,0.86487
861,861,2011,North Rhine-Westphalia,West,Southern Europe,0.0314,165,28044,0.02639,0.03686
862,862,2011,North Rhine-Westphalia,West,Central Asia,0.02158,132,28044,0.01815,0.0258
863,863,2011,North Rhine-Westphalia,West,Western Asia,0.03242,199,28044,0.02759,0.03907
864,864,2011,North Rhine-Westphalia,West,Eastern Europe,0.05886,306,28044,0.0526,0.06619
865,865,2011,North Rhine-Westphalia,West,Western Europe,0.01316,53,28044,0.00964,0.017
866,866,2011,Hesse,West,Germany,0.85507,1674,28044,0.81545,0.90303
867,867,2011,Hesse,West,Southern Europe,0.04867,58,28044,0.04015,0.05922
868,868,2011,Hesse,West,Central Asia,0.01253,45,28044,0.00993,0.0152
869,869,2011,Hesse,West,Western Asia,0.02923,48,28044,0.01945,0.03969
870,870,2011,Hesse,West,Eastern Europe,0.0545,94,28044,0.04311,0.06624
871,871,2011,"Rhineland-Palatinate, Saarland",West,Germany,0.87563,1412,28044,0.8222,0.9249
872,872,2011,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.02602,37,28044,0.0186,0.03292
873,873,2011,"Rhineland-Palatinate, Saarland",West,Central Asia,0.02703,36,28044,0.01588,0.04042
874,874,2011,"Rhineland-Palatinate, Saarland",West,Western Asia,0.02964,40,28044,0.02135,0.04095
875,875,2011,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.04168,71,28044,0.03351,0.04976
876,876,2011,Baden-Wuerttemberg,West,Germany,0.85191,3051,28044,0.81292,0.88285
877,877,2011,Baden-Wuerttemberg,West,Southern Europe,0.06457,174,28044,0.0544,0.07434
878,878,2011,Baden-Wuerttemberg,West,Central Asia,0.02221,64,28044,0.0163,0.03094
879,879,2011,Baden-Wuerttemberg,West,Western Asia,0.01313,59,28044,0.00955,0.0174
880,880,2011,Baden-Wuerttemberg,West,Eastern Europe,0.04818,169,28044,0.0398,0.0554
881,881,2011,Bavaria,West,Germany,0.87589,4017,28044,0.84798,0.91305
882,882,2011,Bavaria,West,Southern Europe,0.0299,90,28044,0.02396,0.03639
883,883,2011,Bavaria,West,Central Asia,0.00758,37,28044,0.00503,0.011
884,884,2011,Bavaria,West,Western Asia,0.01748,63,28044,0.01167,0.02454
885,885,2011,Bavaria,West,Eastern Europe,0.04864,185,28044,0.04186,0.05605
886,886,2011,Bavaria,West,Western Europe,0.02051,53,28044,0.01511,0.02685
887,887,2011,Berlin,West,Germany,1.0,490,28044,0.92756,1.08667
888,888,2011,Berlin,East,Germany,1.0,444,28044,0.9109,1.08343
889,889,2011,Brandenburg,East,Germany,1.0,1117,28044,0.9406,1.05865
890,890,2011,Mecklenburg-Western Pomerania,East,Germany,1.0,656,28044,0.90868,1.07595
891,891,2011,Saxony,East,Germany,1.0,1819,28044,0.95472,1.0546
892,892,2011,Saxony-Anhalt,East,Germany,1.0,1092,28044,0.94199,1.06142
893,893,2011,Thuringa,East,Germany,1.0,1094,28044,0.93397,1.06331
894,894,2012,Schleswig-Holstein,West,Germany,0.97337,902,27366,0.9134,1.03974
895,895,2012,Schleswig-Holstein,West,Eastern Europe,0.02663,41,27366,0.02127,0.03141
896,896,2012,Hamburg,West,Germany,1.0,393,27366,0.90254,1.09834
897,897,2012,Lower Saxony,West,Germany,0.91031,2357,27366,0.87117,0.94581
898,898,2012,Lower Saxony,West,Central Asia,0.02177,64,27366,0.01704,0.0279
899,899,2012,Lower Saxony,West,Western Asia,0.01684,36,27366,0.01064,0.02326
900,900,2012,Lower Saxony,West,Eastern Europe,0.05109,100,27366,0.04313,0.05913
901,901,2012,Bremen,West,Germany,1.0,168,27366,0.78837,1.17315
902,902,2012,North Rhine-Westphalia,West,Germany,0.83554,4733,27366,0.80582,0.86205
903,903,2012,North Rhine-Westphalia,West,Southern Asia,0.00433,31,27366,0.00346,0.00516
904,904,2012,North Rhine-Westphalia,West,Southern Europe,0.03388,156,27366,0.0279,0.03944
905,905,2012,North Rhine-Westphalia,West,Central Asia,0.02222,131,27366,0.01914,0.02582
906,906,2012,North Rhine-Westphalia,West,Western Asia,0.03012,178,27366,0.02509,0.03597
907,907,2012,North Rhine-Westphalia,West,Eastern Europe,0.06084,294,27366,0.05356,0.06881
908,908,2012,North Rhine-Westphalia,West,Western Europe,0.01306,47,27366,0.00981,0.01611
909,909,2012,Hesse,West,Germany,0.85263,1640,27366,0.81421,0.89428
910,910,2012,Hesse,West,Southern Europe,0.04637,49,27366,0.03575,0.05724
911,911,2012,Hesse,West,Central Asia,0.01689,40,27366,0.01285,0.02158
912,912,2012,Hesse,West,Western Asia,0.03335,50,27366,0.02346,0.04425
913,913,2012,Hesse,West,Eastern Europe,0.05077,88,27366,0.03779,0.06638
914,914,2012,"Rhineland-Palatinate, Saarland",West,Germany,0.89571,1406,27366,0.85616,0.94259
915,915,2012,"Rhineland-Palatinate, Saarland",West,Southern Europe,0.03146,38,27366,0.02335,0.03974
916,916,2012,"Rhineland-Palatinate, Saarland",West,Central Asia,0.0331,33,27366,0.01695,0.04964
917,917,2012,"Rhineland-Palatinate, Saarland",West,Eastern Europe,0.03973,63,27366,0.0312,0.04861
918,918,2012,Baden-Wuerttemberg,West,Germany,0.84396,2893,27366,0.80909,0.8775
919,919,2012,Baden-Wuerttemberg,West,Southern Europe,0.06548,154,27366,0.0557,0.07771
920,920,2012,Baden-Wuerttemberg,West,Central Asia,0.01854,58,27366,0.0128,0.02481
921,921,2012,Baden-Wuerttemberg,West,Western Asia,0.0115,40,27366,0.00721,0.01627
922,922,2012,Baden-Wuerttemberg,West,Eastern Europe,0.06052,173,27366,0.04933,0.07356
923,923,2012,Bavaria,West,Germany,0.85884,3932,27366,0.83334,0.89736
924,924,2012,Bavaria,West,Southern Europe,0.03419,90,27366,0.02738,0.04107
925,925,2012,Bavaria,West,Central Asia,0.01089,50,27366,0.0084,0.01411
926,926,2012,Bavaria,West,Western Asia,0.01988,60,27366,0.01363,0.02703
927,927,2012,Bavaria,West,Eastern Europe,0.04863,185,27366,0.04264,0.05565
928,928,2012,Bavaria,West,Western Europe,0.02756,71,27366,0.02151,0.03429
929,929,2012,Berlin,West,Germany,1.0,511,27366,0.92898,1.07906
930,930,2012,Berlin,East,Germany,1.0,457,27366,0.91829,1.08734
931,931,2012,Brandenburg,East,Germany,1.0,1070,27366,0.92435,1.07144
932,932,2012,Mecklenburg-Western Pomerania,East,Germany,1.0,629,27366,0.9183,1.08318
933,933,2012,Saxony,East,Germany,0.98224,1823,27366,0.92956,1.04227
934,934,2012,Saxony,East,Eastern Europe,0.01776,32,27366,0.01276,0.02594
935,935,2012,Saxony-Anhalt,East,Germany,1.0,1025,27366,0.93625,1.06943
936,936,2012,Thuringa,East,Germany,1.0,1075,27366,0.93989,1.06603
937,937,2013,Schleswig-Holstein,West,Germany,0.94643,880,30097,0.87063,1.02397
938,938,2013,Schleswig-Holstein,West,Western Asia,0.03168,59,30097,0.01974,0.04439
939,939,2013,Schleswig-Holstein,West,Eastern Europe,0.02188,71,30097,0.01636,0.02861
940,940,2013,Hamburg,West,Germany,0.95109,399,30097,0.85415,1.04782
941,941,2013,Hamburg,West,Eastern Europe,0.04891,78,30097,0.04007,0.05922
942,942,2013,Lower Saxony,West,Germany,0.89702,2376,30097,0.85569,0.93701
943,943,2013,Lower Saxony,West,Southern Europe,0.00608,62,30097,0.00492,0.00755
944,944,2013,Lower Saxony,West,Central Asia,0.02206,109,30097,0.01588,0.03087
945,945,2013,Lower Saxony,West,Western Asia,0.02148,104,30097,0.01675,0.02819
946,946,2013,Lower Saxony,West,Eastern Europe,0.05335,260,30097,0.04526,0.06224
947,947,2013,Bremen,West,Germany,1.0,169,30097,0.81723,1.2021
948,948,2013,North Rhine-Westphalia,West,Germany,0.84017,4802,30097,0.8141,0.8687
949,949,2013,North Rhine-Westphalia,West,Southern Asia,0.00516,43,30097,0.00375,0.00654
950,950,2013,North Rhine-Westphalia,West,Southern Europe,0.02927,335,30097,0.02516,0.03408
951,951,2013,North Rhine-Westphalia,West,Central Asia,0.02298,250,30097,0.01864,0.027
952,952,2013,North Rhine-Westphalia,West,Western Asia,0.03041,297,30097,0.02631,0.03504
953,953,2013,North Rhine-Westphalia,West,Eastern Europe,0.05767,603,30097,0.05114,0.06563
954,954,2013,North Rhine-Westphalia,West,Western Europe,0.00928,48,30097,0.00724,0.0114
955,955,2013,North Rhine-Westphalia,West,Sub-Saharan Africa,0.00507,39,30097,0.00389,0.00612
