year,age_gr,bula_h,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.87145,171,171,0.82114,0.92176
1994,30-45 y.,Baden-Wuerttemberg,Germany,0.75722,295,466,0.71824,0.79619
1994,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.09401,114,466,0.06748,0.12054
1994,30-45 y.,Baden-Wuerttemberg,Western Asia,0.04584,57,466,0.02683,0.06485
1994,30-45 y.,Bavaria,Germany,0.86904,420,460,0.83817,0.89990
1994,30-45 y.,Bavaria,Southern Europe,0.02619,40,460,0.01158,0.04079
1994,30-45 y.,Berlin,Germany,0.90422,158,158,0.85819,0.95026
1994,30-45 y.,Brandenburg,Germany,0.97611,213,213,0.95555,0.99666
1994,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.98574,143,143,0.96624,1.00524
1994,30-45 y.,Saxony,Germany,0.98447,394,394,0.97224,0.99669
1994,30-45 y.,Saxony-Anhalt,Germany,0.99329,235,235,0.98283,1.00375
1994,30-45 y.,Thuringa,Germany,0.98934,234,234,0.97615,1.00252
1994,46-65 y.,Schleswig-Holstein,Germany,0.87825,81,81,0.80659,0.94991
1994,46-65 y.,Lower Saxony,Germany,0.89182,250,250,0.85324,0.93040
1994,46-65 y.,North Rhine-Westphalia,Germany,0.80825,467,653,0.77803,0.83847
1994,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04883,99,653,0.03228,0.06537
1994,46-65 y.,North Rhine-Westphalia,Western Asia,0.04991,87,653,0.03320,0.06663
1994,46-65 y.,Hesse,Germany,0.79731,176,239,0.74624,0.84838
1994,46-65 y.,Hesse,Southern Europe,0.07753,63,239,0.04355,0.11150
1994,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.91828,149,149,0.87414,0.96241
1994,46-65 y.,Baden-Wuerttemberg,Germany,0.76262,268,448,0.72318,0.80206
1994,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.08425,128,448,0.05850,0.11000
1994,46-65 y.,Baden-Wuerttemberg,Western Asia,0.03599,52,448,0.01873,0.05326
1994,46-65 y.,Bavaria,Germany,0.82734,323,401,0.79030,0.86438
1994,46-65 y.,Bavaria,Southern Europe,0.06564,78,401,0.04137,0.08991
1994,46-65 y.,Berlin,Germany,0.87501,153,153,0.82244,0.92759
1994,46-65 y.,Brandenburg,Germany,0.95216,177,177,0.92063,0.98369
1994,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.93849,131,131,0.89719,0.97979
1994,46-65 y.,Saxony,Germany,0.92072,331,331,0.89157,0.94987
1994,46-65 y.,Saxony-Anhalt,Germany,0.90183,212,212,0.86168,0.94198
1994,46-65 y.,Thuringa,Germany,0.90739,182,182,0.86516,0.94963
1994,66 and older,Schleswig-Holstein,Germany,0.98611,34,34,0.94617,1.02604
1994,66 and older,Lower Saxony,Germany,0.93912,112,112,0.89464,0.98360
1994,66 and older,North Rhine-Westphalia,Germany,0.91347,234,234,0.87737,0.94957
1994,66 and older,Hesse,Germany,0.81355,89,89,0.73217,0.89492
1994,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.98397,91,91,0.95802,1.00992
1994,66 and older,Baden-Wuerttemberg,Germany,0.87604,143,143,0.82184,0.93025
1994,66 and older,Bavaria,Germany,0.89557,169,169,0.84932,0.94181
1994,66 and older,Berlin,Germany,0.93356,48,48,0.86236,1.00476
1994,66 and older,Brandenburg,Germany,0.94228,65,65,0.88514,0.99942
1994,66 and older,Saxony,Germany,0.94820,125,125,0.90919,0.98721
1994,66 and older,Saxony-Anhalt,Germany,0.84418,62,62,0.75317,0.93520
1994,66 and older,Thuringa,Germany,0.91796,68,68,0.85225,0.98367
1995,17-29 y.,Schleswig-Holstein,Germany,0.95105,65,65,0.89819,1.00391
1995,17-29 y.,Lower Saxony,Germany,0.86305,217,217,0.81720,0.90890
1995,17-29 y.,North Rhine-Westphalia,Germany,0.83620,517,592,0.80637,0.86604
1995,17-29 y.,North Rhine-Westphalia,Western Asia,0.05753,75,592,0.03876,0.07630
1995,17-29 y.,Hesse,Germany,0.86299,185,185,0.81331,0.91268
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.76583,119,119,0.68942,0.84224
1995,17-29 y.,Baden-Wuerttemberg,Germany,0.83835,372,490,0.80572,0.87098
1995,17-29 y.,Baden-Wuerttemberg,Southern Europe,0.06384,59,490,0.04217,0.08551
1995,17-29 y.,Baden-Wuerttemberg,Western Asia,0.03841,59,490,0.02137,0.05544
1995,17-29 y.,Bavaria,Germany,0.85580,360,391,0.82093,0.89067
1995,17-29 y.,Bavaria,Western Asia,0.03476,31,391,0.01658,0.05293
1995,17-29 y.,Berlin,Germany,0.77613,101,101,0.69443,0.85783
1995,17-29 y.,Brandenburg,Germany,0.99584,135,135,0.98494,1.00674
1995,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.98269,105,105,0.95763,1.00776
1995,17-29 y.,Saxony,Germany,0.99178,235,235,0.98021,1.00335
1995,17-29 y.,Saxony-Anhalt,Germany,0.99670,156,156,0.98768,1.00573
1995,17-29 y.,Thuringa,Germany,0.92588,147,147,0.88338,0.96837
1995,30-45 y.,Schleswig-Holstein,Germany,0.94653,80,80,0.89692,0.99614
1995,30-45 y.,Hamburg,Germany,0.90374,35,35,0.80460,1.00289
1995,30-45 y.,Lower Saxony,Germany,0.84555,263,263,0.80179,0.88931
1995,30-45 y.,North Rhine-Westphalia,Germany,0.85100,661,860,0.82719,0.87481
1995,30-45 y.,North Rhine-Westphalia,Southern Europe,0.03180,73,860,0.02007,0.04353
1995,30-45 y.,North Rhine-Westphalia,Western Asia,0.03259,67,860,0.02071,0.04446
1995,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.04672,59,860,0.03260,0.06083
1995,30-45 y.,Hesse,Germany,0.74949,179,256,0.69631,0.80268
1995,30-45 y.,Hesse,Southern Europe,0.04623,40,256,0.02046,0.07201
1995,30-45 y.,Hesse,Western Asia,0.05350,37,256,0.02588,0.08112
1995,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.77793,176,176,0.71635,0.83951
1995,30-45 y.,Baden-Wuerttemberg,Germany,0.75503,342,516,0.71788,0.79217
1995,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.08871,116,516,0.06416,0.11327
1995,30-45 y.,Baden-Wuerttemberg,Western Asia,0.03870,58,516,0.02204,0.05535
1995,30-45 y.,Bavaria,Germany,0.84104,437,475,0.80812,0.87395
1995,30-45 y.,Bavaria,Southern Europe,0.02005,38,475,0.00743,0.03267
1995,30-45 y.,Berlin,Germany,0.87313,162,162,0.82172,0.92454
1995,30-45 y.,Brandenburg,Germany,0.98032,206,206,0.96131,0.99934
1995,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.98346,128,128,0.96127,1.00564
1995,30-45 y.,Saxony,Germany,0.98128,374,374,0.96753,0.99504
1995,30-45 y.,Saxony-Anhalt,Germany,0.98594,220,220,0.97035,1.00153
1995,30-45 y.,Thuringa,Germany,0.98979,237,237,0.97696,1.00262
1995,46-65 y.,Schleswig-Holstein,Germany,0.86819,72,72,0.78950,0.94688
1995,46-65 y.,Lower Saxony,Germany,0.87621,245,245,0.83488,0.91753
1995,46-65 y.,North Rhine-Westphalia,Germany,0.80996,490,705,0.78098,0.83894
1995,46-65 y.,North Rhine-Westphalia,Southern Europe,0.03791,98,705,0.02381,0.05202
1995,46-65 y.,North Rhine-Westphalia,Western Asia,0.03708,78,705,0.02312,0.05104
1995,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.04535,39,705,0.02998,0.06072
1995,46-65 y.,Hesse,Germany,0.78506,175,236,0.73254,0.83758
1995,46-65 y.,Hesse,Southern Europe,0.06099,61,236,0.03039,0.09159
1995,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.89787,144,144,0.84824,0.94750
1995,46-65 y.,Baden-Wuerttemberg,Germany,0.73972,252,472,0.70009,0.77935
1995,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.09001,136,472,0.06416,0.11586
1995,46-65 y.,Baden-Wuerttemberg,Western Asia,0.02983,53,472,0.01446,0.04519
1995,46-65 y.,Baden-Wuerttemberg,Eastern Europe,0.06345,31,472,0.04143,0.08546
1995,46-65 y.,Bavaria,Germany,0.82125,336,417,0.78443,0.85807
1995,46-65 y.,Bavaria,Southern Europe,0.05410,81,417,0.03236,0.07583
1995,46-65 y.,Berlin,Germany,0.85470,150,150,0.79812,0.91129
1995,46-65 y.,Brandenburg,Germany,0.94486,169,169,0.91034,0.97937
1995,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.94101,139,139,0.90170,0.98032
1995,46-65 y.,Saxony,Germany,0.92257,326,326,0.89351,0.95163
1995,46-65 y.,Saxony-Anhalt,Germany,0.90473,212,212,0.86512,0.94434
1995,46-65 y.,Thuringa,Germany,0.90334,176,176,0.85956,0.94712
1995,66 and older,Schleswig-Holstein,Germany,0.98149,33,33,0.93478,1.02819
1995,66 and older,Lower Saxony,Germany,0.91272,108,108,0.85924,0.96620
1995,66 and older,North Rhine-Westphalia,Germany,0.89471,226,226,0.85460,0.93481
1995,66 and older,Hesse,Germany,0.80075,87,87,0.71633,0.88517
1995,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.97022,93,93,0.93549,1.00496
1995,66 and older,Baden-Wuerttemberg,Germany,0.86106,147,147,0.80496,0.91717
1995,66 and older,Bavaria,Germany,0.87188,161,161,0.82009,0.92367
1995,66 and older,Berlin,Germany,0.93166,58,58,0.86615,0.99717
1995,66 and older,Brandenburg,Germany,0.93908,61,61,0.87857,0.99960
1995,66 and older,Mecklenburg-Western Pomerania,Germany,0.98633,31,31,0.94477,1.02788
1995,66 and older,Saxony,Germany,0.93701,122,122,0.89372,0.98030
1995,66 and older,Saxony-Anhalt,Germany,0.85597,67,67,0.77125,0.94068
1995,66 and older,Thuringa,Germany,0.91286,67,67,0.84482,0.98091
1996,17-29 y.,Schleswig-Holstein,Germany,0.94606,67,67,0.89155,1.00056
1996,17-29 y.,Lower Saxony,Germany,0.85722,201,201,0.80873,0.90571
1996,17-29 y.,North Rhine-Westphalia,Germany,0.83378,506,569,0.80316,0.86439
1996,17-29 y.,North Rhine-Westphalia,Western Asia,0.05214,63,569,0.03385,0.07042
1996,17-29 y.,Hesse,Germany,0.86089,165,165,0.80793,0.91386
1996,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.76348,111,111,0.68407,0.84290
1996,17-29 y.,Baden-Wuerttemberg,Germany,0.82366,333,439,0.78797,0.85935
1996,17-29 y.,Baden-Wuerttemberg,Southern Europe,0.07648,59,439,0.05159,0.10137
1996,17-29 y.,Baden-Wuerttemberg,Western Asia,0.02982,47,439,0.01389,0.04575
1996,17-29 y.,Bavaria,Germany,0.84220,334,334,0.80304,0.88136
1996,17-29 y.,Berlin,Germany,0.81314,101,101,0.73674,0.88954
1996,17-29 y.,Brandenburg,Germany,0.98028,136,136,0.95683,1.00373
1996,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.99196,95,95,0.97390,1.01001
1996,17-29 y.,Saxony,Germany,0.99190,246,246,0.98067,1.00312
1996,17-29 y.,Saxony-Anhalt,Germany,0.99633,153,153,0.98672,1.00594
1996,17-29 y.,Thuringa,Germany,0.94753,146,146,0.91124,0.98383
1996,30-45 y.,Schleswig-Holstein,Germany,0.96039,80,80,0.91739,1.00340
1996,30-45 y.,Hamburg,Germany,0.90947,34,34,0.81158,1.00737
1996,30-45 y.,Lower Saxony,Germany,0.86498,289,289,0.82552,0.90445
1996,30-45 y.,North Rhine-Westphalia,Germany,0.85982,664,842,0.83635,0.88328
1996,30-45 y.,North Rhine-Westphalia,Southern Europe,0.03185,64,842,0.01999,0.04372
1996,30-45 y.,North Rhine-Westphalia,Western Asia,0.02533,61,842,0.01471,0.03595
1996,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.04573,53,842,0.03161,0.05984
1996,30-45 y.,Hesse,Germany,0.78175,194,271,0.73248,0.83102
1996,30-45 y.,Hesse,Southern Europe,0.05070,36,271,0.02453,0.07687
1996,30-45 y.,Hesse,Western Asia,0.05930,41,271,0.03113,0.08747
1996,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.78152,180,180,0.72099,0.84206
1996,30-45 y.,Baden-Wuerttemberg,Germany,0.77157,359,526,0.73565,0.80748
1996,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.08765,107,526,0.06346,0.11184
1996,30-45 y.,Baden-Wuerttemberg,Western Asia,0.03781,60,526,0.02149,0.05413
1996,30-45 y.,Bavaria,Germany,0.85729,458,495,0.82644,0.88813
1996,30-45 y.,Bavaria,Southern Europe,0.02108,37,495,0.00841,0.03375
1996,30-45 y.,Berlin,Germany,0.88764,157,157,0.83808,0.93720
1996,30-45 y.,Brandenburg,Germany,0.99020,209,209,0.97681,1.00359
1996,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.98195,126,126,0.95861,1.00529
1996,30-45 y.,Saxony,Germany,0.98064,366,366,0.96650,0.99477
1996,30-45 y.,Saxony-Anhalt,Germany,0.99073,213,213,0.97783,1.00363
1996,30-45 y.,Thuringa,Germany,0.97344,236,236,0.95289,0.99400
1996,46-65 y.,Schleswig-Holstein,Germany,0.86950,74,74,0.79222,0.94677
1996,46-65 y.,Lower Saxony,Germany,0.86869,250,250,0.82674,0.91064
1996,46-65 y.,North Rhine-Westphalia,Germany,0.80822,500,718,0.77940,0.83704
1996,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04092,98,718,0.02642,0.05542
1996,46-65 y.,North Rhine-Westphalia,Western Asia,0.04344,82,718,0.02852,0.05837
1996,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.04100,38,718,0.02648,0.05551
1996,46-65 y.,Hesse,Germany,0.78142,169,227,0.72754,0.83531
1996,46-65 y.,Hesse,Southern Europe,0.06816,58,227,0.03531,0.10102
1996,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.90352,146,146,0.85546,0.95158
1996,46-65 y.,Baden-Wuerttemberg,Germany,0.75101,240,413,0.70926,0.79277
1996,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.08965,128,413,0.06207,0.11724
1996,46-65 y.,Baden-Wuerttemberg,Western Asia,0.02757,45,413,0.01176,0.04339
1996,46-65 y.,Bavaria,Germany,0.81792,326,409,0.78048,0.85537
1996,46-65 y.,Bavaria,Southern Europe,0.06236,83,409,0.03890,0.08582
1996,46-65 y.,Berlin,Germany,0.84848,141,141,0.78908,0.90787
1996,46-65 y.,Brandenburg,Germany,0.94503,178,178,0.91145,0.97861
1996,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.94296,136,136,0.90384,0.98209
1996,46-65 y.,Saxony,Germany,0.92292,327,327,0.89397,0.95187
1996,46-65 y.,Saxony-Anhalt,Germany,0.89736,210,210,0.85622,0.93851
1996,46-65 y.,Thuringa,Germany,0.90404,179,179,0.86077,0.94731
1996,66 and older,Schleswig-Holstein,Germany,0.97882,33,33,0.92892,1.02871
1996,66 and older,Lower Saxony,Germany,0.91657,108,108,0.86417,0.96897
1996,66 and older,North Rhine-Westphalia,Germany,0.89537,227,227,0.85546,0.93527
1996,66 and older,Hesse,Germany,0.76633,89,89,0.67792,0.85475
1996,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.96912,87,87,0.93256,1.00568
1996,66 and older,Baden-Wuerttemberg,Germany,0.85166,151,151,0.79478,0.90855
1996,66 and older,Bavaria,Germany,0.87867,162,162,0.82824,0.92911
1996,66 and older,Berlin,Germany,0.93112,62,62,0.86757,0.99467
1996,66 and older,Brandenburg,Germany,0.93608,58,58,0.87258,0.99958
1996,66 and older,Mecklenburg-Western Pomerania,Germany,0.98496,31,31,0.94141,1.02851
1996,66 and older,Saxony,Germany,0.93312,129,129,0.88984,0.97639
1996,66 and older,Saxony-Anhalt,Germany,0.83760,64,64,0.74652,0.92867
1996,66 and older,Thuringa,Germany,0.90526,73,73,0.83762,0.97291
1997,17-29 y.,Schleswig-Holstein,Germany,0.96007,58,58,0.90924,1.01090
1997,17-29 y.,Lower Saxony,Germany,0.85771,191,191,0.80804,0.90739
1997,17-29 y.,North Rhine-Westphalia,Germany,0.84248,484,534,0.81156,0.87341
1997,17-29 y.,North Rhine-Westphalia,Western Asia,0.04559,50,534,0.02788,0.06330
1997,17-29 y.,Hesse,Germany,0.82954,142,142,0.76747,0.89161
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.75166,116,116,0.67270,0.83063
1997,17-29 y.,Baden-Wuerttemberg,Germany,0.82230,329,422,0.78578,0.85881
1997,17-29 y.,Baden-Wuerttemberg,Southern Europe,0.08376,54,422,0.05729,0.11022
1997,17-29 y.,Baden-Wuerttemberg,Western Asia,0.03299,39,422,0.01593,0.05005
1997,17-29 y.,Bavaria,Germany,0.85531,324,324,0.81695,0.89368
1997,17-29 y.,Berlin,Germany,0.80750,87,87,0.72418,0.89083
1997,17-29 y.,Brandenburg,Germany,0.99523,138,138,0.98370,1.00677
1997,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.96770,97,97,0.93233,1.00306
1997,17-29 y.,Saxony,Germany,0.99692,234,234,0.98981,1.00403
1997,17-29 y.,Saxony-Anhalt,Germany,0.99671,160,160,0.98781,1.00561
1997,17-29 y.,Thuringa,Germany,0.94303,155,155,0.90642,0.97964
1997,30-45 y.,Schleswig-Holstein,Germany,0.95794,84,84,0.91476,1.00112
1997,30-45 y.,Lower Saxony,Germany,0.89079,298,298,0.85531,0.92626
1997,30-45 y.,North Rhine-Westphalia,Germany,0.86671,670,842,0.84374,0.88968
1997,30-45 y.,North Rhine-Westphalia,Southern Europe,0.02727,52,842,0.01627,0.03828
1997,30-45 y.,North Rhine-Westphalia,Western Asia,0.02568,66,842,0.01499,0.03637
1997,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.04849,54,842,0.03398,0.06301
1997,30-45 y.,Hesse,Germany,0.76599,182,219,0.70979,0.82219
1997,30-45 y.,Hesse,Western Asia,0.05679,37,219,0.02607,0.08751
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.79908,187,187,0.74150,0.85667
1997,30-45 y.,Baden-Wuerttemberg,Germany,0.76726,373,547,0.73181,0.80271
1997,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.08576,107,547,0.06227,0.10925
1997,30-45 y.,Baden-Wuerttemberg,Western Asia,0.04292,67,547,0.02592,0.05992
1997,30-45 y.,Bavaria,Germany,0.86239,465,501,0.83219,0.89258
1997,30-45 y.,Bavaria,Southern Europe,0.02583,36,501,0.01193,0.03974
1997,30-45 y.,Berlin,Germany,0.90261,153,153,0.85547,0.94974
1997,30-45 y.,Brandenburg,Germany,0.99523,195,195,0.98554,1.00493
1997,30-45 y.,Mecklenburg-Western Pomerania,Germany,0.98052,120,120,0.95569,1.00535
1997,30-45 y.,Saxony,Germany,0.97662,342,342,0.96058,0.99266
1997,30-45 y.,Saxony-Anhalt,Germany,0.99092,199,199,0.97770,1.00413
1997,30-45 y.,Thuringa,Germany,0.97321,226,226,0.95212,0.99431
1997,46-65 y.,Schleswig-Holstein,Germany,0.90465,73,73,0.83682,0.97249
1997,46-65 y.,Lower Saxony,Germany,0.85122,238,238,0.80591,0.89653
1997,46-65 y.,North Rhine-Westphalia,Germany,0.81043,508,704,0.78145,0.83940
1997,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04087,88,704,0.02624,0.05551
1997,46-65 y.,North Rhine-Westphalia,Western Asia,0.04015,77,704,0.02564,0.05467
1997,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.03485,31,704,0.02129,0.04840
1997,46-65 y.,Hesse,Germany,0.76239,169,224,0.70652,0.81825
1997,46-65 y.,Hesse,Southern Europe,0.06794,55,224,0.03491,0.10097
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.89823,144,144,0.84867,0.94779
1997,46-65 y.,Baden-Wuerttemberg,Germany,0.73990,238,446,0.69914,0.78066
1997,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.09453,127,446,0.06735,0.12171
1997,46-65 y.,Baden-Wuerttemberg,Western Asia,0.03158,48,446,0.01533,0.04783
1997,46-65 y.,Baden-Wuerttemberg,Eastern Europe,0.07207,33,446,0.04804,0.09609
1997,46-65 y.,Bavaria,Germany,0.80489,318,399,0.76596,0.84382
1997,46-65 y.,Bavaria,Southern Europe,0.06832,81,399,0.04353,0.09311
1997,46-65 y.,Berlin,Germany,0.85624,140,140,0.79792,0.91457
1997,46-65 y.,Brandenburg,Germany,0.96046,187,187,0.93246,0.98847
1997,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.93992,128,128,0.89859,0.98125
1997,46-65 y.,Saxony,Germany,0.93300,343,343,0.90650,0.95950
1997,46-65 y.,Saxony-Anhalt,Germany,0.89943,204,204,0.85806,0.94081
1997,46-65 y.,Thuringa,Germany,0.89648,182,182,0.85209,0.94086
1997,66 and older,Schleswig-Holstein,Germany,0.95258,32,32,0.87776,1.02740
1997,66 and older,Lower Saxony,Germany,0.94032,120,120,0.89775,0.98288
1997,66 and older,North Rhine-Westphalia,Germany,0.91023,236,236,0.87369,0.94678
1997,66 and older,Hesse,Germany,0.77737,81,81,0.68620,0.86853
1997,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.95495,92,92,0.91233,0.99756
1997,66 and older,Baden-Wuerttemberg,Germany,0.84700,148,148,0.78881,0.90520
1997,66 and older,Bavaria,Germany,0.86916,167,167,0.81785,0.92046
1997,66 and older,Berlin,Germany,0.92693,60,60,0.86052,0.99334
1997,66 and older,Brandenburg,Germany,0.90883,61,61,0.83599,0.98166
1997,66 and older,Mecklenburg-Western Pomerania,Germany,0.98470,33,33,0.94218,1.02723
1997,66 and older,Saxony,Germany,0.93197,130,130,0.88852,0.97542
1997,66 and older,Saxony-Anhalt,Germany,0.85211,71,71,0.76895,0.93528
1997,66 and older,Thuringa,Germany,0.90148,72,72,0.83216,0.97080
1998,17-29 y.,Schleswig-Holstein,Germany,0.96949,62,62,0.92633,1.01265
1998,17-29 y.,Hamburg,Germany,0.95165,34,34,0.87847,1.02484
1998,17-29 y.,Lower Saxony,Germany,0.86466,228,228,0.82016,0.90916
1998,17-29 y.,North Rhine-Westphalia,Germany,0.85675,521,564,0.82782,0.88569
1998,17-29 y.,North Rhine-Westphalia,Western Asia,0.04304,43,564,0.02627,0.05980
1998,17-29 y.,Hesse,Germany,0.80178,157,157,0.73923,0.86434
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Germany,0.74471,117,117,0.66537,0.82406
1998,17-29 y.,Baden-Wuerttemberg,Germany,0.82733,331,412,0.79079,0.86387
1998,17-29 y.,Baden-Wuerttemberg,Southern Europe,0.07051,41,412,0.04576,0.09526
1998,17-29 y.,Baden-Wuerttemberg,Western Asia,0.04526,40,412,0.02516,0.06536
1998,17-29 y.,Bavaria,Germany,0.87081,352,352,0.83572,0.90590
1998,17-29 y.,Berlin,Germany,0.84059,95,95,0.76658,0.91459
1998,17-29 y.,Brandenburg,Germany,0.99533,146,146,0.98424,1.00643
1998,17-29 y.,Mecklenburg-Western Pomerania,Germany,0.96559,97,97,0.92912,1.00205
1998,17-29 y.,Saxony,Germany,0.99709,256,256,0.99048,1.00370
1998,17-29 y.,Saxony-Anhalt,Germany,0.99646,149,149,0.98689,1.00603
1998,17-29 y.,Thuringa,Germany,0.96782,169,169,0.94114,0.99451
1998,30-45 y.,Schleswig-Holstein,Germany,0.95745,118,118,0.92087,0.99402
1998,30-45 y.,Hamburg,Germany,0.97337,36,36,0.92003,1.02671
1998,30-45 y.,Lower Saxony,Germany,0.88266,357,357,0.84923,0.91609
1998,30-45 y.,North Rhine-Westphalia,Germany,0.83889,769,943,0.81541,0.86237
1998,30-45 y.,North Rhine-Westphalia,Southern Europe,0.03664,54,943,0.02464,0.04864
1998,30-45 y.,North Rhine-Westphalia,Western Asia,0.03264,70,943,0.02129,0.04399
1998,30-45 y.,North Rhine-Westphalia,Eastern Europe,0.04648,50,943,0.03304,0.05993
1998,30-45 y.,Hesse,Germany,0.78044,216,216,0.72511,0.83578
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Germany,0.82250,224,224,0.77234,0.87265
1998,30-45 y.,Baden-Wuerttemberg,Germany,0.79088,448,609,0.75855,0.82320
1998,30-45 y.,Baden-Wuerttemberg,Southern Europe,0.08670,98,609,0.06433,0.10907
1998,30-45 y.,Baden-Wuerttemberg,Western Asia,0.04316,63,609,0.02701,0.05931
1998,30-45 y.,Bavaria,Germany,0.86277,532,565,0.83437,0.89117
1998,30-45 y.,Bavaria,Southern Europe,0.03075,33,565,0.01650,0.04500
1998,30-45 y.,Berlin,Germany,0.91575,166,166,0.87337,0.95813
1998,30-45 y.,Brandenburg,Germany,0.99516,189,189,0.98523,1.00508
1998,30-45 y.,Saxony,Germany,0.98967,381,381,0.97951,0.99984
1998,30-45 y.,Saxony-Anhalt,Germany,0.99576,204,204,0.98683,1.00470
1998,30-45 y.,Thuringa,Germany,0.98518,243,243,0.96996,1.00041
1998,46-65 y.,Schleswig-Holstein,Germany,0.89011,92,92,0.82586,0.95437
1998,46-65 y.,Hamburg,Germany,0.89525,39,39,0.79789,0.99262
1998,46-65 y.,Lower Saxony,Germany,0.89021,296,296,0.85454,0.92589
1998,46-65 y.,North Rhine-Westphalia,Germany,0.80825,641,837,0.78157,0.83494
1998,46-65 y.,North Rhine-Westphalia,Southern Europe,0.04434,85,837,0.03039,0.05830
1998,46-65 y.,North Rhine-Westphalia,Western Asia,0.03931,71,837,0.02613,0.05248
1998,46-65 y.,North Rhine-Westphalia,Eastern Europe,0.03676,40,837,0.02400,0.04951
1998,46-65 y.,Hesse,Germany,0.79307,213,265,0.74420,0.84194
1998,46-65 y.,Hesse,Southern Europe,0.06286,52,265,0.03358,0.09214
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Germany,0.88692,177,177,0.84014,0.93371
1998,46-65 y.,Baden-Wuerttemberg,Germany,0.73848,288,491,0.69957,0.77739
1998,46-65 y.,Baden-Wuerttemberg,Southern Europe,0.09699,121,491,0.07078,0.12319
1998,46-65 y.,Baden-Wuerttemberg,Western Asia,0.03166,45,491,0.01615,0.04716
1998,46-65 y.,Baden-Wuerttemberg,Eastern Europe,0.06840,37,491,0.04605,0.09075
1998,46-65 y.,Bavaria,Germany,0.79354,402,480,0.75729,0.82979
1998,46-65 y.,Bavaria,Southern Europe,0.07699,78,480,0.05312,0.10087
1998,46-65 y.,Berlin,Germany,0.88680,147,147,0.83540,0.93819
1998,46-65 y.,Brandenburg,Germany,0.94703,206,206,0.91637,0.97769
1998,46-65 y.,Mecklenburg-Western Pomerania,Germany,0.94064,134,134,0.90048,0.98080
1998,46-65 y.,Saxony,Germany,0.94656,372,372,0.92368,0.96945
1998,46-65 y.,Saxony-Anhalt,Germany,0.90452,228,228,0.86629,0.94275
1998,46-65 y.,Thuringa,Germany,0.90917,208,208,0.87002,0.94832
1998,66 and older,Schleswig-Holstein,Germany,0.95645,49,49,0.89871,1.01419
1998,66 and older,Lower Saxony,Germany,0.91635,132,132,0.86894,0.96376
1998,66 and older,North Rhine-Westphalia,Germany,0.91730,304,304,0.88629,0.94831
1998,66 and older,Hesse,Germany,0.77504,93,93,0.68972,0.86037
1998,66 and older,"Rhineland-Palatinate, Saarland",Germany,0.95313,116,116,0.91451,0.99176
1998,66 and older,Baden-Wuerttemberg,Germany,0.83099,161,161,0.77292,0.88906
1998,66 and older,Bavaria,Germany,0.89157,237,237,0.85190,0.93124
1998,66 and older,Berlin,Germany,0.94668,66,66,0.89206,1.00130
1998,66 and older,Brandenburg,Germany,0.91069,63,63,0.83970,0.98168
