"plb0022_h","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Ausbildung/Lehre","1984","Hessen","46","0.0340289023667343","0.0239861682895636","0.044071636443905"
"Ausbildung/Lehre","1984","Rheinland-Pfalz,Saarland","35","0.0392687483394688","0.0262569987388392","0.0522804979400985"
"Ausbildung/Lehre","1984","Baden-Wuerttemberg","79","0.0324151239006324","0.0251329288657999","0.039697318935465"
"Ausbildung/Lehre","1984","Bayern","83","0.0372502636081546","0.0291699495140325","0.0453305777022767"
"Ausbildung/Lehre","1984","Saarland","","","",""
"Ausbildung/Lehre","1984","Berlin","","","",""
"Ausbildung/Lehre","1984","Brandenburg","","","",""
"Ausbildung/Lehre","1984","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","Sachsen","","","",""
"Ausbildung/Lehre","1984","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","Niedersachsen","37","0.0287082113700852","0.0194064392686101","0.0380099834715603"
"Geringfuegig erwerbstaetig","1984","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","Nordrhein-Westfalen","82","0.0272424175632422","0.0216662747451645","0.0328185603813199"
"Geringfuegig erwerbstaetig","1984","Hessen","38","0.0323935927120257","0.0225868483811685","0.0422003370428828"
"Geringfuegig erwerbstaetig","1984","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Baden-Wuerttemberg","54","0.0275786124412717","0.0208448563021175","0.0343123685804259"
"Geringfuegig erwerbstaetig","1984","Bayern","70","0.0347858168063764","0.0269673821004255","0.0426042515123272"
"Geringfuegig erwerbstaetig","1984","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","Thueringen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Schleswig-Holstein","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Hamburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Niedersachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Bremen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Nordrhein-Westfalen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Hessen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Rheinland-Pfalz,Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Baden-Wuerttemberg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Bayern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Berlin","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Brandenburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Mecklenburg-Vorpommern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Sachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Sachsen-Anhalt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","Thueringen","","","",""
"Freiwilliger Wehrdienst","1984","Schleswig-Holstein","","","",""
"Freiwilliger Wehrdienst","1984","Hamburg","","","",""
"Freiwilliger Wehrdienst","1984","Niedersachsen","","","",""
"Freiwilliger Wehrdienst","1984","Bremen","","","",""
"Freiwilliger Wehrdienst","1984","Nordrhein-Westfalen","","","",""
"Freiwilliger Wehrdienst","1984","Hessen","","","",""
"Freiwilliger Wehrdienst","1984","Rheinland-Pfalz,Saarland","","","",""
"Freiwilliger Wehrdienst","1984","Baden-Wuerttemberg","","","",""
"Freiwilliger Wehrdienst","1984","Bayern","","","",""
"Freiwilliger Wehrdienst","1984","Saarland","","","",""
"Freiwilliger Wehrdienst","1984","Berlin","","","",""
"Freiwilliger Wehrdienst","1984","Brandenburg","","","",""
"Freiwilliger Wehrdienst","1984","Mecklenburg-Vorpommern","","","",""
"Freiwilliger Wehrdienst","1984","Sachsen","","","",""
"Freiwilliger Wehrdienst","1984","Sachsen-Anhalt","","","",""
"Freiwilliger Wehrdienst","1984","Thueringen","","","",""
"FSJ/FOeJ/BFD","1984","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1984","Hamburg","","","",""
"FSJ/FOeJ/BFD","1984","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1984","Bremen","","","",""
"FSJ/FOeJ/BFD","1984","Nordrhein-Westfalen","","","",""
"FSJ/FOeJ/BFD","1984","Hessen","","","",""
"FSJ/FOeJ/BFD","1984","Rheinland-Pfalz,Saarland","","","",""
"FSJ/FOeJ/BFD","1984","Baden-Wuerttemberg","","","",""
"FSJ/FOeJ/BFD","1984","Bayern","","","",""
"FSJ/FOeJ/BFD","1984","Saarland","","","",""
"FSJ/FOeJ/BFD","1984","Berlin","","","",""
"FSJ/FOeJ/BFD","1984","Brandenburg","","","",""
"FSJ/FOeJ/BFD","1984","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1984","Sachsen","","","",""
"FSJ/FOeJ/BFD","1984","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1984","Thueringen","","","",""
"Werkstatt fuer Behinderte","1984","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1984","Hamburg","","","",""
"Werkstatt fuer Behinderte","1984","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1984","Bremen","","","",""
"Werkstatt fuer Behinderte","1984","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1984","Hessen","","","",""
"Werkstatt fuer Behinderte","1984","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1984","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1984","Bayern","","","",""
"Werkstatt fuer Behinderte","1984","Saarland","","","",""
"Werkstatt fuer Behinderte","1984","Berlin","","","",""
"Werkstatt fuer Behinderte","1984","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1984","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1984","Sachsen","","","",""
"Werkstatt fuer Behinderte","1984","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1984","Thueringen","","","",""
"Nicht erwerbstaetig","1984","Schleswig-Holstein","158","0.4391975580209","0.38975197354072","0.48864314250108"
"Nicht erwerbstaetig","1984","Hamburg","131","0.522308332557963","0.466793989281157","0.577822675834769"
"Nicht erwerbstaetig","1984","Niedersachsen","565","0.496490459679175","0.468639056869642","0.524341862488708"
"Nicht erwerbstaetig","1984","Bremen","78","0.684325108362497","0.605334851151664","0.76331536557333"
"Nicht erwerbstaetig","1984","Nordrhein-Westfalen","1432","0.48531614869511","0.468196636102506","0.502435661287714"
"Nicht erwerbstaetig","1984","Hessen","496","0.455701518953895","0.428114503011936","0.483288534895854"
"Nicht erwerbstaetig","1984","Rheinland-Pfalz,Saarland","397","0.510182611124115","0.476694462827761","0.54367075942047"
"Nicht erwerbstaetig","1984","Baden-Wuerttemberg","817","0.429804124877909","0.409448180631777","0.45016006912404"
"Nicht erwerbstaetig","1984","Bayern","825","0.442983347399417","0.421788287260151","0.464178407538683"
"Nicht erwerbstaetig","1984","Saarland","","","",""
"Nicht erwerbstaetig","1984","Berlin","146","0.426373483304396","0.378619545849297","0.474127420759496"
"Nicht erwerbstaetig","1984","Brandenburg","","","",""
"Nicht erwerbstaetig","1984","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstaetig","1984","Sachsen","","","",""
"Nicht erwerbstaetig","1984","Sachsen-Anhalt","","","",""
"Nicht erwerbstaetig","1984","Thueringen","","","",""
"Betriebliches Praktikum","1984","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1984","Hamburg","","","",""
"Betriebliches Praktikum","1984","Niedersachsen","","","",""
"Betriebliches Praktikum","1984","Bremen","","","",""
"Betriebliches Praktikum","1984","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1984","Hessen","","","",""
"Betriebliches Praktikum","1984","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1984","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1984","Bayern","","","",""
"Betriebliches Praktikum","1984","Saarland","","","",""
"Betriebliches Praktikum","1984","Berlin","","","",""
"Betriebliches Praktikum","1984","Brandenburg","","","",""
"Betriebliches Praktikum","1984","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1984","Sachsen","","","",""
"Betriebliches Praktikum","1984","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1984","Thueringen","","","",""
"Wehrpflicht/Zivildienst","1984","Schleswig-Holstein","","","",""
"Wehrpflicht/Zivildienst","1984","Hamburg","","","",""
"Wehrpflicht/Zivildienst","1984","Niedersachsen","","","",""
"Wehrpflicht/Zivildienst","1984","Bremen","","","",""
"Wehrpflicht/Zivildienst","1984","Nordrhein-Westfalen","","","",""
"Wehrpflicht/Zivildienst","1984","Hessen","","","",""
"Wehrpflicht/Zivildienst","1984","Rheinland-Pfalz,Saarland","","","",""
"Wehrpflicht/Zivildienst","1984","Baden-Wuerttemberg","","","",""
"Wehrpflicht/Zivildienst","1984","Bayern","","","",""
"Wehrpflicht/Zivildienst","1984","Saarland","","","",""
"Wehrpflicht/Zivildienst","1984","Berlin","","","",""
"Wehrpflicht/Zivildienst","1984","Brandenburg","","","",""
"Wehrpflicht/Zivildienst","1984","Mecklenburg-Vorpommern","","","",""
"Wehrpflicht/Zivildienst","1984","Sachsen","","","",""
"Wehrpflicht/Zivildienst","1984","Sachsen-Anhalt","","","",""
"Wehrpflicht/Zivildienst","1984","Thueringen","","","",""
"Voll erwerbstaetig","1985","Schleswig-Holstein","160","0.414984039201175","0.363657023455737","0.466311054946612"
"Voll erwerbstaetig","1985","Hamburg","129","0.395541437033748","0.338370647257257","0.45271222681024"
"Voll erwerbstaetig","1985","Niedersachsen","451","0.369471980922818","0.341052171553429","0.397891790292206"
"Voll erwerbstaetig","1985","Bremen","31","0.199693787913525","0.126944379192081","0.272443196634969"
"Voll erwerbstaetig","1985","Nordrhein-Westfalen","1367","0.413012568714608","0.395322575645356","0.43070256178386"
"Voll erwerbstaetig","1985","Hessen","554","0.415060010724941","0.386444774736411","0.443675246713471"
"Voll erwerbstaetig","1985","Rheinland-Pfalz,Saarland","347","0.405583254476297","0.371014576939711","0.440151932012884"
"Voll erwerbstaetig","1985","Baden-Wuerttemberg","1086","0.460258920630186","0.438719957685617","0.481797883574756"
"Voll erwerbstaetig","1985","Bayern","952","0.435410154602734","0.413209481260264","0.457610827945204"
"Voll erwerbstaetig","1985","Saarland","","","",""
"Voll erwerbstaetig","1985","Berlin","181","0.447704261561302","0.396899356757748","0.498509166364857"
"Voll erwerbstaetig","1985","Brandenburg","","","",""
"Voll erwerbstaetig","1985","Mecklenburg-Vorpommern","","","",""
"Voll erwerbstaetig","1985","Sachsen","","","",""
"Voll erwerbstaetig","1985","Sachsen-Anhalt","","","",""
"Voll erwerbstaetig","1985","Thueringen","","","",""
"Teilzeitbeschaeftigung","1985","Schleswig-Holstein","30","0.0774826502609944","0.0496319598991516","0.105333340622837"
"Teilzeitbeschaeftigung","1985","Hamburg","","","",""
"Teilzeitbeschaeftigung","1985","Niedersachsen","83","0.0742223667179445","0.0587876397265389","0.08965709370935"
"Teilzeitbeschaeftigung","1985","Bremen","","","",""
"Teilzeitbeschaeftigung","1985","Nordrhein-Westfalen","185","0.0601094295091362","0.051569749904862","0.0686491091134104"
"Teilzeitbeschaeftigung","1985","Hessen","70","0.0677069091623203","0.0531161141473034","0.0822977041773373"
"Teilzeitbeschaeftigung","1985","Rheinland-Pfalz,Saarland","38","0.0498679341163983","0.0345429541334852","0.0651929140993114"
"Teilzeitbeschaeftigung","1985","Baden-Wuerttemberg","142","0.0752921262276147","0.0638894182083079","0.0866948342469216"
"Teilzeitbeschaeftigung","1985","Bayern","148","0.0756578353338506","0.0638166909557971","0.0874989797119041"
"Teilzeitbeschaeftigung","1985","Saarland","","","",""
"Teilzeitbeschaeftigung","1985","Berlin","31","0.0792838153531464","0.0516793499365718","0.106888280769721"
"Teilzeitbeschaeftigung","1985","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1985","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1985","Sachsen","","","",""
"Teilzeitbeschaeftigung","1985","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1985","Thueringen","","","",""
"Ausbildung/Lehre","1985","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1985","Hamburg","","","",""
"Ausbildung/Lehre","1985","Niedersachsen","","","",""
"Ausbildung/Lehre","1985","Bremen","","","",""
"Ausbildung/Lehre","1985","Nordrhein-Westfalen","75","0.0237153605524788","0.0182485412192238","0.0291821798857339"
"Ausbildung/Lehre","1985","Hessen","","","",""
"Ausbildung/Lehre","1985","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1985","Baden-Wuerttemberg","62","0.0283242099342254","0.0211550125351153","0.0354934073333356"
"Ausbildung/Lehre","1985","Bayern","46","0.0238677546307875","0.0170331963602312","0.0307023129013439"
"Ausbildung/Lehre","1985","Saarland","","","",""
"Ausbildung/Lehre","1985","Berlin","","","",""
"Ausbildung/Lehre","1985","Brandenburg","","","",""
"Ausbildung/Lehre","1985","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1985","Sachsen","","","",""
"Ausbildung/Lehre","1985","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1985","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1985","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1985","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1985","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1985","Bremen","","","",""
"Geringfuegig erwerbstaetig","1985","Nordrhein-Westfalen","65","0.0223653968999108","0.0170527834816416","0.0276780103181801"
"Geringfuegig erwerbstaetig","1985","Hessen","32","0.0271558799881014","0.0177165797833057","0.036595180192897"
"Geringfuegig erwerbstaetig","1985","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1985","Baden-Wuerttemberg","35","0.0207099478650272","0.0145556839057383","0.0268642118243162"
"Geringfuegig erwerbstaetig","1985","Bayern","45","0.0251507167772723","0.0181394860321186","0.032161947522426"
"Geringfuegig erwerbstaetig","1985","Saarland","","","",""
"Geringfuegig erwerbstaetig","1985","Berlin","","","",""
"Geringfuegig erwerbstaetig","1985","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1985","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1985","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1985","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1985","Thueringen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Schleswig-Holstein","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hamburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Niedersachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Bremen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Nordrhein-Westfalen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Hessen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Rheinland-Pfalz,Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Baden-Wuerttemberg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Bayern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Berlin","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Brandenburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Mecklenburg-Vorpommern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Sachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Sachsen-Anhalt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1985","Thueringen","","","",""
"Freiwilliger Wehrdienst","1985","Schleswig-Holstein","","","",""
"Freiwilliger Wehrdienst","1985","Hamburg","","","",""
"Freiwilliger Wehrdienst","1985","Niedersachsen","","","",""
"Freiwilliger Wehrdienst","1985","Bremen","","","",""
"Freiwilliger Wehrdienst","1985","Nordrhein-Westfalen","","","",""
"Freiwilliger Wehrdienst","1985","Hessen","","","",""
"Freiwilliger Wehrdienst","1985","Rheinland-Pfalz,Saarland","","","",""
"Freiwilliger Wehrdienst","1985","Baden-Wuerttemberg","","","",""
"Freiwilliger Wehrdienst","1985","Bayern","","","",""
"Freiwilliger Wehrdienst","1985","Saarland","","","",""
"Freiwilliger Wehrdienst","1985","Berlin","","","",""
"Freiwilliger Wehrdienst","1985","Brandenburg","","","",""
"Freiwilliger Wehrdienst","1985","Mecklenburg-Vorpommern","","","",""
"Freiwilliger Wehrdienst","1985","Sachsen","","","",""
"Freiwilliger Wehrdienst","1985","Sachsen-Anhalt","","","",""
"Freiwilliger Wehrdienst","1985","Thueringen","","","",""
"FSJ/FOeJ/BFD","1985","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1985","Hamburg","","","",""
"FSJ/FOeJ/BFD","1985","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1985","Bremen","","","",""
"FSJ/FOeJ/BFD","1985","Nordrhein-Westfalen","","","",""
"FSJ/FOeJ/BFD","1985","Hessen","","","",""
"FSJ/FOeJ/BFD","1985","Rheinland-Pfalz,Saarland","","","",""
"FSJ/FOeJ/BFD","1985","Baden-Wuerttemberg","","","",""
"FSJ/FOeJ/BFD","1985","Bayern","","","",""
"FSJ/FOeJ/BFD","1985","Saarland","","","",""
"FSJ/FOeJ/BFD","1985","Berlin","","","",""
"FSJ/FOeJ/BFD","1985","Brandenburg","","","",""
"FSJ/FOeJ/BFD","1985","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1985","Sachsen","","","",""
"FSJ/FOeJ/BFD","1985","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1985","Thueringen","","","",""
"Werkstatt fuer Behinderte","1985","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1985","Hamburg","","","",""
"Werkstatt fuer Behinderte","1985","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1985","Bremen","","","",""
"Werkstatt fuer Behinderte","1985","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1985","Hessen","","","",""
"Werkstatt fuer Behinderte","1985","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1985","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1985","Bayern","","","",""
"Werkstatt fuer Behinderte","1985","Saarland","","","",""
"Werkstatt fuer Behinderte","1985","Berlin","","","",""
"Werkstatt fuer Behinderte","1985","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1985","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1985","Sachsen","","","",""
"Werkstatt fuer Behinderte","1985","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1985","Thueringen","","","",""
"Nicht erwerbstaetig","1985","Schleswig-Holstein","148","0.46376197836603","0.411813499878315","0.515710456853746"
"Nicht erwerbstaetig","1985","Hamburg","113","0.472995571668854","0.414620073377632","0.531371069960076"
"Nicht erwerbstaetig","1985","Niedersachsen","519","0.509126617886157","0.47969081718261","0.538562418589704"
"Nicht erwerbstaetig","1985","Bremen","74","0.705774378729247","0.622848079418511","0.788700678039984"
"Nicht erwerbstaetig","1985","Nordrhein-Westfalen","1278","0.478180791764857","0.460233962892484","0.49612762063723"
"Nicht erwerbstaetig","1985","Hessen","459","0.466037760403339","0.437067522927836","0.495007997878841"
"Nicht erwerbstaetig","1985","Rheinland-Pfalz,Saarland","353","0.499299147674095","0.464097189915634","0.534501105432557"
"Nicht erwerbstaetig","1985","Baden-Wuerttemberg","724","0.409920297819534","0.388666526919624","0.431174068719445"
"Nicht erwerbstaetig","1985","Bayern","713","0.435124871183992","0.412925865663405","0.457323876704578"
"Nicht erwerbstaetig","1985","Saarland","","","",""
"Nicht erwerbstaetig","1985","Berlin","140","0.437937167629496","0.387247141150523","0.488627194108469"
"Nicht erwerbstaetig","1985","Brandenburg","","","",""
"Nicht erwerbstaetig","1985","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstaetig","1985","Sachsen","","","",""
"Nicht erwerbstaetig","1985","Sachsen-Anhalt","","","",""
"Nicht erwerbstaetig","1985","Thueringen","","","",""
"Betriebliches Praktikum","1985","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1985","Hamburg","","","",""
"Betriebliches Praktikum","1985","Niedersachsen","","","",""
"Betriebliches Praktikum","1985","Bremen","","","",""
"Betriebliches Praktikum","1985","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1985","Hessen","","","",""
"Betriebliches Praktikum","1985","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1985","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1985","Bayern","","","",""
"Betriebliches Praktikum","1985","Saarland","","","",""
"Betriebliches Praktikum","1985","Berlin","","","",""
"Betriebliches Praktikum","1985","Brandenburg","","","",""
"Betriebliches Praktikum","1985","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1985","Sachsen","","","",""
"Betriebliches Praktikum","1985","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1985","Thueringen","","","",""
"Wehrpflicht/Zivildienst","1985","Schleswig-Holstein","","","",""
"Wehrpflicht/Zivildienst","1985","Hamburg","","","",""
"Wehrpflicht/Zivildienst","1985","Niedersachsen","","","",""
"Wehrpflicht/Zivildienst","1985","Bremen","","","",""
"Wehrpflicht/Zivildienst","1985","Nordrhein-Westfalen","","","",""
"Wehrpflicht/Zivildienst","1985","Hessen","","","",""
"Wehrpflicht/Zivildienst","1985","Rheinland-Pfalz,Saarland","","","",""
"Wehrpflicht/Zivildienst","1985","Baden-Wuerttemberg","","","",""
"Wehrpflicht/Zivildienst","1985","Bayern","","","",""
"Wehrpflicht/Zivildienst","1985","Saarland","","","",""
"Wehrpflicht/Zivildienst","1985","Berlin","","","",""
"Wehrpflicht/Zivildienst","1985","Brandenburg","","","",""
"Wehrpflicht/Zivildienst","1985","Mecklenburg-Vorpommern","","","",""
"Wehrpflicht/Zivildienst","1985","Sachsen","","","",""
"Wehrpflicht/Zivildienst","1985","Sachsen-Anhalt","","","",""
"Wehrpflicht/Zivildienst","1985","Thueringen","","","",""
"Voll erwerbstaetig","1986","Schleswig-Holstein","151","0.453389982483391","0.399183610711998","0.507596354254784"
"Voll erwerbstaetig","1986","Hamburg","117","0.416751549442335","0.356357588077701","0.47714551080697"
"Voll erwerbstaetig","1986","Niedersachsen","463","0.375885212192009","0.347404495209237","0.404365929174782"
"Voll erwerbstaetig","1986","Bremen","32","0.214392769118654","0.13734809102124","0.291437447216068"
"Voll erwerbstaetig","1986","Nordrhein-Westfalen","1293","0.400804378948834","0.38287843479628","0.418730323101389"
"Voll erwerbstaetig","1986","Hessen","499","0.406345239264248","0.376694034019422","0.435996444509074"
"Voll erwerbstaetig","1986","Rheinland-Pfalz,Saarland","357","0.414625686391373","0.379873320717036","0.44937805206571"
"Voll erwerbstaetig","1986","Baden-Wuerttemberg","1061","0.46239222204478","0.44057937085675","0.48420507323281"
"Voll erwerbstaetig","1986","Bayern","873","0.431894881911289","0.40892867916434","0.454861084658239"
"Voll erwerbstaetig","1986","Saarland","","","",""
"Voll erwerbstaetig","1986","Berlin","185","0.482869181266659","0.430887673946823","0.534850688586495"
"Voll erwerbstaetig","1986","Brandenburg","","","",""
"Voll erwerbstaetig","1986","Mecklenburg-Vorpommern","","","",""
"Voll erwerbstaetig","1986","Sachsen","","","",""
"Voll erwerbstaetig","1986","Sachsen-Anhalt","","","",""
"Voll erwerbstaetig","1986","Thueringen","","","",""
"Teilzeitbeschaeftigung","1986","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1986","Hamburg","","","",""
"Teilzeitbeschaeftigung","1986","Niedersachsen","75","0.063286620145817","0.0489696745493663","0.0776035657422676"
