"plb0022_h","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","1984","66 und älter","Hamburg","","","",""
"Voll erwerbstaetig","1984","66 und älter","Niedersachsen","","","",""
"Voll erwerbstaetig","1984","66 und älter","Bremen","","","",""
"Voll erwerbstaetig","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Voll erwerbstaetig","1984","66 und älter","Hessen","","","",""
"Voll erwerbstaetig","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Voll erwerbstaetig","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Voll erwerbstaetig","1984","66 und älter","Bayern","","","",""
"Voll erwerbstaetig","1984","66 und älter","Saarland","","","",""
"Voll erwerbstaetig","1984","66 und älter","Berlin","","","",""
"Voll erwerbstaetig","1984","66 und älter","Brandenburg","","","",""
"Voll erwerbstaetig","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Voll erwerbstaetig","1984","66 und älter","Sachsen","","","",""
"Voll erwerbstaetig","1984","66 und älter","Sachsen-Anhalt","","","",""
"Voll erwerbstaetig","1984","66 und älter","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Nordrhein-Westfalen","46","0.0400388445592938","0.0293528136378888","0.0507248754806988"
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Baden-Wuerttemberg","31","0.0381154795855753","0.0252885305011807","0.05094242866997"
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Bayern","32","0.0389926454533398","0.0253287160946408","0.0526565748120389"
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","16-34 Jahre alt","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Niedersachsen","48","0.081728447983221","0.0604543788701694","0.103002517096273"
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Nordrhein-Westfalen","98","0.065625590979072","0.0538300817886357","0.0774211001695084"
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Hessen","52","0.0988069378721077","0.0755975402807124","0.122016335463503"
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Baden-Wuerttemberg","103","0.102599601020406","0.0854386025568858","0.119760599483925"
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Bayern","87","0.0812443467284578","0.0651062981215851","0.0973823953353306"
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","35-65 Jahre alt","Thueringen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Schleswig-Holstein","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Hamburg","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Niedersachsen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Bremen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Hessen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Bayern","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Saarland","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Berlin","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Brandenburg","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Sachsen","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Sachsen-Anhalt","","","",""
"Teilzeitbeschaeftigung","1984","66 und älter","Thueringen","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Hamburg","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Niedersachsen","53","0.129735364932805","0.0986207851040257","0.160849944761584"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Bremen","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Nordrhein-Westfalen","108","0.0823027934306285","0.0673230001100855","0.0972825867511715"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Hessen","46","0.0999936992599494","0.0740340690891871","0.125953329430712"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","35","0.115948473743851","0.0807595618132599","0.151137385674442"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Baden-Wuerttemberg","79","0.0986785187172099","0.0787000416085452","0.118656995825875"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Bayern","83","0.11292281432752","0.0905823367108037","0.135263291944236"
"Ausbildung/Lehre","1984","16-34 Jahre alt","Saarland","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Berlin","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Brandenburg","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Sachsen","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","16-34 Jahre alt","Thueringen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Hamburg","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Bremen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Hessen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Bayern","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Saarland","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Berlin","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Brandenburg","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Sachsen","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","35-65 Jahre alt","Thueringen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Schleswig-Holstein","","","",""
"Ausbildung/Lehre","1984","66 und älter","Hamburg","","","",""
"Ausbildung/Lehre","1984","66 und älter","Niedersachsen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Bremen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Hessen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Ausbildung/Lehre","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Ausbildung/Lehre","1984","66 und älter","Bayern","","","",""
"Ausbildung/Lehre","1984","66 und älter","Saarland","","","",""
"Ausbildung/Lehre","1984","66 und älter","Berlin","","","",""
"Ausbildung/Lehre","1984","66 und älter","Brandenburg","","","",""
"Ausbildung/Lehre","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Ausbildung/Lehre","1984","66 und älter","Sachsen","","","",""
"Ausbildung/Lehre","1984","66 und älter","Sachsen-Anhalt","","","",""
"Ausbildung/Lehre","1984","66 und älter","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Nordrhein-Westfalen","35","0.0299378105554696","0.0206490314501648","0.0392265896607745"
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Bayern","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","16-34 Jahre alt","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Nordrhein-Westfalen","41","0.0276743639223845","0.0198605277033939","0.0354882001413751"
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Baden-Wuerttemberg","33","0.0349652427016627","0.0245764199030211","0.0453540655003043"
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Bayern","41","0.0426466589904248","0.0307113664874646","0.0545819514933849"
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","35-65 Jahre alt","Thueringen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Schleswig-Holstein","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Hamburg","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Niedersachsen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Bremen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Hessen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Bayern","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Saarland","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Berlin","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Brandenburg","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Sachsen","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Sachsen-Anhalt","","","",""
"Geringfuegig erwerbstaetig","1984","66 und älter","Thueringen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Hamburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Bremen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Hessen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Bayern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Berlin","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Brandenburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Sachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","16-34 Jahre alt","Thueringen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Hamburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Bremen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Hessen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Bayern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Berlin","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Brandenburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Sachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","35-65 Jahre alt","Thueringen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Schleswig-Holstein","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Hamburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Niedersachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Bremen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Hessen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Bayern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Saarland","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Berlin","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Brandenburg","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Sachsen","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Sachsen-Anhalt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1984","66 und älter","Thueringen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Hamburg","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Niedersachsen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Bremen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Hessen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Bayern","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Saarland","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Berlin","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Brandenburg","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Sachsen","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Freiwilliger Wehrdienst","1984","16-34 Jahre alt","Thueringen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Hamburg","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Niedersachsen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Bremen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Hessen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Bayern","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Saarland","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Berlin","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Brandenburg","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Sachsen","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Freiwilliger Wehrdienst","1984","35-65 Jahre alt","Thueringen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Schleswig-Holstein","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Hamburg","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Niedersachsen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Bremen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Nordrhein-Westfalen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Hessen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Baden-Wuerttemberg","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Bayern","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Saarland","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Berlin","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Brandenburg","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Mecklenburg-Vorpommern","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Sachsen","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Sachsen-Anhalt","","","",""
"Freiwilliger Wehrdienst","1984","66 und älter","Thueringen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Hamburg","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Bremen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Hessen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Bayern","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Saarland","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Berlin","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Brandenburg","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Sachsen","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1984","16-34 Jahre alt","Thueringen","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","Hamburg","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","Bremen","","","",""
"FSJ/FOeJ/BFD","1984","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
