"plb0022_h","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Sachsen","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1995","Realschulabschluss","Thueringen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Hamburg","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Bremen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Hessen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Bayern","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Saarland","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Berlin","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Brandenburg","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Sachsen","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1995","(Fach-)Abitur","Thueringen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Schleswig-Holstein","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Hamburg","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Niedersachsen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Bremen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Nordrhein-Westfalen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Hessen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Baden-Wuerttemberg","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Bayern","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Saarland","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Berlin","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Brandenburg","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Sachsen","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Sachsen-Anhalt","","","",""
"FSJ/FOeJ/BFD","1995","AkademikerInnen","Thueringen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Hamburg","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Bremen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Hessen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Bayern","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Saarland","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Berlin","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Sachsen","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1995","(noch) kein Abschluss","Thueringen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Hamburg","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Bremen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Hessen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Bayern","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Saarland","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Berlin","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Sachsen","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1995","Hauptschulabschluss","Thueringen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Hamburg","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Bremen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Hessen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Bayern","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Saarland","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Berlin","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Sachsen","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1995","Realschulabschluss","Thueringen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Hamburg","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Bremen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Hessen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Bayern","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Saarland","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Berlin","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Sachsen","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1995","(Fach-)Abitur","Thueringen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Schleswig-Holstein","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Hamburg","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Niedersachsen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Bremen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Hessen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Bayern","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Saarland","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Berlin","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Brandenburg","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Sachsen","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Sachsen-Anhalt","","","",""
"Werkstatt fuer Behinderte","1995","AkademikerInnen","Thueringen","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Hamburg","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Niedersachsen","35","0.654669467301412","0.527851804893668","0.781487129709155"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Bremen","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Nordrhein-Westfalen","149","0.735633497492244","0.677360050025653","0.793906944958836"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Hessen","47","0.740665803362984","0.64522224501574","0.836109361710228"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","32","0.802451558251493","0.68612254328177","0.918780573221216"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Baden-Wuerttemberg","133","0.653346296422363","0.590316533639234","0.716376059205492"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Bayern","70","0.765667077455548","0.684647479693181","0.846686675217915"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Saarland","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Berlin","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Brandenburg","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Sachsen","31","0.902559328287018","0.802877350402484","1.00224130617155"
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nicht erwerbstaetig","1995","(noch) kein Abschluss","Thueringen","","","",""
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Schleswig-Holstein","67","0.53295615087742","0.450606245871805","0.615306055883034"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Hamburg","37","0.556758508639898","0.437808541931342","0.675708475348454"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Niedersachsen","253","0.554631473346368","0.511706849971365","0.59755609672137"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Bremen","39","0.796853256205119","0.690522021999444","0.903184490410793"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Nordrhein-Westfalen","578","0.528715486520114","0.501098338456972","0.556332634583256"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Hessen","217","0.581993408243775","0.537776869735992","0.626209946751559"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Rheinland-Pfalz,Saarland","207","0.523540903974002","0.476926845484251","0.570154962463754"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Baden-Wuerttemberg","384","0.512139176095705","0.480618066317517","0.543660285873894"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Bayern","360","0.474152406256721","0.441493709699296","0.506811102814146"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Saarland","","","",""
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Berlin","81","0.561528190352346","0.486717896762191","0.6363384839425"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Brandenburg","117","0.71824872308276","0.653249291722343","0.783248154443177"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Mecklenburg-Vorpommern","78","0.70854273976733","0.627572416890302","0.789513062644358"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Sachsen","252","0.746916326928417","0.703259351530025","0.790573302326809"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Sachsen-Anhalt","156","0.704466570404674","0.648019067883312","0.760914072926035"
"Nicht erwerbstaetig","1995","Hauptschulabschluss","Thueringen","162","0.710610852843667","0.654171855657592","0.767049850029742"
"Nicht erwerbstaetig","1995","Realschulabschluss","Schleswig-Holstein","30","0.496753656783916","0.383597468499971","0.609909845067861"
"Nicht erwerbstaetig","1995","Realschulabschluss","Hamburg","","","",""
"Nicht erwerbstaetig","1995","Realschulabschluss","Niedersachsen","73","0.353329068127296","0.293228814044115","0.413429322210477"
"Nicht erwerbstaetig","1995","Realschulabschluss","Bremen","","","",""
"Nicht erwerbstaetig","1995","Realschulabschluss","Nordrhein-Westfalen","155","0.35757301798181","0.314471204544514","0.400674831419105"
"Nicht erwerbstaetig","1995","Realschulabschluss","Hessen","47","0.396325616097639","0.320770722468223","0.471880509727055"
"Nicht erwerbstaetig","1995","Realschulabschluss","Rheinland-Pfalz,Saarland","34","0.400592063296593","0.307307974593873","0.493876151999313"
"Nicht erwerbstaetig","1995","Realschulabschluss","Baden-Wuerttemberg","80","0.323814368553699","0.267791967159564","0.379836769947833"
"Nicht erwerbstaetig","1995","Realschulabschluss","Bayern","98","0.361391182967021","0.309793261664607","0.412989104269434"
"Nicht erwerbstaetig","1995","Realschulabschluss","Saarland","","","",""
"Nicht erwerbstaetig","1995","Realschulabschluss","Berlin","49","0.365355066834746","0.290974732034153","0.439735401635339"
"Nicht erwerbstaetig","1995","Realschulabschluss","Brandenburg","42","0.18698200107077","0.134620960212849","0.239343041928692"
"Nicht erwerbstaetig","1995","Realschulabschluss","Mecklenburg-Vorpommern","36","0.248138352972216","0.18203217013048","0.314244535813953"
"Nicht erwerbstaetig","1995","Realschulabschluss","Sachsen","101","0.293589120643739","0.24890426988144","0.338273971406038"
"Nicht erwerbstaetig","1995","Realschulabschluss","Sachsen-Anhalt","56","0.252167546533397","0.196763837459026","0.307571255607767"
"Nicht erwerbstaetig","1995","Realschulabschluss","Thueringen","57","0.305014747636219","0.247712657404834","0.362316837867604"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Hamburg","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Niedersachsen","53","0.471570454237306","0.379120666318398","0.564020242156213"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Bremen","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Nordrhein-Westfalen","106","0.323059656603253","0.269329493518225","0.37678981968828"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Hessen","30","0.373444317636201","0.271800438989722","0.47508819628268"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Baden-Wuerttemberg","62","0.355904730818284","0.28053027719776","0.431279184438808"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Bayern","58","0.43795898462574","0.354880506481944","0.521037462769535"
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Saarland","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Berlin","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Brandenburg","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Sachsen","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nicht erwerbstaetig","1995","(Fach-)Abitur","Thueringen","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Schleswig-Holstein","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Hamburg","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Niedersachsen","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Bremen","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Nordrhein-Westfalen","47","0.201795029182773","0.154187108517676","0.24940294984787"
"Nicht erwerbstaetig","1995","AkademikerInnen","Hessen","30","0.276953634706684","0.194078225097789","0.359829044315579"
"Nicht erwerbstaetig","1995","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Bayern","43","0.278030811746255","0.211268581684845","0.344793041807665"
"Nicht erwerbstaetig","1995","AkademikerInnen","Saarland","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Berlin","44","0.337434793780857","0.260473327445114","0.4143962601166"
"Nicht erwerbstaetig","1995","AkademikerInnen","Brandenburg","39","0.329626861553093","0.252036435891282","0.407217287214905"
"Nicht erwerbstaetig","1995","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstaetig","1995","AkademikerInnen","Sachsen","53","0.290199692963056","0.231924100668092","0.34847528525802"
"Nicht erwerbstaetig","1995","AkademikerInnen","Sachsen-Anhalt","40","0.342705342900233","0.267254032682723","0.418156653117742"
"Nicht erwerbstaetig","1995","AkademikerInnen","Thueringen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Hamburg","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Niedersachsen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Bremen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Hessen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Bayern","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Saarland","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Berlin","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Brandenburg","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Sachsen","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1995","(noch) kein Abschluss","Thueringen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Hamburg","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Niedersachsen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Bremen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Hessen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Bayern","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Saarland","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Berlin","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Brandenburg","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Sachsen","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1995","Hauptschulabschluss","Thueringen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Hamburg","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Niedersachsen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Bremen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Hessen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Bayern","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Saarland","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Berlin","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Brandenburg","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Sachsen","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1995","Realschulabschluss","Thueringen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Hamburg","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Niedersachsen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Bremen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Hessen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Bayern","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Saarland","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Berlin","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Brandenburg","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Sachsen","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1995","(Fach-)Abitur","Thueringen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Schleswig-Holstein","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Hamburg","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Niedersachsen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Bremen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Hessen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Bayern","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Saarland","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Berlin","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Brandenburg","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Sachsen","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Sachsen-Anhalt","","","",""
"Betriebliches Praktikum","1995","AkademikerInnen","Thueringen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Hamburg","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Niedersachsen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Bremen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Hessen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Bayern","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Saarland","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Berlin","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Brandenburg","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Sachsen","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Wehrpflicht/Zivildienst","1995","(noch) kein Abschluss","Thueringen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Hamburg","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Niedersachsen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Bremen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Hessen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Bayern","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Saarland","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Berlin","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Brandenburg","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Sachsen","","","",""
"Wehrpflicht/Zivildienst","1995","Hauptschulabschluss","Sachsen-Anhalt","","","",""
