"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","2011","35-65 Jahre alt","weiblich","52","0.00765688833849789","0.00585219793981118","0.00946157873718459"
"Altersteilzeit mit Arbeitszeit Null","2011","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2011","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2011","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2011","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2011","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2011","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2011","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2011","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2011","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2011","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2011","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2011","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2011","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2011","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2011","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2011","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2011","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2011","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2011","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2011","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2011","16-34 Jahre alt","maennlich","851","0.271220425810369","0.255075459562605","0.287365392058132"
"Nicht erwerbstaetig","2011","16-34 Jahre alt","weiblich","1741","0.352486726993243","0.33751403451716","0.367459419469326"
"Nicht erwerbstaetig","2011","35-65 Jahre alt","maennlich","1136","0.164377743932171","0.155984985955074","0.172770501909267"
"Nicht erwerbstaetig","2011","35-65 Jahre alt","weiblich","2703","0.285531809409227","0.276180674579125","0.294882944239329"
"Nicht erwerbstaetig","2011","66 und älter","maennlich","2353","0.943447888638664","0.934389827569007","0.95250594970832"
"Nicht erwerbstaetig","2011","66 und älter","weiblich","2632","0.966996604722935","0.960275588333866","0.973717621112004"
"Betriebliches Praktikum","2011","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2011","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2011","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2011","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2011","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2011","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2011","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2011","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2011","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2011","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2011","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2011","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2012","16-34 Jahre alt","maennlich","1385","0.51884809824297","0.500268206112336","0.537427990373605"
"Voll erwerbstaetig","2012","16-34 Jahre alt","weiblich","854","0.356748034457274","0.341062618417719","0.372433450496829"
"Voll erwerbstaetig","2012","35-65 Jahre alt","maennlich","5659","0.762223409412952","0.752440069751515","0.772006749074388"
"Voll erwerbstaetig","2012","35-65 Jahre alt","weiblich","2543","0.335972526180336","0.326130262768174","0.345814789592499"
"Voll erwerbstaetig","2012","66 und älter","maennlich","45","0.017032249067543","0.012008198363899","0.0220562997711869"
"Voll erwerbstaetig","2012","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2012","16-34 Jahre alt","maennlich","113","0.0417217032171255","0.0342862266173695","0.0491571798168815"
"Teilzeitbeschaeftigung","2012","16-34 Jahre alt","weiblich","557","0.125187753253211","0.114351901951753","0.136023604554669"
"Teilzeitbeschaeftigung","2012","35-65 Jahre alt","maennlich","262","0.0343120330954982","0.0301288865553811","0.0384951796356153"
"Teilzeitbeschaeftigung","2012","35-65 Jahre alt","weiblich","2939","0.288208931969693","0.278770930027807","0.29764693391158"
"Teilzeitbeschaeftigung","2012","66 und älter","maennlich","49","0.0139457813081058","0.00939254487550465","0.018499017740707"
"Teilzeitbeschaeftigung","2012","66 und älter","weiblich","33","0.0120728464705949","0.00796408935302762","0.0161816035881621"
"Ausbildung/Lehre","2012","16-34 Jahre alt","maennlich","311","0.100676199830268","0.0894868868750253","0.111865512785511"
"Ausbildung/Lehre","2012","16-34 Jahre alt","weiblich","239","0.0735820043995169","0.0650330306166322","0.0821309781824017"
"Ausbildung/Lehre","2012","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2012","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2012","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2012","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2012","16-34 Jahre alt","maennlich","168","0.0652878626742037","0.0561016364353768","0.0744740889130306"
"Geringfuegig erwerbstaetig","2012","16-34 Jahre alt","weiblich","347","0.100548577509262","0.0907016325844575","0.110395522434067"
"Geringfuegig erwerbstaetig","2012","35-65 Jahre alt","maennlich","144","0.0188887855140169","0.0157603833316773","0.0220171876963565"
"Geringfuegig erwerbstaetig","2012","35-65 Jahre alt","weiblich","808","0.0833455343395671","0.0775859111146315","0.0891051575645028"
"Geringfuegig erwerbstaetig","2012","66 und älter","maennlich","85","0.0353991716799274","0.0282242239028259","0.0425741194570289"
"Geringfuegig erwerbstaetig","2012","66 und älter","weiblich","62","0.0227518034797318","0.0171419241172478","0.0283616828422158"
"Altersteilzeit mit Arbeitszeit Null","2012","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","35-65 Jahre alt","maennlich","54","0.00700415663860752","0.00508763784254878","0.00892067543466625"
"Altersteilzeit mit Arbeitszeit Null","2012","35-65 Jahre alt","weiblich","48","0.00708181370580038","0.00533446710668401","0.00882916030491675"
"Altersteilzeit mit Arbeitszeit Null","2012","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2012","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2012","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2012","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2012","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2012","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2012","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2012","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2012","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2012","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2012","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2012","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2012","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2012","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2012","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2012","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2012","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2012","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2012","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2012","16-34 Jahre alt","maennlich","764","0.257561291970446","0.241300092733866","0.273822491207025"
"Nicht erwerbstaetig","2012","16-34 Jahre alt","weiblich","1556","0.33351967946794","0.318082104327965","0.348957254607915"
"Nicht erwerbstaetig","2012","35-65 Jahre alt","maennlich","1138","0.174491567521937","0.165769701288434","0.18321343375544"
"Nicht erwerbstaetig","2012","35-65 Jahre alt","weiblich","2482","0.283034917796514","0.273648084857743","0.292421750735284"
"Nicht erwerbstaetig","2012","66 und älter","maennlich","2368","0.933564538139176","0.923894670450957","0.943234405827396"
"Nicht erwerbstaetig","2012","66 und älter","weiblich","2607","0.958899372655428","0.95143051965248","0.966368225658376"
"Betriebliches Praktikum","2012","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2012","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2012","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2012","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2012","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2012","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2012","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2012","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2012","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2012","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2012","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2012","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2013","16-34 Jahre alt","maennlich","1646","0.493758288888121","0.477173523625201","0.510343054151042"
"Voll erwerbstaetig","2013","16-34 Jahre alt","weiblich","1030","0.342588928356374","0.328556810185658","0.356621046527091"
"Voll erwerbstaetig","2013","35-65 Jahre alt","maennlich","6221","0.761403956127774","0.75210695460282","0.770700957652729"
"Voll erwerbstaetig","2013","35-65 Jahre alt","weiblich","2722","0.324492025008626","0.315171107971829","0.333812942045423"
"Voll erwerbstaetig","2013","66 und älter","maennlich","51","0.0161698202344763","0.0112017761941217","0.0211378642748309"
"Voll erwerbstaetig","2013","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2013","16-34 Jahre alt","maennlich","157","0.0517999584961072","0.0444482571255729","0.0591516598666415"
"Teilzeitbeschaeftigung","2013","16-34 Jahre alt","weiblich","652","0.126212703665317","0.116393586031241","0.136031821299393"
"Teilzeitbeschaeftigung","2013","35-65 Jahre alt","maennlich","309","0.0318672464157819","0.0280359703688372","0.0356985224627265"
"Teilzeitbeschaeftigung","2013","35-65 Jahre alt","weiblich","3270","0.301575930049594","0.292439020507821","0.310712839591368"
"Teilzeitbeschaeftigung","2013","66 und älter","maennlich","44","0.0136252621740958","0.00905894393745485","0.0181915804107368"
"Teilzeitbeschaeftigung","2013","66 und älter","weiblich","30","0.010746279571903","0.00680875643011531","0.0146838027136907"
"Ausbildung/Lehre","2013","16-34 Jahre alt","maennlich","450","0.11422353300761","0.10367206151089","0.12477500450433"
"Ausbildung/Lehre","2013","16-34 Jahre alt","weiblich","356","0.0777120830267194","0.069796268692624","0.0856278973608149"
"Ausbildung/Lehre","2013","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2013","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2013","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2013","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2013","16-34 Jahre alt","maennlich","210","0.0617685452059499","0.0537828662326608","0.069754224179239"
"Geringfuegig erwerbstaetig","2013","16-34 Jahre alt","weiblich","493","0.110776051402732","0.101496081228667","0.120056021576796"
"Geringfuegig erwerbstaetig","2013","35-65 Jahre alt","maennlich","189","0.0222507678582115","0.0190334796912925","0.0254680560251304"
"Geringfuegig erwerbstaetig","2013","35-65 Jahre alt","weiblich","935","0.0884053933241912","0.082753660252351","0.0940571263960315"
"Geringfuegig erwerbstaetig","2013","66 und älter","maennlich","85","0.0340938469843358","0.0269459507212528","0.0412417432474189"
"Geringfuegig erwerbstaetig","2013","66 und älter","weiblich","77","0.0293324460860128","0.0228885340597449","0.0357763581122807"
"Altersteilzeit mit Arbeitszeit Null","2013","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","35-65 Jahre alt","maennlich","65","0.0105670260293158","0.0083366746099155","0.0127973774487161"
"Altersteilzeit mit Arbeitszeit Null","2013","35-65 Jahre alt","weiblich","59","0.0110080777740309","0.00893080511424526","0.0130853504338166"
"Altersteilzeit mit Arbeitszeit Null","2013","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2013","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2013","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2013","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2013","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2013","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2013","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2013","16-34 Jahre alt","maennlich","1010","0.270529366131922","0.255793207745938","0.285265524517907"
"Nicht erwerbstaetig","2013","16-34 Jahre alt","weiblich","1833","0.334457291149803","0.32050722189275","0.348407360406856"
"Nicht erwerbstaetig","2013","35-65 Jahre alt","maennlich","1266","0.170152410282254","0.161956033023686","0.178348787540822"
"Nicht erwerbstaetig","2013","35-65 Jahre alt","weiblich","2674","0.271563483580619","0.262708802409672","0.280418164751565"
"Nicht erwerbstaetig","2013","66 und älter","maennlich","2296","0.936111070607092","0.926478343282756","0.945743797931428"
"Nicht erwerbstaetig","2013","66 und älter","weiblich","2516","0.955233551602393","0.94733638482104","0.963130718383745"
"Betriebliches Praktikum","2013","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2013","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2013","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2013","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2013","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2013","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2013","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2013","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2014","16-34 Jahre alt","maennlich","1402","0.485438637470581","0.467530391415771","0.50334688352539"
"Voll erwerbstaetig","2014","16-34 Jahre alt","weiblich","859","0.337091316712919","0.321643094469037","0.352539538956802"
"Voll erwerbstaetig","2014","35-65 Jahre alt","maennlich","5451","0.758965927795986","0.748985481988634","0.768946373603338"
"Voll erwerbstaetig","2014","35-65 Jahre alt","weiblich","2469","0.326138803362442","0.316207696163515","0.336069910561369"
"Voll erwerbstaetig","2014","66 und älter","maennlich","49","0.016639176345693","0.0115689070941446","0.0217094455972414"
"Voll erwerbstaetig","2014","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2014","16-34 Jahre alt","maennlich","131","0.0599011903306237","0.051398198259357","0.0684041824018904"
"Teilzeitbeschaeftigung","2014","16-34 Jahre alt","weiblich","504","0.12440172371174","0.11361614332425","0.13518730409923"
"Teilzeitbeschaeftigung","2014","35-65 Jahre alt","maennlich","285","0.0381753205086396","0.0337039682427005","0.0426466727745787"
"Teilzeitbeschaeftigung","2014","35-65 Jahre alt","weiblich","2909","0.306307396553585","0.29654236878497","0.316072424322199"
"Teilzeitbeschaeftigung","2014","66 und älter","maennlich","47","0.0140930084354772","0.00942073244622265","0.0187652844247317"
"Teilzeitbeschaeftigung","2014","66 und älter","weiblich","33","0.0128257118203641","0.00847117404172559","0.0171802495990026"
"Ausbildung/Lehre","2014","16-34 Jahre alt","maennlich","363","0.114625894703228","0.103210995690235","0.126040793716222"
"Ausbildung/Lehre","2014","16-34 Jahre alt","weiblich","314","0.078129437653061","0.0693590216233","0.086899853682822"
"Ausbildung/Lehre","2014","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2014","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","2014","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2014","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2014","16-34 Jahre alt","maennlich","200","0.0633133073616837","0.0545873723937404","0.0720392423296269"
"Geringfuegig erwerbstaetig","2014","16-34 Jahre alt","weiblich","443","0.129337986641489","0.11837154533504","0.140304427947937"
"Geringfuegig erwerbstaetig","2014","35-65 Jahre alt","maennlich","188","0.0279671974750609","0.0241198224899691","0.0318145724601526"
"Geringfuegig erwerbstaetig","2014","35-65 Jahre alt","weiblich","836","0.0871769113834403","0.0812009847637015","0.0931528380031791"
"Geringfuegig erwerbstaetig","2014","66 und älter","maennlich","107","0.0404383399109694","0.0326303047190584","0.0482463751028803"
"Geringfuegig erwerbstaetig","2014","66 und älter","weiblich","80","0.0311768406670366","0.0244510597917178","0.0379026215423554"
"Altersteilzeit mit Arbeitszeit Null","2014","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","35-65 Jahre alt","maennlich","54","0.00896469488016696","0.0067652559823715","0.0111641337779624"
"Altersteilzeit mit Arbeitszeit Null","2014","35-65 Jahre alt","weiblich","56","0.00946093127635766","0.00741017543443339","0.0115116871182819"
"Altersteilzeit mit Arbeitszeit Null","2014","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2014","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2014","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2014","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2014","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2014","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2014","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2014","16-34 Jahre alt","maennlich","855","0.259677468386957","0.243966790866281","0.275388145907633"
"Nicht erwerbstaetig","2014","16-34 Jahre alt","weiblich","1444","0.318975816049071","0.303744479373259","0.334207152724883"
"Nicht erwerbstaetig","2014","35-65 Jahre alt","maennlich","1060","0.162107920611394","0.153507974259903","0.170707866962886"
"Nicht erwerbstaetig","2014","35-65 Jahre alt","weiblich","2253","0.267185145908391","0.257811371540321","0.276558920276461"
"Nicht erwerbstaetig","2014","66 und älter","maennlich","2242","0.928829475307861","0.918638242153226","0.939020708462496"
"Nicht erwerbstaetig","2014","66 und älter","weiblich","2439","0.950689783958262","0.942310782375339","0.959068785541184"
"Betriebliches Praktikum","2014","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2014","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2014","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2014","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2014","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","2014","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","16-34 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","2014","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","2014","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","2015","16-34 Jahre alt","maennlich","1466","0.495193802706388","0.477519344945333","0.512868260467444"
"Voll erwerbstaetig","2015","16-34 Jahre alt","weiblich","906","0.355086078714993","0.339570016282837","0.370602141147148"
"Voll erwerbstaetig","2015","35-65 Jahre alt","maennlich","5305","0.75076249249864","0.740557361192732","0.760967623804548"
"Voll erwerbstaetig","2015","35-65 Jahre alt","weiblich","2387","0.328118845165358","0.318054007618418","0.338183682712297"
"Voll erwerbstaetig","2015","66 und älter","maennlich","51","0.0224511109076105","0.0165474919628047","0.0283547298524164"
"Voll erwerbstaetig","2015","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","2015","16-34 Jahre alt","maennlich","153","0.0554061268359483","0.0473189373756654","0.0634933162962313"
"Teilzeitbeschaeftigung","2015","16-34 Jahre alt","weiblich","506","0.129010518490338","0.118141687514246","0.13987934946643"
"Teilzeitbeschaeftigung","2015","35-65 Jahre alt","maennlich","291","0.0395300353654213","0.0349331242211363","0.0441269465097064"
"Teilzeitbeschaeftigung","2015","35-65 Jahre alt","weiblich","2927","0.325801467688147","0.315754954194627","0.335847981181667"
"Teilzeitbeschaeftigung","2015","66 und älter","maennlich","52","0.0161038310219761","0.0110876939681365","0.0211199680758157"
"Teilzeitbeschaeftigung","2015","66 und älter","weiblich","31","0.0114297653747165","0.0073040389803367","0.0155554917690962"
"Ausbildung/Lehre","2015","16-34 Jahre alt","maennlich","373","0.114740070644804","0.10347356809748","0.126006573192129"
"Ausbildung/Lehre","2015","16-34 Jahre alt","weiblich","310","0.078078515842846","0.0693793709980599","0.0867776606876321"
"Ausbildung/Lehre","2015","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","2015","35-65 Jahre alt","weiblich","31","0.00227063987546495","0.00125034557957277","0.00329093417135713"
"Ausbildung/Lehre","2015","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","2015","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","2015","16-34 Jahre alt","maennlich","190","0.06354132451918","0.0549181217208359","0.0721645273175241"
"Geringfuegig erwerbstaetig","2015","16-34 Jahre alt","weiblich","388","0.107502166729659","0.0974588764885428","0.117545456970775"
"Geringfuegig erwerbstaetig","2015","35-65 Jahre alt","maennlich","169","0.0278889728830589","0.0240044757224262","0.0317734700436916"
"Geringfuegig erwerbstaetig","2015","35-65 Jahre alt","weiblich","768","0.0847102623335654","0.0787413903826224","0.0906791342845084"
"Geringfuegig erwerbstaetig","2015","66 und älter","maennlich","111","0.0458139240427876","0.0374819973549423","0.0541458507306329"
"Geringfuegig erwerbstaetig","2015","66 und älter","weiblich","78","0.0336979592578749","0.0266941187197228","0.040701799796027"
"Altersteilzeit mit Arbeitszeit Null","2015","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","35-65 Jahre alt","maennlich","38","0.00599407562022888","0.00417304935929768","0.00781510188116008"
"Altersteilzeit mit Arbeitszeit Null","2015","35-65 Jahre alt","weiblich","45","0.00884202768472187","0.00683528205081234","0.0108487733186314"
"Altersteilzeit mit Arbeitszeit Null","2015","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","2015","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","2015","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","2015","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","2015","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","2015","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","2015","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","2015","16-34 Jahre alt","maennlich","854","0.25624342775374","0.240810869134857","0.271675986372624"
"Nicht erwerbstaetig","2015","16-34 Jahre alt","weiblich","1506","0.320348816763247","0.305219531197291","0.335478102329203"
"Nicht erwerbstaetig","2015","35-65 Jahre alt","maennlich","1078","0.169673711326959","0.160818635441122","0.178528787212795"
"Nicht erwerbstaetig","2015","35-65 Jahre alt","weiblich","2195","0.249275801096552","0.240002695181797","0.258548907011306"
"Nicht erwerbstaetig","2015","66 und älter","maennlich","2202","0.914554178799285","0.903414304506547","0.925694053092022"
"Nicht erwerbstaetig","2015","66 und älter","weiblich","2432","0.951276910878579","0.942920902121766","0.959632919635392"
"Betriebliches Praktikum","2015","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","2015","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","2015","35-65 Jahre alt","maennlich","","","",""
