"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"FSJ/FOeJ/BFD","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","40","0.00670782524830519","0.00476943976647996","0.00864621073013043"
"FSJ/FOeJ/BFD","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","3467","0.311659700696779","0.300660713559334","0.322658687834223"
"Nicht erwerbstaetig","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","746","0.329272402917531","0.305024974837239","0.353519830997823"
"Nicht erwerbstaetig","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3551","0.195848292965562","0.188919780347049","0.202776805584076"
"Nicht erwerbstaetig","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","940","0.228770461972175","0.214280303675523","0.243260620268827"
"Nicht erwerbstaetig","2016","66 und älter","Westdeutschland, alte Bundeslaender","3324","0.926433337681568","0.917925455827172","0.934941219535964"
"Nicht erwerbstaetig","2016","66 und älter","Ostdeutschland, neue Bundeslaender","1142","0.959395927099194","0.948191395701109","0.970600458497278"
"Betriebliches Praktikum","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.000804297591013526","0.000131097084502471","0.00147749809752458"
"Betriebliches Praktikum","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2073","0.419920578431898","0.409068794970338","0.430772361893458"
"Voll erwerbstaetig","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","455","0.435582904012946","0.410890812657668","0.460274995368225"
"Voll erwerbstaetig","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6298","0.542606085733674","0.534386953996803","0.550825217470546"
"Voll erwerbstaetig","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1847","0.568327349622624","0.55211146538011","0.584543233865137"
"Voll erwerbstaetig","2017","66 und älter","Westdeutschland, alte Bundeslaender","74","0.0160121560832436","0.0120420487073745","0.0199822634591127"
"Voll erwerbstaetig","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","597","0.088910022566249","0.0826521054688661","0.0951679396636319"
"Teilzeitbeschaeftigung","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","129","0.108988656257815","0.0934699809077969","0.124507331607833"
"Teilzeitbeschaeftigung","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2972","0.194077516887135","0.187552634773999","0.200602399000271"
"Teilzeitbeschaeftigung","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","585","0.166388458365647","0.154195543289237","0.178581373442056"
"Teilzeitbeschaeftigung","2017","66 und älter","Westdeutschland, alte Bundeslaender","90","0.01679878431438","0.0127339522353352","0.0208636163934248"
"Teilzeitbeschaeftigung","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","642","0.0995884727647141","0.0930043355973241","0.106172609932104"
"Ausbildung/Lehre","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","125","0.0679299320895353","0.0553991766771927","0.0804606875018781"
"Ausbildung/Lehre","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","51","0.00255317357642244","0.00172059838239069","0.00338574877045418"
"Ausbildung/Lehre","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","548","0.0850869758807897","0.0789522486150011","0.0912217031465783"
"Geringfuegig erwerbstaetig","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","77","0.0627788068702735","0.0506992789706019","0.074858334769945"
"Geringfuegig erwerbstaetig","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","796","0.058519417332852","0.0546468934876893","0.0623919411780147"
"Geringfuegig erwerbstaetig","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","137","0.0357879276129723","0.0297063164695941","0.0418695387563505"
"Geringfuegig erwerbstaetig","2017","66 und älter","Westdeutschland, alte Bundeslaender","193","0.0526872121893045","0.0456210794978348","0.0597533448807742"
"Geringfuegig erwerbstaetig","2017","66 und älter","Ostdeutschland, neue Bundeslaender","34","0.020079694232571","0.0122910297465936","0.0278683587185483"
"Altersteilzeit mit Arbeitszeit Null","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","50","0.00530991358593791","0.00411089465048457","0.00650893252139125"
"Altersteilzeit mit Arbeitszeit Null","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","49","0.00677600696668959","0.00497222378349207","0.00857979014988711"
"FSJ/FOeJ/BFD","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","3978","0.293575069238679","0.283562018761447","0.303588119715911"
"Nicht erwerbstaetig","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","742","0.318154374917472","0.294959909839141","0.341348839995803"
"Nicht erwerbstaetig","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3911","0.194592896396457","0.188061445904408","0.201124346888506"
"Nicht erwerbstaetig","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","982","0.219420674995206","0.205871545737977","0.232969804252434"
"Nicht erwerbstaetig","2017","66 und älter","Westdeutschland, alte Bundeslaender","3483","0.914501847413072","0.905657757731769","0.923345937094375"
"Nicht erwerbstaetig","2017","66 und älter","Ostdeutschland, neue Bundeslaender","1190","0.964582105730413","0.954319207109071","0.974845004351754"
"Betriebliches Praktikum","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","46","0.000751007339742641","0.000148679743925865","0.00135333493555942"
"Betriebliches Praktikum","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2078","0.429312499388079","0.417688020917389","0.44093697785877"
"Voll erwerbstaetig","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","442","0.414886448814098","0.389214752044222","0.440558145583975"
"Voll erwerbstaetig","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6007","0.552102785163271","0.543614749924673","0.56059082040187"
"Voll erwerbstaetig","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1777","0.580060216119674","0.563593550689152","0.596526881550196"
"Voll erwerbstaetig","2018","66 und älter","Westdeutschland, alte Bundeslaender","64","0.0154948076503679","0.0115863006698079","0.0194033146309278"
"Voll erwerbstaetig","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","648","0.0997349241244861","0.0926977813424624","0.10677206690651"
"Teilzeitbeschaeftigung","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","137","0.12647364606869","0.109155240873331","0.143792051264049"
"Teilzeitbeschaeftigung","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2910","0.203252637189461","0.196383749176496","0.210121525202426"
"Teilzeitbeschaeftigung","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","609","0.160190312506099","0.147953052835478","0.172427572176719"
"Teilzeitbeschaeftigung","2018","66 und älter","Westdeutschland, alte Bundeslaender","103","0.0229898135443123","0.0182471090890335","0.027732517999591"
"Teilzeitbeschaeftigung","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","639","0.0957855565208197","0.0888740413752096","0.10269707166643"
"Ausbildung/Lehre","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","130","0.066742230456543","0.0537384078521152","0.0797460530609709"
"Ausbildung/Lehre","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","56","0.00198875965370845","0.00122831626117085","0.00274920304624604"
"Ausbildung/Lehre","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","536","0.0807449381832897","0.0743466588144691","0.0871432175521103"
"Geringfuegig erwerbstaetig","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","82","0.0652022864631976","0.0523387582145894","0.0780658147118059"
"Geringfuegig erwerbstaetig","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","710","0.0492809951284758","0.045586340509795","0.0529756497471566"
"Geringfuegig erwerbstaetig","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","140","0.0407481635496875","0.0341519311052524","0.0473443959941226"
"Geringfuegig erwerbstaetig","2018","66 und älter","Westdeutschland, alte Bundeslaender","209","0.0569202625348274","0.0495883640032714","0.0642521610663835"
"Geringfuegig erwerbstaetig","2018","66 und älter","Ostdeutschland, neue Bundeslaender","36","0.0290866725178648","0.0198150516240617","0.038358293411668"
"Altersteilzeit mit Arbeitszeit Null","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.00415870809979895","0.00306025300351787","0.00525716319608003"
"Altersteilzeit mit Arbeitszeit Null","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.00512486006646233","0.00344793820771934","0.00680178192520532"
"FSJ/FOeJ/BFD","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2018","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2018","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2978","0.283276525903963","0.272694504423024","0.293858547384901"
