"plb0022_h","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Altersteilzeit mit Arbeitszeit Null","1996","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1996","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1996","Westdeutschland, alte Bundeslaender","3860","0.45796775853677","0.447910761634877","0.468024755438664"
"Nicht erwerbstaetig","1996","Ostdeutschland, neue Bundeslaender","1533","0.486510549905101","0.470396897037402","0.5026242027728"
"Betriebliches Praktikum","1996","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","Westdeutschland, alte Bundeslaender","30","0.00385752055152549","0.00260624442499195","0.00510879667805904"
"Wehrpflicht/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","4052","0.397969436670387","0.388002012328213","0.407936861012561"
"Voll erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","1693","0.406852858991966","0.390918225408122","0.422787492575811"
"Teilzeitbeschaeftigung","1997","Westdeutschland, alte Bundeslaender","799","0.0852108618829234","0.0795255172402988","0.090896206525548"
"Teilzeitbeschaeftigung","1997","Ostdeutschland, neue Bundeslaender","195","0.0499532336689288","0.0428868620993295","0.0570196052385281"
"Ausbildung/Lehre","1997","Westdeutschland, alte Bundeslaender","271","0.0225137513097184","0.0194929088404536","0.0255345937789832"
"Ausbildung/Lehre","1997","Ostdeutschland, neue Bundeslaender","157","0.0292601615811297","0.0237933769963114","0.0347269461659479"
"Geringfuegig erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","231","0.0226512735212418","0.0196214320502737","0.0256811149922099"
"Geringfuegig erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","32","0.00913289651042303","0.00604719333186429","0.0122185996889818"
"Altersteilzeit mit Arbeitszeit Null","1997","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1997","Westdeutschland, alte Bundeslaender","3880","0.468604431941769","0.458442858093813","0.478766005789724"
"Nicht erwerbstaetig","1997","Ostdeutschland, neue Bundeslaender","1543","0.496446864265461","0.480228717999099","0.512665010531824"
"Betriebliches Praktikum","1997","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","Westdeutschland, alte Bundeslaender","31","0.00305024467396068","0.00192731439574691","0.00417317495217445"
"Wehrpflicht/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","31","0.00835398498209068","0.00540163828943528","0.0113063316747461"
"Voll erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","4503","0.396525397966131","0.387143738546857","0.405907057385406"
"Voll erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","1740","0.395423046163425","0.38004825015905","0.4107978421678"
"Teilzeitbeschaeftigung","1998","Westdeutschland, alte Bundeslaender","909","0.0878292113222078","0.0824008064569161","0.0932576161874994"
"Teilzeitbeschaeftigung","1998","Ostdeutschland, neue Bundeslaender","205","0.0494159520863093","0.0426007078516147","0.056231196321004"
"Ausbildung/Lehre","1998","Westdeutschland, alte Bundeslaender","306","0.0236081430022049","0.0206963691119202","0.0265199168924896"
"Ausbildung/Lehre","1998","Ostdeutschland, neue Bundeslaender","175","0.033679080187187","0.0280063336256366","0.0393518267487373"
"Geringfuegig erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","261","0.0216584382068156","0.018866707783271","0.0244501686303602"
"Geringfuegig erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","45","0.0106910951845282","0.00745717247100887","0.0139250178980475"
"Altersteilzeit mit Arbeitszeit Null","1998","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1998","Westdeutschland, alte Bundeslaender","4425","0.466610677561787","0.457042832044761","0.476178523078814"
"Nicht erwerbstaetig","1998","Ostdeutschland, neue Bundeslaender","1695","0.506064515396193","0.490343136444061","0.521785894348324"
"Betriebliches Praktikum","1998","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1998","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1998","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1999","Westdeutschland, alte Bundeslaender","4342","0.40344923032426","0.393817467043192","0.413080993605327"
"Voll erwerbstaetig","1999","Ostdeutschland, neue Bundeslaender","1719","0.402468146213647","0.386882270239116","0.418054022188178"
"Teilzeitbeschaeftigung","1999","Westdeutschland, alte Bundeslaender","890","0.0837669391587344","0.0783278403030196","0.0892060380144493"
"Teilzeitbeschaeftigung","1999","Ostdeutschland, neue Bundeslaender","231","0.0552778721151787","0.0480149292019289","0.0625408150284286"
"Ausbildung/Lehre","1999","Westdeutschland, alte Bundeslaender","286","0.0242327426738496","0.0212137500262547","0.0272517353214445"
"Ausbildung/Lehre","1999","Ostdeutschland, neue Bundeslaender","163","0.0316612284889884","0.0260962630720918","0.0372261939058851"
"Geringfuegig erwerbstaetig","1999","Westdeutschland, alte Bundeslaender","381","0.0376255932524709","0.0338896406289332","0.0413615458760086"
"Geringfuegig erwerbstaetig","1999","Ostdeutschland, neue Bundeslaender","60","0.0145516255223636","0.0107457233405525","0.0183575277041746"
"Altersteilzeit mit Arbeitszeit Null","1999","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1999","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1999","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1999","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1999","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1999","Westdeutschland, alte Bundeslaender","4023","0.446686824776014","0.436926264970079","0.45644738458195"
"Nicht erwerbstaetig","1999","Ostdeutschland, neue Bundeslaender","1606","0.490589579303674","0.474701258496569","0.506477900110779"
"Betriebliches Praktikum","1999","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1999","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1999","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2000","Westdeutschland, alte Bundeslaender","7590","0.403676951484865","0.396586214337777","0.410767688631953"
"Voll erwerbstaetig","2000","Ostdeutschland, neue Bundeslaender","2497","0.390056389240963","0.377587095912672","0.402525682569253"
"Teilzeitbeschaeftigung","2000","Westdeutschland, alte Bundeslaender","1871","0.096535542860166","0.0922674607156141","0.100803625004718"
"Teilzeitbeschaeftigung","2000","Ostdeutschland, neue Bundeslaender","369","0.058032729783355","0.0520556685307767","0.0640097910359333"
"Ausbildung/Lehre","2000","Westdeutschland, alte Bundeslaender","463","0.0215326971479869","0.0194349362460919","0.0236304580498819"
"Ausbildung/Lehre","2000","Ostdeutschland, neue Bundeslaender","240","0.0324163414344952","0.0278888299390981","0.0369438529298923"
"Geringfuegig erwerbstaetig","2000","Westdeutschland, alte Bundeslaender","680","0.0369049250178578","0.0341802773112827","0.0396295727244329"
"Geringfuegig erwerbstaetig","2000","Ostdeutschland, neue Bundeslaender","106","0.022026554045427","0.018274491138336","0.0257786169525179"
"Altersteilzeit mit Arbeitszeit Null","2000","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2000","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2000","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2000","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2000","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2000","Westdeutschland, alte Bundeslaender","7702","0.437092149332198","0.429923476375973","0.444260822288424"
"Nicht erwerbstaetig","2000","Ostdeutschland, neue Bundeslaender","2621","0.490939236775303","0.478159203521751","0.503719270028856"
"Betriebliches Praktikum","2000","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2000","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2000","Westdeutschland, alte Bundeslaender","60","0.00291201133175083","0.00213326343896103","0.00369075922454063"
"Wehrpflicht/Zivildienst","2000","Ostdeutschland, neue Bundeslaender","41","0.00590161824019728","0.00394352422539404","0.00785971225500051"
"Voll erwerbstaetig","2001","Westdeutschland, alte Bundeslaender","6807","0.399263855546266","0.391813241094216","0.406714469998315"
"Voll erwerbstaetig","2001","Ostdeutschland, neue Bundeslaender","2275","0.383487068386596","0.370595686764557","0.396378450008634"
"Teilzeitbeschaeftigung","2001","Westdeutschland, alte Bundeslaender","1708","0.096973540921846","0.0924716281536999","0.101475453689992"
"Teilzeitbeschaeftigung","2001","Ostdeutschland, neue Bundeslaender","359","0.0612515412401181","0.0548940446352518","0.0676090378449844"
"Ausbildung/Lehre","2001","Westdeutschland, alte Bundeslaender","462","0.0253998587275161","0.0230062723944695","0.0277934450605627"
"Ausbildung/Lehre","2001","Ostdeutschland, neue Bundeslaender","227","0.0336767448234172","0.0288939772448772","0.0384595124019571"
"Geringfuegig erwerbstaetig","2001","Westdeutschland, alte Bundeslaender","657","0.0377793799389495","0.0348787992352572","0.0406799606426418"
"Geringfuegig erwerbstaetig","2001","Ostdeutschland, neue Bundeslaender","108","0.0212736515231323","0.0174480065129801","0.0250992965332844"
"Altersteilzeit mit Arbeitszeit Null","2001","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2001","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2001","Westdeutschland, alte Bundeslaender","6873","0.435022738231278","0.427480648857878","0.442564827604679"
"Nicht erwerbstaetig","2001","Ostdeutschland, neue Bundeslaender","2462","0.49409305919566","0.480837663296761","0.507348455094559"
"Betriebliches Praktikum","2001","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2001","Westdeutschland, alte Bundeslaender","67","0.00429759551652677","0.00330242441130728","0.00529276662174627"
"Wehrpflicht/Zivildienst","2001","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2002","Westdeutschland, alte Bundeslaender","7320","0.386915678851415","0.379740346931293","0.394091010771538"
"Voll erwerbstaetig","2002","Ostdeutschland, neue Bundeslaender","2251","0.360204578272664","0.347468770260482","0.372940386284845"
"Teilzeitbeschaeftigung","2002","Westdeutschland, alte Bundeslaender","1940","0.0969433057343673","0.0925842728328753","0.101302338635859"
"Teilzeitbeschaeftigung","2002","Ostdeutschland, neue Bundeslaender","354","0.06036901949377","0.0540504749693673","0.0666875640181727"
"Ausbildung/Lehre","2002","Westdeutschland, alte Bundeslaender","468","0.0262102316202413","0.0238565822819842","0.0285638809584985"
"Ausbildung/Lehre","2002","Ostdeutschland, neue Bundeslaender","216","0.0353895634575092","0.0304878840122962","0.0402912429027223"
"Geringfuegig erwerbstaetig","2002","Westdeutschland, alte Bundeslaender","725","0.0390494250291034","0.0361955721963787","0.0419032778618282"
"Geringfuegig erwerbstaetig","2002","Ostdeutschland, neue Bundeslaender","113","0.020426233619478","0.0166735319048046","0.0241789353341514"
"Altersteilzeit mit Arbeitszeit Null","2002","Westdeutschland, alte Bundeslaender","68","0.00385192755351374","0.00293933960122603","0.00476451550580145"
"Altersteilzeit mit Arbeitszeit Null","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2002","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2002","Westdeutschland, alte Bundeslaender","47","0.00198582283833745","0.00132996104490453","0.00264168463177037"
"FSJ/FOeJ/BFD","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2002","Westdeutschland, alte Bundeslaender","7083","0.442220632188081","0.434903777167626","0.449537487208536"
"Nicht erwerbstaetig","2002","Ostdeutschland, neue Bundeslaender","2478","0.515067497808856","0.501808703146489","0.528326292471224"
"Betriebliches Praktikum","2002","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2002","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","6773","0.378260984332723","0.370955134226373","0.385566834439072"
"Voll erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","2098","0.345103685034045","0.332390886611989","0.357816483456101"
"Teilzeitbeschaeftigung","2003","Westdeutschland, alte Bundeslaender","1889","0.0975866872315282","0.093116054873442","0.102057319589614"
"Teilzeitbeschaeftigung","2003","Ostdeutschland, neue Bundeslaender","393","0.0659313896630087","0.0592952488513261","0.0725675304746914"
"Ausbildung/Lehre","2003","Westdeutschland, alte Bundeslaender","433","0.0237314332512178","0.0214383619446753","0.0260245045577603"
"Ausbildung/Lehre","2003","Ostdeutschland, neue Bundeslaender","180","0.0273371905202307","0.0229766715111864","0.031697709529275"
"Geringfuegig erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","726","0.0412413105552961","0.0382456554687111","0.0442369656418811"
"Geringfuegig erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","136","0.0250644914504889","0.0208842873988601","0.0292446955021176"
"Altersteilzeit mit Arbeitszeit Null","2003","Westdeutschland, alte Bundeslaender","112","0.0102528534493293","0.00873526005747998","0.0117704468411785"
"Altersteilzeit mit Arbeitszeit Null","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2003","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2003","Westdeutschland, alte Bundeslaender","35","0.00160491130570787","0.00100186916894795","0.00220795344246779"
"FSJ/FOeJ/BFD","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2003","Westdeutschland, alte Bundeslaender","6909","0.444428987311647","0.436943123867665","0.45191485075563"
"Nicht erwerbstaetig","2003","Ostdeutschland, neue Bundeslaender","2506","0.525735147043796","0.512382294119703","0.539087999967888"
"Betriebliches Praktikum","2003","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2003","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","6503","0.375052932018345","0.367661125952434","0.382444738084256"
"Voll erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","2032","0.329318067549732","0.316611512758815","0.342024622340649"
"Teilzeitbeschaeftigung","2004","Westdeutschland, alte Bundeslaender","1794","0.0939029836568076","0.0894493990199159","0.0983565682936994"
"Teilzeitbeschaeftigung","2004","Ostdeutschland, neue Bundeslaender","397","0.0714597426578996","0.0644951964597539","0.0784242888560454"
"Ausbildung/Lehre","2004","Westdeutschland, alte Bundeslaender","416","0.0238214362227278","0.0214931773402846","0.0261496951051709"
"Ausbildung/Lehre","2004","Ostdeutschland, neue Bundeslaender","170","0.0314643189596444","0.026744463367591","0.0361841745516978"
"Geringfuegig erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","772","0.0430301718976803","0.0399319085646588","0.0461284352307018"
"Geringfuegig erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","155","0.0338520356284025","0.0289624061922866","0.0387416650645183"
"Altersteilzeit mit Arbeitszeit Null","2004","Westdeutschland, alte Bundeslaender","112","0.00981575054661157","0.00831052206441121","0.0113209790288119"
"Altersteilzeit mit Arbeitszeit Null","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2004","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2004","Westdeutschland, alte Bundeslaender","31","0.00155632593435577","0.000954466979996356","0.00215818488871519"
"FSJ/FOeJ/BFD","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2004","Westdeutschland, alte Bundeslaender","6816","0.450383923619251","0.442787593710478","0.457980253528023"
"Nicht erwerbstaetig","2004","Ostdeutschland, neue Bundeslaender","2448","0.524028862578171","0.510525881973909","0.537531843182434"
"Betriebliches Praktikum","2004","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2004","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","6096","0.372979429652334","0.365426682702881","0.380532176601788"
"Voll erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","1905","0.335794306966302","0.322786945661186","0.348801668271418"
"Teilzeitbeschaeftigung","2005","Westdeutschland, alte Bundeslaender","1704","0.0969457673471869","0.0923246931465362","0.101566841547838"
"Teilzeitbeschaeftigung","2005","Ostdeutschland, neue Bundeslaender","392","0.071358320821307","0.0642682978988178","0.0784483437437963"
"Ausbildung/Lehre","2005","Westdeutschland, alte Bundeslaender","368","0.024019913917465","0.0216286484012878","0.0264111794336422"
"Ausbildung/Lehre","2005","Ostdeutschland, neue Bundeslaender","154","0.030506447507253","0.0257698168290669","0.0352430781854392"
"Geringfuegig erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","812","0.0494604219536087","0.0460740425791466","0.0528468013280707"
"Geringfuegig erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","143","0.0243469885625896","0.0201020484944653","0.0285919286307139"
"Altersteilzeit mit Arbeitszeit Null","2005","Westdeutschland, alte Bundeslaender","110","0.00781412181849692","0.00643894605718234","0.00918929757981149"
"Altersteilzeit mit Arbeitszeit Null","2005","Ostdeutschland, neue Bundeslaender","34","0.00549634103531672","0.00346004333354746","0.00753263873708599"
"Freiwilliger Wehrdienst","2005","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2005","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2005","Westdeutschland, alte Bundeslaender","6601","0.444962320414655","0.437200842051835","0.452723798777474"
"Nicht erwerbstaetig","2005","Ostdeutschland, neue Bundeslaender","2410","0.527760187726155","0.514010246110892","0.541510129341417"
"Betriebliches Praktikum","2005","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2005","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","6377","0.373939274218598","0.366617780243645","0.381260768193551"
"Voll erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","1953","0.337832642167725","0.325101630439959","0.350563653895491"
"Teilzeitbeschaeftigung","2006","Westdeutschland, alte Bundeslaender","1890","0.0980634936443573","0.0935632854896114","0.102563701799103"
"Teilzeitbeschaeftigung","2006","Ostdeutschland, neue Bundeslaender","422","0.0684241801606953","0.061628355982344","0.0752200043390466"
"Ausbildung/Lehre","2006","Westdeutschland, alte Bundeslaender","337","0.022346382338185","0.0201097888447705","0.0245829758315994"
"Ausbildung/Lehre","2006","Ostdeutschland, neue Bundeslaender","157","0.0280187364965924","0.0235767068841057","0.0324607661090791"
"Geringfuegig erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","872","0.049534430773813","0.0462511144821524","0.0528177470654737"
"Geringfuegig erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","195","0.0401442996538509","0.0348605388799408","0.045428060427761"
"Altersteilzeit mit Arbeitszeit Null","2006","Westdeutschland, alte Bundeslaender","116","0.00753889059704441","0.00623000584622095","0.00884777534786788"
"Altersteilzeit mit Arbeitszeit Null","2006","Ostdeutschland, neue Bundeslaender","35","0.00373528184611714","0.00209326619214719","0.00537729750008709"
"Freiwilliger Wehrdienst","2006","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2006","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2006","Westdeutschland, alte Bundeslaender","7117","0.444087974510388","0.436569521674784","0.451606427345991"
"Nicht erwerbstaetig","2006","Ostdeutschland, neue Bundeslaender","2508","0.515862305984258","0.502410531571729","0.529314080396788"
"Betriebliches Praktikum","2006","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2006","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","5987","0.379011501883599","0.371395608327685","0.386627395439514"
"Voll erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","1899","0.354264747031207","0.341053629056621","0.367475865005792"
"Teilzeitbeschaeftigung","2007","Westdeutschland, alte Bundeslaender","1860","0.106065343581931","0.101231500686854","0.110899186477008"
"Teilzeitbeschaeftigung","2007","Ostdeutschland, neue Bundeslaender","434","0.0798848847046352","0.0723962655827219","0.0873735038265485"
"Ausbildung/Lehre","2007","Westdeutschland, alte Bundeslaender","297","0.0208322950881024","0.0185902208305996","0.0230743693456052"
"Ausbildung/Lehre","2007","Ostdeutschland, neue Bundeslaender","149","0.0286545403117001","0.0240463337956556","0.0332627468277447"
"Geringfuegig erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","817","0.0512730437799113","0.0478107169391341","0.0547353706206884"
"Geringfuegig erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","169","0.0337442365898919","0.0287566068490512","0.0387318663307327"
"Altersteilzeit mit Arbeitszeit Null","2007","Westdeutschland, alte Bundeslaender","129","0.00939842489957132","0.00788371334866933","0.0109131364504733"
"Altersteilzeit mit Arbeitszeit Null","2007","Ostdeutschland, neue Bundeslaender","41","0.00686192817814147","0.004581710790431","0.00914214556585194"
"Freiwilliger Wehrdienst","2007","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2007","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2007","Westdeutschland, alte Bundeslaender","30","0.0016797167003099","0.00103687230769676","0.00232256109292304"
"FSJ/FOeJ/BFD","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2007","Westdeutschland, alte Bundeslaender","6431","0.428887904185862","0.421118540153991","0.436657268217733"
"Nicht erwerbstaetig","2007","Ostdeutschland, neue Bundeslaender","2323","0.492649137165966","0.478839844990232","0.5064584293417"
"Betriebliches Praktikum","2007","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2007","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2007","Westdeutschland, alte Bundeslaender","","","",""
