"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","2007","(noch) kein Abschluss","30","0.0575480572757622","0.0382422872862328","0.0768538272652917"
"Geringfuegig erwerbstaetig","2007","Hauptschulabschluss","321","0.0433990432345603","0.0387566950070302","0.0480413914620903"
"Geringfuegig erwerbstaetig","2007","Realschulabschluss","251","0.0418151704549742","0.0364852568216188","0.0471450840883295"
"Geringfuegig erwerbstaetig","2007","(Fach-)Abitur","203","0.0808596809695058","0.0699024936488548","0.0918168682901568"
"Geringfuegig erwerbstaetig","2007","AkademikerInnen","150","0.0403924060617879","0.0345764680127803","0.0462083441107955"
"Altersteilzeit mit Arbeitszeit Null","2007","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","Hauptschulabschluss","76","0.0123218641185077","0.00980836834817498","0.0148353598888404"
"Altersteilzeit mit Arbeitszeit Null","2007","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2007","AkademikerInnen","57","0.00951835115267824","0.00665003413156529","0.0123866681737912"
"Freiwilliger Wehrdienst","2007","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2007","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2007","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2007","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2007","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2007","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2007","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2007","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2007","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2007","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2007","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2007","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2007","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2007","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2007","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2007","(noch) kein Abschluss","460","0.76416156989855","0.728969722059348","0.799353417737752"
"Nicht erwerbstaetig","2007","Hauptschulabschluss","4247","0.568872343007642","0.557588875486532","0.580155810528751"
"Nicht erwerbstaetig","2007","Realschulabschluss","1685","0.326784299556838","0.314295051258789","0.339273547854887"
"Nicht erwerbstaetig","2007","(Fach-)Abitur","870","0.357152141225707","0.337893621807542","0.376410660643871"
"Nicht erwerbstaetig","2007","AkademikerInnen","1287","0.314057861110378","0.300346781645623","0.327768940575134"
"Betriebliches Praktikum","2007","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2007","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2007","Realschulabschluss","","","",""
"Betriebliches Praktikum","2007","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2007","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2007","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2007","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2007","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2007","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2007","AkademikerInnen","","","",""
"Voll erwerbstaetig","2008","(noch) kein Abschluss","39","0.108051794071422","0.0820595593016726","0.134044028841172"
"Voll erwerbstaetig","2008","Hauptschulabschluss","1936","0.295075977952308","0.284288928986284","0.305863026918333"
"Voll erwerbstaetig","2008","Realschulabschluss","2373","0.465397207366164","0.451759659742648","0.47903475498968"
"Voll erwerbstaetig","2008","(Fach-)Abitur","838","0.380556734272329","0.360222093375179","0.40089137516948"
"Voll erwerbstaetig","2008","AkademikerInnen","2234","0.536666517361202","0.521600123430975","0.551732911291429"
"Teilzeitbeschaeftigung","2008","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2008","Hauptschulabschluss","547","0.0775565767364127","0.0712303645779306","0.0838827888948947"
"Teilzeitbeschaeftigung","2008","Realschulabschluss","746","0.129063239548052","0.119896743111653","0.138229735984451"
"Teilzeitbeschaeftigung","2008","(Fach-)Abitur","284","0.129804075754604","0.115728093176676","0.143880058332533"
"Teilzeitbeschaeftigung","2008","AkademikerInnen","516","0.10521842407392","0.0959476790136065","0.114489169134233"
"Ausbildung/Lehre","2008","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2008","Hauptschulabschluss","70","0.0124613983259932","0.00983763294903034","0.015085163702956"
"Ausbildung/Lehre","2008","Realschulabschluss","172","0.0325608978369824","0.0277083616090871","0.0374134340648776"
"Ausbildung/Lehre","2008","(Fach-)Abitur","81","0.0372517382051405","0.0293202318546571","0.0451832445556239"
"Ausbildung/Lehre","2008","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2008","(noch) kein Abschluss","37","0.0774169086680182","0.0550411139033979","0.0997927034326385"
"Geringfuegig erwerbstaetig","2008","Hauptschulabschluss","308","0.0481882437420822","0.0431228798659645","0.0532536076181998"
"Geringfuegig erwerbstaetig","2008","Realschulabschluss","251","0.0462387159976081","0.0404971348188211","0.0519802971763951"
"Geringfuegig erwerbstaetig","2008","(Fach-)Abitur","195","0.093184202094074","0.0810095455648134","0.105358858623335"
"Geringfuegig erwerbstaetig","2008","AkademikerInnen","143","0.040840718943717","0.0348607038314676","0.0468207340559664"
"Altersteilzeit mit Arbeitszeit Null","2008","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2008","AkademikerInnen","40","0.00729193422309292","0.00472128764740862","0.00986258079877722"
"Freiwilliger Wehrdienst","2008","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2008","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2008","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2008","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2008","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2008","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2008","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2008","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2008","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2008","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2008","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2008","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2008","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2008","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2008","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2008","(noch) kein Abschluss","448","0.757609159442879","0.721730308782398","0.793488010103359"
"Nicht erwerbstaetig","2008","Hauptschulabschluss","3957","0.559340392610686","0.547598062638208","0.571082722583165"
"Nicht erwerbstaetig","2008","Realschulabschluss","1570","0.319763413566519","0.307012151801638","0.3325146753314"
"Nicht erwerbstaetig","2008","(Fach-)Abitur","764","0.342835682344932","0.322956156151637","0.362715208538226"
"Nicht erwerbstaetig","2008","AkademikerInnen","1270","0.308578746159272","0.294622629433108","0.322534862885435"
"Betriebliches Praktikum","2008","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2008","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2008","Realschulabschluss","","","",""
"Betriebliches Praktikum","2008","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2008","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2008","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2008","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2008","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2008","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2008","AkademikerInnen","","","",""
"Voll erwerbstaetig","2009","(noch) kein Abschluss","32","0.0918210026666714","0.0661737793746055","0.117468225958737"
"Voll erwerbstaetig","2009","Hauptschulabschluss","1718","0.290592583434773","0.27934431322727","0.301840853642276"
"Voll erwerbstaetig","2009","Realschulabschluss","2231","0.465584946405959","0.451517562746171","0.479652330065747"
"Voll erwerbstaetig","2009","(Fach-)Abitur","769","0.385382462143432","0.364184992352146","0.406579931934718"
"Voll erwerbstaetig","2009","AkademikerInnen","2134","0.53788915541866","0.522532604749355","0.553245706087966"
"Teilzeitbeschaeftigung","2009","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2009","Hauptschulabschluss","489","0.0728893127134752","0.0664492019542566","0.0793294234726938"
"Teilzeitbeschaeftigung","2009","Realschulabschluss","713","0.135098310622132","0.125458181355608","0.144738439888657"
"Teilzeitbeschaeftigung","2009","(Fach-)Abitur","251","0.114370461418827","0.100508695507751","0.128232227329903"
"Teilzeitbeschaeftigung","2009","AkademikerInnen","501","0.109650787960537","0.100026684780465","0.119274891140608"
"Ausbildung/Lehre","2009","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2009","Hauptschulabschluss","67","0.0117032794915674","0.00903891841330171","0.0143676405698331"
"Ausbildung/Lehre","2009","Realschulabschluss","142","0.0253173320831304","0.0208872158962296","0.0297474482700311"
"Ausbildung/Lehre","2009","(Fach-)Abitur","93","0.0569062819570888","0.0468162368220475","0.06699632709213"
"Ausbildung/Lehre","2009","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2009","(noch) kein Abschluss","41","0.0850560105255794","0.0602798863503621","0.109832134700797"
"Geringfuegig erwerbstaetig","2009","Hauptschulabschluss","276","0.0453196653714423","0.0401665727227131","0.0504727580201716"
"Geringfuegig erwerbstaetig","2009","Realschulabschluss","252","0.0503580801384133","0.0441908657395714","0.0565252945372553"
"Geringfuegig erwerbstaetig","2009","(Fach-)Abitur","183","0.0967289835594062","0.0838547042528003","0.109603262866012"
"Geringfuegig erwerbstaetig","2009","AkademikerInnen","136","0.0492125245965153","0.0425497710188054","0.0558752781742252"
"Altersteilzeit mit Arbeitszeit Null","2009","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","Hauptschulabschluss","33","0.00665148283019188","0.00463773226031493","0.00866523340006883"
"Altersteilzeit mit Arbeitszeit Null","2009","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2009","AkademikerInnen","36","0.00596544382154051","0.0035935441013449","0.00833734354173611"
"Freiwilliger Wehrdienst","2009","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2009","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2009","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2009","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2009","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2009","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2009","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2009","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2009","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2009","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2009","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2009","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2009","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2009","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2009","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2009","(noch) kein Abschluss","390","0.76357571788168","0.725839731675232","0.801311704088127"
"Nicht erwerbstaetig","2009","Hauptschulabschluss","3660","0.56967684262044","0.557410721267082","0.581942963973798"
"Nicht erwerbstaetig","2009","Realschulabschluss","1461","0.31745139688787","0.304323960032354","0.330578833743387"
"Nicht erwerbstaetig","2009","(Fach-)Abitur","690","0.333243657187034","0.312713130012946","0.353774184361123"
"Nicht erwerbstaetig","2009","AkademikerInnen","1236","0.294504815997962","0.280464805584136","0.308544826411788"
"Betriebliches Praktikum","2009","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2009","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2009","Realschulabschluss","","","",""
"Betriebliches Praktikum","2009","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2009","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2009","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2009","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2009","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2009","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2009","AkademikerInnen","","","",""
"Voll erwerbstaetig","2010","(noch) kein Abschluss","63","0.0901359739540029","0.069999894940571","0.110272052967435"
"Voll erwerbstaetig","2010","Hauptschulabschluss","2217","0.277849590686808","0.267740233567736","0.287958947805879"
"Voll erwerbstaetig","2010","Realschulabschluss","2839","0.464315791338024","0.452473382623876","0.476158200052172"
"Voll erwerbstaetig","2010","(Fach-)Abitur","1075","0.377604651845348","0.360486610191595","0.3947226934991"
"Voll erwerbstaetig","2010","AkademikerInnen","2709","0.530469214381303","0.517140844230464","0.543797584532142"
"Teilzeitbeschaeftigung","2010","(noch) kein Abschluss","","","",""
"Teilzeitbeschaeftigung","2010","Hauptschulabschluss","625","0.08070032085629","0.0745532104704251","0.0868474312421548"
"Teilzeitbeschaeftigung","2010","Realschulabschluss","1107","0.126753762733913","0.118853751875178","0.134653773592649"
"Teilzeitbeschaeftigung","2010","(Fach-)Abitur","477","0.125188501176751","0.11350315175997","0.136873850593532"
"Teilzeitbeschaeftigung","2010","AkademikerInnen","800","0.11630608646536","0.107744247214464","0.124867925716257"
"Ausbildung/Lehre","2010","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2010","Hauptschulabschluss","96","0.0120299684517233","0.00956955010504443","0.0144903867984021"
"Ausbildung/Lehre","2010","Realschulabschluss","178","0.0340676308315408","0.029760151297265","0.0383751103658166"
"Ausbildung/Lehre","2010","(Fach-)Abitur","99","0.0515996368472298","0.0437883709736624","0.0594109027207972"
"Ausbildung/Lehre","2010","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2010","(noch) kein Abschluss","63","0.0668656594510804","0.0493021526252791","0.0844291662768817"
"Geringfuegig erwerbstaetig","2010","Hauptschulabschluss","414","0.0469273433080907","0.0421544600039784","0.0517002266122031"
"Geringfuegig erwerbstaetig","2010","Realschulabschluss","462","0.0563257594780715","0.0508512718977266","0.0618002470584165"
"Geringfuegig erwerbstaetig","2010","(Fach-)Abitur","280","0.0950860869662398","0.084728362296895","0.105443811635585"
"Geringfuegig erwerbstaetig","2010","AkademikerInnen","192","0.0414550066585737","0.0361313546072738","0.0467786587098737"
"Altersteilzeit mit Arbeitszeit Null","2010","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2010","Hauptschulabschluss","31","0.00399128754861044","0.00256832685320153","0.00541424824401936"
"Altersteilzeit mit Arbeitszeit Null","2010","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2010","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2010","AkademikerInnen","32","0.00547633367648533","0.00350542079167488","0.00744724656129579"
"Freiwilliger Wehrdienst","2010","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2010","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2010","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2010","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2010","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2010","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2010","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2010","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2010","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2010","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2010","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2010","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2010","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2010","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2010","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2010","(noch) kein Abschluss","614","0.80504107435484","0.777185112265742","0.832897036443937"
"Nicht erwerbstaetig","2010","Hauptschulabschluss","4140","0.575734157408161","0.564580049047602","0.586888265768721"
"Nicht erwerbstaetig","2010","Realschulabschluss","2190","0.312840795196607","0.301831252721058","0.323850337672155"
"Nicht erwerbstaetig","2010","(Fach-)Abitur","1116","0.332923359804665","0.316283018005517","0.349563701603812"
"Nicht erwerbstaetig","2010","AkademikerInnen","1647","0.304836144024413","0.292542185660146","0.31713010238868"
"Betriebliches Praktikum","2010","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2010","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2010","Realschulabschluss","","","",""
"Betriebliches Praktikum","2010","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2010","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2010","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2010","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2010","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2010","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2010","AkademikerInnen","","","",""
"Voll erwerbstaetig","2011","(noch) kein Abschluss","95","0.137034027933585","0.114604751516536","0.159463304350634"
"Voll erwerbstaetig","2011","Hauptschulabschluss","2598","0.282412040724794","0.273102232356444","0.291721849093144"
"Voll erwerbstaetig","2011","Realschulabschluss","3394","0.4799255533773","0.468938644952135","0.490912461802465"
"Voll erwerbstaetig","2011","(Fach-)Abitur","1298","0.390805719224367","0.374987311534633","0.406624126914102"
"Voll erwerbstaetig","2011","AkademikerInnen","3179","0.53421497448223","0.52182332263643","0.54660662632803"
"Teilzeitbeschaeftigung","2011","(noch) kein Abschluss","40","0.0357564917345596","0.0236456304927254","0.0478673529763938"
"Teilzeitbeschaeftigung","2011","Hauptschulabschluss","780","0.0733223637425978","0.0679316765034617","0.0787130509817339"
"Teilzeitbeschaeftigung","2011","Realschulabschluss","1437","0.131081032029364","0.123659127311204","0.138502936747524"
"Teilzeitbeschaeftigung","2011","(Fach-)Abitur","624","0.12992854658575","0.119028354518644","0.140828738652855"
"Teilzeitbeschaeftigung","2011","AkademikerInnen","1005","0.115185100839496","0.107254560472473","0.12311564120652"
"Ausbildung/Lehre","2011","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2011","Hauptschulabschluss","102","0.0095617000512154","0.00754916785632883","0.011574232246102"
"Ausbildung/Lehre","2011","Realschulabschluss","212","0.03221585171912","0.0283327401327687","0.0360989633054713"
"Ausbildung/Lehre","2011","(Fach-)Abitur","106","0.0420123553508684","0.0355084701132359","0.048516240588501"
"Ausbildung/Lehre","2011","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2011","(noch) kein Abschluss","70","0.0641227980324478","0.0481448912817092","0.0801007047831864"
"Geringfuegig erwerbstaetig","2011","Hauptschulabschluss","464","0.0452784796361514","0.0409787035543999","0.049578255717903"
"Geringfuegig erwerbstaetig","2011","Realschulabschluss","467","0.0477615006246637","0.0430715565975972","0.0524514446517301"
"Geringfuegig erwerbstaetig","2011","(Fach-)Abitur","288","0.0770236359822081","0.0683796968869387","0.0856675750774774"
"Geringfuegig erwerbstaetig","2011","AkademikerInnen","230","0.0409564347278238","0.0360331080547128","0.0458797614009349"
"Altersteilzeit mit Arbeitszeit Null","2011","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2011","Hauptschulabschluss","46","0.0049794122900315","0.00352372985222839","0.00643509472783461"
"Altersteilzeit mit Arbeitszeit Null","2011","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2011","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2011","AkademikerInnen","37","0.00533655610775603","0.00352668756539675","0.0071464246501153"
"Freiwilliger Wehrdienst","2011","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2011","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2011","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2011","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2011","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2011","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2011","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2011","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2011","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2011","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2011","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2011","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2011","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2011","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2011","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2011","(noch) kein Abschluss","676","0.728811731799435","0.699815114135976","0.757808349462894"
"Nicht erwerbstaetig","2011","Hauptschulabschluss","4972","0.581274834831747","0.571072093935965","0.591477575727529"
"Nicht erwerbstaetig","2011","Realschulabschluss","2396","0.302547879879253","0.29244581703026","0.312649942728247"
"Nicht erwerbstaetig","2011","(Fach-)Abitur","1311","0.34952445087525","0.334066259856736","0.364982641893765"
"Nicht erwerbstaetig","2011","AkademikerInnen","1770","0.303483698626279","0.292062498542138","0.314904898710421"
"Betriebliches Praktikum","2011","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2011","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2011","Realschulabschluss","","","",""
"Betriebliches Praktikum","2011","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2011","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2011","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2011","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2011","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2011","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2011","AkademikerInnen","","","",""
"Voll erwerbstaetig","2012","(noch) kein Abschluss","96","0.126689204192297","0.104921827747936","0.148456580636659"
"Voll erwerbstaetig","2012","Hauptschulabschluss","2525","0.286017500275785","0.276529941439571","0.295505059112"
"Voll erwerbstaetig","2012","Realschulabschluss","3253","0.465172561248302","0.454079910913958","0.476265211582646"
"Voll erwerbstaetig","2012","(Fach-)Abitur","1326","0.408875496365579","0.392759947873206","0.424991044857953"
"Voll erwerbstaetig","2012","AkademikerInnen","3125","0.527909346754251","0.51544471017296","0.540373983335542"
"Teilzeitbeschaeftigung","2012","(noch) kein Abschluss","44","0.0488555613286646","0.0347486443742375","0.0629624782830917"
"Teilzeitbeschaeftigung","2012","Hauptschulabschluss","802","0.0788410756457492","0.0731831407258723","0.0844990105656261"
"Teilzeitbeschaeftigung","2012","Realschulabschluss","1457","0.136740637379925","0.129099801225475","0.144381473534375"
"Teilzeitbeschaeftigung","2012","(Fach-)Abitur","646","0.131288592017513","0.120218242680406","0.142358941354621"
"Teilzeitbeschaeftigung","2012","AkademikerInnen","968","0.116606918461697","0.108593341722922","0.124620495200472"
"Ausbildung/Lehre","2012","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2012","Hauptschulabschluss","115","0.0114112546765735","0.00918133651178281","0.0136411728413642"
"Ausbildung/Lehre","2012","Realschulabschluss","222","0.030497445907403","0.0266733598944115","0.0343215319203945"
"Ausbildung/Lehre","2012","(Fach-)Abitur","122","0.0387182566003563","0.0323942354757899","0.0450422777249227"
"Ausbildung/Lehre","2012","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2012","(noch) kein Abschluss","91","0.0967726499936932","0.077425066645711","0.116120233341675"
"Geringfuegig erwerbstaetig","2012","Hauptschulabschluss","468","0.0452434518990467","0.0408799156878022","0.0496069881102912"
"Geringfuegig erwerbstaetig","2012","Realschulabschluss","468","0.0497412201699799","0.0449061742715803","0.0545762660683795"
"Geringfuegig erwerbstaetig","2012","(Fach-)Abitur","307","0.0888425727368176","0.079516101803772","0.0981690436698632"
"Geringfuegig erwerbstaetig","2012","AkademikerInnen","230","0.0374418945718238","0.0327018805131239","0.0421819086305238"
"Altersteilzeit mit Arbeitszeit Null","2012","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","Hauptschulabschluss","38","0.00457216207637635","0.00315578106812201","0.0059885430846307"
"Altersteilzeit mit Arbeitszeit Null","2012","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2012","AkademikerInnen","32","0.00455472586005399","0.00287349613493362","0.00623595558517436"
"Freiwilliger Wehrdienst","2012","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2012","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2012","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2012","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2012","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2012","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2012","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2012","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2012","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2012","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2012","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2012","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2012","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2012","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2012","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2012","(noch) kein Abschluss","649","0.709396771163421","0.679683758305235","0.739109784021607"
"Nicht erwerbstaetig","2012","Hauptschulabschluss","4748","0.570422425034969","0.560029602974877","0.58081524709506"
"Nicht erwerbstaetig","2012","Realschulabschluss","2327","0.312243515225372","0.301937625307941","0.322549405142802"
"Nicht erwerbstaetig","2012","(Fach-)Abitur","1135","0.321161198657118","0.305855437499598","0.336466959814638"
"Nicht erwerbstaetig","2012","AkademikerInnen","1800","0.312458822794514","0.30088616804615","0.324031477542879"
"Betriebliches Praktikum","2012","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2012","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2012","Realschulabschluss","","","",""
"Betriebliches Praktikum","2012","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2012","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2012","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2012","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2012","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2012","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2012","AkademikerInnen","","","",""
