"plb0022_h","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","1994","16-34 Jahre alt","106","0.0252931192179796","0.0208600160402795","0.0297262223956798"
"Geringfuegig erwerbstaetig","1994","35-65 Jahre alt","125","0.0230336159672897","0.0194159159565727","0.0266513159780068"
"Geringfuegig erwerbstaetig","1994","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","66 und älter","","","",""
"Freiwilliger Wehrdienst","1994","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1994","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1994","66 und älter","","","",""
"FSJ/FOeJ/BFD","1994","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1994","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1994","66 und älter","","","",""
"Werkstatt fuer Behinderte","1994","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1994","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1994","66 und älter","","","",""
"Nicht erwerbstaetig","1994","16-34 Jahre alt","1559","0.309812506296642","0.296756731710563","0.322868280882721"
"Nicht erwerbstaetig","1994","35-65 Jahre alt","2246","0.353180559312579","0.341653949096753","0.364707169528405"
"Nicht erwerbstaetig","1994","66 und älter","1496","0.985225873648395","0.979162668082422","0.991289079214368"
"Betriebliches Praktikum","1994","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1994","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1994","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1994","16-34 Jahre alt","62","0.0147314040682737","0.0113299154736443","0.0181328926629031"
"Wehrpflicht/Zivildienst","1994","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1994","66 und älter","","","",""
"Voll erwerbstaetig","1995","16-34 Jahre alt","2431","0.497329155111739","0.483418750526499","0.511239559696979"
"Voll erwerbstaetig","1995","35-65 Jahre alt","3681","0.511220089347016","0.499385086822877","0.523055091871156"
"Voll erwerbstaetig","1995","66 und älter","","","",""
"Teilzeitbeschaeftigung","1995","16-34 Jahre alt","306","0.0647938542982267","0.0579453373167938","0.0716423712796596"
"Teilzeitbeschaeftigung","1995","35-65 Jahre alt","696","0.104997952540619","0.097740066335003","0.112255838746236"
"Teilzeitbeschaeftigung","1995","66 und älter","","","",""
"Ausbildung/Lehre","1995","16-34 Jahre alt","445","0.0856339543125473","0.0778489474794568","0.0934189611456378"
"Ausbildung/Lehre","1995","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1995","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1995","16-34 Jahre alt","123","0.0269790560550276","0.0224714036126225","0.0314867084974327"
"Geringfuegig erwerbstaetig","1995","35-65 Jahre alt","158","0.0274230454356167","0.0235564605047701","0.0312896303664633"
"Geringfuegig erwerbstaetig","1995","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","66 und älter","","","",""
"Freiwilliger Wehrdienst","1995","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1995","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1995","66 und älter","","","",""
"FSJ/FOeJ/BFD","1995","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1995","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1995","66 und älter","","","",""
"Werkstatt fuer Behinderte","1995","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1995","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1995","66 und älter","","","",""
"Nicht erwerbstaetig","1995","16-34 Jahre alt","1605","0.310787040605744","0.297910947113041","0.323663134098448"
"Nicht erwerbstaetig","1995","35-65 Jahre alt","2305","0.354930792061495","0.343602023097051","0.36625956102594"
"Nicht erwerbstaetig","1995","66 und älter","1522","0.978747034265376","0.971576234685788","0.985917833844964"
"Betriebliches Praktikum","1995","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1995","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1995","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1995","16-34 Jahre alt","53","0.0144769396167152","0.0111538065619193","0.0178000726715112"
"Wehrpflicht/Zivildienst","1995","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1995","66 und älter","","","",""
"Voll erwerbstaetig","1996","16-34 Jahre alt","2313","0.485958297955946","0.471790987961971","0.50012560794992"
"Voll erwerbstaetig","1996","35-65 Jahre alt","3590","0.509609044034999","0.497696514784851","0.521521573285146"
"Voll erwerbstaetig","1996","66 und älter","","","",""
"Teilzeitbeschaeftigung","1996","16-34 Jahre alt","299","0.0693227672756202","0.0621228715030448","0.0765226630481956"
"Teilzeitbeschaeftigung","1996","35-65 Jahre alt","745","0.113459180045776","0.105901589145732","0.12101677094582"
"Teilzeitbeschaeftigung","1996","66 und älter","","","",""
"Ausbildung/Lehre","1996","16-34 Jahre alt","424","0.082743833236419","0.0749347175348367","0.0905529489380013"
"Ausbildung/Lehre","1996","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1996","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1996","16-34 Jahre alt","111","0.0258158522437078","0.0213206164035785","0.0303110880838372"
"Geringfuegig erwerbstaetig","1996","35-65 Jahre alt","146","0.0255433715467066","0.0217838328626976","0.0293029102307156"
"Geringfuegig erwerbstaetig","1996","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","66 und älter","","","",""
"Freiwilliger Wehrdienst","1996","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1996","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1996","66 und älter","","","",""
"FSJ/FOeJ/BFD","1996","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1996","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1996","66 und älter","","","",""
"Werkstatt fuer Behinderte","1996","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1996","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1996","66 und älter","","","",""
"Nicht erwerbstaetig","1996","16-34 Jahre alt","1585","0.322853734074665","0.309600164263449","0.33610730388588"
"Nicht erwerbstaetig","1996","35-65 Jahre alt","2269","0.35017819172973","0.33881092947864","0.36154545398082"
"Nicht erwerbstaetig","1996","66 und älter","1539","0.976467120595501","0.968987820854277","0.983946420336725"
"Betriebliches Praktikum","1996","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1996","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1996","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1996","16-34 Jahre alt","49","0.0133055152136429","0.0100576655572642","0.0165533648700215"
"Wehrpflicht/Zivildienst","1996","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1996","66 und älter","","","",""
"Voll erwerbstaetig","1997","16-34 Jahre alt","2219","0.482863101197509","0.468478721103134","0.497247481291884"
"Voll erwerbstaetig","1997","35-65 Jahre alt","3512","0.503251401133945","0.491248775566271","0.51525402670162"
"Voll erwerbstaetig","1997","66 und älter","","","",""
"Teilzeitbeschaeftigung","1997","16-34 Jahre alt","277","0.0714143547182409","0.0640015916617474","0.0788271177747344"
"Teilzeitbeschaeftigung","1997","35-65 Jahre alt","707","0.109463443672165","0.101968370697396","0.116958516646934"
"Teilzeitbeschaeftigung","1997","66 und älter","","","",""
"Ausbildung/Lehre","1997","16-34 Jahre alt","412","0.0799705982480657","0.0721625515319707","0.0877786449641607"
"Ausbildung/Lehre","1997","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1997","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1997","16-34 Jahre alt","119","0.0280156712418504","0.0232655299804584","0.0327658125032425"
"Geringfuegig erwerbstaetig","1997","35-65 Jahre alt","131","0.0206635521009858","0.0172486057513312","0.0240784984506404"
"Geringfuegig erwerbstaetig","1997","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","66 und älter","","","",""
"Freiwilliger Wehrdienst","1997","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1997","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1997","66 und älter","","","",""
"FSJ/FOeJ/BFD","1997","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1997","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1997","66 und älter","","","",""
"Werkstatt fuer Behinderte","1997","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1997","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1997","66 und älter","","","",""
"Nicht erwerbstaetig","1997","16-34 Jahre alt","1548","0.323831316119652","0.310361448538439","0.337301183700865"
"Nicht erwerbstaetig","1997","35-65 Jahre alt","2299","0.365222674144098","0.35366408025461","0.376781268033586"
"Nicht erwerbstaetig","1997","66 und älter","1576","0.978536829964003","0.971464436265874","0.985609223662132"
"Betriebliches Praktikum","1997","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1997","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1997","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1997","16-34 Jahre alt","61","0.0139049584746812","0.0105342545012277","0.0172756624481347"
"Wehrpflicht/Zivildienst","1997","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1997","66 und älter","","","",""
"Voll erwerbstaetig","1998","16-34 Jahre alt","2303","0.467038146944455","0.453048859316028","0.481027434572881"
"Voll erwerbstaetig","1998","35-65 Jahre alt","3929","0.504753979757637","0.493476910985557","0.516031048529717"
"Voll erwerbstaetig","1998","66 und älter","","","",""
"Teilzeitbeschaeftigung","1998","16-34 Jahre alt","265","0.0652498792645148","0.0583250514227818","0.0721747071062478"
"Teilzeitbeschaeftigung","1998","35-65 Jahre alt","835","0.115497040895467","0.10828794288911","0.122706138901825"
"Teilzeitbeschaeftigung","1998","66 und älter","","","",""
"Ausbildung/Lehre","1998","16-34 Jahre alt","462","0.0872616661922143","0.0793483912432209","0.0951749411412077"
"Ausbildung/Lehre","1998","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1998","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1998","16-34 Jahre alt","122","0.0253159769209779","0.0209114362065184","0.0297205176354375"
"Geringfuegig erwerbstaetig","1998","35-65 Jahre alt","168","0.021314797082852","0.0180571204836358","0.0245724736820683"
"Geringfuegig erwerbstaetig","1998","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","66 und älter","","","",""
"Freiwilliger Wehrdienst","1998","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1998","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1998","66 und älter","","","",""
"FSJ/FOeJ/BFD","1998","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1998","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1998","66 und älter","","","",""
"Werkstatt fuer Behinderte","1998","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1998","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1998","66 und älter","","","",""
"Nicht erwerbstaetig","1998","16-34 Jahre alt","1678","0.343724779247146","0.330407368834605","0.357042189659687"
"Nicht erwerbstaetig","1998","35-65 Jahre alt","2591","0.355028562260306","0.344235423910755","0.365821700609857"
"Nicht erwerbstaetig","1998","66 und älter","1850","0.98107862593013","0.974937746514608","0.987219505345653"
"Betriebliches Praktikum","1998","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1998","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1998","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1998","16-34 Jahre alt","51","0.01028626292268","0.00745711946849778","0.0131154063768623"
"Wehrpflicht/Zivildienst","1998","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1998","66 und älter","","","",""
"Voll erwerbstaetig","1999","16-34 Jahre alt","2185","0.467656474320912","0.453265818359152","0.482047130282672"
"Voll erwerbstaetig","1999","35-65 Jahre alt","3861","0.519452541152947","0.508003942713621","0.530901139592274"
"Voll erwerbstaetig","1999","66 und älter","","","",""
"Teilzeitbeschaeftigung","1999","16-34 Jahre alt","291","0.0686536976818561","0.0613606560840542","0.075946739279658"
"Teilzeitbeschaeftigung","1999","35-65 Jahre alt","818","0.109395118802508","0.102242703061853","0.116547534543162"
"Teilzeitbeschaeftigung","1999","66 und älter","","","",""
"Ausbildung/Lehre","1999","16-34 Jahre alt","432","0.0895646908714264","0.0813287335277766","0.0978006482150762"
"Ausbildung/Lehre","1999","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","1999","66 und älter","","","",""
"Geringfuegig erwerbstaetig","1999","16-34 Jahre alt","200","0.0491743726189742","0.0429378718541425","0.0554108733838059"
"Geringfuegig erwerbstaetig","1999","35-65 Jahre alt","223","0.0339606457020625","0.0298101819855101","0.0381111094186149"
"Geringfuegig erwerbstaetig","1999","66 und älter","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","66 und älter","","","",""
"Freiwilliger Wehrdienst","1999","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1999","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","1999","66 und älter","","","",""
"FSJ/FOeJ/BFD","1999","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1999","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","1999","66 und älter","","","",""
"Werkstatt fuer Behinderte","1999","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1999","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","1999","66 und älter","","","",""
"Nicht erwerbstaetig","1999","16-34 Jahre alt","1452","0.311717368401284","0.298358027489816","0.325076709312752"
"Nicht erwerbstaetig","1999","35-65 Jahre alt","2387","0.333176538075761","0.322375788811172","0.34397728734035"
"Nicht erwerbstaetig","1999","66 und älter","1790","0.973698570268473","0.966376531880777","0.98102060865617"
"Betriebliches Praktikum","1999","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","1999","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","1999","66 und älter","","","",""
"Wehrpflicht/Zivildienst","1999","16-34 Jahre alt","51","0.0116195875389283","0.00852873313556268","0.0147104419422938"
"Wehrpflicht/Zivildienst","1999","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","1999","66 und älter","","","",""
"Voll erwerbstaetig","2000","16-34 Jahre alt","3161","0.463992820414433","0.452432593038473","0.475553047790394"
"Voll erwerbstaetig","2000","35-65 Jahre alt","6891","0.515104952777733","0.506667895619752","0.523542009935713"
"Voll erwerbstaetig","2000","66 und älter","33","0.0102115597402127","0.00694557140637463","0.0134775480740507"
"Teilzeitbeschaeftigung","2000","16-34 Jahre alt","524","0.0743242846524898","0.0682440513094441","0.0804045179955355"
"Teilzeitbeschaeftigung","2000","35-65 Jahre alt","1689","0.126680517595964","0.121065375598698","0.132295659593229"
"Teilzeitbeschaeftigung","2000","66 und älter","","","",""
"Ausbildung/Lehre","2000","16-34 Jahre alt","685","0.08656754253458","0.0800491395410072","0.0930859455281529"
"Ausbildung/Lehre","2000","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","2000","66 und älter","","","",""
"Geringfuegig erwerbstaetig","2000","16-34 Jahre alt","318","0.0504874744926711","0.0454121055836621","0.0555628434016802"
"Geringfuegig erwerbstaetig","2000","35-65 Jahre alt","436","0.0344143382282358","0.0313369352496277","0.037491741206844"
"Geringfuegig erwerbstaetig","2000","66 und älter","32","0.0113064194209143","0.00787170366475752","0.014741135177071"
"Altersteilzeit mit Arbeitszeit Null","2000","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","66 und älter","","","",""
"Freiwilliger Wehrdienst","2000","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2000","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2000","66 und älter","","","",""
"FSJ/FOeJ/BFD","2000","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2000","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2000","66 und älter","","","",""
"Werkstatt fuer Behinderte","2000","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2000","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2000","66 und älter","","","",""
"Nicht erwerbstaetig","2000","16-34 Jahre alt","2348","0.310082336494308","0.29936066273232","0.320804010256295"
"Nicht erwerbstaetig","2000","35-65 Jahre alt","4427","0.321183007777236","0.313300364246595","0.329065651307877"
"Nicht erwerbstaetig","2000","66 und älter","3548","0.969947957681941","0.964401590575863","0.97549432478802"
"Betriebliches Praktikum","2000","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","2000","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","2000","66 und älter","","","",""
"Wehrpflicht/Zivildienst","2000","16-34 Jahre alt","100","0.0128781740422722","0.0102645810030703","0.0154917670814742"
"Wehrpflicht/Zivildienst","2000","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2000","66 und älter","","","",""
"Voll erwerbstaetig","2001","16-34 Jahre alt","2691","0.447757981783901","0.435478947604389","0.460037015963413"
"Voll erwerbstaetig","2001","35-65 Jahre alt","6362","0.518309002612955","0.509485182778293","0.527132822447617"
"Voll erwerbstaetig","2001","66 und älter","","","",""
"Teilzeitbeschaeftigung","2001","16-34 Jahre alt","456","0.0765144998688822","0.0699505579632901","0.0830784417744743"
"Teilzeitbeschaeftigung","2001","35-65 Jahre alt","1591","0.128583361610404","0.12267205749465","0.134494665726158"
"Teilzeitbeschaeftigung","2001","66 und älter","","","",""
"Ausbildung/Lehre","2001","16-34 Jahre alt","666","0.100898732948774","0.0934612672222777","0.10833619867527"
"Ausbildung/Lehre","2001","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","2001","66 und älter","","","",""
"Geringfuegig erwerbstaetig","2001","16-34 Jahre alt","313","0.0535340793904494","0.0479757346892169","0.0590924240916819"
"Geringfuegig erwerbstaetig","2001","35-65 Jahre alt","410","0.0333373228267768","0.0301671654183417","0.0365074802352118"
"Geringfuegig erwerbstaetig","2001","66 und älter","42","0.014441663958709","0.0104578113412556","0.0184255165761624"
"Altersteilzeit mit Arbeitszeit Null","2001","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","35-65 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","66 und älter","","","",""
"Freiwilliger Wehrdienst","2001","16-34 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2001","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2001","66 und älter","","","",""
"FSJ/FOeJ/BFD","2001","16-34 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2001","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2001","66 und älter","","","",""
"Werkstatt fuer Behinderte","2001","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2001","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2001","66 und älter","","","",""
"Nicht erwerbstaetig","2001","16-34 Jahre alt","2067","0.302601077676485","0.291257404972146","0.313944750380824"
"Nicht erwerbstaetig","2001","35-65 Jahre alt","3915","0.316253827400622","0.308041933295329","0.324465721505915"
"Nicht erwerbstaetig","2001","66 und älter","3353","0.971191376360258","0.965605810955542","0.976776941764973"
"Betriebliches Praktikum","2001","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","2001","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","2001","66 und älter","","","",""
"Wehrpflicht/Zivildienst","2001","16-34 Jahre alt","95","0.017157291999721","0.0139506963612997","0.0203638876381424"
"Wehrpflicht/Zivildienst","2001","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2001","66 und älter","","","",""
"Voll erwerbstaetig","2002","16-34 Jahre alt","2520","0.432098525471872","0.419754095978923","0.44444295496482"
"Voll erwerbstaetig","2002","35-65 Jahre alt","7013","0.504728428852966","0.496240854343325","0.513216003362606"
"Voll erwerbstaetig","2002","66 und älter","38","0.00688875197327631","0.00420212744061641","0.00957537650593622"
"Teilzeitbeschaeftigung","2002","16-34 Jahre alt","428","0.0700870096471245","0.0637251650564212","0.0764488542378278"
"Teilzeitbeschaeftigung","2002","35-65 Jahre alt","1828","0.130989072877253","0.125261598313207","0.1367165474413"
"Teilzeitbeschaeftigung","2002","66 und älter","38","0.00892928450804815","0.00587367112292147","0.0119848978931748"
"Ausbildung/Lehre","2002","16-34 Jahre alt","667","0.107181241427612","0.0994724875856478","0.114889995269576"
"Ausbildung/Lehre","2002","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","2002","66 und älter","","","",""
"Geringfuegig erwerbstaetig","2002","16-34 Jahre alt","316","0.0488117364839539","0.0434421789060764","0.0541812940618315"
"Geringfuegig erwerbstaetig","2002","35-65 Jahre alt","479","0.0388969813133651","0.0356146989732851","0.0421792636534451"
"Geringfuegig erwerbstaetig","2002","66 und älter","43","0.0110816902704036","0.00768136107534802","0.0144820194654591"
"Altersteilzeit mit Arbeitszeit Null","2002","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2002","35-65 Jahre alt","61","0.00451586880666317","0.00337766287318168","0.00565407474014467"
"Altersteilzeit mit Arbeitszeit Null","2002","66 und älter","","","",""
"Freiwilliger Wehrdienst","2002","16-34 Jahre alt","33","0.00499222555377161","0.00323590627012647","0.00674854483741676"
"Freiwilliger Wehrdienst","2002","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2002","66 und älter","","","",""
"FSJ/FOeJ/BFD","2002","16-34 Jahre alt","59","0.00814988947988633","0.00590940460773856","0.0103903743520341"
"FSJ/FOeJ/BFD","2002","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2002","66 und älter","","","",""
"Werkstatt fuer Behinderte","2002","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2002","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2002","66 und älter","","","",""
"Nicht erwerbstaetig","2002","16-34 Jahre alt","2145","0.325897543411295","0.314217441516342","0.337577645306248"
"Nicht erwerbstaetig","2002","35-65 Jahre alt","3915","0.317163281014084","0.309263175337295","0.325063386690873"
"Nicht erwerbstaetig","2002","66 und älter","3501","0.96716895416653","0.96138091736308","0.972956990969981"
"Betriebliches Praktikum","2002","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","2002","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","2002","66 und älter","","","",""
"Wehrpflicht/Zivildienst","2002","16-34 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2002","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2002","66 und älter","","","",""
"Voll erwerbstaetig","2003","16-34 Jahre alt","2294","0.416605234403416","0.404011785095518","0.429198683711313"
"Voll erwerbstaetig","2003","35-65 Jahre alt","6537","0.497527072808335","0.488833640664873","0.506220504951796"
"Voll erwerbstaetig","2003","66 und älter","40","0.00865907552474143","0.00567534303492207","0.0116428080145608"
"Teilzeitbeschaeftigung","2003","16-34 Jahre alt","436","0.0771521962875572","0.0703360286745634","0.0839683639005511"
"Teilzeitbeschaeftigung","2003","35-65 Jahre alt","1810","0.132138860628854","0.126250871817781","0.138026849439927"
"Teilzeitbeschaeftigung","2003","66 und älter","36","0.00741031672260375","0.00464836638238208","0.0101722670628254"
"Ausbildung/Lehre","2003","16-34 Jahre alt","584","0.0924678500388031","0.085067922574542","0.0998677775030643"
"Ausbildung/Lehre","2003","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","2003","66 und älter","","","",""
"Geringfuegig erwerbstaetig","2003","16-34 Jahre alt","341","0.0552631932172249","0.0494263976991589","0.0610999887352909"
"Geringfuegig erwerbstaetig","2003","35-65 Jahre alt","467","0.0393158897232041","0.035936790582109","0.0426949888642992"
"Geringfuegig erwerbstaetig","2003","66 und älter","54","0.0159993977912959","0.0119586466682977","0.0200401489142942"
"Altersteilzeit mit Arbeitszeit Null","2003","16-34 Jahre alt","","","",""
"Altersteilzeit mit Arbeitszeit Null","2003","35-65 Jahre alt","82","0.00825410355231693","0.00668098396478499","0.00982722313984888"
"Altersteilzeit mit Arbeitszeit Null","2003","66 und älter","49","0.0217731015679296","0.0170731589945073","0.026473044141352"
"Freiwilliger Wehrdienst","2003","16-34 Jahre alt","43","0.00582771103728118","0.00388333211431692","0.00777208996024543"
"Freiwilliger Wehrdienst","2003","35-65 Jahre alt","","","",""
"Freiwilliger Wehrdienst","2003","66 und älter","","","",""
"FSJ/FOeJ/BFD","2003","16-34 Jahre alt","48","0.007126726923255","0.00497794153430172","0.00927551231220828"
"FSJ/FOeJ/BFD","2003","35-65 Jahre alt","","","",""
"FSJ/FOeJ/BFD","2003","66 und älter","","","",""
"Werkstatt fuer Behinderte","2003","16-34 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2003","35-65 Jahre alt","","","",""
"Werkstatt fuer Behinderte","2003","66 und älter","","","",""
"Nicht erwerbstaetig","2003","16-34 Jahre alt","2124","0.342419929930835","0.330298470529984","0.354541389331686"
"Nicht erwerbstaetig","2003","35-65 Jahre alt","3766","0.31806424435127","0.309966655310825","0.326161833391716"
"Nicht erwerbstaetig","2003","66 und älter","3525","0.946158108393429","0.938889444045665","0.953426772741193"
"Betriebliches Praktikum","2003","16-34 Jahre alt","","","",""
"Betriebliches Praktikum","2003","35-65 Jahre alt","","","",""
"Betriebliches Praktikum","2003","66 und älter","","","",""
"Wehrpflicht/Zivildienst","2003","16-34 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2003","35-65 Jahre alt","","","",""
"Wehrpflicht/Zivildienst","2003","66 und älter","","","",""
"Voll erwerbstaetig","2004","16-34 Jahre alt","2148","0.405632889813371","0.39282630993712","0.418439469689621"
"Voll erwerbstaetig","2004","35-65 Jahre alt","6344","0.499477520800983","0.490630529975865","0.508324511626101"
"Voll erwerbstaetig","2004","66 und älter","43","0.00843869982364291","0.00553678564443617","0.0113406140028496"
"Teilzeitbeschaeftigung","2004","16-34 Jahre alt","387","0.0694473767135591","0.0628170093945872","0.076077744032531"
"Teilzeitbeschaeftigung","2004","35-65 Jahre alt","1764","0.133112676175637","0.127102089790167","0.139123262561107"
"Teilzeitbeschaeftigung","2004","66 und älter","40","0.00868818991559435","0.00574406112693284","0.0116323187042559"
"Ausbildung/Lehre","2004","16-34 Jahre alt","567","0.100694201760845","0.0928455488169234","0.108542854704766"
"Ausbildung/Lehre","2004","35-65 Jahre alt","","","",""
"Ausbildung/Lehre","2004","66 und älter","","","",""
