year,bula_h,regtyp,ple0017,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,North Rhine-Westphalia,Urban regions,No,0.94247,3767,3996,0.93525,0.94969
2011,North Rhine-Westphalia,Rural regions,No,0.96208,131,131,0.92925,0.99491
2011,Hesse,Urban regions,Yes,0.06512,72,1157,0.05090,0.07935
2011,Hesse,Urban regions,No,0.93488,1085,1157,0.92065,0.94910
2011,Hesse,Rural regions,No,0.93834,236,236,0.90758,0.96909
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06816,58,878,0.05148,0.08484
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93184,820,878,0.91516,0.94852
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94888,315,315,0.92452,0.97324
2011,Baden-Wuerttemberg,Urban regions,Yes,0.05378,131,2240,0.04443,0.06312
2011,Baden-Wuerttemberg,Urban regions,No,0.94622,2109,2240,0.93688,0.95557
2011,Baden-Wuerttemberg,Rural regions,No,0.97869,233,233,0.96010,0.99727
2011,Bavaria,Urban regions,Yes,0.06420,95,1528,0.05191,0.07650
2011,Bavaria,Urban regions,No,0.93580,1433,1528,0.92350,0.94809
2011,Bavaria,Rural regions,Yes,0.05232,90,1656,0.04159,0.06305
2011,Bavaria,Rural regions,No,0.94768,1566,1656,0.93695,0.95841
2011,Berlin,Urban regions,Yes,0.05933,50,781,0.04275,0.07591
2011,Berlin,Urban regions,No,0.94067,731,781,0.92409,0.95725
2011,Brandenburg,Urban regions,No,0.89197,65,65,0.81592,0.96802
2011,Brandenburg,Rural regions,Yes,0.05015,43,813,0.03514,0.06516
2011,Brandenburg,Rural regions,No,0.94985,770,813,0.93484,0.96486
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.99296,43,43,0.96767,1.01825
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.93616,440,440,0.91329,0.95903
2011,Saxony,Urban regions,No,0.96717,699,699,0.95395,0.98039
2011,Saxony,Rural regions,No,0.96326,654,654,0.94883,0.97769
2011,Saxony-Anhalt,Urban regions,No,0.93630,192,192,0.90167,0.97094
2011,Saxony-Anhalt,Rural regions,No,0.95207,632,632,0.93540,0.96874
2011,Thuringa,Urban regions,No,0.94029,247,247,0.91068,0.96990
2011,Thuringa,Rural regions,Yes,0.05056,37,618,0.03327,0.06785
2011,Thuringa,Rural regions,No,0.94944,581,618,0.93215,0.96673
2013,Schleswig-Holstein,Urban regions,No,0.91763,155,155,0.87421,0.96105
2013,Schleswig-Holstein,Rural regions,No,0.91400,395,395,0.88631,0.94168
2013,Hamburg,Urban regions,No,0.91828,289,289,0.88665,0.94992
2013,Lower Saxony,Urban regions,Yes,0.05494,42,740,0.03851,0.07136
2013,Lower Saxony,Urban regions,No,0.94506,698,740,0.92864,0.96149
2013,Lower Saxony,Rural regions,Yes,0.08040,81,1035,0.06382,0.09697
2013,Lower Saxony,Rural regions,No,0.91960,954,1035,0.90303,0.93618
2013,Bremen,Urban regions,No,0.92078,110,110,0.87008,0.97149
2013,North Rhine-Westphalia,Urban regions,Yes,0.06202,242,3616,0.05416,0.06989
2013,North Rhine-Westphalia,Urban regions,No,0.93798,3374,3616,0.93011,0.94584
2013,North Rhine-Westphalia,Rural regions,No,0.95963,100,100,0.92086,0.99840
2013,Hesse,Urban regions,Yes,0.08518,80,1045,0.06824,0.10211
2013,Hesse,Urban regions,No,0.91482,965,1045,0.89789,0.93176
2013,Hesse,Rural regions,No,0.92829,229,229,0.89480,0.96178
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05457,52,821,0.03902,0.07011
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94543,769,821,0.92989,0.96098
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94650,266,266,0.91940,0.97359
2013,Baden-Wuerttemberg,Urban regions,Yes,0.06611,131,1910,0.05496,0.07726
2013,Baden-Wuerttemberg,Urban regions,No,0.93389,1779,1910,0.92274,0.94504
2013,Baden-Wuerttemberg,Rural regions,No,0.96726,202,202,0.94265,0.99186
2013,Bavaria,Urban regions,Yes,0.05690,87,1393,0.04473,0.06907
2013,Bavaria,Urban regions,No,0.94310,1306,1393,0.93093,0.95527
2013,Bavaria,Rural regions,Yes,0.05747,95,1554,0.04590,0.06905
2013,Bavaria,Rural regions,No,0.94253,1459,1554,0.93095,0.95410
2013,Berlin,Urban regions,Yes,0.06465,59,768,0.04725,0.08206
2013,Berlin,Urban regions,No,0.93535,709,768,0.91794,0.95275
2013,Brandenburg,Urban regions,No,0.92227,63,63,0.85562,0.98892
2013,Brandenburg,Rural regions,Yes,0.03908,32,712,0.02484,0.05333
2013,Brandenburg,Rural regions,No,0.96092,680,712,0.94667,0.97516
2013,Mecklenburg-Western Pomerania,Urban regions,No,0.99512,38,38,0.97267,1.01757
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.93806,389,389,0.91408,0.96205
2013,Saxony,Urban regions,Yes,0.06614,42,670,0.04730,0.08497
2013,Saxony,Urban regions,No,0.93386,628,670,0.91503,0.95270
2013,Saxony,Rural regions,No,0.94037,635,635,0.92194,0.95880
2013,Saxony-Anhalt,Urban regions,No,0.93879,162,162,0.90176,0.97582
2013,Saxony-Anhalt,Rural regions,Yes,0.04918,32,581,0.03158,0.06678
2013,Saxony-Anhalt,Rural regions,No,0.95082,549,581,0.93322,0.96842
2013,Thuringa,Urban regions,No,0.89424,211,211,0.85265,0.93584
2013,Thuringa,Rural regions,Yes,0.04647,31,568,0.02914,0.06380
2013,Thuringa,Rural regions,No,0.95353,537,568,0.93620,0.97086
2015,Schleswig-Holstein,Urban regions,No,0.90485,222,222,0.86617,0.94354
2015,Schleswig-Holstein,Rural regions,Yes,0.10013,54,633,0.07672,0.12353
2015,Schleswig-Holstein,Rural regions,No,0.89987,579,633,0.87647,0.92328
2015,Hamburg,Urban regions,No,0.91784,401,401,0.89092,0.94475
2015,Lower Saxony,Urban regions,Yes,0.05142,54,978,0.03757,0.06527
2015,Lower Saxony,Urban regions,No,0.94858,924,978,0.93473,0.96243
2015,Lower Saxony,Rural regions,Yes,0.06958,107,1443,0.05645,0.08271
2015,Lower Saxony,Rural regions,No,0.93042,1336,1443,0.91729,0.94355
2015,Bremen,Urban regions,No,0.94665,155,155,0.91115,0.98214
2015,North Rhine-Westphalia,Urban regions,Yes,0.06588,358,5058,0.05905,0.07272
2015,North Rhine-Westphalia,Urban regions,No,0.93412,4700,5058,0.92728,0.94095
2015,North Rhine-Westphalia,Rural regions,No,0.97931,104,104,0.95182,1.00680
2015,Hesse,Urban regions,Yes,0.08412,116,1377,0.06945,0.09878
2015,Hesse,Urban regions,No,0.91588,1261,1377,0.90122,0.93055
2015,Hesse,Rural regions,Yes,0.06973,32,328,0.04213,0.09734
2015,Hesse,Rural regions,No,0.93027,296,328,0.90266,0.95787
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06987,72,1104,0.05483,0.08492
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93013,1032,1104,0.91508,0.94517
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94474,374,374,0.92156,0.96793
2015,Baden-Wuerttemberg,Urban regions,Yes,0.06365,188,2654,0.05436,0.07294
2015,Baden-Wuerttemberg,Urban regions,No,0.93635,2466,2654,0.92706,0.94564
2015,Baden-Wuerttemberg,Rural regions,No,0.92920,311,311,0.90065,0.95775
2015,Bavaria,Urban regions,Yes,0.07336,145,1835,0.06143,0.08530
2015,Bavaria,Urban regions,No,0.92664,1690,1835,0.91470,0.93857
2015,Bavaria,Rural regions,Yes,0.06432,141,2192,0.05405,0.07460
2015,Bavaria,Rural regions,No,0.93568,2051,2192,0.92540,0.94595
2015,Berlin,Urban regions,Yes,0.07868,75,912,0.06119,0.09616
2015,Berlin,Urban regions,No,0.92132,837,912,0.90384,0.93881
2015,Brandenburg,Urban regions,No,0.89647,68,68,0.82352,0.96942
2015,Brandenburg,Rural regions,Yes,0.03596,39,908,0.02384,0.04807
2015,Brandenburg,Rural regions,No,0.96404,869,908,0.95193,0.97616
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.05844,34,490,0.03765,0.07923
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.94156,456,490,0.92077,0.96235
2015,Saxony,Urban regions,Yes,0.06057,51,804,0.04407,0.07707
2015,Saxony,Urban regions,No,0.93943,753,804,0.92293,0.95593
2015,Saxony,Rural regions,Yes,0.03079,35,707,0.01805,0.04354
2015,Saxony,Rural regions,No,0.96921,672,707,0.95646,0.98195
2015,Saxony-Anhalt,Urban regions,No,0.96349,195,195,0.93710,0.98988
2015,Saxony-Anhalt,Rural regions,Yes,0.04380,32,678,0.02839,0.05922
2015,Saxony-Anhalt,Rural regions,No,0.95620,646,678,0.94078,0.97161
2015,Thuringa,Urban regions,No,0.90527,266,266,0.87002,0.94053
2015,Thuringa,Rural regions,Yes,0.03820,35,631,0.02324,0.05317
2015,Thuringa,Rural regions,No,0.96180,596,631,0.94683,0.97676
2017,Schleswig-Holstein,Urban regions,No,0.92230,269,269,0.89024,0.95435
2017,Schleswig-Holstein,Rural regions,Yes,0.07505,57,659,0.05492,0.09518
2017,Schleswig-Holstein,Rural regions,No,0.92495,602,659,0.90482,0.94508
2017,Hamburg,Urban regions,Yes,0.08315,35,466,0.05805,0.10825
2017,Hamburg,Urban regions,No,0.91685,431,466,0.89175,0.94195
2017,Lower Saxony,Urban regions,Yes,0.07934,87,1109,0.06342,0.09525
2017,Lower Saxony,Urban regions,No,0.92066,1022,1109,0.90475,0.93658
2017,Lower Saxony,Rural regions,Yes,0.08425,131,1588,0.07058,0.09791
2017,Lower Saxony,Rural regions,No,0.91575,1457,1588,0.90209,0.92942
2017,Bremen,Urban regions,No,0.94732,201,201,0.91636,0.97828
2017,North Rhine-Westphalia,Urban regions,Yes,0.07158,400,5408,0.06471,0.07845
2017,North Rhine-Westphalia,Urban regions,No,0.92842,5008,5408,0.92155,0.93529
2017,North Rhine-Westphalia,Rural regions,No,0.95663,109,109,0.91822,0.99505
2017,Hesse,Urban regions,Yes,0.07025,99,1435,0.05702,0.08348
2017,Hesse,Urban regions,No,0.92975,1336,1435,0.91652,0.94298
2017,Hesse,Rural regions,No,0.95210,328,328,0.92896,0.97525
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.06910,70,1116,0.05421,0.08398
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.93090,1046,1116,0.91602,0.94579
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93179,389,389,0.90671,0.95688
2017,Baden-Wuerttemberg,Urban regions,Yes,0.07420,229,2680,0.06427,0.08412
2017,Baden-Wuerttemberg,Urban regions,No,0.92580,2451,2680,0.91588,0.93573
2017,Baden-Wuerttemberg,Rural regions,No,0.94862,320,320,0.92440,0.97285
2017,Bavaria,Urban regions,Yes,0.08024,146,1946,0.06816,0.09231
2017,Bavaria,Urban regions,No,0.91976,1800,1946,0.90769,0.93184
2017,Bavaria,Rural regions,Yes,0.06445,156,2265,0.05433,0.07456
2017,Bavaria,Rural regions,No,0.93555,2109,2265,0.92544,0.94567
2017,Berlin,Urban regions,Yes,0.07074,80,989,0.05475,0.08673
2017,Berlin,Urban regions,No,0.92926,909,989,0.91327,0.94525
2017,Brandenburg,Urban regions,No,0.92166,82,82,0.86315,0.98018
2017,Brandenburg,Rural regions,Yes,0.05290,50,944,0.03861,0.06718
2017,Brandenburg,Rural regions,No,0.94710,894,944,0.93282,0.96139
2017,Mecklenburg-Western Pomerania,Urban regions,No,0.99628,78,78,0.98268,1.00988
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.04912,33,494,0.03004,0.06819
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.95088,461,494,0.93181,0.96996
2017,Saxony,Urban regions,Yes,0.07579,57,881,0.05831,0.09328
2017,Saxony,Urban regions,No,0.92421,824,881,0.90672,0.94169
2017,Saxony,Rural regions,Yes,0.04772,43,772,0.03267,0.06276
2017,Saxony,Rural regions,No,0.95228,729,772,0.93724,0.96733
2017,Saxony-Anhalt,Urban regions,No,0.91239,170,170,0.86977,0.95502
2017,Saxony-Anhalt,Rural regions,Yes,0.05416,44,743,0.03787,0.07044
2017,Saxony-Anhalt,Rural regions,No,0.94584,699,743,0.92956,0.96213
2017,Thuringa,Urban regions,No,0.91927,266,266,0.88647,0.95207
2017,Thuringa,Rural regions,Yes,0.04959,34,688,0.03335,0.06582
2017,Thuringa,Rural regions,No,0.95041,654,688,0.93418,0.96665
2019,Schleswig-Holstein,Urban regions,No,0.89939,313,313,0.86601,0.93276
2019,Schleswig-Holstein,Rural regions,Yes,0.06240,53,601,0.04305,0.08176
2019,Schleswig-Holstein,Rural regions,No,0.93760,548,601,0.91824,0.95695
2019,Hamburg,Urban regions,Yes,0.06832,33,509,0.04638,0.09026
2019,Hamburg,Urban regions,No,0.93168,476,509,0.90974,0.95362
2019,Lower Saxony,No answer / don't know,No,0.92078,32,32,0.82571,1.01586
2019,Lower Saxony,Urban regions,Yes,0.06596,79,1025,0.05075,0.08116
2019,Lower Saxony,Urban regions,No,0.93404,946,1025,0.91884,0.94925
2019,Lower Saxony,Rural regions,Yes,0.06953,115,1433,0.05636,0.08270
2019,Lower Saxony,Rural regions,No,0.93047,1318,1433,0.91730,0.94364
2019,Bremen,Urban regions,No,0.93140,196,196,0.89592,0.96688
2019,North Rhine-Westphalia,No answer / don't know,No,0.87075,104,104,0.80596,0.93554
2019,North Rhine-Westphalia,Urban regions,Yes,0.06304,383,5189,0.05643,0.06965
2019,North Rhine-Westphalia,Urban regions,No,0.93696,4806,5189,0.93035,0.94357
2019,North Rhine-Westphalia,Rural regions,No,0.93125,93,93,0.87954,0.98295
2019,Hesse,No answer / don't know,No,0.86828,49,49,0.77261,0.96396
2019,Hesse,Urban regions,Yes,0.08588,107,1323,0.07078,0.10098
2019,Hesse,Urban regions,No,0.91412,1216,1323,0.89902,0.92922
2019,Hesse,Rural regions,No,0.93502,311,311,0.90758,0.96246
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07209,71,1081,0.05667,0.08752
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92791,1010,1081,0.91248,0.94333
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.96934,351,351,0.95127,0.98740
2019,Baden-Wuerttemberg,No answer / don't know,No,0.90997,44,44,0.82442,0.99552
2019,Baden-Wuerttemberg,Urban regions,Yes,0.08523,213,2471,0.07422,0.09625
2019,Baden-Wuerttemberg,Urban regions,No,0.91477,2258,2471,0.90375,0.92578
2019,Baden-Wuerttemberg,Rural regions,No,0.91357,256,256,0.87908,0.94806
2019,Bavaria,No answer / don't know,No,0.87393,74,74,0.79779,0.95008
2019,Bavaria,Urban regions,Yes,0.06916,132,1769,0.05734,0.08099
2019,Bavaria,Urban regions,No,0.93084,1637,1769,0.91901,0.94266
2019,Bavaria,Rural regions,Yes,0.06526,155,2099,0.05469,0.07583
2019,Bavaria,Rural regions,No,0.93474,1944,2099,0.92417,0.94531
2019,Berlin,No answer / don't know,No,0.91572,67,67,0.84869,0.98274
2019,Berlin,Urban regions,Yes,0.09436,81,951,0.07577,0.11295
2019,Berlin,Urban regions,No,0.90564,870,951,0.88705,0.92423
2019,Brandenburg,Urban regions,No,0.91595,88,88,0.85765,0.97426
2019,Brandenburg,Rural regions,Yes,0.04237,55,1001,0.02989,0.05486
2019,Brandenburg,Rural regions,No,0.95763,946,1001,0.94514,0.97011
2019,Mecklenburg-Western Pomerania,Urban regions,No,0.95174,92,92,0.90770,0.99577
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09767,31,507,0.07180,0.12353
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.90233,476,507,0.87647,0.92820
2019,Saxony,Urban regions,Yes,0.09525,62,853,0.07553,0.11496
2019,Saxony,Urban regions,No,0.90475,791,853,0.88504,0.92447
2019,Saxony,Rural regions,Yes,0.05112,40,755,0.03540,0.06685
2019,Saxony,Rural regions,No,0.94888,715,755,0.93315,0.96460
2019,Saxony-Anhalt,Urban regions,No,0.92546,175,175,0.88643,0.96448
2019,Saxony-Anhalt,Rural regions,Yes,0.05597,42,685,0.03874,0.07320
2019,Saxony-Anhalt,Rural regions,No,0.94403,643,685,0.92680,0.96126
2019,Thuringa,Urban regions,No,0.93156,265,265,0.90110,0.96202
2019,Thuringa,Rural regions,Yes,0.05413,39,626,0.03639,0.07187
2019,Thuringa,Rural regions,No,0.94587,587,626,0.92813,0.96361
2021,Schleswig-Holstein,Urban regions,No,0.96266,310,310,0.94152,0.98380
2021,Schleswig-Holstein,Rural regions,Yes,0.04981,33,496,0.03065,0.06898
2021,Schleswig-Holstein,Rural regions,No,0.95019,463,496,0.93102,0.96935
2021,Hamburg,Urban regions,No,0.89957,423,423,0.87089,0.92825
2021,Lower Saxony,Urban regions,Yes,0.10454,74,842,0.08386,0.12522
2021,Lower Saxony,Urban regions,No,0.89546,768,842,0.87478,0.91614
2021,Lower Saxony,Rural regions,Yes,0.08055,97,1039,0.06399,0.09710
2021,Lower Saxony,Rural regions,No,0.91945,942,1039,0.90290,0.93601
2021,Bremen,Urban regions,No,0.96964,138,138,0.94091,0.99837
2021,North Rhine-Westphalia,Urban regions,Yes,0.09320,357,4017,0.08421,0.10220
2021,North Rhine-Westphalia,Urban regions,No,0.90680,3660,4017,0.89780,0.91579
2021,North Rhine-Westphalia,Rural regions,No,0.92532,86,86,0.86943,0.98120
2021,Hesse,Urban regions,Yes,0.10414,99,1089,0.08599,0.12229
2021,Hesse,Urban regions,No,0.89586,990,1089,0.87771,0.91401
2021,Hesse,Rural regions,No,0.95186,221,221,0.92358,0.98015
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09306,72,768,0.07250,0.11362
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90694,696,768,0.88638,0.92750
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.97545,214,214,0.95467,0.99623
2021,Baden-Wuerttemberg,Urban regions,Yes,0.09090,174,1930,0.07807,0.10372
2021,Baden-Wuerttemberg,Urban regions,No,0.90910,1756,1930,0.89628,0.92193
2021,Baden-Wuerttemberg,Rural regions,No,0.90846,215,215,0.86982,0.94709
2021,Bavaria,Urban regions,Yes,0.08575,107,1379,0.07096,0.10053
2021,Bavaria,Urban regions,No,0.91425,1272,1379,0.89947,0.92904
2021,Bavaria,Rural regions,Yes,0.07219,129,1473,0.05897,0.08541
2021,Bavaria,Rural regions,No,0.92781,1344,1473,0.91459,0.94103
2021,Berlin,Urban regions,Yes,0.06942,70,906,0.05286,0.08598
2021,Berlin,Urban regions,No,0.93058,836,906,0.91402,0.94714
2021,Brandenburg,Urban regions,No,0.92043,62,62,0.85252,0.98834
2021,Brandenburg,Rural regions,Yes,0.07864,54,632,0.05764,0.09964
2021,Brandenburg,Rural regions,No,0.92136,578,632,0.90036,0.94236
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.81618,70,70,0.72478,0.90757
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10862,32,332,0.07510,0.14214
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.89138,300,332,0.85786,0.92490
2021,Saxony,Urban regions,Yes,0.13338,47,628,0.10677,0.15999
2021,Saxony,Urban regions,No,0.86662,581,628,0.84001,0.89323
2021,Saxony,Rural regions,Yes,0.04033,31,532,0.02359,0.05706
2021,Saxony,Rural regions,No,0.95967,501,532,0.94294,0.97641
2021,Saxony-Anhalt,Urban regions,No,0.88608,137,137,0.83268,0.93948
2021,Saxony-Anhalt,Rural regions,No,0.93909,430,430,0.91646,0.96172
2021,Thuringa,Urban regions,No,0.91269,214,214,0.87478,0.95060
2021,Thuringa,Rural regions,No,0.93793,372,372,0.91338,0.96248
