year,quintil_oecd_hh,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,1st Quintile,Owner,No,0.96202,585,585,0.94652,0.97753
1991,1st Quintile,Tenant,No,0.95693,1410,1410,0.94633,0.96753
1991,2nd Quintile,Owner,No,0.93697,262,262,0.90749,0.96646
1991,2nd Quintile,Tenant,No,0.92925,819,819,0.91168,0.94682
1991,3rd Quintile,Owner,No,0.93379,376,376,0.90862,0.95895
1991,3rd Quintile,Tenant,No,0.95116,745,745,0.93567,0.96665
1991,4th Quintile,Owner,No,0.89106,454,454,0.86237,0.91975
1991,4th Quintile,Tenant,No,0.89129,632,632,0.86701,0.91558
1991,5th Quintile,Owner,"Yes, Regularly",0.17975,96,547,0.14754,0.21195
1991,5th Quintile,Owner,"Yes, Occasionally",0.08217,38,547,0.05914,0.10521
1991,5th Quintile,Owner,No,0.73808,413,547,0.70120,0.77496
1991,5th Quintile,Tenant,"Yes, Regularly",0.10350,39,482,0.07628,0.13072
1991,5th Quintile,Tenant,No,0.82464,443,482,0.79065,0.85862
1994,1st Quintile,Owner,No,0.91971,247,247,0.88576,0.95367
1994,1st Quintile,Tenant,No,0.94090,1018,1018,0.92640,0.95539
1994,2nd Quintile,Owner,No,0.91510,412,412,0.88815,0.94205
1994,2nd Quintile,Tenant,No,0.94183,924,924,0.92673,0.95693
1994,3rd Quintile,Owner,No,0.90506,470,470,0.87853,0.93159
1994,3rd Quintile,Tenant,No,0.93362,807,807,0.91643,0.95080
1994,4th Quintile,Owner,No,0.88227,449,449,0.85242,0.91211
1994,4th Quintile,Tenant,No,0.92434,687,687,0.90455,0.94413
1994,5th Quintile,Owner,"Yes, Regularly",0.18630,95,599,0.15510,0.21751
1994,5th Quintile,Owner,"Yes, Occasionally",0.08668,46,599,0.06412,0.10923
1994,5th Quintile,Owner,No,0.72702,458,599,0.69131,0.76273
1994,5th Quintile,Tenant,"Yes, Regularly",0.11882,39,493,0.09023,0.14741
1994,5th Quintile,Tenant,No,0.81709,454,493,0.78293,0.85125
1999,1st Quintile,Owner,No,0.89586,246,246,0.85762,0.93411
1999,1st Quintile,Tenant,No,0.96115,1202,1202,0.95022,0.97208
1999,2nd Quintile,Owner,No,0.92629,481,481,0.90291,0.94966
1999,2nd Quintile,Tenant,No,0.93369,977,977,0.91808,0.94930
1999,3rd Quintile,Owner,No,0.94272,612,612,0.92430,0.96115
1999,3rd Quintile,Tenant,No,0.93414,821,821,0.91717,0.95112
1999,4th Quintile,Owner,"Yes, Regularly",0.07362,32,660,0.05368,0.09356
1999,4th Quintile,Owner,No,0.87857,628,660,0.85363,0.90351
1999,4th Quintile,Tenant,No,0.91318,646,646,0.89145,0.93491
1999,5th Quintile,Owner,"Yes, Regularly",0.19782,121,758,0.16944,0.22620
1999,5th Quintile,Owner,"Yes, Occasionally",0.09087,57,758,0.07039,0.11135
1999,5th Quintile,Owner,No,0.71131,580,758,0.67903,0.74359
1999,5th Quintile,Tenant,"Yes, Regularly",0.12207,45,455,0.09196,0.15219
1999,5th Quintile,Tenant,No,0.82849,410,455,0.79382,0.86317
2000,1st Quintile,Owner,No,0.91616,481,481,0.89137,0.94096
2000,1st Quintile,Tenant,"Yes, Regularly",0.02453,37,1996,0.01774,0.03132
2000,1st Quintile,Tenant,No,0.96280,1959,1996,0.95449,0.97110
2000,2nd Quintile,Owner,No,0.93250,918,918,0.91626,0.94874
