year,quintil_oecd_hh,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,2nd Quintile,Tenant,"Yes, Regularly",0.03122,31,1703,0.02295,0.03948
2000,2nd Quintile,Tenant,No,0.95249,1672,1703,0.94238,0.96259
2000,3rd Quintile,Owner,"Yes, Regularly",0.04337,37,1202,0.03185,0.05489
2000,3rd Quintile,Owner,No,0.93205,1165,1202,0.91781,0.94628
2000,3rd Quintile,Tenant,No,0.94446,1346,1346,0.93222,0.95670
2000,4th Quintile,Owner,"Yes, Regularly",0.05615,66,1442,0.04426,0.06804
2000,4th Quintile,Owner,"Yes, Occasionally",0.03233,42,1442,0.02319,0.04146
2000,4th Quintile,Owner,No,0.91153,1334,1442,0.89686,0.92619
2000,4th Quintile,Tenant,"Yes, Regularly",0.04181,43,1114,0.03005,0.05356
2000,4th Quintile,Tenant,No,0.93049,1071,1114,0.91555,0.94543
2000,5th Quintile,Owner,"Yes, Regularly",0.18814,260,1628,0.16915,0.20713
2000,5th Quintile,Owner,"Yes, Occasionally",0.07601,109,1628,0.06313,0.08888
2000,5th Quintile,Owner,No,0.73585,1259,1628,0.71443,0.75727
2000,5th Quintile,Tenant,"Yes, Regularly",0.10794,75,775,0.08608,0.12981
2000,5th Quintile,Tenant,"Yes, Occasionally",0.04797,34,775,0.03292,0.06303
2000,5th Quintile,Tenant,No,0.84408,666,775,0.81852,0.86964
2001,1st Quintile,Owner,No,0.92882,375,375,0.90276,0.95488
2001,1st Quintile,Tenant,No,0.96675,1793,1793,0.95845,0.97505
2001,2nd Quintile,Owner,No,0.91267,858,858,0.89377,0.93157
2001,2nd Quintile,Tenant,"Yes, Regularly",0.03359,35,1515,0.02452,0.04267
2001,2nd Quintile,Tenant,No,0.93700,1480,1515,0.92476,0.94924
2001,3rd Quintile,Owner,"Yes, Regularly",0.04132,36,1168,0.02990,0.05274
2001,3rd Quintile,Owner,"Yes, Occasionally",0.03620,32,1168,0.02548,0.04692
2001,3rd Quintile,Owner,No,0.92248,1100,1168,0.90713,0.93782
2001,3rd Quintile,Tenant,"Yes, Regularly",0.04479,41,1241,0.03328,0.05631
2001,3rd Quintile,Tenant,No,0.92826,1200,1241,0.91389,0.94262
2001,4th Quintile,Owner,"Yes, Regularly",0.06898,77,1327,0.05534,0.08262
2001,4th Quintile,Owner,"Yes, Occasionally",0.03890,42,1327,0.02849,0.04930
2001,4th Quintile,Owner,No,0.89213,1208,1327,0.87543,0.90882
2001,4th Quintile,Tenant,"Yes, Regularly",0.05108,42,1032,0.03765,0.06452
2001,4th Quintile,Tenant,"Yes, Occasionally",0.03729,31,1032,0.02573,0.04886
2001,4th Quintile,Tenant,No,0.91162,959,1032,0.89430,0.92895
2001,5th Quintile,Owner,"Yes, Regularly",0.21865,270,1455,0.19740,0.23989
2001,5th Quintile,Owner,"Yes, Occasionally",0.07329,100,1455,0.05989,0.08668
2001,5th Quintile,Owner,No,0.70807,1085,1455,0.68470,0.73144
2001,5th Quintile,Tenant,"Yes, Regularly",0.11371,72,718,0.09047,0.13695
2001,5th Quintile,Tenant,"Yes, Occasionally",0.07530,50,718,0.05598,0.09461
2001,5th Quintile,Tenant,No,0.81099,596,718,0.78233,0.83965
2002,1st Quintile,Owner,No,0.91160,358,358,0.88215,0.94105
2002,1st Quintile,Tenant,No,0.95659,1661,1661,0.94679,0.96639
2002,2nd Quintile,Owner,No,0.94569,807,807,0.93004,0.96134
2002,2nd Quintile,Tenant,"Yes, Regularly",0.03647,32,1372,0.02655,0.04640
2002,2nd Quintile,Tenant,No,0.93537,1340,1372,0.92235,0.94838
2002,3rd Quintile,Owner,No,0.94929,987,987,0.93560,0.96299
2002,3rd Quintile,Tenant,"Yes, Regularly",0.03955,33,1204,0.02854,0.05057
2002,3rd Quintile,Tenant,No,0.93368,1171,1204,0.91962,0.94775
2002,4th Quintile,Owner,"Yes, Regularly",0.06095,66,1319,0.04803,0.07386
2002,4th Quintile,Owner,"Yes, Occasionally",0.03415,41,1319,0.02435,0.04396
2002,4th Quintile,Owner,No,0.90490,1212,1319,0.88907,0.92074
2002,4th Quintile,Tenant,"Yes, Regularly",0.04415,43,1011,0.03148,0.05682
2002,4th Quintile,Tenant,No,0.92527,968,1011,0.90905,0.94149
2002,5th Quintile,Owner,"Yes, Regularly",0.17249,439,2252,0.15688,0.18810
2002,5th Quintile,Owner,"Yes, Occasionally",0.06643,159,2252,0.05615,0.07672
2002,5th Quintile,Owner,No,0.76108,1654,2252,0.74346,0.77869
2002,5th Quintile,Tenant,"Yes, Regularly",0.10734,122,968,0.08783,0.12685
2002,5th Quintile,Tenant,"Yes, Occasionally",0.04640,45,968,0.03314,0.05966
2002,5th Quintile,Tenant,No,0.84626,801,968,0.82352,0.86899
2003,1st Quintile,Owner,No,0.91367,336,336,0.88359,0.94374
2003,1st Quintile,Tenant,No,0.95927,1644,1644,0.94971,0.96883
2003,2nd Quintile,Owner,No,0.94286,790,790,0.92666,0.95906
2003,2nd Quintile,Tenant,"Yes, Regularly",0.03886,32,1365,0.02860,0.04911
2003,2nd Quintile,Tenant,No,0.94843,1333,1365,0.93670,0.96017
2003,3rd Quintile,Owner,"Yes, Regularly",0.04247,31,1018,0.03007,0.05486
2003,3rd Quintile,Owner,No,0.92922,987,1018,0.91346,0.94499
2003,3rd Quintile,Tenant,"Yes, Regularly",0.04652,41,1149,0.03433,0.05870
2003,3rd Quintile,Tenant,No,0.91720,1108,1149,0.90126,0.93314
2003,4th Quintile,Owner,"Yes, Regularly",0.06548,67,1270,0.05187,0.07909
2003,4th Quintile,Owner,"Yes, Occasionally",0.03950,46,1270,0.02878,0.05022
2003,4th Quintile,Owner,No,0.89502,1157,1270,0.87816,0.91189
2003,4th Quintile,Tenant,"Yes, Regularly",0.04161,32,990,0.02917,0.05406
2003,4th Quintile,Tenant,"Yes, Occasionally",0.04147,33,990,0.02904,0.05389
2003,4th Quintile,Tenant,No,0.91692,925,990,0.89972,0.93412
2003,5th Quintile,Owner,"Yes, Regularly",0.19307,460,2146,0.17636,0.20977
2003,5th Quintile,Owner,"Yes, Occasionally",0.07414,150,2146,0.06306,0.08523
2003,5th Quintile,Owner,No,0.73279,1536,2146,0.71406,0.75152
2003,5th Quintile,Tenant,"Yes, Regularly",0.10899,112,880,0.08839,0.12959
2003,5th Quintile,Tenant,"Yes, Occasionally",0.05565,53,880,0.04049,0.07080
2003,5th Quintile,Tenant,No,0.83537,715,880,0.81085,0.85988
2004,1st Quintile,Owner,No,0.95119,320,320,0.92754,0.97483
2004,1st Quintile,Tenant,No,0.95575,1575,1575,0.94559,0.96591
2004,2nd Quintile,Owner,No,0.94212,756,756,0.92547,0.95878
2004,2nd Quintile,Tenant,"Yes, Regularly",0.03604,35,1357,0.02612,0.04596
2004,2nd Quintile,Tenant,No,0.94813,1322,1357,0.93632,0.95993
2004,3rd Quintile,Owner,No,0.93825,993,993,0.92327,0.95323
2004,3rd Quintile,Tenant,No,0.95620,1114,1114,0.94418,0.96822
2004,4th Quintile,Owner,"Yes, Regularly",0.04203,48,1296,0.03110,0.05296
2004,4th Quintile,Owner,"Yes, Occasionally",0.03840,42,1296,0.02793,0.04887
2004,4th Quintile,Owner,No,0.91957,1206,1296,0.90476,0.93439
2004,4th Quintile,Tenant,No,0.92183,912,912,0.90440,0.93926
2004,5th Quintile,Owner,"Yes, Regularly",0.14633,348,2094,0.13119,0.16147
2004,5th Quintile,Owner,"Yes, Occasionally",0.09305,174,2094,0.08060,0.10549
2004,5th Quintile,Owner,No,0.76062,1572,2094,0.74234,0.77890
2004,5th Quintile,Tenant,"Yes, Regularly",0.09169,91,852,0.07230,0.11108
2004,5th Quintile,Tenant,"Yes, Occasionally",0.06149,43,852,0.04535,0.07763
2004,5th Quintile,Tenant,No,0.84682,718,852,0.82262,0.87102
2005,1st Quintile,Owner,No,0.93359,310,310,0.90583,0.96136
2005,1st Quintile,Tenant,No,0.96250,1598,1598,0.95318,0.97181
2005,2nd Quintile,Owner,No,0.94813,728,728,0.93201,0.96425
2005,2nd Quintile,Tenant,"Yes, Regularly",0.04319,39,1279,0.03204,0.05433
2005,2nd Quintile,Tenant,No,0.92579,1240,1279,0.91142,0.94016
2005,3rd Quintile,Owner,No,0.94160,972,972,0.92685,0.95635
2005,3rd Quintile,Tenant,No,0.94309,1031,1031,0.92894,0.95724
2005,4th Quintile,Owner,"Yes, Regularly",0.05889,61,1296,0.04607,0.07171
2005,4th Quintile,Owner,"Yes, Occasionally",0.04765,62,1296,0.03605,0.05926
2005,4th Quintile,Owner,No,0.89346,1173,1296,0.87665,0.91026
2005,4th Quintile,Tenant,"Yes, Regularly",0.05040,33,879,0.03593,0.06487
2005,4th Quintile,Tenant,No,0.90637,846,879,0.88710,0.92564
2005,5th Quintile,Owner,"Yes, Regularly",0.17984,404,1968,0.16286,0.19681
2005,5th Quintile,Owner,"Yes, Occasionally",0.09005,155,1968,0.07740,0.10270
2005,5th Quintile,Owner,No,0.73011,1409,1968,0.71050,0.74973
2005,5th Quintile,Tenant,"Yes, Regularly",0.14716,123,868,0.12358,0.17074
2005,5th Quintile,Tenant,"Yes, Occasionally",0.05420,46,868,0.03913,0.06928
2005,5th Quintile,Tenant,No,0.79864,699,868,0.77194,0.82533
2006,1st Quintile,Owner,No,0.93647,336,336,0.91035,0.96259
2006,1st Quintile,Tenant,No,0.95835,1692,1692,0.94882,0.96787
2006,2nd Quintile,Owner,No,0.92968,764,764,0.91154,0.94783
2006,2nd Quintile,Tenant,"Yes, Regularly",0.03516,37,1389,0.02547,0.04484
2006,2nd Quintile,Tenant,No,0.93909,1352,1389,0.92651,0.95167
2006,3rd Quintile,Owner,"Yes, Regularly",0.04465,39,1190,0.03291,0.05639
2006,3rd Quintile,Owner,"Yes, Occasionally",0.03633,33,1190,0.02570,0.04697
2006,3rd Quintile,Owner,No,0.91902,1118,1190,0.90351,0.93453
2006,3rd Quintile,Tenant,"Yes, Regularly",0.04201,41,1178,0.03055,0.05347
2006,3rd Quintile,Tenant,No,0.93539,1137,1178,0.92134,0.94943
2006,4th Quintile,Owner,"Yes, Regularly",0.04572,67,1479,0.03507,0.05637
2006,4th Quintile,Owner,"Yes, Occasionally",0.05433,68,1479,0.04278,0.06589
2006,4th Quintile,Owner,No,0.89994,1344,1479,0.88465,0.91524
2006,4th Quintile,Tenant,"Yes, Regularly",0.05979,42,980,0.04494,0.07464
2006,4th Quintile,Tenant,No,0.90548,938,980,0.88716,0.92381
2006,5th Quintile,Owner,"Yes, Regularly",0.16405,391,2158,0.14842,0.17968
2006,5th Quintile,Owner,"Yes, Occasionally",0.08039,188,2158,0.06892,0.09186
2006,5th Quintile,Owner,No,0.75556,1579,2158,0.73743,0.77370
2006,5th Quintile,Tenant,"Yes, Regularly",0.13048,116,892,0.10837,0.15260
2006,5th Quintile,Tenant,"Yes, Occasionally",0.04922,42,892,0.03501,0.06342
2006,5th Quintile,Tenant,No,0.82030,734,892,0.79509,0.84551
2007,1st Quintile,Owner,No,0.94800,314,314,0.92341,0.97260
2007,1st Quintile,Tenant,No,0.96470,1591,1591,0.95563,0.97377
2007,2nd Quintile,Owner,No,0.95154,712,712,0.93576,0.96733
2007,2nd Quintile,Tenant,"Yes, Regularly",0.03839,33,1339,0.02810,0.04869
2007,2nd Quintile,Tenant,No,0.93540,1306,1339,0.92223,0.94857
2007,3rd Quintile,Owner,"Yes, Regularly",0.04067,36,1119,0.02909,0.05225
2007,3rd Quintile,Owner,"Yes, Occasionally",0.03876,37,1119,0.02745,0.05007
2007,3rd Quintile,Owner,No,0.92057,1046,1119,0.90471,0.93642
2007,3rd Quintile,Tenant,"Yes, Regularly",0.05103,40,1072,0.03785,0.06421
2007,3rd Quintile,Tenant,No,0.92834,1032,1072,0.91289,0.94379
2007,4th Quintile,Owner,"Yes, Regularly",0.07072,80,1382,0.05720,0.08424
2007,4th Quintile,Owner,"Yes, Occasionally",0.04022,51,1382,0.02986,0.05058
2007,4th Quintile,Owner,No,0.88906,1251,1382,0.87250,0.90563
2007,4th Quintile,Tenant,"Yes, Regularly",0.05895,41,917,0.04370,0.07421
2007,4th Quintile,Tenant,No,0.90560,876,917,0.88667,0.92454
2007,5th Quintile,Owner,"Yes, Regularly",0.19072,411,2025,0.17361,0.20784
2007,5th Quintile,Owner,"Yes, Occasionally",0.08581,175,2025,0.07361,0.09801
2007,5th Quintile,Owner,No,0.72347,1439,2025,0.70398,0.74295
2007,5th Quintile,Tenant,"Yes, Regularly",0.14779,117,796,0.12312,0.17246
2007,5th Quintile,Tenant,"Yes, Occasionally",0.06756,47,796,0.05011,0.08501
2007,5th Quintile,Tenant,No,0.78465,632,796,0.75607,0.81322
2008,1st Quintile,Owner,No,0.94868,312,312,0.92415,0.97320
2008,1st Quintile,Tenant,No,0.97028,1508,1508,0.96170,0.97885
2008,2nd Quintile,Owner,No,0.95672,703,703,0.94167,0.97177
2008,2nd Quintile,Tenant,No,0.94353,1179,1179,0.93034,0.95671
2008,3rd Quintile,Owner,"Yes, Regularly",0.04681,42,1060,0.03409,0.05953
2008,3rd Quintile,Owner,No,0.91920,1018,1060,0.90278,0.93561
2008,3rd Quintile,Tenant,"Yes, Regularly",0.05388,39,1049,0.04021,0.06755
2008,3rd Quintile,Tenant,No,0.92824,1010,1049,0.91262,0.94387
2008,4th Quintile,Owner,"Yes, Regularly",0.05836,66,1266,0.04544,0.07128
2008,4th Quintile,Owner,"Yes, Occasionally",0.05886,58,1266,0.04589,0.07183
2008,4th Quintile,Owner,No,0.88278,1142,1266,0.86505,0.90051
2008,4th Quintile,Tenant,"Yes, Regularly",0.04650,32,825,0.03213,0.06088
2008,4th Quintile,Tenant,No,0.92645,793,825,0.90863,0.94428
2008,5th Quintile,Owner,"Yes, Regularly",0.17057,358,1941,0.15383,0.18730
2008,5th Quintile,Owner,"Yes, Occasionally",0.09335,163,1941,0.08040,0.10630
2008,5th Quintile,Owner,No,0.73608,1420,1941,0.71647,0.75570
2008,5th Quintile,Tenant,"Yes, Regularly",0.14330,99,742,0.11807,0.16852
2008,5th Quintile,Tenant,"Yes, Occasionally",0.07877,49,742,0.05937,0.09816
2008,5th Quintile,Tenant,No,0.77794,594,742,0.74801,0.80787
2009,1st Quintile,Owner,No,0.94468,284,284,0.91804,0.97131
2009,1st Quintile,Tenant,"Yes, Regularly",0.03434,32,1436,0.02492,0.04376
2009,1st Quintile,Tenant,No,0.95411,1404,1436,0.94328,0.96494
2009,2nd Quintile,Owner,No,0.94273,652,652,0.92488,0.96058
2009,2nd Quintile,Tenant,"Yes, Regularly",0.04272,35,1159,0.03107,0.05437
2009,2nd Quintile,Tenant,No,0.93403,1124,1159,0.91973,0.94833
2009,3rd Quintile,Owner,"Yes, Regularly",0.04152,31,976,0.02900,0.05404
2009,3rd Quintile,Owner,No,0.93347,945,976,0.91783,0.94911
2009,3rd Quintile,Tenant,"Yes, Regularly",0.04817,36,922,0.03434,0.06200
2009,3rd Quintile,Tenant,No,0.93622,886,922,0.92044,0.95200
2009,4th Quintile,Owner,"Yes, Regularly",0.06523,74,1245,0.05151,0.07895
2009,4th Quintile,Owner,"Yes, Occasionally",0.04824,47,1245,0.03633,0.06014
2009,4th Quintile,Owner,No,0.88653,1124,1245,0.86891,0.90416
2009,4th Quintile,Tenant,"Yes, Regularly",0.04722,33,771,0.03224,0.06221
2009,4th Quintile,Tenant,No,0.92673,738,771,0.90833,0.94514
2009,5th Quintile,Owner,"Yes, Regularly",0.19527,365,1783,0.17687,0.21368
2009,5th Quintile,Owner,"Yes, Occasionally",0.08555,140,1783,0.07257,0.09854
2009,5th Quintile,Owner,No,0.71917,1278,1783,0.69831,0.74004
2009,5th Quintile,Tenant,"Yes, Regularly",0.14456,85,676,0.11803,0.17109
2009,5th Quintile,Tenant,"Yes, Occasionally",0.04684,34,676,0.03090,0.06278
2009,5th Quintile,Tenant,No,0.80860,557,676,0.77892,0.83828
2010,1st Quintile,Owner,No,0.94249,440,440,0.92072,0.96427
2010,1st Quintile,Tenant,No,0.97999,2654,2654,0.97466,0.98532
2010,2nd Quintile,Owner,No,0.95980,1081,1081,0.94808,0.97151
2010,2nd Quintile,Tenant,"Yes, Regularly",0.04195,36,1784,0.03265,0.05126
2010,2nd Quintile,Tenant,No,0.94419,1748,1784,0.93353,0.95484
2010,3rd Quintile,Owner,"Yes, Regularly",0.04288,40,1303,0.03187,0.05388
2010,3rd Quintile,Owner,No,0.93172,1263,1303,0.91802,0.94542
2010,3rd Quintile,Tenant,"Yes, Regularly",0.04115,36,1203,0.02992,0.05238
2010,3rd Quintile,Tenant,No,0.92464,1167,1203,0.90972,0.93956
2010,4th Quintile,Owner,"Yes, Regularly",0.06619,93,1491,0.05356,0.07881
2010,4th Quintile,Owner,"Yes, Occasionally",0.03147,37,1491,0.02261,0.04034
2010,4th Quintile,Owner,No,0.90234,1361,1491,0.88727,0.91741
2010,4th Quintile,Tenant,"Yes, Regularly",0.04090,39,941,0.02824,0.05356
2010,4th Quintile,Tenant,No,0.93733,902,941,0.92184,0.95283
2010,5th Quintile,Owner,"Yes, Regularly",0.17700,365,1920,0.15992,0.19407
2010,5th Quintile,Owner,"Yes, Occasionally",0.06768,123,1920,0.05644,0.07892
2010,5th Quintile,Owner,No,0.75532,1432,1920,0.73609,0.77456
2010,5th Quintile,Tenant,"Yes, Regularly",0.11426,105,783,0.09197,0.13656
2010,5th Quintile,Tenant,"Yes, Occasionally",0.05203,38,783,0.03646,0.06759
2010,5th Quintile,Tenant,No,0.83371,640,783,0.80761,0.85981
2011,1st Quintile,Owner,No,0.96551,568,568,0.95049,0.98053
2011,1st Quintile,Tenant,No,0.97879,3076,3076,0.97370,0.98388
2011,2nd Quintile,Owner,No,0.95099,1257,1257,0.93905,0.96293
2011,2nd Quintile,Tenant,"Yes, Regularly",0.04167,51,2087,0.03309,0.05024
2011,2nd Quintile,Tenant,No,0.94335,2036,2087,0.93343,0.95327
2011,3rd Quintile,Owner,"Yes, Regularly",0.04626,65,1657,0.03614,0.05637
2011,3rd Quintile,Owner,"Yes, Occasionally",0.02623,36,1657,0.01853,0.03393
2011,3rd Quintile,Owner,No,0.92751,1556,1657,0.91503,0.94000
2011,3rd Quintile,Tenant,"Yes, Regularly",0.03948,42,1542,0.02976,0.04921
2011,3rd Quintile,Tenant,No,0.94458,1500,1542,0.93316,0.95600
2011,4th Quintile,Owner,"Yes, Regularly",0.06429,120,1872,0.05318,0.07541
2011,4th Quintile,Owner,"Yes, Occasionally",0.03481,60,1872,0.02651,0.04312
2011,4th Quintile,Owner,No,0.90089,1692,1872,0.88735,0.91443
2011,4th Quintile,Tenant,"Yes, Regularly",0.04980,61,1163,0.03729,0.06231
2011,4th Quintile,Tenant,No,0.92504,1102,1163,0.90990,0.94018
2011,5th Quintile,Owner,"Yes, Regularly",0.18320,481,2288,0.16735,0.19906
2011,5th Quintile,Owner,"Yes, Occasionally",0.06481,130,2288,0.05472,0.07490
2011,5th Quintile,Owner,No,0.75199,1677,2288,0.73429,0.76969
2011,5th Quintile,Tenant,"Yes, Regularly",0.15007,145,899,0.12671,0.17343
2011,5th Quintile,Tenant,"Yes, Occasionally",0.04391,39,899,0.03050,0.05731
2011,5th Quintile,Tenant,No,0.80603,715,899,0.78016,0.83189
2012,1st Quintile,Owner,No,0.94204,507,507,0.92168,0.96240
2012,1st Quintile,Tenant,No,0.97195,3020,3020,0.96606,0.97784
2012,2nd Quintile,Owner,No,0.94874,1176,1176,0.93613,0.96135
2012,2nd Quintile,Tenant,"Yes, Regularly",0.03822,45,2076,0.02997,0.04647
2012,2nd Quintile,Tenant,No,0.95117,2031,2076,0.94190,0.96044
2012,3rd Quintile,Owner,"Yes, Regularly",0.04185,55,1616,0.03209,0.05162
2012,3rd Quintile,Owner,No,0.94107,1561,1616,0.92958,0.95255
2012,3rd Quintile,Tenant,"Yes, Regularly",0.03200,41,1535,0.02320,0.04081
2012,3rd Quintile,Tenant,No,0.95694,1494,1535,0.94679,0.96710
2012,4th Quintile,Owner,"Yes, Regularly",0.07165,129,1894,0.06003,0.08327
2012,4th Quintile,Owner,"Yes, Occasionally",0.03772,61,1894,0.02914,0.04630
2012,4th Quintile,Owner,No,0.89063,1704,1894,0.87657,0.90469
2012,4th Quintile,Tenant,"Yes, Regularly",0.04221,50,1109,0.03037,0.05405
2012,4th Quintile,Tenant,No,0.93498,1059,1109,0.92047,0.94950
2012,5th Quintile,Owner,"Yes, Regularly",0.15996,427,2283,0.14492,0.17500
2012,5th Quintile,Owner,"Yes, Occasionally",0.05602,129,2283,0.04659,0.06546
2012,5th Quintile,Owner,No,0.78402,1727,2283,0.76713,0.80090
2012,5th Quintile,Tenant,"Yes, Regularly",0.14604,138,862,0.12245,0.16963
2012,5th Quintile,Tenant,"Yes, Occasionally",0.04611,40,862,0.03210,0.06011
2012,5th Quintile,Tenant,No,0.80785,684,862,0.78154,0.83417
2013,1st Quintile,Owner,No,0.96738,558,558,0.95263,0.98213
2013,1st Quintile,Tenant,No,0.97430,3603,3603,0.96914,0.97947
2013,2nd Quintile,Owner,No,0.93777,1227,1227,0.92425,0.95129
2013,2nd Quintile,Tenant,"Yes, Regularly",0.04105,56,2568,0.03337,0.04872
2013,2nd Quintile,Tenant,No,0.94730,2512,2568,0.93866,0.95594
2013,3rd Quintile,Owner,"Yes, Regularly",0.04385,65,1678,0.03405,0.05365
2013,3rd Quintile,Owner,No,0.92414,1613,1678,0.91147,0.93682
2013,3rd Quintile,Tenant,"Yes, Regularly",0.03096,37,1654,0.02261,0.03931
2013,3rd Quintile,Tenant,No,0.95165,1617,1654,0.94130,0.96199
2013,4th Quintile,Owner,"Yes, Regularly",0.07517,144,1822,0.06306,0.08728
2013,4th Quintile,Owner,"Yes, Occasionally",0.03336,52,1822,0.02512,0.04161
2013,4th Quintile,Owner,No,0.89146,1626,1822,0.87718,0.90575
2013,4th Quintile,Tenant,"Yes, Regularly",0.05555,66,1259,0.04290,0.06821
2013,4th Quintile,Tenant,No,0.91945,1193,1259,0.90441,0.93449
2013,5th Quintile,Owner,"Yes, Regularly",0.19838,469,2311,0.18212,0.21464
2013,5th Quintile,Owner,"Yes, Occasionally",0.05349,129,2311,0.04432,0.06267
2013,5th Quintile,Owner,No,0.74813,1713,2311,0.73042,0.76583
2013,5th Quintile,Tenant,"Yes, Regularly",0.16723,155,936,0.14331,0.19115
2013,5th Quintile,Tenant,"Yes, Occasionally",0.03281,36,936,0.02139,0.04422
2013,5th Quintile,Tenant,No,0.79996,745,936,0.77432,0.82561
2014,1st Quintile,Owner,No,0.93662,482,482,0.91485,0.95840
2014,1st Quintile,Tenant,No,0.98144,2909,2909,0.97653,0.98634
2014,2nd Quintile,Owner,No,0.96385,1062,1062,0.95262,0.97508
2014,2nd Quintile,Tenant,"Yes, Regularly",0.04224,53,2198,0.03383,0.05065
2014,2nd Quintile,Tenant,No,0.94091,2145,2198,0.93105,0.95077
2014,3rd Quintile,Owner,"Yes, Regularly",0.05397,71,1574,0.04280,0.06514
2014,3rd Quintile,Owner,"Yes, Occasionally",0.02725,31,1574,0.01921,0.03530
2014,3rd Quintile,Owner,No,0.91878,1472,1574,0.90528,0.93228
2014,3rd Quintile,Tenant,"Yes, Regularly",0.03407,41,1512,0.02492,0.04321
2014,3rd Quintile,Tenant,No,0.95386,1471,1512,0.94328,0.96443
2014,4th Quintile,Owner,"Yes, Regularly",0.08339,145,1715,0.07030,0.09648
2014,4th Quintile,Owner,"Yes, Occasionally",0.03975,51,1715,0.03050,0.04900
2014,4th Quintile,Owner,No,0.87685,1519,1715,0.86130,0.89241
2014,4th Quintile,Tenant,"Yes, Regularly",0.04757,66,1184,0.03544,0.05970
2014,4th Quintile,Tenant,No,0.93289,1118,1184,0.91863,0.94715
2014,5th Quintile,Owner,"Yes, Regularly",0.19241,428,2150,0.17574,0.20908
2014,5th Quintile,Owner,"Yes, Occasionally",0.04810,103,2150,0.03905,0.05715
2014,5th Quintile,Owner,No,0.75949,1619,2150,0.74142,0.77756
2014,5th Quintile,Tenant,"Yes, Regularly",0.14716,136,862,0.12350,0.17083
2014,5th Quintile,Tenant,"Yes, Occasionally",0.03826,35,862,0.02544,0.05107
2014,5th Quintile,Tenant,No,0.81458,691,862,0.78862,0.84054
