year,bula_h,quintil_oecd_hh,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Schleswig-Holstein,2nd Quintile,No,0.95959,45,45,0.90140,1.01777
1991,Schleswig-Holstein,3rd Quintile,No,0.95743,41,41,0.89487,1.02000
1991,Schleswig-Holstein,4th Quintile,No,0.94325,31,31,0.86046,1.02604
1991,Lower Saxony,2nd Quintile,No,0.91453,119,119,0.86409,0.96498
1991,Lower Saxony,3rd Quintile,No,0.94217,113,113,0.89893,0.98540
1991,Lower Saxony,4th Quintile,No,0.92752,107,107,0.87816,0.97688
1991,Lower Saxony,5th Quintile,No,0.71967,88,88,0.62528,0.81405
1991,North Rhine-Westphalia,2nd Quintile,No,0.89470,326,326,0.86133,0.92807
1991,North Rhine-Westphalia,3rd Quintile,No,0.91981,296,296,0.88882,0.95080
1991,North Rhine-Westphalia,4th Quintile,No,0.86950,270,270,0.82925,0.90976
1991,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.17311,45,252,0.12630,0.21992
1991,North Rhine-Westphalia,5th Quintile,No,0.73068,207,252,0.67580,0.78556
1991,Hesse,2nd Quintile,No,0.94199,105,105,0.89707,0.98692
1991,Hesse,3rd Quintile,No,0.92035,120,120,0.87170,0.96900
1991,Hesse,4th Quintile,No,0.87969,107,107,0.81775,0.94162
1991,Hesse,5th Quintile,No,0.78783,91,91,0.70336,0.87230
1991,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93425,93,93,0.88361,0.98490
1991,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.91354,73,73,0.84862,0.97846
1991,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.84619,77,77,0.76508,0.92730
1991,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.76126,47,47,0.63806,0.88446
1991,Baden-Wuerttemberg,2nd Quintile,No,0.94802,181,181,0.91559,0.98045
1991,Baden-Wuerttemberg,3rd Quintile,No,0.96244,209,209,0.93660,0.98828
1991,Baden-Wuerttemberg,4th Quintile,No,0.90294,216,216,0.86337,0.94251
1991,Baden-Wuerttemberg,5th Quintile,No,0.85653,169,169,0.80352,0.90954
1991,Bavaria,2nd Quintile,No,0.91178,148,148,0.86594,0.95763
1991,Bavaria,3rd Quintile,No,0.93346,196,196,0.89848,0.96844
1991,Bavaria,4th Quintile,No,0.87513,195,195,0.82861,0.92165
1991,Bavaria,5th Quintile,No,0.78470,169,169,0.72255,0.84686
1991,Berlin,1st Quintile,No,0.95363,144,144,0.91917,0.98810
1991,Berlin,2nd Quintile,No,0.95061,33,33,0.87554,1.02569
1991,Berlin,3rd Quintile,No,0.85073,33,33,0.72727,0.97420
1991,Berlin,4th Quintile,No,0.73611,44,44,0.60438,0.86785
1991,Berlin,5th Quintile,No,0.73264,33,33,0.57929,0.88598
1991,Brandenburg,1st Quintile,No,0.95572,314,314,0.93293,0.97851
1991,Mecklenburg-Western Pomerania,1st Quintile,No,0.96417,214,214,0.93921,0.98913
1991,Saxony,1st Quintile,No,0.95661,581,581,0.94002,0.97319
1991,Saxony-Anhalt,1st Quintile,No,0.95203,362,362,0.92999,0.97408
1991,Thuringa,1st Quintile,No,0.96911,326,326,0.95030,0.98792
1994,Schleswig-Holstein,3rd Quintile,No,0.87572,32,32,0.75958,0.99185
1994,Schleswig-Holstein,4th Quintile,No,0.87809,31,31,0.76101,0.99517
1994,Lower Saxony,1st Quintile,No,0.84595,87,87,0.76965,0.92225
1994,Lower Saxony,2nd Quintile,No,0.86384,77,77,0.78673,0.94095
1994,Lower Saxony,3rd Quintile,No,0.92629,95,95,0.87347,0.97911
1994,Lower Saxony,4th Quintile,No,0.88515,106,106,0.82416,0.94613
1994,Lower Saxony,5th Quintile,No,0.71175,85,85,0.61488,0.80861
1994,North Rhine-Westphalia,1st Quintile,No,0.86875,227,227,0.82472,0.91277
1994,North Rhine-Westphalia,2nd Quintile,No,0.90430,223,223,0.86560,0.94300
1994,North Rhine-Westphalia,3rd Quintile,No,0.85433,219,219,0.80750,0.90116
1994,North Rhine-Westphalia,4th Quintile,No,0.79779,212,212,0.74359,0.85199
1994,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.23127,53,235,0.17724,0.28529
1994,North Rhine-Westphalia,5th Quintile,No,0.67518,182,235,0.61517,0.73518
1994,Hesse,1st Quintile,No,0.89870,72,72,0.82851,0.96888
1994,Hesse,2nd Quintile,No,0.84118,71,71,0.75555,0.92681
1994,Hesse,3rd Quintile,No,0.79011,85,85,0.70302,0.87720
1994,Hesse,4th Quintile,No,0.87931,80,80,0.80747,0.95114
1994,Hesse,5th Quintile,No,0.76558,96,96,0.68039,0.85077
1994,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.93842,55,55,0.87431,1.00254
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.82103,63,63,0.72562,0.91645
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95935,60,60,0.90897,1.00974
1994,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.87706,67,67,0.79784,0.95628
1994,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.69989,46,46,0.56598,0.83380
1994,Baden-Wuerttemberg,1st Quintile,No,0.93559,136,136,0.89417,0.97700
1994,Baden-Wuerttemberg,2nd Quintile,No,0.86902,130,130,0.81080,0.92724
1994,Baden-Wuerttemberg,3rd Quintile,No,0.84050,163,163,0.78411,0.89688
1994,Baden-Wuerttemberg,4th Quintile,No,0.95022,177,177,0.91809,0.98235
1994,Baden-Wuerttemberg,5th Quintile,No,0.77067,148,148,0.70270,0.83863
1994,Bavaria,1st Quintile,No,0.91184,104,104,0.85708,0.96659
1994,Bavaria,2nd Quintile,No,0.92339,136,136,0.87852,0.96826
1994,Bavaria,3rd Quintile,No,0.90002,162,162,0.85368,0.94636
1994,Bavaria,4th Quintile,No,0.86100,169,169,0.80869,0.91331
1994,Bavaria,5th Quintile,No,0.79869,177,177,0.73945,0.85793
1994,Berlin,1st Quintile,No,0.96504,61,61,0.91856,1.01152
1994,Berlin,2nd Quintile,No,0.96116,54,54,0.90914,1.01318
1994,Berlin,3rd Quintile,No,0.74844,56,56,0.63376,0.86311
1994,Berlin,4th Quintile,No,0.81285,64,64,0.71654,0.90917
1994,Berlin,5th Quintile,No,0.66380,40,40,0.51553,0.81206
1994,Brandenburg,2nd Quintile,No,0.91161,85,85,0.85091,0.97232
1994,Brandenburg,3rd Quintile,No,0.98437,66,66,0.95421,1.01452
1994,Mecklenburg-Western Pomerania,1st Quintile,No,0.96416,56,56,0.91503,1.01329
1994,Mecklenburg-Western Pomerania,2nd Quintile,No,0.95176,66,66,0.89967,1.00385
1994,Saxony,1st Quintile,No,0.92769,148,148,0.88582,0.96956
1994,Saxony,2nd Quintile,No,0.96659,182,182,0.94041,0.99277
1994,Saxony,3rd Quintile,No,0.96644,114,114,0.93324,0.99965
1994,Saxony,4th Quintile,No,0.98845,68,68,0.96287,1.01403
1994,Saxony-Anhalt,1st Quintile,No,0.93756,86,86,0.88612,0.98900
1994,Saxony-Anhalt,2nd Quintile,No,0.99318,105,105,0.97737,1.00900
1994,Saxony-Anhalt,3rd Quintile,No,0.98780,81,81,0.96375,1.01186
1994,Thuringa,1st Quintile,No,0.95782,99,99,0.91802,0.99762
1994,Thuringa,2nd Quintile,No,0.92787,93,93,0.87501,0.98073
1999,Schleswig-Holstein,2nd Quintile,No,0.98571,37,37,0.94695,1.02448
1999,Schleswig-Holstein,4th Quintile,No,0.89445,32,32,0.78629,1.00261
1999,Schleswig-Holstein,5th Quintile,No,0.85246,36,36,0.73496,0.96995
1999,Lower Saxony,1st Quintile,No,0.94528,112,112,0.90297,0.98759
1999,Lower Saxony,2nd Quintile,No,0.92770,109,109,0.87885,0.97654
1999,Lower Saxony,3rd Quintile,No,0.96597,132,132,0.93491,0.99702
1999,Lower Saxony,4th Quintile,No,0.85606,102,102,0.78759,0.92452
1999,Lower Saxony,5th Quintile,No,0.81889,103,103,0.74415,0.89362
1999,North Rhine-Westphalia,1st Quintile,No,0.91433,277,277,0.88132,0.94735
1999,North Rhine-Westphalia,2nd Quintile,No,0.88943,274,274,0.85223,0.92663
1999,North Rhine-Westphalia,3rd Quintile,No,0.86721,228,228,0.82306,0.91135
1999,North Rhine-Westphalia,4th Quintile,No,0.79518,242,242,0.74422,0.84613
1999,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.21175,51,275,0.16337,0.26012
1999,North Rhine-Westphalia,5th Quintile,No,0.68299,224,275,0.62789,0.73809
1999,Hesse,1st Quintile,No,0.89624,95,95,0.83460,0.95789
1999,Hesse,2nd Quintile,No,0.92791,82,82,0.87159,0.98424
1999,Hesse,3rd Quintile,No,0.94410,82,82,0.89407,0.99413
1999,Hesse,4th Quintile,No,0.95444,89,89,0.91087,0.99801
1999,Hesse,5th Quintile,No,0.64804,71,71,0.53616,0.75992
1999,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94662,76,76,0.89575,0.99750
1999,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.95097,76,76,0.90210,0.99984
1999,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.92330,76,76,0.86307,0.98353
1999,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.86554,84,84,0.79215,0.93894
1999,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.71724,51,51,0.59242,0.84207
1999,Baden-Wuerttemberg,1st Quintile,No,0.89815,169,169,0.85242,0.94389
1999,Baden-Wuerttemberg,2nd Quintile,No,0.95017,174,174,0.91775,0.98260
1999,Baden-Wuerttemberg,3rd Quintile,No,0.94327,190,190,0.91029,0.97625
1999,Baden-Wuerttemberg,4th Quintile,No,0.91428,163,163,0.87117,0.95739
1999,Baden-Wuerttemberg,5th Quintile,No,0.79688,135,135,0.72876,0.86500
1999,Bavaria,1st Quintile,No,0.95692,149,149,0.92421,0.98963
1999,Bavaria,2nd Quintile,No,0.84016,141,141,0.77945,0.90086
1999,Bavaria,3rd Quintile,No,0.93854,180,180,0.90336,0.97373
1999,Bavaria,4th Quintile,No,0.91223,207,207,0.87360,0.95087
1999,Bavaria,5th Quintile,No,0.76718,178,178,0.70492,0.82945
1999,Berlin,1st Quintile,No,0.97323,72,72,0.93569,1.01078
1999,Berlin,2nd Quintile,No,0.94148,44,44,0.87132,1.01164
1999,Berlin,3rd Quintile,No,0.88271,66,66,0.80449,0.96094
1999,Berlin,4th Quintile,No,0.97308,65,65,0.93342,1.01273
1999,Berlin,5th Quintile,No,0.74269,40,40,0.60549,0.87989
1999,Brandenburg,1st Quintile,No,0.98073,68,68,0.94781,1.01365
1999,Brandenburg,2nd Quintile,No,0.97371,84,84,0.93928,1.00813
1999,Brandenburg,3rd Quintile,No,0.95875,73,73,0.91281,1.00469
1999,Mecklenburg-Western Pomerania,1st Quintile,No,0.96100,55,55,0.90936,1.01263
1999,Saxony,1st Quintile,No,0.98482,138,138,0.96435,1.00530
1999,Saxony,2nd Quintile,No,0.95701,171,171,0.92651,0.98750
1999,Saxony,3rd Quintile,No,0.96718,134,134,0.93690,0.99746
1999,Saxony,4th Quintile,No,0.95793,87,87,0.91550,1.00036
1999,Saxony,5th Quintile,No,0.82816,34,34,0.69945,0.95687
1999,Saxony-Anhalt,1st Quintile,No,0.98963,96,96,0.96925,1.01000
1999,Saxony-Anhalt,2nd Quintile,No,0.98258,85,85,0.95461,1.01056
1999,Saxony-Anhalt,3rd Quintile,No,0.94442,86,86,0.89572,0.99313
1999,Thuringa,1st Quintile,No,0.97241,89,89,0.93818,1.00663
1999,Thuringa,2nd Quintile,No,0.97090,98,98,0.93745,1.00435
1999,Thuringa,4th Quintile,No,0.90448,41,41,0.81339,0.99557
2000,Schleswig-Holstein,1st Quintile,No,0.94445,62,62,0.88697,1.00193
2000,Schleswig-Holstein,2nd Quintile,No,0.96227,76,76,0.91915,1.00540
2000,Schleswig-Holstein,3rd Quintile,No,0.95671,75,75,0.91035,1.00308
2000,Schleswig-Holstein,4th Quintile,No,0.93218,78,78,0.87602,0.98834
2000,Schleswig-Holstein,5th Quintile,No,0.80145,76,76,0.71117,0.89174
2000,Hamburg,1st Quintile,No,0.94359,33,33,0.86366,1.02353
2000,Hamburg,2nd Quintile,No,0.92755,34,34,0.83910,1.01600
2000,Hamburg,4th Quintile,No,0.94338,31,31,0.86068,1.02608
2000,Hamburg,5th Quintile,No,0.78226,42,42,0.65593,0.90859
2000,Lower Saxony,1st Quintile,No,0.94762,177,177,0.91470,0.98053
2000,Lower Saxony,2nd Quintile,No,0.93548,198,198,0.90117,0.96979
2000,Lower Saxony,3rd Quintile,No,0.89306,211,211,0.85126,0.93486
2000,Lower Saxony,4th Quintile,No,0.90296,228,228,0.86445,0.94146
2000,Lower Saxony,5th Quintile,No,0.77208,162,162,0.70728,0.83688
2000,North Rhine-Westphalia,1st Quintile,No,0.90719,500,500,0.88173,0.93265
2000,North Rhine-Westphalia,2nd Quintile,No,0.92904,512,512,0.90677,0.95130
2000,North Rhine-Westphalia,3rd Quintile,No,0.89321,460,460,0.86496,0.92146
2000,North Rhine-Westphalia,4th Quintile,"Yes, Regularly",0.07407,39,552,0.05220,0.09594
2000,North Rhine-Westphalia,4th Quintile,No,0.87894,513,552,0.85170,0.90618
2000,North Rhine-Westphalia,5th Quintile,"Yes, Regularly",0.20537,113,603,0.17310,0.23764
2000,North Rhine-Westphalia,5th Quintile,"Yes, Occasionally",0.06441,36,603,0.04480,0.08402
2000,North Rhine-Westphalia,5th Quintile,No,0.71523,454,603,0.67918,0.75129
2000,Hesse,1st Quintile,No,0.93449,175,175,0.89772,0.97125
2000,Hesse,2nd Quintile,No,0.95381,144,144,0.91941,0.98821
2000,Hesse,3rd Quintile,No,0.95904,168,168,0.92898,0.98910
