"hlf0261","year","quintil","regtyp","n","percent","lower_confidence","upper_confidence"
"Ja, regelmaessig","1999","1","Staedtischer Raum","33","0.0200316364587286","0.0151193088478908","0.0249439640695663"
"Ja, regelmaessig","1999","1","Laendlicher Raum","","","",""
"Ja, regelmaessig","1999","2","Staedtischer Raum","49","0.0254586355921202","0.0200189921971896","0.0308982789870509"
"Ja, regelmaessig","1999","2","Laendlicher Raum","","","",""
"Ja, regelmaessig","1999","3","Staedtischer Raum","85","0.0547699557987327","0.0457084374234316","0.0638314741740338"
"Ja, regelmaessig","1999","3","Laendlicher Raum","32","0.03899567228008","0.0281815832119355","0.0498097613482245"
"Ja, regelmaessig","1999","4","Staedtischer Raum","153","0.114751729486763","0.099702383886516","0.12980107508701"
"Ja, regelmaessig","1999","4","Laendlicher Raum","","","",""
"Ja, regelmaessig","1999","5","Staedtischer Raum","196","0.23987102636314","0.213894447453867","0.265847605272414"
"Ja, regelmaessig","1999","5","Laendlicher Raum","67","0.316837566274689","0.262440528079836","0.371234604469543"
"Ja, gelegentlich","1999","1","Staedtischer Raum","","","",""
"Ja, gelegentlich","1999","1","Laendlicher Raum","","","",""
"Ja, gelegentlich","1999","2","Staedtischer Raum","61","0.0289149481866393","0.0231280935620998","0.0347018028111788"
"Ja, gelegentlich","1999","2","Laendlicher Raum","","","",""
"Ja, gelegentlich","1999","3","Staedtischer Raum","79","0.0382231954157448","0.0305872701989668","0.0458591206325227"
"Ja, gelegentlich","1999","3","Laendlicher Raum","","","",""
"Ja, gelegentlich","1999","4","Staedtischer Raum","60","0.0493821460802072","0.0391517272122042","0.0596125649482102"
"Ja, gelegentlich","1999","4","Laendlicher Raum","","","",""
"Ja, gelegentlich","1999","5","Staedtischer Raum","83","0.0860234542915271","0.0689655615730141","0.10308134701004"
"Ja, gelegentlich","1999","5","Laendlicher Raum","","","",""
"Nein","1999","1","Staedtischer Raum","3063","0.965733836933054","0.959355836521009","0.9721118373451"
"Nein","1999","1","Laendlicher Raum","2048","0.969267920575065","0.96185971620889","0.97667612494124"
"Nein","1999","2","Staedtischer Raum","3111","0.94562641622124","0.937795609485475","0.953457222957006"
"Nein","1999","2","Laendlicher Raum","2025","0.977401037572376","0.970986218548818","0.983815856595934"
"Nein","1999","3","Staedtischer Raum","2258","0.907006848785523","0.895440619771845","0.9185730777992"
"Nein","1999","3","Laendlicher Raum","1171","0.924328690736555","0.909554697175007","0.939102684298103"
"Nein","1999","4","Staedtischer Raum","1510","0.83586612443303","0.818376804322877","0.853355444543182"
"Nein","1999","4","Laendlicher Raum","652","0.933122139467169","0.914455578873699","0.95178870006064"
"Nein","1999","5","Staedtischer Raum","759","0.674105519345332","0.645591932110479","0.702619106580186"
"Nein","1999","5","Laendlicher Raum","197","0.630500182617156","0.574065686276603","0.686934678957708"
"Ja, regelmaessig","2000","1","Staedtischer Raum","54","0.0149174082091374","0.0115907863377372","0.0182440300805376"
"Ja, regelmaessig","2000","1","Laendlicher Raum","","","",""
"Ja, regelmaessig","2000","2","Staedtischer Raum","122","0.0327189957552524","0.0278883460962015","0.0375496454143033"
"Ja, regelmaessig","2000","2","Laendlicher Raum","40","0.0170530926329424","0.0127127034975498","0.0213934817683349"
"Ja, regelmaessig","2000","3","Staedtischer Raum","146","0.0361566971642016","0.0306631872175812","0.0416502071108219"
"Ja, regelmaessig","2000","3","Laendlicher Raum","61","0.0293735991388051","0.0224029091752782","0.0363442891023321"
"Ja, regelmaessig","2000","4","Staedtischer Raum","244","0.0670817373084335","0.0586593297146294","0.0755041449022375"
"Ja, regelmaessig","2000","4","Laendlicher Raum","72","0.0772171144457774","0.0627620845915926","0.0916721442999622"
"Ja, regelmaessig","2000","5","Staedtischer Raum","483","0.237356523055859","0.219904069094067","0.254808977017652"
"Ja, regelmaessig","2000","5","Laendlicher Raum","106","0.19082112958633","0.159689068206808","0.221953190965853"
"Ja, gelegentlich","2000","1","Staedtischer Raum","63","0.0152690849541322","0.01190407989698","0.0186340900112845"
"Ja, gelegentlich","2000","1","Laendlicher Raum","","","",""
"Ja, gelegentlich","2000","2","Staedtischer Raum","69","0.0178267041021395","0.0142336908558241","0.0214197173484549"
"Ja, gelegentlich","2000","2","Laendlicher Raum","35","0.0124520242178512","0.00873443720979081","0.0161696112259116"
"Ja, gelegentlich","2000","3","Staedtischer Raum","93","0.0297684280899864","0.0247673000350259","0.0347695561449469"
"Ja, gelegentlich","2000","3","Laendlicher Raum","","","",""
"Ja, gelegentlich","2000","4","Staedtischer Raum","164","0.0528334905058773","0.0453020140063871","0.0603649670053676"
"Ja, gelegentlich","2000","4","Laendlicher Raum","39","0.0378673345740604","0.0275311015552504","0.0482035675928704"
"Ja, gelegentlich","2000","5","Staedtischer Raum","177","0.0710959191164625","0.0605544071223991","0.0816374311105259"
"Ja, gelegentlich","2000","5","Laendlicher Raum","42","0.0761306468340615","0.0551191292884955","0.0971421643796275"
"Nein","2000","1","Staedtischer Raum","4984","0.96981350683673","0.965118125440424","0.974508888233037"
"Nein","2000","1","Laendlicher Raum","3409","0.983354720732227","0.979083115586975","0.987626325877478"
"Nein","2000","2","Staedtischer Raum","5019","0.949454300142608","0.943505787768392","0.955402812516824"
"Nein","2000","2","Laendlicher Raum","3343","0.970494883149206","0.96482195404312","0.976167812255293"
"Nein","2000","3","Staedtischer Raum","4197","0.934074874745812","0.926772423783644","0.94137732570798"
"Nein","2000","3","Laendlicher Raum","2167","0.957179618183498","0.948821796058351","0.965537440308644"
"Nein","2000","4","Staedtischer Raum","2981","0.880084772185689","0.869147431796426","0.891022112574952"
"Nein","2000","4","Laendlicher Raum","1199","0.884915550980162","0.867634439246527","0.902196662713798"
"Nein","2000","5","Staedtischer Raum","1623","0.691547557827678","0.672602311001028","0.710492804654328"
"Nein","2000","5","Laendlicher Raum","464","0.733048223579608","0.6980008836915","0.768095563467716"
"Ja, regelmaessig","2001","1","Staedtischer Raum","63","0.0222257106573638","0.0178246577376584","0.0266267635770692"
"Ja, regelmaessig","2001","1","Laendlicher Raum","30","0.0145920755202714","0.0102546041126688","0.0189295469278739"
"Ja, regelmaessig","2001","2","Staedtischer Raum","132","0.0352374280875035","0.0299424925951216","0.0405323635798854"
"Ja, regelmaessig","2001","2","Laendlicher Raum","35","0.0188154089330971","0.0139230934408471","0.0237077244253471"
"Ja, regelmaessig","2001","3","Staedtischer Raum","152","0.0455736684840948","0.0392534461042415","0.0518938908639481"
"Ja, regelmaessig","2001","3","Laendlicher Raum","58","0.0298124286699899","0.0225678322982318","0.0370570250417479"
"Ja, regelmaessig","2001","4","Staedtischer Raum","256","0.0837558711458862","0.0743028600933065","0.0932088821984659"
"Ja, regelmaessig","2001","4","Laendlicher Raum","76","0.0703610323744985","0.0565483360159229","0.0841737287330741"
"Ja, regelmaessig","2001","5","Staedtischer Raum","490","0.24597118777592","0.228088755562829","0.263853619989012"
"Ja, regelmaessig","2001","5","Laendlicher Raum","87","0.163204249044784","0.134231910840378","0.192176587249189"
"Ja, gelegentlich","2001","1","Staedtischer Raum","60","0.0175455380029113","0.0136258724209565","0.0214652035848661"
"Ja, gelegentlich","2001","1","Laendlicher Raum","","","",""
"Ja, gelegentlich","2001","2","Staedtischer Raum","64","0.0189895410552146","0.0150699351610721","0.0229091469493571"
"Ja, gelegentlich","2001","2","Laendlicher Raum","30","0.0154070336516883","0.0109722734101891","0.0198417938931875"
"Ja, gelegentlich","2001","3","Staedtischer Raum","122","0.0369565776866451","0.0312395148320304","0.0426736405412598"
"Ja, gelegentlich","2001","3","Laendlicher Raum","36","0.0185809212085482","0.0128285284475287","0.0243333139695678"
