year,quintil_oecd_hh,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,3rd Quintile,West,No,0.90668,2121,2229,0.89460,0.91876
2018,3rd Quintile,East,No,0.93840,648,648,0.91987,0.95692
2018,4th Quintile,West,"Yes, Regularly",0.08575,178,2379,0.07450,0.09701
2018,4th Quintile,West,"Yes, Occasionally",0.02124,42,2379,0.01544,0.02703
2018,4th Quintile,West,No,0.89301,2159,2379,0.88059,0.90543
2018,4th Quintile,East,No,0.92688,468,468,0.90326,0.95049
2018,5th Quintile,West,"Yes, Regularly",0.17306,467,2646,0.15864,0.18747
2018,5th Quintile,West,"Yes, Occasionally",0.04226,111,2646,0.03460,0.04993
2018,5th Quintile,West,No,0.78468,2068,2646,0.76901,0.80034
2018,5th Quintile,East,"Yes, Regularly",0.13360,38,351,0.09796,0.16924
2018,5th Quintile,East,No,0.83843,313,351,0.79987,0.87699
2019,1st Quintile,West,"Yes, Regularly",0.03393,50,2081,0.02615,0.04171
2019,1st Quintile,West,No,0.95293,2031,2081,0.94383,0.96204
2019,1st Quintile,East,No,0.98829,818,818,0.98091,0.99567
2019,2nd Quintile,West,"Yes, Regularly",0.04922,68,2164,0.04010,0.05834
2019,2nd Quintile,West,No,0.93412,2096,2164,0.92366,0.94457
2019,2nd Quintile,East,No,0.96426,799,799,0.95138,0.97714
2019,3rd Quintile,West,"Yes, Regularly",0.07190,116,2173,0.06104,0.08277
2019,3rd Quintile,West,"Yes, Occasionally",0.01908,45,2173,0.01333,0.02483
2019,3rd Quintile,West,No,0.90902,2012,2173,0.89692,0.92111
2019,3rd Quintile,East,No,0.95450,657,657,0.93855,0.97045
2019,4th Quintile,West,"Yes, Regularly",0.09098,192,2366,0.07939,0.10257
2019,4th Quintile,West,"Yes, Occasionally",0.02268,56,2366,0.01668,0.02868
2019,4th Quintile,West,No,0.88634,2118,2366,0.87354,0.89913
2019,4th Quintile,East,"Yes, Regularly",0.06504,31,535,0.04413,0.08596
2019,4th Quintile,East,No,0.92372,504,535,0.90121,0.94624
2019,5th Quintile,West,"Yes, Regularly",0.16953,751,3628,0.15732,0.18174
2019,5th Quintile,West,"Yes, Occasionally",0.04605,181,3628,0.03923,0.05287
2019,5th Quintile,West,No,0.78442,2696,3628,0.77104,0.79781
2019,5th Quintile,East,"Yes, Regularly",0.11276,123,679,0.08895,0.13657
2019,5th Quintile,East,No,0.85391,556,679,0.82733,0.88050
2020,1st Quintile,West,"Yes, Regularly",0.03713,53,2592,0.02985,0.04441
2020,1st Quintile,West,No,0.94504,2539,2592,0.93626,0.95381
2020,1st Quintile,East,No,0.97346,804,804,0.96234,0.98457
2020,2nd Quintile,West,"Yes, Regularly",0.03730,55,2439,0.02978,0.04482
2020,2nd Quintile,West,No,0.94790,2384,2439,0.93908,0.95672
2020,2nd Quintile,East,No,0.96856,837,837,0.95673,0.98039
2020,3rd Quintile,West,"Yes, Regularly",0.05316,93,2216,0.04382,0.06250
2020,3rd Quintile,West,"Yes, Occasionally",0.02198,40,2216,0.01587,0.02808
2020,3rd Quintile,West,No,0.92486,2083,2216,0.91388,0.93584
2020,3rd Quintile,East,No,0.94030,621,621,0.92165,0.95895
2020,4th Quintile,West,"Yes, Regularly",0.07684,153,2342,0.06605,0.08762
2020,4th Quintile,West,"Yes, Occasionally",0.01637,44,2342,0.01123,0.02151
2020,4th Quintile,West,No,0.90679,2145,2342,0.89502,0.91857
2020,4th Quintile,East,No,0.93001,484,484,0.90725,0.95276
2020,5th Quintile,West,"Yes, Regularly",0.17529,615,3145,0.16200,0.18858
2020,5th Quintile,West,"Yes, Occasionally",0.04228,140,3145,0.03524,0.04931
2020,5th Quintile,West,No,0.78243,2390,3145,0.76801,0.79686
2020,5th Quintile,East,"Yes, Regularly",0.13719,94,559,0.10864,0.16574
2020,5th Quintile,East,No,0.83683,465,559,0.80617,0.86749
2021,1st Quintile,West,"Yes, Regularly",0.03763,34,1492,0.02797,0.04729
2021,1st Quintile,West,No,0.94810,1458,1492,0.93685,0.95936
2021,1st Quintile,East,No,0.95319,520,520,0.93501,0.97136
2021,2nd Quintile,West,"Yes, Regularly",0.04310,52,1599,0.03315,0.05306
2021,2nd Quintile,West,No,0.94706,1547,1599,0.93608,0.95803
2021,2nd Quintile,East,No,0.95189,550,550,0.93398,0.96979
2021,3rd Quintile,West,"Yes, Regularly",0.06950,85,1530,0.05675,0.08225
2021,3rd Quintile,West,No,0.89742,1445,1530,0.88221,0.91263
2021,3rd Quintile,East,No,0.93549,450,450,0.91277,0.95821
2021,4th Quintile,West,"Yes, Regularly",0.09967,132,1693,0.08539,0.11394
2021,4th Quintile,West,"Yes, Occasionally",0.03258,48,1693,0.02412,0.04104
2021,4th Quintile,West,No,0.86775,1513,1693,0.85161,0.88390
2021,4th Quintile,East,No,0.90151,354,354,0.87042,0.93259
2021,5th Quintile,West,"Yes, Regularly",0.16182,411,2294,0.14675,0.17689
2021,5th Quintile,West,"Yes, Occasionally",0.04510,112,2294,0.03661,0.05360
2021,5th Quintile,West,No,0.79308,1771,2294,0.77650,0.80966
2021,5th Quintile,East,"Yes, Regularly",0.11880,64,409,0.08740,0.15020
2021,5th Quintile,East,No,0.86515,345,409,0.83201,0.89830
2022,Not included in this version of the questionnaire,West,No,0.98359,142,142,0.96262,1.00456
2022,Not included in this version of the questionnaire,East,No,0.92052,44,44,0.83968,1.00137
2022,1st Quintile,West,"Yes, Regularly",0.02363,99,3394,0.01852,0.02874
2022,1st Quintile,West,"Yes, Occasionally",0.00876,47,3394,0.00562,0.01189
2022,1st Quintile,West,No,0.96762,3248,3394,0.96166,0.97357
2022,1st Quintile,East,No,0.96962,1088,1088,0.95942,0.97982
2022,2nd Quintile,West,"Yes, Regularly",0.04041,77,2877,0.03321,0.04761
2022,2nd Quintile,West,"Yes, Occasionally",0.02466,55,2877,0.01899,0.03032
2022,2nd Quintile,West,No,0.93493,2745,2877,0.92592,0.94395
2022,2nd Quintile,East,No,0.96230,965,965,0.95027,0.97432
2022,3rd Quintile,West,"Yes, Regularly",0.05339,102,2573,0.04470,0.06208
2022,3rd Quintile,West,"Yes, Occasionally",0.01822,42,2573,0.01306,0.02339
2022,3rd Quintile,West,No,0.92839,2429,2573,0.91842,0.93835
2022,3rd Quintile,East,No,0.93858,770,770,0.92161,0.95555
2022,4th Quintile,West,"Yes, Regularly",0.09029,181,2779,0.07963,0.10094
2022,4th Quintile,West,"Yes, Occasionally",0.03217,64,2779,0.02561,0.03873
2022,4th Quintile,West,No,0.87754,2534,2779,0.86535,0.88973
2022,4th Quintile,East,"Yes, Regularly",0.07151,35,629,0.05135,0.09166
2022,4th Quintile,East,No,0.90943,594,629,0.88698,0.93187
2022,5th Quintile,West,"Yes, Regularly",0.14724,485,3247,0.13505,0.15943
2022,5th Quintile,West,"Yes, Occasionally",0.06011,157,3247,0.05193,0.06828
2022,5th Quintile,West,No,0.79265,2605,3247,0.77871,0.80660
2022,5th Quintile,East,"Yes, Regularly",0.10194,82,557,0.07679,0.12709
2022,5th Quintile,East,No,0.84632,475,557,0.81634,0.87630
