year,quintil_oecd,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,2nd Quintile,Very good,0.06394,263,2695,0.05470,0.07318
1994,2nd Quintile,Good,0.28182,1092,2695,0.26483,0.29881
1994,2nd Quintile,Satisfactory,0.27455,892,2695,0.25770,0.29141
1994,2nd Quintile,Poor,0.11736,358,2695,0.10521,0.12952
1994,2nd Quintile,Bad,0.03657,90,2695,0.02948,0.04366
1994,3rd Quintile,Very good,0.07777,302,2701,0.06767,0.08787
1994,3rd Quintile,Good,0.31763,1130,2701,0.30007,0.33519
1994,3rd Quintile,Satisfactory,0.26770,845,2701,0.25100,0.28440
1994,3rd Quintile,Poor,0.11309,337,2701,0.10114,0.12503
1994,3rd Quintile,Bad,0.03135,87,2701,0.02478,0.03792
1994,4th Quintile,Very good,0.07620,265,2536,0.06587,0.08652
1994,4th Quintile,Good,0.34789,1064,2536,0.32935,0.36643
1994,4th Quintile,Satisfactory,0.28318,824,2536,0.26564,0.30071
1994,4th Quintile,Poor,0.11754,324,2536,0.10500,0.13008
1994,4th Quintile,Bad,0.02425,59,2536,0.01826,0.03024
1994,5th Quintile,Very good,0.08514,258,2400,0.07397,0.09630
1994,5th Quintile,Good,0.37517,1038,2400,0.35580,0.39455
1994,5th Quintile,Satisfactory,0.29863,759,2400,0.28032,0.31695
1994,5th Quintile,Poor,0.11802,292,2400,0.10511,0.13093
1994,5th Quintile,Bad,0.01879,53,2400,0.01335,0.02422
1995,1st Quintile,Very good,0.07259,294,2537,0.06249,0.08269
1995,1st Quintile,Good,0.24753,938,2537,0.23074,0.26433
1995,1st Quintile,Satisfactory,0.24201,755,2537,0.22534,0.25868
1995,1st Quintile,Poor,0.13507,413,2537,0.12177,0.14837
1995,1st Quintile,Bad,0.04925,137,2537,0.04083,0.05767
1995,2nd Quintile,Very good,0.05940,271,2860,0.05073,0.06806
1995,2nd Quintile,Good,0.27603,1134,2860,0.25965,0.29242
1995,2nd Quintile,Satisfactory,0.26467,902,2860,0.24850,0.28084
1995,2nd Quintile,Poor,0.13416,422,2860,0.12166,0.14665
1995,2nd Quintile,Bad,0.05033,131,2860,0.04231,0.05834
1995,3rd Quintile,Very good,0.07085,265,2709,0.06118,0.08051
1995,3rd Quintile,Good,0.30159,1099,2709,0.28430,0.31888
1995,3rd Quintile,Satisfactory,0.29366,923,2709,0.27650,0.31081
1995,3rd Quintile,Poor,0.11634,344,2709,0.10426,0.12841
1995,3rd Quintile,Bad,0.02643,78,2709,0.02039,0.03247
1995,4th Quintile,Very good,0.06567,253,2664,0.05626,0.07508
1995,4th Quintile,Good,0.35600,1164,2664,0.33781,0.37418
1995,4th Quintile,Satisfactory,0.28882,853,2664,0.27160,0.30603
1995,4th Quintile,Poor,0.12255,331,2664,0.11010,0.13501
1995,4th Quintile,Bad,0.02547,63,2664,0.01949,0.03146
1995,5th Quintile,Very good,0.06831,220,2469,0.05836,0.07827
1995,5th Quintile,Good,0.39646,1123,2469,0.37716,0.41576
1995,5th Quintile,Satisfactory,0.30026,787,2469,0.28218,0.31835
1995,5th Quintile,Poor,0.10486,277,2469,0.09277,0.11695
1995,5th Quintile,Bad,0.02277,62,2469,0.01689,0.02866
1996,1st Quintile,Very good,0.06064,246,2537,0.05135,0.06993
1996,1st Quintile,Good,0.25303,937,2537,0.23611,0.26996
1996,1st Quintile,Satisfactory,0.25360,809,2537,0.23667,0.27053
1996,1st Quintile,Poor,0.13294,400,2537,0.11973,0.14616
1996,1st Quintile,Bad,0.05904,145,2537,0.04987,0.06821
1996,2nd Quintile,Very good,0.05562,270,2731,0.04702,0.06422
1996,2nd Quintile,Good,0.26743,1038,2731,0.25082,0.28403
1996,2nd Quintile,Satisfactory,0.28708,954,2731,0.27011,0.30405
1996,2nd Quintile,Poor,0.12474,371,2731,0.11234,0.13713
1996,2nd Quintile,Bad,0.03568,98,2731,0.02872,0.04264
1996,3rd Quintile,Very good,0.06825,247,2647,0.05864,0.07786
1996,3rd Quintile,Good,0.30066,1060,2647,0.28319,0.31814
1996,3rd Quintile,Satisfactory,0.30588,929,2647,0.28832,0.32344
1996,3rd Quintile,Poor,0.11707,324,2647,0.10482,0.12932
1996,3rd Quintile,Bad,0.03197,87,2647,0.02526,0.03867
1996,4th Quintile,Very good,0.07574,264,2706,0.06577,0.08571
1996,4th Quintile,Good,0.33906,1135,2706,0.32122,0.35690
1996,4th Quintile,Satisfactory,0.30615,923,2706,0.28878,0.32352
1996,4th Quintile,Poor,0.10386,312,2706,0.09236,0.11536
1996,4th Quintile,Bad,0.02591,72,2706,0.01992,0.03190
1996,5th Quintile,Very good,0.08462,261,2395,0.07347,0.09577
1996,5th Quintile,Good,0.38337,1064,2395,0.36389,0.40284
1996,5th Quintile,Satisfactory,0.29182,736,2395,0.27361,0.31003
1996,5th Quintile,Poor,0.11450,282,2395,0.10175,0.12726
1996,5th Quintile,Bad,0.02110,52,2395,0.01534,0.02686
1997,1st Quintile,Very good,0.05997,226,2379,0.05043,0.06951
1997,1st Quintile,Good,0.25844,920,2379,0.24084,0.27603
1997,1st Quintile,Satisfactory,0.25750,740,2379,0.23992,0.27507
1997,1st Quintile,Poor,0.13644,359,2379,0.12265,0.15024
1997,1st Quintile,Bad,0.05096,134,2379,0.04212,0.05980
1997,2nd Quintile,Very good,0.05517,238,2770,0.04667,0.06368
1997,2nd Quintile,Good,0.27424,1142,2770,0.25762,0.29085
1997,2nd Quintile,Satisfactory,0.29368,919,2770,0.27671,0.31064
1997,2nd Quintile,Poor,0.11686,359,2770,0.10490,0.12883
1997,2nd Quintile,Bad,0.04755,112,2770,0.03963,0.05548
1997,3rd Quintile,Very good,0.06893,212,2558,0.05911,0.07875
1997,3rd Quintile,Good,0.29298,1066,2558,0.27534,0.31062
1997,3rd Quintile,Satisfactory,0.29770,884,2558,0.27998,0.31543
1997,3rd Quintile,Poor,0.11658,318,2558,0.10414,0.12902
1997,3rd Quintile,Bad,0.02968,78,2558,0.02310,0.03626
1997,4th Quintile,Very good,0.07533,249,2661,0.06530,0.08536
1997,4th Quintile,Good,0.35771,1170,2661,0.33949,0.37593
1997,4th Quintile,Satisfactory,0.28544,841,2661,0.26828,0.30260
1997,4th Quintile,Poor,0.11282,325,2661,0.10079,0.12484
1997,4th Quintile,Bad,0.02672,76,2661,0.02059,0.03285
1997,5th Quintile,Very good,0.08439,247,2441,0.07336,0.09542
1997,5th Quintile,Good,0.39359,1131,2441,0.37420,0.41297
1997,5th Quintile,Satisfactory,0.30459,776,2441,0.28633,0.32285
1997,5th Quintile,Poor,0.09518,234,2441,0.08354,0.10682
1997,5th Quintile,Bad,0.02090,53,2441,0.01522,0.02658
1998,1st Quintile,Very good,0.07358,253,2334,0.06299,0.08418
1998,1st Quintile,Good,0.27164,925,2334,0.25359,0.28969
1998,1st Quintile,Satisfactory,0.24365,701,2334,0.22623,0.26107
1998,1st Quintile,Poor,0.10922,327,2334,0.09657,0.12188
1998,1st Quintile,Bad,0.05764,128,2334,0.04819,0.06710
1998,2nd Quintile,Very good,0.06276,241,2564,0.05337,0.07215
1998,2nd Quintile,Good,0.28569,1036,2564,0.26820,0.30318
1998,2nd Quintile,Satisfactory,0.25846,817,2564,0.24152,0.27541
1998,2nd Quintile,Poor,0.12794,363,2564,0.11501,0.14087
1998,2nd Quintile,Bad,0.04357,107,2564,0.03567,0.05147
1998,3rd Quintile,Very good,0.06032,201,2541,0.05106,0.06958
1998,3rd Quintile,Good,0.30534,1086,2541,0.28743,0.32325
1998,3rd Quintile,Satisfactory,0.30671,864,2541,0.28877,0.32464
1998,3rd Quintile,Poor,0.11392,294,2541,0.10157,0.12628
1998,3rd Quintile,Bad,0.03829,96,2541,0.03083,0.04576
1998,4th Quintile,Very good,0.08321,256,2587,0.07257,0.09386
1998,4th Quintile,Good,0.36163,1146,2587,0.34311,0.38015
1998,4th Quintile,Satisfactory,0.28326,822,2587,0.26589,0.30063
1998,4th Quintile,Poor,0.11175,295,2587,0.09961,0.12390
1998,4th Quintile,Bad,0.02592,68,2587,0.01979,0.03204
1998,5th Quintile,Very good,0.08108,226,2274,0.06986,0.09230
1998,5th Quintile,Good,0.38642,1074,2274,0.36641,0.40644
1998,5th Quintile,Satisfactory,0.28983,698,2274,0.27118,0.30848
1998,5th Quintile,Poor,0.11127,240,2274,0.09834,0.12420
1998,5th Quintile,Bad,0.01615,36,2274,0.01096,0.02133
1999,1st Quintile,Very good,0.07462,261,2577,0.06447,0.08477
1999,1st Quintile,Good,0.26843,990,2577,0.25132,0.28554
1999,1st Quintile,Satisfactory,0.24148,804,2577,0.22495,0.25801
1999,1st Quintile,Poor,0.12034,387,2577,0.10778,0.13291
1999,1st Quintile,Bad,0.05169,135,2577,0.04314,0.06024
1999,2nd Quintile,Very good,0.05557,244,2870,0.04719,0.06395
1999,2nd Quintile,Good,0.30064,1186,2870,0.28387,0.31742
1999,2nd Quintile,Satisfactory,0.27867,964,2870,0.26227,0.29508
1999,2nd Quintile,Poor,0.11663,357,2870,0.10489,0.12838
1999,2nd Quintile,Bad,0.04513,119,2870,0.03754,0.05273
1999,3rd Quintile,Very good,0.06320,221,2816,0.05421,0.07218
1999,3rd Quintile,Good,0.31234,1174,2816,0.29522,0.32946
1999,3rd Quintile,Satisfactory,0.28981,979,2816,0.27305,0.30657
1999,3rd Quintile,Poor,0.11703,347,2816,0.10516,0.12891
1999,3rd Quintile,Bad,0.03152,95,2816,0.02507,0.03798
1999,4th Quintile,Very good,0.08820,295,2776,0.07765,0.09875
1999,4th Quintile,Good,0.33320,1153,2776,0.31566,0.35074
1999,4th Quintile,Satisfactory,0.28698,903,2776,0.27015,0.30381
1999,4th Quintile,Poor,0.12533,343,2776,0.11301,0.13765
1999,4th Quintile,Bad,0.02676,82,2776,0.02076,0.03277
1999,5th Quintile,Very good,0.08878,276,2605,0.07785,0.09970
1999,5th Quintile,Good,0.39185,1184,2605,0.37310,0.41060
1999,5th Quintile,Satisfactory,0.29172,810,2605,0.27426,0.30918
1999,5th Quintile,Poor,0.09965,274,2605,0.08815,0.11116
1999,5th Quintile,Bad,0.02607,61,2605,0.01995,0.03219
2000,1st Quintile,Very good,0.06338,235,2582,0.05398,0.07278
2000,1st Quintile,Good,0.26080,972,2582,0.24386,0.27773
2000,1st Quintile,Satisfactory,0.26955,845,2582,0.25243,0.28667
2000,1st Quintile,Poor,0.13554,406,2582,0.12233,0.14875
2000,1st Quintile,Bad,0.04564,124,2582,0.03758,0.05369
2000,2nd Quintile,Very good,0.06404,235,2761,0.05491,0.07318
2000,2nd Quintile,Good,0.26295,1056,2761,0.24652,0.27937
2000,2nd Quintile,Satisfactory,0.29869,974,2761,0.28162,0.31577
2000,2nd Quintile,Poor,0.12427,395,2761,0.11197,0.13658
2000,2nd Quintile,Bad,0.03501,101,2761,0.02815,0.04187
2000,3rd Quintile,Very good,0.05565,197,2712,0.04702,0.06428
2000,3rd Quintile,Good,0.33128,1148,2712,0.31356,0.34900
2000,3rd Quintile,Satisfactory,0.29246,951,2712,0.27533,0.30958
2000,3rd Quintile,Poor,0.11180,336,2712,0.09993,0.12366
2000,3rd Quintile,Bad,0.02651,80,2712,0.02046,0.03255
2000,4th Quintile,Very good,0.07079,254,2687,0.06109,0.08049
2000,4th Quintile,Good,0.34548,1166,2687,0.32749,0.36346
2000,4th Quintile,Satisfactory,0.30755,898,2687,0.29010,0.32500
2000,4th Quintile,Poor,0.10392,295,2687,0.09238,0.11546
2000,4th Quintile,Bad,0.02570,74,2687,0.01971,0.03168
2000,5th Quintile,Very good,0.09642,278,2528,0.08491,0.10793
2000,5th Quintile,Good,0.36014,1131,2528,0.34143,0.37886
2000,5th Quintile,Satisfactory,0.30861,812,2528,0.29060,0.32662
2000,5th Quintile,Poor,0.10020,266,2528,0.08850,0.11191
2000,5th Quintile,Bad,0.02260,41,2528,0.01681,0.02839
2001,1st Quintile,Very good,0.07497,409,3861,0.06666,0.08327
2001,1st Quintile,Good,0.25918,1385,3861,0.24536,0.27301
2001,1st Quintile,Satisfactory,0.25385,1237,3861,0.24012,0.26758
2001,1st Quintile,Poor,0.13247,604,3861,0.12178,0.14316
2001,1st Quintile,Bad,0.05028,226,3861,0.04338,0.05717
2001,2nd Quintile,Very good,0.08440,466,4379,0.07617,0.09264
2001,2nd Quintile,Good,0.28641,1670,4379,0.27302,0.29980
2001,2nd Quintile,Satisfactory,0.27214,1490,4379,0.25895,0.28532
2001,2nd Quintile,Poor,0.11792,592,4379,0.10837,0.12748
2001,2nd Quintile,Bad,0.03146,161,4379,0.02629,0.03664
2001,3rd Quintile,Very good,0.07691,434,4532,0.06915,0.08467
2001,3rd Quintile,Good,0.31826,1857,4532,0.30470,0.33183
2001,3rd Quintile,Satisfactory,0.28425,1510,4532,0.27112,0.29738
2001,3rd Quintile,Poor,0.11261,579,4532,0.10341,0.12182
2001,3rd Quintile,Bad,0.03207,152,4532,0.02694,0.03720
2001,4th Quintile,Very good,0.10072,529,4594,0.09202,0.10943
2001,4th Quintile,Good,0.33638,1903,4594,0.32272,0.35005
2001,4th Quintile,Satisfactory,0.28598,1493,4594,0.27291,0.29905
2001,4th Quintile,Poor,0.10592,531,4594,0.09702,0.11482
2001,4th Quintile,Bad,0.02756,138,4594,0.02282,0.03229
2001,5th Quintile,Very good,0.11242,580,4522,0.10321,0.12163
2001,5th Quintile,Good,0.37371,1985,4522,0.35961,0.38782
2001,5th Quintile,Satisfactory,0.28672,1408,4522,0.27354,0.29990
2001,5th Quintile,Poor,0.09668,452,4522,0.08806,0.10529
2001,5th Quintile,Bad,0.02372,97,4522,0.01929,0.02816
2002,1st Quintile,Very good,0.07209,335,3454,0.06346,0.08071
2002,1st Quintile,Good,0.25230,1181,3454,0.23781,0.26679
2002,1st Quintile,Satisfactory,0.26618,1149,3454,0.25144,0.28092
2002,1st Quintile,Poor,0.13683,585,3454,0.12537,0.14829
2002,1st Quintile,Bad,0.05014,204,3454,0.04286,0.05742
2002,2nd Quintile,Very good,0.06352,326,3936,0.05590,0.07114
2002,2nd Quintile,Good,0.27877,1446,3936,0.26476,0.29278
2002,2nd Quintile,Satisfactory,0.28923,1342,3936,0.27507,0.30340
2002,2nd Quintile,Poor,0.12924,641,3936,0.11876,0.13972
2002,2nd Quintile,Bad,0.04526,181,3936,0.03877,0.05176
2002,3rd Quintile,Very good,0.06938,362,4054,0.06156,0.07721
2002,3rd Quintile,Good,0.31979,1660,4054,0.30543,0.33414
2002,3rd Quintile,Satisfactory,0.28689,1386,4054,0.27296,0.30081
2002,3rd Quintile,Poor,0.10232,493,4054,0.09299,0.11165
2002,3rd Quintile,Bad,0.03256,153,4054,0.02709,0.03802
2002,4th Quintile,Very good,0.07459,402,4347,0.06677,0.08240
2002,4th Quintile,Good,0.33906,1840,4347,0.32499,0.35314
2002,4th Quintile,Satisfactory,0.30031,1487,4347,0.28668,0.31393
2002,4th Quintile,Poor,0.11189,511,4347,0.10252,0.12126
2002,4th Quintile,Bad,0.02508,107,4347,0.02043,0.02973
2002,5th Quintile,Very good,0.09328,522,4967,0.08519,0.10136
2002,5th Quintile,Good,0.38198,2232,4967,0.36846,0.39549
2002,5th Quintile,Satisfactory,0.31031,1614,4967,0.29744,0.32318
2002,5th Quintile,Poor,0.10590,505,4967,0.09734,0.11446
2002,5th Quintile,Bad,0.02146,94,4967,0.01743,0.02549
2003,1st Quintile,Very good,0.06113,278,3397,0.05308,0.06919
2003,1st Quintile,Good,0.26029,1205,3397,0.24553,0.27505
2003,1st Quintile,Satisfactory,0.27110,1140,3397,0.25615,0.28606
2003,1st Quintile,Poor,0.14471,577,3397,0.13288,0.15655
2003,1st Quintile,Bad,0.05174,197,3397,0.04429,0.05919
2003,2nd Quintile,Very good,0.06181,302,3866,0.05422,0.06940
2003,2nd Quintile,Good,0.29330,1494,3866,0.27895,0.30766
2003,2nd Quintile,Satisfactory,0.27420,1319,3866,0.26013,0.28826
2003,2nd Quintile,Poor,0.12497,582,3866,0.11454,0.13539
2003,2nd Quintile,Bad,0.04100,169,3866,0.03474,0.04725
2003,3rd Quintile,Very good,0.06991,373,4120,0.06212,0.07770
2003,3rd Quintile,Good,0.33247,1730,4120,0.31808,0.34686
2003,3rd Quintile,Satisfactory,0.27194,1327,4120,0.25835,0.28552
2003,3rd Quintile,Poor,0.10825,529,4120,0.09877,0.11774
2003,3rd Quintile,Bad,0.03604,161,4120,0.03035,0.04173
2003,4th Quintile,Very good,0.08572,430,4421,0.07746,0.09397
2003,4th Quintile,Good,0.35470,1909,4421,0.34059,0.36880
2003,4th Quintile,Satisfactory,0.27955,1417,4421,0.26632,0.29278
2003,4th Quintile,Poor,0.11127,546,4421,0.10200,0.12054
2003,4th Quintile,Bad,0.02776,119,4421,0.02292,0.03261
2003,5th Quintile,Very good,0.10474,859,6319,0.09719,0.11229
2003,5th Quintile,Good,0.39665,2932,6319,0.38458,0.40871
2003,5th Quintile,Satisfactory,0.27213,1816,6319,0.26116,0.28310
2003,5th Quintile,Poor,0.09588,595,6319,0.08862,0.10314
2003,5th Quintile,Bad,0.02269,117,6319,0.01902,0.02636
2004,1st Quintile,Very good,0.08118,344,3287,0.07184,0.09052
2004,1st Quintile,Good,0.25336,1170,3287,0.23849,0.26823
2004,1st Quintile,Satisfactory,0.24726,1005,3287,0.23251,0.26201
2004,1st Quintile,Poor,0.15202,569,3287,0.13975,0.16430
2004,1st Quintile,Bad,0.05464,199,3287,0.04687,0.06241
2004,2nd Quintile,Very good,0.07549,329,3804,0.06709,0.08388
2004,2nd Quintile,Good,0.27982,1449,3804,0.26556,0.29409
2004,2nd Quintile,Satisfactory,0.26550,1274,3804,0.25146,0.27953
2004,2nd Quintile,Poor,0.13257,569,3804,0.12179,0.14334
2004,2nd Quintile,Bad,0.04646,183,3804,0.03977,0.05315
2004,3rd Quintile,Very good,0.07044,339,3933,0.06244,0.07843
2004,3rd Quintile,Good,0.31930,1604,3933,0.30473,0.33387
2004,3rd Quintile,Satisfactory,0.28101,1324,3933,0.26696,0.29506
2004,3rd Quintile,Poor,0.11731,504,3933,0.10725,0.12737
2004,3rd Quintile,Bad,0.03737,162,3933,0.03144,0.04330
2004,4th Quintile,Very good,0.08258,449,4347,0.07440,0.09077
2004,4th Quintile,Good,0.33540,1844,4347,0.32136,0.34943
2004,4th Quintile,Satisfactory,0.27669,1355,4347,0.26339,0.28999
2004,4th Quintile,Poor,0.13082,568,4347,0.12080,0.14085
2004,4th Quintile,Bad,0.03124,131,4347,0.02607,0.03641
2004,5th Quintile,Very good,0.09824,736,6197,0.09083,0.10565
2004,5th Quintile,Good,0.39973,2883,6197,0.38753,0.41192
2004,5th Quintile,Satisfactory,0.27511,1827,6197,0.26399,0.28623
2004,5th Quintile,Poor,0.10151,621,6197,0.09399,0.10903
2004,5th Quintile,Bad,0.02643,130,6197,0.02244,0.03043
2005,1st Quintile,Very good,0.06882,287,3143,0.05997,0.07767
2005,1st Quintile,Good,0.24814,1070,3143,0.23304,0.26325
2005,1st Quintile,Satisfactory,0.26199,1021,3143,0.24662,0.27737
2005,1st Quintile,Poor,0.15460,566,3143,0.14196,0.16725
2005,1st Quintile,Bad,0.05451,199,3143,0.04657,0.06245
2005,2nd Quintile,Very good,0.06962,281,3675,0.06139,0.07785
2005,2nd Quintile,Good,0.28051,1328,3675,0.26598,0.29503
2005,2nd Quintile,Satisfactory,0.27901,1275,3675,0.26450,0.29351
2005,2nd Quintile,Poor,0.14563,619,3675,0.13422,0.15704
2005,2nd Quintile,Bad,0.04068,172,3675,0.03429,0.04707
2005,3rd Quintile,Very good,0.06606,324,3725,0.05808,0.07404
2005,3rd Quintile,Good,0.30620,1458,3725,0.29139,0.32100
2005,3rd Quintile,Satisfactory,0.28944,1278,3725,0.27487,0.30400
2005,3rd Quintile,Poor,0.12633,520,3725,0.11566,0.13701
2005,3rd Quintile,Bad,0.03641,145,3725,0.03039,0.04243
2005,4th Quintile,Very good,0.07534,387,4186,0.06734,0.08333
2005,4th Quintile,Good,0.33704,1736,4186,0.32272,0.35136
2005,4th Quintile,Satisfactory,0.29455,1401,4186,0.28074,0.30836
2005,4th Quintile,Poor,0.11253,518,4186,0.10296,0.12210
2005,4th Quintile,Bad,0.03542,144,4186,0.02982,0.04102
2005,5th Quintile,Very good,0.09064,666,5896,0.08331,0.09797
2005,5th Quintile,Good,0.40607,2712,5896,0.39353,0.41861
2005,5th Quintile,Satisfactory,0.27875,1787,5896,0.26730,0.29020
2005,5th Quintile,Poor,0.10251,611,5896,0.09477,0.11025
2005,5th Quintile,Bad,0.02228,120,5896,0.01851,0.02604
2006,1st Quintile,Very good,0.07458,266,2950,0.06510,0.08406
2006,1st Quintile,Good,0.25646,1031,2950,0.24070,0.27223
2006,1st Quintile,Satisfactory,0.26525,980,2950,0.24932,0.28118
2006,1st Quintile,Poor,0.14355,500,2950,0.13090,0.15621
2006,1st Quintile,Bad,0.05262,173,2950,0.04456,0.06068
2006,2nd Quintile,Very good,0.05195,214,3286,0.04436,0.05954
2006,2nd Quintile,Good,0.26079,1163,3286,0.24578,0.27581
2006,2nd Quintile,Satisfactory,0.30370,1213,3286,0.28798,0.31943
2006,2nd Quintile,Poor,0.13184,513,3286,0.12027,0.14341
2006,2nd Quintile,Bad,0.05338,183,3286,0.04569,0.06106
2006,3rd Quintile,Very good,0.05525,258,3643,0.04783,0.06267
2006,3rd Quintile,Good,0.31329,1463,3643,0.29823,0.32836
2006,3rd Quintile,Satisfactory,0.28602,1223,3643,0.27135,0.30070
2006,3rd Quintile,Poor,0.12245,529,3643,0.11180,0.13310
2006,3rd Quintile,Bad,0.04195,170,3643,0.03544,0.04846
2006,4th Quintile,Very good,0.06818,314,3930,0.06030,0.07606
2006,4th Quintile,Good,0.34309,1667,3930,0.32824,0.35793
2006,4th Quintile,Satisfactory,0.28658,1298,3930,0.27244,0.30072
2006,4th Quintile,Poor,0.11252,511,3930,0.10264,0.12240
2006,4th Quintile,Bad,0.03456,140,3930,0.02885,0.04027
2006,5th Quintile,Very good,0.08309,546,5506,0.07580,0.09038
2006,5th Quintile,Good,0.39709,2511,5506,0.38416,0.41001
2006,5th Quintile,Satisfactory,0.29748,1781,5506,0.28541,0.30956
2006,5th Quintile,Poor,0.10222,558,5506,0.09422,0.11022
2006,5th Quintile,Bad,0.02052,110,5506,0.01677,0.02426
2007,1st Quintile,Very good,0.07768,289,3174,0.06836,0.08699
2007,1st Quintile,Good,0.24934,1079,3174,0.23429,0.26440
2007,1st Quintile,Satisfactory,0.26809,1039,3174,0.25268,0.28350
2007,1st Quintile,Poor,0.15883,574,3174,0.14611,0.17154
2007,1st Quintile,Bad,0.05159,193,3174,0.04389,0.05928
2007,2nd Quintile,Very good,0.05530,252,3548,0.04778,0.06283
2007,2nd Quintile,Good,0.26805,1264,3548,0.25348,0.28263
2007,2nd Quintile,Satisfactory,0.29280,1278,3548,0.27783,0.30778
2007,2nd Quintile,Poor,0.13551,584,3548,0.12425,0.14678
2007,2nd Quintile,Bad,0.03758,170,3548,0.03132,0.04384
2007,3rd Quintile,Very good,0.05893,286,3839,0.05148,0.06639
2007,3rd Quintile,Good,0.32420,1509,3839,0.30939,0.33900
2007,3rd Quintile,Satisfactory,0.29966,1395,3839,0.28516,0.31415
2007,3rd Quintile,Poor,0.10438,501,3839,0.09470,0.11405
2007,3rd Quintile,Bad,0.03791,148,3839,0.03187,0.04396
2007,4th Quintile,Very good,0.06947,357,4307,0.06188,0.07707
2007,4th Quintile,Good,0.34270,1824,4307,0.32852,0.35688
2007,4th Quintile,Satisfactory,0.28450,1414,4307,0.27102,0.29797
2007,4th Quintile,Poor,0.11768,558,4307,0.10805,0.12730
2007,4th Quintile,Bad,0.03367,154,4307,0.02828,0.03905
2007,5th Quintile,Very good,0.07962,533,5587,0.07252,0.08672
2007,5th Quintile,Good,0.40283,2613,5587,0.38997,0.41570
2007,5th Quintile,Satisfactory,0.28150,1707,5587,0.26971,0.29329
2007,5th Quintile,Poor,0.11200,622,5587,0.10373,0.12027
2007,5th Quintile,Bad,0.01943,112,5587,0.01581,0.02305
2008,1st Quintile,Very good,0.07738,281,3013,0.06784,0.08692
2008,1st Quintile,Good,0.24586,998,3013,0.23048,0.26124
2008,1st Quintile,Satisfactory,0.25975,951,3013,0.24409,0.27541
2008,1st Quintile,Poor,0.16130,576,3013,0.14816,0.17443
2008,1st Quintile,Bad,0.05544,207,3013,0.04727,0.06361
2008,2nd Quintile,Very good,0.05866,211,3347,0.05070,0.06663
2008,2nd Quintile,Good,0.27175,1213,3347,0.25668,0.28683
2008,2nd Quintile,Satisfactory,0.29104,1187,3347,0.27565,0.30643
2008,2nd Quintile,Poor,0.14451,574,3347,0.13259,0.15642
2008,2nd Quintile,Bad,0.04234,162,3347,0.03551,0.04916
2008,3rd Quintile,Very good,0.06349,285,3767,0.05571,0.07128
2008,3rd Quintile,Good,0.32685,1486,3767,0.31186,0.34183
2008,3rd Quintile,Satisfactory,0.29125,1315,3767,0.27674,0.30576
2008,3rd Quintile,Poor,0.11900,549,3767,0.10866,0.12934
2008,3rd Quintile,Bad,0.03023,132,3767,0.02476,0.03570
2008,4th Quintile,Very good,0.07809,367,3930,0.06970,0.08648
2008,4th Quintile,Good,0.34989,1630,3930,0.33498,0.36481
2008,4th Quintile,Satisfactory,0.28462,1290,3930,0.27051,0.29873
2008,4th Quintile,Poor,0.11799,517,3930,0.10791,0.12808
2008,4th Quintile,Bad,0.02676,126,3930,0.02171,0.03181
2008,5th Quintile,Very good,0.09108,548,5229,0.08328,0.09887
