year,age_gr,migback,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,No migration background,Very good,0.29885,804,2553,0.28109,0.31662
1992,17-29 y.,No migration background,Good,0.49980,1273,2553,0.48040,0.51920
1992,17-29 y.,No migration background,Satisfactory,0.15673,391,2553,0.14262,0.17083
1992,17-29 y.,No migration background,Poor,0.03343,85,2553,0.02646,0.04040
1992,17-29 y.,Direct migration background,Very good,0.30977,211,606,0.27292,0.34661
1992,17-29 y.,Direct migration background,Good,0.50284,308,606,0.46300,0.54268
1992,17-29 y.,Direct migration background,Satisfactory,0.15097,87,606,0.12244,0.17949
1992,17-29 y.,Indirect migration background,Very good,0.43510,164,346,0.38279,0.48742
1992,17-29 y.,Indirect migration background,Good,0.40861,151,346,0.35674,0.46048
1992,17-29 y.,Indirect migration background,Satisfactory,0.09035,31,346,0.06010,0.12060
1992,30-45 y.,No migration background,Very good,0.15667,550,3439,0.14452,0.16882
1992,30-45 y.,No migration background,Good,0.50885,1818,3439,0.49214,0.52556
1992,30-45 y.,No migration background,Satisfactory,0.24612,797,3439,0.23172,0.26052
1992,30-45 y.,No migration background,Poor,0.06857,221,3439,0.06012,0.07701
1992,30-45 y.,No migration background,Bad,0.01875,53,3439,0.01421,0.02328
1992,30-45 y.,Direct migration background,Very good,0.18659,116,769,0.15904,0.21414
1992,30-45 y.,Direct migration background,Good,0.45235,351,769,0.41715,0.48755
1992,30-45 y.,Direct migration background,Satisfactory,0.22727,197,769,0.19763,0.25691
1992,30-45 y.,Direct migration background,Poor,0.11071,105,769,0.08852,0.13290
1992,46-65 y.,No migration background,Very good,0.06592,190,3022,0.05707,0.07477
1992,46-65 y.,No migration background,Good,0.32405,1021,3022,0.30736,0.34073
1992,46-65 y.,No migration background,Satisfactory,0.40676,1236,3022,0.38924,0.42428
1992,46-65 y.,No migration background,Poor,0.14998,435,3022,0.13724,0.16271
1992,46-65 y.,No migration background,Bad,0.05093,140,3022,0.04309,0.05877
1992,46-65 y.,Direct migration background,Very good,0.07353,53,993,0.05729,0.08977
1992,46-65 y.,Direct migration background,Good,0.32429,313,993,0.29516,0.35342
1992,46-65 y.,Direct migration background,Satisfactory,0.35570,346,993,0.32591,0.38549
1992,46-65 y.,Direct migration background,Poor,0.18925,207,993,0.16488,0.21363
1992,46-65 y.,Direct migration background,Bad,0.05392,74,993,0.03986,0.06797
1992,66 and older,No migration background,Good,0.18704,241,1283,0.16569,0.20839
1992,66 and older,No migration background,Satisfactory,0.42496,576,1283,0.39790,0.45202
1992,66 and older,No migration background,Poor,0.24376,308,1283,0.22025,0.26726
1992,66 and older,No migration background,Bad,0.12385,158,1283,0.10582,0.14189
1992,66 and older,Direct migration background,Satisfactory,0.34845,55,55,0.22136,0.47553
1994,17-29 y.,No migration background,Very good,0.19111,470,2360,0.17525,0.20698
1994,17-29 y.,No migration background,Good,0.52607,1260,2360,0.50592,0.54622
1994,17-29 y.,No migration background,Satisfactory,0.21538,495,2360,0.19879,0.23197
1994,17-29 y.,No migration background,Poor,0.05849,135,2360,0.04902,0.06796
1994,17-29 y.,Direct migration background,Very good,0.22918,126,493,0.19204,0.26632
1994,17-29 y.,Direct migration background,Good,0.53478,284,493,0.49071,0.57886
1994,17-29 y.,Direct migration background,Satisfactory,0.18161,83,493,0.14754,0.21567
1994,17-29 y.,Indirect migration background,Very good,0.35330,151,411,0.30703,0.39957
1994,17-29 y.,Indirect migration background,Good,0.39994,189,411,0.35252,0.44736
1994,17-29 y.,Indirect migration background,Satisfactory,0.17967,71,411,0.14251,0.21683
1994,30-45 y.,No migration background,Very good,0.09361,321,3391,0.08380,0.10341
1994,30-45 y.,No migration background,Good,0.48448,1659,3391,0.46765,0.50130
1994,30-45 y.,No migration background,Satisfactory,0.30532,1031,3391,0.28981,0.32082
1994,30-45 y.,No migration background,Poor,0.09707,327,3391,0.08710,0.10703
1994,30-45 y.,No migration background,Bad,0.01844,53,3391,0.01391,0.02297
1994,30-45 y.,Direct migration background,Very good,0.14419,91,692,0.11799,0.17038
1994,30-45 y.,Direct migration background,Good,0.44162,316,692,0.40460,0.47865
1994,30-45 y.,Direct migration background,Satisfactory,0.26044,186,692,0.22772,0.29316
1994,30-45 y.,Direct migration background,Poor,0.12449,99,692,0.09987,0.14910
1994,46-65 y.,No migration background,Very good,0.04106,114,2924,0.03386,0.04825
1994,46-65 y.,No migration background,Good,0.30925,914,2924,0.29250,0.32601
1994,46-65 y.,No migration background,Satisfactory,0.41412,1243,2924,0.39627,0.43198
1994,46-65 y.,No migration background,Poor,0.18759,528,2924,0.17343,0.20174
1994,46-65 y.,No migration background,Bad,0.04480,125,2924,0.03730,0.05229
1994,46-65 y.,Direct migration background,Very good,0.04152,36,948,0.02882,0.05423
1994,46-65 y.,Direct migration background,Good,0.31600,302,948,0.28638,0.34561
1994,46-65 y.,Direct migration background,Satisfactory,0.36000,315,948,0.32942,0.39057
1994,46-65 y.,Direct migration background,Poor,0.21720,228,948,0.19093,0.24346
1994,46-65 y.,Direct migration background,Bad,0.05697,67,948,0.04221,0.07173
1994,66 and older,No migration background,Good,0.17739,243,1292,0.15655,0.19823
1994,66 and older,No migration background,Satisfactory,0.42157,566,1292,0.39463,0.44850
1994,66 and older,No migration background,Poor,0.25852,330,1292,0.23464,0.28241
1994,66 and older,No migration background,Bad,0.12042,153,1292,0.10267,0.13817
1994,66 and older,Direct migration background,Good,0.21022,38,150,0.14479,0.27565
1994,66 and older,Direct migration background,Satisfactory,0.36326,64,150,0.28603,0.44048
1994,66 and older,Direct migration background,Poor,0.30000,48,150,0.22641,0.37358
1995,17-29 y.,No migration background,Very good,0.17112,409,2280,0.15566,0.18659
1995,17-29 y.,No migration background,Good,0.55189,1253,2280,0.53147,0.57231
1995,17-29 y.,No migration background,Satisfactory,0.20145,484,2280,0.18498,0.21792
1995,17-29 y.,No migration background,Poor,0.06279,134,2280,0.05283,0.07275
1995,17-29 y.,Direct migration background,Very good,0.29544,155,573,0.25805,0.33283
1995,17-29 y.,Direct migration background,Good,0.53073,334,573,0.48983,0.57163
1995,17-29 y.,Direct migration background,Satisfactory,0.13451,84,573,0.10655,0.16247
1995,17-29 y.,Indirect migration background,Very good,0.30870,140,407,0.26376,0.35363
