year,bula_h,sampreg,hlf0178_h,proportion,n,N,proportion_lower_confidence,proportion_lower_confidence,proportion_upper_confidence,proportion_upper_confidence
2021,"Rhineland-Palatinate, Saarland",West,Yes,0.83910,598,12506,0,0.76490,0,0.93771
2021,"Rhineland-Palatinate, Saarland",West,No,0.16090,42,12506,0,0.12536,0,0.19925
2021,Baden-Wuerttemberg,West,Yes,0.88839,1283,12506,0,0.81926,0,0.94832
2021,Baden-Wuerttemberg,West,No,0.11161,68,12506,0,0.09314,0,0.13541
2021,Bavaria,West,Yes,0.85515,1752,12506,0,0.79861,0,0.91574
2021,Bavaria,West,No,0.14485,126,12506,0,0.12467,0,0.16970
2021,Berlin,West,Yes,1.00000,397,12506,0,0.86786,0,1.15259
2021,Berlin,East,Yes,1.00000,229,12506,0,0.80432,0,1.20017
2021,Brandenburg,East,Yes,0.89591,444,12506,0,0.77373,0,1.02090
2021,Brandenburg,East,No,0.10409,38,12506,0,0.08026,0,0.13113
2021,Mecklenburg-Western Pomerania,East,Yes,0.88689,243,12506,0,0.76047,0,1.02870
2021,Mecklenburg-Western Pomerania,East,No,0.11311,32,12506,0,0.08582,0,0.14466
2021,Saxony,East,Yes,0.87654,710,12506,0,0.79242,0,0.95486
2021,Saxony,East,No,0.12346,61,12506,0,0.09737,0,0.15488
2021,Saxony-Anhalt,East,Yes,0.82685,359,12506,0,0.70550,0,0.94927
2021,Saxony-Anhalt,East,No,0.17315,41,12506,0,0.12790,0,0.22288
2021,Thuringa,East,Yes,0.82418,365,12506,0,0.72692,0,0.94978
2021,Thuringa,East,No,0.17582,51,12506,0,0.12685,0,0.23397
