"year","age_gr","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","17-29","(Fach-)Abitur","22.99","21.5","977","19","20","25","27","35","22.76","23.22","15","52","22","22"
"2002","17-29","(noch) kein Abschluss","21.85","21.5","632","19","20","23","25","32","21.63","22.07","13","36","21","21"
"2002","17-29","AkademikerIn","23.69","22.5","223","20","21","25","29","39","23.17","24.21","17","40","22","23"
"2002","17-29","Hauptschule","23.51","22.5","829","19","21","26","29","37","23.23","23.79","12","43","23","23"
"2002","17-29","Realschule","22.97","21.5","1296","19","20","25","28","35","22.76","23.18","15","61","22","22"
"2002","30-45","(Fach-)Abitur","24.41","23.5","884","20","22","26","29","39","24.14","24.68","16","46","24","24"
"2002","30-45","(noch) kein Abschluss","26.36","25.5","79","20","23","30","32","36","25.41","27.31","17","39","25","28"
"2002","30-45","AkademikerIn","24.31","23.5","1729","20","22","26","29","35","24.14","24.48","16","46","24","24"
"2002","30-45","Hauptschule","25.72","24.5","2037","21","23","28","31","39","25.53","25.91","16","50","25","25"
"2002","30-45","Realschule","25.18","23.5","2608","20","22","27","31","39","25.02","25.34","16","56","24","25"
"2002","46-65","(Fach-)Abitur","25.79","25.5","428","21","23","28","31","38","25.37","26.21","15","60","25","26"
"2002","46-65","(noch) kein Abschluss","27.76","26.5","119","22","24","31","33","38","26.9","28.62","20","52","26","29"
"2002","46-65","AkademikerIn","25.68","24.5","2040","21","23","28","30","37","25.52","25.84","17","44","25","25"
"2002","46-65","Hauptschule","26.88","25.5","3597","22","24","29","32","40","26.73","27.03","13","59","26","27"
"2002","46-65","Realschule","25.96","24.5","1603","21","23","28","31","39","25.75","26.17","15","66","25","26"
"2002","66","(Fach-)Abitur","25.64","24.5","148","21","23","28","30","37","25.01","26.27","17","38","25","26"
"2002","66","(noch) kein Abschluss","26.4","25.5","67","21","25","29","31","36","25.44","27.36","17","36","26","28"
"2002","66","AkademikerIn","26.13","25.5","542","22","24","28","30","35","25.85","26.41","14","39","26","26"
"2002","66","Hauptschule","26.65","25.5","2370","22","24","29","32","38","26.48","26.82","15","57","26","27"
"2002","66","Realschule","25.43","24.5","423","21","23","28","30","34","25.07","25.79","16","37","25","26"
"2003","17-29","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","17-29","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","17-29","AkademikerIn","","","","","","","","","","","","","",""
"2003","17-29","Hauptschule","","","","","","","","","","","","","",""
"2003","17-29","Realschule","","","","","","","","","","","","","",""
"2003","30-45","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","30-45","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","30-45","AkademikerIn","","","","","","","","","","","","","",""
"2003","30-45","Hauptschule","","","","","","","","","","","","","",""
"2003","30-45","Realschule","","","","","","","","","","","","","",""
"2003","46-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","46-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","46-65","AkademikerIn","","","","","","","","","","","","","",""
"2003","46-65","Hauptschule","","","","","","","","","","","","","",""
"2003","46-65","Realschule","","","","","","","","","","","","","",""
"2003","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","66","AkademikerIn","","","","","","","","","","","","","",""
"2003","66","Hauptschule","","","","","","","","","","","","","",""
"2003","66","Realschule","","","","","","","","","","","","","",""
"2004","17-29","(Fach-)Abitur","23.02","21.5","950","19","21","25","27","33","22.77","23.27","15","67","22","22"
"2004","17-29","(noch) kein Abschluss","21.72","20.5","659","18","19","23","26","32","21.48","21.96","14","35","21","21"
"2004","17-29","AkademikerIn","23.24","22.5","195","19","21","25","27","34","22.75","23.73","15","39","22","23"
"2004","17-29","Hauptschule","23.94","22.5","706","19","21","26","30","36","23.62","24.26","13","51","23","23"
"2004","17-29","Realschule","23.46","22.5","1140","19","21","25","29","37","23.22","23.7","16","57","22","23"
"2004","30-45","(Fach-)Abitur","24.8","23.5","820","20","22","27","30","40","24.49","25.11","16","69","24","24"
"2004","30-45","(noch) kein Abschluss","26.36","25.5","71","21","23","29","34","39","25.17","27.55","18","43","24","27"
"2004","30-45","AkademikerIn","24.4","23.5","1470","20","22","26","29","35","24.21","24.59","17","44","24","24"
"2004","30-45","Hauptschule","25.91","24.5","1745","21","23","28","32","39","25.7","26.12","14","47","25","26"
"2004","30-45","Realschule","25.44","24.5","2314","20","22","28","31","42","25.26","25.62","16","63","24","25"
"2004","46-65","(Fach-)Abitur","25.94","25.5","444","21","23","28","32","39","25.53","26.35","16","45","25","26"
"2004","46-65","(noch) kein Abschluss","28.1","27.5","103","23","24","32","33","36","27.17","29.03","18","49","27","30"
"2004","46-65","AkademikerIn","25.79","24.5","1985","21","23","28","31","39","25.61","25.97","16","57","25","25"
"2004","46-65","Hauptschule","27.07","26.5","3089","22","24","29","33","41","26.9","27.24","15","65","26","27"
"2004","46-65","Realschule","26.23","25.5","1672","21","23","29","32","38","26.02","26.44","17","62","25","26"
"2004","66","(Fach-)Abitur","26.18","24.5","158","22","24","29","31","37","25.61","26.75","18","37","25","26"
"2004","66","(noch) kein Abschluss","26.88","26.5","64","20","24","30","32","34","25.93","27.83","18","36","26","29"
"2004","66","AkademikerIn","26.26","25.5","616","22","24","28","31","37","25.97","26.55","18","58","26","26"
"2004","66","Hauptschule","26.82","25.5","2428","22","24","29","32","39","26.65","26.99","12","73","26","27"
"2004","66","Realschule","25.65","24.5","433","21","23","28","30","35","25.3","26","16","40","25","26"
"2005","17-29","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","17-29","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","17-29","AkademikerIn","","","","","","","","","","","","","",""
"2005","17-29","Hauptschule","","","","","","","","","","","","","",""
"2005","17-29","Realschule","","","","","","","","","","","","","",""
"2005","30-45","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","30-45","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","30-45","AkademikerIn","","","","","","","","","","","","","",""
"2005","30-45","Hauptschule","","","","","","","","","","","","","",""
"2005","30-45","Realschule","","","","","","","","","","","","","",""
"2005","46-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","46-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","46-65","AkademikerIn","","","","","","","","","","","","","",""
"2005","46-65","Hauptschule","","","","","","","","","","","","","",""
"2005","46-65","Realschule","","","","","","","","","","","","","",""
"2005","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","66","AkademikerIn","","","","","","","","","","","","","",""
"2005","66","Hauptschule","","","","","","","","","","","","","",""
"2005","66","Realschule","","","","","","","","","","","","","",""
"2006","17-29","(Fach-)Abitur","23.07","22.5","918","19","21","25","27","37","22.84","23.3","16","45","22","23"
"2006","17-29","(noch) kein Abschluss","22.41","21.5","413","19","20","24","27","33","22.06","22.76","16","58","21","22"
"2006","17-29","AkademikerIn","23.15","22.5","246","20","21","25","27","31","22.76","23.54","14","34","22","23"
"2006","17-29","Hauptschule","24.47","23.5","643","19","21","27","31","36","24.12","24.82","15","45","23","24"
"2006","17-29","Realschule","24.11","22.5","1065","19","21","26","30","37","23.84","24.38","14","59","23","23"
"2006","30-45","(Fach-)Abitur","24.67","23.5","869","20","22","27","30","37","24.4","24.94","14","46","24","24"
"2006","30-45","(noch) kein Abschluss","26.35","24.5","56","20","22","28","34","37","25.14","27.56","18","37","24","28"
"2006","30-45","AkademikerIn","24.46","23.5","1441","20","22","26","30","36","24.26","24.66","15","47","24","24"
"2006","30-45","Hauptschule","26.24","25.5","1645","21","23","29","32","41","26.01","26.47","13","61","25","26"
"2006","30-45","Realschule","25.56","24.5","2171","21","22","28","31","40","25.36","25.76","12","65","25","25"
"2006","46-65","(Fach-)Abitur","26.15","25.5","462","21","23","28","32","39","25.72","26.58","17","61","25","26"
"2006","46-65","(noch) kein Abschluss","28.43","27.5","95","22","24","33","35","39","27.41","29.45","17","44","26","29"
"2006","46-65","AkademikerIn","25.87","24.5","2073","21","23","28","31","38","25.7","26.04","15","48","25","26"
"2006","46-65","Hauptschule","27.29","26.5","2936","22","24","30","33","42","27.12","27.46","15","76","27","27"
"2006","46-65","Realschule","26.62","25.5","1931","22","24","29","32","40","26.42","26.82","16","57","26","26"
"2006","66","(Fach-)Abitur","25.82","25.5","186","21","23","28","31","37","25.28","26.36","17","39","25","26"
"2006","66","(noch) kein Abschluss","28.15","27.5","81","23","25","31","33","36","27","29.3","18","57","27","29"
"2006","66","AkademikerIn","26.35","25.5","793","22","24","28","31","40","26.07","26.63","16","67","26","26"
"2006","66","Hauptschule","27.15","26.5","2782","22","24","29","32","40","26.98","27.32","14","64","27","27"
"2006","66","Realschule","25.79","24.5","518","21","23","28","31","36","25.44","26.14","17","45","25","26"
"2007","17-29","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","17-29","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","17-29","AkademikerIn","","","","","","","","","","","","","",""
"2007","17-29","Hauptschule","","","","","","","","","","","","","",""
"2007","17-29","Realschule","","","","","","","","","","","","","",""
"2007","30-45","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","30-45","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","30-45","AkademikerIn","","","","","","","","","","","","","",""
"2007","30-45","Hauptschule","","","","","","","","","","","","","",""
"2007","30-45","Realschule","","","","","","","","","","","","","",""
"2007","46-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","46-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","46-65","AkademikerIn","","","","","","","","","","","","","",""
"2007","46-65","Hauptschule","","","","","","","","","","","","","",""
"2007","46-65","Realschule","","","","","","","","","","","","","",""
"2007","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2007","66","AkademikerIn","","","","","","","","","","","","","",""
"2007","66","Hauptschule","","","","","","","","","","","","","",""
"2007","66","Realschule","","","","","","","","","","","","","",""
"2008","17-29","(Fach-)Abitur","22.97","22.5","761","19","20","25","27","33","22.74","23.2","16","38","22","23"
"2008","17-29","(noch) kein Abschluss","22.6","21.5","371","18","20","24","27","35","22.19","23.01","15","59","21","22"
"2008","17-29","AkademikerIn","23.24","22.5","235","19","21","25","27","35","22.79","23.69","17","35","22","23"
"2008","17-29","Hauptschule","24.42","22.5","474","19","21","27","31","38","24.01","24.83","15","45","23","24"
"2008","17-29","Realschule","24.2","22.5","843","20","21","26","30","39","23.89","24.51","16","63","23","23"
"2008","30-45","(Fach-)Abitur","25.33","23.5","727","21","22","27","31","42","24.99","25.67","17","67","24","25"
"2008","30-45","(noch) kein Abschluss","24.73","24.5","46","21","22","26","30","33","22.91","26.55","18","59","23","26"
"2008","30-45","AkademikerIn","24.65","23.5","1229","20","22","27","30","36","24.43","24.87","13","46","24","24"
"2008","30-45","Hauptschule","27.06","25.5","1298","21","24","29","33","45","26.69","27.43","13","197","26","26"
"2008","30-45","Realschule","25.82","24.5","1805","21","22","28","32","40","25.6","26.04","16","59","25","25"
"2008","46-65","(Fach-)Abitur","26.42","25.5","474","21","23","29","33","39","26","26.84","18","46","25","26"
"2008","46-65","(noch) kein Abschluss","29.01","28.5","69","23","25","32","37","40","27.76","30.26","18","46","27","29"
"2008","46-65","AkademikerIn","26.16","25.5","1839","21","23","28","32","39","25.97","26.35","16","47","25","26"
"2008","46-65","Hauptschule","27.28","26.5","2373","22","24","30","33","41","27.09","27.47","15","49","27","27"
"2008","46-65","Realschule","26.96","25.5","1851","22","24","29","33","46","26.74","27.18","17","99","26","26"
"2008","66","(Fach-)Abitur","26.03","25.5","181","22","23","28","32","36","25.5","26.56","17","36","25","27"
"2008","66","(noch) kein Abschluss","28.43","28.5","54","23","27","31","33","39","27.21","29.65","18","41","27","30"
"2008","66","AkademikerIn","26.2","25.5","865","22","24","28","31","35","25.86","26.54","17","137","25","26"
"2008","66","Hauptschule","27.42","26.5","2595","22","24","30","33","42","27.24","27.6","16","73","27","27"
"2008","66","Realschule","25.86","24.5","543","21","23","28","31","36","25.51","26.21","16","48","25","26"
"2009","17-29","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","17-29","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","17-29","AkademikerIn","","","","","","","","","","","","","",""
"2009","17-29","Hauptschule","","","","","","","","","","","","","",""
"2009","17-29","Realschule","","","","","","","","","","","","","",""
"2009","30-45","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","30-45","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","30-45","AkademikerIn","","","","","","","","","","","","","",""
"2009","30-45","Hauptschule","","","","","","","","","","","","","",""
"2009","30-45","Realschule","","","","","","","","","","","","","",""
"2009","46-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","46-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","46-65","AkademikerIn","","","","","","","","","","","","","",""
"2009","46-65","Hauptschule","","","","","","","","","","","","","",""
"2009","46-65","Realschule","","","","","","","","","","","","","",""
"2009","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2009","66","AkademikerIn","","","","","","","","","","","","","",""
"2009","66","Hauptschule","","","","","","","","","","","","","",""
"2009","66","Realschule","","","","","","","","","","","","","",""
"2010","17-29","(Fach-)Abitur","23.34","22.5","636","19","21","25","28","35","23.04","23.64","16","45","22","23"
"2010","17-29","(noch) kein Abschluss","22.68","21.5","279","19","20","25","27","35","22.28","23.08","17","36","21","22"
"2010","17-29","AkademikerIn","23.37","22.5","230","19","21","25","28","33","22.93","23.81","17","37","23","23"
"2010","17-29","Hauptschule","25.2","23.5","333","20","22","27","32","42","24.5","25.9","16","106","24","25"
"2010","17-29","Realschule","24.06","23.5","633","19","21","26","30","39","23.69","24.43","14","65","23","24"
"2010","30-45","(Fach-)Abitur","26.05","24.5","602","21","22","28","33","73","25.66","26.44","18","73","24","25"
"2010","30-45","(noch) kein Abschluss","24.17","22.5","40","20","20","26","31","33","21.95","26.39","20","59","23","27"
"2010","30-45","AkademikerIn","24.9","23.5","1035","20","22","27","30","38","24.67","25.13","16","44","24","24"
"2010","30-45","Hauptschule","27.03","25.5","920","21","24","30","35","42","26.7","27.36","13","65","26","27"
"2010","30-45","Realschule","26.13","24.5","1437","21","23","28","33","44","25.87","26.39","17","60","25","25"
"2010","46-65","(Fach-)Abitur","26.55","25.5","471","21","23","29","32","61","26.09","27.01","17","64","25","26"
"2010","46-65","(noch) kein Abschluss","29.5","27.5","46","23","25","34","37","40","27.85","31.15","18","45","25","29"
"2010","46-65","AkademikerIn","26.32","25.5","1655","21","23","29","32","39","26.11","26.53","15","50","25","26"
"2010","46-65","Hauptschule","27.7","26.5","2000","22","24","30","34","43","27.44","27.96","16","164","27","27"
"2010","46-65","Realschule","27.14","25.5","1771","22","24","30","33","43","26.92","27.36","17","63","26","26"
"2010","66","(Fach-)Abitur","26.08","25.5","167","22","23","28","32","42","25.48","26.68","17","42","25","27"
"2010","66","(noch) kein Abschluss","26.97","27.5","49","21","24","30","32","35","25.83","28.11","18","35","26","29"
"2010","66","AkademikerIn","26.09","25.5","894","22","24","28","31","37","25.86","26.32","17","43","25","26"
"2010","66","Hauptschule","27.33","26.5","2276","22","24","30","33","42","27.14","27.52","16","61","27","27"
"2010","66","Realschule","26.11","24.5","572","21","23","28","32","39","25.75","26.47","15","49","25","26"
"2011","17-29","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","17-29","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","17-29","AkademikerIn","","","","","","","","","","","","","",""
"2011","17-29","Hauptschule","","","","","","","","","","","","","",""
"2011","17-29","Realschule","","","","","","","","","","","","","",""
"2011","30-45","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","30-45","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","30-45","AkademikerIn","","","","","","","","","","","","","",""
"2011","30-45","Hauptschule","","","","","","","","","","","","","",""
"2011","30-45","Realschule","","","","","","","","","","","","","",""
"2011","46-65","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","46-65","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","46-65","AkademikerIn","","","","","","","","","","","","","",""
"2011","46-65","Hauptschule","","","","","","","","","","","","","",""
"2011","46-65","Realschule","","","","","","","","","","","","","",""
"2011","66","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","66","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","66","AkademikerIn","","","","","","","","","","","","","",""
"2011","66","Hauptschule","","","","","","","","","","","","","",""
"2011","66","Realschule","","","","","","","","","","","","","",""
"2012","17-29","(Fach-)Abitur","23.55","22.5","779","19","21","25","28","39","23.27","23.83","15","50","23","23"
"2012","17-29","(noch) kein Abschluss","22.23","20.5","309","19","20","24","27","37","21.82","22.64","16","40","21","22"
"2012","17-29","AkademikerIn","23.06","21.5","305","19","21","25","27","34","22.65","23.47","16","40","22","23"
"2012","17-29","Hauptschule","25.04","23.5","416","19","21","28","31","42","24.55","25.53","16","47","24","25"
"2012","17-29","Realschule","24.46","22.5","697","20","21","26","30","42","24.12","24.8","14","57","23","24"
"2012","30-45","(Fach-)Abitur","25.57","24.5","710","21","22","28","32","40","25.21","25.93","17","58","24","25"
