year,quintil_oecd,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,1st Quintile,Yes,0.34226,1894,2025,0.32158,0.36293
2012,1st Quintile,No,0.01746,131,2025,0.01176,0.02317
2012,2nd Quintile,Yes,0.31870,1655,1746,0.29684,0.34056
2012,2nd Quintile,No,0.01548,91,1746,0.00969,0.02127
2012,3rd Quintile,Yes,0.27333,1465,1579,0.25134,0.29532
2012,3rd Quintile,No,0.01956,114,1579,0.01273,0.02639
2012,4th Quintile,Yes,0.24925,1253,1351,0.22617,0.27232
2012,4th Quintile,No,0.02000,98,1351,0.01253,0.02747
2012,5th Quintile,Yes,0.22930,1293,1413,0.20737,0.25123
2012,5th Quintile,No,0.01880,120,1413,0.01172,0.02589
2013,1st Quintile,Yes,0.35194,1861,1962,0.33080,0.37308
2013,1st Quintile,No,0.01483,101,1962,0.00948,0.02018
2013,2nd Quintile,Yes,0.32149,1712,1820,0.30002,0.34295
2013,2nd Quintile,No,0.01617,108,1820,0.01037,0.02196
2013,3rd Quintile,Yes,0.27435,1517,1627,0.25266,0.29604
2013,3rd Quintile,No,0.01826,110,1627,0.01175,0.02477
2013,4th Quintile,Yes,0.25991,1301,1385,0.23681,0.28302
2013,4th Quintile,No,0.01639,84,1385,0.00970,0.02307
2013,5th Quintile,Yes,0.22116,1284,1377,0.19923,0.24309
2013,5th Quintile,No,0.01501,93,1377,0.00859,0.02144
2015,1st Quintile,Yes,0.34719,1884,2026,0.32646,0.36793
2015,1st Quintile,No,0.02458,142,2026,0.01784,0.03133
2015,2nd Quintile,Yes,0.33329,1848,1984,0.31254,0.35404
2015,2nd Quintile,No,0.02644,136,1984,0.01938,0.03350
2015,3rd Quintile,Yes,0.27944,1452,1613,0.25753,0.30134
2015,3rd Quintile,No,0.03759,161,1613,0.02831,0.04688
2015,4th Quintile,Yes,0.24804,1292,1457,0.22585,0.27022
2015,4th Quintile,No,0.03299,165,1457,0.02381,0.04216
2015,5th Quintile,Yes,0.21347,1205,1389,0.19191,0.23503
2015,5th Quintile,No,0.03442,184,1389,0.02482,0.04401
2017,1st Quintile,Yes,0.33228,1715,1793,0.31047,0.35409
2017,1st Quintile,No,0.01333,78,1793,0.00802,0.01864
2017,2nd Quintile,Yes,0.32424,1595,1673,0.30180,0.34668
2017,2nd Quintile,No,0.01077,78,1673,0.00582,0.01572
2017,3rd Quintile,Yes,0.29844,1380,1465,0.27500,0.32188
2017,3rd Quintile,No,0.02119,85,1465,0.01381,0.02857
2017,4th Quintile,Yes,0.24190,1139,1222,0.21788,0.26592
2017,4th Quintile,No,0.01807,83,1222,0.01060,0.02554
2017,5th Quintile,Yes,0.22896,1092,1173,0.20491,0.25302
2017,5th Quintile,No,0.01335,81,1173,0.00678,0.01992
2019,1st Quintile,Yes,0.34208,2140,2332,0.32282,0.36134
2019,1st Quintile,No,0.01420,192,2332,0.00940,0.01900
2019,2nd Quintile,Yes,0.32358,1758,1898,0.30253,0.34464
2019,2nd Quintile,No,0.02229,140,1898,0.01565,0.02894
2019,3rd Quintile,Yes,0.29178,1461,1567,0.26927,0.31430
2019,3rd Quintile,No,0.02059,106,1567,0.01355,0.02762
2019,4th Quintile,Yes,0.25074,1239,1342,0.22754,0.27394
2019,4th Quintile,No,0.01908,103,1342,0.01176,0.02640
2019,5th Quintile,Yes,0.23642,1232,1335,0.21362,0.25922
2019,5th Quintile,No,0.01555,103,1335,0.00891,0.02219
2021,1st Quintile,Yes,0.31154,1370,1500,0.28809,0.33498
2021,1st Quintile,No,0.02180,130,1500,0.01441,0.02919
2021,2nd Quintile,Yes,0.29755,1167,1270,0.27240,0.32271
2021,2nd Quintile,No,0.02042,103,1270,0.01264,0.02820
2021,3rd Quintile,Yes,0.24913,894,967,0.22186,0.27641
2021,3rd Quintile,No,0.02086,73,967,0.01185,0.02987
2021,4th Quintile,Yes,0.25985,866,947,0.23190,0.28780
2021,4th Quintile,No,0.02269,81,947,0.01320,0.03217
2021,5th Quintile,Yes,0.20707,943,1042,0.18245,0.23168
2021,5th Quintile,No,0.01920,99,1042,0.01086,0.02754
