year,age_gr,bula_h,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,46-65 y.,Bavaria,Yes,0.36587,494,494,0.32336,0.40839
2012,46-65 y.,Berlin,Yes,0.46396,139,139,0.38076,0.54717
2012,46-65 y.,Brandenburg,Yes,0.31422,156,156,0.24114,0.38730
2012,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.43637,95,95,0.33611,0.53663
2012,46-65 y.,Saxony,Yes,0.39249,234,234,0.32979,0.45519
2012,46-65 y.,Saxony-Anhalt,Yes,0.49302,172,172,0.41808,0.56795
2012,46-65 y.,Thuringa,Yes,0.40525,143,143,0.32450,0.48600
2012,66 and older,Schleswig-Holstein,Yes,0.60212,106,106,0.50850,0.69574
2012,66 and older,Hamburg,Yes,0.39858,37,37,0.23864,0.55852
2012,66 and older,Lower Saxony,Yes,0.58476,292,292,0.52815,0.64138
2012,66 and older,North Rhine-Westphalia,Yes,0.55861,520,520,0.51589,0.60133
2012,66 and older,Hesse,Yes,0.65651,182,182,0.58733,0.72569
2012,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.53846,153,153,0.45920,0.61771
2012,66 and older,Baden-Wuerttemberg,Yes,0.57569,330,330,0.52228,0.62909
2012,66 and older,Bavaria,Yes,0.56687,440,440,0.52052,0.61322
2012,66 and older,Berlin,Yes,0.60980,120,120,0.52216,0.69744
2012,66 and older,Brandenburg,Yes,0.63525,154,154,0.55897,0.71152
2012,66 and older,Mecklenburg-Western Pomerania,Yes,0.71304,90,90,0.61906,0.80702
2012,66 and older,Saxony,Yes,0.66303,238,238,0.60285,0.72321
2012,66 and older,Saxony-Anhalt,Yes,0.69529,142,142,0.61931,0.77126
2012,66 and older,Thuringa,Yes,0.58913,120,120,0.50074,0.67753
2013,17-29 y.,Lower Saxony,Yes,0.09839,50,50,0.01499,0.18178
2013,17-29 y.,North Rhine-Westphalia,Yes,0.08192,110,110,0.03044,0.13341
2013,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.09515,31,31,-0.00985,0.20015
2013,17-29 y.,Baden-Wuerttemberg,Yes,0.06270,61,61,0.00136,0.12405
2013,17-29 y.,Bavaria,Yes,0.08464,79,79,0.02287,0.14641
2013,17-29 y.,Saxony,Yes,0.12762,36,36,0.01708,0.23816
2013,30-45 y.,Schleswig-Holstein,Yes,0.25106,76,76,0.15292,0.34920
2013,30-45 y.,Lower Saxony,Yes,0.21547,218,218,0.16076,0.27017
2013,30-45 y.,North Rhine-Westphalia,Yes,0.17499,420,466,0.14045,0.20953
2013,30-45 y.,North Rhine-Westphalia,No,0.01878,46,466,0.00644,0.03111
2013,30-45 y.,Hesse,Yes,0.17010,133,133,0.10600,0.23419
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.19123,109,109,0.11706,0.26541
2013,30-45 y.,Baden-Wuerttemberg,Yes,0.15231,219,219,0.10461,0.20001
2013,30-45 y.,Bavaria,Yes,0.13790,243,243,0.09446,0.18135
2013,30-45 y.,Berlin,Yes,0.19155,77,77,0.10307,0.28002
2013,30-45 y.,Brandenburg,Yes,0.17498,52,52,0.07070,0.27926
2013,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.14310,34,34,0.02362,0.26257
2013,30-45 y.,Saxony,Yes,0.18048,96,96,0.10314,0.25781
2013,30-45 y.,Saxony-Anhalt,Yes,0.18702,69,69,0.09434,0.27970
2013,30-45 y.,Thuringa,Yes,0.16605,54,54,0.06586,0.26623
2013,46-65 y.,Schleswig-Holstein,Yes,0.30461,107,107,0.21699,0.39222
2013,46-65 y.,Hamburg,Yes,0.31648,51,51,0.18756,0.44541
2013,46-65 y.,Lower Saxony,Yes,0.38991,359,359,0.33938,0.44043
2013,46-65 y.,North Rhine-Westphalia,Yes,0.35108,658,696,0.31560,0.38657
2013,46-65 y.,North Rhine-Westphalia,No,0.01694,38,696,0.00735,0.02654
2013,46-65 y.,Hesse,Yes,0.33292,271,271,0.27670,0.38913
2013,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.37087,203,203,0.30425,0.43748
2013,46-65 y.,Baden-Wuerttemberg,Yes,0.34881,366,366,0.29992,0.39770
2013,46-65 y.,Bavaria,Yes,0.35427,531,569,0.31494,0.39361
2013,46-65 y.,Bavaria,No,0.02229,38,569,0.01015,0.03444
2013,46-65 y.,Berlin,Yes,0.40983,137,137,0.32717,0.49248
2013,46-65 y.,Brandenburg,Yes,0.29905,160,160,0.22788,0.37021
2013,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.40057,90,90,0.29877,0.50238
2013,46-65 y.,Saxony,Yes,0.36374,221,221,0.30017,0.42731
2013,46-65 y.,Saxony-Anhalt,Yes,0.48626,167,167,0.41023,0.56230
2013,46-65 y.,Thuringa,Yes,0.41410,151,151,0.33527,0.49292
2013,66 and older,Schleswig-Holstein,Yes,0.57270,96,96,0.47322,0.67217
2013,66 and older,Hamburg,Yes,0.52023,55,55,0.38698,0.65349
2013,66 and older,Lower Saxony,Yes,0.59482,276,276,0.53680,0.65285
2013,66 and older,North Rhine-Westphalia,Yes,0.53580,485,485,0.49137,0.58023
2013,66 and older,Hesse,Yes,0.57787,163,163,0.50181,0.65392
2013,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.51650,149,149,0.43599,0.59701
2013,66 and older,Baden-Wuerttemberg,Yes,0.57155,309,309,0.51629,0.62682
2013,66 and older,Bavaria,Yes,0.47992,387,387,0.43008,0.52976
2013,66 and older,Berlin,Yes,0.52493,106,106,0.42941,0.62045
2013,66 and older,Brandenburg,Yes,0.66425,160,160,0.59084,0.73765
2013,66 and older,Mecklenburg-Western Pomerania,Yes,0.58519,65,65,0.46448,0.70590
2013,66 and older,Saxony,Yes,0.58831,200,200,0.51993,0.65669
2013,66 and older,Saxony-Anhalt,Yes,0.58856,129,129,0.50331,0.67381
2013,66 and older,Thuringa,Yes,0.61557,121,121,0.52853,0.70261
2015,17-29 y.,Lower Saxony,Yes,0.09013,48,48,0.00826,0.17200
2015,17-29 y.,North Rhine-Westphalia,Yes,0.10509,116,116,0.04904,0.16114
2015,17-29 y.,Hesse,Yes,0.08062,32,32,-0.01522,0.17646
2015,17-29 y.,Baden-Wuerttemberg,Yes,0.09937,59,59,0.02238,0.17636
2015,17-29 y.,Bavaria,Yes,0.10536,78,78,0.03679,0.17394
2015,17-29 y.,Saxony,Yes,0.15433,37,37,0.03632,0.27235
2015,30-45 y.,Schleswig-Holstein,Yes,0.18528,62,62,0.08778,0.28278
2015,30-45 y.,Lower Saxony,Yes,0.22897,148,148,0.16105,0.29690
2015,30-45 y.,North Rhine-Westphalia,Yes,0.20705,360,397,0.16714,0.24696
2015,30-45 y.,North Rhine-Westphalia,No,0.03206,37,397,0.01471,0.04941
2015,30-45 y.,Hesse,Yes,0.18092,105,105,0.10693,0.25490
2015,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.16801,81,81,0.08608,0.24994
2015,30-45 y.,Baden-Wuerttemberg,Yes,0.15658,161,192,0.10505,0.20812
2015,30-45 y.,Baden-Wuerttemberg,No,0.02465,31,192,0.00266,0.04663
2015,30-45 y.,Bavaria,Yes,0.08724,182,223,0.05012,0.12436
2015,30-45 y.,Bavaria,No,0.04276,41,223,0.01615,0.06937
2015,30-45 y.,Berlin,Yes,0.15748,53,53,0.05848,0.25649
2015,30-45 y.,Brandenburg,Yes,0.22421,48,48,0.10497,0.34345
2015,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.20420,33,33,0.06453,0.34388
2015,30-45 y.,Saxony,Yes,0.17133,74,74,0.08489,0.25777
2015,30-45 y.,Saxony-Anhalt,Yes,0.30452,65,65,0.19177,0.41727
2015,30-45 y.,Thuringa,Yes,0.22207,57,57,0.11321,0.33094
2015,46-65 y.,Schleswig-Holstein,Yes,0.33172,104,104,0.24079,0.42265
2015,46-65 y.,Hamburg,Yes,0.35053,42,42,0.20448,0.49658
2015,46-65 y.,Lower Saxony,Yes,0.40881,302,302,0.35327,0.46435
2015,46-65 y.,North Rhine-Westphalia,Yes,0.38260,654,707,0.34675,0.41846
2015,46-65 y.,North Rhine-Westphalia,No,0.03093,53,707,0.01816,0.04370
2015,46-65 y.,Hesse,Yes,0.35308,234,234,0.29171,0.41445
2015,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.37627,213,213,0.31106,0.44149
2015,46-65 y.,Baden-Wuerttemberg,Yes,0.31021,322,359,0.26229,0.35813
2015,46-65 y.,Baden-Wuerttemberg,No,0.04826,37,359,0.02606,0.07046
2015,46-65 y.,Bavaria,Yes,0.34115,468,540,0.30112,0.38117
2015,46-65 y.,Bavaria,No,0.05675,72,540,0.03721,0.07628
2015,46-65 y.,Berlin,Yes,0.48289,134,134,0.39796,0.56782
2015,46-65 y.,Brandenburg,Yes,0.37745,165,165,0.30326,0.45164
2015,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.41916,75,75,0.30673,0.53158
2015,46-65 y.,Saxony,Yes,0.33831,197,197,0.27207,0.40455
2015,46-65 y.,Saxony-Anhalt,Yes,0.43141,124,124,0.34388,0.51894
2015,46-65 y.,Thuringa,Yes,0.44837,142,142,0.36628,0.53046
2015,66 and older,Schleswig-Holstein,Yes,0.51647,95,95,0.41545,0.61750
2015,66 and older,Hamburg,Yes,0.46842,44,44,0.31927,0.61757
2015,66 and older,Lower Saxony,Yes,0.54268,249,249,0.48067,0.60468
2015,66 and older,North Rhine-Westphalia,Yes,0.55521,491,491,0.51121,0.59921
2015,66 and older,Hesse,Yes,0.60757,153,153,0.52994,0.68520
2015,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.60830,167,167,0.53404,0.68255
2015,66 and older,Baden-Wuerttemberg,Yes,0.57885,310,310,0.52380,0.63391
2015,66 and older,Bavaria,Yes,0.50386,381,424,0.45621,0.55151
2015,66 and older,Bavaria,No,0.05047,43,424,0.02961,0.07133
2015,66 and older,Berlin,Yes,0.61022,112,112,0.51949,0.70095
2015,66 and older,Brandenburg,Yes,0.70254,161,161,0.63170,0.77337
2015,66 and older,Mecklenburg-Western Pomerania,Yes,0.61378,69,69,0.49805,0.72950
2015,66 and older,Saxony,Yes,0.54709,193,193,0.47668,0.61750
2015,66 and older,Saxony-Anhalt,Yes,0.65378,134,134,0.57292,0.73463
2015,66 and older,Thuringa,Yes,0.57301,116,116,0.48260,0.66341
2017,17-29 y.,Lower Saxony,Yes,0.06565,62,62,0.00350,0.12780
2017,17-29 y.,North Rhine-Westphalia,Yes,0.11276,145,145,0.06109,0.16442
2017,17-29 y.,Hesse,Yes,0.11493,46,46,0.02174,0.20812
2017,17-29 y.,Baden-Wuerttemberg,Yes,0.10217,51,51,0.01822,0.18613
2017,17-29 y.,Bavaria,Yes,0.11698,88,88,0.04944,0.18451
2017,17-29 y.,Saxony,Yes,0.12581,33,33,0.01090,0.24071
2017,30-45 y.,Schleswig-Holstein,Yes,0.18725,72,72,0.09651,0.27800
2017,30-45 y.,Lower Saxony,Yes,0.21554,164,164,0.15241,0.27867
2017,30-45 y.,North Rhine-Westphalia,Yes,0.19752,355,387,0.15780,0.23724
2017,30-45 y.,North Rhine-Westphalia,No,0.01569,32,387,0.00329,0.02809
2017,30-45 y.,Hesse,Yes,0.10147,79,79,0.03446,0.16849
2017,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.24826,100,100,0.16316,0.33335
2017,30-45 y.,Baden-Wuerttemberg,Yes,0.14850,148,148,0.09101,0.20598
2017,30-45 y.,Bavaria,Yes,0.13333,180,180,0.08353,0.18313
2017,30-45 y.,Berlin,Yes,0.18890,50,50,0.07930,0.29851
2017,30-45 y.,Brandenburg,Yes,0.17885,53,53,0.07469,0.28302
2017,30-45 y.,Saxony,Yes,0.19249,79,79,0.10499,0.27998
2017,30-45 y.,Saxony-Anhalt,Yes,0.26159,54,54,0.14327,0.37992
2017,30-45 y.,Thuringa,Yes,0.18860,55,55,0.08426,0.29293
2017,46-65 y.,Schleswig-Holstein,Yes,0.35955,116,116,0.27185,0.44726
2017,46-65 y.,Hamburg,Yes,0.32404,50,50,0.19300,0.45509
2017,46-65 y.,Lower Saxony,Yes,0.41514,391,391,0.36623,0.46404
2017,46-65 y.,North Rhine-Westphalia,Yes,0.41245,790,843,0.37920,0.44570
2017,46-65 y.,North Rhine-Westphalia,No,0.01481,53,843,0.00665,0.02297
2017,46-65 y.,Hesse,Yes,0.33879,235,235,0.27814,0.39943
2017,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.35205,200,200,0.28569,0.41841
2017,46-65 y.,Baden-Wuerttemberg,Yes,0.34819,352,352,0.29835,0.39803
2017,46-65 y.,Bavaria,Yes,0.34673,521,554,0.30706,0.38639
2017,46-65 y.,Bavaria,No,0.02172,33,554,0.00957,0.03387
2017,46-65 y.,Berlin,Yes,0.46998,138,138,0.38640,0.55355
2017,46-65 y.,Brandenburg,Yes,0.38879,182,182,0.31777,0.45980
2017,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.46271,85,85,0.35608,0.56934
2017,46-65 y.,Saxony,Yes,0.38535,217,217,0.32044,0.45025
2017,46-65 y.,Saxony-Anhalt,Yes,0.47491,159,159,0.39704,0.55278
2017,46-65 y.,Thuringa,Yes,0.41976,159,159,0.34281,0.49671
2017,66 and older,Schleswig-Holstein,Yes,0.54219,96,96,0.44200,0.64238
2017,66 and older,Hamburg,Yes,0.51612,45,45,0.36846,0.66378
2017,66 and older,Lower Saxony,Yes,0.55609,262,262,0.49581,0.61637
2017,66 and older,North Rhine-Westphalia,Yes,0.55806,480,480,0.51359,0.60254
2017,66 and older,Hesse,Yes,0.58315,150,150,0.50399,0.66232
2017,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.56950,162,162,0.49301,0.64598
2017,66 and older,Baden-Wuerttemberg,Yes,0.52992,276,276,0.47093,0.58891
2017,66 and older,Bavaria,Yes,0.54008,406,406,0.49154,0.58862
2017,66 and older,Berlin,Yes,0.62563,115,115,0.53679,0.71447
2017,66 and older,Brandenburg,Yes,0.67822,157,157,0.60491,0.75153
2017,66 and older,Mecklenburg-Western Pomerania,Yes,0.56631,71,71,0.45022,0.68241
2017,66 and older,Saxony,Yes,0.46549,172,172,0.39073,0.54026
2017,66 and older,Saxony-Anhalt,Yes,0.57469,111,111,0.48230,0.66708
2017,66 and older,Thuringa,Yes,0.57922,115,115,0.48859,0.66984
2019,17-29 y.,Lower Saxony,Yes,0.14752,76,76,0.06726,0.22777
2019,17-29 y.,North Rhine-Westphalia,Yes,0.12979,158,193,0.08225,0.17733
2019,17-29 y.,North Rhine-Westphalia,No,0.01734,35,193,-0.00112,0.03580
2019,17-29 y.,Hesse,Yes,0.13680,44,44,0.03409,0.23951
2019,17-29 y.,Baden-Wuerttemberg,Yes,0.12380,57,57,0.03754,0.21006
2019,17-29 y.,Bavaria,Yes,0.13215,75,75,0.05499,0.20931
2019,17-29 y.,Saxony,Yes,0.19330,40,40,0.06936,0.31724
2019,30-45 y.,Schleswig-Holstein,Yes,0.14892,70,70,0.06491,0.23292
2019,30-45 y.,Lower Saxony,Yes,0.20945,148,148,0.14367,0.27523
2019,30-45 y.,North Rhine-Westphalia,Yes,0.20535,328,380,0.16468,0.24602
2019,30-45 y.,North Rhine-Westphalia,No,0.01628,52,380,0.00354,0.02902
2019,30-45 y.,Hesse,Yes,0.15061,88,88,0.07545,0.22577
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.22412,78,78,0.13098,0.31726
2019,30-45 y.,Baden-Wuerttemberg,Yes,0.16197,149,149,0.10262,0.22133
2019,30-45 y.,Bavaria,Yes,0.15820,191,191,0.10631,0.21009
2019,30-45 y.,Berlin,Yes,0.19534,68,68,0.10040,0.29027
2019,30-45 y.,Brandenburg,Yes,0.20475,74,74,0.11218,0.29732
2019,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.11771,31,31,0.00239,0.23304
2019,30-45 y.,Saxony,Yes,0.22128,102,102,0.14032,0.30223
2019,30-45 y.,Saxony-Anhalt,Yes,0.22844,62,62,0.12309,0.33380
2019,30-45 y.,Thuringa,Yes,0.16746,56,56,0.06878,0.26614
2019,46-65 y.,Schleswig-Holstein,Yes,0.37088,137,137,0.28969,0.45206
2019,46-65 y.,Hamburg,Yes,0.45010,72,72,0.33438,0.56583
2019,46-65 y.,Lower Saxony,Yes,0.40789,409,409,0.36021,0.45558
2019,46-65 y.,Bremen,Yes,0.51958,33,33,0.34648,0.69269
2019,46-65 y.,North Rhine-Westphalia,Yes,0.39657,820,888,0.36437,0.42876
2019,46-65 y.,North Rhine-Westphalia,No,0.01869,68,888,0.00978,0.02760
2019,46-65 y.,Hesse,Yes,0.35105,255,255,0.29236,0.40975
2019,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.34815,205,205,0.28278,0.41352
2019,46-65 y.,Baden-Wuerttemberg,Yes,0.35501,355,355,0.30516,0.40486
2019,46-65 y.,Bavaria,Yes,0.35251,541,572,0.31332,0.39169
2019,46-65 y.,Bavaria,No,0.02040,31,572,0.00880,0.03199
2019,46-65 y.,Berlin,Yes,0.41967,149,149,0.34016,0.49918
2019,46-65 y.,Brandenburg,Yes,0.40826,188,188,0.33781,0.47870
2019,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.42612,83,83,0.31908,0.53315
2019,46-65 y.,Saxony,Yes,0.37985,246,246,0.31908,0.44063
2019,46-65 y.,Saxony-Anhalt,Yes,0.50067,163,163,0.42367,0.57767
2019,46-65 y.,Thuringa,Yes,0.41517,142,142,0.33384,0.49651
2019,66 and older,Schleswig-Holstein,Yes,0.51116,97,97,0.41116,0.61116
2019,66 and older,Hamburg,Yes,0.56122,51,51,0.42367,0.69877
2019,66 and older,Lower Saxony,Yes,0.63855,269,269,0.58103,0.69607
2019,66 and older,North Rhine-Westphalia,Yes,0.55109,518,518,0.50821,0.59396
2019,66 and older,Hesse,Yes,0.53017,144,144,0.44837,0.61197
2019,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.59543,166,166,0.52054,0.67032
2019,66 and older,Baden-Wuerttemberg,Yes,0.54817,273,273,0.48903,0.60732
2019,66 and older,Bavaria,Yes,0.53799,406,406,0.48943,0.58654
2019,66 and older,Berlin,Yes,0.51619,108,108,0.42150,0.61088
2019,66 and older,Brandenburg,Yes,0.65064,162,162,0.57700,0.72429
2019,66 and older,Mecklenburg-Western Pomerania,Yes,0.66138,79,79,0.55635,0.76640
2019,66 and older,Saxony,Yes,0.55275,203,203,0.48418,0.62132
2019,66 and older,Saxony-Anhalt,Yes,0.54728,107,107,0.45252,0.64204
2019,66 and older,Thuringa,Yes,0.59730,118,118,0.50843,0.68617
2021,17-29 y.,Lower Saxony,Yes,0.12868,39,39,0.02222,0.23515
2021,17-29 y.,North Rhine-Westphalia,Yes,0.14972,113,113,0.08364,0.21579
2021,17-29 y.,Baden-Wuerttemberg,Yes,0.10274,40,40,0.00745,0.19803
2021,17-29 y.,Bavaria,Yes,0.12740,65,65,0.04571,0.20908
2021,30-45 y.,Schleswig-Holstein,Yes,0.12703,45,45,0.02863,0.22542
2021,30-45 y.,Lower Saxony,Yes,0.20463,95,95,0.12307,0.28619
2021,30-45 y.,North Rhine-Westphalia,Yes,0.25739,231,270,0.20515,0.30964
2021,30-45 y.,North Rhine-Westphalia,No,0.03362,39,270,0.01208,0.05516
2021,30-45 y.,Hesse,Yes,0.16514,68,68,0.07623,0.25405
2021,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.16783,43,43,0.05481,0.28086
2021,30-45 y.,Baden-Wuerttemberg,Yes,0.13323,72,72,0.05419,0.21228
2021,30-45 y.,Bavaria,Yes,0.14348,88,88,0.06981,0.21714
2021,30-45 y.,Berlin,Yes,0.13525,53,53,0.04230,0.22820
2021,30-45 y.,Brandenburg,Yes,0.23053,41,41,0.10001,0.36106
2021,30-45 y.,Saxony,Yes,0.24589,76,76,0.14843,0.34335
2021,30-45 y.,Saxony-Anhalt,Yes,0.31953,32,32,0.15538,0.48368
2021,46-65 y.,Schleswig-Holstein,Yes,0.25316,77,77,0.15540,0.35092
2021,46-65 y.,Hamburg,Yes,0.41203,55,55,0.28075,0.54331
2021,46-65 y.,Lower Saxony,Yes,0.34433,237,237,0.28371,0.40495
2021,46-65 y.,North Rhine-Westphalia,Yes,0.34177,489,532,0.30143,0.38211
2021,46-65 y.,North Rhine-Westphalia,No,0.02122,43,532,0.00896,0.03348
2021,46-65 y.,Hesse,Yes,0.32346,156,156,0.24981,0.39710
2021,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.33217,121,121,0.24789,0.41644
2021,46-65 y.,Baden-Wuerttemberg,Yes,0.34056,231,231,0.27932,0.40181
2021,46-65 y.,Bavaria,Yes,0.29168,315,349,0.24392,0.33944
2021,46-65 y.,Bavaria,No,0.03534,34,349,0.01594,0.05474
2021,46-65 y.,Berlin,Yes,0.34709,90,90,0.24819,0.44600
2021,46-65 y.,Brandenburg,Yes,0.35573,96,96,0.25946,0.45200
2021,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.43218,62,62,0.30786,0.55649
2021,46-65 y.,Saxony,Yes,0.35206,127,127,0.26866,0.43546
2021,46-65 y.,Saxony-Anhalt,Yes,0.36544,82,82,0.26057,0.47031
2021,46-65 y.,Thuringa,Yes,0.41011,96,96,0.31120,0.50901
2021,66 and older,Schleswig-Holstein,Yes,0.49758,68,68,0.37786,0.61730
2021,66 and older,Hamburg,Yes,0.52556,46,46,0.37966,0.67146
2021,66 and older,Lower Saxony,Yes,0.48170,162,162,0.40452,0.55889
2021,66 and older,North Rhine-Westphalia,Yes,0.51278,335,335,0.45918,0.56639
2021,66 and older,Hesse,Yes,0.54192,85,85,0.43537,0.64847
2021,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.58481,111,111,0.49273,0.67690
2021,66 and older,Baden-Wuerttemberg,Yes,0.51359,183,183,0.44098,0.58621
2021,66 and older,Bavaria,Yes,0.49917,275,275,0.43997,0.55837
2021,66 and older,Berlin,Yes,0.56131,61,61,0.43575,0.68688
2021,66 and older,Brandenburg,Yes,0.54291,102,102,0.44575,0.64006
2021,66 and older,Mecklenburg-Western Pomerania,Yes,0.65182,50,50,0.51843,0.78521
2021,66 and older,Saxony,Yes,0.55122,148,148,0.47081,0.63162
2021,66 and older,Saxony-Anhalt,Yes,0.57127,63,63,0.44809,0.69446
2021,66 and older,Thuringa,Yes,0.57364,75,75,0.46096,0.68632
