year,age_gr,migback,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,No migration background,Yes,0.36010,2752,2926,0.34270,0.37749
2013,46-65 y.,No migration background,No,0.02051,174,2926,0.01537,0.02564
2013,46-65 y.,Direct migration background,Yes,0.37836,686,730,0.34316,0.41357
2013,46-65 y.,Direct migration background,No,0.01665,44,730,0.00736,0.02594
2013,46-65 y.,Indirect migration background,Yes,0.39851,62,62,0.27565,0.52138
2013,66 and older,No migration background,Yes,0.54771,2458,2566,0.52845,0.56697
2013,66 and older,No migration background,No,0.02336,108,2566,0.01751,0.02920
2013,66 and older,Direct migration background,Yes,0.58726,254,254,0.52659,0.64792
2015,17-29 y.,No migration background,Yes,0.10954,334,410,0.07927,0.13980
2015,17-29 y.,No migration background,No,0.04110,76,410,0.02186,0.06034
2015,17-29 y.,Direct migration background,Yes,0.07752,89,89,0.02165,0.13340
2015,17-29 y.,Indirect migration background,Yes,0.09933,85,85,0.03536,0.16329
2015,30-45 y.,No migration background,Yes,0.18700,922,1064,0.16356,0.21044
2015,30-45 y.,No migration background,No,0.03085,142,1064,0.02046,0.04125
2015,30-45 y.,Direct migration background,Yes,0.14594,425,466,0.11385,0.17802
2015,30-45 y.,Direct migration background,No,0.01953,41,466,0.00695,0.03210
2015,30-45 y.,Indirect migration background,Yes,0.15921,120,120,0.09347,0.22495
2015,46-65 y.,No migration background,Yes,0.36410,2535,2797,0.34626,0.38194
2015,46-65 y.,No migration background,No,0.03805,262,2797,0.03096,0.04514
2015,46-65 y.,Direct migration background,Yes,0.40940,603,652,0.37163,0.44717
2015,46-65 y.,Direct migration background,No,0.04379,49,652,0.02807,0.05951
2015,46-65 y.,Indirect migration background,Yes,0.42240,57,57,0.29303,0.55177
2015,66 and older,No migration background,Yes,0.56128,2439,2601,0.54221,0.58036
2015,66 and older,No migration background,No,0.03767,162,2601,0.03035,0.04499
2015,66 and older,Direct migration background,Yes,0.55941,245,245,0.49712,0.62170
2017,17-29 y.,No migration background,Yes,0.11447,375,411,0.08365,0.14529
2017,17-29 y.,No migration background,No,0.01322,36,411,0.00217,0.02428
2017,17-29 y.,Direct migration background,Yes,0.07615,122,157,0.03453,0.11777
2017,17-29 y.,Direct migration background,No,0.00961,35,157,-0.00570,0.02492
2017,17-29 y.,Indirect migration background,Yes,0.11088,94,94,0.04707,0.17470
2017,30-45 y.,No migration background,Yes,0.18281,863,921,0.15783,0.20778
2017,30-45 y.,No migration background,No,0.01179,58,921,0.00481,0.01876
2017,30-45 y.,Direct migration background,Yes,0.15238,464,525,0.12161,0.18316
2017,30-45 y.,Direct migration background,No,0.01802,61,525,0.00663,0.02941
2017,30-45 y.,Indirect migration background,Yes,0.17357,134,134,0.10920,0.23794
2017,46-65 y.,No migration background,Yes,0.38071,2872,3022,0.36339,0.39802
2017,46-65 y.,No migration background,No,0.01599,150,3022,0.01152,0.02046
2017,46-65 y.,Direct migration background,Yes,0.39935,668,715,0.36342,0.43527
2017,46-65 y.,Direct migration background,No,0.02751,47,715,0.01551,0.03951
2017,46-65 y.,Indirect migration background,Yes,0.46470,81,81,0.35540,0.57399
2017,66 and older,No migration background,Yes,0.55127,2366,2461,0.53162,0.57092
2017,66 and older,No migration background,No,0.02251,95,2461,0.01665,0.02837
2017,66 and older,Direct migration background,Yes,0.57984,259,259,0.51961,0.64007
2019,17-29 y.,No migration background,Yes,0.14788,432,476,0.11596,0.17980
2019,17-29 y.,No migration background,No,0.00916,44,476,0.00059,0.01773
2019,17-29 y.,Direct migration background,Yes,0.11177,96,131,0.05761,0.16594
2019,17-29 y.,Direct migration background,No,0.01535,35,131,-0.00578,0.03649
2019,17-29 y.,Indirect migration background,Yes,0.13293,96,96,0.06466,0.20120
2019,30-45 y.,No migration background,Yes,0.17774,820,906,0.15283,0.20265
2019,30-45 y.,No migration background,No,0.01936,86,906,0.01038,0.02833
2019,30-45 y.,Direct migration background,Yes,0.19222,545,649,0.16188,0.22256
2019,30-45 y.,Direct migration background,No,0.01799,104,649,0.00776,0.02823
2019,30-45 y.,Indirect migration background,Yes,0.18870,115,115,0.11687,0.26052
2019,46-65 y.,No migration background,Yes,0.38302,2961,3148,0.36603,0.40000
2019,46-65 y.,No migration background,No,0.02264,187,3148,0.01744,0.02784
2019,46-65 y.,Direct migration background,Yes,0.39919,748,817,0.36559,0.43280
2019,46-65 y.,Direct migration background,No,0.02719,69,817,0.01603,0.03835
2019,46-65 y.,Indirect migration background,Yes,0.34172,89,89,0.24263,0.44082
2019,66 and older,No migration background,Yes,0.56919,2465,2595,0.55013,0.58825
2019,66 and older,No migration background,No,0.02642,130,2595,0.02025,0.03259
2019,66 and older,Direct migration background,Yes,0.51014,250,250,0.44805,0.57223
2021,17-29 y.,No migration background,Yes,0.12503,262,296,0.08729,0.16278
2021,17-29 y.,No migration background,No,0.01509,34,296,0.00118,0.02900
2021,17-29 y.,Direct migration background,Yes,0.10523,91,91,0.04184,0.16863
2021,17-29 y.,Indirect migration background,Yes,0.16115,55,55,0.06308,0.25921
2021,30-45 y.,No migration background,Yes,0.19428,505,563,0.16157,0.22699
2021,30-45 y.,No migration background,No,0.02183,58,563,0.00975,0.03391
2021,30-45 y.,Direct migration background,Yes,0.15423,328,416,0.11948,0.18898
2021,30-45 y.,Direct migration background,No,0.04446,88,416,0.02463,0.06429
2021,30-45 y.,Indirect migration background,Yes,0.24206,69,69,0.14025,0.34387
2021,46-65 y.,No migration background,Yes,0.33186,1726,1870,0.31051,0.35321
2021,46-65 y.,No migration background,No,0.02512,144,1870,0.01802,0.03221
2021,46-65 y.,Direct migration background,Yes,0.36579,475,525,0.32455,0.40703
2021,46-65 y.,Direct migration background,No,0.02759,50,525,0.01356,0.04161
2021,46-65 y.,Indirect migration background,Yes,0.28390,50,50,0.15765,0.41015
2021,66 and older,No migration background,Yes,0.52994,1603,1687,0.50612,0.55377
2021,66 and older,No migration background,No,0.02489,84,1687,0.01746,0.03233
2021,66 and older,Direct migration background,Yes,0.51087,162,162,0.43365,0.58809
