"year","bula_h","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","Nordrhein-Westfalen","Städtischer Raum","340.14","372.5","2715","193","300","400","450","600","335.93","344.35","0","800","360","375"
"2000","Rheinland-Pfalz,Saarland","Ländlicher Raum","350.72","365","189","200","300","400","400","600","334.86","366.58","0","990","350","385"
"2000","Rheinland-Pfalz,Saarland","Städtischer Raum","352.02","377.5","560","200","300","400","450","600","343.76","360.28","0","700","375","385"
"2000","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2000","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2000","Schleswig-Holstein","Ländlicher Raum","346.5","376.5","242","190","300","400","450","600","331.35","361.65","0","800","360","385"
"2000","Schleswig-Holstein","Städtischer Raum","338.17","355","157","200","300","400","420","500","322.92","353.42","0","600","350","380"
"2000","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2000","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Baden-Württemberg","Ländlicher Raum","346.93","340","138","185","300","400","500","650","326.28","367.58","0","700","350","380"
"2001","Baden-Württemberg","Städtischer Raum","344.04","377.5","1384","195","300","400","450","600","338.3","349.78","0","750","375","380"
"2001","Bayern","Ländlicher Raum","346.29","377.5","967","190","300","400","450","600","339.12","353.46","0","800","370","380"
"2001","Bayern","Städtischer Raum","341.8","372.5","834","190","300","400","400","600","333.94","349.66","0","999","370","380"
"2001","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Bremen","Städtischer Raum","356.24","382.5","87","200","300","400","450","800","332.92","379.56","0","800","350","400"
"2001","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Hamburg","Städtischer Raum","321.49","372.5","159","130","300","400","400","600","302.8","340.18","0","600","350","385"
"2001","Hessen","Ländlicher Raum","358.66","382.5","165","195","300","400","470","650","340.54","376.78","0","700","360","395"
"2001","Hessen","Städtischer Raum","342.06","372.5","672","200","300","400","450","600","334","350.12","0","800","365","380"
"2001","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Niedersachsen","Ländlicher Raum","354.61","384","526","200","300","400","450","600","344.48","364.74","0","900","380","385"
"2001","Niedersachsen","Städtischer Raum","350.52","382.5","491","200","300","400","450","600","341.13","359.91","0","750","375","385"
"2001","Nordrhein-Westfalen","Ländlicher Raum","328.06","372.5","64","180","200","380","400","600","300.36","355.76","15","600","350","375"
"2001","Nordrhein-Westfalen","Städtischer Raum","342.87","372.5","2507","200","300","400","450","600","338.58","347.16","0","900","370","375"
"2001","Rheinland-Pfalz,Saarland","Ländlicher Raum","346.87","382.5","188","200","300","400","400","700","330.11","363.63","0","800","370","385"
"2001","Rheinland-Pfalz,Saarland","Städtischer Raum","351.4","382.5","520","200","300","400","410","650","342.07","360.73","0","800","375","385"
"2001","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2001","Schleswig-Holstein","Ländlicher Raum","353.89","372.5","206","200","300","400","450","600","339.41","368.37","40","650","360","385"
"2001","Schleswig-Holstein","Städtischer Raum","331.4","365","149","180","250","400","420","520","314.71","348.09","60","600","350","380"
"2001","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2001","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Baden-Württemberg","Ländlicher Raum","317.97","335","148","100","250","400","400","550","297.57","338.37","20","900","300","380"
"2002","Baden-Württemberg","Städtischer Raum","338","365","1500","200","300","400","450","600","332.5","343.5","0","650","350","375"
"2002","Bayern","Ländlicher Raum","339.69","372.5","987","197","300","400","450","600","332.17","347.21","0","980","360","380"
"2002","Bayern","Städtischer Raum","343.41","374.5","931","160","300","400","405","700","335.84","350.98","0","900","360","375"
"2002","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Bremen","Städtischer Raum","316.56","325","97","100","300","400","410","600","290.7","342.42","0","700","300","385"
"2002","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Hamburg","Städtischer Raum","319.59","372.5","199","130","250","400","400","500","301.72","337.46","0","900","370","385"
"2002","Hessen","Ländlicher Raum","353.35","372.5","171","200","300","400","450","600","336.79","369.91","50","700","360","385"
"2002","Hessen","Städtischer Raum","341.63","377.5","801","200","300","400","450","600","333.76","349.5","0","999","360","380"
"2002","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Niedersachsen","Ländlicher Raum","354.89","377.5","565","200","300","400","480","700","345.2","364.58","0","999","370","385"
"2002","Niedersachsen","Städtischer Raum","350.54","382.5","509","200","300","400","450","600","341.28","359.8","0","620","375","385"
"2002","Nordrhein-Westfalen","Ländlicher Raum","320.04","372.5","61","150","250","380","385","400","293.13","346.95","0","500","300","380"
"2002","Nordrhein-Westfalen","Städtischer Raum","339.92","372.5","2636","193","300","400","450","600","335.58","344.26","0","990","370","375"
"2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","333.06","362.5","193","200","250","400","440","600","315.71","350.41","0","840","350","380"
"2002","Rheinland-Pfalz,Saarland","Städtischer Raum","344.74","377.5","540","200","300","400","400","600","335.19","354.29","20","800","370","385"
"2002","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","Ländlicher Raum","330.15","355","234","180","300","400","400","500","316.1","344.2","0","600","350","380"
"2002","Schleswig-Holstein","Städtischer Raum","335.93","370","162","135","300","400","450","600","317.14","354.72","0","600","350","380"
"2002","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2002","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Baden-Württemberg","Ländlicher Raum","339.74","365","137","180","300","400","450","600","319.94","359.54","70","800","360","400"
"2003","Baden-Württemberg","Städtischer Raum","343.96","372.5","1429","200","300","400","450","600","338.23","349.69","0","900","370","380"
"2003","Bayern","Ländlicher Raum","336.45","377.5","929","180","300","400","420","600","328.99","343.91","0","800","370","380"
"2003","Bayern","Städtischer Raum","339.46","372.5","913","190","300","400","440","600","331.72","347.2","0","990","350","375"
"2003","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Bremen","Städtischer Raum","344.57","377.5","89","180","300","400","400","600","321.47","367.67","40","600","350","385"
"2003","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Hamburg","Städtischer Raum","336.41","377.5","165","150","300","400","450","600","318.18","354.64","0","600","375","400"
"2003","Hessen","Ländlicher Raum","348.99","372.5","159","180","300","400","450","620","332.27","365.71","60","620","370","385"
"2003","Hessen","Städtischer Raum","348.1","377.5","718","200","300","400","450","600","340.2","356","0","999","375","385"
"2003","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Niedersachsen","Ländlicher Raum","339.23","372.5","553","200","300","400","450","600","329.43","349.03","0","900","360","380"
"2003","Niedersachsen","Städtischer Raum","341.49","377.5","498","180","300","400","450","600","331.57","351.41","0","750","375","385"
"2003","Nordrhein-Westfalen","Ländlicher Raum","317.95","365","58","200","220","380","400","600","286.54","349.36","20","600","300","380"
"2003","Nordrhein-Westfalen","Städtischer Raum","340.11","373","2488","190","300","400","450","600","335.62","344.6","0","999","360","375"
"2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","344.53","377.5","184","190","250","400","480","800","326.01","363.05","0","800","360","385"
"2003","Rheinland-Pfalz,Saarland","Städtischer Raum","346.81","377.5","527","200","300","400","450","500","337.75","355.87","35","840","380","385"
"2003","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","Ländlicher Raum","346.96","377.5","207","200","300","400","420","500","333.69","360.23","70","600","350","385"
"2003","Schleswig-Holstein","Städtischer Raum","319.82","357.5","136","150","225","400","420","600","300.81","338.83","30","600","350","360"
"2003","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","Ländlicher Raum","349.84","382.5","127","160","300","400","450","600","328.81","370.87","40","750","350","400"
"2004","Baden-Württemberg","Städtischer Raum","347.25","373.5","1371","200","300","400","420","600","341.49","353.01","0","999","370","380"
"2004","Bayern","Ländlicher Raum","345.71","377.5","920","200","300","400","440","600","338.47","352.95","0","700","375","380"
"2004","Bayern","Städtischer Raum","342.47","379","856","150","300","400","450","600","334.79","350.15","0","999","360","380"
"2004","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Bremen","Städtischer Raum","328.29","360","86","150","250","400","400","500","303.93","352.65","0","600","350","400"
"2004","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Hamburg","Städtischer Raum","333.89","367.5","161","150","300","400","400","600","317.38","350.4","0","600","350","400"
"2004","Hessen","Ländlicher Raum","353.7","367.5","138","200","300","400","450","600","336.13","371.27","100","700","350","385"
"2004","Hessen","Städtischer Raum","340.63","372.5","708","190","300","400","450","600","332.58","348.68","0","700","360","385"
"2004","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Niedersachsen","Ländlicher Raum","349.75","377.5","550","200","300","400","450","600","340.15","359.35","0","900","360","385"
"2004","Niedersachsen","Städtischer Raum","336.14","372.5","482","200","300","400","420","600","326.15","346.13","0","800","350","380"
"2004","Nordrhein-Westfalen","Ländlicher Raum","327.39","360","57","175","280","400","400","700","293.49","361.29","10","700","350","380"
"2004","Nordrhein-Westfalen","Städtischer Raum","346.16","377.5","2401","200","300","400","450","600","341.64","350.68","0","999","375","380"
"2004","Rheinland-Pfalz,Saarland","Ländlicher Raum","347.99","382.5","180","160","300","400","450","700","330.4","365.58","0","700","375","400"
"2004","Rheinland-Pfalz,Saarland","Städtischer Raum","346.46","382.5","516","200","300","400","400","600","337.16","355.76","45","800","375","385"
"2004","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2004","Schleswig-Holstein","Ländlicher Raum","355.56","377.5","191","200","300","400","480","700","338.11","373.01","40","990","360","385"
"2004","Schleswig-Holstein","Städtischer Raum","341.43","372.5","135","180","300","400","450","500","323.15","359.71","20","600","350","380"
"2004","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Baden-Württemberg","Ländlicher Raum","344.14","365","120","193","300","400","450","600","322.59","365.69","30","600","350","400"
"2005","Baden-Württemberg","Städtischer Raum","346.25","377.5","1300","200","300","400","450","600","340.39","352.11","0","990","375","385"
"2005","Bayern","Ländlicher Raum","349.75","382.5","866","200","300","400","450","600","342.23","357.27","0","800","375","385"
"2005","Bayern","Städtischer Raum","344.33","379","829","200","300","400","450","600","336.42","352.24","0","999","350","380"
"2005","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Bremen","Städtischer Raum","348.42","382.5","73","200","300","400","450","550","325.08","371.76","40","550","350","400"
"2005","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Hamburg","Städtischer Raum","360.58","395","153","200","320","400","450","500","345.18","375.98","50","600","385","400"
"2005","Hessen","Ländlicher Raum","336","372.5","143","200","300","400","420","500","318.97","353.03","0","600","350","400"
"2005","Hessen","Städtischer Raum","348.66","382.5","674","200","300","400","450","600","340.29","357.03","0","700","375","385"
"2005","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Niedersachsen","Ländlicher Raum","352.39","382.5","498","200","300","400","460","600","342.29","362.49","0","990","375","390"
"2005","Niedersachsen","Städtischer Raum","351.82","382.5","471","200","300","400","450","600","341.98","361.66","0","700","360","385"
"2005","Nordrhein-Westfalen","Ländlicher Raum","316.56","340","50","150","280","380","400","500","287.54","345.58","60","500","300","375"
"2005","Nordrhein-Westfalen","Städtischer Raum","347.75","379","2295","200","300","400","450","600","343.15","352.35","0","990","375","380"
"2005","Rheinland-Pfalz,Saarland","Ländlicher Raum","344.83","382.5","170","200","300","400","420","600","328.57","361.09","0","600","350","400"
"2005","Rheinland-Pfalz,Saarland","Städtischer Raum","348.1","382.5","503","200","300","400","420","600","338.48","357.72","30","730","375","390"
"2005","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","Ländlicher Raum","365.05","382.5","187","200","350","400","450","600","349.52","380.58","50","800","370","400"
"2005","Schleswig-Holstein","Städtischer Raum","331.16","372.5","108","180","300","400","420","520","308.89","353.43","10","600","350","385"
"2005","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Baden-Württemberg","Ländlicher Raum","354.91","382.5","132","200","320","400","450","600","334.75","375.07","50","700","350","400"
"2006","Baden-Württemberg","Städtischer Raum","341.65","377.5","1398","200","300","400","410","600","335.95","347.35","0","700","375","380"
"2006","Bayern","Ländlicher Raum","342.63","377.5","970","200","300","400","420","600","335.62","349.64","0","800","380","385"
"2006","Bayern","Städtischer Raum","344.21","377.5","835","200","300","400","450","600","336.6","351.82","0","999","350","380"
"2006","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Bremen","Städtischer Raum","355.84","382.5","75","250","320","400","400","500","332.52","379.16","0","600","350","400"
"2006","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Hamburg","Städtischer Raum","348.03","382.5","149","200","300","400","450","500","330.6","365.46","0","700","360","400"
"2006","Hessen","Ländlicher Raum","352.66","382.5","148","200","300","400","420","500","337.62","367.7","50","600","360","400"
"2006","Hessen","Städtischer Raum","343.41","377.5","713","200","300","400","450","560","335.6","351.22","0","800","370","385"
"2006","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Niedersachsen","Ländlicher Raum","360.19","382.5","565","200","300","400","480","605","350.99","369.39","0","999","380","385"
"2006","Niedersachsen","Städtischer Raum","350.04","382.5","482","200","300","400","450","600","340.41","359.67","0","600","370","385"
"2006","Nordrhein-Westfalen","Ländlicher Raum","309.77","360","56","160","200","390","400","500","279.02","340.52","0","500","300","385"
"2006","Nordrhein-Westfalen","Städtischer Raum","347.18","377.5","2376","200","300","400","450","600","342.77","351.59","0","800","375","385"
"2006","Rheinland-Pfalz,Saarland","Ländlicher Raum","356.42","382.5","184","200","300","400","500","600","339.78","373.06","0","600","375","400"
"2006","Rheinland-Pfalz,Saarland","Städtischer Raum","344.67","382.5","530","200","300","400","400","530","335.58","353.76","0","600","375","385"
"2006","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","Ländlicher Raum","349.45","382.5","197","200","300","400","455","600","333.16","365.74","0","720","375","385"
"2006","Schleswig-Holstein","Städtischer Raum","354.91","382.5","164","200","300","400","500","600","337.59","372.23","0","600","350","385"
"2006","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Baden-Württemberg","Ländlicher Raum","335.22","340","131","180","250","400","450","500","315.57","354.87","50","550","350","385"
"2007","Baden-Württemberg","Städtischer Raum","344.9","372.5","1283","200","300","400","450","600","338.98","350.82","0","900","360","380"
"2007","Bayern","Ländlicher Raum","347.7","377.5","940","200","300","400","450","650","340.3","355.1","0","800","350","385"
"2007","Bayern","Städtischer Raum","350.5","379","795","190","300","400","450","700","342.39","358.61","0","990","370","385"
"2007","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Bremen","Städtischer Raum","352.98","387.5","79","200","300","400","400","600","328.8","377.16","0","600","350","400"
"2007","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Hamburg","Städtischer Raum","359.72","392.5","157","250","350","400","420","550","344.07","375.37","0","550","360","400"
"2007","Hessen","Ländlicher Raum","363.81","382.5","138","200","300","400","450","600","345.93","381.69","0","600","380","400"
"2007","Hessen","Städtischer Raum","343.74","378","661","200","300","400","450","600","335.03","352.45","0","900","360","385"
"2007","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Niedersachsen","Ländlicher Raum","352.22","387.5","538","200","300","400","450","700","342.56","361.88","0","800","380","400"
"2007","Niedersachsen","Städtischer Raum","353","397.5","476","200","300","400","450","720","342.33","363.67","0","900","370","390"
"2007","Nordrhein-Westfalen","Ländlicher Raum","330.37","370","51","160","280","400","400","600","300.39","360.35","100","600","300","400"
"2007","Nordrhein-Westfalen","Städtischer Raum","349.16","382.5","2235","200","300","400","450","600","344.56","353.76","0","750","375","380"
"2007","Rheinland-Pfalz,Saarland","Ländlicher Raum","344.31","382.5","166","200","300","400","450","600","327.43","361.19","20","600","350","400"
"2007","Rheinland-Pfalz,Saarland","Städtischer Raum","344","382.5","490","200","300","400","420","600","334.22","353.78","0","700","360","385"
"2007","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","Ländlicher Raum","368.11","387.5","180","200","300","400","500","750","351.04","385.18","40","750","380","400"
"2007","Schleswig-Holstein","Städtischer Raum","356.47","387.5","128","160","300","450","500","600","335.18","377.76","50","600","350","390"
"2007","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Baden-Württemberg","Ländlicher Raum","338.4","372.5","132","150","250","400","500","600","316.98","359.82","30","600","350","400"
"2008","Baden-Württemberg","Städtischer Raum","339.88","372.5","1251","200","300","400","420","500","333.82","345.94","0","800","360","380"
"2008","Bayern","Ländlicher Raum","338.34","377.5","900","200","300","400","420","600","330.68","346","0","800","350","380"
"2008","Bayern","Städtischer Raum","343.04","382.5","722","200","300","400","450","560","334.91","351.17","0","999","350","385"
"2008","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Bremen","Städtischer Raum","349.59","382.5","74","200","320","400","400","500","327.35","371.83","100","500","350","400"
"2008","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Hamburg","Städtischer Raum","354.68","382.5","150","200","350","400","400","500","338.13","371.23","0","500","355","400"
"2008","Hessen","Ländlicher Raum","340.4","382.5","113","200","300","400","405","600","321.51","359.29","40","600","375","400"
"2008","Hessen","Städtischer Raum","340.49","377.5","662","200","300","400","450","600","331.93","349.05","10","700","350","385"
"2008","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Niedersachsen","Ländlicher Raum","345.87","382.5","511","200","300","400","450","600","335.76","355.98","0","820","370","385"
"2008","Niedersachsen","Städtischer Raum","347.11","382.5","453","200","300","400","420","500","336.82","357.4","0","800","360","385"
"2008","Nordrhein-Westfalen","Ländlicher Raum","314.55","362.5","51","150","200","400","400","500","284.45","344.65","100","500","300","400"
"2008","Nordrhein-Westfalen","Städtischer Raum","342.82","377.5","2153","200","300","400","425","600","338.2","347.44","0","800","370","380"
"2008","Rheinland-Pfalz,Saarland","Ländlicher Raum","346.17","382.5","143","180","300","400","425","600","328.92","363.42","30","600","360","400"
"2008","Rheinland-Pfalz,Saarland","Städtischer Raum","337.69","377.5","452","200","300","400","400","500","328.78","346.6","60","600","350","385"
"2008","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","Ländlicher Raum","336.54","377.5","173","180","300","400","420","700","318.15","354.93","20","800","350","390"
"2008","Schleswig-Holstein","Städtischer Raum","344.47","377.5","118","160","300","410","500","600","323.08","365.86","40","600","350","380"
"2008","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
