"year","age_gr","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","17-29","3","362.82","377.5","485","250","350","400","450","600","354.16","371.48","0","750","380","385"
"2002","17-29","4","366.3","382.5","499","300","350","400","450","500","357.36","375.24","0","800","380","385"
"2002","17-29","5 Einkommensstärkstes Quintil","364.6","382.5","283","150","350","400","450","700","349.69","379.51","0","900","360","385"
"2002","30-45","1 Einkommensschwächstes Quintil","338.45","372.5","820","180","300","400","430","600","330.74","346.16","30","999","370","380"
"2002","30-45","2","344.54","377.5","1374","200","300","400","410","600","339.14","349.94","0","840","375","380"
"2002","30-45","3","351.91","377.5","1175","200","300","400","450","600","345.9","357.92","0","990","375","380"
"2002","30-45","4","353.11","379","1257","200","300","400","450","600","347.42","358.8","0","800","375","385"
"2002","30-45","5 Einkommensstärkstes Quintil","364.63","382.5","1176","200","300","400","500","700","357.76","371.5","0","999","375","385"
"2002","46-65","1 Einkommensschwächstes Quintil","322.14","357.5","477","135","250","400","400","600","311.66","332.62","0","700","350","380"
"2002","46-65","2","330.24","372.5","728","160","300","400","400","600","322.02","338.46","0","750","360","380"
"2002","46-65","3","339.16","372.5","854","200","300","400","400","600","332.4","345.92","0","700","370","380"
"2002","46-65","4","340.03","362.5","1033","200","300","400","400","600","333.84","346.22","0","800","360","380"
"2002","46-65","5 Einkommensstärkstes Quintil","347.32","377.5","1528","200","300","400","500","600","341.52","353.12","0","900","375","385"
"2002","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","66","2","","","","","","","","","","","","","",""
"2002","66","3","","","","","","","","","","","","","",""
"2002","66","4","","","","","","","","","","","","","",""
"2002","66","5 Einkommensstärkstes Quintil","283.18","175","52","40","100","400","500","980","230.96","335.4","0","980","200","380"
"2003","17-29","1 Einkommensschwächstes Quintil","349.54","382.5","481","200","350","400","400","500","340.25","358.83","30","800","380","400"
"2003","17-29","2","352.23","377.5","522","200","350","400","450","600","342.73","361.73","0","999","380","385"
"2003","17-29","3","358.3","377.5","469","250","350","400","450","560","349.41","367.19","20","600","380","385"
"2003","17-29","4","357.75","382.5","480","200","350","400","450","600","347.93","367.57","0","850","380","385"
"2003","17-29","5 Einkommensstärkstes Quintil","361.41","390","217","280","350","400","450","550","345.82","377","35","650","375","400"
"2003","30-45","1 Einkommensschwächstes Quintil","342.93","377.5","731","200","300","400","400","700","334.79","351.07","0","910","375","385"
"2003","30-45","2","347.49","372.5","1281","200","300","400","450","600","341.74","353.24","0","800","375","380"
"2003","30-45","3","346","377.5","1200","200","300","400","450","600","340.11","351.89","0","900","370","380"
"2003","30-45","4","355.13","377.5","1168","200","300","400","450","600","349.52","360.74","0","750","380","385"
"2003","30-45","5 Einkommensstärkstes Quintil","363.14","387.5","1023","200","300","400","500","600","355.85","370.43","0","999","380","390"
"2003","46-65","1 Einkommensschwächstes Quintil","328.58","377.5","395","150","250","400","400","600","317.68","339.48","0","700","360","400"
"2003","46-65","2","330.41","367.5","746","160","270","400","420","600","322.58","338.24","0","660","355","380"
"2003","46-65","3","341.4","372.5","768","200","300","400","400","600","334.21","348.59","0","800","370","380"
"2003","46-65","4","346.85","377.5","1104","200","300","400","420","550","340.85","352.85","0","900","375","385"
"2003","46-65","5 Einkommensstärkstes Quintil","353.5","382.5","1471","200","300","400","490","600","347.72","359.28","0","840","375","385"
"2003","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","66","2","","","","","","","","","","","","","",""
"2003","66","3","","","","","","","","","","","","","",""
"2003","66","4","","","","","","","","","","","","","",""
"2003","66","5 Einkommensstärkstes Quintil","292.61","250","41","40","100","500","600","680","233.74","351.48","0","680","150","385"
"2004","17-29","1 Einkommensschwächstes Quintil","343.82","377.5","468","160","325","400","400","500","333.65","353.99","0","990","380","390"
"2004","17-29","2","362.87","382.5","529","200","350","400","440","600","354.2","371.54","20","900","380","400"
"2004","17-29","3","365.08","382.5","411","300","350","400","420","550","355.82","374.34","0","800","380","385"
"2004","17-29","4","368.02","377.5","458","300","350","400","425","600","359.55","376.49","0","800","380","390"
"2004","17-29","5 Einkommensstärkstes Quintil","361.86","397.5","252","240","350","400","420","600","348.32","375.4","0","780","380","400"
"2004","30-45","1 Einkommensschwächstes Quintil","355.73","377.5","699","200","300","400","450","600","347.8","363.66","0","999","375","395"
"2004","30-45","2","351.28","379","1163","200","300","400","425","700","345.23","357.33","0","800","380","385"
"2004","30-45","3","344.69","378","1078","200","300","400","420","600","338.63","350.75","0","700","370","380"
"2004","30-45","4","357.02","377.5","1171","200","300","400","450","600","351.05","362.99","0","900","375","385"
"2004","30-45","5 Einkommensstärkstes Quintil","365.3","382.5","1009","200","300","400","500","600","358.36","372.24","0","999","380","390"
"2004","46-65","1 Einkommensschwächstes Quintil","330.81","372.5","407","140","250","400","450","600","320.12","341.5","0","600","370","400"
"2004","46-65","2","341.18","377.5","740","195","300","400","400","600","333.52","348.84","0","800","375","385"
"2004","46-65","3","339.59","372.5","762","200","300","400","400","600","332.33","346.85","0","990","350","380"
"2004","46-65","4","345.65","372.5","1060","200","300","400","400","600","339.78","351.52","0","750","360","380"
"2004","46-65","5 Einkommensstärkstes Quintil","352.26","377.5","1467","200","300","400","500","600","346.63","357.89","0","840","370","385"
"2004","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2004","66","2","","","","","","","","","","","","","",""
"2004","66","3","","","","","","","","","","","","","",""
"2004","66","4","","","","","","","","","","","","","",""
"2004","66","5 Einkommensstärkstes Quintil","297.48","285","58","60","100","450","600","600","252.65","342.31","0","700","200","320"
"2005","17-29","1 Einkommensschwächstes Quintil","358.26","387.5","436","200","340","400","450","780","347.59","368.93","0","990","385","400"
"2005","17-29","2","361.68","382.5","436","200","350","400","450","560","351.61","371.75","0","990","380","400"
"2005","17-29","3","360.67","387.5","402","200","350","400","430","600","350.92","370.42","0","700","385","400"
"2005","17-29","4","369.99","389","474","290","350","400","450","550","361.41","378.57","30","630","380","400"
"2005","17-29","5 Einkommensstärkstes Quintil","383.02","395","234","250","350","400","500","700","368.6","397.44","0","700","380","400"
"2005","30-45","1 Einkommensschwächstes Quintil","342.2","372.5","632","200","300","400","400","600","334.15","350.25","0","840","365","385"
"2005","30-45","2","350.15","387.5","1036","200","300","400","450","600","343.88","356.42","0","800","380","400"
"2005","30-45","3","351.67","377.5","992","200","300","400","450","600","344.98","358.36","4","990","370","380"
"2005","30-45","4","357.76","377.5","1097","200","300","400","450","600","351.81","363.71","40","700","375","385"
"2005","30-45","5 Einkommensstärkstes Quintil","373.57","397.5","1010","250","320","400","500","600","367.29","379.85","0","999","385","400"
"2005","46-65","1 Einkommensschwächstes Quintil","336.3","377.5","430","160","300","400","400","600","325.41","347.19","0","985","375","400"
"2005","46-65","2","343.2","379","683","180","300","400","425","600","334.97","351.43","0","700","375","385"
"2005","46-65","3","339.21","377.5","745","200","300","400","410","500","331.95","346.47","0","700","375","385"
"2005","46-65","4","345.97","377.5","1021","200","300","400","420","500","340.24","351.7","0","700","375","385"
"2005","46-65","5 Einkommensstärkstes Quintil","357.04","382.5","1438","200","300","400","460","600","351.45","362.63","0","800","380","385"
"2005","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2005","66","2","","","","","","","","","","","","","",""
"2005","66","3","","","","","","","","","","","","","",""
"2005","66","4","","","","","","","","","","","","","",""
"2005","66","5 Einkommensstärkstes Quintil","309.78","265","54","60","100","400","600","800","257.96","361.6","40","800","150","300"
"2006","17-29","1 Einkommensschwächstes Quintil","344.35","397.5","477","120","300","400","400","600","334.06","354.64","0","800","385","400"
"2006","17-29","2","361.79","384.5","468","200","350","400","450","600","352.28","371.3","0","900","385","400"
"2006","17-29","3","373.31","397.5","394","300","350","400","450","600","364.05","382.57","0","800","385","400"
"2006","17-29","4","374.42","382.5","502","300","350","400","440","550","366.53","382.31","20","650","380","400"
"2006","17-29","5 Einkommensstärkstes Quintil","375.91","397.5","198","200","350","420","455","700","359.46","392.36","40","999","380","400"
"2006","30-45","1 Einkommensschwächstes Quintil","341.87","377.5","643","200","300","400","400","550","334.49","349.25","8","800","375","385"
"2006","30-45","2","351.1","377.5","1083","200","300","400","450","600","345.14","357.06","0","800","380","385"
"2006","30-45","3","346.8","377.5","1050","200","300","400","420","600","340.5","353.1","0","999","380","385"
"2006","30-45","4","356.69","382.5","1135","200","300","400","450","600","350.75","362.63","0","990","380","385"
"2006","30-45","5 Einkommensstärkstes Quintil","368.03","395","1040","240","320","400","480","600","361.61","374.45","0","999","380","400"
"2006","46-65","1 Einkommensschwächstes Quintil","335.4","382.5","461","180","260","400","400","600","325.22","345.58","0","600","380","400"
"2006","46-65","2","344.68","377.5","770","200","300","400","400","600","337","352.36","0","700","380","385"
"2006","46-65","3","348.31","377.5","831","200","300","400","400","600","341.65","354.97","0","700","380","385"
"2006","46-65","4","346.57","377.5","1169","200","300","400","400","600","341.06","352.08","0","650","365","380"
"2006","46-65","5 Einkommensstärkstes Quintil","353.81","382.5","1504","200","300","400","450","600","348.52","359.1","0","840","385","400"
"2006","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2006","66","2","","","","","","","","","","","","","",""
"2006","66","3","","","","","","","","","","","","","",""
"2006","66","4","220.81","180","30","80","120","400","400","500","171.66","269.96","0","500","100","200"
"2006","66","5 Einkommensstärkstes Quintil","276.08","190","64","80","140","400","500","600","235.9","316.26","0","600","160","300"
"2007","17-29","1 Einkommensschwächstes Quintil","351.09","395","404","150","300","400","450","600","340.08","362.1","0","700","400","400"
"2007","17-29","2","349.01","382.5","437","200","300","400","420","500","339.11","358.91","35","750","380","400"
"2007","17-29","3","357.98","387.5","403","200","350","400","450","600","347.68","368.28","0","700","385","400"
"2007","17-29","4","377.06","395","452","300","350","400","450","600","368.36","385.76","0","840","385","400"
"2007","17-29","5 Einkommensstärkstes Quintil","372.21","397.5","224","200","350","400","500","600","356.09","388.33","0","600","380","400"
"2007","30-45","1 Einkommensschwächstes Quintil","348.51","382.5","541","200","300","400","400","700","340.04","356.98","0","800","380","400"
"2007","30-45","2","354.62","382.5","1031","200","300","400","450","600","347.99","361.25","0","900","380","390"
"2007","30-45","3","345.2","379","1032","170","300","400","450","600","338.57","351.83","0","800","375","385"
"2007","30-45","4","364.65","387.5","1071","200","320","400","450","700","358.35","370.95","0","900","380","400"
"2007","30-45","5 Einkommensstärkstes Quintil","368.15","387.5","991","240","300","400","500","600","361.83","374.47","0","990","380","400"
"2007","46-65","1 Einkommensschwächstes Quintil","347.9","382.5","415","200","300","400","450","600","337.73","358.07","0","600","380","400"
"2007","46-65","2","345.42","377.5","735","200","300","400","420","600","338.12","352.72","0","750","375","400"
"2007","46-65","3","349.25","382.5","735","200","300","400","420","600","341.98","356.52","0","800","370","385"
"2007","46-65","4","349.39","377.5","1177","200","300","400","400","550","343.76","355.02","0","770","360","380"
"2007","46-65","5 Einkommensstärkstes Quintil","360.83","397.5","1473","200","300","400","500","600","355.15","366.51","0","800","380","400"
"2007","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2007","66","2","","","","","","","","","","","","","",""
"2007","66","3","","","","","","","","","","","","","",""
"2007","66","4","","","","","","","","","","","","","",""
"2007","66","5 Einkommensstärkstes Quintil","279.21","245","68","80","120","400","550","600","239.95","318.47","20","640","160","300"
"2008","17-29","1 Einkommensschwächstes Quintil","338.87","397.5","370","150","300","400","420","500","327.73","350.01","0","600","385","400"
"2008","17-29","2","335.6","367.5","388","180","300","400","400","530","324.93","346.27","0","600","370","385"
"2008","17-29","3","350.04","382.5","376","200","350","400","400","500","339.59","360.49","0","800","380","400"
"2008","17-29","4","376.92","388.5","449","300","350","400","440","600","368.4","385.44","0","800","385","400"
"2008","17-29","5 Einkommensstärkstes Quintil","368.37","397.5","248","200","350","400","500","600","355.11","381.63","20","600","385","400"
"2008","30-45","1 Einkommensschwächstes Quintil","351.27","377.5","459","200","300","400","450","600","342.04","360.5","40","800","380","400"
"2008","30-45","2","342.39","377.5","844","200","300","400","450","600","335.44","349.34","35","800","375","385"
"2008","30-45","3","348.27","377.5","939","200","300","400","450","600","341.47","355.07","0","820","375","385"
"2008","30-45","4","355.4","382.5","1038","200","300","400","450","600","349.4","361.4","0","700","380","390"
"2008","30-45","5 Einkommensstärkstes Quintil","366.97","397.5","1003","200","325","400","450","600","360.74","373.2","40","999","380","400"
"2008","46-65","1 Einkommensschwächstes Quintil","334.06","377.5","419","150","300","400","400","600","322.91","345.21","0","800","370","400"
"2008","46-65","2","342.36","382.5","710","200","300","400","420","540","334.69","350.03","0","800","375","390"
"2008","46-65","3","342.9","377.5","777","200","300","400","400","600","335.64","350.16","0","800","360","380"
"2008","46-65","4","344.64","377.5","1120","200","300","400","400","560","338.84","350.44","0","800","350","380"
"2008","46-65","5 Einkommensstärkstes Quintil","343.67","377.5","1482","200","300","400","420","550","338.27","349.07","0","800","370","385"
"2008","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2008","66","2","","","","","","","","","","","","","",""
"2008","66","3","154.7","110","34","40","100","200","400","400","111.8","197.6","0","400","100","200"
"2008","66","4","177.79","165","32","30","100","300","380","400","137.15","218.43","0","400","100","200"
"2008","66","5 Einkommensstärkstes Quintil","317.89","290","67","100","150","450","500","800","279.13","356.65","40","800","200","350"
"2009","17-29","1 Einkommensschwächstes Quintil","362.78","387.5","306","200","350","400","425","800","350.83","374.73","20","800","385","400"
"2009","17-29","2","364.36","382.5","330","275","350","400","425","600","354.24","374.48","80","800","380","400"
"2009","17-29","3","363.9","382.5","342","250","350","400","400","600","354.08","373.72","50","600","380","400"
"2009","17-29","4","357.28","382.5","380","250","350","400","450","500","347.9","366.66","0","650","380","390"
"2009","17-29","5 Einkommensstärkstes Quintil","374.62","395","268","300","350","400","460","500","362.47","386.77","40","700","385","400"
"2009","30-45","1 Einkommensschwächstes Quintil","349.02","382.5","363","200","300","400","480","700","338.15","359.89","0","800","350","400"
"2009","30-45","2","346.99","377.5","730","200","300","400","440","600","339.56","354.42","0","700","375","390"
"2009","30-45","3","346.66","377.5","819","200","300","400","450","600","339.25","354.07","0","800","375","390"
"2009","30-45","4","363.63","382.5","959","200","300","400","450","700","357.63","369.63","0","700","380","385"
"2009","30-45","5 Einkommensstärkstes Quintil","364.1","387.5","967","200","300","400","500","600","357.9","370.3","0","750","380","400"
"2009","46-65","1 Einkommensschwächstes Quintil","326.78","335","388","180","300","400","400","500","316.11","337.45","0","700","350","380"
"2009","46-65","2","339.63","372.5","652","200","300","400","400","600","331.98","347.28","20","800","375","385"
"2009","46-65","3","347.04","377.5","691","200","300","400","400","600","339.27","354.81","0","800","360","385"
"2009","46-65","4","350.37","377.5","1105","200","300","400","420","550","344.78","355.96","20","650","360","380"
"2009","46-65","5 Einkommensstärkstes Quintil","352.12","378.5","1448","200","300","400","450","600","346.62","357.62","0","999","380","395"
"2009","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2009","66","2","","","","","","","","","","","","","",""
"2009","66","3","139","110","33","80","80","200","200","400","106.65","171.35","0","400","100","200"
"2009","66","4","204.15","190","36","25","100","300","390","500","158.96","249.34","0","500","100","200"
"2009","66","5 Einkommensstärkstes Quintil","257.29","245","76","50","80","400","500","700","218.63","295.95","0","700","200","350"
"2010","17-29","1 Einkommensschwächstes Quintil","330.83","372.5","298","120","300","400","400","600","318.26","343.4","20","650","380","400"
"2010","17-29","2","333.35","377.5","377","100","300","400","400","650","321.27","345.43","0","800","380","400"
"2010","17-29","3","368.28","395","304","250","350","400","420","500","357.79","378.77","50","600","380","400"
"2010","17-29","4","373","397.5","373","300","350","400","420","500","363.36","382.64","15","700","375","390"
"2010","17-29","5 Einkommensstärkstes Quintil","363.59","382.5","251","235","350","400","460","600","349.21","377.97","0","750","360","385"
"2010","30-45","1 Einkommensschwächstes Quintil","332.56","345","503","200","300","400","400","500","323.77","341.35","25","960","350","385"
"2010","30-45","2","354.81","382.5","953","200","300","400","420","600","347.83","361.79","0","900","350","380"
"2010","30-45","3","341.98","377.5","863","200","300","400","440","550","335.1","348.86","0","800","350","380"
"2010","30-45","4","359.79","382.5","1061","200","300","400","450","600","353.88","365.7","0","900","375","380"
"2010","30-45","5 Einkommensstärkstes Quintil","362.96","377.5","1038","250","300","400","450","600","356.8","369.12","0","900","370","385"
"2010","46-65","1 Einkommensschwächstes Quintil","322.73","345","427","150","250","400","420","500","312.47","332.99","40","600","350","380"
"2010","46-65","2","339.02","377.5","674","200","300","400","425","600","330.59","347.45","0","800","350","380"
"2010","46-65","3","340.78","367.5","685","200","300","400","400","600","333.34","348.22","0","600","350","375"
"2010","46-65","4","345.16","372.5","1154","200","300","400","400","540","339.66","350.66","0","650","350","380"
"2010","46-65","5 Einkommensstärkstes Quintil","352.16","372.5","1511","200","300","400","450","600","346.87","357.45","0","999","360","380"
"2010","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2010","66","2","","","","","","","","","","","","","",""
"2010","66","3","","","","","","","","","","","","","",""
"2010","66","4","207.7","175","40","80","80","300","400","600","164.95","250.45","0","600","100","200"
"2010","66","5 Einkommensstärkstes Quintil","254.7","245","85","30","100","400","400","600","220.32","289.08","0","700","160","300"
"2011","17-29","1 Einkommensschwächstes Quintil","334.22","377.5","335","150","300","400","400","525","321.13","347.31","30","810","380","400"
"2011","17-29","2","351.44","395","426","160","300","400","450","540","341.1","361.78","20","600","385","400"
"2011","17-29","3","359.01","397.5","388","200","350","400","450","550","347.88","370.14","30","700","380","400"
"2011","17-29","4","365.14","387.5","439","250","350","400","450","600","355.83","374.45","20","800","380","400"
"2011","17-29","5 Einkommensstärkstes Quintil","369.15","392.5","310","220","350","400","450","650","357.75","380.55","20","700","380","400"
"2011","30-45","1 Einkommensschwächstes Quintil","342.29","377.5","589","150","300","400","450","600","333.19","351.39","0","700","350","385"
"2011","30-45","2","348.56","377.5","1043","200","300","400","420","600","342.13","354.99","20","820","350","380"
"2011","30-45","3","354.37","382.5","965","200","300","400","450","600","347.96","360.78","40","940","350","380"
"2011","30-45","4","357.42","382.5","1229","200","300","400","450","600","351.95","362.89","0","800","350","380"
"2011","30-45","5 Einkommensstärkstes Quintil","375.31","397.5","1328","280","340","400","500","600","369.87","380.75","0","999","375","390"
"2011","46-65","1 Einkommensschwächstes Quintil","329.14","345","571","150","300","400","400","600","320.46","337.82","0","800","350","380"
"2011","46-65","2","333.77","377.5","845","160","300","400","400","600","326.36","341.18","0","800","365","385"
"2011","46-65","3","347.03","377.5","921","200","300","400","420","600","340.52","353.54","0","800","350","380"
"2011","46-65","4","352.59","379","1484","200","300","400","450","600","347.34","357.84","20","800","360","380"
"2011","46-65","5 Einkommensstärkstes Quintil","356.98","377.5","1955","200","300","400","450","600","352.32","361.64","0","999","375","385"
"2011","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2011","66","2","159.28","95","33","90","100","160","350","500","116.79","201.77","40","500","100","160"
"2011","66","3","215.38","175","33","80","100","240","400","580","167.75","263.01","60","580","150","240"
"2011","66","4","188.49","155","42","70","100","240","400","600","149.14","227.84","40","600","100","200"
"2011","66","5 Einkommensstärkstes Quintil","218.84","180","83","50","100","350","400","500","187.23","250.45","0","600","160","300"
"2012","17-29","1 Einkommensschwächstes Quintil","335.03","377.5","304","100","300","400","450","600","319.82","350.24","20","800","375","400"
"2012","17-29","2","343.99","395","358","120","300","400","400","600","332.01","355.97","30","700","380","400"
"2012","17-29","3","356.86","397.5","384","200","310","400","400","550","346.55","367.17","50","800","380","400"
"2012","17-29","4","351.43","377.5","492","180","320","400","420","600","341.91","360.95","12","990","380","390"
"2012","17-29","5 Einkommensstärkstes Quintil","355.74","395","324","200","350","400","420","600","344.82","366.66","40","750","375","400"
"2012","30-45","1 Einkommensschwächstes Quintil","345.89","395","482","200","300","400","420","600","336.37","355.41","20","700","350","400"
"2012","30-45","2","346.02","377.5","888","200","300","400","450","650","338.99","353.05","0","800","350","380"
"2012","30-45","3","350.46","382.5","976","200","300","400","420","600","344.31","356.61","40","800","350","380"
"2012","30-45","4","358.8","377.5","1159","200","300","400","450","600","352.91","364.69","8","800","350","380"
"2012","30-45","5 Einkommensstärkstes Quintil","363.5","377.5","1365","260","320","400","450","600","358.56","368.44","0","800","360","380"
"2012","46-65","1 Einkommensschwächstes Quintil","324.77","345","493","180","300","400","400","600","314.71","334.83","30","700","320","360"
"2012","46-65","2","330.45","377.5","815","150","300","400","400","600","322.92","337.98","0","700","350","380"
"2012","46-65","3","337.49","355","957","200","300","400","400","600","330.78","344.2","0","800","350","375"
"2012","46-65","4","343.33","377.5","1562","200","300","400","400","600","338.46","348.2","0","800","350","380"
"2012","46-65","5 Einkommensstärkstes Quintil","349.17","372.5","2068","200","300","400","450","600","344.65","353.69","0","999","350","380"
"2012","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2012","66","2","155.01","110","37","20","70","250","300","400","118.43","191.59","0","400","100","150"
"2012","66","3","140.81","90","38","40","60","200","250","400","104.62","177","30","400","80","200"
"2012","66","4","162.46","95","58","50","70","250","350","500","132.52","192.4","10","500","100","200"
"2012","66","5 Einkommensstärkstes Quintil","244.59","225","109","50","120","350","400","700","216.24","272.94","0","700","150","250"
"2013","17-29","1 Einkommensschwächstes Quintil","308.72","372.5","258","80","200","400","400","600","293.06","324.38","0","600","350","400"
"2013","17-29","2","337.83","377.5","329","150","300","400","400","500","325.34","350.32","10","800","360","387"
"2013","17-29","3","354.08","395","314","200","350","400","400","500","342.64","365.52","10","700","380","400"
"2013","17-29","4","357.45","382.5","407","200","350","400","450","600","346.71","368.19","25","900","380","390"
"2013","17-29","5 Einkommensstärkstes Quintil","349.4","382.5","375","240","320","400","400","500","339.54","359.26","20","600","370","385"
"2013","30-45","1 Einkommensschwächstes Quintil","335.68","345","383","200","300","400","400","600","324.59","346.77","30","800","350","380"
"2013","30-45","2","342.9","377.5","753","200","300","400","400","550","335.95","349.85","30","650","350","380"
"2013","30-45","3","343.79","377.5","835","200","300","400","400","520","336.83","350.75","50","700","350","380"
"2013","30-45","4","353.11","372.5","1086","205","300","400","420","600","347.32","358.9","6","900","350","360"
"2013","30-45","5 Einkommensstärkstes Quintil","365.79","397.5","1312","250","320","400","450","500","360.65","370.93","40","700","370","380"
"2013","46-65","1 Einkommensschwächstes Quintil","315.23","345","457","100","250","400","400","600","303.69","326.77","0","990","350","380"
"2013","46-65","2","317.39","345","754","150","250","400","400","500","309.57","325.21","0","800","340","350"
"2013","46-65","3","336.38","357.5","852","200","300","400","400","550","329.67","343.09","20","750","350","375"
"2013","46-65","4","344.32","377.5","1474","200","300","400","400","540","339.42","349.22","0","800","350","375"
"2013","46-65","5 Einkommensstärkstes Quintil","348.73","372.5","2124","200","300","400","420","600","344.48","352.98","20","999","350","375"
"2013","66","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2013","66","2","144.74","115","39","50","100","200","250","400","101.05","188.43","20","800","100","200"
"2013","66","3","127.14","90","46","20","80","150","220","400","95.87","158.41","0","400","100","150"
"2013","66","4","204.07","135","59","40","80","300","400","700","164.81","243.33","20","700","100","250"
"2013","66","5 Einkommensstärkstes Quintil","233.59","190","94","60","120","350","450","700","205.52","261.66","10","700","150","240"
"2014","17-29","1 Einkommensschwächstes Quintil","302.2","335","351","100","200","400","400","500","289.84","314.56","20","600","350","380"
"2014","17-29","2","337.85","377.5","365","120","300","400","400","700","325.6","350.1","0","700","370","400"
