"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2010","AkademikerIn","Ländlicher Raum","357.24","397.5","782","200","300","400","450","600","349.99","364.49","0","960","380","400"
"2010","AkademikerIn","Städtischer Raum","354.85","377.5","2100","200","300","400","450","600","350.45","359.25","0","900","360","380"
"2010","Hauptschule","Ländlicher Raum","337.69","372.5","884","180","300","400","420","600","330.38","345","0","900","360","385"
"2010","Hauptschule","Städtischer Raum","342.42","377.5","1612","200","300","400","420","600","337.03","347.81","0","900","375","380"
"2010","Realschule","Ländlicher Raum","359.43","389","1574","250","300","400","400","600","354.69","364.17","0","800","380","385"
"2010","Realschule","Städtischer Raum","350","377.5","1933","200","300","400","425","600","345.46","354.54","0","800","350","380"
"2011","(Fach-)Abitur","Ländlicher Raum","342.15","377.5","490","160","300","400","420","600","332.6","351.7","20","700","350","380"
"2011","(Fach-)Abitur","Städtischer Raum","336.17","372.5","1240","180","300","400","425","600","329.56","342.78","0","999","350","360"
"2011","(noch) kein Abschluss","Ländlicher Raum","349.91","370","48","100","300","400","500","500","313.35","386.47","50","500","300","400"
"2011","(noch) kein Abschluss","Städtischer Raum","332.36","392.5","109","80","280","400","480","600","301.19","363.53","20","940","300","400"
"2011","AkademikerIn","Ländlicher Raum","354.53","397.5","972","200","300","400","450","700","348.06","361","0","800","370","400"
"2011","AkademikerIn","Städtischer Raum","360.62","387.5","2471","200","300","400","450","600","356.48","364.76","0","750","375","385"
"2011","Hauptschule","Ländlicher Raum","341.91","377.5","1176","200","300","400","450","600","335.68","348.14","0","750","375","385"
"2011","Hauptschule","Städtischer Raum","348.63","382.5","1935","200","300","400","450","630","343.74","353.52","0","800","375","380"
"2011","Realschule","Ländlicher Raum","362.68","387.5","1899","250","300","400","420","600","358.4","366.96","0","800","380","390"
"2011","Realschule","Städtischer Raum","354.08","377.5","2346","200","300","400","450","600","349.95","358.21","0","990","350","380"
"2012","(Fach-)Abitur","Ländlicher Raum","339.19","377.5","511","200","300","400","400","540","330.68","347.7","40","600","350","380"
"2012","(Fach-)Abitur","Städtischer Raum","325.62","345","1293","150","275","400","400","600","319.19","332.05","20","999","350","350"
"2012","(noch) kein Abschluss","Ländlicher Raum","316.57","355","55","100","200","400","500","500","281.03","352.11","30","500","200","400"
"2012","(noch) kein Abschluss","Städtischer Raum","281.56","340","119","80","120","400","400","550","254.55","308.57","20","600","300","400"
"2012","AkademikerIn","Ländlicher Raum","357.79","387.5","945","220","300","400","450","600","351.39","364.19","0","900","350","390"
"2012","AkademikerIn","Städtischer Raum","351.1","377.5","2478","200","300","400","450","600","347.03","355.17","0","800","350","380"
"2012","Hauptschule","Ländlicher Raum","337.78","377.5","1157","160","300","400","440","600","331.1","344.46","0","800","375","385"
"2012","Hauptschule","Städtischer Raum","341.8","377.5","1879","190","300","400","440","600","336.59","347.01","0","990","360","380"
"2012","Realschule","Ländlicher Raum","358.09","382.5","1838","240","300","400","400","600","353.71","362.47","0","800","375","380"
"2012","Realschule","Städtischer Raum","345.99","377.5","2328","200","300","400","420","600","341.86","350.12","0","800","350","360"
"2013","(Fach-)Abitur","Ländlicher Raum","338.92","357.5","456","200","300","400","400","600","330.11","347.73","50","600","350","350"
"2013","(Fach-)Abitur","Städtischer Raum","328.11","372.5","1212","150","250","400","420","500","321.65","334.57","0","999","350","350"
"2013","(noch) kein Abschluss","Ländlicher Raum","310.84","370","57","150","200","400","400","500","277.69","343.99","20","500","300","400"
"2013","(noch) kein Abschluss","Städtischer Raum","276.69","280","100","60","140","400","450","500","247.65","305.73","20","600","200","370"
"2013","AkademikerIn","Ländlicher Raum","348.28","372.5","923","200","300","400","420","600","341.81","354.75","25","900","350","380"
"2013","AkademikerIn","Städtischer Raum","350.05","377.5","2364","200","300","400","450","550","345.97","354.13","0","800","350","380"
"2013","Hauptschule","Ländlicher Raum","334.08","377.5","1040","150","300","400","400","600","327.1","341.06","0","800","360","390"
"2013","Hauptschule","Städtischer Raum","332.09","372.5","1669","150","300","400","400","600","326.7","337.48","0","800","350","380"
"2013","Realschule","Ländlicher Raum","353.43","382.5","1718","200","300","400","410","550","348.97","357.89","0","990","370","380"
"2013","Realschule","Städtischer Raum","343.78","365","2139","200","300","400","410","600","339.38","348.18","0","990","350","355"
"2014","(Fach-)Abitur","Ländlicher Raum","339.75","372.5","595","200","300","400","430","600","331.78","347.72","40","600","350","360"
"2014","(Fach-)Abitur","Städtischer Raum","324.73","345","1515","160","300","400","400","500","319","330.46","0","999","350","350"
"2014","(noch) kein Abschluss","Ländlicher Raum","287.56","335","59","100","200","400","400","500","252.38","322.74","10","500","200","360"
"2014","(noch) kein Abschluss","Städtischer Raum","308.78","325","103","100","200","400","450","600","278.75","338.81","20","700","300","380"
"2014","AkademikerIn","Ländlicher Raum","344.95","372.5","1029","200","300","400","400","600","339.14","350.76","0","800","350","375"
"2014","AkademikerIn","Städtischer Raum","343.83","345","2691","200","300","400","420","500","340.22","347.44","0","800","350","350"
"2014","Hauptschule","Ländlicher Raum","331.82","377.5","1216","150","300","400","400","600","325.36","338.28","0","840","350","380"
"2014","Hauptschule","Städtischer Raum","331.82","372.5","1855","150","300","400","400","600","326.76","336.88","0","840","350","375"
"2014","Realschule","Ländlicher Raum","350.14","377.5","2028","200","300","400","400","500","346.16","354.12","0","700","350","380"
"2014","Realschule","Städtischer Raum","339.66","355","2412","200","300","400","410","500","335.6","343.72","0","999","350","350"
"2015","(Fach-)Abitur","Ländlicher Raum","336.2","377.5","731","200","300","400","400","500","328.43","343.97","0","900","350","380"
"2015","(Fach-)Abitur","Städtischer Raum","331.28","355","2046","150","300","400","400","600","326.16","336.4","0","999","350","370"
"2015","(noch) kein Abschluss","Ländlicher Raum","315.84","395","81","100","200","400","400","500","282.32","349.36","0","900","300","400"
"2015","(noch) kein Abschluss","Städtischer Raum","287.04","375","202","80","120","400","400","500","266.33","307.75","0","770","300","400"
"2015","AkademikerIn","Ländlicher Raum","342.36","366","1168","200","300","400","400","600","336.57","348.15","0","900","350","380"
"2015","AkademikerIn","Städtischer Raum","351.14","377.5","3200","200","300","400","450","550","347.68","354.6","0","990","350","380"
"2015","Hauptschule","Ländlicher Raum","330.4","372.5","1377","150","300","400","400","600","324.52","336.28","0","700","380","400"
"2015","Hauptschule","Städtischer Raum","333.57","377.5","2215","150","300","400","400","600","328.94","338.2","0","900","380","390"
"2015","Realschule","Ländlicher Raum","349.72","382.5","2004","200","300","400","400","500","345.62","353.82","0","750","350","380"
"2015","Realschule","Städtischer Raum","341.27","372.5","2456","200","300","400","400","550","337.24","345.3","0","720","350","360"
"2016","(Fach-)Abitur","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","Städtischer Raum","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Städtischer Raum","","","","","","","","","","","","","",""
"2016","AkademikerIn","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","AkademikerIn","Städtischer Raum","","","","","","","","","","","","","",""
"2016","Hauptschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","Hauptschule","Städtischer Raum","","","","","","","","","","","","","",""
"2016","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ländlicher Raum","328.14","357.5","820","190","300","400","400","500","321.44","334.84","0","600","350","360"
"2017","(Fach-)Abitur","Städtischer Raum","328.92","345","2141","160","300","400","410","600","324.15","333.69","0","990","350","350"
"2017","(noch) kein Abschluss","Ländlicher Raum","303.78","355","124","80","200","400","400","500","277.28","330.28","20","750","380","400"
"2017","(noch) kein Abschluss","Städtischer Raum","295.12","340","271","100","200","400","400","500","278.92","311.32","15","720","300","380"
"2017","AkademikerIn","Ländlicher Raum","342.07","345","1256","200","300","400","400","600","336.79","347.35","0","800","350","370"
"2017","AkademikerIn","Städtischer Raum","338.73","345","3381","200","300","400","410","600","335.36","342.1","0","970","350","350"
"2017","Hauptschule","Ländlicher Raum","325.89","355","1402","150","250","400","400","600","320.05","331.73","0","800","375","385"
"2017","Hauptschule","Städtischer Raum","330.61","372.5","2115","150","300","400","400","550","325.81","335.41","0","800","370","380"
"2017","Realschule","Ländlicher Raum","339.3","357.5","2164","200","300","400","400","500","335.33","343.27","0","800","350","360"
"2017","Realschule","Städtischer Raum","339.7","347.5","2617","200","300","400","400","600","335.97","343.43","0","720","350","350"
"2018","(Fach-)Abitur","Ländlicher Raum","321.65","345","849","150","300","400","400","500","314.91","328.39","0","600","350","350"
"2018","(Fach-)Abitur","Städtischer Raum","320.46","345","2113","150","250","400","400","500","315.67","325.25","0","990","350","350"
"2018","(noch) kein Abschluss","Ländlicher Raum","356.21","395","128","240","320","400","400","600","338.39","374.03","50","600","400","400"
"2018","(noch) kein Abschluss","Städtischer Raum","312.4","372.5","327","100","240","400","400","500","299.12","325.68","10","600","380","400"
"2018","AkademikerIn","Ländlicher Raum","342.23","345","1208","200","300","400","410","600","336.82","347.64","0","800","350","350"
"2018","AkademikerIn","Städtischer Raum","336.91","345","3404","200","300","400","400","550","333.57","340.25","0","800","350","350"
"2018","Hauptschule","Ländlicher Raum","319.99","345","1297","150","250","400","400","600","313.96","326.02","0","800","350","380"
"2018","Hauptschule","Städtischer Raum","322.61","345","2076","150","280","400","400","500","317.8","327.42","0","840","350","375"
"2018","Realschule","Ländlicher Raum","335.33","345","2067","200","300","400","400","550","331.28","339.38","0","750","350","350"
"2018","Realschule","Städtischer Raum","334.35","347.5","2525","200","300","400","400","600","330.45","338.25","0","800","350","350"
"2019","(Fach-)Abitur","Ländlicher Raum","405.01","395","48","300","400","400","550","600","377.91","432.11","150","750","400","400"
"2019","(Fach-)Abitur","Städtischer Raum","358.19","395","110","200","350","400","400","700","335.47","380.91","10","700","400","400"
"2019","(noch) kein Abschluss","Ländlicher Raum","387.21","390","92","300","400","400","500","600","365.35","409.07","50","600","400","400"
"2019","(noch) kein Abschluss","Städtischer Raum","360.25","395","195","200","350","400","480","500","344.5","376","30","600","400","400"
"2019","AkademikerIn","Ländlicher Raum","376.54","395","64","150","350","420","500","600","342.95","410.13","60","1000","400","400"
"2019","AkademikerIn","Städtischer Raum","352.53","395","151","150","350","400","400","600","335.64","369.42","40","600","400","400"
"2019","Hauptschule","Ländlicher Raum","371.86","395","75","200","400","400","400","500","346.24","397.48","30","500","400","400"
"2019","Hauptschule","Städtischer Raum","356.86","395","151","150","400","400","400","500","338.21","375.51","20","700","400","400"
"2019","Realschule","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Realschule","Städtischer Raum","","","","","","","","","","","","","",""
