"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","1 Einkommensschwächstes Quintil","männlich","386.16","397.5","1384","300","360","400","480","700","381.22","391.1","0","990","400","400"
"2000","1 Einkommensschwächstes Quintil","weiblich","292.95","295","1132","120","200","400","400","540","286.31","299.59","0","800","300","350"
"2000","2","männlich","386.06","397.5","1963","320","360","400","450","700","382.57","389.55","0","999","400","400"
"2000","2","weiblich","294.7","295","1514","120","200","385","400","500","289.17","300.23","0","800","300","350"
"2000","3","männlich","382.43","397.5","1574","300","350","400","450","600","378.34","386.52","0","900","400","400"
"2000","3","weiblich","297.13","295","1307","160","200","380","400","500","291.65","302.61","0","560","300","350"
"2000","4","männlich","385.61","397.5","1441","300","350","400","500","600","381.12","390.1","0","860","400","400"
"2000","4","weiblich","303.03","299","1155","160","250","380","400","500","297.38","308.68","0","740","300","340"
"2000","5 Einkommensstärkstes Quintil","männlich","387.16","395","970","300","350","400","500","700","380.9","393.42","0","800","400","400"
"2000","5 Einkommensstärkstes Quintil","weiblich","302.46","296","741","150","200","385","400","500","294.8","310.12","0","800","300","350"
"2001","1 Einkommensschwächstes Quintil","männlich","384.22","395","1174","300","370","400","450","700","378.89","389.55","0","900","400","400"
"2001","1 Einkommensschwächstes Quintil","weiblich","291.98","290","987","120","200","400","400","500","284.87","299.09","0","700","300","350"
"2001","2","männlich","383.2","395","1695","300","360","400","450","600","379.19","387.21","0","999","400","400"
"2001","2","weiblich","298.17","292.5","1397","120","200","390","400","500","292.32","304.02","0","800","300","350"
"2001","3","männlich","388.6","397.5","1469","300","350","400","500","650","384.45","392.75","0","800","400","400"
"2001","3","weiblich","301.56","305","1214","150","225","385","400","500","295.93","307.19","0","600","300","350"
"2001","4","männlich","383.44","397.5","1375","300","360","400","480","600","378.87","388.01","0","800","395","400"
"2001","4","weiblich","311.68","345","1140","180","250","385","400","600","305.69","317.67","0","800","300","350"
"2001","5 Einkommensstärkstes Quintil","männlich","391.25","395","964","300","350","420","500","650","384.88","397.62","0","990","400","400"
"2001","5 Einkommensstärkstes Quintil","weiblich","305.34","295","761","180","220","385","400","500","297.9","312.78","0","700","300","350"
"2002","1 Einkommensschwächstes Quintil","männlich","381.62","395","920","300","350","400","450","600","375.75","387.49","0","999","400","400"
"2002","1 Einkommensschwächstes Quintil","weiblich","284.01","295","879","100","200","385","400","500","276.49","291.53","0","700","300","350"
"2002","2","männlich","384.42","397.5","1461","300","350","400","450","600","380.39","388.45","0","840","400","400"
"2002","2","weiblich","285.62","295","1201","100","200","380","400","500","279.33","291.91","0","700","300","330"
"2002","3","männlich","389.01","397.5","1375","300","350","400","450","600","384.9","393.12","0","950","400","400"
"2002","3","weiblich","297.95","295","1152","150","200","380","400","500","291.7","304.2","0","990","300","320"
"2002","4","männlich","384.14","397.5","1513","300","360","400","450","600","379.72","388.56","0","800","400","400"
"2002","4","weiblich","306.99","297.5","1290","180","250","381","400","500","301.39","312.59","15","800","300","350"
"2002","5 Einkommensstärkstes Quintil","männlich","393.06","399","1675","300","350","450","500","700","388.01","398.11","0","999","400","400"
