"year","quintil_oecd","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","5 Einkommensstärkstes Quintil","weiblich","301.93","295","1364","150","200","385","400","600","295.94","307.92","0","980","300","300"
"2003","1 Einkommensschwächstes Quintil","männlich","375.51","397.5","818","300","360","400","450","700","368.78","382.24","0","900","400","400"
"2003","1 Einkommensschwächstes Quintil","weiblich","295.8","295","807","120","200","400","400","500","288.23","303.37","0","910","300","350"
"2003","2","männlich","383.8","395","1362","300","350","400","450","600","379.34","388.26","0","999","400","400"
"2003","2","weiblich","289.97","295","1204","140","200","380","400","500","283.64","296.3","0","600","300","345"
"2003","3","männlich","382.37","397.5","1350","300","350","400","450","600","378.03","386.71","0","900","390","400"
"2003","3","weiblich","295.96","297.5","1102","150","200","385","400","500","289.69","302.23","0","700","300","335"
"2003","4","männlich","385.81","397.5","1491","300","360","400","460","600","381.4","390.22","0","900","400","400"
"2003","4","weiblich","307.85","337.5","1283","160","250","385","400","500","302.24","313.46","0","840","320","350"
"2003","5 Einkommensstärkstes Quintil","männlich","399.49","397.5","1515","300","370","450","500","600","394.47","404.51","0","999","400","400"
"2003","5 Einkommensstärkstes Quintil","weiblich","299.03","297.5","1237","150","200","385","400","600","292.85","305.21","0","800","300","300"
"2004","1 Einkommensschwächstes Quintil","männlich","383.79","397.5","779","300","370","400","480","600","377.09","390.49","0","999","400","400"
"2004","1 Einkommensschwächstes Quintil","weiblich","302.2","345","808","120","200","400","400","500","294.63","309.77","0","700","310","350"
"2004","2","männlich","388.61","397.5","1336","350","370","400","450","650","384.43","392.79","0","900","400","400"
"2004","2","weiblich","296.27","295","1117","140","200","400","400","500","289.65","302.89","0","700","300","320"
"2004","3","männlich","385.1","397.5","1176","300","360","400","450","600","380.53","389.67","0","990","400","400"
"2004","3","weiblich","299.1","295","1092","150","200","385","400","480","292.95","305.25","0","800","300","325"
"2004","4","männlich","387.47","397.5","1466","300","350","400","450","600","383.33","391.61","0","900","400","400"
"2004","4","weiblich","306.23","310","1242","160","250","380","400","500","300.46","312","0","900","300","340"
"2004","5 Einkommensstärkstes Quintil","männlich","396.07","397.5","1537","300","350","420","500","600","391.09","401.05","0","999","400","400"
"2004","5 Einkommensstärkstes Quintil","weiblich","303.24","295","1249","150","240","385","400","600","297.48","309","0","600","300","300"
"2005","1 Einkommensschwächstes Quintil","männlich","387.11","395","727","300","370","400","450","700","380.17","394.05","40","990","400","400"
"2005","1 Einkommensschwächstes Quintil","weiblich","300.28","292.5","784","150","200","400","400","500","292.51","308.05","0","840","305","350"
"2005","2","männlich","389.31","395","1156","350","380","400","450","600","384.65","393.97","0","990","400","400"
"2005","2","weiblich","300.77","295","1013","140","200","400","400","500","293.76","307.78","0","800","300","350"
"2005","3","männlich","385.89","395","1164","300","370","400","480","600","381.16","390.62","0","990","400","400"
"2005","3","weiblich","293.86","295","999","125","200","385","400","500","287.02","300.7","0","990","300","320"
"2005","4","männlich","388.02","397.5","1411","300","360","400","460","600","383.89","392.15","0","700","400","400"
"2005","4","weiblich","311.76","312.5","1197","200","250","385","400","500","306.12","317.4","0","650","300","350"
"2005","5 Einkommensstärkstes Quintil","männlich","399.52","395","1479","300","375","420","500","600","394.67","404.37","0","999","400","400"
"2005","5 Einkommensstärkstes Quintil","weiblich","318.44","347.5","1257","200","250","400","400","550","312.66","324.22","0","800","300","340"
"2006","1 Einkommensschwächstes Quintil","männlich","371.8","397.5","776","200","375","400","450","600","364.91","378.69","0","800","400","400"
"2006","1 Einkommensschwächstes Quintil","weiblich","304.01","347.5","823","150","200","400","400","500","296.72","311.3","0","700","300","350"
"2006","2","männlich","391.28","397.5","1208","320","375","400","500","600","386.84","395.72","0","900","400","400"
"2006","2","weiblich","301.16","317.5","1138","150","200","400","400","500","294.72","307.6","0","630","300","350"
"2006","3","männlich","390.81","397.5","1234","350","380","400","450","600","386.3","395.32","0","999","400","400"
"2006","3","weiblich","299.02","295","1068","160","200","385","400","480","292.85","305.19","0","700","300","320"
"2006","4","männlich","389.18","397.5","1511","350","370","400","450","600","385.32","393.04","0","990","400","400"
"2006","4","weiblich","308.99","322.5","1325","180","220","390","400","500","303.51","314.47","0","600","300","300"
"2006","5 Einkommensstärkstes Quintil","männlich","393.08","395","1535","300","370","410","500","600","388.34","397.82","0","999","400","400"
"2006","5 Einkommensstärkstes Quintil","weiblich","311.16","312.5","1271","200","250","400","400","500","305.48","316.84","0","600","300","305"
"2007","1 Einkommensschwächstes Quintil","männlich","383.46","395","693","300","375","400","450","600","376.39","390.53","0","800","400","400"
"2007","1 Einkommensschwächstes Quintil","weiblich","304.16","290","686","150","200","400","400","500","296.18","312.14","0","600","300","350"
"2007","2","männlich","390.21","395","1148","300","375","400","500","600","385.26","395.16","0","900","400","400"
"2007","2","weiblich","300.98","295","1080","150","200","400","400","500","294.61","307.35","0","750","300","315"
"2007","3","männlich","390.79","397.5","1141","300","375","400","500","600","385.9","395.68","0","800","400","400"
"2007","3","weiblich","294.16","297.5","1051","140","200","390","400","500","287.71","300.61","0","700","300","300"
"2007","4","männlich","392.34","397.5","1454","320","360","400","480","600","388.09","396.59","0","900","400","400"
"2007","4","weiblich","316.22","345","1268","180","250","400","400","550","310.6","321.84","0","900","300","350"
"2007","5 Einkommensstärkstes Quintil","männlich","397.05","397.5","1492","300","360","420","500","600","392.04","402.06","0","990","400","400"
"2007","5 Einkommensstärkstes Quintil","weiblich","315.6","335","1264","190","250","400","400","585","309.79","321.41","0","800","300","320"
"2008","1 Einkommensschwächstes Quintil","männlich","371.71","397.5","605","200","370","400","450","600","363.33","380.09","0","800","400","400"
"2008","1 Einkommensschwächstes Quintil","weiblich","305.37","290","657","150","250","400","400","500","297.31","313.43","0","800","300","350"
"2008","2","männlich","382.2","397.5","1007","300","360","400","450","600","377.16","387.24","0","800","400","400"
"2008","2","weiblich","287.68","295","960","120","200","390","400","480","280.8","294.56","20","700","300","300"
"2008","3","männlich","386.91","397.5","1100","300","375","400","480","600","381.9","391.92","0","820","400","400"
"2008","3","weiblich","290.96","295","1026","150","200","385","400","480","284.44","297.48","0","700","300","300"
"2008","4","männlich","386.8","397.5","1404","300","365","400","450","600","382.62","390.98","0","800","400","400"
"2008","4","weiblich","310.34","347.5","1235","180","240","400","400","500","304.55","316.13","0","800","300","320"
"2008","5 Einkommensstärkstes Quintil","männlich","391.38","395","1508","300","350","400","500","600","386.72","396.04","0","999","400","400"
"2008","5 Einkommensstärkstes Quintil","weiblich","306.92","295","1292","160","240","400","400","500","301.32","312.52","0","600","300","300"
"2009","1 Einkommensschwächstes Quintil","männlich","381.21","395","507","300","350","400","480","800","373.45","388.97","0","800","400","400"
"2009","1 Einkommensschwächstes Quintil","weiblich","305.49","335","569","125","250","400","400","500","296.32","314.66","0","800","300","350"
"2009","2","männlich","393.64","397.5","857","350","375","400","480","600","388.53","398.75","0","800","400","400"
"2009","2","weiblich","297.78","290","880","150","200","390","400","500","290.99","304.57","20","600","300","300"
"2009","3","männlich","388.68","397.5","956","300","360","400","480","600","383.28","394.08","0","800","400","400"
"2009","3","weiblich","298.82","295","929","150","200","395","400","500","291.85","305.79","0","700","300","330"
"2009","4","männlich","388.02","397.5","1318","300","350","400","470","650","383.65","392.39","0","700","400","400"
"2009","4","weiblich","311.16","332.5","1162","180","250","390","400","500","305.53","316.79","0","650","300","350"
"2009","5 Einkommensstärkstes Quintil","männlich","392.4","397.5","1478","300","350","410","500","600","387.68","397.12","0","999","400","400"
"2009","5 Einkommensstärkstes Quintil","weiblich","311.77","315","1281","200","250","390","400","500","306.28","317.26","0","700","300","320"
"2010","1 Einkommensschwächstes Quintil","männlich","358.15","399","561","200","350","400","450","600","350.06","366.24","20","960","400","400"
"2010","1 Einkommensschwächstes Quintil","weiblich","292.6","290","677","100","200","400","400","500","285","300.2","30","600","300","300"
"2010","2","männlich","383.47","397.5","1009","300","375","400","500","600","377.72","389.22","0","900","400","400"
"2010","2","weiblich","294.61","294","1019","100","200","390","400","550","287.88","301.34","0","700","300","300"
"2010","3","männlich","383.4","397.5","980","300","360","400","450","600","378.21","388.59","0","800","400","400"
"2010","3","weiblich","298.67","295","895","150","200","390","400","460","292.08","305.26","0","600","300","300"
"2010","4","männlich","382.13","397.5","1354","300","350","400","450","600","377.78","386.48","0","900","400","400"
"2010","4","weiblich","316.44","345","1274","195","250","400","400","500","310.93","321.95","0","650","300","340"
"2010","5 Einkommensstärkstes Quintil","männlich","390.67","397.5","1511","300","350","420","500","600","385.74","395.6","0","999","400","400"
"2010","5 Einkommensstärkstes Quintil","weiblich","312.94","315","1374","200","250","388","400","500","307.65","318.23","0","630","300","300"
"2011","1 Einkommensschwächstes Quintil","männlich","363.13","397.5","669","200","350","400","450","600","355.39","370.87","0","810","400","400"
"2011","1 Einkommensschwächstes Quintil","weiblich","299.4","290","836","120","200","400","400","500","292.04","306.76","0","800","300","300"
"2011","2","männlich","379.33","397.5","1127","300","360","400","450","600","374.22","384.44","8","820","400","400"
"2011","2","weiblich","298.35","295","1220","120","200","400","400","500","292.18","304.52","0","800","300","300"
"2011","3","männlich","390.64","397.5","1140","300","360","400","500","600","385.73","395.55","0","940","400","400"
"2011","3","weiblich","302.1","295","1167","150","220","400","400","500","296.34","307.86","20","650","300","300"
"2011","4","männlich","388.59","397.5","1602","300","350","400","480","600","384.38","392.8","0","800","400","400"
"2011","4","weiblich","315.44","345","1592","180","250","400","400","500","310.52","320.36","0","800","300","300"
"2011","5 Einkommensstärkstes Quintil","männlich","394.25","397.5","1943","300","350","420","500","650","390.01","398.49","0","999","400","400"
"2011","5 Einkommensstärkstes Quintil","weiblich","322.41","345","1733","200","280","400","400","550","317.67","327.15","0","700","300","320"
"2012","1 Einkommensschwächstes Quintil","männlich","372.13","395","572","245","350","400","450","650","363.22","381.04","20","800","400","400"
"2012","1 Einkommensschwächstes Quintil","weiblich","291.09","295","724","100","200","400","400","500","282.89","299.29","10","800","300","300"
"2012","2","männlich","381.39","397.5","964","300","355","400","500","650","375.53","387.25","0","800","400","400"
"2012","2","weiblich","285.63","290","1134","100","200","400","400","500","279.39","291.87","0","600","300","300"
"2012","3","männlich","379.99","397.5","1166","300","350","400","450","600","375.02","384.96","20","800","400","400"
"2012","3","weiblich","296.33","295","1189","150","200","390","400","480","290.58","302.08","0","600","300","300"
"2012","4","männlich","381.7","399","1631","300","350","400","450","600","377.52","385.88","0","990","400","400"
"2012","4","weiblich","307.02","315","1640","150","250","400","400","500","301.97","312.07","0","800","300","300"
"2012","5 Einkommensstärkstes Quintil","männlich","380.41","397.5","2011","300","350","400","450","600","376.34","384.48","0","999","400","400"
"2012","5 Einkommensstärkstes Quintil","weiblich","317.55","345","1855","200","250","400","400","500","313","322.1","0","700","300","308"
"2013","1 Einkommensschwächstes Quintil","männlich","357.41","395","448","200","300","400","425","600","346.26","368.56","0","990","400","400"
"2013","1 Einkommensschwächstes Quintil","weiblich","280.72","290","665","80","200","400","400","600","271.89","289.55","0","800","300","300"
"2013","2","männlich","363.23","397.5","866","200","350","400","420","600","356.89","369.57","0","800","400","400"
"2013","2","weiblich","286.26","295","1009","100","200","380","400","500","279.74","292.78","0","600","300","300"
"2013","3","männlich","377.02","395","980","300","350","400","450","600","371.79","382.25","10","750","400","400"
"2013","3","weiblich","289.2","295","1067","125","200","385","400","500","282.93","295.47","0","700","300","300"
"2013","4","männlich","378.55","397.5","1495","300","350","400","450","600","374.25","382.85","0","900","400","400"
"2013","4","weiblich","310.92","345","1531","180","250","400","400","500","305.87","315.97","6","900","300","300"
"2013","5 Einkommensstärkstes Quintil","männlich","383.02","397.5","2002","300","350","400","480","600","379.2","386.84","10","999","400","400"
"2013","5 Einkommensstärkstes Quintil","weiblich","314.15","345","1903","193","250","400","400","500","309.71","318.59","10","660","300","300"
"2014","1 Einkommensschwächstes Quintil","männlich","341.35","397.5","549","110","300","400","450","600","332.04","350.66","0","999","400","400"
"2014","1 Einkommensschwächstes Quintil","weiblich","280.71","290","681","100","200","400","400","500","272.59","288.83","0","600","300","300"
"2014","2","männlich","373.01","395","1005","300","350","400","420","600","367.38","378.64","20","999","400","400"
"2014","2","weiblich","288.61","292.5","1206","100","200","400","400","450","282.52","294.7","0","690","300","300"
"2014","3","männlich","369.23","395","1176","250","350","400","450","600","364.24","374.22","0","900","400","400"
"2014","3","weiblich","288.12","295","1272","120","200","385","400","450","282.49","293.75","0","840","300","300"
"2014","4","männlich","377.05","397.5","1743","300","350","400","450","600","373.34","380.76","0","800","400","400"
"2014","4","weiblich","309","315","1800","195","250","390","400","500","304.53","313.47","0","600","300","300"
"2014","5 Einkommensstärkstes Quintil","männlich","377.56","397.5","2288","300","350","400","450","550","374.18","380.94","10","999","400","400"
"2014","5 Einkommensstärkstes Quintil","weiblich","307.29","317.5","2203","195","250","385","400","500","303.23","311.35","0","800","300","300"
"2015","1 Einkommensschwächstes Quintil","männlich","350.32","397.5","765","185","310","400","400","600","342.88","357.76","0","900","400","400"
"2015","1 Einkommensschwächstes Quintil","weiblich","287.01","295","833","100","200","400","400","450","278.83","295.19","0","800","300","300"
"2015","2","männlich","365.42","395","1191","240","350","400","420","600","359.97","370.87","0","900","400","400"
"2015","2","weiblich","288.77","295","1273","100","200","400","400","500","282.6","294.94","0","800","300","300"
"2015","3","männlich","379.48","397.5","1415","300","360","400","450","600","375.13","383.83","0","750","400","400"
"2015","3","weiblich","282.37","295","1480","120","200","375","400","500","276.96","287.78","0","990","300","300"
"2015","4","männlich","376.46","398.5","1951","300","350","400","450","600","372.71","380.21","0","990","400","400"
"2015","4","weiblich","307.32","322.5","2013","150","250","390","400","500","302.82","311.82","0","950","300","300"
"2015","5 Einkommensstärkstes Quintil","männlich","379.2","397.5","2599","300","350","400","450","600","375.95","382.45","0","999","400","400"
"2015","5 Einkommensstärkstes Quintil","weiblich","313.59","345","2452","180","250","390","400","500","309.7","317.48","0","800","300","300"
"2016","1 Einkommensschwächstes Quintil","männlich","","","","","","","","","","","","","",""
"2016","1 Einkommensschwächstes Quintil","weiblich","","","","","","","","","","","","","",""
"2016","2","männlich","","","","","","","","","","","","","",""
"2016","2","weiblich","","","","","","","","","","","","","",""
"2016","3","männlich","","","","","","","","","","","","","",""
"2016","3","weiblich","","","","","","","","","","","","","",""
"2016","4","männlich","","","","","","","","","","","","","",""
"2016","4","weiblich","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","männlich","334.63","377.5","737","150","300","400","400","700","326.23","343.03","0","840","400","400"
"2017","1 Einkommensschwächstes Quintil","weiblich","274.3","290","656","100","200","380","400","600","265.16","283.44","15","800","300","300"
"2017","2","männlich","359.02","397.5","1061","200","350","400","420","600","353.27","364.77","0","800","400","400"
"2017","2","weiblich","280.09","295","1130","100","200","400","400","480","273.58","286.6","0","750","300","300"
"2017","3","männlich","369.41","395","1329","200","350","400","440","600","364.85","373.97","0","800","400","400"
"2017","3","weiblich","289.66","295","1439","140","200","380","400","500","284.32","295","20","850","300","300"
"2017","4","männlich","368.56","397.5","2054","300","350","400","450","600","364.94","372.18","0","750","390","400"
"2017","4","weiblich","294.56","295","2260","150","200","380","400","480","290.45","298.67","0","730","300","300"
"2017","5 Einkommensstärkstes Quintil","männlich","376.86","387.5","3116","300","350","400","450","600","373.88","379.84","0","990","400","400"
"2017","5 Einkommensstärkstes Quintil","weiblich","309.03","316","3009","190","250","390","400","500","305.64","312.42","0","600","300","300"
"2018","1 Einkommensschwächstes Quintil","männlich","321.33","377.5","832","150","200","400","400","630","313.39","329.27","0","800","400","400"
"2018","1 Einkommensschwächstes Quintil","weiblich","270.92","290","619","90","200","400","400","600","261.31","280.53","0","800","300","300"
"2018","2","männlich","337.88","377.5","953","150","300","400","420","550","331.53","344.23","0","840","400","400"
"2018","2","weiblich","269.46","297.5","907","100","200","360","400","470","262.29","276.63","0","600","300","300"
"2018","3","männlich","353.64","395","1262","200","350","400","425","600","348.46","358.82","0","700","400","400"
"2018","3","weiblich","290.13","295","1314","140","200","380","400","430","284.73","295.53","0","600","300","300"
"2018","4","männlich","364.51","387.5","2073","295","350","400","420","600","360.81","368.21","0","800","390","400"
"2018","4","weiblich","294.43","295","2304","150","220","380","400","500","290.38","298.48","0","720","300","300"
"2018","5 Einkommensstärkstes Quintil","männlich","369.34","388.5","3183","300","350","400","450","600","366.31","372.37","0","990","387","400"
"2018","5 Einkommensstärkstes Quintil","weiblich","306.21","295","3112","200","250","385","400","500","302.94","309.48","0","800","300","300"
"2019","1 Einkommensschwächstes Quintil","männlich","349.11","395","382","140","320","400","400","600","336.71","361.51","10","800","400","400"
"2019","1 Einkommensschwächstes Quintil","weiblich","318.77","395","100","100","220","400","400","480","293.14","344.4","20","500","250","400"
"2019","2","männlich","366.33","395","225","180","400","400","400","500","355.18","377.48","60","600","400","400"
"2019","2","weiblich","292.8","275","30","100","200","400","400","400","253.33","332.27","40","400","250","400"
"2019","3","männlich","408.47","395","126","380","400","400","500","600","393.71","423.23","80","700","400","400"
"2019","3","weiblich","","","","","","","","","","","","","",""
"2019","4","männlich","412.7","395","56","320","400","480","500","600","390.85","434.55","100","700","400","400"
"2019","4","weiblich","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","männlich","","","","","","","","","","","","","",""
"2019","5 Einkommensstärkstes Quintil","weiblich","","","","","","","","","","","","","",""
