"year","bula_h","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2009","Schleswig-Holstein","männlich","419.59","395","139","350","385","460","500","800","404.04","435.14","80","800","400","400"
"2009","Schleswig-Holstein","weiblich","301.32","293.5","124","160","200","400","400","500","283.26","319.38","40","500","300","305"
"2009","Thüringen","männlich","","","","","","","","","","","","","",""
"2009","Thüringen","weiblich","","","","","","","","","","","","","",""
"2010","Baden-Württemberg","männlich","382.14","397.5","706","300","350","400","450","600","375.53","388.75","0","900","400","400"
"2010","Baden-Württemberg","weiblich","294.66","302.5","618","150","200","380","400","500","286.35","302.97","0","600","300","300"
"2010","Bayern","männlich","391.95","397.5","817","300","350","400","500","700","385.82","398.08","0","999","400","400"
"2010","Bayern","weiblich","301.75","315","831","150","230","390","400","450","294.69","308.81","0","600","300","300"
"2010","Berlin","männlich","","","","","","","","","","","","","",""
"2010","Berlin","weiblich","","","","","","","","","","","","","",""
"2010","Brandenburg","männlich","","","","","","","","","","","","","",""
"2010","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2010","Bremen","männlich","370.56","372.5","31","300","350","400","400","800","331.31","409.81","180","800","370","400"
"2010","Bremen","weiblich","305.4","320","31","200","300","385","390","400","270.58","340.22","50","400","200","350"
"2010","Hamburg","männlich","375.04","395","87","300","360","420","500","500","354.18","395.9","60","500","385","400"
"2010","Hamburg","weiblich","366.06","395","80","250","350","400","500","500","342.85","389.27","0","500","300","400"
"2010","Hessen","männlich","381.38","395","404","300","350","400","500","600","372.25","390.51","0","700","400","400"
"2010","Hessen","weiblich","290.5","297","379","160","200","380","400","450","280.2","300.8","0","500","300","300"
"2010","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2010","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2010","Niedersachsen","männlich","376.16","397.5","492","250","350","400","500","600","367.33","384.99","0","900","400","400"
"2010","Niedersachsen","weiblich","304.89","295","483","150","215","400","400","500","295.26","314.52","0","600","300","300"
"2010","Nordrhein-Westfalen","männlich","379.79","399","1118","300","350","400","480","600","374.57","385.01","0","700","400","400"
"2010","Nordrhein-Westfalen","weiblich","286.21","297.5","1021","120","200","380","400","500","279.65","292.77","0","700","300","300"
"2010","Rheinland-Pfalz,Saarland","männlich","393.52","397.5","305","300","375","400","500","800","383.87","403.17","0","800","400","400"
"2010","Rheinland-Pfalz,Saarland","weiblich","287.48","295","290","120","200","385","400","500","274.9","300.06","0","550","270","300"
"2010","Saarland","männlich","","","","","","","","","","","","","",""
"2010","Saarland","weiblich","","","","","","","","","","","","","",""
"2010","Sachsen","männlich","","","","","","","","","","","","","",""
"2010","Sachsen","weiblich","","","","","","","","","","","","","",""
"2010","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2010","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2010","Schleswig-Holstein","männlich","406.74","397.5","142","300","375","450","500","650","388.38","425.1","30","650","380","400"
"2010","Schleswig-Holstein","weiblich","291.24","292.5","145","100","200","390","400","500","273.22","309.26","0","600","250","300"
"2010","Thüringen","männlich","","","","","","","","","","","","","",""
"2010","Thüringen","weiblich","","","","","","","","","","","","","",""
"2011","Baden-Württemberg","männlich","391.21","397.5","856","300","350","400","500","600","385.49","396.93","0","700","400","400"
"2011","Baden-Württemberg","weiblich","303.19","297.5","794","150","200","400","400","500","295.7","310.68","20","800","300","300"
"2011","Bayern","männlich","392.07","397.5","1040","300","350","405","500","650","386.5","397.64","0","999","400","400"
"2011","Bayern","weiblich","302.66","312.5","1077","150","210","390","400","500","296.29","309.03","0","800","300","300"
"2011","Berlin","männlich","","","","","","","","","","","","","",""
"2011","Berlin","weiblich","","","","","","","","","","","","","",""
"2011","Brandenburg","männlich","","","","","","","","","","","","","",""
"2011","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2011","Bremen","männlich","371.66","392.5","31","300","300","400","450","500","343.43","399.89","200","500","350","400"
"2011","Bremen","weiblich","307.91","335","40","150","200","380","400","475","278.01","337.81","100","475","250","350"
"2011","Hamburg","männlich","375.08","395","104","300","350","400","450","600","357.97","392.19","50","600","400","400"
"2011","Hamburg","weiblich","344.28","387.5","94","200","300","400","420","500","322.59","365.97","0","500","300","390"
"2011","Hessen","männlich","390.63","395","468","300","350","400","500","650","381.98","399.28","20","750","400","400"
"2011","Hessen","weiblich","289.86","295","486","150","200","380","400","500","280.62","299.1","20","700","300","300"
"2011","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2011","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2011","Niedersachsen","männlich","376.22","397.5","599","250","350","400","480","700","368.6","383.84","10","800","400","400"
"2011","Niedersachsen","weiblich","310.66","327.5","611","150","250","400","400","500","302.49","318.83","20","600","300","300"
"2011","Nordrhein-Westfalen","männlich","388.53","397.5","1300","300","360","400","500","650","383.35","393.71","0","999","400","400"
"2011","Nordrhein-Westfalen","weiblich","297.75","297.5","1248","150","200","400","400","500","291.85","303.65","0","700","300","300"
"2011","Rheinland-Pfalz,Saarland","männlich","389.94","397.5","357","300","375","400","500","650","381.32","398.56","0","700","400","400"
"2011","Rheinland-Pfalz,Saarland","weiblich","303.32","294","362","150","200","400","400","500","291.97","314.67","30","600","300","300"
"2011","Saarland","männlich","","","","","","","","","","","","","",""
"2011","Saarland","weiblich","","","","","","","","","","","","","",""
"2011","Sachsen","männlich","","","","","","","","","","","","","",""
"2011","Sachsen","weiblich","","","","","","","","","","","","","",""
"2011","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2011","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2011","Schleswig-Holstein","männlich","385.92","397.5","202","300","380","410","500","600","371.72","400.12","10","750","400","400"
"2011","Schleswig-Holstein","weiblich","301.54","295","213","160","200","400","420","600","287.19","315.89","0","600","260","300"
"2011","Thüringen","männlich","","","","","","","","","","","","","",""
"2011","Thüringen","weiblich","","","","","","","","","","","","","",""
"2012","Baden-Württemberg","männlich","387.07","397.5","829","300","350","400","480","600","380.77","393.37","0","990","400","400"
"2012","Baden-Württemberg","weiblich","295.06","290","783","120","200","390","400","500","287.58","302.54","20","600","300","300"
"2012","Bayern","männlich","379.66","397.5","1031","300","350","400","450","600","374.11","385.21","0","999","400","400"
"2012","Bayern","weiblich","296.54","295","1056","150","200","380","400","460","290.37","302.71","0","600","300","300"
"2012","Berlin","männlich","","","","","","","","","","","","","",""
"2012","Berlin","weiblich","","","","","","","","","","","","","",""
"2012","Brandenburg","männlich","","","","","","","","","","","","","",""
"2012","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2012","Bremen","männlich","376.26","392.5","36","300","350","400","480","500","350.43","402.09","120","500","350","400"
"2012","Bremen","weiblich","313.62","340","45","200","250","400","400","400","283.89","343.35","20","480","250","350"
"2012","Hamburg","männlich","390.23","395","97","300","370","400","500","600","373.03","407.43","100","800","385","400"
"2012","Hamburg","weiblich","331.27","335","97","120","300","400","400","600","307.01","355.53","20","700","300","350"
"2012","Hessen","männlich","383.41","395","431","300","350","400","500","600","374.74","392.08","40","600","400","400"
"2012","Hessen","weiblich","304.12","295","475","160","200","400","400","500","294.82","313.42","0","650","300","300"
"2012","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2012","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2012","Niedersachsen","männlich","381.61","397.5","581","300","350","400","460","720","373.49","389.73","10","900","400","400"
"2012","Niedersachsen","weiblich","291.6","290","606","150","200","390","400","500","283.06","300.14","10","800","300","300"
"2012","Nordrhein-Westfalen","männlich","377.23","397.5","1269","300","350","400","450","650","372.11","382.35","0","800","400","400"
"2012","Nordrhein-Westfalen","weiblich","285.98","295","1294","120","200","385","400","500","280.06","291.9","0","700","300","300"
"2012","Rheinland-Pfalz,Saarland","männlich","381.37","397.5","347","300","350","400","500","600","372.18","390.56","40","700","400","400"
"2012","Rheinland-Pfalz,Saarland","weiblich","312.29","345","360","190","250","400","400","450","301.35","323.23","0","600","300","320"
"2012","Saarland","männlich","","","","","","","","","","","","","",""
"2012","Saarland","weiblich","","","","","","","","","","","","","",""
"2012","Sachsen","männlich","","","","","","","","","","","","","",""
"2012","Sachsen","weiblich","","","","","","","","","","","","","",""
"2012","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2012","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2012","Schleswig-Holstein","männlich","381.77","399","186","300","360","400","450","800","367.45","396.09","60","800","390","400"
"2012","Schleswig-Holstein","weiblich","289.92","295","237","100","200","400","400","550","275.94","303.9","20","800","260","300"
"2012","Thüringen","männlich","","","","","","","","","","","","","",""
"2012","Thüringen","weiblich","","","","","","","","","","","","","",""
"2013","Baden-Württemberg","männlich","373.92","397.5","716","300","350","400","450","600","367.14","380.7","0","800","400","400"
"2013","Baden-Württemberg","weiblich","287.5","292.5","724","100","200","385","400","500","279.45","295.55","0","650","300","300"
"2013","Bayern","männlich","376","397.5","918","300","350","400","480","600","370.02","381.98","0","999","400","400"
"2013","Bayern","weiblich","291.18","295","1013","150","200","380","400","500","284.71","297.65","0","700","300","300"
"2013","Berlin","männlich","","","","","","","","","","","","","",""
"2013","Berlin","weiblich","","","","","","","","","","","","","",""
"2013","Brandenburg","männlich","","","","","","","","","","","","","",""
"2013","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2013","Bremen","männlich","364.46","382.5","36","300","300","400","400","500","340.2","388.72","100","500","350","400"
"2013","Bremen","weiblich","289.16","335","49","60","200","400","400","400","258.96","319.36","50","500","250","350"
"2013","Hamburg","männlich","381.3","395","92","300","350","420","460","500","362.86","399.74","60","600","375","400"
"2013","Hamburg","weiblich","334.79","337.5","93","200","300","400","400","500","312.49","357.09","60","600","300","350"
"2013","Hessen","männlich","384.83","395","430","300","365","400","450","600","376.67","392.99","0","600","400","400"
"2013","Hessen","weiblich","294.76","290","446","150","200","390","400","500","284.93","304.59","20","600","300","300"
"2013","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2013","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2013","Niedersachsen","männlich","379.3","397.5","534","300","350","400","450","720","370.62","387.98","30","990","400","400"
"2013","Niedersachsen","weiblich","293.68","292.5","578","120","200","400","400","500","284.66","302.7","20","800","300","300"
"2013","Nordrhein-Westfalen","männlich","377.56","397.5","1165","300","350","400","480","600","372.27","382.85","0","840","400","400"
"2013","Nordrhein-Westfalen","weiblich","291.87","295","1182","150","200","385","400","500","285.87","297.87","0","900","300","300"
"2013","Rheinland-Pfalz,Saarland","männlich","373.58","395","322","300","350","400","450","600","364.73","382.43","60","600","400","400"
"2013","Rheinland-Pfalz,Saarland","weiblich","299.64","297.5","339","150","200","400","400","500","288.57","310.71","0","700","300","300"
"2013","Saarland","männlich","","","","","","","","","","","","","",""
"2013","Saarland","weiblich","","","","","","","","","","","","","",""
"2013","Sachsen","männlich","","","","","","","","","","","","","",""
"2013","Sachsen","weiblich","","","","","","","","","","","","","",""
"2013","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2013","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2013","Schleswig-Holstein","männlich","373.91","395","176","250","360","400","480","600","358.42","389.4","20","600","385","400"
"2013","Schleswig-Holstein","weiblich","288.91","295","219","140","200","380","400","600","275.21","302.61","20","600","300","300"
"2013","Thüringen","männlich","","","","","","","","","","","","","",""
"2013","Thüringen","weiblich","","","","","","","","","","","","","",""
"2014","Baden-Württemberg","männlich","373.16","397.5","864","300","350","400","450","600","367.79","378.53","50","840","400","400"
"2014","Baden-Württemberg","weiblich","291.15","292.5","840","120","200","385","400","500","283.85","298.45","0","800","250","300"
"2014","Bayern","männlich","369.24","395","1116","300","350","400","450","550","364.27","374.21","0","999","400","400"
"2014","Bayern","weiblich","288.87","295","1250","150","200","380","400","450","283.29","294.45","0","690","300","300"
"2014","Berlin","männlich","","","","","","","","","","","","","",""
"2014","Berlin","weiblich","","","","","","","","","","","","","",""
"2014","Brandenburg","männlich","","","","","","","","","","","","","",""
"2014","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2014","Bremen","männlich","351.4","335","36","300","300","400","450","500","319.31","383.49","100","600","350","400"
"2014","Bremen","weiblich","292.19","337.5","54","90","250","385","400","400","263.38","321","30","400","250","350"
"2014","Hamburg","männlich","380.23","395","104","300","350","400","450","500","364.55","395.91","50","600","380","400"
"2014","Hamburg","weiblich","333.07","335","105","200","300","380","400","450","314.33","351.81","40","500","300","350"
"2014","Hessen","männlich","374.45","397.5","489","300","350","400","450","700","366.7","382.2","0","700","395","400"
"2014","Hessen","weiblich","282.14","293.5","505","150","200","380","400","450","273.2","291.08","0","600","300","300"
"2014","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2014","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2014","Niedersachsen","männlich","370.17","397.5","661","250","350","400","450","620","362.75","377.59","0","999","390","400"
"2014","Niedersachsen","weiblich","301.02","297.5","670","150","220","390","400","500","293.29","308.75","20","840","300","300"
"2014","Nordrhein-Westfalen","männlich","372.21","397.5","1335","280","350","400","450","600","367.03","377.39","0","999","400","400"
"2014","Nordrhein-Westfalen","weiblich","286.65","297.5","1415","120","200","380","400","450","281.15","292.15","0","720","300","300"
"2014","Rheinland-Pfalz,Saarland","männlich","382.93","397.5","369","300","360","400","450","500","375.27","390.59","20","700","400","400"
"2014","Rheinland-Pfalz,Saarland","weiblich","302.89","297.5","383","180","220","400","400","450","292.65","313.13","0","600","300","300"
"2014","Saarland","männlich","","","","","","","","","","","","","",""
"2014","Saarland","weiblich","","","","","","","","","","","","","",""
"2014","Sachsen","männlich","","","","","","","","","","","","","",""
"2014","Sachsen","weiblich","","","","","","","","","","","","","",""
"2014","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2014","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2014","Schleswig-Holstein","männlich","376.67","395","217","300","350","400","450","600","363.09","390.25","30","800","385","400"
"2014","Schleswig-Holstein","weiblich","286.53","295","262","150","200","385","400","450","274.33","298.73","0","600","250","300"
"2014","Thüringen","männlich","","","","","","","","","","","","","",""
"2014","Thüringen","weiblich","","","","","","","","","","","","","",""
"2015","Baden-Württemberg","männlich","377.19","397.5","1066","300","350","400","450","600","372.19","382.19","0","990","400","400"
"2015","Baden-Württemberg","weiblich","283.63","295","1002","120","200","380","400","500","276.82","290.44","0","800","300","300"
"2015","Bayern","männlich","375.89","395","1385","300","350","400","450","600","371.41","380.37","0","999","400","400"
"2015","Bayern","weiblich","287.29","295","1432","120","200","380","400","500","281.62","292.96","0","900","300","300"
"2015","Berlin","männlich","","","","","","","","","","","","","",""
"2015","Berlin","weiblich","","","","","","","","","","","","","",""
"2015","Brandenburg","männlich","","","","","","","","","","","","","",""
"2015","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2015","Bremen","männlich","378.79","395","43","300","380","400","450","500","349.07","408.51","80","500","390","400"
"2015","Bremen","weiblich","282.48","275","55","100","300","350","400","400","257.95","307.01","30","400","300","350"
"2015","Hamburg","männlich","364.13","377.5","139","300","350","400","400","500","347.15","381.11","10","720","380","400"
"2015","Hamburg","weiblich","334.62","335","136","200","300","400","400","450","317.15","352.09","50","600","300","350"
"2015","Hessen","männlich","374.83","395","595","250","350","400","460","600","367.48","382.18","20","650","400","400"
"2015","Hessen","weiblich","292.98","290","587","150","200","390","400","480","284.59","301.37","0","600","300","300"
"2015","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2015","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2015","Niedersachsen","männlich","373.17","397.5","763","300","350","400","425","690","366.9","379.44","0","750","400","400"
"2015","Niedersachsen","weiblich","301.34","290","778","150","200","395","400","500","293.59","309.09","0","950","300","300"
"2015","Nordrhein-Westfalen","männlich","373.27","397.5","1590","300","350","400","450","600","368.82","377.72","0","999","400","400"
"2015","Nordrhein-Westfalen","weiblich","292.28","295","1624","100","200","390","400","500","286.86","297.7","0","870","300","300"
"2015","Rheinland-Pfalz,Saarland","männlich","382.95","397.5","491","320","370","400","450","600","374.5","391.4","0","900","400","400"
"2015","Rheinland-Pfalz,Saarland","weiblich","303.85","297.5","438","150","220","400","400","450","293.55","314.15","20","770","300","300"
"2015","Saarland","männlich","","","","","","","","","","","","","",""
"2015","Saarland","weiblich","","","","","","","","","","","","","",""
"2015","Sachsen","männlich","","","","","","","","","","","","","",""
"2015","Sachsen","weiblich","","","","","","","","","","","","","",""
"2015","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2015","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2015","Schleswig-Holstein","männlich","365.71","398.5","257","200","350","400","440","500","352.69","378.73","0","700","385","400"
"2015","Schleswig-Holstein","weiblich","300.99","295","275","200","250","400","400","450","290.06","311.92","20","500","300","300"
"2015","Thüringen","männlich","","","","","","","","","","","","","",""
"2015","Thüringen","weiblich","","","","","","","","","","","","","",""
"2016","Baden-Württemberg","männlich","","","","","","","","","","","","","",""
"2016","Baden-Württemberg","weiblich","","","","","","","","","","","","","",""
"2016","Bayern","männlich","","","","","","","","","","","","","",""
"2016","Bayern","weiblich","","","","","","","","","","","","","",""
"2016","Berlin","männlich","","","","","","","","","","","","","",""
"2016","Berlin","weiblich","","","","","","","","","","","","","",""
"2016","Brandenburg","männlich","","","","","","","","","","","","","",""
"2016","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2016","Bremen","männlich","","","","","","","","","","","","","",""
"2016","Bremen","weiblich","","","","","","","","","","","","","",""
"2016","Hamburg","männlich","","","","","","","","","","","","","",""
"2016","Hamburg","weiblich","","","","","","","","","","","","","",""
"2016","Hessen","männlich","","","","","","","","","","","","","",""
"2016","Hessen","weiblich","","","","","","","","","","","","","",""
"2016","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2016","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2016","Niedersachsen","männlich","","","","","","","","","","","","","",""
"2016","Niedersachsen","weiblich","","","","","","","","","","","","","",""
"2016","Nordrhein-Westfalen","männlich","","","","","","","","","","","","","",""
"2016","Nordrhein-Westfalen","weiblich","","","","","","","","","","","","","",""
"2016","Rheinland-Pfalz,Saarland","männlich","","","","","","","","","","","","","",""
"2016","Rheinland-Pfalz,Saarland","weiblich","","","","","","","","","","","","","",""
"2016","Saarland","männlich","","","","","","","","","","","","","",""
"2016","Saarland","weiblich","","","","","","","","","","","","","",""
"2016","Sachsen","männlich","","","","","","","","","","","","","",""
"2016","Sachsen","weiblich","","","","","","","","","","","","","",""
"2016","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2016","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2016","Schleswig-Holstein","männlich","","","","","","","","","","","","","",""
"2016","Schleswig-Holstein","weiblich","","","","","","","","","","","","","",""
"2016","Thüringen","männlich","","","","","","","","","","","","","",""
"2016","Thüringen","weiblich","","","","","","","","","","","","","",""
"2017","Baden-Württemberg","männlich","374.83","397.5","1040","300","350","400","450","600","369.52","380.14","0","970","400","400"
"2017","Baden-Württemberg","weiblich","282.31","292.5","1039","110","200","375","400","480","275.85","288.77","10","600","300","300"
"2017","Bayern","männlich","371.81","382.5","1383","300","350","400","450","600","367.21","376.41","0","990","390","400"
"2017","Bayern","weiblich","279.56","295","1460","100","200","380","400","450","273.98","285.14","0","800","300","300"
"2017","Berlin","männlich","","","","","","","","","","","","","",""
"2017","Berlin","weiblich","","","","","","","","","","","","","",""
"2017","Brandenburg","männlich","","","","","","","","","","","","","",""
"2017","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2017","Bremen","männlich","355.36","392.5","54","200","300","400","400","600","328.89","381.83","50","600","350","400"
"2017","Bremen","weiblich","290.47","310","74","90","250","350","400","450","265.89","315.05","20","450","300","300"
"2017","Hamburg","männlich","356.51","387.5","148","150","350","400","500","500","339.05","373.97","20","700","375","400"
"2017","Hamburg","weiblich","310.23","310","147","200","300","380","400","400","295.29","325.17","20","500","300","350"
"2017","Hessen","männlich","369.54","387.5","563","300","350","400","450","600","362.15","376.93","30","700","390","400"
"2017","Hessen","weiblich","298.01","295","576","150","240","380","400","500","289.84","306.18","30","600","300","300"
"2017","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2017","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2017","Niedersachsen","männlich","367.91","387.5","860","250","350","400","450","700","361.54","374.28","0","840","400","400"
"2017","Niedersachsen","weiblich","293.5","292.5","858","160","200","380","400","500","286.96","300.04","0","600","300","300"
"2017","Nordrhein-Westfalen","männlich","369.47","397.5","1665","250","350","400","450","600","364.95","373.99","0","800","400","400"
"2017","Nordrhein-Westfalen","weiblich","291.57","295","1693","120","200","390","400","500","286.47","296.67","0","600","300","300"
"2017","Rheinland-Pfalz,Saarland","männlich","375.16","395","506","300","360","400","450","600","366.89","383.43","0","800","400","400"
"2017","Rheinland-Pfalz,Saarland","weiblich","292.02","295","462","120","200","385","400","500","282.01","302.03","20","750","300","300"
"2017","Saarland","männlich","","","","","","","","","","","","","",""
"2017","Saarland","weiblich","","","","","","","","","","","","","",""
"2017","Sachsen","männlich","","","","","","","","","","","","","",""
"2017","Sachsen","weiblich","","","","","","","","","","","","","",""
"2017","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2017","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2017","Schleswig-Holstein","männlich","367.32","387.5","300","300","350","400","410","500","357.94","376.7","50","600","385","400"
"2017","Schleswig-Holstein","weiblich","296.32","295","308","190","240","380","400","450","285.53","307.11","0","800","300","300"
"2017","Thüringen","männlich","","","","","","","","","","","","","",""
"2017","Thüringen","weiblich","","","","","","","","","","","","","",""
"2018","Baden-Württemberg","männlich","370.02","397.5","976","300","350","400","450","500","364.56","375.48","40","800","390","400"
"2018","Baden-Württemberg","weiblich","285.93","295","933","120","200","380","400","500","278.89","292.97","0","800","280","300"
"2018","Bayern","männlich","357.69","377.5","1301","250","340","400","420","600","352.87","362.51","0","990","380","390"
"2018","Bayern","weiblich","284.31","295","1369","150","200","375","400","480","278.9","289.72","0","720","300","300"
"2018","Berlin","männlich","","","","","","","","","","","","","",""
"2018","Berlin","weiblich","","","","","","","","","","","","","",""
"2018","Brandenburg","männlich","","","","","","","","","","","","","",""
"2018","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2018","Bremen","männlich","380.35","395","70","300","385","400","500","500","354.46","406.24","20","600","400","400"
"2018","Bremen","weiblich","317.14","335","71","100","300","390","400","400","292.44","341.84","50","450","300","380"
"2018","Hamburg","männlich","359.66","387.5","158","300","350","400","400","460","347.06","372.26","40","550","380","400"
"2018","Hamburg","weiblich","323.4","335","163","200","300","390","400","500","308.9","337.9","0","600","300","350"
"2018","Hessen","männlich","362.07","382.5","573","240","350","400","450","600","354.37","369.77","20","660","400","400"
"2018","Hessen","weiblich","298.49","295","558","150","240","380","400","500","289.84","307.14","0","600","300","300"
"2018","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2018","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2018","Niedersachsen","männlich","355.31","382.5","864","200","350","400","450","620","348.43","362.19","0","800","390","400"
"2018","Niedersachsen","weiblich","292.38","295","824","150","200","385","400","450","285.56","299.2","0","600","300","300"
"2018","Nordrhein-Westfalen","männlich","358.15","387.5","1711","210","350","400","450","600","353.55","362.75","0","840","400","400"
"2018","Nordrhein-Westfalen","weiblich","288.98","297.5","1700","120","200","380","400","470","283.99","293.97","0","700","300","300"
"2018","Rheinland-Pfalz,Saarland","männlich","380.79","395","508","300","350","400","450","600","372.66","388.92","0","630","400","400"
"2018","Rheinland-Pfalz,Saarland","weiblich","284.85","295","473","150","200","350","400","450","275.81","293.89","20","540","300","300"
"2018","Saarland","männlich","","","","","","","","","","","","","",""
"2018","Saarland","weiblich","","","","","","","","","","","","","",""
"2018","Sachsen","männlich","","","","","","","","","","","","","",""
"2018","Sachsen","weiblich","","","","","","","","","","","","","",""
"2018","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2018","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2018","Schleswig-Holstein","männlich","370.54","387.5","302","300","350","400","450","600","359.87","381.21","0","600","380","400"
"2018","Schleswig-Holstein","weiblich","288.78","292.5","312","150","220","375","400","450","277.18","300.38","0","800","300","300"
"2018","Thüringen","männlich","","","","","","","","","","","","","",""
"2018","Thüringen","weiblich","","","","","","","","","","","","","",""
"2019","Baden-Württemberg","männlich","395.01","395","99","300","400","400","500","600","375.64","414.38","40","700","400","400"
"2019","Baden-Württemberg","weiblich","","","","","","","","","","","","","",""
"2019","Bayern","männlich","410.32","395","142","300","400","450","500","600","395.4","425.24","60","700","400","400"
"2019","Bayern","weiblich","","","","","","","","","","","","","",""
"2019","Berlin","männlich","","","","","","","","","","","","","",""
"2019","Berlin","weiblich","","","","","","","","","","","","","",""
"2019","Brandenburg","männlich","","","","","","","","","","","","","",""
"2019","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2019","Bremen","männlich","","","","","","","","","","","","","",""
"2019","Bremen","weiblich","","","","","","","","","","","","","",""
"2019","Hamburg","männlich","","","","","","","","","","","","","",""
"2019","Hamburg","weiblich","","","","","","","","","","","","","",""
"2019","Hessen","männlich","352.76","390","66","200","370","400","400","450","324.5","381.02","10","800","400","400"
"2019","Hessen","weiblich","","","","","","","","","","","","","",""
"2019","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2019","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2019","Niedersachsen","männlich","346.5","395","81","150","300","400","400","480","322.81","370.19","40","480","390","400"
"2019","Niedersachsen","weiblich","","","","","","","","","","","","","",""
"2019","Nordrhein-Westfalen","männlich","371.13","395","192","200","390","400","400","600","358.08","384.18","40","600","400","400"
"2019","Nordrhein-Westfalen","weiblich","299.14","275","32","150","200","400","400","480","256.82","341.46","40","480","200","400"
"2019","Rheinland-Pfalz,Saarland","männlich","337.24","375","50","80","200","400","450","500","295.46","379.02","50","500","400","400"
"2019","Rheinland-Pfalz,Saarland","weiblich","","","","","","","","","","","","","",""
"2019","Saarland","männlich","","","","","","","","","","","","","",""
"2019","Saarland","weiblich","","","","","","","","","","","","","",""
"2019","Sachsen","männlich","","","","","","","","","","","","","",""
"2019","Sachsen","weiblich","","","","","","","","","","","","","",""
"2019","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2019","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2019","Schleswig-Holstein","männlich","381.59","385","38","250","400","400","400","500","361.16","402.02","100","500","400","400"
"2019","Schleswig-Holstein","weiblich","","","","","","","","","","","","","",""
"2019","Thüringen","männlich","","","","","","","","","","","","","",""
"2019","Thüringen","weiblich","","","","","","","","","","","","","",""
