"erwst","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1992","Niedersachsen","Westdeutschland","418","0.464129359856343","0.432745111898886","0.495513607813799"
"nicht erwerbstätig","1992","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Bremen","Westdeutschland","50","0.620121647194105","0.521478405532924","0.718764888855286"
"nicht erwerbstätig","1992","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Nordrhein-Westfalen","Westdeutschland","1021","0.440435990089705","0.421060984487257","0.459810995692154"
"nicht erwerbstätig","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Hessen","Westdeutschland","372","0.462360275968616","0.430705621841388","0.494014930095843"
"nicht erwerbstätig","1992","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Rheinland-Pfalz,Saarland","Westdeutschland","297","0.478924655939043","0.44081281009266","0.517036501785426"
"nicht erwerbstätig","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Baden-Wuerttemberg","Westdeutschland","612","0.395610402842164","0.372765774392692","0.418455031291637"
"nicht erwerbstätig","1992","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Bayern","Westdeutschland","587","0.42085783293516","0.396963964517414","0.444751701352905"
"nicht erwerbstätig","1992","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","Berlin","Westdeutschland","130","0.430466904107515","0.376046232439592","0.484887575775438"
"nicht erwerbstätig","1992","Berlin","Ostdeutschland","90","0.361031721113835","0.30477409460794","0.417289347619731"
"nicht erwerbstätig","1992","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1992","Brandenburg","Ostdeutschland","256","0.433328289423114","0.395551795453061","0.471104783393166"
"nicht erwerbstätig","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1992","Mecklenburg-Vorpommern","Ostdeutschland","161","0.464050058502647","0.416241628725342","0.511858488279952"
"nicht erwerbstätig","1992","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1992","Sachsen","Ostdeutschland","474","0.479200375485861","0.450476771327801","0.507923979643921"
"nicht erwerbstätig","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1992","Sachsen-Anhalt","Ostdeutschland","290","0.446642967722813","0.411574046388177","0.481711889057448"
"nicht erwerbstätig","1992","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1992","Thueringen","Ostdeutschland","270","0.46924999773714","0.431823009462734","0.506676986011546"
"Andere","1992","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1992","Hamburg","Westdeutschland","","","",""
"Andere","1992","Hamburg","Ostdeutschland","","","",""
"Andere","1992","Niedersachsen","Westdeutschland","48","0.047079319926138","0.0337500706413593","0.0604085692109168"
"Andere","1992","Niedersachsen","Ostdeutschland","","","",""
"Andere","1992","Bremen","Westdeutschland","","","",""
"Andere","1992","Bremen","Ostdeutschland","","","",""
"Andere","1992","Nordrhein-Westfalen","Westdeutschland","140","0.0461555152440644","0.0379666044890344","0.0543444259990944"
"Andere","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1992","Hessen","Westdeutschland","51","0.0552213570575993","0.0407196138017789","0.0697231003134197"
"Andere","1992","Hessen","Ostdeutschland","","","",""
"Andere","1992","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Andere","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1992","Baden-Wuerttemberg","Westdeutschland","97","0.0496935781128934","0.0395410611573707","0.0598460950684162"
"Andere","1992","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1992","Bayern","Westdeutschland","90","0.0477209966069914","0.0374037687083821","0.0580382245056007"
"Andere","1992","Bayern","Ostdeutschland","","","",""
"Andere","1992","Berlin","Westdeutschland","","","",""
"Andere","1992","Berlin","Ostdeutschland","","","",""
"Andere","1992","Brandenburg","Westdeutschland","","","",""
"Andere","1992","Brandenburg","Ostdeutschland","","","",""
"Andere","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1992","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1992","Sachsen","Westdeutschland","","","",""
"Andere","1992","Sachsen","Ostdeutschland","51","0.0379813522714536","0.0269907375515452","0.0489719669913619"
"Andere","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1992","Sachsen-Anhalt","Ostdeutschland","31","0.0313496504637872","0.0190571760754105","0.0436421248521639"
"Andere","1992","Thueringen","Westdeutschland","","","",""
"Andere","1992","Thueringen","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Schleswig-Holstein","Westdeutschland","123","0.387023672311887","0.330673174262674","0.443374170361099"
"voll erwerbstätig","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Hamburg","Westdeutschland","67","0.458172861600172","0.376509899275053","0.53983582392529"
"voll erwerbstätig","1993","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Niedersachsen","Westdeutschland","430","0.414644755293667","0.38378413931551","0.445505371271824"
"voll erwerbstätig","1993","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Bremen","Westdeutschland","34","0.299805630837366","0.206182453269675","0.393428808405056"
"voll erwerbstätig","1993","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Nordrhein-Westfalen","Westdeutschland","1148","0.434636842195695","0.415205396775623","0.454068287615768"
"voll erwerbstätig","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Hessen","Westdeutschland","441","0.414516062109028","0.382888311234274","0.446143812983781"
"voll erwerbstätig","1993","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Rheinland-Pfalz,Saarland","Westdeutschland","266","0.386860067008317","0.349127629937189","0.424592504079445"
"voll erwerbstätig","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Baden-Wuerttemberg","Westdeutschland","882","0.453641038829057","0.430506794371194","0.476775283286921"
"voll erwerbstätig","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Bayern","Westdeutschland","806","0.447189138862903","0.422970006891228","0.471408270834577"
"voll erwerbstätig","1993","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1993","Berlin","Westdeutschland","141","0.463467036962884","0.407132792590927","0.51980128133484"
"voll erwerbstätig","1993","Berlin","Ostdeutschland","158","0.546536277906036","0.487590380860953","0.605482174951118"
"voll erwerbstätig","1993","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1993","Brandenburg","Ostdeutschland","323","0.466841157436311","0.427852736603354","0.505829578269268"
"voll erwerbstätig","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1993","Mecklenburg-Vorpommern","Ostdeutschland","188","0.407627909715782","0.359829403497191","0.455426415934373"
"voll erwerbstätig","1993","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1993","Sachsen","Ostdeutschland","560","0.442521455137776","0.413407015612349","0.471635894663203"
"voll erwerbstätig","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1993","Sachsen-Anhalt","Ostdeutschland","374","0.451748615438247","0.415867647066202","0.487629583810292"
"voll erwerbstätig","1993","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1993","Thueringen","Ostdeutschland","320","0.419700717807287","0.382135388572825","0.457266047041749"
"Teilzeit","1993","Schleswig-Holstein","Westdeutschland","35","0.120872631128382","0.0831591144604292","0.158586147796335"
"Teilzeit","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1993","Hamburg","Westdeutschland","","","",""
"Teilzeit","1993","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1993","Niedersachsen","Westdeutschland","83","0.0892106663506081","0.0713550804776904","0.107066252223526"
"Teilzeit","1993","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1993","Bremen","Westdeutschland","","","",""
"Teilzeit","1993","Bremen","Ostdeutschland","","","",""
"Teilzeit","1993","Nordrhein-Westfalen","Westdeutschland","201","0.0796659606603505","0.0690517616055854","0.0902801597151155"
"Teilzeit","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1993","Hessen","Westdeutschland","84","0.0840594173313977","0.0662451906874759","0.10187364397532"
"Teilzeit","1993","Hessen","Ostdeutschland","","","",""
"Teilzeit","1993","Rheinland-Pfalz,Saarland","Westdeutschland","45","0.0707894027038975","0.0509193369146793","0.0906594684931157"
"Teilzeit","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1993","Baden-Wuerttemberg","Westdeutschland","139","0.0812232347364417","0.0685290369819489","0.0939174324909345"
"Teilzeit","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1993","Bayern","Westdeutschland","137","0.0842425647988487","0.0707130979231057","0.0977720316745916"
"Teilzeit","1993","Bayern","Ostdeutschland","","","",""
"Teilzeit","1993","Berlin","Westdeutschland","","","",""
"Teilzeit","1993","Berlin","Ostdeutschland","","","",""
"Teilzeit","1993","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1993","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1993","Sachsen","Westdeutschland","","","",""
"Teilzeit","1993","Sachsen","Ostdeutschland","39","0.0293523703808237","0.0194581956016344","0.0392465451600129"
"Teilzeit","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1993","Sachsen-Anhalt","Ostdeutschland","31","0.0319576612158672","0.0192764556634293","0.0446388667683051"
"Teilzeit","1993","Thueringen","Westdeutschland","","","",""
"Teilzeit","1993","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Schleswig-Holstein","Westdeutschland","116","0.452904004769927","0.395314679405337","0.510493330134517"
"nicht erwerbstätig","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Hamburg","Westdeutschland","62","0.452245436253143","0.370669856100811","0.533821016405475"
"nicht erwerbstätig","1993","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Niedersachsen","Westdeutschland","401","0.433940228993602","0.402894429543061","0.464986028444142"
"nicht erwerbstätig","1993","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Bremen","Westdeutschland","51","0.641676976185075","0.543694194902696","0.739659757467454"
"nicht erwerbstätig","1993","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Nordrhein-Westfalen","Westdeutschland","1025","0.441090199844523","0.421627071189086","0.460553328499959"
"nicht erwerbstätig","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Hessen","Westdeutschland","354","0.44742097639929","0.415498578778828","0.479343374019751"
"nicht erwerbstätig","1993","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Rheinland-Pfalz,Saarland","Westdeutschland","291","0.495080884506942","0.45634556973484","0.533816199279044"
"nicht erwerbstätig","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Baden-Wuerttemberg","Westdeutschland","643","0.400011587190689","0.377246577764282","0.422776596617095"
"nicht erwerbstätig","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Bayern","Westdeutschland","591","0.42234216380093","0.398282352242996","0.446401975358864"
"nicht erwerbstätig","1993","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","Berlin","Westdeutschland","124","0.430194849645266","0.374262813226879","0.486126886063652"
"nicht erwerbstätig","1993","Berlin","Ostdeutschland","91","0.358174540197128","0.301403266768563","0.414945813625693"
"nicht erwerbstätig","1993","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Brandenburg","Ostdeutschland","248","0.443600789774517","0.404775726152527","0.482425853396507"
"nicht erwerbstätig","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Mecklenburg-Vorpommern","Ostdeutschland","179","0.511716525610482","0.463094190908569","0.560338860312394"
"nicht erwerbstätig","1993","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Sachsen","Ostdeutschland","462","0.487369231657394","0.45806984170892","0.516668621605869"
"nicht erwerbstätig","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Sachsen-Anhalt","Ostdeutschland","304","0.48482494008634","0.448792326595505","0.520857553577175"
"nicht erwerbstätig","1993","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Thueringen","Ostdeutschland","273","0.479243293805166","0.441216756120297","0.517269831490035"
"Andere","1993","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1993","Hamburg","Westdeutschland","","","",""
"Andere","1993","Hamburg","Ostdeutschland","","","",""
"Andere","1993","Niedersachsen","Westdeutschland","65","0.0622043493621233","0.0470749659795724","0.0773337327446741"
"Andere","1993","Niedersachsen","Ostdeutschland","","","",""
"Andere","1993","Bremen","Westdeutschland","","","",""
"Andere","1993","Bremen","Ostdeutschland","","","",""
"Andere","1993","Nordrhein-Westfalen","Westdeutschland","126","0.0446069972994314","0.036514722733076","0.0526992718657868"
"Andere","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1993","Hessen","Westdeutschland","53","0.0540035441602851","0.0394925883058869","0.0685145000146833"
"Andere","1993","Hessen","Ostdeutschland","","","",""
"Andere","1993","Rheinland-Pfalz,Saarland","Westdeutschland","38","0.0472696457808431","0.0308284167563182","0.0637108748053679"
"Andere","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1993","Baden-Wuerttemberg","Westdeutschland","115","0.0651241392438121","0.0536582408707072","0.0765900376169169"
"Andere","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1993","Bayern","Westdeutschland","85","0.0462261325373186","0.035998122248966","0.0564541428256712"
"Andere","1993","Bayern","Ostdeutschland","","","",""
"Andere","1993","Berlin","Westdeutschland","","","",""
"Andere","1993","Berlin","Ostdeutschland","","","",""
"Andere","1993","Brandenburg","Westdeutschland","","","",""
"Andere","1993","Brandenburg","Ostdeutschland","35","0.0537687696059257","0.0361414427903897","0.0713960964214616"
"Andere","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1993","Sachsen","Westdeutschland","","","",""
"Andere","1993","Sachsen","Ostdeutschland","57","0.0407569428240064","0.0291667056912162","0.0523471799567966"
"Andere","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1993","Sachsen-Anhalt","Ostdeutschland","30","0.0314687832595465","0.0188817708908369","0.0440557956282562"
"Andere","1993","Thueringen","Westdeutschland","","","",""
"Andere","1993","Thueringen","Ostdeutschland","41","0.0659829040950881","0.0470862700459845","0.0848795381441917"
"voll erwerbstätig","1994","Schleswig-Holstein","Westdeutschland","120","0.387229198312879","0.330873190229309","0.443585206396449"
"voll erwerbstätig","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Hamburg","Westdeutschland","62","0.448269089128405","0.366758669929722","0.529779508327088"
"voll erwerbstätig","1994","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Niedersachsen","Westdeutschland","424","0.408065730844041","0.377088923268089","0.439042538419992"
"voll erwerbstätig","1994","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Bremen","Westdeutschland","31","0.285669987017765","0.191288131477194","0.380051842558335"
"voll erwerbstätig","1994","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Nordrhein-Westfalen","Westdeutschland","1099","0.425389444350413","0.405804491123185","0.44497439757764"
"voll erwerbstätig","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Hessen","Westdeutschland","435","0.405336493503644","0.373611782532872","0.437061204474416"
"voll erwerbstätig","1994","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Rheinland-Pfalz,Saarland","Westdeutschland","269","0.413531157450692","0.37522771395581","0.451834600945575"
"voll erwerbstätig","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Baden-Wuerttemberg","Westdeutschland","817","0.428442344973771","0.405137277541782","0.451747412405759"
"voll erwerbstätig","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Bayern","Westdeutschland","754","0.42112391562839","0.396832244978271","0.445415586278509"
"voll erwerbstätig","1994","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1994","Berlin","Westdeutschland","131","0.447727065879341","0.39059431295267","0.504859818806011"
"voll erwerbstätig","1994","Berlin","Ostdeutschland","147","0.537007914733805","0.476514936834679","0.597500892632931"
"voll erwerbstätig","1994","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1994","Brandenburg","Ostdeutschland","298","0.463458731321542","0.423756137648495","0.503161324994589"
"voll erwerbstätig","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1994","Mecklenburg-Vorpommern","Ostdeutschland","197","0.417092497222215","0.369538275682511","0.464646718761919"
"voll erwerbstätig","1994","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1994","Sachsen","Ostdeutschland","539","0.425603285935653","0.396749553463487","0.454457018407819"
"voll erwerbstätig","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1994","Sachsen-Anhalt","Ostdeutschland","360","0.447572584335311","0.410815608024491","0.484329560646132"
"voll erwerbstätig","1994","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1994","Thueringen","Ostdeutschland","300","0.391391960227737","0.354269321055937","0.428514599399537"
"Teilzeit","1994","Schleswig-Holstein","Westdeutschland","34","0.113162603803099","0.0765120444095119","0.149813163196685"
"Teilzeit","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1994","Hamburg","Westdeutschland","","","",""
"Teilzeit","1994","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1994","Niedersachsen","Westdeutschland","94","0.0957654260559726","0.0772181651691421","0.114312686942803"
"Teilzeit","1994","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1994","Bremen","Westdeutschland","","","",""
"Teilzeit","1994","Bremen","Ostdeutschland","","","",""
"Teilzeit","1994","Nordrhein-Westfalen","Westdeutschland","178","0.0772395607744379","0.0666639181743715","0.0878152033745042"
"Teilzeit","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1994","Hessen","Westdeutschland","66","0.0646144254496634","0.0487284365481821","0.0805004143511446"
"Teilzeit","1994","Hessen","Ostdeutschland","","","",""
"Teilzeit","1994","Rheinland-Pfalz,Saarland","Westdeutschland","45","0.0678586561709162","0.0482970396322287","0.0874202727096037"
"Teilzeit","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1994","Baden-Wuerttemberg","Westdeutschland","130","0.0793446183790725","0.0666159951016451","0.0920732416564999"
"Teilzeit","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1994","Bayern","Westdeutschland","125","0.0784832914401967","0.0652520730201924","0.0917145098602009"
"Teilzeit","1994","Bayern","Ostdeutschland","","","",""
"Teilzeit","1994","Berlin","Westdeutschland","","","",""
"Teilzeit","1994","Berlin","Ostdeutschland","","","",""
"Teilzeit","1994","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1994","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1994","Sachsen","Westdeutschland","","","",""
"Teilzeit","1994","Sachsen","Ostdeutschland","50","0.0352006241884262","0.0244461983166002","0.0459550500602521"
"Teilzeit","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"Teilzeit","1994","Thueringen","Westdeutschland","","","",""
"Teilzeit","1994","Thueringen","Ostdeutschland","41","0.0582489085007841","0.0404343110461563","0.0760635059554119"
"nicht erwerbstätig","1994","Schleswig-Holstein","Westdeutschland","117","0.435579082244814","0.378214715895427","0.492943448594202"
"nicht erwerbstätig","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Hamburg","Westdeutschland","62","0.443989548050022","0.362555143840991","0.525423952259052"
"nicht erwerbstätig","1994","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Niedersachsen","Westdeutschland","400","0.45078201858432","0.419420974007586","0.482143063161053"
"nicht erwerbstätig","1994","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Bremen","Westdeutschland","51","0.64643567823563","0.546549906151695","0.746321450319564"
"nicht erwerbstätig","1994","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Nordrhein-Westfalen","Westdeutschland","1033","0.447956144259517","0.428257019827938","0.467655268691096"
"nicht erwerbstätig","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Hessen","Westdeutschland","373","0.48233837122341","0.450049484541649","0.514627257905172"
"nicht erwerbstätig","1994","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Rheinland-Pfalz,Saarland","Westdeutschland","286","0.477716539910009","0.438865781269011","0.516567298551006"
"nicht erwerbstätig","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Baden-Wuerttemberg","Westdeutschland","693","0.444645954052653","0.421243236576347","0.468048671528959"
"nicht erwerbstätig","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Bayern","Westdeutschland","618","0.448984039632966","0.4245127324621","0.473455346803831"
"nicht erwerbstätig","1994","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","Berlin","Westdeutschland","127","0.461026314406515","0.40375353825815","0.51829909055488"
"nicht erwerbstätig","1994","Berlin","Ostdeutschland","87","0.36386262118379","0.305494996898513","0.422230245469067"
"nicht erwerbstätig","1994","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Brandenburg","Ostdeutschland","244","0.441063443681473","0.401531918682092","0.480594968680853"
"nicht erwerbstätig","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Mecklenburg-Vorpommern","Ostdeutschland","176","0.496891970066726","0.448671140340257","0.545112799793196"
"nicht erwerbstätig","1994","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Sachsen","Ostdeutschland","488","0.505058176372479","0.475881130282944","0.534235222462014"
"nicht erwerbstätig","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Sachsen-Anhalt","Ostdeutschland","285","0.494385968749253","0.457427577770977","0.53134435972753"
"nicht erwerbstätig","1994","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Thueringen","Ostdeutschland","277","0.49758380873105","0.459553575854167","0.535614041607932"
"Andere","1994","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1994","Hamburg","Westdeutschland","","","",""
"Andere","1994","Hamburg","Ostdeutschland","","","",""
"Andere","1994","Niedersachsen","Westdeutschland","49","0.0453868245156673","0.0322674398699644","0.0585062091613702"
"Andere","1994","Niedersachsen","Ostdeutschland","","","",""
"Andere","1994","Bremen","Westdeutschland","","","",""
"Andere","1994","Bremen","Ostdeutschland","","","",""
"Andere","1994","Nordrhein-Westfalen","Westdeutschland","138","0.0494148506156324","0.0408293299032332","0.0580003713280315"
"Andere","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1994","Hessen","Westdeutschland","46","0.0477107098232821","0.0339371383702062","0.0614842812763579"
"Andere","1994","Hessen","Ostdeutschland","","","",""
"Andere","1994","Rheinland-Pfalz,Saarland","Westdeutschland","35","0.040893646468383","0.0254900358613713","0.0562972570753947"
"Andere","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1994","Baden-Wuerttemberg","Westdeutschland","92","0.0475670825945042","0.0375430007589987","0.0575911644300097"
"Andere","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1994","Bayern","Westdeutschland","90","0.0514087532984475","0.0405440537705617","0.0622734528263333"
"Andere","1994","Bayern","Ostdeutschland","","","",""
"Andere","1994","Berlin","Westdeutschland","","","",""
"Andere","1994","Berlin","Ostdeutschland","","","",""
"Andere","1994","Brandenburg","Westdeutschland","","","",""
"Andere","1994","Brandenburg","Ostdeutschland","40","0.0559670126564664","0.0376661556736251","0.0742678696393078"
"Andere","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1994","Sachsen","Westdeutschland","","","",""
"Andere","1994","Sachsen","Ostdeutschland","51","0.0341379135034418","0.0235412391693661","0.0447345878375175"
"Andere","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1994","Sachsen-Anhalt","Ostdeutschland","33","0.0357895976135656","0.0220575676438663","0.0495216275832648"
"Andere","1994","Thueringen","Westdeutschland","","","",""
"Andere","1994","Thueringen","Ostdeutschland","46","0.052775322540429","0.0357691726960297","0.0697814723848284"
"voll erwerbstätig","1995","Schleswig-Holstein","Westdeutschland","116","0.36537817490599","0.30937434551372","0.42138200429826"
"voll erwerbstätig","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Hamburg","Westdeutschland","57","0.391225680815438","0.308285665759342","0.474165695871534"
"voll erwerbstätig","1995","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Niedersachsen","Westdeutschland","454","0.411800739237576","0.381918025832526","0.441683452642625"
"voll erwerbstätig","1995","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Bremen","Westdeutschland","33","0.268526720942981","0.178452688865029","0.358600753020932"
"voll erwerbstätig","1995","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Nordrhein-Westfalen","Westdeutschland","1166","0.422816289654545","0.403761556979472","0.441871022329619"
"voll erwerbstätig","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Hessen","Westdeutschland","429","0.393051448071995","0.361893938724046","0.424208957419944"
"voll erwerbstätig","1995","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Rheinland-Pfalz,Saarland","Westdeutschland","293","0.384038788335537","0.348313781389084","0.419763795281991"
"voll erwerbstätig","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Baden-Wuerttemberg","Westdeutschland","833","0.416432285784502","0.393595267467691","0.439269304101312"
"voll erwerbstätig","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Bayern","Westdeutschland","805","0.427226375997953","0.40363497133154","0.450817780664367"
"voll erwerbstätig","1995","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1995","Berlin","Westdeutschland","142","0.425735190167516","0.371644633428556","0.479825746906475"
"voll erwerbstätig","1995","Berlin","Ostdeutschland","132","0.496534564121838","0.434307140046457","0.55876198819722"
