"erwst","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1987","46-65","weiblich","238","0.156724737796545","0.138759325609446","0.174690149983644"
"Teilzeit","1987","66","männlich","","","",""
"Teilzeit","1987","66","weiblich","","","",""
"nicht erwerbstätig","1987","17-29","männlich","499","0.309012962343752","0.286133970066331","0.331891954621173"
"nicht erwerbstätig","1987","17-29","weiblich","580","0.344187790362131","0.319657449687832","0.368718131036429"
"nicht erwerbstätig","1987","30-45","männlich","94","0.0608172298663378","0.0489116380535815","0.0727228216790941"
"nicht erwerbstätig","1987","30-45","weiblich","698","0.420032754993066","0.39598347132258","0.444082038663552"
"nicht erwerbstätig","1987","46-65","männlich","361","0.244041773909034","0.223215908846639","0.264867638971428"
"nicht erwerbstätig","1987","46-65","weiblich","921","0.599407549189577","0.575191894544707","0.623623203834448"
"nicht erwerbstätig","1987","66","männlich","","","",""
"nicht erwerbstätig","1987","66","weiblich","","","",""
"Andere","1987","17-29","männlich","265","0.167704299994882","0.149206310974443","0.186202289015321"
"Andere","1987","17-29","weiblich","227","0.156927670510568","0.138147553995751","0.175707787025385"
"Andere","1987","30-45","männlich","14","","",""
"Andere","1987","30-45","weiblich","78","0.0528506515668372","0.0419489763910556","0.0637523267426188"
"Andere","1987","46-65","männlich","11","","",""
"Andere","1987","46-65","weiblich","41","0.0291376737689713","0.0208259712259584","0.0374493763119842"
"Andere","1987","66","männlich","","","",""
"Andere","1987","66","weiblich","","","",""
"voll erwerbstätig","1988","17-29","männlich","741","0.495421588440216","0.470043373831736","0.520799803048696"
"voll erwerbstätig","1988","17-29","weiblich","502","0.41581242664413","0.38979940230432","0.44182545098394"
"voll erwerbstätig","1988","30-45","männlich","1333","0.922500526468334","0.908709481267919","0.936291571668748"
"voll erwerbstätig","1988","30-45","weiblich","486","0.321326623368009","0.297757079287076","0.344896167448943"
"voll erwerbstätig","1988","46-65","männlich","1193","0.739545045842207","0.71789765026411","0.761192441420303"
"voll erwerbstätig","1988","46-65","weiblich","377","0.223699167479873","0.202831883889117","0.244566451070629"
"voll erwerbstätig","1988","66","männlich","","","",""
"voll erwerbstätig","1988","66","weiblich","","","",""
"Teilzeit","1988","17-29","männlich","21","","",""
"Teilzeit","1988","17-29","weiblich","71","0.0578771524452664","0.0455525390836263","0.0702017658069064"
"Teilzeit","1988","30-45","männlich","10","","",""
"Teilzeit","1988","30-45","weiblich","314","0.225829519602271","0.204725942311355","0.246933096893187"
"Teilzeit","1988","46-65","männlich","9","","",""
"Teilzeit","1988","46-65","weiblich","243","0.165537472289195","0.146926447500072","0.184148497078318"
"Teilzeit","1988","66","männlich","","","",""
"Teilzeit","1988","66","weiblich","","","",""
"nicht erwerbstätig","1988","17-29","männlich","457","0.318005565719986","0.294367221908041","0.341643909531932"
"nicht erwerbstätig","1988","17-29","weiblich","581","0.370126862380404","0.344642850176162","0.395610874584646"
"nicht erwerbstätig","1988","30-45","männlich","96","0.0698666026088919","0.0567182323201165","0.0830149728976672"
"nicht erwerbstätig","1988","30-45","weiblich","633","0.397100239893892","0.372404613263014","0.42179586652477"
"nicht erwerbstätig","1988","46-65","männlich","369","0.24766799055471","0.226376957394834","0.268959023714586"
"nicht erwerbstätig","1988","46-65","weiblich","870","0.579988792274224","0.55527388708658","0.604703697461869"
"nicht erwerbstätig","1988","66","männlich","","","",""
"nicht erwerbstätig","1988","66","weiblich","","","",""
"Andere","1988","17-29","männlich","272","0.169948173262861","0.150883905703236","0.189012440822487"
"Andere","1988","17-29","weiblich","225","0.1561835585302","0.137023024628335","0.175344092432064"
"Andere","1988","30-45","männlich","5","","",""
"Andere","1988","30-45","weiblich","75","0.0557436171358279","0.0441641131136464","0.0673231211580094"
"Andere","1988","46-65","männlich","8","","",""
"Andere","1988","46-65","weiblich","42","0.030774567956708","0.0221263407416123","0.0394227951718036"
"Andere","1988","66","männlich","","","",""
"Andere","1988","66","weiblich","","","",""
"voll erwerbstätig","1989","17-29","männlich","771","0.500991673744557","0.475309217688894","0.526674129800219"
"voll erwerbstätig","1989","17-29","weiblich","539","0.443064844564343","0.416770319803021","0.469359369325664"
"voll erwerbstätig","1989","30-45","männlich","1290","0.935646158244482","0.922690289464602","0.948602027024363"
"voll erwerbstätig","1989","30-45","weiblich","497","0.339320438351694","0.315066738521627","0.363574138181761"
"voll erwerbstätig","1989","46-65","männlich","1145","0.723038736528182","0.70063774137882","0.745439731677544"
"voll erwerbstätig","1989","46-65","weiblich","358","0.22026759798244","0.198929190849936","0.241606005114943"
"voll erwerbstätig","1989","66","männlich","","","",""
"voll erwerbstätig","1989","66","weiblich","","","",""
"Teilzeit","1989","17-29","männlich","19","","",""
"Teilzeit","1989","17-29","weiblich","94","0.0773938014758454","0.0632492025562588","0.091538400395432"
"Teilzeit","1989","30-45","männlich","14","","",""
"Teilzeit","1989","30-45","weiblich","308","0.223319935752092","0.201986422659402","0.244653448844782"
"Teilzeit","1989","46-65","männlich","4","","",""
"Teilzeit","1989","46-65","weiblich","221","0.164374027690087","0.14529147537415","0.183456580006025"
"Teilzeit","1989","66","männlich","","","",""
"Teilzeit","1989","66","weiblich","","","",""
"nicht erwerbstätig","1989","17-29","männlich","424","0.313594745176406","0.289763754776781","0.337425735576031"
"nicht erwerbstätig","1989","17-29","weiblich","552","0.342783102979388","0.317658834431255","0.367907371527521"
"nicht erwerbstätig","1989","30-45","männlich","67","0.0519063425669391","0.0401935806065008","0.0636191045273774"
"nicht erwerbstätig","1989","30-45","weiblich","591","0.385566621829109","0.360634188414753","0.410499055243465"
"nicht erwerbstätig","1989","46-65","männlich","375","0.264833943454337","0.242745934954687","0.286921951953986"
"nicht erwerbstätig","1989","46-65","weiblich","821","0.58401727779138","0.55863886877969","0.609395686803069"
"nicht erwerbstätig","1989","66","männlich","","","",""
"nicht erwerbstätig","1989","66","weiblich","","","",""
"Andere","1989","17-29","männlich","242","0.165508082134053","0.1464188669291","0.184597297339006"
"Andere","1989","17-29","weiblich","186","0.136758250980424","0.118570778442139","0.154945723518709"
"Andere","1989","30-45","männlich","7","","",""
"Andere","1989","30-45","weiblich","68","0.0517930040671052","0.040441205373025","0.0631448027611853"
"Andere","1989","46-65","männlich","9","","",""
"Andere","1989","46-65","weiblich","49","0.0313410965360935","0.0223697748570938","0.0403124182150932"
"Andere","1989","66","männlich","","","",""
"Andere","1989","66","weiblich","","","",""
"voll erwerbstätig","1990","17-29","männlich","1132","0.542090462386866","0.519977011905841","0.56420391286789"
"voll erwerbstätig","1990","17-29","weiblich","839","0.469659241112173","0.447253692529408","0.492064789694938"
"voll erwerbstätig","1990","30-45","männlich","2003","0.937997156595767","0.927721801871259","0.948272511320274"
"voll erwerbstätig","1990","30-45","weiblich","1047","0.417881792824061","0.397225216130184","0.438538369517938"
"voll erwerbstätig","1990","46-65","männlich","1677","0.753036535568963","0.734812176479373","0.771260894658553"
"voll erwerbstätig","1990","46-65","weiblich","664","0.270454861983935","0.251506247731209","0.289403476236661"
"voll erwerbstätig","1990","66","männlich","","","",""
"voll erwerbstätig","1990","66","weiblich","","","",""
"Teilzeit","1990","17-29","männlich","25","","",""
"Teilzeit","1990","17-29","weiblich","157","0.0812353148189856","0.0689704935524775","0.0935001360854938"
"Teilzeit","1990","30-45","männlich","21","","",""
"Teilzeit","1990","30-45","weiblich","487","0.247122952354624","0.229057676225522","0.265188228483726"
"Teilzeit","1990","46-65","männlich","22","","",""
"Teilzeit","1990","46-65","weiblich","397","0.184560952586497","0.168012033298484","0.201109871874511"
"Teilzeit","1990","66","männlich","","","",""
"Teilzeit","1990","66","weiblich","","","",""
"nicht erwerbstätig","1990","17-29","männlich","499","0.282030036505931","0.26205757443697","0.302002498574893"
"nicht erwerbstätig","1990","17-29","weiblich","693","0.337530304899926","0.316301475997435","0.358759133802417"
"nicht erwerbstätig","1990","30-45","männlich","78","0.0433032988133546","0.0346309270148961","0.0519756706118132"
"nicht erwerbstätig","1990","30-45","weiblich","588","0.295668571389498","0.276556086767798","0.314781056011197"
"nicht erwerbstätig","1990","46-65","männlich","446","0.23298054930938","0.215116047604913","0.250845051013847"
"nicht erwerbstätig","1990","46-65","weiblich","994","0.51175807259752","0.490434799896623","0.533081345298418"
"nicht erwerbstätig","1990","66","männlich","","","",""
"nicht erwerbstätig","1990","66","weiblich","","","",""
"Andere","1990","17-29","männlich","294","0.157109689969487","0.140958006249439","0.173261373689534"
"Andere","1990","17-29","weiblich","217","0.111575139168915","0.0974406306169732","0.125709647720857"
"Andere","1990","30-45","männlich","14","","",""
"Andere","1990","30-45","weiblich","68","0.0393266834318173","0.0311860620041969","0.0474673048594376"
"Andere","1990","46-65","männlich","6","","",""
"Andere","1990","46-65","weiblich","56","0.0332261128320471","0.0255806074585294","0.0408716182055649"
"Andere","1990","66","männlich","","","",""
"Andere","1990","66","weiblich","","","",""
"voll erwerbstätig","1991","17-29","männlich","1068","0.558446450025659","0.535969886471223","0.580923013580095"
"voll erwerbstätig","1991","17-29","weiblich","721","0.419033148911194","0.396365197982473","0.441701099839914"
"voll erwerbstätig","1991","30-45","männlich","1942","0.91118655381458","0.899057096940472","0.923316010688689"
"voll erwerbstätig","1991","30-45","weiblich","1041","0.411198799333361","0.390647007322701","0.431750591344021"
"voll erwerbstätig","1991","46-65","männlich","1544","0.718649423793381","0.69938544807497","0.737913399511792"
"voll erwerbstätig","1991","46-65","weiblich","630","0.284993940725086","0.265400434802572","0.304587446647599"
"voll erwerbstätig","1991","66","männlich","","","",""
"voll erwerbstätig","1991","66","weiblich","","","",""
"Teilzeit","1991","17-29","männlich","28","","",""
"Teilzeit","1991","17-29","weiblich","134","0.0740517850913954","0.0620215666710294","0.0860820035117613"
"Teilzeit","1991","30-45","männlich","20","","",""
"Teilzeit","1991","30-45","weiblich","446","0.23440358483804","0.216709768949576","0.252097400726504"
"Teilzeit","1991","46-65","männlich","21","","",""
"Teilzeit","1991","46-65","weiblich","321","0.167622374660775","0.151409289218625","0.183835460102925"
"Teilzeit","1991","66","männlich","","","",""
"Teilzeit","1991","66","weiblich","","","",""
"nicht erwerbstätig","1991","17-29","männlich","473","0.264661487172169","0.2446933990106","0.284629575333737"
"nicht erwerbstätig","1991","17-29","weiblich","711","0.365619879812991","0.343493921987677","0.387745837638305"
"nicht erwerbstätig","1991","30-45","männlich","127","0.0601523647789132","0.050014338287067","0.0702903912707595"
"nicht erwerbstätig","1991","30-45","weiblich","625","0.302187321959539","0.283007393566639","0.32136725035244"
"nicht erwerbstätig","1991","46-65","männlich","520","0.264678419635532","0.245778437257794","0.28357840201327"
"nicht erwerbstätig","1991","46-65","weiblich","1029","0.513721499365394","0.492027187286321","0.535415811444468"
"nicht erwerbstätig","1991","66","männlich","","","",""
"nicht erwerbstätig","1991","66","weiblich","","","",""
"Andere","1991","17-29","männlich","306","0.160070464243428","0.143473659529902","0.176667268956954"
"Andere","1991","17-29","weiblich","254","0.14129518618442","0.125292310599776","0.157298061769064"
"Andere","1991","30-45","männlich","24","","",""
"Andere","1991","30-45","weiblich","90","0.0522102938690595","0.0429190577643186","0.0615015299738005"
"Andere","1991","46-65","männlich","8","","",""
"Andere","1991","46-65","weiblich","59","0.0336621852487452","0.02583374721403","0.0414906232834603"
"Andere","1991","66","männlich","","","",""
"Andere","1991","66","weiblich","","","",""
"voll erwerbstätig","1992","17-29","männlich","991","0.540785718893894","0.517764297287803","0.563807140499985"
"voll erwerbstätig","1992","17-29","weiblich","663","0.403516864292386","0.3806871112814","0.426346617303371"
"voll erwerbstätig","1992","30-45","männlich","1877","0.900011544250037","0.887063543045982","0.912959545454093"
"voll erwerbstätig","1992","30-45","weiblich","966","0.39046375363103","0.370073360133977","0.410854147128083"
"voll erwerbstätig","1992","46-65","männlich","1416","0.677852488703082","0.6576288057328","0.698076171673365"
"voll erwerbstätig","1992","46-65","weiblich","581","0.276275819529113","0.25658499814265","0.295966640915576"
"voll erwerbstätig","1992","66","männlich","","","",""
"voll erwerbstätig","1992","66","weiblich","","","",""
"Teilzeit","1992","17-29","männlich","25","","",""
"Teilzeit","1992","17-29","weiblich","124","0.0610377872562348","0.0498975425311892","0.0721780319812804"
"Teilzeit","1992","30-45","männlich","23","","",""
"Teilzeit","1992","30-45","weiblich","458","0.249230495471474","0.231150872121987","0.267310118820962"
"Teilzeit","1992","46-65","männlich","18","","",""
"Teilzeit","1992","46-65","weiblich","287","0.158373880047194","0.142296797770716","0.174450962323672"
"Teilzeit","1992","66","männlich","","","",""
"Teilzeit","1992","66","weiblich","","","",""
"nicht erwerbstätig","1992","17-29","männlich","498","0.285752192096607","0.264881777242197","0.306622606951017"
"nicht erwerbstätig","1992","17-29","weiblich","744","0.395865457691303","0.373108619520641","0.418622295861965"
"nicht erwerbstätig","1992","30-45","männlich","146","0.0730984381647214","0.061863398333722","0.0843334779957207"
"nicht erwerbstätig","1992","30-45","weiblich","710","0.327765566336144","0.30814653698994","0.347384595682348"
"nicht erwerbstätig","1992","46-65","männlich","599","0.303073592201836","0.283183684417508","0.322963499986164"
"nicht erwerbstätig","1992","46-65","weiblich","1079","0.544229458895179","0.52229787477904","0.566161043011319"
"nicht erwerbstätig","1992","66","männlich","","","",""
"nicht erwerbstätig","1992","66","weiblich","","","",""
"Andere","1992","17-29","männlich","286","0.158634499966838","0.141757198403721","0.175511801529954"
"Andere","1992","17-29","weiblich","243","0.139579890760077","0.123453470024626","0.155706311495527"
"Andere","1992","30-45","männlich","16","","",""
"Andere","1992","30-45","weiblich","65","0.0325401845613509","0.0251243172627651","0.0399560518599368"
"Andere","1992","46-65","männlich","18","","",""
"Andere","1992","46-65","weiblich","34","0.0211208415285138","0.0147890588093817","0.0274526242476459"
"Andere","1992","66","männlich","","","",""
"Andere","1992","66","weiblich","","","",""
"voll erwerbstätig","1993","17-29","männlich","918","0.508961100255929","0.485491826988443","0.532430373523415"
"voll erwerbstätig","1993","17-29","weiblich","652","0.395123820471866","0.372146565303867","0.418101075639865"
"voll erwerbstätig","1993","30-45","männlich","1855","0.90291013198675","0.890074511614383","0.915745752359118"
"voll erwerbstätig","1993","30-45","weiblich","929","0.391418664350533","0.370807367348993","0.412029961352073"
"voll erwerbstätig","1993","46-65","männlich","1356","0.660169571350203","0.639529602727878","0.680809539972527"
"voll erwerbstätig","1993","46-65","weiblich","543","0.270587745677438","0.250752032327769","0.290423459027108"
"voll erwerbstätig","1993","66","männlich","","","",""
"voll erwerbstätig","1993","66","weiblich","","","",""
"Teilzeit","1993","17-29","männlich","24","","",""
"Teilzeit","1993","17-29","weiblich","118","0.0696006303754874","0.0576403987536746","0.0815608619973003"
"Teilzeit","1993","30-45","männlich","19","","",""
"Teilzeit","1993","30-45","weiblich","462","0.248318311294468","0.230073196508628","0.266563426080308"
"Teilzeit","1993","46-65","männlich","14","","",""
"Teilzeit","1993","46-65","weiblich","274","0.154321470919341","0.138191890767411","0.170451051071271"
"Teilzeit","1993","66","männlich","","","",""
"Teilzeit","1993","66","weiblich","","","",""
"nicht erwerbstätig","1993","17-29","männlich","515","0.3066537488158","0.285006703690927","0.328300793940672"
"nicht erwerbstätig","1993","17-29","weiblich","717","0.389609157640961","0.366689037866107","0.412529277415815"
"nicht erwerbstätig","1993","30-45","männlich","147","0.0713764756116532","0.0602154260718798","0.0825375251514265"
"nicht erwerbstätig","1993","30-45","weiblich","690","0.321220662979664","0.301501372466555","0.340939953492772"
"nicht erwerbstätig","1993","46-65","männlich","647","0.326490349761892","0.306056168776498","0.346924530747287"
"nicht erwerbstätig","1993","46-65","weiblich","1055","0.539638491562832","0.517384485823131","0.561892497302533"
"nicht erwerbstätig","1993","66","männlich","","","",""
"nicht erwerbstätig","1993","66","weiblich","","","",""
"Andere","1993","17-29","männlich","286","0.169572652639748","0.151955807941541","0.187189497337956"
"Andere","1993","17-29","weiblich","252","0.145666391511685","0.129086116619929","0.162246666403441"
"Andere","1993","30-45","männlich","23","","",""
"Andere","1993","30-45","weiblich","73","0.0390423613753357","0.0308625102091645","0.0472222125415068"
"Andere","1993","46-65","männlich","6","","",""
"Andere","1993","46-65","weiblich","55","0.0354522918403888","0.0271958818955681","0.0437087017852094"
"Andere","1993","66","männlich","","","",""
"Andere","1993","66","weiblich","","","",""
"voll erwerbstätig","1994","17-29","männlich","864","0.501051373314492","0.476896641509358","0.525206105119627"
"voll erwerbstätig","1994","17-29","weiblich","595","0.370600181436914","0.347628363344681","0.393571999529147"
"voll erwerbstätig","1994","30-45","männlich","1801","0.882615701166232","0.86862056691801","0.896610835414453"
"voll erwerbstätig","1994","30-45","weiblich","876","0.374691966326284","0.354067892514965","0.395316040137602"
"voll erwerbstätig","1994","46-65","männlich","1300","0.646797430317172","0.625691181767632","0.667903678866711"
"voll erwerbstätig","1994","46-65","weiblich","535","0.269870314689492","0.250009906765316","0.289730722613669"
"voll erwerbstätig","1994","66","männlich","","","",""
"voll erwerbstätig","1994","66","weiblich","","","",""
"Teilzeit","1994","17-29","männlich","17","","",""
"Teilzeit","1994","17-29","weiblich","114","0.0711467366488209","0.0589194443018594","0.0833740289957825"
"Teilzeit","1994","30-45","männlich","23","","",""
"Teilzeit","1994","30-45","weiblich","431","0.232213360763913","0.214222409109703","0.250204312418123"
"Teilzeit","1994","46-65","männlich","15","","",""
"Teilzeit","1994","46-65","weiblich","276","0.149623259211968","0.133663885463347","0.165582632960589"
"Teilzeit","1994","66","männlich","","","",""
"Teilzeit","1994","66","weiblich","","","",""
"nicht erwerbstätig","1994","17-29","männlich","528","0.335536689557258","0.31272598570992","0.358347393404596"
"nicht erwerbstätig","1994","17-29","weiblich","737","0.422186409332089","0.398694124989959","0.445678693674219"
"nicht erwerbstätig","1994","30-45","männlich","178","0.0818242280016632","0.0699065921328287","0.0937418638704976"
"nicht erwerbstätig","1994","30-45","weiblich","706","0.335423638081285","0.315306808498667","0.355540467663902"
"nicht erwerbstätig","1994","46-65","männlich","643","0.335380094796432","0.314531811894679","0.356228377698185"
"nicht erwerbstätig","1994","46-65","weiblich","1058","0.55133462598584","0.529082089848761","0.573587162122918"
"nicht erwerbstätig","1994","66","männlich","","","",""
"nicht erwerbstätig","1994","66","weiblich","","","",""
"Andere","1994","17-29","männlich","237","0.150173894235863","0.13291569688167","0.167432091590057"
"Andere","1994","17-29","weiblich","252","0.136066672582176","0.119758877551563","0.152374467612789"
"Andere","1994","30-45","männlich","30","0.0193726780665581","0.0133798327988661","0.0253655233342502"
"Andere","1994","30-45","weiblich","103","0.0576710348285186","0.0477382643119096","0.0676038053451277"
"Andere","1994","46-65","männlich","12","","",""
"Andere","1994","46-65","weiblich","50","0.0291718001127004","0.0216423474084456","0.0367012528169552"
"Andere","1994","66","männlich","","","",""
"Andere","1994","66","weiblich","","","",""
"voll erwerbstätig","1995","17-29","männlich","826","0.480034534042329","0.455840146461321","0.504228921623336"
"voll erwerbstätig","1995","17-29","weiblich","599","0.369815792291267","0.346981401585616","0.392650182996918"
"voll erwerbstätig","1995","30-45","männlich","1924","0.887228175382843","0.873876318180334","0.900580032585352"
"voll erwerbstätig","1995","30-45","weiblich","902","0.362104245609579","0.34239401500259","0.381814476216568"
"voll erwerbstätig","1995","46-65","männlich","1330","0.639564593504843","0.618668262195244","0.660460924814442"
