"erwst","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Sonstiges","1997","16-34 J.","männlich","258","0.107125212351583","0.0944748409248508","0.119775583778315"
"Sonstiges","1997","16-34 J.","weiblich","265","0.107607248168564","0.0949730728801437","0.120241423456984"
"Sonstiges","1997","35-65 J.","männlich","","","",""
"Sonstiges","1997","35-65 J.","weiblich","119","0.0368059553732382","0.0304433345948562","0.0431685761516201"
"Sonstiges","1997","66 und älter","männlich","","","",""
"Sonstiges","1997","66 und älter","weiblich","","","",""
"Teilzeit","1997","16-34 J.","männlich","40","0.0287707161083555","0.0219331998934609","0.0356082323232501"
"Teilzeit","1997","16-34 J.","weiblich","236","0.112802699057601","0.0999048298127872","0.125700568302415"
"Teilzeit","1997","35-65 J.","männlich","47","0.0196125106066179","0.01486344778121","0.0243615734320257"
"Teilzeit","1997","35-65 J.","weiblich","659","0.204605393940262","0.19097306811618","0.218237719764344"
"Teilzeit","1997","66 und älter","männlich","","","",""
"Teilzeit","1997","66 und älter","weiblich","","","",""
"Vollzeit","1997","16-34 J.","männlich","1405","0.619113790379836","0.599250782610616","0.638976798149055"
"Vollzeit","1997","16-34 J.","weiblich","803","0.34514733444054","0.325764281588948","0.364530387292133"
"Vollzeit","1997","35-65 J.","männlich","2396","0.709550034540093","0.694002210526075","0.72509785855411"
"Vollzeit","1997","35-65 J.","weiblich","1105","0.297057241260842","0.281615362087927","0.312499120433757"
"Vollzeit","1997","66 und älter","männlich","","","",""
"Vollzeit","1997","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1998","16-34 J.","männlich","621","0.250532304920891","0.233239407504698","0.267825202337083"
"Nicht erwerbstätig","1998","16-34 J.","weiblich","1098","0.458665456856056","0.438930572507039","0.478400341205073"
"Nicht erwerbstätig","1998","35-65 J.","männlich","922","0.255609375057355","0.241588270271345","0.269630479843365"
"Nicht erwerbstätig","1998","35-65 J.","weiblich","1654","0.448508517860864","0.432703951326335","0.464313084395392"
"Nicht erwerbstätig","1998","66 und älter","männlich","731","0.967446439620511","0.954812866431388","0.980080012809633"
"Nicht erwerbstätig","1998","66 und älter","weiblich","1083","0.98840423720615","0.982069016668651","0.99473945774365"
"Sonstiges","1998","16-34 J.","männlich","310","0.129213130663989","0.115826579580611","0.142599681747367"
"Sonstiges","1998","16-34 J.","weiblich","275","0.100577349899204","0.0886653219788864","0.112489377819522"
"Sonstiges","1998","35-65 J.","männlich","42","0.012570777497775","0.00898958673230997","0.0161519682632399"
"Sonstiges","1998","35-65 J.","weiblich","153","0.0375620069113541","0.0315198971499877","0.0436041166727205"
"Sonstiges","1998","66 und älter","männlich","","","",""
"Sonstiges","1998","66 und älter","weiblich","","","",""
"Teilzeit","1998","16-34 J.","männlich","48","0.0302646778108551","0.0234278589404361","0.0371014966812742"
"Teilzeit","1998","16-34 J.","weiblich","215","0.0952990763237557","0.083669857007918","0.106928295639593"
"Teilzeit","1998","35-65 J.","männlich","49","0.016997156743361","0.012842272535302","0.02115204095142"
"Teilzeit","1998","35-65 J.","weiblich","784","0.216954553161903","0.203856531459554","0.230052574864252"
"Teilzeit","1998","66 und älter","männlich","","","",""
"Teilzeit","1998","66 und älter","weiblich","","","",""
"Vollzeit","1998","16-34 J.","männlich","1433","0.589989886604266","0.570361752907761","0.609618020300771"
"Vollzeit","1998","16-34 J.","weiblich","861","0.345458116920984","0.326625090315563","0.364291143526405"
"Vollzeit","1998","35-65 J.","männlich","2705","0.714822690701509","0.700309929583245","0.729335451819773"
"Vollzeit","1998","35-65 J.","weiblich","1213","0.296974922065879","0.282454704156217","0.311495139975541"
"Vollzeit","1998","66 und älter","männlich","","","",""
"Vollzeit","1998","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1999","16-34 J.","männlich","534","0.241306918401087","0.223662476573407","0.258951360228767"
"Nicht erwerbstätig","1999","16-34 J.","weiblich","956","0.406421808636589","0.386487035935057","0.426356581338122"
"Nicht erwerbstätig","1999","35-65 J.","männlich","844","0.238533439408926","0.224611591212023","0.252455287605829"
"Nicht erwerbstätig","1999","35-65 J.","weiblich","1528","0.424710987475753","0.408749327011627","0.44067264793988"
"Nicht erwerbstätig","1999","66 und älter","männlich","719","0.960377782833185","0.946417060204274","0.974338505462097"
"Nicht erwerbstätig","1999","66 und älter","weiblich","1035","0.983445347449618","0.975723957302835","0.991166737596401"
"Sonstiges","1999","16-34 J.","männlich","318","0.146107750961188","0.131542159013599","0.160673342908777"
"Sonstiges","1999","16-34 J.","weiblich","315","0.135953477365965","0.122042823592043","0.149864131139888"
"Sonstiges","1999","35-65 J.","männlich","40","0.0113689332558307","0.00790576313493712","0.0148321033767243"
"Sonstiges","1999","35-65 J.","weiblich","208","0.063987606262452","0.0560848786746529","0.071890333850251"
"Sonstiges","1999","66 und älter","männlich","","","",""
"Sonstiges","1999","66 und älter","weiblich","","","",""
"Teilzeit","1999","16-34 J.","männlich","54","0.0299062060260132","0.0228823192995915","0.036930092752435"
"Teilzeit","1999","16-34 J.","weiblich","234","0.10597889143985","0.0934858727222653","0.118471910157435"
"Teilzeit","1999","35-65 J.","männlich","53","0.0189384641359354","0.0144858266014277","0.0233911016704432"
"Teilzeit","1999","35-65 J.","weiblich","763","0.206695835311673","0.193619862452731","0.219771808170616"
"Teilzeit","1999","66 und älter","männlich","","","",""
"Teilzeit","1999","66 und älter","weiblich","","","",""
"Vollzeit","1999","16-34 J.","männlich","1353","0.582679124611712","0.562344331417984","0.603013917805439"
"Vollzeit","1999","16-34 J.","weiblich","827","0.351645822557595","0.332266316396494","0.371025328718695"
"Vollzeit","1999","35-65 J.","männlich","2663","0.731159163199308","0.71667643355897","0.745641892839645"
"Vollzeit","1999","35-65 J.","weiblich","1185","0.304605570950121","0.289743723307735","0.319467418592508"
"Vollzeit","1999","66 und älter","männlich","","","",""
"Vollzeit","1999","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2000","16-34 J.","männlich","870","0.24262568248946","0.228256825818736","0.256994539160183"
"Nicht erwerbstätig","2000","16-34 J.","weiblich","1535","0.400745778801567","0.384856512320615","0.416635045282518"
"Nicht erwerbstätig","2000","35-65 J.","männlich","1569","0.230823789267883","0.220680535603463","0.240967042932303"
"Nicht erwerbstätig","2000","35-65 J.","weiblich","2844","0.41195536947912","0.400263914926456","0.423646824031784"
"Nicht erwerbstätig","2000","66 und älter","männlich","1473","0.951699623219606","0.940974084646624","0.962425161792588"
"Nicht erwerbstätig","2000","66 und älter","weiblich","2033","0.98464024416492","0.979332197800112","0.989948290529727"
"Sonstiges","2000","16-34 J.","männlich","498","0.140491398078971","0.128843474261199","0.152139321896742"
"Sonstiges","2000","16-34 J.","weiblich","494","0.134070878663391","0.123023169823711","0.145118587503071"
"Sonstiges","2000","35-65 J.","männlich","84","0.0140915395826816","0.0112541328122091","0.0169289463531541"
"Sonstiges","2000","35-65 J.","weiblich","383","0.0591800112843926","0.0535749662383534","0.0647850563304319"
"Sonstiges","2000","66 und älter","männlich","","","",""
"Sonstiges","2000","66 und älter","weiblich","","","",""
"Teilzeit","2000","16-34 J.","männlich","88","0.0310964177673647","0.0252781460059771","0.0369146895287522"
"Teilzeit","2000","16-34 J.","weiblich","432","0.11957857867559","0.109058092418156","0.130099064933024"
"Teilzeit","2000","35-65 J.","männlich","103","0.0195385161595011","0.0162066684739871","0.0228703638450151"
"Teilzeit","2000","35-65 J.","weiblich","1582","0.234557766236823","0.224492635125054","0.244622897348591"
"Teilzeit","2000","66 und älter","männlich","","","",""
"Teilzeit","2000","66 und älter","weiblich","","","",""
"Vollzeit","2000","16-34 J.","männlich","1963","0.585786501664205","0.569275236792097","0.602297766536313"
"Vollzeit","2000","16-34 J.","weiblich","1193","0.345604763859452","0.33018514126592","0.361024386452984"
"Vollzeit","2000","35-65 J.","männlich","4873","0.735546154989934","0.72492910189569","0.746163208084179"
"Vollzeit","2000","35-65 J.","weiblich","1999","0.294306852999665","0.283481390624746","0.305132315374584"
"Vollzeit","2000","66 und älter","männlich","","","",""
"Vollzeit","2000","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2001","16-34 J.","männlich","797","0.25196492305341","0.236455491962672","0.267474354144149"
"Nicht erwerbstätig","2001","16-34 J.","weiblich","1345","0.389883915589003","0.373077122817953","0.406690708360053"
"Nicht erwerbstätig","2001","35-65 J.","männlich","1415","0.235628284573359","0.224923755857951","0.246332813288766"
"Nicht erwerbstätig","2001","35-65 J.","weiblich","2482","0.396768958204965","0.384629444696271","0.408908471713658"
"Nicht erwerbstätig","2001","66 und älter","männlich","1411","0.951299233861759","0.940322217449238","0.962276250274281"
"Nicht erwerbstätig","2001","66 und älter","weiblich","1897","0.987804524088411","0.982897634553455","0.992711413623366"
"Sonstiges","2001","16-34 J.","männlich","462","0.143636918621955","0.131107617376404","0.156166219867506"
"Sonstiges","2001","16-34 J.","weiblich","506","0.164699407839248","0.151918009737412","0.177480805941084"
"Sonstiges","2001","35-65 J.","männlich","86","0.0164458966215228","0.013237932946505","0.0196538602965406"
"Sonstiges","2001","35-65 J.","weiblich","362","0.0568563960367627","0.0511103490378424","0.0626024430356831"
"Sonstiges","2001","66 und älter","männlich","","","",""
"Sonstiges","2001","66 und älter","weiblich","","","",""
"Teilzeit","2001","16-34 J.","männlich","71","0.0278476840213042","0.0219697251621558","0.0337256428804526"
"Teilzeit","2001","16-34 J.","weiblich","379","0.122705293828055","0.111399127954285","0.134011459701826"
"Teilzeit","2001","35-65 J.","männlich","106","0.0216809092072735","0.0180074049605643","0.0253544134539826"
"Teilzeit","2001","35-65 J.","weiblich","1481","0.236442387674911","0.225899145748664","0.246985629601158"
"Teilzeit","2001","66 und älter","männlich","","","",""
"Teilzeit","2001","66 und älter","weiblich","","","",""
"Vollzeit","2001","16-34 J.","männlich","1680","0.576550474303331","0.558898863814517","0.594202084792144"
"Vollzeit","2001","16-34 J.","weiblich","1005","0.322711382743694","0.306601032619037","0.338821732868351"
"Vollzeit","2001","35-65 J.","männlich","4431","0.726244909597845","0.714998233464136","0.737491585731554"
"Vollzeit","2001","35-65 J.","weiblich","1914","0.309932258083362","0.298456804740619","0.321407711426105"
"Vollzeit","2001","66 und älter","männlich","","","",""
"Vollzeit","2001","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2002","16-34 J.","männlich","893","0.277942801668339","0.26179329007555","0.294092313261128"
"Nicht erwerbstätig","2002","16-34 J.","weiblich","1326","0.404024629852629","0.386961544619676","0.421087715085582"
"Nicht erwerbstätig","2002","35-65 J.","männlich","1445","0.247844472163494","0.237391535550921","0.258297408776067"
"Nicht erwerbstätig","2002","35-65 J.","weiblich","2519","0.397121583887397","0.385447114036595","0.4087960537382"
"Nicht erwerbstätig","2002","66 und älter","männlich","1530","0.95963563218942","0.950042833266454","0.969228431112386"
"Nicht erwerbstätig","2002","66 und älter","weiblich","1942","0.984302807154751","0.978819407813035","0.989786206496467"
"Sonstiges","2002","16-34 J.","männlich","480","0.152056165698652","0.139111780238651","0.165000551158653"
"Sonstiges","2002","16-34 J.","weiblich","501","0.160991602477905","0.148211796834705","0.173771408121105"
"Sonstiges","2002","35-65 J.","männlich","87","0.0173337807067759","0.0141740902765201","0.0204934711370316"
"Sonstiges","2002","35-65 J.","weiblich","425","0.0669119306399319","0.0609501821168773","0.0728736791629864"
"Sonstiges","2002","66 und älter","männlich","30","0.016100413214957","0.00996580288901911","0.022235023540895"
"Sonstiges","2002","66 und älter","weiblich","","","",""
"Teilzeit","2002","16-34 J.","männlich","63","0.0244954631038755","0.0189229211068014","0.0300680051009496"
"Teilzeit","2002","16-34 J.","weiblich","357","0.116517202948762","0.105360559401996","0.127673846495528"
"Teilzeit","2002","35-65 J.","männlich","112","0.0206623524155901","0.0172184488683871","0.0241062559627931"
"Teilzeit","2002","35-65 J.","weiblich","1713","0.244098027534007","0.233849170656009","0.254346884412006"
"Teilzeit","2002","66 und älter","männlich","","","",""
"Teilzeit","2002","66 und älter","weiblich","","","",""
"Vollzeit","2002","16-34 J.","männlich","1520","0.545505569529134","0.52755576376263","0.563455375295637"
"Vollzeit","2002","16-34 J.","weiblich","993","0.318466564720704","0.302266565689931","0.334666563751478"
"Vollzeit","2002","35-65 J.","männlich","4910","0.71415939471414","0.703220979351165","0.725097810077116"
"Vollzeit","2002","35-65 J.","weiblich","2091","0.291868457938663","0.281021421338322","0.302715494539005"
"Vollzeit","2002","66 und älter","männlich","34","0.0130865890968847","0.00754740448787095","0.0186257737058985"
"Vollzeit","2002","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2003","16-34 J.","männlich","906","0.304648421475981","0.287594434598213","0.321702408353749"
"Nicht erwerbstätig","2003","16-34 J.","weiblich","1285","0.409129317494277","0.391660092573932","0.426598542414622"
"Nicht erwerbstätig","2003","35-65 J.","männlich","1419","0.252151087015741","0.241358509704663","0.262943664326818"
"Nicht erwerbstätig","2003","35-65 J.","weiblich","2414","0.397785106604078","0.385846151048716","0.409724062159441"
"Nicht erwerbstätig","2003","66 und älter","männlich","1569","0.951865536937892","0.941568555866767","0.962162518009017"
"Nicht erwerbstätig","2003","66 und älter","weiblich","1952","0.980284901112076","0.974176926975518","0.986392875248634"
"Sonstiges","2003","16-34 J.","männlich","451","0.143727119175041","0.130728426045287","0.156725812304794"
"Sonstiges","2003","16-34 J.","weiblich","480","0.156251980410504","0.143351191672395","0.169152769148613"
"Sonstiges","2003","35-65 J.","männlich","102","0.0185879952965059","0.0152311620134649","0.0219448285795469"
"Sonstiges","2003","35-65 J.","weiblich","408","0.0682170725196817","0.0620671415132457","0.0743670035261178"
"Sonstiges","2003","66 und älter","männlich","36","0.02207284101997","0.0150051684983736","0.0291405135415665"
"Sonstiges","2003","66 und älter","weiblich","","","",""
"Teilzeit","2003","16-34 J.","männlich","64","0.0308118061335346","0.0244087564477083","0.0372148558193609"
"Teilzeit","2003","16-34 J.","weiblich","363","0.123261182557503","0.11158111385052","0.134941251264486"
"Teilzeit","2003","35-65 J.","männlich","127","0.0229934335677691","0.0192683290017141","0.026718538133824"
"Teilzeit","2003","35-65 J.","weiblich","1680","0.244690875421521","0.234204205867347","0.255177544975695"
"Teilzeit","2003","66 und älter","männlich","","","",""
"Teilzeit","2003","66 und älter","weiblich","","","",""
"Vollzeit","2003","16-34 J.","männlich","1377","0.520812653215444","0.502302173659663","0.539323132771225"
"Vollzeit","2003","16-34 J.","weiblich","915","0.311357519537716","0.294905330194438","0.327809708880995"
"Vollzeit","2003","35-65 J.","männlich","4571","0.706267484119984","0.694947431873916","0.717587536366052"
"Vollzeit","2003","35-65 J.","weiblich","1954","0.289306945454719","0.278246138929467","0.300367751979971"
"Vollzeit","2003","66 und älter","männlich","33","0.0155703470331167","0.00961460968750993","0.0215260843787234"
"Vollzeit","2003","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2004","16-34 J.","männlich","912","0.329667231949759","0.311905947985843","0.347428515913675"
"Nicht erwerbstätig","2004","16-34 J.","weiblich","1264","0.401978246126402","0.384185636795842","0.419770855456962"
"Nicht erwerbstätig","2004","35-65 J.","männlich","1321","0.247330161221036","0.236387347951659","0.258272974490414"
"Nicht erwerbstätig","2004","35-65 J.","weiblich","2276","0.390499493909176","0.378425739459061","0.402573248359291"
"Nicht erwerbstätig","2004","66 und älter","männlich","1609","0.947164830450668","0.936583573079077","0.957746087822259"
"Nicht erwerbstätig","2004","66 und älter","weiblich","2000","0.980557158296944","0.974569869110522","0.986544447483367"
"Sonstiges","2004","16-34 J.","männlich","432","0.148151398469823","0.134729148359852","0.161573648579794"
"Sonstiges","2004","16-34 J.","weiblich","472","0.168794272566919","0.155201345297973","0.182387199835866"
"Sonstiges","2004","35-65 J.","männlich","97","0.017304311140715","0.013997001364997","0.020611620916433"
"Sonstiges","2004","35-65 J.","weiblich","457","0.0772069818134451","0.0706011805485971","0.0838127830782931"
"Sonstiges","2004","66 und älter","männlich","42","0.0214031094966943","0.0145576391136584","0.0282485798797301"
"Sonstiges","2004","66 und älter","weiblich","","","",""
"Teilzeit","2004","16-34 J.","männlich","70","0.0265981501726395","0.0205187176480132","0.0326775826972657"
"Teilzeit","2004","16-34 J.","weiblich","315","0.114137828046836","0.102598573413866","0.125677082679807"
"Teilzeit","2004","35-65 J.","männlich","116","0.0239773949878104","0.0200975075299179","0.0278572824457029"
"Teilzeit","2004","35-65 J.","weiblich","1645","0.245417675101606","0.234767633626088","0.256067716577123"
"Teilzeit","2004","66 und älter","männlich","","","",""
"Teilzeit","2004","66 und älter","weiblich","","","",""
"Vollzeit","2004","16-34 J.","männlich","1277","0.495583219407779","0.476692682509318","0.514473756306239"
"Vollzeit","2004","16-34 J.","weiblich","866","0.315089653259842","0.298231351974859","0.331947954544825"
"Vollzeit","2004","35-65 J.","männlich","4438","0.711388132650438","0.699896053939287","0.722880211361589"
"Vollzeit","2004","35-65 J.","weiblich","1894","0.286875849175773","0.275682124189699","0.298069574161848"
"Vollzeit","2004","66 und älter","männlich","39","0.0181104454779852","0.0118029226641816","0.0244179682917887"
"Vollzeit","2004","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2005","16-34 J.","männlich","899","0.335168013457698","0.316806690211099","0.353529336704297"
"Nicht erwerbstätig","2005","16-34 J.","weiblich","1228","0.42366025306495","0.405258620575893","0.442061885554007"
"Nicht erwerbstätig","2005","35-65 J.","männlich","1223","0.231887428407227","0.220858384481481","0.242916472332973"
"Nicht erwerbstätig","2005","35-65 J.","weiblich","2147","0.376914225562363","0.364650002445214","0.389178448679513"
"Nicht erwerbstätig","2005","66 und älter","männlich","1642","0.953663501986212","0.94377210718743","0.963554896784995"
"Nicht erwerbstätig","2005","66 und älter","weiblich","1986","0.977328184181246","0.970854425695706","0.983801942666786"
"Sonstiges","2005","16-34 J.","männlich","400","0.155636869748704","0.1415362690324","0.169737470465007"
"Sonstiges","2005","16-34 J.","weiblich","457","0.163246193415915","0.149482702947511","0.177009683884318"
"Sonstiges","2005","35-65 J.","männlich","102","0.021548904447677","0.0177542783675612","0.0253435305277928"
"Sonstiges","2005","35-65 J.","weiblich","479","0.0850837255114124","0.0780228462435772","0.0921446047792476"
"Sonstiges","2005","66 und älter","männlich","39","0.018407092398127","0.0120821488521005","0.0247320359441535"
"Sonstiges","2005","66 und älter","weiblich","","","",""
"Teilzeit","2005","16-34 J.","männlich","68","0.028198682585969","0.0217596608397604","0.0346377043321775"
"Teilzeit","2005","16-34 J.","weiblich","282","0.113104273883992","0.101309652738053","0.124898895029931"
"Teilzeit","2005","35-65 J.","männlich","121","0.0273537323788542","0.023091151948804","0.0316163128089045"
"Teilzeit","2005","35-65 J.","weiblich","1574","0.249476621116512","0.238525920658903","0.26042732157412"
"Teilzeit","2005","66 und älter","männlich","","","",""
"Teilzeit","2005","66 und älter","weiblich","","","",""
"Vollzeit","2005","16-34 J.","männlich","1172","0.480996434207629","0.461561958014623","0.500430910400636"
"Vollzeit","2005","16-34 J.","weiblich","803","0.299989279635143","0.28292399958783","0.317054559682456"
"Vollzeit","2005","35-65 J.","männlich","4179","0.719209934766242","0.70746621889208","0.730953650640404"
"Vollzeit","2005","35-65 J.","weiblich","1798","0.288525427809713","0.277059304744316","0.299991550875109"
"Vollzeit","2005","66 und älter","männlich","","","",""
"Vollzeit","2005","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2006","16-34 J.","männlich","894","0.322360164599112","0.304332472972181","0.340387856226043"
"Nicht erwerbstätig","2006","16-34 J.","weiblich","1255","0.425126274742928","0.40694138810246","0.443311161383396"
"Nicht erwerbstätig","2006","35-65 J.","männlich","1292","0.227004197900088","0.21637560962116","0.237632786179016"
"Nicht erwerbstätig","2006","35-65 J.","weiblich","2267","0.372892353389788","0.361091021594918","0.384693685184659"
"Nicht erwerbstätig","2006","66 und älter","männlich","1955","0.945708984543694","0.93597122237248","0.955446746714908"
"Nicht erwerbstätig","2006","66 und älter","weiblich","2287","0.97362675032579","0.967147985259418","0.980105515392163"
"Sonstiges","2006","16-34 J.","männlich","462","0.172076062516136","0.157517267823489","0.186634857208783"
"Sonstiges","2006","16-34 J.","weiblich","501","0.173236252047387","0.159315089736721","0.187157414358052"
"Sonstiges","2006","35-65 J.","männlich","122","0.0238936624892459","0.0200187669358452","0.0277685580426466"
"Sonstiges","2006","35-65 J.","weiblich","527","0.0887052065751262","0.0817666004684676","0.0956438126817848"
"Sonstiges","2006","66 und älter","männlich","52","0.0193024216378951","0.0133896667742313","0.0252151765015589"
"Sonstiges","2006","66 und älter","weiblich","","","",""
"Teilzeit","2006","16-34 J.","männlich","75","0.0335116493219405","0.0265699438154531","0.0404533548284279"
"Teilzeit","2006","16-34 J.","weiblich","290","0.108846139263774","0.0973897369610547","0.120302541566494"
"Teilzeit","2006","35-65 J.","männlich","144","0.0260567610294327","0.0220147535700598","0.0300987684888056"
"Teilzeit","2006","35-65 J.","weiblich","1748","0.249183298032564","0.238627412770603","0.259739183294524"
"Teilzeit","2006","66 und älter","männlich","","","",""
"Teilzeit","2006","66 und älter","weiblich","","","",""
"Vollzeit","2006","16-34 J.","männlich","1151","0.472052123562811","0.452796372020994","0.491307875104627"
"Vollzeit","2006","16-34 J.","weiblich","793","0.292791333945911","0.276052766336166","0.309529901555657"
"Vollzeit","2006","35-65 J.","männlich","4409","0.723045378581234","0.71169116243131","0.734399594731157"
"Vollzeit","2006","35-65 J.","weiblich","1908","0.289219142002522","0.278154188020832","0.300284095984212"
"Vollzeit","2006","66 und älter","männlich","46","0.0221948985048666","0.0158639445541714","0.0285258524555618"
"Vollzeit","2006","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2007","16-34 J.","männlich","805","0.30878423735108","0.290343262999736","0.327225211702425"
"Nicht erwerbstätig","2007","16-34 J.","weiblich","1121","0.404166790177127","0.385401265132921","0.422932315221333"
"Nicht erwerbstätig","2007","35-65 J.","männlich","1079","0.208150112831361","0.197422636798813","0.218877588863908"
"Nicht erwerbstätig","2007","35-65 J.","weiblich","1972","0.351529583537218","0.3394153456962","0.363643821378236"
"Nicht erwerbstätig","2007","66 und älter","männlich","1916","0.946189272491625","0.936395208891291","0.955983336091959"
"Nicht erwerbstätig","2007","66 und älter","weiblich","2244","0.97173586829958","0.964967358487386","0.978504378111773"
"Sonstiges","2007","16-34 J.","männlich","417","0.162198877021595","0.147484432345896","0.176913321697294"
"Sonstiges","2007","16-34 J.","weiblich","457","0.180690599149117","0.165977308891842","0.195403889406392"
"Sonstiges","2007","35-65 J.","männlich","116","0.0240325587956789","0.0199858172363284","0.0280793003550295"
"Sonstiges","2007","35-65 J.","weiblich","480","0.086769306527255","0.0796269194114554","0.0939116936430547"
"Sonstiges","2007","66 und älter","männlich","58","0.0276519742745586","0.0205347046498896","0.0347692438992277"
"Sonstiges","2007","66 und älter","weiblich","","","",""
"Teilzeit","2007","16-34 J.","männlich","74","0.0381858841489459","0.0305361474976771","0.0458356208002148"
"Teilzeit","2007","16-34 J.","weiblich","320","0.117794546382277","0.105467315908842","0.130121776855712"
"Teilzeit","2007","35-65 J.","männlich","135","0.02934663242156","0.0248870004839874","0.0338062643591326"
"Teilzeit","2007","35-65 J.","weiblich","1710","0.26750019424766","0.256268742907402","0.278731645587918"
"Teilzeit","2007","66 und älter","männlich","","","",""
"Teilzeit","2007","66 und älter","weiblich","","","",""
"Vollzeit","2007","16-34 J.","männlich","1115","0.490831001478379","0.47087624394364","0.510785759013119"
"Vollzeit","2007","16-34 J.","weiblich","729","0.297348064291479","0.279868897121838","0.31482723146112"
"Vollzeit","2007","35-65 J.","männlich","4172","0.7384706959514","0.726858493197425","0.750082898705376"
"Vollzeit","2007","35-65 J.","weiblich","1805","0.294200915687867","0.282638924675414","0.30576290670032"
"Vollzeit","2007","66 und älter","männlich","40","0.0161823428611031","0.0107056613761855","0.0216590243460206"
"Vollzeit","2007","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2008","16-34 J.","männlich","684","0.288924708659699","0.26996284739591","0.307886569923488"
"Nicht erwerbstätig","2008","16-34 J.","weiblich","973","0.381817032670074","0.362400274699641","0.401233790640508"
"Nicht erwerbstätig","2008","35-65 J.","männlich","948","0.191210395179504","0.180422822177435","0.201997968181573"
"Nicht erwerbstätig","2008","35-65 J.","weiblich","1713","0.321782600289563","0.309514248079542","0.334050952499584"
"Nicht erwerbstätig","2008","66 und älter","männlich","1907","0.941746620810101","0.931572736354666","0.951920505265535"
"Nicht erwerbstätig","2008","66 und älter","weiblich","2190","0.965695557195758","0.958191620304263","0.973199494087253"
"Sonstiges","2008","16-34 J.","männlich","408","0.178812177378441","0.162781546106508","0.194842808650373"
"Sonstiges","2008","16-34 J.","weiblich","433","0.187332649822276","0.171738787529231","0.20292651211532"
"Sonstiges","2008","35-65 J.","männlich","109","0.0256736372177719","0.0213350718555069","0.0300122025800369"
"Sonstiges","2008","35-65 J.","weiblich","471","0.0934992029941435","0.0858536563359512","0.101144749652336"
"Sonstiges","2008","66 und älter","männlich","60","0.0300373481732882","0.0226230934145566","0.0374516029320198"
"Sonstiges","2008","66 und älter","weiblich","35","0.0193354830590294","0.0136583167664093","0.0250126493516496"
"Teilzeit","2008","16-34 J.","männlich","68","0.0339569448832621","0.0263800131396493","0.041533876626875"
"Teilzeit","2008","16-34 J.","weiblich","266","0.113353280864535","0.100683097394045","0.126023464335025"
"Teilzeit","2008","35-65 J.","männlich","125","0.0267889643200695","0.0223596990388678","0.0312182296012712"
"Teilzeit","2008","35-65 J.","weiblich","1617","0.272228884647624","0.260539678905401","0.283918090389848"
"Teilzeit","2008","66 und älter","männlich","","","",""
"Teilzeit","2008","66 und älter","weiblich","","","",""
"Vollzeit","2008","16-34 J.","männlich","1035","0.498306169078598","0.477389219909453","0.519223118247744"
"Vollzeit","2008","16-34 J.","weiblich","733","0.317497036643115","0.298892765541228","0.336101307745002"
"Vollzeit","2008","35-65 J.","männlich","3923","0.756327003282655","0.744550707013289","0.768103299552021"
"Vollzeit","2008","35-65 J.","weiblich","1769","0.312489312068669","0.30031686753059","0.324661756606749"
"Vollzeit","2008","66 und älter","männlich","44","0.0187195874757634","0.0128324536790919","0.0246067212724348"
"Vollzeit","2008","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2009","16-34 J.","männlich","702","0.319875502054532","0.299600350876626","0.340150653232438"
"Nicht erwerbstätig","2009","16-34 J.","weiblich","821","0.345983434182951","0.325978358094137","0.365988510271764"
"Nicht erwerbstätig","2009","35-65 J.","männlich","863","0.190839715131583","0.179620795671619","0.202058634591547"
"Nicht erwerbstätig","2009","35-65 J.","weiblich","1545","0.315249466623955","0.302585953873812","0.327912979374099"
"Nicht erwerbstätig","2009","66 und älter","männlich","1830","0.926245791787966","0.914733228720927","0.937758354855005"
"Nicht erwerbstätig","2009","66 und älter","weiblich","2104","0.964619776971157","0.956870171610041","0.972369382332273"
"Sonstiges","2009","16-34 J.","männlich","363","0.170518300201597","0.154170161881963","0.186866438521231"
"Sonstiges","2009","16-34 J.","weiblich","417","0.202319249560168","0.185424516306698","0.219213982813639"
"Sonstiges","2009","35-65 J.","männlich","79","0.0226681896207171","0.0184187779450119","0.0269176012964224"
"Sonstiges","2009","35-65 J.","weiblich","453","0.0950619057995565","0.0870677332902291","0.103056078308884"
"Sonstiges","2009","66 und älter","männlich","64","0.0378904270262833","0.0294804944551053","0.0463003595974612"
"Sonstiges","2009","66 und älter","weiblich","45","0.0190264538991018","0.0132954751547325","0.024757432643471"
"Teilzeit","2009","16-34 J.","männlich","65","0.0359523047063659","0.0278596310029603","0.0440449784097715"
"Teilzeit","2009","16-34 J.","weiblich","246","0.115087654144762","0.101666722124322","0.128508586165202"
"Teilzeit","2009","35-65 J.","männlich","120","0.0274329097376183","0.0227695910768628","0.0320962283983737"
