"erwst","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1985","Hessen","Staedtischer Raum","62","0.069329584274429","0.0534179789649856","0.0852411895838725"
"Teilzeit","1985","Hessen","Laendlicher Raum","8","0.062601285778967","0.0244652061834728","0.100737365374461"
"Teilzeit","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","30","0.0477384456579815","0.031115736181151","0.0643611551348119"
"Teilzeit","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","8","0.0581727574919139","0.0193997470024818","0.096945767981346"
"Teilzeit","1985","Baden-Wuerttemberg","Staedtischer Raum","119","","",""
"Teilzeit","1985","Baden-Wuerttemberg","Laendlicher Raum","23","","",""
"Teilzeit","1985","Bayern","Staedtischer Raum","80","0.0847756342763057","0.0673004206733051","0.102250847879306"
"Teilzeit","1985","Bayern","Laendlicher Raum","67","0.0673998936173218","0.0512080756856495","0.0835917115489942"
"Teilzeit","1985","Saarland","Staedtischer Raum","","","",""
"Teilzeit","1985","Saarland","Laendlicher Raum","","","",""
"Teilzeit","1985","Berlin","Staedtischer Raum","31","0.079841833484018","0.0520352166815381","0.107648450286498"
"Teilzeit","1985","Berlin","Laendlicher Raum","","","",""
"Teilzeit","1985","Brandenburg","Staedtischer Raum","","","",""
"Teilzeit","1985","Brandenburg","Laendlicher Raum","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Teilzeit","1985","Sachsen","Staedtischer Raum","","","",""
"Teilzeit","1985","Sachsen","Laendlicher Raum","","","",""
"Teilzeit","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Teilzeit","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Teilzeit","1985","Thueringen","Staedtischer Raum","","","",""
"Teilzeit","1985","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","Staedtischer Raum","65","0.416100625019539","0.341565387559073","0.490635862480006"
"nicht erwerbstätig","1985","Schleswig-Holstein","Laendlicher Raum","84","0.507320914356013","0.435278928881146","0.57936289983088"
"nicht erwerbstätig","1985","Hamburg","Staedtischer Raum","111","","",""
"nicht erwerbstätig","1985","Hamburg","Laendlicher Raum","3","","",""
"nicht erwerbstätig","1985","Niedersachsen","Staedtischer Raum","240","","",""
"nicht erwerbstätig","1985","Niedersachsen","Laendlicher Raum","282","","",""
"nicht erwerbstätig","1985","Bremen","Staedtischer Raum","74","0.706416358017656","0.623542912185849","0.789289803849464"
"nicht erwerbstätig","1985","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Staedtischer Raum","1247","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Laendlicher Raum","31","0.470095591469046","0.355602701830741","0.58458848110735"
"nicht erwerbstätig","1985","Hessen","Staedtischer Raum","383","0.451690739122211","0.420516911551027","0.482864566693396"
"nicht erwerbstätig","1985","Hessen","Laendlicher Raum","78","0.55093336590601","0.472628784287427","0.629237947524593"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","282","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","72","0.537563854813146","0.454974325864644","0.620153383761649"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Staedtischer Raum","618","0.410570875727382","0.387489577079316","0.433652174375447"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Laendlicher Raum","110","","",""
"nicht erwerbstätig","1985","Bayern","Staedtischer Raum","353","0.420637602766624","0.389666805790168","0.451608399743081"
"nicht erwerbstätig","1985","Bayern","Laendlicher Raum","368","0.45850496154485","0.426324850636441","0.490685072453258"
"nicht erwerbstätig","1985","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Berlin","Staedtischer Raum","138","","",""
"nicht erwerbstätig","1985","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Sachsen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"nicht erwerbstätig","1985","Thueringen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1985","Thueringen","Laendlicher Raum","","","",""
"Andere","1985","Schleswig-Holstein","Staedtischer Raum","10","","",""
"Andere","1985","Schleswig-Holstein","Laendlicher Raum","5","0.0289291162769079","0.00477699522992691","0.0530812373238889"
"Andere","1985","Hamburg","Staedtischer Raum","16","","",""
"Andere","1985","Hamburg","Laendlicher Raum","","","",""
"Andere","1985","Niedersachsen","Staedtischer Raum","15","","",""
"Andere","1985","Niedersachsen","Laendlicher Raum","36","0.0601864013338323","0.0410924851457824","0.0792803175218822"
"Andere","1985","Bremen","Staedtischer Raum","5","0.0422627645859596","0.00565095171143303","0.0788745774604862"
"Andere","1985","Bremen","Laendlicher Raum","","","",""
"Andere","1985","Nordrhein-Westfalen","Staedtischer Raum","136","","",""
"Andere","1985","Nordrhein-Westfalen","Laendlicher Raum","4","0.065533032055784","0.00876566269257226","0.122300401418996"
"Andere","1985","Hessen","Staedtischer Raum","47","0.0500147403132954","0.0363606054673821","0.0636688751592088"
"Andere","1985","Hessen","Laendlicher Raum","5","0.0324762964444472","0.00457037950250948","0.0603822133863849"
"Andere","1985","Rheinland-Pfalz,Saarland","Staedtischer Raum","26","","",""
"Andere","1985","Rheinland-Pfalz,Saarland","Laendlicher Raum","9","0.0622861131312118","0.0222534149655999","0.102318811296824"
"Andere","1985","Baden-Wuerttemberg","Staedtischer Raum","81","0.05049783310846","0.0402239474782079","0.060771718738712"
"Andere","1985","Baden-Wuerttemberg","Laendlicher Raum","16","","",""
"Andere","1985","Bayern","Staedtischer Raum","49","0.0531556432198145","0.039081007325418","0.067230279114211"
"Andere","1985","Bayern","Laendlicher Raum","40","0.0443516579207646","0.0310556195200275","0.0576476963215016"
"Andere","1985","Saarland","Staedtischer Raum","","","",""
"Andere","1985","Saarland","Laendlicher Raum","","","",""
"Andere","1985","Berlin","Staedtischer Raum","16","","",""
"Andere","1985","Berlin","Laendlicher Raum","","","",""
"Andere","1985","Brandenburg","Staedtischer Raum","","","",""
"Andere","1985","Brandenburg","Laendlicher Raum","","","",""
"Andere","1985","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Andere","1985","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Andere","1985","Sachsen","Staedtischer Raum","","","",""
"Andere","1985","Sachsen","Laendlicher Raum","","","",""
"Andere","1985","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Andere","1985","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Andere","1985","Thueringen","Staedtischer Raum","","","",""
"Andere","1985","Thueringen","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Schleswig-Holstein","Staedtischer Raum","68","0.441186960679514","0.362765968900382","0.519607952458645"
"voll erwerbstätig","1986","Schleswig-Holstein","Laendlicher Raum","83","0.466862402960535","0.391644911685152","0.542079894235919"
"voll erwerbstätig","1986","Hamburg","Staedtischer Raum","115","","",""
"voll erwerbstätig","1986","Hamburg","Laendlicher Raum","2","","",""
"voll erwerbstätig","1986","Niedersachsen","Staedtischer Raum","226","","",""
"voll erwerbstätig","1986","Niedersachsen","Laendlicher Raum","237","","",""
"voll erwerbstätig","1986","Bremen","Staedtischer Raum","32","0.212259371089065","0.135494963744184","0.289023778433947"
"voll erwerbstätig","1986","Bremen","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Nordrhein-Westfalen","Staedtischer Raum","1258","","",""
"voll erwerbstätig","1986","Nordrhein-Westfalen","Laendlicher Raum","29","","",""
"voll erwerbstätig","1986","Hessen","Staedtischer Raum","442","0.424602289602541","0.392416866492277","0.456787712712805"
"voll erwerbstätig","1986","Hessen","Laendlicher Raum","55","0.334304524241356","0.25698503045698","0.411624018025733"
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","299","","",""
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","56","0.348159628040557","0.270885965756958","0.425433290324156"
"voll erwerbstätig","1986","Baden-Wuerttemberg","Staedtischer Raum","895","0.471179861866942","0.447353010330414","0.495006713403471"
"voll erwerbstätig","1986","Baden-Wuerttemberg","Laendlicher Raum","152","","",""
"voll erwerbstätig","1986","Bayern","Staedtischer Raum","460","0.440247219293194","0.408239218728006","0.472255219858381"
"voll erwerbstätig","1986","Bayern","Laendlicher Raum","405","0.427743110992603","0.394463267706056","0.46102295427915"
"voll erwerbstätig","1986","Saarland","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Saarland","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Berlin","Staedtischer Raum","183","","",""
"voll erwerbstätig","1986","Berlin","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Brandenburg","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Brandenburg","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Sachsen","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Sachsen","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"voll erwerbstätig","1986","Thueringen","Staedtischer Raum","","","",""
"voll erwerbstätig","1986","Thueringen","Laendlicher Raum","","","",""
"Teilzeit","1986","Schleswig-Holstein","Staedtischer Raum","19","","",""
"Teilzeit","1986","Schleswig-Holstein","Laendlicher Raum","7","0.0363757633065949","0.00814876782751979","0.0646027587856701"
"Teilzeit","1986","Hamburg","Staedtischer Raum","16","","",""
"Teilzeit","1986","Hamburg","Laendlicher Raum","1","","",""
"Teilzeit","1986","Niedersachsen","Staedtischer Raum","34","0.0590364200041653","0.0389895190543012","0.0790833209540294"
"Teilzeit","1986","Niedersachsen","Laendlicher Raum","41","0.0673292552231699","0.0468824120078232","0.0877760984385166"
"Teilzeit","1986","Bremen","Staedtischer Raum","5","0.0609507198607928","0.0160380933320635","0.105863346389522"
"Teilzeit","1986","Bremen","Laendlicher Raum","","","",""
"Teilzeit","1986","Nordrhein-Westfalen","Staedtischer Raum","146","","",""
"Teilzeit","1986","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Teilzeit","1986","Hessen","Staedtischer Raum","56","0.0701851945089865","0.0535508774657785","0.0868195115521945"
"Teilzeit","1986","Hessen","Laendlicher Raum","5","0.0472277284574237","0.0124602530791088","0.0819952038357386"
"Teilzeit","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","28","","",""
"Teilzeit","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","5","0.0333528573194028","0.00422743900117939","0.0624782756376262"
"Teilzeit","1986","Baden-Wuerttemberg","Staedtischer Raum","106","","",""
"Teilzeit","1986","Baden-Wuerttemberg","Laendlicher Raum","20","","",""
"Teilzeit","1986","Bayern","Staedtischer Raum","66","0.0724289239766954","0.0557164124065524","0.0891414355468383"
"Teilzeit","1986","Bayern","Laendlicher Raum","53","0.0566193871369913","0.0410733285005707","0.0721654457734119"
"Teilzeit","1986","Saarland","Staedtischer Raum","","","",""
"Teilzeit","1986","Saarland","Laendlicher Raum","","","",""
"Teilzeit","1986","Berlin","Staedtischer Raum","30","0.068024394791487","0.0417210259512653","0.0943277636317086"
"Teilzeit","1986","Berlin","Laendlicher Raum","","","",""
"Teilzeit","1986","Brandenburg","Staedtischer Raum","","","",""
"Teilzeit","1986","Brandenburg","Laendlicher Raum","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Teilzeit","1986","Sachsen","Staedtischer Raum","","","",""
"Teilzeit","1986","Sachsen","Laendlicher Raum","","","",""
"Teilzeit","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Teilzeit","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Teilzeit","1986","Thueringen","Staedtischer Raum","","","",""
"Teilzeit","1986","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Staedtischer Raum","56","0.377636946201952","0.301069022463094","0.454204869940809"
"nicht erwerbstätig","1986","Schleswig-Holstein","Laendlicher Raum","72","0.453808784714822","0.378747923426417","0.528869646003226"
"nicht erwerbstätig","1986","Hamburg","Staedtischer Raum","110","","",""
"nicht erwerbstätig","1986","Hamburg","Laendlicher Raum","3","","",""
"nicht erwerbstätig","1986","Niedersachsen","Staedtischer Raum","242","","",""
"nicht erwerbstätig","1986","Niedersachsen","Laendlicher Raum","254","","",""
"nicht erwerbstätig","1986","Bremen","Staedtischer Raum","60","0.646343068170629","0.556588310804644","0.736097825536613"
"nicht erwerbstätig","1986","Bremen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Staedtischer Raum","1228","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Laendlicher Raum","30","0.465926700413778","0.348224988823521","0.583628412004035"
"nicht erwerbstätig","1986","Hessen","Staedtischer Raum","347","0.44307404077122","0.41072801889628","0.47542006264616"
"nicht erwerbstätig","1986","Hessen","Laendlicher Raum","70","0.53081949172511","0.449025108131089","0.61261387531913"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","266","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","80","0.591903485812051","0.512181418049236","0.671625553574865"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Staedtischer Raum","586","0.408259198917185","0.384797845965567","0.431720551868803"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Laendlicher Raum","108","","",""
"nicht erwerbstätig","1986","Bayern","Staedtischer Raum","347","0.433525634090072","0.401572782118309","0.465478486061835"
"nicht erwerbstätig","1986","Bayern","Laendlicher Raum","329","0.450197951878968","0.41673230840273","0.483663595355206"
"nicht erwerbstätig","1986","Saarland","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Saarland","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Berlin","Staedtischer Raum","127","","",""
"nicht erwerbstätig","1986","Berlin","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Brandenburg","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Brandenburg","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Sachsen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Sachsen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"nicht erwerbstätig","1986","Thueringen","Staedtischer Raum","","","",""
"nicht erwerbstätig","1986","Thueringen","Laendlicher Raum","","","",""
"Andere","1986","Schleswig-Holstein","Staedtischer Raum","11","","",""
"Andere","1986","Schleswig-Holstein","Laendlicher Raum","7","0.0429530490180482","0.0123849550647741","0.0735211429713223"
"Andere","1986","Hamburg","Staedtischer Raum","9","0.0354227552036831","0.0125094488466655","0.0583360615607007"
"Andere","1986","Hamburg","Laendlicher Raum","","","",""
"Andere","1986","Niedersachsen","Staedtischer Raum","29","","",""
"Andere","1986","Niedersachsen","Laendlicher Raum","45","0.0743209060543162","0.0529193224537981","0.0957224896548343"
"Andere","1986","Bremen","Staedtischer Raum","12","","",""
"Andere","1986","Bremen","Laendlicher Raum","","","",""
"Andere","1986","Nordrhein-Westfalen","Staedtischer Raum","156","","",""
"Andere","1986","Nordrhein-Westfalen","Laendlicher Raum","7","0.107831183163121","0.0346466594588825","0.18101570686736"
"Andere","1986","Hessen","Staedtischer Raum","61","0.0621384751172525","0.046419159001946","0.077857791232559"
"Andere","1986","Hessen","Laendlicher Raum","13","","",""
"Andere","1986","Rheinland-Pfalz,Saarland","Staedtischer Raum","30","0.0436731395906635","0.0276253784496558","0.0597209007316711"
"Andere","1986","Rheinland-Pfalz,Saarland","Laendlicher Raum","5","0.0265840288279894","0.000490591296040652","0.0526774663599382"
"Andere","1986","Baden-Wuerttemberg","Staedtischer Raum","99","0.0535375327372543","0.0427926871043213","0.0642823783701874"
"Andere","1986","Baden-Wuerttemberg","Laendlicher Raum","21","","",""
"Andere","1986","Bayern","Staedtischer Raum","51","0.0537982226400389","0.0392507366002169","0.068345708679861"
"Andere","1986","Bayern","Laendlicher Raum","62","0.0654395499914373","0.0488047303317542","0.0820743696511204"
"Andere","1986","Saarland","Staedtischer Raum","","","",""
"Andere","1986","Saarland","Laendlicher Raum","","","",""
"Andere","1986","Berlin","Staedtischer Raum","12","","",""
"Andere","1986","Berlin","Laendlicher Raum","","","",""
"Andere","1986","Brandenburg","Staedtischer Raum","","","",""
"Andere","1986","Brandenburg","Laendlicher Raum","","","",""
"Andere","1986","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Andere","1986","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Andere","1986","Sachsen","Staedtischer Raum","","","",""
"Andere","1986","Sachsen","Laendlicher Raum","","","",""
"Andere","1986","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Andere","1986","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Andere","1986","Thueringen","Staedtischer Raum","","","",""
"Andere","1986","Thueringen","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Schleswig-Holstein","Staedtischer Raum","65","0.410123791458882","0.331148201524348","0.489099381393416"
"voll erwerbstätig","1987","Schleswig-Holstein","Laendlicher Raum","79","0.423921281504914","0.3509124693284","0.496930093681429"
"voll erwerbstätig","1987","Hamburg","Staedtischer Raum","100","","",""
"voll erwerbstätig","1987","Hamburg","Laendlicher Raum","1","","",""
"voll erwerbstätig","1987","Niedersachsen","Staedtischer Raum","227","","",""
"voll erwerbstätig","1987","Niedersachsen","Laendlicher Raum","232","","",""
"voll erwerbstätig","1987","Bremen","Staedtischer Raum","32","0.225390702263969","0.143902121266654","0.306879283261283"
"voll erwerbstätig","1987","Bremen","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Nordrhein-Westfalen","Staedtischer Raum","1240","","",""
"voll erwerbstätig","1987","Nordrhein-Westfalen","Laendlicher Raum","34","0.475891346194202","0.358897332619386","0.592885359769019"
"voll erwerbstätig","1987","Hessen","Staedtischer Raum","452","0.425675015047217","0.393567489447224","0.457782540647211"
"voll erwerbstätig","1987","Hessen","Laendlicher Raum","59","0.342689986380912","0.26543973145548","0.419940241306344"
"voll erwerbstätig","1987","Rheinland-Pfalz,Saarland","Staedtischer Raum","283","","",""
"voll erwerbstätig","1987","Rheinland-Pfalz,Saarland","Laendlicher Raum","50","0.310828858957926","0.235234210176689","0.386423507739162"
"voll erwerbstätig","1987","Baden-Wuerttemberg","Staedtischer Raum","873","0.474583187700868","0.450647929783579","0.498518445618156"
"voll erwerbstätig","1987","Baden-Wuerttemberg","Laendlicher Raum","148","","",""
"voll erwerbstätig","1987","Bayern","Staedtischer Raum","454","0.455580504933862","0.42300738767435","0.488153622193375"
"voll erwerbstätig","1987","Bayern","Laendlicher Raum","413","0.462070974635814","0.428050689414553","0.496091259857076"
"voll erwerbstätig","1987","Saarland","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Saarland","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Berlin","Staedtischer Raum","187","","",""
"voll erwerbstätig","1987","Berlin","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Brandenburg","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Brandenburg","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Sachsen","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Sachsen","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Sachsen-Anhalt","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Sachsen-Anhalt","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","Thueringen","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Thueringen","Laendlicher Raum","","","",""
"Teilzeit","1987","Schleswig-Holstein","Staedtischer Raum","16","","",""
"Teilzeit","1987","Schleswig-Holstein","Laendlicher Raum","12","","",""
"Teilzeit","1987","Hamburg","Staedtischer Raum","13","","",""
"Teilzeit","1987","Hamburg","Laendlicher Raum","1","","",""
"Teilzeit","1987","Niedersachsen","Staedtischer Raum","33","0.0627439844637009","0.0421179377991441","0.0833700311282577"
"Teilzeit","1987","Niedersachsen","Laendlicher Raum","56","0.0948630600007481","0.0708705055243394","0.118855614477157"
"Teilzeit","1987","Bremen","Staedtischer Raum","5","0.0521043340639629","0.0087627681940561","0.0954458999338696"
"Teilzeit","1987","Bremen","Laendlicher Raum","","","",""
"Teilzeit","1987","Nordrhein-Westfalen","Staedtischer Raum","157","","",""
"Teilzeit","1987","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Teilzeit","1987","Hessen","Staedtischer Raum","61","0.0679022340612062","0.0515656343549558","0.0842388337674565"
"Teilzeit","1987","Hessen","Laendlicher Raum","9","0.0846057353212198","0.0393088765675997","0.12990259407484"
"Teilzeit","1987","Rheinland-Pfalz,Saarland","Staedtischer Raum","26","","",""
"Teilzeit","1987","Rheinland-Pfalz,Saarland","Laendlicher Raum","8","0.0616506076885709","0.0223664166447304","0.100934798732411"
"Teilzeit","1987","Baden-Wuerttemberg","Staedtischer Raum","114","","",""
"Teilzeit","1987","Baden-Wuerttemberg","Laendlicher Raum","23","","",""
"Teilzeit","1987","Bayern","Staedtischer Raum","71","0.0785678222459325","0.060969795735167","0.0961658487566979"
"Teilzeit","1987","Bayern","Laendlicher Raum","58","0.0646826481896669","0.0478986853808498","0.081466610998484"
"Teilzeit","1987","Saarland","Staedtischer Raum","","","",""
"Teilzeit","1987","Saarland","Laendlicher Raum","","","",""
"Teilzeit","1987","Berlin","Staedtischer Raum","22","","",""
"Teilzeit","1987","Berlin","Laendlicher Raum","","","",""
"Teilzeit","1987","Brandenburg","Staedtischer Raum","","","",""
"Teilzeit","1987","Brandenburg","Laendlicher Raum","","","",""
"Teilzeit","1987","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Teilzeit","1987","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Teilzeit","1987","Sachsen","Staedtischer Raum","","","",""
"Teilzeit","1987","Sachsen","Laendlicher Raum","","","",""
"Teilzeit","1987","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Teilzeit","1987","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Teilzeit","1987","Thueringen","Staedtischer Raum","","","",""
"Teilzeit","1987","Thueringen","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","Schleswig-Holstein","Staedtischer Raum","59","0.427313361519464","0.347882967203013","0.506743755835915"
