"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2008","17-29","4","34","0.057520073345267","0.0400584944975709","0.0749816521929631"
"Teilzeit","2008","17-29","5 Einkommensstärkstes Quintil","11","","",""
"Teilzeit","2008","30-45","1 Einkommensschwächstes Quintil","119","0.15387762996569","0.128936024819249","0.17881923511213"
"Teilzeit","2008","30-45","2","206","0.187631560271022","0.163880725373843","0.211382395168202"
"Teilzeit","2008","30-45","3","212","0.183786539197041","0.160814714250573","0.206758364143509"
"Teilzeit","2008","30-45","4","205","0.14976151409728","0.129110714468859","0.170412313725701"
"Teilzeit","2008","30-45","5 Einkommensstärkstes Quintil","160","0.113718095087098","0.0948540696818983","0.132582120492299"
"Teilzeit","2008","46-65","1 Einkommensschwächstes Quintil","112","0.0979663005398707","0.0799685932097227","0.115964007870019"
"Teilzeit","2008","46-65","2","170","0.134514635550124","0.114828529497876","0.154200741602372"
"Teilzeit","2008","46-65","3","199","0.162030118426349","0.14034337220492","0.183716864647779"
"Teilzeit","2008","46-65","4","233","0.134311348001897","0.117169268172118","0.151453427831675"
"Teilzeit","2008","46-65","5 Einkommensstärkstes Quintil","286","0.148709946947635","0.132553329114026","0.164866564781243"
"Teilzeit","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2008","66","2","","","",""
"Teilzeit","2008","66","3","","","",""
"Teilzeit","2008","66","4","","","",""
"Teilzeit","2008","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2008","17-29","1 Einkommensschwächstes Quintil","513","0.55444501388229","0.522063011783558","0.586827015981022"
"nicht erwerbstätig","2008","17-29","2","340","0.414571983074375","0.379500816342335","0.449643149806416"
"nicht erwerbstätig","2008","17-29","3","226","0.322514204771639","0.286128735314907","0.358899674228371"
"nicht erwerbstätig","2008","17-29","4","203","0.210343257706263","0.179778482151255","0.240908033261271"
"nicht erwerbstätig","2008","17-29","5 Einkommensstärkstes Quintil","167","0.285653661350383","0.243056512974539","0.328250809726226"
"nicht erwerbstätig","2008","30-45","1 Einkommensschwächstes Quintil","329","0.404917742301805","0.370987108582235","0.438848376021375"
"nicht erwerbstätig","2008","30-45","2","174","0.154443854007476","0.132459892507117","0.176427815507836"
"nicht erwerbstätig","2008","30-45","3","137","0.11163587852289","0.0929577149582491","0.130314042087531"
"nicht erwerbstätig","2008","30-45","4","98","0.0689076456637134","0.054248911525954","0.0835663798014727"
"nicht erwerbstätig","2008","30-45","5 Einkommensstärkstes Quintil","72","0.0628294036104397","0.0484107589470404","0.077248048273839"
"nicht erwerbstätig","2008","46-65","1 Einkommensschwächstes Quintil","612","0.593470951020588","0.563732867642079","0.623209034399096"
"nicht erwerbstätig","2008","46-65","2","415","0.355183556973289","0.327572078331136","0.382795035615443"
"nicht erwerbstätig","2008","46-65","3","312","0.297456940021512","0.270552073305813","0.324361806737212"
"nicht erwerbstätig","2008","46-65","4","378","0.246102858972697","0.224448732215505","0.267756985729889"
"nicht erwerbstätig","2008","46-65","5 Einkommensstärkstes Quintil","342","0.156451527213547","0.139955225590862","0.172947828836232"
"nicht erwerbstätig","2008","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2008","66","2","","","",""
"nicht erwerbstätig","2008","66","3","","","",""
"nicht erwerbstätig","2008","66","4","","","",""
"nicht erwerbstätig","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2008","17-29","1 Einkommensschwächstes Quintil","225","0.248497379749186","0.220342741092947","0.276652018405424"
"Andere","2008","17-29","2","192","0.254272474576782","0.223273077308074","0.28527187184549"
"Andere","2008","17-29","3","151","0.244554733331842","0.211097270762045","0.27801219590164"
"Andere","2008","17-29","4","119","0.164057540885233","0.136284461844662","0.191830619925805"
"Andere","2008","17-29","5 Einkommensstärkstes Quintil","73","0.158496437409302","0.124057959422062","0.192934915396542"
"Andere","2008","30-45","1 Einkommensschwächstes Quintil","103","0.136156383524933","0.112450473345051","0.159862293704815"
"Andere","2008","30-45","2","97","0.0950268277424119","0.0771870112613958","0.112866644223428"
"Andere","2008","30-45","3","66","0.0547787996559429","0.0412826540674925","0.0682749452443932"
"Andere","2008","30-45","4","38","0.0371712176179786","0.0262229776463226","0.0481194575896345"
"Andere","2008","30-45","5 Einkommensstärkstes Quintil","25","","",""
"Andere","2008","46-65","1 Einkommensschwächstes Quintil","95","0.101207053136477","0.0829469734961214","0.119467132776833"
"Andere","2008","46-65","2","75","0.0640387664151148","0.049913534210404","0.0781639986198257"
"Andere","2008","46-65","3","57","0.0516752126180399","0.0386464849846582","0.0647039402514217"
"Andere","2008","46-65","4","57","0.0411750837340947","0.0311862864809478","0.0511638809872415"
"Andere","2008","46-65","5 Einkommensstärkstes Quintil","48","0.0197158113062345","0.013402968300382","0.0260286543120869"
"Andere","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2008","66","2","","","",""
"Andere","2008","66","3","","","",""
"Andere","2008","66","4","","","",""
"Andere","2008","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2009","17-29","1 Einkommensschwächstes Quintil","100","0.157488455903324","0.132167691094544","0.182809220712104"
"voll erwerbstätig","2009","17-29","2","157","0.278104790687352","0.243817159182665","0.312392422192039"
"voll erwerbstätig","2009","17-29","3","188","0.322292771094336","0.2838921455394","0.360693396649272"
"voll erwerbstätig","2009","17-29","4","266","0.511674939713274","0.472007446763206","0.551342432663342"
"voll erwerbstätig","2009","17-29","5 Einkommensstärkstes Quintil","195","0.520767074660021","0.475064903597321","0.566469245722722"
"voll erwerbstätig","2009","30-45","1 Einkommensschwächstes Quintil","208","0.304292115211996","0.269582082986145","0.339002147437847"
"voll erwerbstätig","2009","30-45","2","480","0.555127852575863","0.522998316674127","0.587257388477598"
"voll erwerbstätig","2009","30-45","3","577","0.623029368541994","0.592276762712113","0.653781974371875"
"voll erwerbstätig","2009","30-45","4","738","0.710669133124787","0.683612828544538","0.737725437705036"
"voll erwerbstätig","2009","30-45","5 Einkommensstärkstes Quintil","798","0.816719993390471","0.793295964810658","0.840144021970284"
"voll erwerbstätig","2009","46-65","1 Einkommensschwächstes Quintil","214","0.209020059769348","0.183026791871652","0.235013327667043"
"voll erwerbstätig","2009","46-65","2","457","0.410821062914436","0.381370021556814","0.440272104272057"
"voll erwerbstätig","2009","46-65","3","507","0.51013825822918","0.479045863294822","0.541230653163538"
"voll erwerbstätig","2009","46-65","4","848","0.602139420242023","0.577203165901386","0.62707567458266"
"voll erwerbstätig","2009","46-65","5 Einkommensstärkstes Quintil","1184","0.668772868443754","0.647267769045923","0.690277967841585"
"voll erwerbstätig","2009","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2009","66","2","","","",""
"voll erwerbstätig","2009","66","3","","","",""
"voll erwerbstätig","2009","66","4","","","",""
"voll erwerbstätig","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2009","17-29","1 Einkommensschwächstes Quintil","36","0.0473757910962091","0.0326084069908239","0.0621431752015944"
"Teilzeit","2009","17-29","2","42","0.0716756480039704","0.0519363430344433","0.0914149529734976"
"Teilzeit","2009","17-29","3","29","","",""
"Teilzeit","2009","17-29","4","29","","",""
"Teilzeit","2009","17-29","5 Einkommensstärkstes Quintil","17","","",""
"Teilzeit","2009","30-45","1 Einkommensschwächstes Quintil","104","0.160441665527981","0.132754389902285","0.188128941153676"
"Teilzeit","2009","30-45","2","197","0.189709822797837","0.164361132135692","0.215058513459983"
"Teilzeit","2009","30-45","3","190","0.172974393019912","0.148973671951947","0.196975114087877"
"Teilzeit","2009","30-45","4","194","0.154197940005394","0.1326497387119","0.175746141298888"
"Teilzeit","2009","30-45","5 Einkommensstärkstes Quintil","155","0.111495323096965","0.0924395911970646","0.130551054996866"
"Teilzeit","2009","46-65","1 Einkommensschwächstes Quintil","118","0.114886967072316","0.0945015822454663","0.135272351899165"
"Teilzeit","2009","46-65","2","153","0.132519910459499","0.112223416537862","0.152816404381136"
"Teilzeit","2009","46-65","3","157","0.14209140595212","0.120375503521711","0.163807308382529"
"Teilzeit","2009","46-65","4","240","0.137248620086637","0.119717322653917","0.154779917519357"
"Teilzeit","2009","46-65","5 Einkommensstärkstes Quintil","268","0.14636416253206","0.130213405815209","0.16251491924891"
"Teilzeit","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2009","66","2","","","",""
"Teilzeit","2009","66","3","","","",""
"Teilzeit","2009","66","4","","","",""
"Teilzeit","2009","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2009","17-29","1 Einkommensschwächstes Quintil","454","0.536742493896467","0.502080084372131","0.571404903420803"
"nicht erwerbstätig","2009","17-29","2","291","0.395735788275716","0.358315056872001","0.433156519679431"
"nicht erwerbstätig","2009","17-29","3","197","0.321963261874095","0.283572942055242","0.360353581692947"
"nicht erwerbstätig","2009","17-29","4","204","0.276118713907545","0.240640253188541","0.311597174626548"
"nicht erwerbstätig","2009","17-29","5 Einkommensstärkstes Quintil","171","0.289674037616228","0.24817620841692","0.331171866815537"
"nicht erwerbstätig","2009","30-45","1 Einkommensschwächstes Quintil","295","0.44399090318432","0.406508779521231","0.481473026847408"
"nicht erwerbstätig","2009","30-45","2","162","0.165966376025587","0.141912106626682","0.190020645424492"
"nicht erwerbstätig","2009","30-45","3","116","0.121505676036669","0.100773653768761","0.142237698304577"
"nicht erwerbstätig","2009","30-45","4","107","0.0951476630656724","0.0776401165918199","0.112655209539525"
"nicht erwerbstätig","2009","30-45","5 Einkommensstärkstes Quintil","69","0.0558402716256989","0.0419386985505495","0.0697418447008483"
"nicht erwerbstätig","2009","46-65","1 Einkommensschwächstes Quintil","521","0.564215575327828","0.532516795039165","0.595914355616491"
"nicht erwerbstätig","2009","46-65","2","389","0.375468325526612","0.346480570265175","0.404456080788048"
"nicht erwerbstätig","2009","46-65","3","280","0.299580188465543","0.271089088110738","0.328071288820349"
"nicht erwerbstätig","2009","46-65","4","336","0.221289417884389","0.200140624480327","0.242438211288452"
"nicht erwerbstätig","2009","46-65","5 Einkommensstärkstes Quintil","339","0.159835854988682","0.143091888136969","0.176579821840396"
"nicht erwerbstätig","2009","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2009","66","2","","","",""
"nicht erwerbstätig","2009","66","3","","","",""
"nicht erwerbstätig","2009","66","4","","","",""
"nicht erwerbstätig","2009","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2009","17-29","1 Einkommensschwächstes Quintil","205","0.258393259104","0.227963959874623","0.288822558333377"
"Andere","2009","17-29","2","166","0.254483773032962","0.221152279875665","0.287815266190259"
"Andere","2009","17-29","3","155","0.279516796270529","0.242643849778126","0.316389742762933"
"Andere","2009","17-29","4","111","0.160887207320172","0.131729451059097","0.190044963581247"
"Andere","2009","17-29","5 Einkommensstärkstes Quintil","76","0.158822158160047","0.125384087832702","0.192260228487392"
"Andere","2009","30-45","1 Einkommensschwächstes Quintil","68","0.0912753160757033","0.0695488525949756","0.113001779556431"
"Andere","2009","30-45","2","80","0.0891959486007128","0.0707680685591286","0.107623828642297"
"Andere","2009","30-45","3","71","0.082490562401425","0.0650330923366209","0.0999480324662291"
"Andere","2009","30-45","4","40","0.0399852638041468","0.0282949464435784","0.0516755811647151"
"Andere","2009","30-45","5 Einkommensstärkstes Quintil","26","","",""
"Andere","2009","46-65","1 Einkommensschwächstes Quintil","87","0.111877397830509","0.0917266205082712","0.132028175152746"
"Andere","2009","46-65","2","73","0.0811907010994537","0.064840747100473","0.0975406550984345"
"Andere","2009","46-65","3","49","0.0481901473531567","0.0348694275872663","0.0615108671190472"
"Andere","2009","46-65","4","56","0.0393225417869508","0.0294204528018934","0.0492246307720081"
"Andere","2009","46-65","5 Einkommensstärkstes Quintil","49","0.0250271140355043","0.0178897009160834","0.0321645271549253"
"Andere","2009","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2009","66","2","","","",""
"Andere","2009","66","3","","","",""
"Andere","2009","66","4","","","",""
"Andere","2009","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2010","17-29","1 Einkommensschwächstes Quintil","128","0.0982443881833888","0.0826919191471687","0.113796857219609"
"voll erwerbstätig","2010","17-29","2","254","0.253025465623357","0.226501206814851","0.279549724431863"
"voll erwerbstätig","2010","17-29","3","201","0.360157525672136","0.323889548054638","0.396425503289634"
"voll erwerbstätig","2010","17-29","4","272","0.470632930786301","0.433172262537045","0.508093599035557"
"voll erwerbstätig","2010","17-29","5 Einkommensstärkstes Quintil","181","0.549072789061526","0.504834518666963","0.593311059456088"
"voll erwerbstätig","2010","30-45","1 Einkommensschwächstes Quintil","412","0.240612825412303","0.220732768391202","0.260492882433404"
"voll erwerbstätig","2010","30-45","2","1037","0.533912174430427","0.51358256354802","0.554241785312834"
"voll erwerbstätig","2010","30-45","3","881","0.635880443020181","0.612648837520943","0.659112048519419"
"voll erwerbstätig","2010","30-45","4","1059","0.703165391216549","0.681661871292366","0.724668911140732"
"voll erwerbstätig","2010","30-45","5 Einkommensstärkstes Quintil","1050","0.813080248620267","0.793966141898169","0.832194355342365"
"voll erwerbstätig","2010","46-65","1 Einkommensschwächstes Quintil","273","0.191199553232713","0.168461556251525","0.213937550213902"
"voll erwerbstätig","2010","46-65","2","530","0.401947480498906","0.374950567863448","0.428944393134363"
"voll erwerbstätig","2010","46-65","3","523","0.491872237208991","0.462056274911","0.521688199506981"
"voll erwerbstätig","2010","46-65","4","911","0.60938669270945","0.58514498027661","0.63362840514229"
"voll erwerbstätig","2010","46-65","5 Einkommensstärkstes Quintil","1244","0.675016469417388","0.653956431375215","0.696076507459561"
"voll erwerbstätig","2010","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2010","66","2","","","",""
"voll erwerbstätig","2010","66","3","","","",""
"voll erwerbstätig","2010","66","4","","","",""
"voll erwerbstätig","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2010","17-29","1 Einkommensschwächstes Quintil","58","0.0563345420898491","0.0442870276432732","0.0683820565364249"
"Teilzeit","2010","17-29","2","70","0.0809515152029673","0.0643101119280554","0.0975929184778791"
"Teilzeit","2010","17-29","3","41","0.0511913903240576","0.0345408500574771","0.0678419305906381"
"Teilzeit","2010","17-29","4","48","0.0534867821397963","0.0366001718565026","0.07037339242309"
"Teilzeit","2010","17-29","5 Einkommensstärkstes Quintil","20","","",""
"Teilzeit","2010","30-45","1 Einkommensschwächstes Quintil","260","0.136988637598845","0.120997581738285","0.152979693459405"
"Teilzeit","2010","30-45","2","405","0.172250787279315","0.156862500525641","0.187639074032989"
"Teilzeit","2010","30-45","3","324","0.173117809370292","0.154851021710535","0.191384597030048"
"Teilzeit","2010","30-45","4","323","0.170828227407239","0.153113861296181","0.188542593518298"
"Teilzeit","2010","30-45","5 Einkommensstärkstes Quintil","301","0.131482216993737","0.114913740717674","0.148050693269801"
"Teilzeit","2010","46-65","1 Einkommensschwächstes Quintil","160","0.12843120130807","0.109085958441737","0.147776444174404"
"Teilzeit","2010","46-65","2","211","0.137190488293517","0.118246158454573","0.156134818132462"
"Teilzeit","2010","46-65","3","190","0.158263726439782","0.136495906899043","0.180031545980521"
"Teilzeit","2010","46-65","4","282","0.153355566474455","0.135451833347388","0.171259299601521"
"Teilzeit","2010","46-65","5 Einkommensstärkstes Quintil","305","0.151798045232013","0.135663600841015","0.167932489623011"
"Teilzeit","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2010","66","2","","","",""
"Teilzeit","2010","66","3","","","",""
"Teilzeit","2010","66","4","","","",""
"Teilzeit","2010","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2010","17-29","1 Einkommensschwächstes Quintil","927","0.593440007194998","0.567774386424555","0.619105627965441"
"nicht erwerbstätig","2010","17-29","2","482","0.377641796346212","0.348063818516899","0.407219774175525"
"nicht erwerbstätig","2010","17-29","3","271","0.344813364164445","0.308903387828631","0.380723340500259"
"nicht erwerbstätig","2010","17-29","4","235","0.279152295044203","0.245485772096771","0.312818817991636"
"nicht erwerbstätig","2010","17-29","5 Einkommensstärkstes Quintil","198","0.282906504908885","0.242862333238086","0.322950676579683"
"nicht erwerbstätig","2010","30-45","1 Einkommensschwächstes Quintil","919","0.52615902124635","0.502936924548929","0.549381117943771"
"nicht erwerbstätig","2010","30-45","2","621","0.181105508591417","0.165411276182747","0.196799741000086"
"nicht erwerbstätig","2010","30-45","3","343","0.111599703150327","0.0963975412095436","0.12680186509111"
"nicht erwerbstätig","2010","30-45","4","277","0.0835820903963143","0.0705556144218561","0.0966085663707725"
"nicht erwerbstätig","2010","30-45","5 Einkommensstärkstes Quintil","211","0.0426244810211534","0.0327200298645892","0.0525289321777176"
"nicht erwerbstätig","2010","46-65","1 Einkommensschwächstes Quintil","587","0.567833176103809","0.53918980232346","0.596476549884158"
"nicht erwerbstätig","2010","46-65","2","419","0.371975884322629","0.345362179461114","0.398589589184144"
"nicht erwerbstätig","2010","46-65","3","294","0.280838982779486","0.254036317798134","0.307641647760838"
"nicht erwerbstätig","2010","46-65","4","300","0.191258427854672","0.171716902096466","0.210799953612877"
"nicht erwerbstätig","2010","46-65","5 Einkommensstärkstes Quintil","297","0.144868260932779","0.129042141935457","0.160694379930101"
"nicht erwerbstätig","2010","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2010","66","2","","","",""
"nicht erwerbstätig","2010","66","3","","","",""
"nicht erwerbstätig","2010","66","4","","","",""
"nicht erwerbstätig","2010","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2010","17-29","1 Einkommensschwächstes Quintil","294","0.251981062531764","0.229295931599684","0.274666193463845"
"Andere","2010","17-29","2","226","0.288381222827464","0.260742661593782","0.316019784061145"
"Andere","2010","17-29","3","160","0.243837719839362","0.211396400503976","0.276279039174747"
"Andere","2010","17-29","4","127","0.196727992029699","0.166893386510424","0.226562597548974"
"Andere","2010","17-29","5 Einkommensstärkstes Quintil","87","0.135936343082382","0.10546647197861","0.166406214186154"
"Andere","2010","30-45","1 Einkommensschwächstes Quintil","185","0.0962395157425021","0.0825234360725246","0.10995559541248"
"Andere","2010","30-45","2","250","0.112731529698842","0.0998427886238313","0.125620270773853"
"Andere","2010","30-45","3","100","0.0794020444592005","0.0663487440555425","0.0924553448628584"
"Andere","2010","30-45","4","75","0.042424290979897","0.0329375421753501","0.051911039784444"
"Andere","2010","30-45","5 Einkommensstärkstes Quintil","36","0.0128130533648428","0.00729881261830606","0.0183272941113795"
"Andere","2010","46-65","1 Einkommensschwächstes Quintil","129","0.112536069355408","0.0942630925389771","0.130809046171838"
"Andere","2010","46-65","2","107","0.0888861468849477","0.0732163578772522","0.104555935892643"
"Andere","2010","46-65","3","73","0.0690250535717407","0.0539065576759521","0.0841435494675294"
"Andere","2010","46-65","4","63","0.0459993129614238","0.0355906891866624","0.0564079367361852"
"Andere","2010","46-65","5 Einkommensstärkstes Quintil","54","0.0283172244178205","0.0208585975025334","0.0357758513331076"
"Andere","2010","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2010","66","2","","","",""
"Andere","2010","66","3","","","",""
"Andere","2010","66","4","","","",""
"Andere","2010","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2011","17-29","1 Einkommensschwächstes Quintil","132","0.120225262884848","0.103195341836487","0.137255183933209"
"voll erwerbstätig","2011","17-29","2","264","0.316278857141327","0.288810732026886","0.343746982255768"
"voll erwerbstätig","2011","17-29","3","242","0.365570159156883","0.332866017120673","0.398274301193092"
"voll erwerbstätig","2011","17-29","4","306","0.489647697932821","0.454898768888659","0.524396626976984"
"voll erwerbstätig","2011","17-29","5 Einkommensstärkstes Quintil","228","0.527416586235997","0.486359317770798","0.568473854701197"
"voll erwerbstätig","2011","30-45","1 Einkommensschwächstes Quintil","400","0.259357084115988","0.239081687489333","0.279632480742642"
"voll erwerbstätig","2011","30-45","2","1023","0.536572839172777","0.516220069210947","0.556925609134607"
"voll erwerbstätig","2011","30-45","3","1015","0.601993720627392","0.579706735463866","0.624280705790918"
"voll erwerbstätig","2011","30-45","4","1224","0.70054322954053","0.680648238745617","0.720438220335443"
"voll erwerbstätig","2011","30-45","5 Einkommensstärkstes Quintil","1307","0.81674705139904","0.799536111160059","0.833957991638022"
"voll erwerbstätig","2011","46-65","1 Einkommensschwächstes Quintil","354","0.203565344330764","0.183500770907939","0.223629917753589"
"voll erwerbstätig","2011","46-65","2","667","0.412560931196921","0.388263648479417","0.436858213914425"
"voll erwerbstätig","2011","46-65","3","732","0.508737981650803","0.483251226342967","0.534224736958639"
"voll erwerbstätig","2011","46-65","4","1209","0.625867189876275","0.604832631801515","0.646901747951034"
"voll erwerbstätig","2011","46-65","5 Einkommensstärkstes Quintil","1654","0.695522864826565","0.677440469857311","0.713605259795818"
"voll erwerbstätig","2011","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2011","66","2","","","",""
"voll erwerbstätig","2011","66","3","","","",""
"voll erwerbstätig","2011","66","4","","","",""
"voll erwerbstätig","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2011","17-29","1 Einkommensschwächstes Quintil","69","0.0532384304817331","0.0414823661044318","0.0649944948590345"
"Teilzeit","2011","17-29","2","79","0.0853467855937369","0.0688432783358406","0.101850292851633"
"Teilzeit","2011","17-29","3","68","0.044104699246727","0.0301611547775829","0.0580482437158711"
"Teilzeit","2011","17-29","4","48","0.043398911349688","0.0292354507152019","0.0575623719841741"
"Teilzeit","2011","17-29","5 Einkommensstärkstes Quintil","26","","",""
"Teilzeit","2011","30-45","1 Einkommensschwächstes Quintil","292","0.154134340631518","0.137430502766545","0.170838178496492"
"Teilzeit","2011","30-45","2","524","0.17887991515698","0.163237544691622","0.194522285622338"
"Teilzeit","2011","30-45","3","405","0.18157081844762","0.164018925557943","0.199122711337297"
"Teilzeit","2011","30-45","4","460","0.175767546913564","0.1592344806975","0.192300613129628"
"Teilzeit","2011","30-45","5 Einkommensstärkstes Quintil","412","0.123756330559967","0.109106537771903","0.138406123348032"
"Teilzeit","2011","46-65","1 Einkommensschwächstes Quintil","210","0.131101268985851","0.114282625551127","0.147919912420574"
"Teilzeit","2011","46-65","2","272","0.148280621345318","0.13074089927975","0.165820343410887"
"Teilzeit","2011","46-65","3","288","0.159913231299233","0.141227282874792","0.178599179723674"
"Teilzeit","2011","46-65","4","355","0.155020598652327","0.13928811940514","0.170753077899513"
"Teilzeit","2011","46-65","5 Einkommensstärkstes Quintil","361","0.128384147848635","0.115239735809449","0.141528559887822"
"Teilzeit","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2011","66","2","","","",""
"Teilzeit","2011","66","3","","","",""
"Teilzeit","2011","66","4","","","",""
"Teilzeit","2011","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2011","17-29","1 Einkommensschwächstes Quintil","918","0.599034523438737","0.573371463393918","0.624697583483557"
"nicht erwerbstätig","2011","17-29","2","514","0.380261106406336","0.351586348396846","0.408935864415826"
"nicht erwerbstätig","2011","17-29","3","310","0.334225263510667","0.302191432279146","0.366259094742188"
"nicht erwerbstätig","2011","17-29","4","270","0.275604693049277","0.244545108310735","0.306664277787819"
"nicht erwerbstätig","2011","17-29","5 Einkommensstärkstes Quintil","221","0.267423529367923","0.231023627396155","0.303823431339691"
"nicht erwerbstätig","2011","30-45","1 Einkommensschwächstes Quintil","898","0.467998435338042","0.444915314774292","0.491081555901792"
"nicht erwerbstätig","2011","30-45","2","544","0.195551263735107","0.1793630868994","0.211739440570813"
"nicht erwerbstätig","2011","30-45","3","300","0.140601278952227","0.124774141703357","0.156428416201098"
"nicht erwerbstätig","2011","30-45","4","263","0.0890440386863774","0.0766728816395542","0.101415195733201"
"nicht erwerbstätig","2011","30-45","5 Einkommensstärkstes Quintil","177","0.0433580481163717","0.0342976997606713","0.052418396472072"
"nicht erwerbstätig","2011","46-65","1 Einkommensschwächstes Quintil","829","0.562796365121226","0.5380779593016","0.587514770940852"
"nicht erwerbstätig","2011","46-65","2","514","0.345401494661967","0.321933182554611","0.368869806769322"
"nicht erwerbstätig","2011","46-65","3","388","0.28105048481745","0.258133776295588","0.303967193339313"
"nicht erwerbstätig","2011","46-65","4","383","0.180006553589109","0.163306081387392","0.196707025790827"
"nicht erwerbstätig","2011","46-65","5 Einkommensstärkstes Quintil","395","0.145321825372602","0.131473743194621","0.159169907550583"
"nicht erwerbstätig","2011","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2011","66","2","","","",""
"nicht erwerbstätig","2011","66","3","","","",""
"nicht erwerbstätig","2011","66","4","","","",""
"nicht erwerbstätig","2011","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2011","17-29","1 Einkommensschwächstes Quintil","282","0.227501783194681","0.205549981604092","0.249453584785271"
"Andere","2011","17-29","2","244","0.2181132508586","0.193720129107921","0.242506372609279"
"Andere","2011","17-29","3","213","0.256099878085723","0.226459237100432","0.285740519071015"
"Andere","2011","17-29","4","171","0.191348697668214","0.164004956954112","0.218692438382315"
"Andere","2011","17-29","5 Einkommensstärkstes Quintil","93","0.149473746185634","0.120151296843398","0.178796195527869"
"Andere","2011","30-45","1 Einkommensschwächstes Quintil","205","0.118510139914452","0.103558036902212","0.133462242926691"
"Andere","2011","30-45","2","215","0.0889959819351356","0.0773744391512005","0.100617524719071"
"Andere","2011","30-45","3","133","0.0758341819727602","0.0637805525548699","0.0878878113906506"
"Andere","2011","30-45","4","89","0.0346451848595284","0.0267014611738488","0.042588908545208"
"Andere","2011","30-45","5 Einkommensstärkstes Quintil","45","0.0161385699246207","0.0105328058606139","0.0217443339886274"
"Andere","2011","46-65","1 Einkommensschwächstes Quintil","154","0.102537021562159","0.087420510909891","0.117653532214428"
"Andere","2011","46-65","2","124","0.0937569527957937","0.0793704137050917","0.108143491886496"
"Andere","2011","46-65","3","70","0.0502983022325135","0.0391558406789113","0.0614407637861156"
"Andere","2011","46-65","4","86","0.039105657882289","0.0306793559248947","0.0475319598396833"
"Andere","2011","46-65","5 Einkommensstärkstes Quintil","78","0.030771161952198","0.0239852532124141","0.037557070691982"
"Andere","2011","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2011","66","2","","","",""
"Andere","2011","66","3","","","",""
"Andere","2011","66","4","","","",""
"Andere","2011","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2012","17-29","1 Einkommensschwächstes Quintil","111","0.124427020222016","0.105798516930373","0.14305552351366"
"voll erwerbstätig","2012","17-29","2","202","0.232774222023942","0.207003477519227","0.258544966528657"
"voll erwerbstätig","2012","17-29","3","252","0.414571787606593","0.380914053953004","0.448229521260182"
"voll erwerbstätig","2012","17-29","4","316","0.461115806108592","0.427896331107917","0.494335281109268"
"voll erwerbstätig","2012","17-29","5 Einkommensstärkstes Quintil","231","0.493886306154381","0.453302633149398","0.534469979159364"
"voll erwerbstätig","2012","30-45","1 Einkommensschwächstes Quintil","338","0.234878950602645","0.213089162257687","0.256668738947604"
"voll erwerbstätig","2012","30-45","2","856","0.505805490478557","0.483844436030576","0.527766544926539"
"voll erwerbstätig","2012","30-45","3","961","0.608170516464701","0.585662861358057","0.630678171571344"
"voll erwerbstätig","2012","30-45","4","1105","0.685454741453648","0.664403660358468","0.706505822548829"
"voll erwerbstätig","2012","30-45","5 Einkommensstärkstes Quintil","1325","0.798190584655053","0.780390544510017","0.815990624800089"
"voll erwerbstätig","2012","46-65","1 Einkommensschwächstes Quintil","284","0.187122017973315","0.16687244891764","0.20737158702899"
"voll erwerbstätig","2012","46-65","2","651","0.402919954815915","0.378924099236545","0.426915810395285"
