"erwst","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1984","46-65","Realschule","31","0.0769519929415171","0.0497957735009157","0.104108212382118"
"Teilzeit","1984","46-65","(Fach-)Abitur","3","","",""
"Teilzeit","1984","46-65","AkademikerIn","15","","",""
"Teilzeit","1984","66","(noch) kein Abschluss","","","",""
"Teilzeit","1984","66","Hauptschule","","","",""
"Teilzeit","1984","66","Realschule","","","",""
"Teilzeit","1984","66","(Fach-)Abitur","","","",""
"Teilzeit","1984","66","AkademikerIn","","","",""
"nicht erwerbstätig","1984","17-29","(noch) kein Abschluss","301","0.857601923876135","0.823398401053766","0.891805446698503"
"nicht erwerbstätig","1984","17-29","Hauptschule","467","0.274372253724576","0.252398839736209","0.296345667712944"
"nicht erwerbstätig","1984","17-29","Realschule","257","0.310020032770217","0.278306094062484","0.34173397147795"
"nicht erwerbstätig","1984","17-29","(Fach-)Abitur","275","0.579409136519104","0.535429868487573","0.623388404550635"
"nicht erwerbstätig","1984","17-29","AkademikerIn","36","0.272811480064703","0.195650464663799","0.349972495465607"
"nicht erwerbstätig","1984","30-45","(noch) kein Abschluss","158","0.364238263846458","0.319527914615619","0.408948613077298"
"nicht erwerbstätig","1984","30-45","Hauptschule","629","0.280837161782577","0.262510515084883","0.299163808480272"
"nicht erwerbstätig","1984","30-45","Realschule","128","0.239982313960906","0.203310643188713","0.276653984733099"
"nicht erwerbstätig","1984","30-45","(Fach-)Abitur","52","0.286715842115929","0.225696995041839","0.347734689190019"
"nicht erwerbstätig","1984","30-45","AkademikerIn","37","0.0920494210471724","0.0629057788252925","0.121193063269052"
"nicht erwerbstätig","1984","46-65","(noch) kein Abschluss","150","0.424564722449961","0.377124113198573","0.472005331701349"
"nicht erwerbstätig","1984","46-65","Hauptschule","1072","0.485624521891276","0.465612308895273","0.505636734887279"
"nicht erwerbstätig","1984","46-65","Realschule","154","0.424704395760276","0.3743385495755","0.475070241945053"
"nicht erwerbstätig","1984","46-65","(Fach-)Abitur","36","0.346289013177419","0.262881469229219","0.42969655712562"
"nicht erwerbstätig","1984","46-65","AkademikerIn","42","0.203838975143837","0.15072656315595","0.256951387131724"
"nicht erwerbstätig","1984","66","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1984","66","Hauptschule","","","",""
"nicht erwerbstätig","1984","66","Realschule","","","",""
"nicht erwerbstätig","1984","66","(Fach-)Abitur","","","",""
"nicht erwerbstätig","1984","66","AkademikerIn","","","",""
"Andere","1984","17-29","(noch) kein Abschluss","14","","",""
"Andere","1984","17-29","Hauptschule","230","0.145650900532211","0.128279102462872","0.16302269860155"
"Andere","1984","17-29","Realschule","175","0.208845949766142","0.180973148437649","0.236718751094635"
"Andere","1984","17-29","(Fach-)Abitur","80","0.179558290276018","0.14536412500664","0.213752455545396"
"Andere","1984","17-29","AkademikerIn","9","","",""
"Andere","1984","30-45","(noch) kein Abschluss","8","","",""
"Andere","1984","30-45","Hauptschule","106","0.0527692582284659","0.0436520790931281","0.0618864373638036"
"Andere","1984","30-45","Realschule","22","","",""
"Andere","1984","30-45","(Fach-)Abitur","9","","",""
"Andere","1984","30-45","AkademikerIn","13","","",""
"Andere","1984","46-65","(noch) kein Abschluss","5","","",""
"Andere","1984","46-65","Hauptschule","58","0.0252783234965103","0.0189931230888538","0.0315635239041668"
"Andere","1984","46-65","Realschule","17","","",""
"Andere","1984","46-65","(Fach-)Abitur","3","","",""
"Andere","1984","46-65","AkademikerIn","4","","",""
"Andere","1984","66","(noch) kein Abschluss","","","",""
"Andere","1984","66","Hauptschule","","","",""
"Andere","1984","66","Realschule","","","",""
"Andere","1984","66","(Fach-)Abitur","","","",""
"Andere","1984","66","AkademikerIn","","","",""
"voll erwerbstätig","1985","17-29","(noch) kein Abschluss","52","0.082744832276338","0.0539237651860744","0.111565899366602"
"voll erwerbstätig","1985","17-29","Hauptschule","793","0.601621961298706","0.575688773676662","0.627555148920751"
"voll erwerbstätig","1985","17-29","Realschule","388","0.502380230788325","0.467536477298472","0.537223984278178"
"voll erwerbstätig","1985","17-29","(Fach-)Abitur","119","0.267536059381014","0.226173629846085","0.308898488915944"
"voll erwerbstätig","1985","17-29","AkademikerIn","72","0.632480579820993","0.546218244384948","0.718742915257038"
"voll erwerbstätig","1985","30-45","(noch) kein Abschluss","197","0.517286157927676","0.46508416731454","0.569488148540812"
"voll erwerbstätig","1985","30-45","Hauptschule","1209","0.572272686585739","0.550745262388203","0.593800110783276"
"voll erwerbstätig","1985","30-45","Realschule","287","0.599089862537697","0.556175888663067","0.642003836412327"
"voll erwerbstätig","1985","30-45","(Fach-)Abitur","116","0.561084627112205","0.490147475267749","0.632021778956661"
"voll erwerbstätig","1985","30-45","AkademikerIn","279","0.772945246363546","0.729849496364209","0.816040996362884"
"voll erwerbstätig","1985","46-65","(noch) kein Abschluss","218","0.534812351624853","0.483781847259864","0.585842855989842"
"voll erwerbstätig","1985","46-65","Hauptschule","1012","0.413817964807775","0.393325680983545","0.434310248632005"
"voll erwerbstätig","1985","46-65","Realschule","160","0.447956435812652","0.396444111832194","0.499468759793109"
"voll erwerbstätig","1985","46-65","(Fach-)Abitur","73","0.601543408089609","0.512450509147046","0.690636307032172"
"voll erwerbstätig","1985","46-65","AkademikerIn","163","0.737311348320017","0.678620913060644","0.796001783579389"
"voll erwerbstätig","1985","66","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1985","66","Hauptschule","","","",""
"voll erwerbstätig","1985","66","Realschule","","","",""
"voll erwerbstätig","1985","66","(Fach-)Abitur","","","",""
"voll erwerbstätig","1985","66","AkademikerIn","","","",""
"Teilzeit","1985","17-29","(noch) kein Abschluss","4","","",""
"Teilzeit","1985","17-29","Hauptschule","48","0.035264644528788","0.0254940673510342","0.0450352217065419"
"Teilzeit","1985","17-29","Realschule","32","0.0387871317327243","0.0253312094531571","0.0522430540122915"
"Teilzeit","1985","17-29","(Fach-)Abitur","27","","",""
"Teilzeit","1985","17-29","AkademikerIn","8","","",""
"Teilzeit","1985","30-45","(noch) kein Abschluss","14","","",""
"Teilzeit","1985","30-45","Hauptschule","218","0.120703702314668","0.106528313320392","0.134879091308944"
"Teilzeit","1985","30-45","Realschule","79","0.147191016488926","0.116167161367106","0.178214871610746"
"Teilzeit","1985","30-45","(Fach-)Abitur","20","","",""
"Teilzeit","1985","30-45","AkademikerIn","34","0.0917162670862776","0.0620249999942647","0.121407534178291"
"Teilzeit","1985","46-65","(noch) kein Abschluss","10","","",""
"Teilzeit","1985","46-65","Hauptschule","180","0.0840622495189826","0.0725170106412313","0.0956074883967339"
"Teilzeit","1985","46-65","Realschule","46","0.116928892240848","0.0836426067878638","0.150215177693831"
"Teilzeit","1985","46-65","(Fach-)Abitur","4","","",""
"Teilzeit","1985","46-65","AkademikerIn","7","","",""
"Teilzeit","1985","66","(noch) kein Abschluss","","","",""
"Teilzeit","1985","66","Hauptschule","","","",""
"Teilzeit","1985","66","Realschule","","","",""
"Teilzeit","1985","66","(Fach-)Abitur","","","",""
"Teilzeit","1985","66","AkademikerIn","","","",""
"nicht erwerbstätig","1985","17-29","(noch) kein Abschluss","280","0.872424859183564","0.837523561339653","0.907326157027475"
"nicht erwerbstätig","1985","17-29","Hauptschule","389","0.25678776873312","0.23364635121509","0.279929186251151"
"nicht erwerbstätig","1985","17-29","Realschule","245","0.307374561109753","0.275219967188574","0.339529155030931"
"nicht erwerbstätig","1985","17-29","(Fach-)Abitur","236","0.523030814616672","0.476361593577727","0.569700035655617"
"nicht erwerbstätig","1985","17-29","AkademikerIn","33","0.220257056464619","0.146109283739236","0.294404829190003"
"nicht erwerbstätig","1985","30-45","(noch) kein Abschluss","138","0.417110407702069","0.365599948328584","0.468620867075554"
"nicht erwerbstätig","1985","30-45","Hauptschule","541","0.271873801766263","0.252514304450969","0.291233299081556"
"nicht erwerbstätig","1985","30-45","Realschule","124","0.233636996989099","0.196584515319172","0.270689478659026"
"nicht erwerbstätig","1985","30-45","(Fach-)Abitur","43","0.239370238013386","0.178375706565649","0.300364769461124"
"nicht erwerbstätig","1985","30-45","AkademikerIn","40","0.109684608112852","0.0775376737676428","0.141831542458061"
"nicht erwerbstätig","1985","46-65","(noch) kein Abschluss","137","0.42729325074953","0.376682331438777","0.477904170060283"
"nicht erwerbstätig","1985","46-65","Hauptschule","990","0.484418316803987","0.463624775564511","0.505211858043463"
"nicht erwerbstätig","1985","46-65","Realschule","146","0.418094109417181","0.367000100571209","0.469188118263153"
"nicht erwerbstätig","1985","46-65","(Fach-)Abitur","37","0.350284782178338","0.263470485531481","0.437099078825195"
"nicht erwerbstätig","1985","46-65","AkademikerIn","40","0.199891063204075","0.14655849897376","0.253223627434391"
"nicht erwerbstätig","1985","66","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1985","66","Hauptschule","","","",""
"nicht erwerbstätig","1985","66","Realschule","","","",""
"nicht erwerbstätig","1985","66","(Fach-)Abitur","","","",""
"nicht erwerbstätig","1985","66","AkademikerIn","","","",""
"Andere","1985","17-29","(noch) kein Abschluss","15","","",""
"Andere","1985","17-29","Hauptschule","139","0.106325625439385","0.0899967982633053","0.122654452615466"
"Andere","1985","17-29","Realschule","126","0.151458076369198","0.126475183841247","0.176440968897149"
"Andere","1985","17-29","(Fach-)Abitur","58","0.145544947757319","0.112594226061985","0.178495669452654"
"Andere","1985","17-29","AkademikerIn","7","","",""
"Andere","1985","30-45","(noch) kein Abschluss","3","","",""
"Andere","1985","30-45","Hauptschule","61","0.0351498093333301","0.0271367474303205","0.0431628712363397"
"Andere","1985","30-45","Realschule","11","","",""
"Andere","1985","30-45","(Fach-)Abitur","9","","",""
"Andere","1985","30-45","AkademikerIn","10","","",""
"Andere","1985","46-65","(noch) kein Abschluss","2","","",""
"Andere","1985","46-65","Hauptschule","37","0.017701468869255","0.0122149631021424","0.0231879746363677"
"Andere","1985","46-65","Realschule","6","","",""
"Andere","1985","46-65","(Fach-)Abitur","2","","",""
"Andere","1985","46-65","AkademikerIn","6","","",""
"Andere","1985","66","(noch) kein Abschluss","","","",""
"Andere","1985","66","Hauptschule","","","",""
"Andere","1985","66","Realschule","","","",""
"Andere","1985","66","(Fach-)Abitur","","","",""
"Andere","1985","66","AkademikerIn","","","",""
"voll erwerbstätig","1986","17-29","(noch) kein Abschluss","59","0.128344752635976","0.0931526847490475","0.163536820522904"
"voll erwerbstätig","1986","17-29","Hauptschule","759","0.605213380902123","0.578894002704514","0.631532759099732"
"voll erwerbstätig","1986","17-29","Realschule","361","0.488912534884202","0.453582170068164","0.524242899700241"
"voll erwerbstätig","1986","17-29","(Fach-)Abitur","123","0.260459163156768","0.219998800212367","0.300919526101168"
"voll erwerbstätig","1986","17-29","AkademikerIn","62","0.731910420007411","0.64236299613615","0.821457843878673"
"voll erwerbstätig","1986","30-45","(noch) kein Abschluss","173","0.541443049984347","0.485885653840986","0.597000446127709"
"voll erwerbstätig","1986","30-45","Hauptschule","1107","0.584977477014862","0.562549059517098","0.607405894512625"
"voll erwerbstätig","1986","30-45","Realschule","287","0.607845680077848","0.564616677017278","0.651074683138417"
"voll erwerbstätig","1986","30-45","(Fach-)Abitur","126","0.604772369810844","0.537184356310707","0.672360383310981"
"voll erwerbstätig","1986","30-45","AkademikerIn","256","0.69766518565579","0.651243407234321","0.744086964077259"
"voll erwerbstätig","1986","46-65","(noch) kein Abschluss","200","0.538053336388354","0.485897475949931","0.590209196826777"
"voll erwerbstätig","1986","46-65","Hauptschule","1021","0.424780582248773","0.40392987134218","0.445631293155367"
"voll erwerbstätig","1986","46-65","Realschule","161","0.446182444582107","0.394326286601301","0.498038602562913"
"voll erwerbstätig","1986","46-65","(Fach-)Abitur","72","0.617511264538749","0.526690842583143","0.708331686494355"
"voll erwerbstätig","1986","46-65","AkademikerIn","162","0.699635156794453","0.639869150937871","0.759401162651034"
"voll erwerbstätig","1986","66","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1986","66","Hauptschule","","","",""
"voll erwerbstätig","1986","66","Realschule","","","",""
"voll erwerbstätig","1986","66","(Fach-)Abitur","","","",""
"voll erwerbstätig","1986","66","AkademikerIn","","","",""
"Teilzeit","1986","17-29","(noch) kein Abschluss","9","","",""
"Teilzeit","1986","17-29","Hauptschule","51","0.0459503914125146","0.0346765936908206","0.0572241891342086"
"Teilzeit","1986","17-29","Realschule","29","","",""
"Teilzeit","1986","17-29","(Fach-)Abitur","18","","",""
"Teilzeit","1986","17-29","AkademikerIn","6","","",""
"Teilzeit","1986","30-45","(noch) kein Abschluss","11","","",""
"Teilzeit","1986","30-45","Hauptschule","170","0.100015642000006","0.0863589765576608","0.113672307442351"
"Teilzeit","1986","30-45","Realschule","60","0.11511698986364","0.0868576058003422","0.143376373926937"
"Teilzeit","1986","30-45","(Fach-)Abitur","12","","",""
"Teilzeit","1986","30-45","AkademikerIn","53","0.131242287099649","0.0971119639512018","0.165372610248097"
"Teilzeit","1986","46-65","(noch) kein Abschluss","6","","",""
"Teilzeit","1986","46-65","Hauptschule","147","0.0703347033595704","0.0595484675735186","0.0811209391456222"
"Teilzeit","1986","46-65","Realschule","35","0.08673756655136","0.0573771541162066","0.116097978986513"
"Teilzeit","1986","46-65","(Fach-)Abitur","3","","",""
"Teilzeit","1986","46-65","AkademikerIn","16","","",""
"Teilzeit","1986","66","(noch) kein Abschluss","","","",""
"Teilzeit","1986","66","Hauptschule","","","",""
"Teilzeit","1986","66","Realschule","","","",""
"Teilzeit","1986","66","(Fach-)Abitur","","","",""
"Teilzeit","1986","66","AkademikerIn","","","",""
"nicht erwerbstätig","1986","17-29","(noch) kein Abschluss","268","0.824227925485159","0.784179821936797","0.864276029033521"
"nicht erwerbstätig","1986","17-29","Hauptschule","351","0.228394227587606","0.20579048007261","0.250997975102603"
"nicht erwerbstätig","1986","17-29","Realschule","231","0.291214526201693","0.259103895009442","0.323325157393944"
"nicht erwerbstätig","1986","17-29","(Fach-)Abitur","240","0.524679080231403","0.478640787258301","0.570717373204505"
"nicht erwerbstätig","1986","17-29","AkademikerIn","23","","",""
"nicht erwerbstätig","1986","30-45","(noch) kein Abschluss","120","0.396712925084678","0.342166155331971","0.451259694837384"
"nicht erwerbstätig","1986","30-45","Hauptschule","508","0.273949191985199","0.253648457804083","0.294249926166314"
"nicht erwerbstätig","1986","30-45","Realschule","126","0.246775472727002","0.208601859053128","0.284949086400877"
"nicht erwerbstätig","1986","30-45","(Fach-)Abitur","53","0.272700790168293","0.211133531267934","0.334268049068653"
"nicht erwerbstätig","1986","30-45","AkademikerIn","51","0.133121494358585","0.098784887342331","0.167458101374838"
"nicht erwerbstätig","1986","46-65","(noch) kein Abschluss","139","0.442041123000319","0.390086168919497","0.49399607708114"
"nicht erwerbstätig","1986","46-65","Hauptschule","932","0.475963373190799","0.454897020154374","0.497029726227224"
"nicht erwerbstätig","1986","46-65","Realschule","146","0.436371332182899","0.384636221648521","0.488106442717277"
"nicht erwerbstätig","1986","46-65","(Fach-)Abitur","34","0.344674731987731","0.255860016558586","0.433489447416875"
"nicht erwerbstätig","1986","46-65","AkademikerIn","42","0.202409144817048","0.150025101194581","0.254793188439515"
"nicht erwerbstätig","1986","66","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1986","66","Hauptschule","","","",""
"nicht erwerbstätig","1986","66","Realschule","","","",""
"nicht erwerbstätig","1986","66","(Fach-)Abitur","","","",""
"nicht erwerbstätig","1986","66","AkademikerIn","","","",""
"Andere","1986","17-29","(noch) kein Abschluss","11","","",""
"Andere","1986","17-29","Hauptschule","164","0.120442000097756","0.102916865067681","0.137967135127832"
"Andere","1986","17-29","Realschule","148","0.184078573132785","0.156687395149829","0.211469751115741"
"Andere","1986","17-29","(Fach-)Abitur","71","0.172079437602063","0.137282766590856","0.206876108613269"
"Andere","1986","17-29","AkademikerIn","3","","",""
"Andere","1986","30-45","(noch) kein Abschluss","5","","",""
"Andere","1986","30-45","Hauptschule","69","0.0410576889999335","0.0320256310139511","0.0500897469859158"
"Andere","1986","30-45","Realschule","17","","",""
"Andere","1986","30-45","(Fach-)Abitur","10","","",""
"Andere","1986","30-45","AkademikerIn","16","","",""
"Andere","1986","46-65","(noch) kein Abschluss","6","","",""
"Andere","1986","46-65","Hauptschule","59","0.0289213412008572","0.0218523378208743","0.0359903445808401"
"Andere","1986","46-65","Realschule","11","","",""
"Andere","1986","46-65","(Fach-)Abitur","1","","",""
"Andere","1986","46-65","AkademikerIn","6","","",""
"Andere","1986","66","(noch) kein Abschluss","","","",""
"Andere","1986","66","Hauptschule","","","",""
"Andere","1986","66","Realschule","","","",""
"Andere","1986","66","(Fach-)Abitur","","","",""
"Andere","1986","66","AkademikerIn","","","",""
"voll erwerbstätig","1987","17-29","(noch) kein Abschluss","48","0.121810561391653","0.0859753740580221","0.157645748725284"
"voll erwerbstätig","1987","17-29","Hauptschule","728","0.597189944722213","0.570741321056024","0.623638568388401"
"voll erwerbstätig","1987","17-29","Realschule","350","0.506195547636897","0.470720541178404","0.541670554095389"
"voll erwerbstätig","1987","17-29","(Fach-)Abitur","114","0.247457213471349","0.206716829895138","0.28819759704756"
"voll erwerbstätig","1987","17-29","AkademikerIn","58","0.63835468636713","0.539088969642377","0.737620403091884"
"voll erwerbstätig","1987","30-45","(noch) kein Abschluss","169","0.536695666898722","0.480733387319044","0.592657946478399"
"voll erwerbstätig","1987","30-45","Hauptschule","1089","0.602495977505642","0.5796844272578","0.625307527753484"
"voll erwerbstätig","1987","30-45","Realschule","291","0.615437331556875","0.57244994733295","0.6584247157808"
"voll erwerbstätig","1987","30-45","(Fach-)Abitur","120","0.596269321242684","0.527928120607434","0.664610521877933"
"voll erwerbstätig","1987","30-45","AkademikerIn","277","0.762829126833762","0.719133124193352","0.806525129474172"
"voll erwerbstätig","1987","46-65","(noch) kein Abschluss","190","0.506895034899367","0.455033819639048","0.558756250159686"
"voll erwerbstätig","1987","46-65","Hauptschule","1019","0.435139672036527","0.41414431643561","0.456135027637445"
"voll erwerbstätig","1987","46-65","Realschule","163","0.471503471027573","0.418598247365603","0.524408694689543"
"voll erwerbstätig","1987","46-65","(Fach-)Abitur","69","0.578015813669151","0.484437729320513","0.671593898017789"
"voll erwerbstätig","1987","46-65","AkademikerIn","170","0.725774261833871","0.668118985037592","0.783429538630149"
"voll erwerbstätig","1987","66","(noch) kein Abschluss","","","",""
"voll erwerbstätig","1987","66","Hauptschule","","","",""
"voll erwerbstätig","1987","66","Realschule","","","",""
"voll erwerbstätig","1987","66","(Fach-)Abitur","","","",""
"voll erwerbstätig","1987","66","AkademikerIn","","","",""
"Teilzeit","1987","17-29","(noch) kein Abschluss","9","","",""
"Teilzeit","1987","17-29","Hauptschule","51","0.0499138327820417","0.0381705737778759","0.0616570917862076"
"Teilzeit","1987","17-29","Realschule","25","","",""
"Teilzeit","1987","17-29","(Fach-)Abitur","21","","",""
"Teilzeit","1987","17-29","AkademikerIn","5","","",""
"Teilzeit","1987","30-45","(noch) kein Abschluss","14","","",""
"Teilzeit","1987","30-45","Hauptschule","179","0.110604924487965","0.0959851204068034","0.125224728569126"
"Teilzeit","1987","30-45","Realschule","71","0.133532562854638","0.103476280988871","0.163588844720406"
"Teilzeit","1987","30-45","(Fach-)Abitur","13","","",""
"Teilzeit","1987","30-45","AkademikerIn","33","0.0883057952888765","0.0591572691964216","0.117454321381331"
"Teilzeit","1987","46-65","(noch) kein Abschluss","13","","",""
"Teilzeit","1987","46-65","Hauptschule","178","0.0871417209923708","0.0751976299945356","0.0990858119902061"
"Teilzeit","1987","46-65","Realschule","41","0.113486374374544","0.0798700979474691","0.147102650801619"
"Teilzeit","1987","46-65","(Fach-)Abitur","3","","",""
"Teilzeit","1987","46-65","AkademikerIn","10","","",""
"Teilzeit","1987","66","(noch) kein Abschluss","","","",""
"Teilzeit","1987","66","Hauptschule","","","",""
"Teilzeit","1987","66","Realschule","","","",""
"Teilzeit","1987","66","(Fach-)Abitur","","","",""
"Teilzeit","1987","66","AkademikerIn","","","",""
"nicht erwerbstätig","1987","17-29","(noch) kein Abschluss","249","0.808412152563661","0.765292674274939","0.851531630852383"
"nicht erwerbstätig","1987","17-29","Hauptschule","357","0.228574342325944","0.205930117334328","0.25121856731756"
"nicht erwerbstätig","1987","17-29","Realschule","213","0.248425000390144","0.217765178029264","0.279084822751024"
"nicht erwerbstätig","1987","17-29","(Fach-)Abitur","209","0.483005122776446","0.435828326586573","0.53018191896632"
"nicht erwerbstätig","1987","17-29","AkademikerIn","25","","",""
"nicht erwerbstätig","1987","30-45","(noch) kein Abschluss","114","0.388995125023304","0.334281865517502","0.443708384529106"
"nicht erwerbstätig","1987","30-45","Hauptschule","450","0.255206429864254","0.234884229632464","0.275528630096044"
"nicht erwerbstätig","1987","30-45","Realschule","120","0.234685991485612","0.197237963331751","0.272134019639472"
"nicht erwerbstätig","1987","30-45","(Fach-)Abitur","56","0.269827498974281","0.208001472383201","0.331653525565361"
"nicht erwerbstätig","1987","30-45","AkademikerIn","39","0.106924589886459","0.0751792295071799","0.138669950265738"
"nicht erwerbstätig","1987","46-65","(noch) kein Abschluss","151","0.46591439203528","0.414168904453294","0.517659879617265"
"nicht erwerbstätig","1987","46-65","Hauptschule","912","0.459513457675964","0.438408721978332","0.480618193373596"
"nicht erwerbstätig","1987","46-65","Realschule","128","0.382033418399758","0.330538045165816","0.4335287916337"
"nicht erwerbstätig","1987","46-65","(Fach-)Abitur","33","0.366760582256312","0.275447816049863","0.458073348462761"
"nicht erwerbstätig","1987","46-65","AkademikerIn","47","0.214346327469625","0.16131191415177","0.26738074078748"
"nicht erwerbstätig","1987","66","(noch) kein Abschluss","","","",""
"nicht erwerbstätig","1987","66","Hauptschule","","","",""
"nicht erwerbstätig","1987","66","Realschule","","","",""
"nicht erwerbstätig","1987","66","(Fach-)Abitur","","","",""
"nicht erwerbstätig","1987","66","AkademikerIn","","","",""
"Andere","1987","17-29","(noch) kein Abschluss","14","","",""
"Andere","1987","17-29","Hauptschule","185","0.124321880169802","0.106529144940674","0.142114615398929"
"Andere","1987","17-29","Realschule","175","0.210885193598182","0.181939833121183","0.239830554075181"
"Andere","1987","17-29","(Fach-)Abitur","87","0.214689556767393","0.175924930429585","0.253454183105201"
"Andere","1987","17-29","AkademikerIn","2","","",""
"Andere","1987","30-45","(noch) kein Abschluss","8","","",""
"Andere","1987","30-45","Hauptschule","50","0.0316926681421392","0.023526976564496","0.0398583597197823"
"Andere","1987","30-45","Realschule","10","","",""
"Andere","1987","30-45","(Fach-)Abitur","9","","",""
"Andere","1987","30-45","AkademikerIn","15","","",""
"Andere","1987","46-65","(noch) kein Abschluss","3","","",""
"Andere","1987","46-65","Hauptschule","33","0.0182051492951378","0.0125434623086783","0.0238668362815974"
"Andere","1987","46-65","Realschule","10","","",""
"Andere","1987","46-65","(Fach-)Abitur","2","","",""
"Andere","1987","46-65","AkademikerIn","3","","",""
"Andere","1987","66","(noch) kein Abschluss","","","",""
"Andere","1987","66","Hauptschule","","","",""
"Andere","1987","66","Realschule","","","",""
"Andere","1987","66","(Fach-)Abitur","","","",""
"Andere","1987","66","AkademikerIn","","","",""
"voll erwerbstätig","1988","17-29","(noch) kein Abschluss","42","0.0955732963853089","0.0612587305901004","0.129887862180517"
"voll erwerbstätig","1988","17-29","Hauptschule","674","0.558993510897123","0.531761575036636","0.586225446757611"
"voll erwerbstätig","1988","17-29","Realschule","328","0.502653930169654","0.466333892704082","0.538973967635227"
"voll erwerbstätig","1988","17-29","(Fach-)Abitur","118","0.290840196380736","0.246222635477627","0.335457757283845"
"voll erwerbstätig","1988","17-29","AkademikerIn","53","0.749471024339729","0.652051119783174","0.846890928896284"
"voll erwerbstätig","1988","30-45","(noch) kein Abschluss","144","0.549613991263182","0.489483943056477","0.609744039469886"
"voll erwerbstätig","1988","30-45","Hauptschule","998","0.605435943457872","0.581737767205512","0.629134119710232"
"voll erwerbstätig","1988","30-45","Realschule","289","0.619343036700067","0.575951196171344","0.66273487722879"
"voll erwerbstätig","1988","30-45","(Fach-)Abitur","106","0.570558519331613","0.500723777893227","0.640393260769999"
"voll erwerbstätig","1988","30-45","AkademikerIn","258","0.764303911948596","0.71938696186809","0.809220862029101"
"voll erwerbstätig","1988","46-65","(noch) kein Abschluss","172","0.449212150886699","0.396571778372803","0.501852523400596"
"voll erwerbstätig","1988","46-65","Hauptschule","986","0.435577587629746","0.414248646065162","0.456906529194331"
"voll erwerbstätig","1988","46-65","Realschule","166","0.504220495759417","0.450519726591734","0.5579212649271"
"voll erwerbstätig","1988","46-65","(Fach-)Abitur","63","0.591567093418516","0.496175441069107","0.686958745767925"
"voll erwerbstätig","1988","46-65","AkademikerIn","168","0.724248502923686","0.666113472380783","0.782383533466589"
"voll erwerbstätig","1988","66","(noch) kein Abschluss","","","",""
