"erwst","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","2014","(Fach-)Abitur","Staedtischer Raum","441","0.147329064907651","0.134444774026253","0.16021335578905"
"Andere","2014","(noch) kein Abschluss","Laendlicher Raum","72","0.153833061007955","0.12079091702529","0.186875204990619"
"Andere","2014","(noch) kein Abschluss","Staedtischer Raum","171","","",""
"Andere","2014","AkademikerIn","Laendlicher Raum","84","0.0587161526832444","0.0476091531275864","0.0698231522389024"
"Andere","2014","AkademikerIn","Staedtischer Raum","214","","",""
"Andere","2014","Hauptschule","Laendlicher Raum","277","","",""
"Andere","2014","Hauptschule","Staedtischer Raum","430","0.070175462703733","0.0631785532419292","0.0771723721655369"
"Andere","2014","Realschule","Laendlicher Raum","316","0.087364314338434","0.0772802323771446","0.0974483962997234"
"Andere","2014","Realschule","Staedtischer Raum","433","0.0879412457990008","0.0790947128670664","0.0967877787309352"
"nicht erwerbstätig","2014","(Fach-)Abitur","Laendlicher Raum","311","0.292756448921458","0.265194337533019","0.320318560309897"
"nicht erwerbstätig","2014","(Fach-)Abitur","Staedtischer Raum","873","0.313730970010089","0.296863440777204","0.330598499242975"
"nicht erwerbstätig","2014","(noch) kein Abschluss","Laendlicher Raum","338","0.740077662949284","0.699910070502483","0.780245255396085"
"nicht erwerbstätig","2014","(noch) kein Abschluss","Staedtischer Raum","701","0.737690246748515","0.710107021281622","0.765273472215408"
"nicht erwerbstätig","2014","AkademikerIn","Laendlicher Raum","540","0.345102001069718","0.322641562801904","0.367562439337533"
"nicht erwerbstätig","2014","AkademikerIn","Staedtischer Raum","1292","","",""
"nicht erwerbstätig","2014","Hauptschule","Laendlicher Raum","1655","","",""
"nicht erwerbstätig","2014","Hauptschule","Staedtischer Raum","2631","","",""
"nicht erwerbstätig","2014","Realschule","Laendlicher Raum","835","0.293235874891922","0.276977901576164","0.30949384820768"
"nicht erwerbstätig","2014","Realschule","Staedtischer Raum","1223","","",""
"Teilzeit","2014","(Fach-)Abitur","Laendlicher Raum","193","","",""
"Teilzeit","2014","(Fach-)Abitur","Staedtischer Raum","516","0.142661033389057","0.129947843334062","0.155374223444051"
"Teilzeit","2014","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Teilzeit","2014","(noch) kein Abschluss","Staedtischer Raum","30","0.0296924727495444","0.0190491142016874","0.0403358312974015"
"Teilzeit","2014","AkademikerIn","Laendlicher Raum","273","","",""
"Teilzeit","2014","AkademikerIn","Staedtischer Raum","751","0.121309633025379","0.111776885861161","0.130842380189597"
"Teilzeit","2014","Hauptschule","Laendlicher Raum","294","","",""
"Teilzeit","2014","Hauptschule","Staedtischer Raum","505","0.0783580902516949","0.0709971017470042","0.0857190787563856"
"Teilzeit","2014","Realschule","Laendlicher Raum","544","0.154274453257647","0.141374672179006","0.167174234336288"
"Teilzeit","2014","Realschule","Staedtischer Raum","731","0.154289787744024","0.143006263617306","0.165573311870742"
"voll erwerbstätig","2014","(Fach-)Abitur","Laendlicher Raum","406","0.451874294420834","0.421728713780732","0.482019875060937"
"voll erwerbstätig","2014","(Fach-)Abitur","Staedtischer Raum","1077","","",""
"voll erwerbstätig","2014","(noch) kein Abschluss","Laendlicher Raum","35","0.0737647532384371","0.0498260593812999","0.0977034470955744"
"voll erwerbstätig","2014","(noch) kein Abschluss","Staedtischer Raum","75","0.0808646699721623","0.0637696367802235","0.0979597031641012"
"voll erwerbstätig","2014","AkademikerIn","Laendlicher Raum","824","0.469543743720477","0.445965010267976","0.493122477172978"
"voll erwerbstätig","2014","AkademikerIn","Staedtischer Raum","2249","","",""
"voll erwerbstätig","2014","Hauptschule","Laendlicher Raum","915","0.262663969899522","0.247273669282777","0.278054270516268"
"voll erwerbstätig","2014","Hauptschule","Staedtischer Raum","1554","","",""
"voll erwerbstätig","2014","Realschule","Laendlicher Raum","1317","","",""
"voll erwerbstätig","2014","Realschule","Staedtischer Raum","1550","","",""
"Andere","2015","(Fach-)Abitur","Laendlicher Raum","152","","",""
"Andere","2015","(Fach-)Abitur","Staedtischer Raum","373","0.133692662870231","0.121632639881839","0.145752685858624"
"Andere","2015","(noch) kein Abschluss","Laendlicher Raum","59","0.156018663737908","0.121478860349984","0.190558467125832"
"Andere","2015","(noch) kein Abschluss","Staedtischer Raum","168","","",""
"Andere","2015","AkademikerIn","Laendlicher Raum","88","0.0489214356915424","0.038875356343829","0.0589675150392557"
"Andere","2015","AkademikerIn","Staedtischer Raum","236","","",""
"Andere","2015","Hauptschule","Laendlicher Raum","256","","",""
"Andere","2015","Hauptschule","Staedtischer Raum","404","0.0734685054480031","0.0661287954478463","0.0808082154481599"
"Andere","2015","Realschule","Laendlicher Raum","285","","",""
"Andere","2015","Realschule","Staedtischer Raum","385","0.0800597121286705","0.0713725644931605","0.0887468597641805"
"nicht erwerbstätig","2015","(Fach-)Abitur","Laendlicher Raum","348","0.316780522008544","0.289436962316945","0.344124081700142"
"nicht erwerbstätig","2015","(Fach-)Abitur","Staedtischer Raum","956","0.308098237555012","0.291736659899258","0.324459815210766"
"nicht erwerbstätig","2015","(noch) kein Abschluss","Laendlicher Raum","307","0.726702248544965","0.684283149122834","0.769121347967096"
"nicht erwerbstätig","2015","(noch) kein Abschluss","Staedtischer Raum","634","0.661723020579839","0.631493753125141","0.691952288034536"
"nicht erwerbstätig","2015","AkademikerIn","Laendlicher Raum","565","0.338979943865906","0.316933774956456","0.361026112775356"
"nicht erwerbstätig","2015","AkademikerIn","Staedtischer Raum","1346","","",""
"nicht erwerbstätig","2015","Hauptschule","Laendlicher Raum","1582","","",""
"nicht erwerbstätig","2015","Hauptschule","Staedtischer Raum","2547","","",""
"nicht erwerbstätig","2015","Realschule","Laendlicher Raum","815","0.281778443020425","0.265402471139939","0.298154414900912"
"nicht erwerbstätig","2015","Realschule","Staedtischer Raum","1195","","",""
"Teilzeit","2015","(Fach-)Abitur","Laendlicher Raum","173","","",""
"Teilzeit","2015","(Fach-)Abitur","Staedtischer Raum","575","0.154723841131865","0.141908319686413","0.167539362577317"
"Teilzeit","2015","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Teilzeit","2015","(noch) kein Abschluss","Staedtischer Raum","51","0.0609285593849393","0.045645403229204","0.0762117155406746"
"Teilzeit","2015","AkademikerIn","Laendlicher Raum","284","","",""
"Teilzeit","2015","AkademikerIn","Staedtischer Raum","788","0.134090220662729","0.124297355016236","0.143883086309221"
"Teilzeit","2015","Hauptschule","Laendlicher Raum","301","0.0881684712652049","0.0780492665898783","0.0982876759405315"
"Teilzeit","2015","Hauptschule","Staedtischer Raum","470","0.0782951687481217","0.0707379565096068","0.0858523809866366"
"Teilzeit","2015","Realschule","Laendlicher Raum","548","0.156755449853982","0.14352081147477","0.169990088233194"
"Teilzeit","2015","Realschule","Staedtischer Raum","684","0.144660819438009","0.133400906971863","0.155920731904156"
"voll erwerbstätig","2015","(Fach-)Abitur","Laendlicher Raum","439","0.439781259933386","0.410607468540641","0.468955051326132"
"voll erwerbstätig","2015","(Fach-)Abitur","Staedtischer Raum","1155","","",""
"voll erwerbstätig","2015","(noch) kein Abschluss","Laendlicher Raum","43","0.0974294496343357","0.0692033502171922","0.125655549051479"
"voll erwerbstätig","2015","(noch) kein Abschluss","Staedtischer Raum","88","0.104399253243143","0.0848621937530494","0.123936312733238"
"voll erwerbstätig","2015","AkademikerIn","Laendlicher Raum","834","0.464531074728757","0.441302993697366","0.487759155760148"
"voll erwerbstätig","2015","AkademikerIn","Staedtischer Raum","2281","","",""
"voll erwerbstätig","2015","Hauptschule","Laendlicher Raum","877","0.265001325088866","0.249250630036385","0.280752020141346"
"voll erwerbstätig","2015","Hauptschule","Staedtischer Raum","1433","","",""
"voll erwerbstätig","2015","Realschule","Laendlicher Raum","1251","","",""
"voll erwerbstätig","2015","Realschule","Staedtischer Raum","1485","","",""
"Andere","2016","(Fach-)Abitur","Laendlicher Raum","137","","",""
"Andere","2016","(Fach-)Abitur","Staedtischer Raum","382","0.132636286917174","0.120679062210856","0.144593511623493"
"Andere","2016","(noch) kein Abschluss","Laendlicher Raum","65","0.122264056630819","0.0980824654446043","0.146445647817034"
"Andere","2016","(noch) kein Abschluss","Staedtischer Raum","156","","",""
"Andere","2016","AkademikerIn","Laendlicher Raum","80","0.0340042304742366","0.0257072332209885","0.0423012277274847"
"Andere","2016","AkademikerIn","Staedtischer Raum","231","","",""
"Andere","2016","Hauptschule","Laendlicher Raum","244","","",""
"Andere","2016","Hauptschule","Staedtischer Raum","373","0.0674147311217025","0.0602849326454317","0.0745445295979733"
"Andere","2016","Realschule","Laendlicher Raum","255","","",""
"Andere","2016","Realschule","Staedtischer Raum","340","0.0779005425368047","0.0689312093869714","0.086869875686638"
"nicht erwerbstätig","2016","(Fach-)Abitur","Laendlicher Raum","403","0.296940489108822","0.270311937658158","0.323569040559486"
"nicht erwerbstätig","2016","(Fach-)Abitur","Staedtischer Raum","1108","","",""
"nicht erwerbstätig","2016","(noch) kein Abschluss","Laendlicher Raum","577","0.748024992832938","0.715977775916287","0.780072209749588"
"nicht erwerbstätig","2016","(noch) kein Abschluss","Staedtischer Raum","1256","","",""
"nicht erwerbstätig","2016","AkademikerIn","Laendlicher Raum","685","0.342465708307338","0.320741967735862","0.364189448878814"
"nicht erwerbstätig","2016","AkademikerIn","Staedtischer Raum","1592","","",""
"nicht erwerbstätig","2016","Hauptschule","Laendlicher Raum","1576","","",""
"nicht erwerbstätig","2016","Hauptschule","Staedtischer Raum","2628","","",""
"nicht erwerbstätig","2016","Realschule","Laendlicher Raum","785","0.300994373828503","0.283679964848634","0.318308782808372"
"nicht erwerbstätig","2016","Realschule","Staedtischer Raum","1087","","",""
"Teilzeit","2016","(Fach-)Abitur","Laendlicher Raum","199","","",""
"Teilzeit","2016","(Fach-)Abitur","Staedtischer Raum","532","0.141463650508194","0.129177937595373","0.153749363421016"
"Teilzeit","2016","(noch) kein Abschluss","Laendlicher Raum","18","","",""
"Teilzeit","2016","(noch) kein Abschluss","Staedtischer Raum","56","0.0439762086603878","0.0338143544701882","0.0541380628505874"
"Teilzeit","2016","AkademikerIn","Laendlicher Raum","274","","",""
"Teilzeit","2016","AkademikerIn","Staedtischer Raum","760","0.138100350092913","0.12818942964292","0.148011270542906"
"Teilzeit","2016","Hauptschule","Laendlicher Raum","307","0.101709053378899","0.0907419038515504","0.112676202906247"
"Teilzeit","2016","Hauptschule","Staedtischer Raum","446","0.0890927833597648","0.0809922444822587","0.0971933222372709"
"Teilzeit","2016","Realschule","Laendlicher Raum","512","0.157773374078516","0.144013340705742","0.171533407451291"
"Teilzeit","2016","Realschule","Staedtischer Raum","658","0.144134273920467","0.132380225353977","0.155888322486956"
"voll erwerbstätig","2016","(Fach-)Abitur","Laendlicher Raum","392","0.418473983034647","0.389724132275858","0.447223833793435"
"voll erwerbstätig","2016","(Fach-)Abitur","Staedtischer Raum","1069","","",""
"voll erwerbstätig","2016","(noch) kein Abschluss","Laendlicher Raum","45","0.0931417461169224","0.0716883809437058","0.114595111290139"
"voll erwerbstätig","2016","(noch) kein Abschluss","Staedtischer Raum","96","0.108360982940991","0.0929560179103387","0.123765947971643"
"voll erwerbstätig","2016","AkademikerIn","Laendlicher Raum","794","0.475918239749682","0.453055274518085","0.49878120498128"
"voll erwerbstätig","2016","AkademikerIn","Staedtischer Raum","2072","","",""
"voll erwerbstätig","2016","Hauptschule","Laendlicher Raum","791","0.270019898577126","0.253911259795444","0.286128537358809"
"voll erwerbstätig","2016","Hauptschule","Staedtischer Raum","1304","","",""
"voll erwerbstätig","2016","Realschule","Laendlicher Raum","1144","","",""
"voll erwerbstätig","2016","Realschule","Staedtischer Raum","1345","","",""
"Andere","2017","(Fach-)Abitur","Laendlicher Raum","182","","",""
"Andere","2017","(Fach-)Abitur","Staedtischer Raum","447","0.129666492253293","0.118513190991376","0.14081979351521"
"Andere","2017","(noch) kein Abschluss","Laendlicher Raum","82","0.127354244884623","0.105265564695617","0.149442925073629"
"Andere","2017","(noch) kein Abschluss","Staedtischer Raum","184","","",""
"Andere","2017","AkademikerIn","Laendlicher Raum","93","0.0504239717221241","0.0409051439598816","0.0599427994843666"
"Andere","2017","AkademikerIn","Staedtischer Raum","250","","",""
"Andere","2017","Hauptschule","Laendlicher Raum","281","","",""
"Andere","2017","Hauptschule","Staedtischer Raum","401","0.0748957426250284","0.0675931308754553","0.0821983543746015"
"Andere","2017","Realschule","Laendlicher Raum","259","","",""
"Andere","2017","Realschule","Staedtischer Raum","332","0.0798705622082542","0.0713700671581948","0.0883710572583136"
"nicht erwerbstätig","2017","(Fach-)Abitur","Laendlicher Raum","499","0.295726867986062","0.271436494175624","0.320017241796501"
"nicht erwerbstätig","2017","(Fach-)Abitur","Staedtischer Raum","1243","","",""
"nicht erwerbstätig","2017","(noch) kein Abschluss","Laendlicher Raum","698","0.712830569414864","0.682852316034235","0.742808822795494"
"nicht erwerbstätig","2017","(noch) kein Abschluss","Staedtischer Raum","1588","","",""
"nicht erwerbstätig","2017","AkademikerIn","Laendlicher Raum","723","0.317388053468629","0.297140045535","0.337636061402258"
"nicht erwerbstätig","2017","AkademikerIn","Staedtischer Raum","1701","","",""
"nicht erwerbstätig","2017","Hauptschule","Laendlicher Raum","1631","","",""
"nicht erwerbstätig","2017","Hauptschule","Staedtischer Raum","2743","","",""
"nicht erwerbstätig","2017","Realschule","Laendlicher Raum","879","0.297391208481037","0.281336233260953","0.313446183701121"
"nicht erwerbstätig","2017","Realschule","Staedtischer Raum","1187","","",""
"Teilzeit","2017","(Fach-)Abitur","Laendlicher Raum","220","","",""
"Teilzeit","2017","(Fach-)Abitur","Staedtischer Raum","618","0.168532136862134","0.156103863487438","0.180960410236831"
"Teilzeit","2017","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Teilzeit","2017","(noch) kein Abschluss","Staedtischer Raum","75","0.039842754986073","0.0311970144832209","0.0484884954889252"
"Teilzeit","2017","AkademikerIn","Laendlicher Raum","287","","",""
"Teilzeit","2017","AkademikerIn","Staedtischer Raum","890","0.14237137440738","0.132893035847132","0.151849712967629"
"Teilzeit","2017","Hauptschule","Laendlicher Raum","326","0.0922911689498179","0.0821335069512086","0.102448830948427"
"Teilzeit","2017","Hauptschule","Staedtischer Raum","495","0.0814833767106377","0.0738935418714622","0.0890732115498131"
"Teilzeit","2017","Realschule","Laendlicher Raum","579","0.159879234730026","0.147006948834","0.172751520626052"
"Teilzeit","2017","Realschule","Staedtischer Raum","753","0.146513600822472","0.13542533423597","0.157601867408974"
"voll erwerbstätig","2017","(Fach-)Abitur","Laendlicher Raum","455","0.421432900780297","0.39515084505996","0.447714956500634"
"voll erwerbstätig","2017","(Fach-)Abitur","Staedtischer Raum","1177","","",""
"voll erwerbstätig","2017","(noch) kein Abschluss","Laendlicher Raum","72","0.130398580209239","0.108086471564741","0.152710688853737"
"voll erwerbstätig","2017","(noch) kein Abschluss","Staedtischer Raum","119","","",""
"voll erwerbstätig","2017","AkademikerIn","Laendlicher Raum","927","0.501511050343143","0.47976060802757","0.523261492658715"
"voll erwerbstätig","2017","AkademikerIn","Staedtischer Raum","2380","","",""
"voll erwerbstätig","2017","Hauptschule","Laendlicher Raum","881","0.283153608599909","0.26734242048674","0.298964796713079"
"voll erwerbstätig","2017","Hauptschule","Staedtischer Raum","1352","","",""
"voll erwerbstätig","2017","Realschule","Laendlicher Raum","1397","","",""
"voll erwerbstätig","2017","Realschule","Staedtischer Raum","1635","","",""
"Andere","2018","(Fach-)Abitur","Laendlicher Raum","164","","",""
"Andere","2018","(Fach-)Abitur","Staedtischer Raum","441","0.125003705432549","0.113799403976119","0.136208006888979"
"Andere","2018","(noch) kein Abschluss","Laendlicher Raum","74","0.0893260046384573","0.0690084903613085","0.109643518915606"
"Andere","2018","(noch) kein Abschluss","Staedtischer Raum","178","","",""
"Andere","2018","AkademikerIn","Laendlicher Raum","82","0.0311276691139067","0.0233353723635722","0.0389199658642412"
"Andere","2018","AkademikerIn","Staedtischer Raum","273","","",""
"Andere","2018","Hauptschule","Laendlicher Raum","249","","",""
"Andere","2018","Hauptschule","Staedtischer Raum","422","0.0855131894338268","0.0775564477638374","0.0934699311038162"
"Andere","2018","Realschule","Laendlicher Raum","241","","",""
"Andere","2018","Realschule","Staedtischer Raum","357","0.0755471498729667","0.0670978421317592","0.0839964576141742"
"nicht erwerbstätig","2018","(Fach-)Abitur","Laendlicher Raum","417","0.254413246342431","0.230747053753615","0.278079438931248"
"nicht erwerbstätig","2018","(Fach-)Abitur","Staedtischer Raum","1153","","",""
"nicht erwerbstätig","2018","(noch) kein Abschluss","Laendlicher Raum","584","0.744768020609128","0.71370968305627","0.775826358161986"
"nicht erwerbstätig","2018","(noch) kein Abschluss","Staedtischer Raum","1429","","",""
"nicht erwerbstätig","2018","AkademikerIn","Laendlicher Raum","666","0.337214639891505","0.31600181193159","0.35842746785142"
"nicht erwerbstätig","2018","AkademikerIn","Staedtischer Raum","1569","","",""
"nicht erwerbstätig","2018","Hauptschule","Laendlicher Raum","1521","","",""
"nicht erwerbstätig","2018","Hauptschule","Staedtischer Raum","2548","","",""
"nicht erwerbstätig","2018","Realschule","Laendlicher Raum","874","0.304666019273821","0.288187679424893","0.321144359122749"
"nicht erwerbstätig","2018","Realschule","Staedtischer Raum","1155","","",""
"Teilzeit","2018","(Fach-)Abitur","Laendlicher Raum","238","","",""
"Teilzeit","2018","(Fach-)Abitur","Staedtischer Raum","613","0.163081223236198","0.150565271757578","0.175597174714817"
"Teilzeit","2018","(noch) kein Abschluss","Laendlicher Raum","28","","",""
"Teilzeit","2018","(noch) kein Abschluss","Staedtischer Raum","97","0.0600239753004306","0.0492234220665634","0.0708245285342979"
"Teilzeit","2018","AkademikerIn","Laendlicher Raum","288","","",""
"Teilzeit","2018","AkademikerIn","Staedtischer Raum","888","0.143984097995272","0.134320423508704","0.15364777248184"
"Teilzeit","2018","Hauptschule","Laendlicher Raum","318","0.100635872999242","0.0896655728600373","0.111606173138446"
"Teilzeit","2018","Hauptschule","Staedtischer Raum","487","0.0877032437565289","0.0796549118850188","0.0957515756280391"
"Teilzeit","2018","Realschule","Laendlicher Raum","583","0.168961115617816","0.155545556536098","0.182376674699534"
"Teilzeit","2018","Realschule","Staedtischer Raum","729","0.154492993446868","0.142937654135768","0.166048332757968"
"voll erwerbstätig","2018","(Fach-)Abitur","Laendlicher Raum","482","0.458454281397642","0.431378872600955","0.485529690194329"
"voll erwerbstätig","2018","(Fach-)Abitur","Staedtischer Raum","1140","","",""
"voll erwerbstätig","2018","(noch) kein Abschluss","Laendlicher Raum","71","0.12164320993093","0.0983580315843516","0.144928388277508"
"voll erwerbstätig","2018","(noch) kein Abschluss","Staedtischer Raum","154","","",""
"voll erwerbstätig","2018","AkademikerIn","Laendlicher Raum","872","0.496972885783324","0.474538150432825","0.519407621133822"
"voll erwerbstätig","2018","AkademikerIn","Staedtischer Raum","2340","","",""
"voll erwerbstätig","2018","Hauptschule","Laendlicher Raum","801","0.274604773981184","0.258329972184407","0.290879575777961"
"voll erwerbstätig","2018","Hauptschule","Staedtischer Raum","1288","","",""
"voll erwerbstätig","2018","Realschule","Laendlicher Raum","1299","","",""
"voll erwerbstätig","2018","Realschule","Staedtischer Raum","1517","","",""
"Andere","2019","(Fach-)Abitur","Laendlicher Raum","154","","",""
"Andere","2019","(Fach-)Abitur","Staedtischer Raum","431","0.118255866868799","0.107265214602423","0.129246519135174"
"Andere","2019","(noch) kein Abschluss","Laendlicher Raum","74","0.114907485634765","0.0913331792689712","0.138481792000558"
"Andere","2019","(noch) kein Abschluss","Staedtischer Raum","201","","",""
"Andere","2019","AkademikerIn","Laendlicher Raum","85","0.0298053044166156","0.0224459199856683","0.0371646888475629"
"Andere","2019","AkademikerIn","Staedtischer Raum","243","","",""
"Andere","2019","Hauptschule","Laendlicher Raum","220","","",""
"Andere","2019","Hauptschule","Staedtischer Raum","369","0.0742012315321441","0.0663536373967263","0.0820488256675619"
"Andere","2019","Realschule","Laendlicher Raum","247","","",""
"Andere","2019","Realschule","Staedtischer Raum","282","","",""
"nicht erwerbstätig","2019","(Fach-)Abitur","Laendlicher Raum","351","0.251219296533266","0.227059593696518","0.275378999370014"
"nicht erwerbstätig","2019","(Fach-)Abitur","Staedtischer Raum","1037","","",""
"nicht erwerbstätig","2019","(noch) kein Abschluss","Laendlicher Raum","505","0.692198217598906","0.65807725835275","0.726319176845062"
"nicht erwerbstätig","2019","(noch) kein Abschluss","Staedtischer Raum","1210","","",""
"nicht erwerbstätig","2019","AkademikerIn","Laendlicher Raum","646","0.337019098546864","0.316562047632386","0.357476149461341"
"nicht erwerbstätig","2019","AkademikerIn","Staedtischer Raum","1468","","",""
"nicht erwerbstätig","2019","Hauptschule","Laendlicher Raum","1353","","",""
"nicht erwerbstätig","2019","Hauptschule","Staedtischer Raum","2269","","",""
"nicht erwerbstätig","2019","Realschule","Laendlicher Raum","851","0.305091925910387","0.288609872662919","0.321573979157855"
"nicht erwerbstätig","2019","Realschule","Staedtischer Raum","1093","","",""
"Teilzeit","2019","(Fach-)Abitur","Laendlicher Raum","226","","",""
"Teilzeit","2019","(Fach-)Abitur","Staedtischer Raum","613","0.16756943506196","0.154857483132922","0.180281386990998"
"Teilzeit","2019","(noch) kein Abschluss","Laendlicher Raum","29","","",""
"Teilzeit","2019","(noch) kein Abschluss","Staedtischer Raum","92","0.082361776892662","0.0692933825254607","0.0954301712598633"
"Teilzeit","2019","AkademikerIn","Laendlicher Raum","333","0.152059427091311","0.13651929722229","0.167599556960333"
"Teilzeit","2019","AkademikerIn","Staedtischer Raum","965","0.149310448278296","0.139780943771035","0.158839952785558"
"Teilzeit","2019","Hauptschule","Laendlicher Raum","294","","",""
"Teilzeit","2019","Hauptschule","Staedtischer Raum","434","0.0922553948984508","0.083590757313474","0.100920032483428"
"Teilzeit","2019","Realschule","Laendlicher Raum","543","0.177307386234399","0.16363593902851","0.190978833440289"
"Teilzeit","2019","Realschule","Staedtischer Raum","731","0.174051866399137","0.161874342648527","0.186229390149747"
"voll erwerbstätig","2019","(Fach-)Abitur","Laendlicher Raum","507","0.457359833426068","0.429609209759956","0.48511045709218"
"voll erwerbstätig","2019","(Fach-)Abitur","Staedtischer Raum","1235","","",""
"voll erwerbstätig","2019","(noch) kein Abschluss","Laendlicher Raum","95","0.122605854813474","0.0983607872143995","0.146850922412549"
"voll erwerbstätig","2019","(noch) kein Abschluss","Staedtischer Raum","197","","",""
"voll erwerbstätig","2019","AkademikerIn","Laendlicher Raum","987","0.48111616994521","0.459492704028925","0.502739635861494"
"voll erwerbstätig","2019","AkademikerIn","Staedtischer Raum","2697","","",""
"voll erwerbstätig","2019","Hauptschule","Laendlicher Raum","750","0.279087263714162","0.261901945126334","0.29627258230199"
"voll erwerbstätig","2019","Hauptschule","Staedtischer Raum","1213","","",""
"voll erwerbstätig","2019","Realschule","Laendlicher Raum","1357","","",""
"voll erwerbstätig","2019","Realschule","Staedtischer Raum","1618","","",""
"Andere","2020","(Fach-)Abitur","Laendlicher Raum","148","","",""
"Andere","2020","(Fach-)Abitur","Staedtischer Raum","440","0.111776101520604","0.101723398577764","0.121828804463443"
"Andere","2020","(noch) kein Abschluss","Laendlicher Raum","74","0.175584446732936","0.148041385115342","0.203127508350529"
"Andere","2020","(noch) kein Abschluss","Staedtischer Raum","173","","",""
"Andere","2020","AkademikerIn","Laendlicher Raum","98","0.0409179078946929","0.0323487485726173","0.0494870672167686"
"Andere","2020","AkademikerIn","Staedtischer Raum","284","","",""
"Andere","2020","Hauptschule","Laendlicher Raum","188","","",""
"Andere","2020","Hauptschule","Staedtischer Raum","352","0.0719605846743046","0.0642149003147281","0.0797062690338811"
"Andere","2020","Realschule","Laendlicher Raum","230","","",""
"Andere","2020","Realschule","Staedtischer Raum","291","","",""
"nicht erwerbstätig","2020","(Fach-)Abitur","Laendlicher Raum","366","0.288231789071795","0.263694956456596","0.312768621686995"
"nicht erwerbstätig","2020","(Fach-)Abitur","Staedtischer Raum","1167","","",""
"nicht erwerbstätig","2020","(noch) kein Abschluss","Laendlicher Raum","502","0.666694628472488","0.632568993726875","0.7008202632181"
"nicht erwerbstätig","2020","(noch) kein Abschluss","Staedtischer Raum","1298","","",""
"nicht erwerbstätig","2020","AkademikerIn","Laendlicher Raum","620","0.32491319169142","0.304654233913096","0.345172149469744"
"nicht erwerbstätig","2020","AkademikerIn","Staedtischer Raum","1515","","",""
"nicht erwerbstätig","2020","Hauptschule","Laendlicher Raum","1269","","",""
"nicht erwerbstätig","2020","Hauptschule","Staedtischer Raum","2254","","",""
"nicht erwerbstätig","2020","Realschule","Laendlicher Raum","833","0.302546050115014","0.28552837788855","0.319563722341479"
"nicht erwerbstätig","2020","Realschule","Staedtischer Raum","1099","","",""
"Teilzeit","2020","(Fach-)Abitur","Laendlicher Raum","222","","",""
"Teilzeit","2020","(Fach-)Abitur","Staedtischer Raum","667","0.176877326740231","0.164703825386737","0.189050828093725"
"Teilzeit","2020","(noch) kein Abschluss","Laendlicher Raum","30","0.0323396497656328","0.0195333037186469","0.0451459958126186"
"Teilzeit","2020","(noch) kein Abschluss","Staedtischer Raum","112","","",""
"Teilzeit","2020","AkademikerIn","Laendlicher Raum","321","0.154891462399581","0.139241128740285","0.170541796058878"
"Teilzeit","2020","AkademikerIn","Staedtischer Raum","987","0.155633976332841","0.146259253060215","0.165008699605466"
"Teilzeit","2020","Hauptschule","Laendlicher Raum","274","","",""
"Teilzeit","2020","Hauptschule","Staedtischer Raum","416","0.0924155515883788","0.0837350405130832","0.101096062663674"
"Teilzeit","2020","Realschule","Laendlicher Raum","529","0.168035044387353","0.154183471524143","0.181886617250563"
"Teilzeit","2020","Realschule","Staedtischer Raum","686","0.172729233110574","0.160260968986735","0.185197497234413"
"voll erwerbstätig","2020","(Fach-)Abitur","Laendlicher Raum","573","0.451000545886798","0.424044712842665","0.477956378930931"
"voll erwerbstätig","2020","(Fach-)Abitur","Staedtischer Raum","1500","","",""
"voll erwerbstätig","2020","(noch) kein Abschluss","Laendlicher Raum","127","","",""
"voll erwerbstätig","2020","(noch) kein Abschluss","Staedtischer Raum","306","0.103613076258772","0.0898698988636753","0.117356253653869"
"voll erwerbstätig","2020","AkademikerIn","Laendlicher Raum","1014","","",""
"voll erwerbstätig","2020","AkademikerIn","Staedtischer Raum","2958","","",""
"voll erwerbstätig","2020","Hauptschule","Laendlicher Raum","781","0.282963947649283","0.265349285306925","0.300578609991642"
"voll erwerbstätig","2020","Hauptschule","Staedtischer Raum","1254","","",""
"voll erwerbstätig","2020","Realschule","Laendlicher Raum","1207","","",""
"voll erwerbstätig","2020","Realschule","Staedtischer Raum","1455","","",""
